osmid,y,x,street_count,geometry
598723872,22.5090731,114.03938,4,POINT (114.03938 22.5090731)
598723874,22.5093841,114.0380177,4,POINT (114.0380177 22.5093841)
598723876,22.5098304,114.0361482,3,POINT (114.0361482 22.5098304)
8872362725,22.5072477,114.0389221,3,POINT (114.0389221 22.5072477)
8872362726,22.5077491,114.0374379,3,POINT (114.0374379 22.5077491)
