osmid,y,x,street_count,ref,highway,geometry
8986997417,22.5505185,114.0036322,3,,,POINT (114.0036322 22.5505185)
8986997422,22.5508078,114.0039307,3,,,POINT (114.0039307 22.5508078)
8986997429,22.5508649,114.0039961,3,,,POINT (114.0039961 22.5508649)
8986997435,22.5505174,114.0043553,3,,,POINT (114.0043553 22.5505174)
8986997442,22.5501602,114.003942,3,,,POINT (114.003942 22.5501602)
8986997448,22.5504523,114.003571,3,,,POINT (114.003571 22.5504523)
8986997457,22.5504412,114.0044628,3,,,POINT (114.0044628 22.5504412)
8986997463,22.5501024,114.0040107,3,,,POINT (114.0040107 22.5501024)
9906874991,22.5527544,114.009867,3,,,POINT (114.009867 22.5527544)
9906874992,22.552558,114.010495,3,,,POINT (114.010495 22.552558)
9906876225,22.5502716,114.0135396,4,,,POINT (114.0135396 22.5502716)
9907679234,22.5532966,114.0071095,1,,,POINT (114.0071095 22.5532966)
9907679235,22.5544858,114.0012329,3,,,POINT (114.0012329 22.5544858)
9907679236,22.5545014,114.0038666,3,,,POINT (114.0038666 22.5545014)
9907679261,22.5542559,114.00123,1,,,POINT (114.00123 22.5542559)
9907679283,22.5505064,114.00128,2,,,POINT (114.00128 22.5505064)
9907679284,22.5504371,114.0012824,3,,,POINT (114.0012824 22.5504371)
9909537903,22.5546642,114.0012281,1,,,POINT (114.0012281 22.5546642)
