osmid,y,x,street_count,geometry
1699891209,22.534918,114.1317743,3,POINT (114.1317743 22.534918)
2377869221,22.5360133,114.131159,3,POINT (114.131159 22.5360133)
2426868775,22.5355784,114.1331949,3,POINT (114.1331949 22.5355784)
3927534996,22.5362147,114.1313576,3,POINT (114.1313576 22.5362147)
6789509317,22.534895,114.1317704,3,POINT (114.1317704 22.534895)
