osmid,y,x,street_count,geometry
7599920994,22.5116864,114.143592,1,POINT (114.143592 22.5116864)
1409255746,22.5104858,114.1465957,3,POINT (114.1465957 22.5104858)
4449431417,22.5106082,114.1449463,3,POINT (114.1449463 22.5106082)
4449431420,22.5107561,114.1445179,3,POINT (114.1445179 22.5107561)
1111289406,22.5102439,114.1445506,1,POINT (114.1445506 22.5102439)
