osmid,y,x,street_count,highway,geometry
2312585010,22.5855107,114.0771835,3,,POINT (114.0771835 22.5855107)
2312585047,22.5858708,114.0715639,3,,POINT (114.0715639 22.5858708)
2312585087,22.5850971,114.0769877,3,,POINT (114.0769877 22.5850971)
2312585107,22.5879724,114.0701249,1,,POINT (114.0701249 22.5879724)
2312585121,22.5851368,114.0779265,3,,POINT (114.0779265 22.5851368)
2312585132,22.5874247,114.0711274,3,,POINT (114.0711274 22.5874247)
2312585143,22.5861323,114.0771057,3,,POINT (114.0771057 22.5861323)
2312585166,22.5870864,114.0692612,1,,POINT (114.0692612 22.5870864)
2312585192,22.5848891,114.0764003,1,turning_circle,POINT (114.0764003 22.5848891)
2312585201,22.5864328,114.0713741,3,,POINT (114.0713741 22.5864328)
2312585222,22.5841993,114.0774286,1,turning_circle,POINT (114.0774286 22.5841993)
2312585227,22.5841572,114.0769243,3,,POINT (114.0769243 22.5841572)
2312585228,22.5864196,114.0775188,3,,POINT (114.0775188 22.5864196)
2312585300,22.5866296,114.0717991,4,,POINT (114.0717991 22.5866296)
2312598211,22.5830599,114.0781723,3,,POINT (114.0781723 22.5830599)
2312598241,22.5837836,114.0722762,4,,POINT (114.0722762 22.5837836)
2312598261,22.5863455,114.0725733,3,,POINT (114.0725733 22.5863455)
2312598312,22.5830808,114.0780913,3,,POINT (114.0780913 22.5830808)
2312598354,22.5846969,114.0701297,3,,POINT (114.0701297 22.5846969)
2312598356,22.5868828,114.0722635,3,,POINT (114.0722635 22.5868828)
2312598390,22.5832627,114.0687001,1,,POINT (114.0687001 22.5832627)
2312598392,22.5858544,114.0724236,3,,POINT (114.0724236 22.5858544)
2312598424,22.5861498,114.0728051,1,,POINT (114.0728051 22.5861498)
2312616907,22.5876331,114.0721732,1,,POINT (114.0721732 22.5876331)
8118118208,22.5812147,114.0771782,3,,POINT (114.0771782 22.5812147)
8118193617,22.5822637,114.0767672,3,,POINT (114.0767672 22.5822637)
8118193727,22.5809307,114.073604,1,,POINT (114.073604 22.5809307)
8259797132,22.5818722,114.0770955,3,,POINT (114.0770955 22.5818722)
8259797190,22.5812857,114.077077,3,,POINT (114.077077 22.5812857)
8278552524,22.5849959,114.0737583,3,,POINT (114.0737583 22.5849959)
8278552640,22.5839499,114.0725224,3,,POINT (114.0725224 22.5839499)
8278552646,22.5837469,114.0725754,3,,POINT (114.0725754 22.5837469)
9181562081,22.5857807,114.0685349,3,,POINT (114.0685349 22.5857807)
9181562088,22.5864755,114.0682954,1,,POINT (114.0682954 22.5864755)
9181562105,22.5858453,114.0706645,3,,POINT (114.0706645 22.5858453)
9181562106,22.5849794,114.0702788,1,,POINT (114.0702788 22.5849794)
9181562107,22.5850121,114.0697083,3,,POINT (114.0697083 22.5850121)
9181562127,22.5844657,114.071028,3,,POINT (114.071028 22.5844657)
9181562132,22.5842478,114.0708829,3,,POINT (114.0708829 22.5842478)
9181562134,22.584353,114.0707009,3,,POINT (114.0707009 22.584353)
9181562136,22.5845745,114.0708231,3,,POINT (114.0708231 22.5845745)
9181562164,22.5821831,114.0773211,3,,POINT (114.0773211 22.5821831)
