osmid,y,x,street_count,highway,geometry
267005524,22.5295521,113.9979691,3,,POINT (113.9979691 22.5295521)
496532788,22.523361,113.983356,3,motorway_junction,POINT (113.983356 22.523361)
496532792,22.523406,113.9817998,3,,POINT (113.9817998 22.523406)
496532806,22.5270424,113.992745,3,,POINT (113.992745 22.5270424)
496532810,22.5263962,113.9916688,3,,POINT (113.9916688 22.5263962)
496532819,22.5253665,113.9902818,3,,POINT (113.9902818 22.5253665)
496532821,22.5286799,113.9954478,3,,POINT (113.9954478 22.5286799)
496532844,22.5290217,113.9960618,3,,POINT (113.9960618 22.5290217)
496532959,22.525345,113.9895429,3,,POINT (113.9895429 22.525345)
2363414851,22.5298992,113.9874362,3,,POINT (113.9874362 22.5298992)
2363414917,22.5258661,113.988084,3,,POINT (113.988084 22.5258661)
2460056059,22.5233607,113.9811861,3,,POINT (113.9811861 22.5233607)
3433940364,22.524828,113.988229,3,,POINT (113.988229 22.524828)
3627937204,22.5235416,113.9811799,3,,POINT (113.9811799 22.5235416)
4551076025,22.5297744,113.9886264,4,,POINT (113.9886264 22.5297744)
5255299471,22.5259833,113.9892838,3,,POINT (113.9892838 22.5259833)
5305062685,22.5241969,113.9821198,1,,POINT (113.9821198 22.5241969)
7257298403,22.5295313,113.9874953,3,,POINT (113.9874953 22.5295313)
