osmid,y,x,ref,highway,street_count,geometry
2364215020,22.5866945,114.0099108,3,motorway_junction,3,POINT (114.0099108 22.5866945)
3810810940,22.5895969,114.0103016,,,3,POINT (114.0103016 22.5895969)
