osmid,y,x,street_count,ref,highway,geometry
2883504195,22.5718645,114.1297536,3,,,POINT (114.1297536 22.5718645)
2883504200,22.5720686,114.1296672,3,,,POINT (114.1296672 22.5720686)
2883507425,22.5748797,114.130153,4,,,POINT (114.130153 22.5748797)
2883507430,22.5712819,114.1333896,4,,,POINT (114.1333896 22.5712819)
2883507438,22.5735967,114.1288689,3,,,POINT (114.1288689 22.5735967)
2883507444,22.5700525,114.1326337,1,,,POINT (114.1326337 22.5700525)
2883507445,22.5757988,114.1301454,1,,,POINT (114.1301454 22.5757988)
2883507446,22.5731656,114.1344388,4,,,POINT (114.1344388 22.5731656)
2883507459,22.573159,114.1292655,3,,,POINT (114.1292655 22.573159)
2883507474,22.5733219,114.1301161,3,,,POINT (114.1301161 22.5733219)
2883507498,22.5750935,114.1353358,4,,,POINT (114.1353358 22.5750935)
2883507622,22.571182,114.1276208,3,,,POINT (114.1276208 22.571182)
2883507646,22.5713526,114.1334328,4,,,POINT (114.1334328 22.5713526)
2920173166,22.5775388,114.1323403,3,,,POINT (114.1323403 22.5775388)
2920173170,22.5757015,114.1377943,3,,,POINT (114.1377943 22.5757015)
2920173172,22.5722624,114.1360381,3,,,POINT (114.1360381 22.5722624)
2920173193,22.5755634,114.1339375,1,,,POINT (114.1339375 22.5755634)
2920173609,22.5765167,114.1357578,3,,,POINT (114.1357578 22.5765167)
2921637379,22.5715083,114.137472,3,,,POINT (114.137472 22.5715083)
3066529096,22.5703796,114.1351114,3,,,POINT (114.1351114 22.5703796)
3066530016,22.5703107,114.1350617,4,,,POINT (114.1350617 22.5703107)
3924653943,22.5705992,114.1228945,3,,,POINT (114.1228945 22.5705992)
3924653945,22.5704307,114.1223075,3,,,POINT (114.1223075 22.5704307)
3924653949,22.5702063,114.1230216,3,,,POINT (114.1230216 22.5702063)
4472714124,22.5779063,114.1373171,3,,,POINT (114.1373171 22.5779063)
4472714132,22.5759672,114.1372181,3,,,POINT (114.1372181 22.5759672)
4472714280,22.5782945,114.1391723,1,,,POINT (114.1391723 22.5782945)
4472714283,22.5767224,114.1373761,3,,,POINT (114.1373761 22.5767224)
5091912839,22.5770366,114.1322323,3,,,POINT (114.1322323 22.5770366)
5091912840,22.5747611,114.1316136,4,,,POINT (114.1316136 22.5747611)
5091912841,22.57212,114.1308804,4,,,POINT (114.1308804 22.57212)
5240881403,22.5757227,114.1356126,1,,,POINT (114.1356126 22.5757227)
5240881409,22.5767091,114.1397398,3,,,POINT (114.1397398 22.5767091)
5240881931,22.5743692,114.1384914,3,,,POINT (114.1384914 22.5743692)
5240881935,22.575768,114.1389445,3,,,POINT (114.1389445 22.575768)
5240881950,22.5757978,114.1390402,3,0,motorway_junction,POINT (114.1390402 22.5757978)
5240881952,22.5774784,114.1397371,3,0,motorway_junction,POINT (114.1397371 22.5774784)
5240923058,22.5799155,114.1364865,3,,,POINT (114.1364865 22.5799155)
5383239517,22.5768913,114.1393089,3,,,POINT (114.1393089 22.5768913)
5383239520,22.5776616,114.1318775,3,,,POINT (114.1318775 22.5776616)
6080077174,22.5720359,114.130857,3,,,POINT (114.130857 22.5720359)
6080171669,22.5772577,114.1357839,4,,,POINT (114.1357839 22.5772577)
6080171676,22.5775882,114.1340342,1,,,POINT (114.1340342 22.5775882)
6080270310,22.5772036,114.1228324,3,,,POINT (114.1228324 22.5772036)
6080309364,22.5778293,114.1285766,3,,,POINT (114.1285766 22.5778293)
6155047730,22.5727968,114.1252792,3,,,POINT (114.1252792 22.5727968)
6376461340,22.5772664,114.1230244,3,,,POINT (114.1230244 22.5772664)
6376505175,22.5771467,114.1281009,3,,,POINT (114.1281009 22.5771467)
6376505176,22.5772072,114.1269908,3,,,POINT (114.1269908 22.5772072)
6376505177,22.5769124,114.1249799,3,,,POINT (114.1249799 22.5769124)
6376505178,22.576523,114.1240011,3,,,POINT (114.1240011 22.576523)
6376505179,22.57714,114.1237923,3,,,POINT (114.1237923 22.57714)
6417689942,22.5737219,114.1384291,3,,,POINT (114.1384291 22.5737219)
6417689943,22.5727036,114.1378974,3,,,POINT (114.1378974 22.5727036)
6514994933,22.5760508,114.1393105,3,,,POINT (114.1393105 22.5760508)
6723372004,22.5774632,114.1398962,3,,,POINT (114.1398962 22.5774632)
6723372014,22.5765222,114.1391632,3,,,POINT (114.1391632 22.5765222)
6798108283,22.5761102,114.1233561,3,,,POINT (114.1233561 22.5761102)
6798161727,22.5707268,114.1246657,3,,,POINT (114.1246657 22.5707268)
6798161730,22.5700487,114.1243188,3,,,POINT (114.1243188 22.5700487)
6798161733,22.5703868,114.1236221,3,,,POINT (114.1236221 22.5703868)
6798161734,22.5706582,114.1230721,3,,,POINT (114.1230721 22.5706582)
6798161738,22.5720895,114.1238855,3,,,POINT (114.1238855 22.5720895)
6798161740,22.5719165,114.1231322,3,,,POINT (114.1231322 22.5719165)
6798161766,22.5725613,114.1219702,3,,,POINT (114.1219702 22.5725613)
6798161770,22.5719798,114.1234059,3,,,POINT (114.1234059 22.5719798)
6798161771,22.57199,114.1234509,3,,,POINT (114.1234509 22.57199)
6798161773,22.5731262,114.1231876,3,,,POINT (114.1231876 22.5731262)
6798161774,22.5731164,114.1228514,4,,,POINT (114.1228514 22.5731164)
6798161775,22.5731,114.1221046,1,,,POINT (114.1221046 22.5731)
6798161776,22.573877,114.1228302,3,,,POINT (114.1228302 22.573877)
6798161777,22.5726915,114.1228478,3,,,POINT (114.1228478 22.5726915)
6798161778,22.5726623,114.1219542,3,,,POINT (114.1219542 22.5726623)
6798161779,22.572701,114.1232853,3,,,POINT (114.1232853 22.572701)
6798161780,22.5727669,114.12327,3,,,POINT (114.12327 22.5727669)
6798161781,22.5728941,114.1239167,1,,,POINT (114.1239167 22.5728941)
6798161782,22.5723853,114.1233589,3,,,POINT (114.1233589 22.5723853)
6798161783,22.5725346,114.1240087,1,,,POINT (114.1240087 22.5725346)
6798175987,22.5738856,114.1217609,4,,,POINT (114.1217609 22.5738856)
6798209314,22.5763571,114.1209301,3,,,POINT (114.1209301 22.5763571)
6798209316,22.57697,114.1212521,3,,,POINT (114.1212521 22.57697)
6798209320,22.5767242,114.1200024,3,,,POINT (114.1200024 22.5767242)
6798209321,22.5785281,114.120249,3,,,POINT (114.120249 22.5785281)
6798209327,22.5785331,114.121515,1,,,POINT (114.121515 22.5785331)
6798209368,22.5732657,114.1238168,1,,,POINT (114.1238168 22.5732657)
6798209369,22.5731675,114.1233738,3,,,POINT (114.1233738 22.5731675)
6798209371,22.573508,114.1228405,3,,,POINT (114.1228405 22.573508)
6798209372,22.573444,114.1219812,1,,,POINT (114.1219812 22.573444)
6798209373,22.5734607,114.1228418,3,,,POINT (114.1228418 22.5734607)
6798209374,22.5703847,114.1223134,3,,,POINT (114.1223134 22.5703847)
6798209378,22.5704078,114.1223975,3,,,POINT (114.1223975 22.5704078)
7001116411,22.577417,114.1257079,3,,,POINT (114.1257079 22.577417)
7281496997,22.5762348,114.1358303,3,,,POINT (114.1358303 22.5762348)
8218242173,22.5700805,114.1249865,4,,,POINT (114.1249865 22.5700805)
8218242177,22.5723133,114.1244191,4,,,POINT (114.1244191 22.5723133)
8218242186,22.5707535,114.1247741,3,,,POINT (114.1247741 22.5707535)
8218242190,22.570064,114.1249228,4,,,POINT (114.1249228 22.570064)
8549666066,22.5795127,114.125594,3,,,POINT (114.125594 22.5795127)
8549666119,22.5792723,114.1226371,4,,,POINT (114.1226371 22.5792723)
8549666133,22.5785067,114.122734,3,,,POINT (114.122734 22.5785067)
8549666134,22.5792743,114.1227064,4,,,POINT (114.1227064 22.5792743)
8549666135,22.5784859,114.122876,3,,,POINT (114.122876 22.5784859)
8549666159,22.5792829,114.1229964,3,,,POINT (114.1229964 22.5792829)
8549666242,22.5794684,114.1358102,3,,,POINT (114.1358102 22.5794684)
8549666300,22.579412,114.1358334,4,,,POINT (114.1358334 22.579412)
8549666309,22.5793298,114.1347793,3,,,POINT (114.1347793 22.5793298)
8549666310,22.5799645,114.1364417,4,,,POINT (114.1364417 22.5799645)
8549666319,22.5796867,114.1305482,4,,,POINT (114.1305482 22.5796867)
8549666320,22.5796222,114.1305493,4,,,POINT (114.1305493 22.5796222)
8549666321,22.5794773,114.1255979,4,,,POINT (114.1255979 22.5794773)
8549666322,22.5793421,114.1227927,4,,,POINT (114.1227927 22.5793421)
8549666323,22.579276,114.1227685,3,,,POINT (114.1227685 22.579276)
8549666328,22.5796593,114.1285435,4,,,POINT (114.1285435 22.5796593)
8549666329,22.5796118,114.1285443,4,,,POINT (114.1285443 22.5796118)
8549666385,22.5796398,114.1326352,4,,,POINT (114.1326352 22.5796398)
8549666386,22.5797053,114.1326435,4,,,POINT (114.1326435 22.5797053)
8549666482,22.5761497,114.1230431,3,,,POINT (114.1230431 22.5761497)
8549666515,22.5786828,114.1374988,1,,,POINT (114.1374988 22.5786828)
8703571602,22.5757815,114.126911,4,,,POINT (114.126911 22.5757815)
8703571603,22.5756598,114.1262069,3,,,POINT (114.1262069 22.5756598)
8703571604,22.5752804,114.1255847,3,,,POINT (114.1255847 22.5752804)
8703571605,22.5751994,114.1255988,3,,,POINT (114.1255988 22.5751994)
8703571606,22.5750012,114.1256333,3,,,POINT (114.1256333 22.5750012)
8703571608,22.5741104,114.1261648,3,,,POINT (114.1261648 22.5741104)
8703571615,22.573759,114.1264619,3,,,POINT (114.1264619 22.573759)
8703615125,22.5775975,114.1295636,3,,,POINT (114.1295636 22.5775975)
8703615215,22.5778049,114.1301726,3,,,POINT (114.1301726 22.5778049)
8703615301,22.5701571,114.1378963,3,,,POINT (114.1378963 22.5701571)
8703615324,22.5774192,114.1395337,3,,,POINT (114.1395337 22.5774192)
8703615339,22.5754114,114.1262559,4,,,POINT (114.1262559 22.5754114)
8703615340,22.5751327,114.1263109,4,,,POINT (114.1263109 22.5751327)
8703615341,22.5749165,114.1263535,4,,,POINT (114.1263535 22.5749165)
9014078450,22.5705462,114.1377929,4,,,POINT (114.1377929 22.5705462)
9014078458,22.5748454,114.1386449,3,,,POINT (114.1386449 22.5748454)
9199686589,22.5723453,114.1244856,4,,,POINT (114.1244856 22.5723453)
9199686592,22.5731568,114.1243003,3,,,POINT (114.1243003 22.5731568)
9592075767,22.5751277,114.1215575,3,,,POINT (114.1215575 22.5751277)
9592075768,22.5763866,114.1204445,3,,,POINT (114.1204445 22.5763866)
9592075769,22.5751162,114.1204746,3,,,POINT (114.1204746 22.5751162)
9592075770,22.5757779,114.1204589,3,,,POINT (114.1204589 22.5757779)
9592075771,22.5757821,114.1211525,1,,,POINT (114.1211525 22.5757821)
9592075776,22.573881,114.1223312,3,,,POINT (114.1223312 22.573881)
9592075777,22.5760268,114.1223042,3,,,POINT (114.1223042 22.5760268)
9592075779,22.5760267,114.1229547,1,,,POINT (114.1229547 22.5760267)
9592075780,22.5760268,114.1214103,3,,,POINT (114.1214103 22.5760268)
9689769177,22.5715036,114.137771,3,,,POINT (114.137771 22.5715036)
9689769190,22.574761,114.13895,3,,,POINT (114.13895 22.574761)
9761601784,22.5752416,114.1374861,3,,,POINT (114.1374861 22.5752416)
