osmid,y,x,street_count,geometry
1116784763,22.5175837,114.1136577,1,POINT (114.1136577 22.5175837)
1362224361,22.5118487,114.1052971,3,POINT (114.1052971 22.5118487)
7831068712,22.5123528,114.1083847,3,POINT (114.1083847 22.5123528)
7831068716,22.5139336,114.1083529,3,POINT (114.1083529 22.5139336)
