u,v,key,osmid,oneway,lanes,highway,reversed,length,geometry
504648550,2308765383,0,221886758,True,2,trunk_link,False,49.927,"LINESTRING (114.0505863 22.5895041, 114.0503926 22.5897688, 114.0503176 22.5898783)"
