u,v,key,osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,bridge
7973114797,1491845475,0,40955126,True,,香蜜湖路,primary,False,7.635,"LINESTRING (114.0243152 22.5368481, 114.0242971 22.5369147)",4,
7973114797,7973114645,0,854919701,True,,泰然四路,tertiary,False,82.67,"LINESTRING (114.0243152 22.5368481, 114.0245 22.5368775, 114.0251071 22.5369813)",,
7973114881,7973114756,0,854903602,True,,泰然五路,residential,False,7.141,"LINESTRING (114.0257361 22.5341372, 114.0257496 22.5340742)",,
7973114881,9769468017,0,"[1063576688, 245794177]",True,,,primary_link,False,81.66399999999999,"LINESTRING (114.0257361 22.5341372, 114.025495 22.534094, 114.0252439 22.5340499, 114.0252143 22.5340458, 114.0251864 22.5340486, 114.0251623 22.534056, 114.0251409 22.5340659, 114.0251186 22.5340807, 114.0250927 22.5341087, 114.0250722 22.5341401, 114.0250385 22.5342067)",,
7973224443,10031023953,0,879817599,True,,香蜜湖路,primary,False,82.251,"LINESTRING (114.0239964 22.5362446, 114.0241809 22.5355248)",,
7973224443,10031023946,0,1095317748,True,,,primary_link,False,150.16,"LINESTRING (114.0239964 22.5362446, 114.0241308 22.5360534, 114.0242064 22.5358783, 114.0243257 22.5354254, 114.0243603 22.5353776, 114.0244271 22.5353467, 114.0245091 22.5353536, 114.0245976 22.5353766, 114.024645 22.5354124, 114.0246731 22.5354632, 114.0246762 22.5355299)",3,
7973259214,7973259223,0,393889379,True,,泰然六路,tertiary,False,11.978,"LINESTRING (114.0238266 22.5350931, 114.0239412 22.5351131)",,
7973259214,10031023929,0,956187208,True,,泰然六路,tertiary,False,71.875,"LINESTRING (114.0238266 22.5350931, 114.0239445 22.5350881, 114.0240566 22.5350606, 114.0241486 22.5350182, 114.0242283 22.5349716, 114.0243156 22.5348779, 114.0243752 22.5347662)",,
7973259223,10031023951,0,393889379,True,,泰然六路,tertiary,False,34.522999999999996,"LINESTRING (114.0239412 22.5351131, 114.0241365 22.5351481, 114.024184 22.5351566, 114.0242712 22.5351722)",,
7973259223,7973259232,0,854919699,True,,泰然六路,tertiary,False,10.919999999999998,"LINESTRING (114.0239412 22.5351131, 114.0239453 22.5351233, 114.0239467 22.5351342, 114.0239465 22.5351452, 114.0239448 22.5351561, 114.0239415 22.5351668, 114.0239368 22.5351769, 114.0239307 22.5351864, 114.0239233 22.535195, 114.0239152 22.5352019)",,
7973259232,7973259341,0,135906440,True,,泰然六路,tertiary,False,161.57,"LINESTRING (114.0239152 22.5352019, 114.0223674 22.5349421)",,
7973259255,1491785797,0,135906414,False,,,unclassified,True,106.529,"LINESTRING (114.0226251 22.5366402, 114.0224183 22.537579)",,
7973259261,1491785737,0,135906432,False,,,unclassified,False,21.165,"LINESTRING (114.0222486 22.5355386, 114.022451 22.5355744)",,
7973259261,7973259341,0,636701234,False,,泰然七路,tertiary,False,67.441,"LINESTRING (114.0222486 22.5355386, 114.0223463 22.5350483, 114.0223674 22.5349421)",2,
7973259261,1491785772,0,636701234,False,,泰然七路,tertiary,True,105.044,"LINESTRING (114.0222486 22.5355386, 114.0220806 22.5363826, 114.0220636 22.5364677)",2,
7973259279,1491785786,0,"[854919704, 854919702]",True,,泰然四路,tertiary,False,38.069,"LINESTRING (114.0237203 22.5369917, 114.0237222 22.5369708, 114.0237222 22.5369558, 114.0237203 22.5369379, 114.023716 22.5369208, 114.0237114 22.5369068, 114.0236997 22.5368846, 114.0236873 22.536866, 114.0236718 22.5368467, 114.0236517 22.5368302, 114.0236285 22.5368181, 114.0235852 22.5368067, 114.0234845 22.5367893)",,
7973259279,7973259290,0,879817599,True,,香蜜湖路,primary,False,40.145,"LINESTRING (114.0237203 22.5369917, 114.0237594 22.5368551, 114.0238216 22.536643)",,
7973259290,7973224443,0,879817599,True,,香蜜湖路,primary,False,47.8,"LINESTRING (114.0238216 22.536643, 114.0239964 22.5362446)",,
7973259293,7973259339,0,779229116,False,,,unclassified,False,41.994,"LINESTRING (114.0209804 22.5337447, 114.0210557 22.5333735)",,
7973259339,7973259340,0,779229116,False,,,unclassified,False,9.085,"LINESTRING (114.0210557 22.5333735, 114.021072 22.5332932)",,
7973259339,7973259293,0,779229116,False,,,unclassified,True,41.994,"LINESTRING (114.0210557 22.5333735, 114.0209804 22.5337447)",,
7973259340,7973259339,0,779229116,False,,,unclassified,True,9.085,"LINESTRING (114.021072 22.5332932, 114.0210557 22.5333735)",,
7973259340,7276028445,0,779229116,False,,,unclassified,False,106.595,"LINESTRING (114.021072 22.5332932, 114.0212416 22.5324573, 114.0212609 22.5323506)",,
7973259340,7973259344,0,854919708,True,,泰然八路,tertiary,False,164.037,"LINESTRING (114.021072 22.5332932, 114.0224409 22.533524, 114.0226426 22.533561)",4,
7973259341,7973259342,0,636701234,False,,泰然七路,tertiary,False,11.319,"LINESTRING (114.0223674 22.5349421, 114.0223874 22.534842)",2,
7973259341,7973259261,0,636701234,False,,泰然七路,tertiary,True,67.441,"LINESTRING (114.0223674 22.5349421, 114.0223463 22.5350483, 114.0222486 22.5355386)",2,
7973259342,7973259214,0,393889379,True,,泰然六路,tertiary,False,150.427,"LINESTRING (114.0223874 22.534842, 114.0238266 22.5350931)",,
7973259342,7973259341,0,636701234,False,,泰然七路,tertiary,True,11.319,"LINESTRING (114.0223874 22.534842, 114.0223674 22.5349421)",2,
7973259342,7973259343,0,636701234,False,,泰然七路,tertiary,False,135.843,"LINESTRING (114.0223874 22.534842, 114.0224068 22.5347445, 114.0226015 22.5337667, 114.0226267 22.5336405)",2,
7973259343,7973259344,0,636701234,False,,泰然七路,tertiary,False,8.99,"LINESTRING (114.0226267 22.5336405, 114.0226426 22.533561)",2,
7973259343,7973259342,0,636701234,False,,泰然七路,tertiary,True,135.843,"LINESTRING (114.0226267 22.5336405, 114.0226015 22.5337667, 114.0224068 22.5347445, 114.0223874 22.534842)",2,
7973259343,7973259339,0,854919707,True,,泰然八路,tertiary,False,164.06199999999998,"LINESTRING (114.0226267 22.5336405, 114.0224068 22.5336056, 114.0210557 22.5333735)",4,
7973259344,7973259343,0,636701234,False,,泰然七路,tertiary,True,8.99,"LINESTRING (114.0226426 22.533561, 114.0226267 22.5336405)",2,
7973259344,7973259343,1,"[854919707, 854919708, 854919716]",True,,泰然八路,"['tertiary_link', 'tertiary']",False,255.98,"LINESTRING (114.0226426 22.533561, 114.0228714 22.5336029, 114.0238379 22.5337711, 114.023825 22.5338258, 114.022855 22.5336767, 114.0226267 22.5336405)",4,
7973259344,498867885,0,636701234,False,,泰然七路,tertiary,False,146.172,"LINESTRING (114.0226426 22.533561, 114.0226649 22.5334492, 114.0227231 22.533158, 114.02273 22.5331109, 114.0227336 22.5330563, 114.0227345 22.5330032, 114.0227331 22.5329472, 114.0227296 22.5328912, 114.0227205 22.5328232, 114.022706 22.5327568, 114.0225755 22.5323894, 114.022539 22.5322801)",2,
8020077971,9833488218,0,837565287,True,,深南大道辅路,secondary,False,280.105,"LINESTRING (114.0216185 22.5389283, 114.0227788 22.5391173, 114.0228268 22.5391251, 114.0243043 22.5393664)",2,
8020077971,7973114657,0,894896406,True,,深南大道辅路,tertiary,False,329.35,"LINESTRING (114.0216185 22.5389283, 114.0216511 22.5389302, 114.021682 22.5389298, 114.0217169 22.5389274, 114.0217576 22.5389232, 114.0218244 22.5389105, 114.0218982 22.5388913, 114.021964 22.5388689, 114.0220366 22.5388487, 114.0221139 22.538837, 114.0221969 22.5388327, 114.0222834 22.538837, 114.0223699 22.5388466, 114.0227391 22.5389131, 114.0229183 22.5389451, 114.0241382 22.5392129, 114.0247195 22.5394342)",3,
8184413567,498867924,0,"[40953708, 40953702]",True,,车公庙立交,trunk_link,False,344.21900000000005,"LINESTRING (114.0238686 22.5319161, 114.0235985 22.5319773, 114.0232827 22.5320425, 114.0229239 22.5321078, 114.0226023 22.5321569, 114.0222239 22.5322061, 114.0216879 22.5322559, 114.0214301 22.5322629, 114.0212169 22.532254, 114.0205577 22.5321667)",1,yes
8184413602,8711330058,0,"[40955120, 940632562, 940632563]",True,,香蜜湖路,"['primary', 'primary_link']",False,649.384,"LINESTRING (114.0283913 22.5307697, 114.0278964 22.5308938, 114.0277841 22.530922, 114.0265975 22.5312253, 114.0265218 22.5312499, 114.0264469 22.5312789, 114.0263745 22.5313123, 114.0263103 22.5313479, 114.0262379 22.531391, 114.0261644 22.5314385, 114.0260837 22.5314957, 114.0260217 22.5315454, 114.0259597 22.5316017, 114.025888 22.5316727, 114.0258218 22.5317445, 114.0257522 22.531828, 114.0256961 22.5319016, 114.025639 22.5319817, 114.0255827 22.5320698, 114.0255218 22.5321732, 114.0254688 22.5322721, 114.0254183 22.5323732, 114.0253706 22.5324801, 114.0253219 22.5326066, 114.0252735 22.5327322, 114.025233 22.5328559, 114.0251939 22.5329776, 114.0251486 22.5331362, 114.0247081 22.5347747)","['3', '2']",yes
8711330062,3969348270,0,"[638856657, 412445341]",True,,车公庙立交,trunk_link,False,604.048,"LINESTRING (114.0249674 22.5325713, 114.0249617 22.532426, 114.024962 22.5323128, 114.024964 22.5322099, 114.0249772 22.5320763, 114.0249946 22.5319677, 114.0250241 22.5318575, 114.0250554 22.5317691, 114.0251053 22.5316637, 114.0251625 22.5315646, 114.0252274 22.5314662, 114.0253032 22.5313761, 114.0253752 22.5313049, 114.0254528 22.5312368, 114.0255371 22.5311724, 114.0256241 22.5311148, 114.0257337 22.531057, 114.025855 22.5310064, 114.0259784 22.5309625, 114.0261161 22.5309215, 114.0284633 22.5303423, 114.0286373 22.530306, 114.028842 22.5302665, 114.0290154 22.5302348, 114.02922 22.530196, 114.0293506 22.530176, 114.029458 22.5301615, 114.0295559 22.530148)",,yes
8711330062,8184413567,0,879817597,True,,车公庙立交,trunk_link,False,148.9,"LINESTRING (114.0249674 22.5325713, 114.024945 22.5324993, 114.0249129 22.532422, 114.0248623 22.5323282, 114.0248159 22.5322527, 114.0247559 22.5321755, 114.0246929 22.5321126, 114.0246303 22.5320646, 114.0245605 22.5320213, 114.0244808 22.5319868, 114.024389 22.5319557, 114.0242785 22.5319337, 114.0241312 22.531914, 114.0240107 22.5319105, 114.0238686 22.5319161)",1,yes
8869144268,2529179605,0,958548490,True,,香蜜湖路,primary,False,65.07300000000001,"LINESTRING (114.0253172 22.5327769, 114.025308 22.5329673, 114.0252995 22.5330851, 114.0252907 22.5331949, 114.0252736 22.5333606)",3,
8869144268,8711330058,0,"[854903611, 996188229]",True,,香蜜湖路,primary,False,231.38000000000002,"LINESTRING (114.0253172 22.5327769, 114.025309 22.5328291, 114.0252975 22.5328764, 114.0252217 22.5331493, 114.0250301 22.5338653, 114.0248874 22.5343695, 114.0248565 22.5344653, 114.0248176 22.5345699, 114.0247753 22.5346601, 114.0247081 22.5347747)","['3', '2']",yes
8869144275,8869144276,0,393889379,True,,泰然六路,tertiary,False,12.492,"LINESTRING (114.0246312 22.5352367, 114.0247506 22.5352581)",,
8869144275,10031023950,0,135906440,True,,泰然六路,tertiary,False,42.557,"LINESTRING (114.0246312 22.5352367, 114.0245943 22.5352765, 114.0245346 22.5353031, 114.0244689 22.5353049, 114.0242477 22.5352639)",,
8869144276,10031023946,0,40955126,True,,香蜜湖路,primary,False,31.174,"LINESTRING (114.0247506 22.5352581, 114.0246762 22.5355299)",4,
8869144290,8869144276,0,40955126,True,,香蜜湖路,primary,False,75.527,"LINESTRING (114.0249309 22.5345996, 114.0247691 22.5351904, 114.0247506 22.5352581)",4,
8869144290,8869144275,0,958548489,True,,香蜜湖路,primary,False,78.805,"LINESTRING (114.0249309 22.5345996, 114.0248172 22.534717, 114.0247676 22.5347876, 114.0247381 22.5348533, 114.0246513 22.5351635, 114.0246312 22.5352367)",2,
8869144302,6020564634,0,638856658,True,,车公庙立交,primary_link,False,124.038,"LINESTRING (114.0247207 22.5334182, 114.0247238 22.5332787, 114.0247332 22.5331697, 114.0247493 22.5330532, 114.0247711 22.5329468, 114.0248413 22.5326739, 114.0248532 22.5325824, 114.0248512 22.5324827, 114.0248301 22.5323953, 114.0247972 22.5323224)",,
8869144302,7902654987,0,879817599,True,,香蜜湖路,primary,False,70.37,"LINESTRING (114.0247207 22.5334182, 114.024768 22.533246, 114.0248189 22.533116, 114.0248825 22.5330086, 114.0250012 22.5328479)",,
9671934765,7719526814,0,842389617,True,,,primary_link,False,86.766,"LINESTRING (114.0255845 22.5313589, 114.0248562 22.5317543)",,
9671934765,498867924,0,25423077,True,S550,滨河大道,trunk,False,526.504,"LINESTRING (114.0255845 22.5313589, 114.0232766 22.531916, 114.0226528 22.5320325, 114.0220856 22.5321156, 114.0216091 22.532157, 114.0211998 22.5321668, 114.0205577 22.5321667)",,
9706857112,7965696352,0,282866327,False,,,residential,True,223.58599999999998,"LINESTRING (114.0351308 22.5310065, 114.0353619 22.5310979, 114.0354231 22.5311183, 114.035472 22.5311217, 114.0355282 22.5311205, 114.0355881 22.5311047, 114.035648 22.5310979, 114.035708 22.5310878, 114.0357654 22.5310912, 114.0358266 22.5311013, 114.0359564 22.5311517, 114.0363943 22.5312659, 114.0365411 22.5312582, 114.0369592 22.5314113, 114.0370091 22.5311763)",,
9730051941,9730051942,0,1058921765,True,,,trunk_link,False,135.189,"LINESTRING (114.0367848 22.5306267, 114.03547 22.5306836)",,
9730051941,1491845135,0,25423077,True,S550,滨河大道,trunk,False,474.546,"LINESTRING (114.0367848 22.5306267, 114.0344905 22.5303667, 114.033452 22.5302716, 114.0327825 22.5302399, 114.0321877 22.5302326)",,
9730051942,1491845160,0,135913061,True,,滨河大道辅路,primary,False,415.84200000000004,"LINESTRING (114.03547 22.5306836, 114.0349845 22.5306321, 114.0342064 22.530553, 114.0334283 22.5304759, 114.0328786 22.5304396, 114.0324754 22.5304224, 114.0320614 22.5304155, 114.0317491 22.530421, 114.0314357 22.5304299)",1,
9769468009,9769468017,0,40955126,True,,香蜜湖路,primary,False,57.54899999999999,"LINESTRING (114.0251778 22.5337054, 114.0251414 22.5338364, 114.0251085 22.5339547, 114.0250899 22.5340215, 114.0250459 22.5341798, 114.0250385 22.5342067)",4,
9769468009,7973114756,0,"[245794161, 1063576687]",True,,,primary_link,False,86.876,"LINESTRING (114.0251778 22.5337054, 114.0251715 22.5337998, 114.0251663 22.5338369, 114.0251693 22.5338815, 114.0251744 22.5339096, 114.0251937 22.5339424, 114.0252152 22.5339651, 114.0252212 22.5339695, 114.0252316 22.5339774, 114.0252745 22.5339939, 114.0255061 22.5340288, 114.0257496 22.5340742)",,
9769468017,8869144290,0,40955126,True,,香蜜湖路,primary,False,45.065,"LINESTRING (114.0250385 22.5342067, 114.0249309 22.5345996)",4,
9833488218,7973114657,0,837565287,True,,深南大道辅路,secondary,False,43.303,"LINESTRING (114.0243043 22.5393664, 114.0247195 22.5394342)",2,
10031023929,8869144302,0,879817599,True,,香蜜湖路,primary,False,154.034,"LINESTRING (114.0243752 22.5347662, 114.0247207 22.5334182)",,
10031023946,7973114797,0,40955126,True,,香蜜湖路,primary,False,151.194,"LINESTRING (114.0246762 22.5355299, 114.0243152 22.5368481)",4,
10031023950,10031023951,0,879817599,True,,香蜜湖路,primary,False,10.478,"LINESTRING (114.0242477 22.5352639, 114.0242712 22.5351722)",,
10031023950,3969348321,0,135906440,True,,泰然六路,tertiary,False,33.175,"LINESTRING (114.0242477 22.5352639, 114.0241712 22.5352497, 114.0241138 22.5352391, 114.023931 22.5352052)",,
10031023951,8869144275,0,393889379,True,,泰然六路,tertiary,False,37.663,"LINESTRING (114.0242712 22.5351722, 114.0246312 22.5352367)",,
10031023951,10031023929,0,879817599,True,,香蜜湖路,primary,False,46.392,"LINESTRING (114.0242712 22.5351722, 114.0243752 22.5347662)",,
10031023953,3969348321,0,393889362,True,,,tertiary_link,False,47.94,"LINESTRING (114.0241809 22.5355248, 114.0241789 22.5354425, 114.0241624 22.5353794, 114.024125 22.5353207, 114.0240719 22.5352716, 114.0240094 22.5352371, 114.023931 22.5352052)",,
10031023953,10031023950,0,879817599,True,,香蜜湖路,primary,False,29.81,"LINESTRING (114.0241809 22.5355248, 114.0242384 22.5353004, 114.0242477 22.5352639)",,
