u,v,key,osmid,oneway,ref,name,highway,reversed,length,geometry,bridge,lanes,maxspeed
1992906484,2880459814,0,"[188664792, 996207965]",False,,,residential,False,220.601,"LINESTRING (114.0822319 22.5329321, 114.0821179 22.5329026, 114.0812094 22.532668, 114.0806532 22.5325093, 114.0802221 22.5322681)",,,
1992906508,1992906484,0,188664794,False,,,residential,False,58.189,"LINESTRING (114.0823643 22.5324233, 114.08234 22.5325098, 114.0822319 22.5329321)",,,
2474730078,528737844,0,996207964,True,,滨河大道辅路,primary,False,38.072,"LINESTRING (114.0895097 22.5379771, 114.0891469 22.5379068)",,,
2657830322,8230674921,0,314324653,True,,滨河大道辅路,primary,False,651.2170000000001,"LINESTRING (114.0889999 22.5374109, 114.0907499 22.5377819, 114.0908871 22.5378106, 114.0909794 22.5378277, 114.0910505 22.5378383, 114.0912863 22.5378593, 114.0915496 22.537876, 114.0916704 22.53788, 114.0918252 22.5378815, 114.0935228 22.5378536, 114.0946508 22.5378551, 114.0950195 22.5378545, 114.0952867 22.5378633)",,2,
2789249146,2789249156,0,274153391,False,,,residential,True,174.695,"LINESTRING (114.0866804 22.5356395, 114.0866434 22.5372102)",,,
2789249156,2789249146,0,274153391,False,,,residential,False,174.695,"LINESTRING (114.0866434 22.5372102, 114.0866804 22.5356395)",,,
2789249156,528737484,0,1054407531,True,,滨河大道辅路,primary,False,18.111,"LINESTRING (114.0866434 22.5372102, 114.0868191 22.5371963)",,2,
2880459689,2880459814,0,284305909,False,,,residential,False,29.438,"LINESTRING (114.0800305 22.532465, 114.0802221 22.5322681)",,,
2880459689,2880459813,0,284305578,False,,,residential,False,237.874,"LINESTRING (114.0800305 22.532465, 114.0815296 22.5337497, 114.081674 22.5338233, 114.0816819 22.5339211)",,,
2880459700,2880459813,0,284305910,False,,赤尾一街,residential,True,35.511,"LINESTRING (114.0813365 22.5339067, 114.0816819 22.5339211)",,,
2880459700,2880459803,0,284305910,False,,赤尾一街,residential,False,123.42699999999999,"LINESTRING (114.0813365 22.5339067, 114.0810357 22.5339472, 114.0808912 22.533976, 114.0802066 22.5342588)",,,
2880459803,8025306506,0,861052681,False,,,living_street,True,20.6,"LINESTRING (114.0802066 22.5342588, 114.0802853 22.5344292)",,,
2880459803,2880459700,0,284305910,False,,赤尾一街,residential,True,123.42699999999999,"LINESTRING (114.0802066 22.5342588, 114.0808912 22.533976, 114.0810357 22.5339472, 114.0813365 22.5339067)",,,
2880459807,2880459813,0,284305910,False,,赤尾一街,residential,False,41.785,"LINESTRING (114.0820883 22.5339386, 114.0816819 22.5339211)",,,
2880459807,1992906484,0,"[996207944, 41724978]",True,,华强南路,secondary,False,113.132,"LINESTRING (114.0820883 22.5339386, 114.0821295 22.5335456, 114.0821713 22.5331468, 114.0821831 22.5330985, 114.0822319 22.5329321)",,,
2880459813,2880459700,0,284305910,False,,赤尾一街,residential,False,35.511,"LINESTRING (114.0816819 22.5339211, 114.0813365 22.5339067)",,,
2880459813,2880459807,0,284305910,False,,赤尾一街,residential,True,41.785,"LINESTRING (114.0816819 22.5339211, 114.0820883 22.5339386)",,,
2880459813,2880459689,0,284305578,False,,,residential,True,237.874,"LINESTRING (114.0816819 22.5339211, 114.081674 22.5338233, 114.0815296 22.5337497, 114.0800305 22.532465)",,,
2880459814,2880459689,0,284305909,False,,,residential,True,29.438,"LINESTRING (114.0802221 22.5322681, 114.0800305 22.532465)",,,
2880459814,1992906484,0,"[188664792, 996207965]",False,,,residential,True,220.601,"LINESTRING (114.0802221 22.5322681, 114.0806532 22.5325093, 114.0812094 22.532668, 114.0821179 22.5329026, 114.0822319 22.5329321)",,,
3082204984,6052448212,0,25530042,True,,,primary_link,False,97.68200000000002,"LINESTRING (114.0818703 22.539128, 114.0818579 22.5395791, 114.0818492 22.5396583, 114.0817908 22.539902, 114.0817566 22.5399948)",,,
3082204984,3082205032,0,303794326,False,,,residential,False,81.243,"LINESTRING (114.0818703 22.539128, 114.0819452 22.5391297, 114.0826612 22.5391426)",,,
3082204994,3082207449,0,303794317,False,,,residential,False,129.935,"LINESTRING (114.0842404 22.5381669, 114.0829753 22.5381558)",,,
3082204994,1699066607,0,157650278,False,,华发南路,secondary,True,62.536,"LINESTRING (114.0842404 22.5381669, 114.0842417 22.5381289, 114.0842601 22.5376048)",,,
3082205005,3082205032,0,303794326,False,,,residential,True,30.872,"LINESTRING (114.0829618 22.5391439, 114.0826612 22.5391426)",,,
