u,v,key,osmid,oneway,highway,reversed,length,ref,name,geometry,bridge,lanes,maxspeed
5091912840,5091912839,0,522921536,False,tertiary,True,260.877,,东晓路,"LINESTRING (114.1316136 22.5747611, 114.1322323 22.5770366)",,,
5091912840,2883507425,0,219498390,False,tertiary,True,150.67399999999998,,太安路,"LINESTRING (114.1316136 22.5747611, 114.1314996 22.5747855, 114.130153 22.5748797)",,,
5091912841,6080077174,0,522921536,False,tertiary,False,9.655,,东晓路,"LINESTRING (114.1308804 22.57212, 114.130857 22.5720359)",,,
5091912841,5091912840,0,522921536,False,tertiary,True,303.173,,东晓路,"LINESTRING (114.1308804 22.57212, 114.1316136 22.5747611)",,,
5091912841,2883504195,0,219498389,True,secondary,False,120.03399999999999,,太宁路,"LINESTRING (114.1308804 22.57212, 114.1307784 22.5721232, 114.1305684 22.5721033, 114.1302458 22.5720286, 114.1297536 22.5718645)",,2,
5240881403,2883507498,0,542054987,False,residential,True,75.516,,东乐路,"LINESTRING (114.1356126 22.5757227, 114.1353358 22.5750935)",,,
5240881409,6723372004,0,184030477,True,trunk_link,False,85.381,,,"LINESTRING (114.1397398 22.5767091, 114.1397997 22.5769778, 114.1398962 22.5774632)",,,
5240881931,6417689943,0,972309930,True,trunk,False,194.99,G107;S360,爱国路,"LINESTRING (114.1384914 22.5743692, 114.1378974 22.5727036)",,,
5240881935,2920173170,0,"[972309929, 542049642, 972309902, 972309903]",True,"['trunk', 'primary_link']",False,140.001,G107,布心路辅路,"LINESTRING (114.1389445 22.575768, 114.1388518 22.575624, 114.1387733 22.5755379, 114.1386622 22.5754692, 114.1385288 22.5754369, 114.1383758 22.5754985, 114.1380413 22.5756177, 114.1377943 22.5757015)",,,
5240881935,9014078458,0,558274281,True,primary,False,107.101,S360,沙湾路,"LINESTRING (114.1389445 22.575768, 114.1388309 22.5754181, 114.1388114 22.575358, 114.1387428 22.5751469, 114.1387222 22.5750833, 114.1386449 22.5748454)",,,
5240881950,6417689942,0,593587500,True,trunk_link,False,239.301,,,"LINESTRING (114.1390402 22.5757978, 114.1388543 22.5751978, 114.1387834 22.5749721, 114.1386683 22.5745723, 114.138616 22.5743387, 114.1385682 22.5741481, 114.1384291 22.5737219)",yes,,
5240881950,7281496997,0,"[779794474, 684940100]",True,trunk_link,False,377.925,,,"LINESTRING (114.1390402 22.5757978, 114.13886 22.5755812, 114.138804 22.57551, 114.1387422 22.5754532, 114.1386736 22.5754056, 114.1386094 22.575368, 114.1385334 22.5753332, 114.138456 22.5753084, 114.1383718 22.5752946, 114.1382869 22.5752922, 114.138194 22.5752972, 114.1381118 22.5753146, 114.1380265 22.575342, 114.137942 22.5753786, 114.1378604 22.5754242, 114.1377937 22.5754672, 114.1374567 22.5757158, 114.1373515 22.5757843, 114.1372435 22.5758429, 114.1371358 22.5758914, 114.1369979 22.5759425, 114.1368572 22.5759878, 114.1366952 22.5760361, 114.1364372 22.5761107, 114.1362006 22.5761715, 114.1360392 22.5762043, 114.1358303 22.5762348)",yes,,
5240881952,5240881950,0,542049645,True,trunk,False,200.163,,丹平快速路,"LINESTRING (114.1397371 22.5774784, 114.1396409 22.5772639, 114.1395812 22.57712, 114.1392646 22.5763943, 114.1390402 22.5757978)",yes,,
5240881952,5383239517,0,729274698,True,trunk_link,False,78.706,,,"LINESTRING (114.1397371 22.5774784, 114.1395875 22.5772729, 114.1393089 22.5768913)",,3,
5240923058,8549666310,0,542049630,False,residential,False,7.13,,知心路,"LINESTRING (114.1364865 22.5799155, 114.1364417 22.5799645)",,,
5383239517,6723372014,0,542049646,True,primary,False,43.683,S360,沙湾路,"LINESTRING (114.1393089 22.5768913, 114.1391632 22.5765222)",,,
5383239520,1145385244,0,558274283,True,primary,False,140.79500000000002,,布心路辅路,"LINESTRING (114.1318775 22.5776616, 114.1312614 22.5778476, 114.1305639 22.5780237)",,,
5383239520,8703615215,0,558274286,True,trunk,False,176.692,G107,布心路,"LINESTRING (114.1318775 22.5776616, 114.131425 22.5777326, 114.1309748 22.5778033, 114.1308134 22.5778212, 114.1306761 22.5778305, 114.1305727 22.5778323, 114.1304254 22.5778304, 114.1301726 22.5778049)",,,
6080077174,5091912841,0,522921536,False,tertiary,True,9.655,,东晓路,"LINESTRING (114.130857 22.5720359, 114.1308804 22.57212)",,,
6080077174,2883507430,0,284628367,True,secondary,False,275.81800000000004,,太宁路,"LINESTRING (114.130857 22.5720359, 114.1310037 22.5720312, 114.1311988 22.5720066, 114.1315114 22.5719551, 114.1320306 22.5718372, 114.1324978 22.5716949, 114.1328458 22.5715509, 114.1331121 22.5714261, 114.1333896 22.5712819)",,,
6080171669,2920173609,0,288456409,False,tertiary,False,82.43900000000001,,东乐路,"LINESTRING (114.1357839 22.5772577, 114.1357586 22.5765564, 114.1357578 22.5765167)",,2,
6080171669,8549666300,0,288456409,False,tertiary,True,239.772,,东乐路,"LINESTRING (114.1357839 22.5772577, 114.1358293 22.5786797, 114.1358481 22.579267, 114.1358491 22.5792973, 114.1358476 22.579331, 114.1358435 22.5793638, 114.1358334 22.579412)",,2,
6080171669,6080171676,0,647431553,False,residential,False,183.92700000000002,,,"LINESTRING (114.1357839 22.5772577, 114.1357038 22.5772915, 114.1352661 22.5773705, 114.1350384 22.5774343, 114.1346603 22.5775169, 114.1340342 22.5775882)",,,
6080171669,4472714283,0,647431553,False,residential,True,173.981,,,"LINESTRING (114.1357839 22.5772577, 114.135852 22.5772351, 114.136506 22.5770214, 114.1373761 22.5767224)",,,
6080171676,6080171669,0,647431553,False,residential,True,183.92700000000002,,,"LINESTRING (114.1340342 22.5775882, 114.1346603 22.5775169, 114.1350384 22.5774343, 114.1352661 22.5773705, 114.1357038 22.5772915, 114.1357839 22.5772577)",,,
6080270310,2286514646,0,219501177,True,primary_link,False,31.18,,,"LINESTRING (114.1228324 22.5772036, 114.1228347 22.57718, 114.1228339 22.5771567, 114.1228296 22.577137, 114.122822 22.5771175, 114.1228115 22.577097, 114.1227995 22.5770783, 114.1227834 22.5770592, 114.1227645 22.5770437, 114.1227441 22.577031, 114.1227226 22.5770215, 114.1226972 22.5770139, 114.1226644 22.5770062)",,,
6080270310,6376461340,0,724865210,True,tertiary,False,31.503000000000004,,,"LINESTRING (114.1228324 22.5772036, 114.1228402 22.5771874, 114.1228503 22.5771737, 114.1228646 22.5771634, 114.1228811 22.577157, 114.1229019 22.5771519, 114.1229269 22.5771503, 114.122948 22.5771519, 114.1229678 22.5771566, 114.1229874 22.5771648, 114.1230055 22.5771776, 114.1230171 22.5771936, 114.123024 22.5772117, 114.1230263 22.577226, 114.1230263 22.5772438, 114.1230244 22.5772664)",,,
6080309364,7001116411,0,558274283,True,primary,False,304.359,,布心路辅路,"LINESTRING (114.1285766 22.5778293, 114.1272679 22.5776426, 114.1269558 22.5774543, 114.1265021 22.5773966, 114.1261256 22.5774774, 114.1257079 22.577417)",,,
6080309364,8549666329,0,647449703,False,residential,False,198.23499999999999,,,"LINESTRING (114.1285766 22.5778293, 114.1285717 22.5779701, 114.1285443 22.5796118)",,,
6155047730,2286555682,0,219498390,False,tertiary,False,72.534,,太安路,"LINESTRING (114.1252792 22.5727968, 114.1258108 22.5732264)",,,
6155047730,2286555682,1,657148373,False,residential,False,149.641,,,"LINESTRING (114.1252792 22.5727968, 114.125064 22.5731421, 114.1255513 22.5735063, 114.1258108 22.5732264)",,,
6155047730,9199686589,0,219498390,False,tertiary,True,95.731,,太安路,"LINESTRING (114.1252792 22.5727968, 114.1246591 22.5724351, 114.1244856 22.5723453)",,,
6376461340,8549666135,0,272400307,True,primary_link,False,136.456,,,"LINESTRING (114.1230244 22.5772664, 114.122876 22.5784859)",,,
6376505175,5091912839,0,542049641,True,trunk,False,433.841,G107,布心路辅路,"LINESTRING (114.1281009 22.5771467, 114.1293732 22.5773588, 114.129587 22.5773945, 114.1297548 22.5774213, 114.1298917 22.5774392, 114.1299947 22.5774505, 114.1300839 22.5774583, 114.1301843 22.5774633, 114.1304554 22.5774667, 114.1305486 22.5774614, 114.1306399 22.5774534, 114.1307313 22.5774422, 114.1308147 22.5774273, 114.1309025 22.5774072, 114.1309944 22.5773835, 114.1322323 22.5770366)",,,
6376505176,8703615125,0,693874514,True,trunk,False,267.699,,布心路,"LINESTRING (114.1269908 22.5772072, 114.1295636 22.5775975)",,,
6376505176,6376505175,0,1062586906,True,trunk,False,114.176,G107,布心路辅路,"LINESTRING (114.1269908 22.5772072, 114.1281009 22.5771467)",,,
6376505177,6376505176,0,246374370,True,trunk,False,209.052,G107,布心路,"LINESTRING (114.1249799 22.5769124, 114.1269908 22.5772072)",,,
6376505178,2286555715,0,219493671,True,primary,False,277.31,,布心路辅路,"LINESTRING (114.1240011 22.576523, 114.1266691 22.576911)",,,
6376505178,6376505177,0,680959817,True,trunk_link,False,109.428,,,"LINESTRING (114.1240011 22.576523, 114.1249799 22.5769124)",,,
6376505179,2773398741,0,558274283,True,primary,False,51.655,,布心路辅路,"LINESTRING (114.1237923 22.57714, 114.1232947 22.5770715)",,,
6417689942,588493908,0,684940102,True,trunk_link,False,334.209,,,"LINESTRING (114.1384291 22.5737219, 114.1382067 22.5731296, 114.1381302 22.5729457, 114.1380618 22.5727286, 114.1380098 22.5725103, 114.1379672 22.5722645, 114.1379006 22.5716581, 114.1378874 22.5714969, 114.1378711 22.5713073, 114.1378192 22.5707877)",yes,,
6417689942,6417689943,0,"[939606666, 939606667, 684940101]",True,trunk_link,False,126.30199999999999,,,"LINESTRING (114.1384291 22.5737219, 114.1383064 22.5735695, 114.1382266 22.5734298, 114.1380399 22.5729882, 114.1379914 22.5728726, 114.1378974 22.5727036)",yes,,
6417689943,2921637379,0,972309930,True,trunk,False,140.86,G107;S360,爱国路,"LINESTRING (114.1378974 22.5727036, 114.1375745 22.5720058, 114.1375399 22.5718992, 114.1375066 22.5717723, 114.1374849 22.5716464, 114.137472 22.5715083)",,,
6514994933,6723372004,0,"[729274700, 939606671]",True,trunk,False,168.173,,丹平快速路,"LINESTRING (114.1393105 22.5760508, 114.1396816 22.5769518, 114.1398962 22.5774632)",,,
6723372014,5240881935,0,542049646,True,primary,False,86.818,S360,沙湾路,"LINESTRING (114.1391632 22.5765222, 114.1389445 22.575768)",,,
6723372014,4472714124,0,715368977,False,residential,False,300.06,,祝福路,"LINESTRING (114.1391632 22.5765222, 114.1390819 22.5765672, 114.1390527 22.5766007, 114.1390375 22.5766353, 114.1390367 22.5766671, 114.1390441 22.5766993, 114.1392418 22.5771938, 114.1391843 22.5772862, 114.1373171 22.5779063)",,,
6798108283,2286514643,0,219501178,True,tertiary,False,50.399,,翠竹路辅路,"LINESTRING (114.1233561 22.5761102, 114.1233265 22.5762097, 114.1233359 22.5763088, 114.1233704 22.5763899, 114.1235304 22.5764598)",,,
6798108283,8549666482,0,724865209,True,tertiary,False,44.532000000000004,,,"LINESTRING (114.1233561 22.5761102, 114.1233075 22.5761856, 114.1232701 22.5762201, 114.1231306 22.5762384, 114.1230985 22.5762292, 114.1230792 22.5762194, 114.1230627 22.5762074, 114.1230544 22.5761993, 114.1230478 22.5761887, 114.1230435 22.5761756, 114.1230422 22.5761634, 114.1230431 22.5761497)",,,
6798161727,6798161730,0,389312264,False,residential,True,112.532,,,"LINESTRING (114.1246657 22.5707268, 114.124786 22.5702853, 114.1248014 22.570217, 114.1247706 22.5701743, 114.1243188 22.5700487)",,,
6798161727,8218242186,0,724860392,False,residential,False,11.521,,,"LINESTRING (114.1246657 22.5707268, 114.124729 22.5707416, 114.1247741 22.5707535)",,,
6798161727,6798161733,0,724860392,False,residential,True,116.745,,,"LINESTRING (114.1246657 22.5707268, 114.1241933 22.5706165, 114.1241492 22.5705349, 114.1236221 22.5703868)",,,
6798161730,6798161727,0,389312264,False,residential,False,112.532,,,"LINESTRING (114.1243188 22.5700487, 114.1247706 22.5701743, 114.1248014 22.570217, 114.124786 22.5702853, 114.1246657 22.5707268)",,,
6798161730,6798161733,0,389312264,False,residential,True,114.344,,,"LINESTRING (114.1243188 22.5700487, 114.1237806 22.569899, 114.1236221 22.5703868)",,,
6798161733,6798161730,0,389312264,False,residential,False,114.344,,,"LINESTRING (114.1236221 22.5703868, 114.1237806 22.569899, 114.1243188 22.5700487)",,,
6798161733,6798161738,0,389312264,False,residential,True,250.744,,,"LINESTRING (114.1236221 22.5703868, 114.123607 22.5704333, 114.1235016 22.5707592, 114.1232604 22.5716671, 114.1239418 22.5718074, 114.1239087 22.5719731, 114.1238855 22.5720895)",,,
6798161733,6798161727,0,724860392,False,residential,False,116.745,,,"LINESTRING (114.1236221 22.5703868, 114.1241492 22.5705349, 114.1241933 22.5706165, 114.1246657 22.5707268)",,,
6798161734,3924653943,0,389312263,False,residential,True,19.38,,,"LINESTRING (114.1230721 22.5706582, 114.1228945 22.5705992)",,,
6798161734,6798161740,0,389312263,False,residential,False,173.824,,,"LINESTRING (114.1230721 22.5706582, 114.1234554 22.5707592, 114.1231772 22.5717554, 114.1231322 22.5719165)",,,
6798161734,3924653949,0,389312265,False,residential,True,66.322,,,"LINESTRING (114.1230721 22.5706582, 114.1232034 22.5702541, 114.1230216 22.5702063)",,,
6798161738,6798161771,0,99003706,False,tertiary,True,45.975,,水贝一路,"LINESTRING (114.1238855 22.5720895, 114.1234509 22.57199)",,,
6798161738,8218242177,0,99003706,False,tertiary,False,60.187,,水贝一路,"LINESTRING (114.1238855 22.5720895, 114.1242736 22.5722472, 114.1244191 22.5723133)",,,
6798161738,6798161733,0,389312264,False,residential,False,250.744,,,"LINESTRING (114.1238855 22.5720895, 114.1239087 22.5719731, 114.1239418 22.5718074, 114.1232604 22.5716671, 114.1235016 22.5707592, 114.123607 22.5704333, 114.1236221 22.5703868)",,,
6798161740,2286486789,0,99003706,False,tertiary,True,108.421,,水贝一路,"LINESTRING (114.1231322 22.5719165, 114.1221117 22.571666)",,,
6798161740,6798161770,0,99003706,False,tertiary,False,28.972,,水贝一路,"LINESTRING (114.1231322 22.5719165, 114.123171 22.571926, 114.1234059 22.5719798)",,,
6798161740,6798161734,0,389312263,False,residential,True,173.824,,,"LINESTRING (114.1231322 22.5719165, 114.1231772 22.5717554, 114.1234554 22.5707592, 114.1230721 22.5706582)",,,
6798161766,2286486789,0,724860404,False,tertiary,False,100.608,,贝丽北路,"LINESTRING (114.1219702 22.5725613, 114.1221117 22.571666)",,,
6798161766,6798161778,0,724860404,False,tertiary,True,11.35,,贝丽北路,"LINESTRING (114.1219702 22.5725613, 114.1219542 22.5726623)",,,
6798161766,6798161770,0,724860398,True,unclassified,False,201.457,,,"LINESTRING (114.1219702 22.5725613, 114.1227688 22.5725774, 114.1232372 22.5725869, 114.1232725 22.5725706, 114.1232973 22.5725216, 114.1233305 22.5723558, 114.1234059 22.5719798)",,,
6798161770,6798161771,0,99003706,False,tertiary,False,4.758,,水贝一路,"LINESTRING (114.1234059 22.5719798, 114.1234509 22.57199)",,,
6798161770,6798161740,0,99003706,False,tertiary,True,28.972,,水贝一路,"LINESTRING (114.1234059 22.5719798, 114.123171 22.571926, 114.1231322 22.5719165)",,,
6798161771,6798161738,0,99003706,False,tertiary,False,45.975,,水贝一路,"LINESTRING (114.1234509 22.57199, 114.1238855 22.5720895)",,,
6798161771,6798161770,0,99003706,False,tertiary,True,4.758,,水贝一路,"LINESTRING (114.1234509 22.57199, 114.1234059 22.5719798)",,,
6798161771,6798161782,0,724860399,False,unclassified,False,44.959,,,"LINESTRING (114.1234509 22.57199, 114.1234405 22.5720349, 114.1233642 22.5723626, 114.1233589 22.5723853)",,,
6798161773,6798161774,0,724860399,False,unclassified,False,34.537,,,"LINESTRING (114.1231876 22.5731262, 114.1228514 22.5731164)",,,
6798161773,6798161780,0,724860399,False,unclassified,True,40.838,,,"LINESTRING (114.1231876 22.5731262, 114.12327 22.5727669)",,,
6798161773,6798209369,0,724865226,False,unclassified,False,19.662,,,"LINESTRING (114.1231876 22.5731262, 114.1233738 22.5731675)",,,
6798161774,6798161775,0,724860399,False,unclassified,False,76.7,,,"LINESTRING (114.1228514 22.5731164, 114.1221046 22.5731)",,,
6798161774,6798161773,0,724860399,False,unclassified,True,34.537,,,"LINESTRING (114.1228514 22.5731164, 114.1231876 22.5731262)",,,
6798161774,6798161777,0,724860400,False,unclassified,False,47.248,,,"LINESTRING (114.1228514 22.5731164, 114.1228478 22.5726915)",,,
6798161774,6798209373,0,724860400,False,unclassified,True,38.297,,,"LINESTRING (114.1228514 22.5731164, 114.1228418 22.5734607)",,,
6798161775,6798161774,0,724860399,False,unclassified,True,76.7,,,"LINESTRING (114.1221046 22.5731, 114.1228514 22.5731164)",,,
6798161776,9592075776,0,724860405,True,tertiary,False,51.237,,水贝二路,"LINESTRING (114.1228302 22.573877, 114.1223312 22.573881)",,,
6798161776,6798209371,0,724860400,False,unclassified,False,41.045,,,"LINESTRING (114.1228302 22.573877, 114.1228339 22.5737439, 114.1228405 22.573508)",,,
6798161777,6798161774,0,724860400,False,unclassified,True,47.248,,,"LINESTRING (114.1228478 22.5726915, 114.1228514 22.5731164)",,,
6798161777,6798161779,0,724860401,False,unclassified,False,44.934,,,"LINESTRING (114.1228478 22.5726915, 114.1232853 22.572701)",,,
6798161777,6798161778,0,724860401,False,unclassified,True,91.809,,,"LINESTRING (114.1228478 22.5726915, 114.1227564 22.5726885, 114.1220696 22.5726661, 114.1219542 22.5726623)",,,
6798161778,6798161766,0,724860404,False,tertiary,False,11.35,,贝丽北路,"LINESTRING (114.1219542 22.5726623, 114.1219702 22.5725613)",,,
6798161778,6798175987,0,724860404,False,tertiary,True,137.465,,贝丽北路,"LINESTRING (114.1219542 22.5726623, 114.1217609 22.5738856)",,,
6798161778,6798161777,0,724860401,False,unclassified,False,91.809,,,"LINESTRING (114.1219542 22.5726623, 114.1220696 22.5726661, 114.1227564 22.5726885, 114.1228478 22.5726915)",,,
6798161779,6798161782,0,724860399,False,unclassified,True,35.908,,,"LINESTRING (114.1232853 22.572701, 114.1233589 22.5723853)",,,
6798161779,6798161777,0,724860401,False,unclassified,True,44.934,,,"LINESTRING (114.1232853 22.572701, 114.1228478 22.5726915)",,,
6798161779,6798161780,0,724860399,False,unclassified,False,7.495,,,"LINESTRING (114.1232853 22.572701, 114.1232761 22.5727405, 114.12327 22.5727669)",,,
6798161780,6798161773,0,724860399,False,unclassified,False,40.838,,,"LINESTRING (114.12327 22.5727669, 114.1231876 22.5731262)",,,
6798161780,6798161781,0,724860402,False,unclassified,False,67.891,,,"LINESTRING (114.12327 22.5727669, 114.1239167 22.5728941)",,,
6798161780,6798161779,0,724860399,False,unclassified,True,7.495,,,"LINESTRING (114.12327 22.5727669, 114.1232761 22.5727405, 114.1232853 22.572701)",,,
6798161781,6798161780,0,724860402,False,unclassified,True,67.891,,,"LINESTRING (114.1239167 22.5728941, 114.12327 22.5727669)",,,
6798161782,6798161779,0,724860399,False,unclassified,False,35.908,,,"LINESTRING (114.1233589 22.5723853, 114.1232853 22.572701)",,,
6798161782,6798161783,0,724860403,False,unclassified,False,68.754,,,"LINESTRING (114.1233589 22.5723853, 114.1240087 22.5725346)",,,
6798161782,6798161771,0,724860399,False,unclassified,True,44.959,,,"LINESTRING (114.1233589 22.5723853, 114.1233642 22.5723626, 114.1234405 22.5720349, 114.1234509 22.57199)",,,
6798161783,6798161782,0,724860403,False,unclassified,True,68.754,,,"LINESTRING (114.1240087 22.5725346, 114.1233589 22.5723853)",,,
6798175987,9592075767,0,99004016,False,tertiary,False,139.685,,贝丽北路,"LINESTRING (114.1217609 22.5738856, 114.1215575 22.5751277)",,,
6798175987,6798161778,0,724860404,False,tertiary,False,137.465,,贝丽北路,"LINESTRING (114.1217609 22.5738856, 114.1219542 22.5726623)",,,
6798209314,1145406058,0,219493671,True,primary,False,44.286,,布心路辅路,"LINESTRING (114.1209301 22.5763571, 114.1213605 22.576331)",,,
6798209316,6798209320,0,724865214,True,trunk_link,False,131.299,,,"LINESTRING (114.1212521 22.57697, 114.1209276 22.5769158, 114.1206057 22.576849, 114.1202088 22.5767524, 114.1200024 22.5767242)",,,
6798209316,2773398809,0,894250979,True,primary,False,104.732,,布心路辅路,"LINESTRING (114.1212521 22.57697, 114.1209836 22.5769639, 114.1207597 22.5769345, 114.1202467 22.5768301)",,,
6798209321,6798209327,0,724865216,False,tertiary,False,129.985,,宝润路,"LINESTRING (114.120249 22.5785281, 114.121515 22.5785331)",,,
6798209321,2773398809,0,1044769942,False,tertiary,True,188.809,,永泰路,"LINESTRING (114.120249 22.5785281, 114.1202467 22.5768301)",,,
6798209327,6798209321,0,724865216,False,tertiary,True,129.985,,宝润路,"LINESTRING (114.121515 22.5785331, 114.120249 22.5785281)",,,
6798209368,6798209369,0,724865226,False,unclassified,True,46.778,,,"LINESTRING (114.1238168 22.5732657, 114.1233738 22.5731675)",,,
6798209369,6798209368,0,724865226,False,unclassified,False,46.778,,,"LINESTRING (114.1233738 22.5731675, 114.1238168 22.5732657)",,,
6798209369,6798161773,0,724865226,False,unclassified,True,19.662,,,"LINESTRING (114.1233738 22.5731675, 114.1231876 22.5731262)",,,
6798209369,6798209371,0,724865227,False,unclassified,False,91.80099999999999,,,"LINESTRING (114.1233738 22.5731675, 114.1233574 22.5735154, 114.1228405 22.573508)",,,
6798209371,6798209373,0,724860400,False,unclassified,False,5.261,,,"LINESTRING (114.1228405 22.573508, 114.1228418 22.5734607)",,,
6798209371,6798161776,0,724860400,False,unclassified,True,41.045,,,"LINESTRING (114.1228405 22.573508, 114.1228339 22.5737439, 114.1228302 22.573877)",,,
6798209371,6798209369,0,724865227,False,unclassified,True,91.80099999999999,,,"LINESTRING (114.1228405 22.573508, 114.1233574 22.5735154, 114.1233738 22.5731675)",,,
6798209372,6798209373,0,724865228,False,unclassified,False,88.383,,,"LINESTRING (114.1219812 22.573444, 114.1228418 22.5734607)",,,
6798209373,6798161774,0,724860400,False,unclassified,False,38.297,,,"LINESTRING (114.1228418 22.5734607, 114.1228514 22.5731164)",,,
6798209373,6798209371,0,724860400,False,unclassified,True,5.261,,,"LINESTRING (114.1228418 22.5734607, 114.1228405 22.573508)",,,
6798209373,6798209372,0,724865228,False,unclassified,True,88.383,,,"LINESTRING (114.1228418 22.5734607, 114.1219812 22.573444)",,,
6798209374,3924653945,0,724860404,False,tertiary,True,5.151,,贝丽北路,"LINESTRING (114.1223134 22.5703847, 114.1223075 22.5704307)",,,
6798209374,6798209378,0,724865229,False,residential,False,9.009,,,"LINESTRING (114.1223134 22.5703847, 114.1223601 22.5703975, 114.1223975 22.5704078)",,,
6798209378,6798209378,0,724865229,False,residential,False,295.31399999999996,,,"LINESTRING (114.1223975 22.5704078, 114.1228491 22.570532, 114.1231039 22.5696874, 114.1226077 22.5695611, 114.1223975 22.5704078)",,,
6798209378,6798209378,1,724865229,False,residential,True,295.31399999999996,,,"LINESTRING (114.1223975 22.5704078, 114.1226077 22.5695611, 114.1231039 22.5696874, 114.1228491 22.570532, 114.1223975 22.5704078)",,,
6798209378,6798209374,0,724865229,False,residential,True,9.009,,,"LINESTRING (114.1223975 22.5704078, 114.1223601 22.5703975, 114.1223134 22.5703847)",,,
7001116411,6376505179,0,558274283,True,primary,False,199.078,,布心路辅路,"LINESTRING (114.1257079 22.577417, 114.1248501 22.577293, 114.1237923 22.57714)",,,
7001116411,8549666321,0,748626496,False,unclassified,True,229.385,,东胜路,"LINESTRING (114.1257079 22.577417, 114.1256055 22.5794097, 114.1255979 22.5794773)",,,
7281496997,8703615215,0,497068350,True,trunk,False,608.563,,布心路,"LINESTRING (114.1358303 22.5762348, 114.1331117 22.5771178, 114.1329249 22.5771778, 114.132736 22.5772352, 114.132539 22.5772904, 114.1310335 22.5777092, 114.1308788 22.5777452, 114.130737 22.5777708, 114.1305786 22.5777907, 114.130448 22.5778011, 114.1303113 22.5778051, 114.1301726 22.5778049)",,,
8218242173,8218242190,0,1050747495,True,secondary,False,6.793,,太宁路,"LINESTRING (114.1249865 22.5700805, 114.1249228 22.570064)",,2,
8218242173,9199686589,0,1050747494,True,secondary,False,257.093,,翠竹路,"LINESTRING (114.1249865 22.5700805, 114.1249739 22.5701743, 114.1249622 22.5702535, 114.1249535 22.5703014, 114.1245393 22.5721119, 114.1245256 22.5721716, 114.1244856 22.5723453)",,,
8218242177,9199686589,0,219498390,False,tertiary,False,7.7,,太安路,"LINESTRING (114.1244191 22.5723133, 114.1244856 22.5723453)",,,
8218242177,6798161738,0,99003706,False,tertiary,True,60.187,,水贝一路,"LINESTRING (114.1244191 22.5723133, 114.1242736 22.5722472, 114.1238855 22.5720895)",,,
8218242177,8218242186,0,1050747496,True,secondary,False,177.231,,翠竹路,"LINESTRING (114.1244191 22.5723133, 114.1244559 22.5721475, 114.1244665 22.5720997, 114.1247741 22.5707535)",,,
8218242186,6798161727,0,724860392,False,residential,True,11.521,,,"LINESTRING (114.1247741 22.5707535, 114.124729 22.5707416, 114.1246657 22.5707268)",,,
8218242186,8218242190,0,1050747496,True,secondary,False,78.186,,翠竹路,"LINESTRING (114.1247741 22.5707535, 114.1248732 22.5703198, 114.1248894 22.5702445, 114.1249044 22.5701597, 114.1249228 22.570064)",,,
8549666066,8549666321,0,748626496,False,unclassified,False,3.957,,东胜路,"LINESTRING (114.125594 22.5795127, 114.1255979 22.5794773)",,,
8549666066,8549666322,0,680955521,True,tertiary,False,288.664,,太白路,"LINESTRING (114.125594 22.5795127, 114.1254869 22.579502, 114.1247141 22.5793991, 114.1246356 22.5793894, 114.1245562 22.5793829, 114.1244745 22.5793786, 114.1238438 22.5793649, 114.1228996 22.5793445, 114.1228371 22.5793431, 114.1227927 22.5793421)",,2,
8549666119,8549666134,0,973549788,True,tertiary,False,7.119,,太白路,"LINESTRING (114.1226371 22.5792723, 114.1227064 22.5792743)",,2,
8549666119,8549666133,0,"[920874810, 920874811]",True,secondary,False,85.711,,翠竹路,"LINESTRING (114.1226371 22.5792723, 114.1226489 22.5791793, 114.1226678 22.5790298, 114.122734 22.5785067)",,,
8549666133,6080270310,0,219501177,True,primary_link,False,146.715,,,"LINESTRING (114.122734 22.5785067, 114.1227019 22.578441, 114.1226905 22.5784026, 114.1226845 22.5783642, 114.1226857 22.5783279, 114.1228324 22.5772036)",,,
8549666133,2286514611,0,"[219498394, 920874804, 219498391]",True,secondary,False,480.89099999999996,,翠竹路,"LINESTRING (114.122734 22.5785067, 114.1227555 22.5783364, 114.1229171 22.5770774, 114.1229436 22.5769256, 114.1229678 22.5768077, 114.1229902 22.5767064, 114.1230118 22.5766183, 114.1232452 22.5757959, 114.123275 22.5756991, 114.1233081 22.5755958, 114.1233392 22.5755085, 114.1233757 22.5754196, 114.1237056 22.5746706, 114.123875 22.574342)",yes,,
8549666134,2773398829,0,920874809,True,secondary,False,8.465,,翠竹路,"LINESTRING (114.1227064 22.5792743, 114.1226633 22.5793392)",,,
8549666134,8549666323,0,973549788,True,tertiary,False,6.379,,太白路,"LINESTRING (114.1227064 22.5792743, 114.1227685 22.579276)",,2,
8549666135,8549666159,0,"[920874812, 920874805]",True,secondary,False,101.85599999999997,,翠竹路,"LINESTRING (114.122876 22.5784859, 114.1228024 22.5790393, 114.122793 22.5791134, 114.122793 22.5791412, 114.1227977 22.5791678, 114.1228077 22.5791901, 114.1228218 22.5792081, 114.1228426 22.5792279, 114.1228647 22.579244, 114.1228879 22.5792576, 114.1229083 22.5792654, 114.1229311 22.5792721, 114.1229536 22.579277, 114.1229723 22.57928, 114.1229964 22.5792829)",,,
