u,v,key,osmid,oneway,lanes,name,highway,reversed,length,bridge,geometry,ref,tunnel
581061181,7430210360,0,627687962,True,,泥岗西路,primary,False,72.257,,"LINESTRING (114.0849075 22.563802, 114.0845546 22.5632398)",,
581061181,2887810060,0,393889387,False,,梅岗路,residential,True,604.705,,"LINESTRING (114.0849075 22.563802, 114.0844923 22.5641218, 114.0830938 22.5651021, 114.0823273 22.5646271, 114.0809904 22.5637986, 114.0801237 22.5632359)",,
581061186,6376621586,0,"[45568939, 927162342]",True,2,上步北路,primary_link,False,390.985,,"LINESTRING (114.0860022 22.5643911, 114.0869729 22.5644008, 114.0874165 22.5644052, 114.0874842 22.5643991, 114.0875384 22.5643849, 114.0875885 22.5643585, 114.0876315 22.5643317, 114.0876669 22.5642942, 114.0882827 22.5631108, 114.0883343 22.5630347, 114.0884172 22.5629474, 114.0887243 22.5626302)",,
581061215,8887741059,0,"[960743147, 40989533]",True,1,上步北路,"['primary', 'trunk_link']",False,137.28500000000003,,"LINESTRING (114.0858869 22.5687373, 114.0857851 22.5689059, 114.0854282 22.5695496, 114.085343 22.569699, 114.0852648 22.56983)",,
581061227,2885232855,0,1058988261,True,,泥岗路,trunk,False,301.924,,"LINESTRING (114.0931857 22.5680229, 114.0903392 22.5673421)",G107,
581061244,2885180307,0,284814235,True,,,trunk_link,False,116.687,,"LINESTRING (114.0924199 22.5676677, 114.0935493 22.5677841)",,
581061244,581064876,0,1055022165,True,,泥岗路,trunk,False,410.996,,"LINESTRING (114.0924199 22.5676677, 114.0937743 22.5680012, 114.094419 22.568171, 114.0951732 22.5683835, 114.0957162 22.5685666, 114.0962354 22.5687699)",G107,
581062424,6550666497,0,797641288,True,,上步北路,primary,False,139.02,yes,"LINESTRING (114.0866265 22.5665726, 114.0866718 22.5665135, 114.0867373 22.5664257, 114.0868199 22.566303, 114.0868874 22.5662004, 114.0869586 22.5660803, 114.087045 22.5659274, 114.0871778 22.5656871, 114.087284 22.5654818)",,
581062472,8887741010,0,45569114,True,,北环大道,trunk,False,164.326,,"LINESTRING (114.0873873 22.5668278, 114.0873298 22.5668429, 114.0872682 22.5668611, 114.0872077 22.5668821, 114.0871416 22.5669067, 114.0870912 22.5669275, 114.0870388 22.5669508, 114.0869911 22.5669733, 114.0869405 22.5669991, 114.0868977 22.5670226, 114.0868534 22.5670483, 114.086817 22.5670717, 114.0867742 22.567101, 114.0867373 22.567128, 114.0866907 22.5671677, 114.0866474 22.5672118, 114.0866078 22.567254, 114.0865668 22.567303, 114.0865338 22.5673459, 114.0864956 22.5673974, 114.0864499 22.5674612, 114.0864072 22.5675234, 114.0863663 22.5675877, 114.0863182 22.5676667, 114.0862727 22.5677462, 114.0862508 22.5677873)",G107,
581062472,8887741010,1,960743143,True,,北环大道,trunk_link,False,160.32500000000002,,"LINESTRING (114.0873873 22.5668278, 114.0872956 22.5668626, 114.0872129 22.5669002, 114.0871283 22.5669457, 114.0869987 22.5670341, 114.086856 22.5671462, 114.0867319 22.5672525, 114.0866296 22.5673431, 114.0865163 22.5674714, 114.0863092 22.5677062, 114.0862508 22.5677873)",G107,
581064781,3842643143,0,894257289,True,2,泥岗路辅路,primary,False,177.90200000000002,,"LINESTRING (114.0969761 22.569539, 114.0962239 22.5691876, 114.0955614 22.5689003, 114.0954141 22.5688483)",,
581064792,581061227,0,497068346,True,,泥岗路,trunk,False,222.377,,"LINESTRING (114.0952632 22.5685827, 114.0949586 22.5684726, 114.0942291 22.5682943, 114.0931857 22.5680229)",G107,
581064859,3079758240,0,1050682023,False,,八卦路,tertiary,True,92.113,,"LINESTRING (114.0944699 22.5677762, 114.0944973 22.5669482)",,
581064859,2885180231,0,284814234,True,,,tertiary_link,False,45.821,,"LINESTRING (114.0944699 22.5677762, 114.09449 22.5678803, 114.0945249 22.5679521, 114.0945866 22.568019, 114.0947041 22.5681071)",,
581064874,581064876,0,284814229,True,,,trunk_link,False,105.002,,"LINESTRING (114.0953615 22.5682795, 114.0962354 22.5687699)",,
581064874,3079739094,0,1055022168,True,,泥岗路辅路,primary,False,25.942,,"LINESTRING (114.0953615 22.5682795, 114.0956038 22.5683456)",,
581064876,6266730014,0,1055022169,True,,泥岗路,trunk,False,224.721,,"LINESTRING (114.0962354 22.5687699, 114.097673 22.569394, 114.0982207 22.5696203)",G107,
581064892,8264180571,0,996519911,True,4,红岭路,primary,False,135.585,,"LINESTRING (114.0990565 22.5687416, 114.0990459 22.5675223)",,
1145345109,2885180307,0,45569484,True,,泥岗西路辅路,primary,False,311.262,,"LINESTRING (114.09063 22.5670315, 114.0912753 22.5671888, 114.0925293 22.5675063, 114.0930041 22.5676252, 114.0932737 22.5677038, 114.0935493 22.5677841)",,
1145345109,9555650096,0,1037294512,False,2,八卦五街,tertiary,False,91.17,,"LINESTRING (114.09063 22.5670315, 114.0906311 22.5669665, 114.0906322 22.5669015, 114.0906419 22.5663324, 114.0906426 22.5662896, 114.0906439 22.5662117)",,
1145345117,2091821678,0,393911183,True,2,八卦一路,tertiary,False,15.867,,"LINESTRING (114.0907223 22.5615836, 114.0907402 22.5615487, 114.0907592 22.5615118, 114.0907886 22.5614547)",,
2091821678,2885151946,0,393911183,True,2,八卦一路,tertiary,False,6.898,,"LINESTRING (114.0907886 22.5614547, 114.0908175 22.5613987)",,
2091821678,9557077345,0,98997782,True,,八卦二路,tertiary,False,84.451,,"LINESTRING (114.0907886 22.5614547, 114.0906884 22.5614107, 114.0906548 22.5613959, 114.0900458 22.5611287)",,
2091821683,2887196854,0,199147525,False,,八卦路,tertiary,False,68.624,,"LINESTRING (114.0946012 22.5614978, 114.0945925 22.5621149)",,
2091821683,2885151960,0,1050682028,False,,八卦路,tertiary,True,8.518,,"LINESTRING (114.0946012 22.5614978, 114.0946024 22.5614212)",,
2091821683,9557077355,0,98997782,True,,八卦二路,tertiary,False,98.339,,"LINESTRING (114.0946012 22.5614978, 114.094426 22.5615128, 114.0936444 22.5615003)",,
2091821684,2885152000,0,98998595,False,,八卦八街,residential,True,345.88,,"LINESTRING (114.0961197 22.5615295, 114.0960972 22.56464)",,
2091821684,2887196849,0,1050682027,True,,八卦二路,tertiary,False,77.188,,"LINESTRING (114.0961197 22.5615295, 114.0953682 22.5615138)",,
2091821685,2885153114,0,98998750,True,,八卦九路,tertiary,False,346.852,,"LINESTRING (114.0968439 22.5615319, 114.0968149 22.5646511)",,
2091821685,2091821684,0,1050682027,True,,八卦二路,tertiary,False,74.365,,"LINESTRING (114.0968439 22.5615319, 114.0961197 22.5615295)",,
2091821686,2091821685,0,1050682027,True,,八卦二路,tertiary,False,110.903,,"LINESTRING (114.0979237 22.5615523, 114.0968439 22.5615319)",,
2091821686,2885151941,0,98998893,False,,八卦十街,residential,True,350.199,,"LINESTRING (114.0979237 22.5615523, 114.0979089 22.5621678, 114.0980551 22.5624399, 114.0980036 22.5646694)",,
2091821696,10253499940,0,1050458808,True,4,红岭北路,primary,False,33.035000000000004,,"LINESTRING (114.0992792 22.5647543, 114.0992454 22.5648785, 114.0992423 22.5650475)",,
2091821696,8559967643,0,1050682030,True,,八卦三路,secondary,False,16.451999999999998,,"LINESTRING (114.0992792 22.5647543, 114.0991634 22.5647525, 114.099119 22.5647518)",,
2323494868,2885232860,0,669220267,True,2,泥岗路辅路,primary,False,77.993,,"LINESTRING (114.0914756 22.5678419, 114.0907409 22.5676639)",,
2323494877,3842643287,0,380977098,True,,,tertiary_link,False,36.321,,"LINESTRING (114.0951203 22.5690049, 114.0951184 22.568877, 114.095099 22.5688097, 114.0950669 22.568778, 114.0949992 22.5687194)",,
2787061087,581061244,0,"[697517832, 1055004299, 797641292, 888593259]",True,,"['北环大道', '泥岗路']",trunk,False,985.7490000000003,yes,"LINESTRING (114.0848822 22.5699212, 114.0851343 22.5695439, 114.0853578 22.569152, 114.0855436 22.5687797, 114.0857789 22.5683386, 114.0859101 22.5681021, 114.0861144 22.5677629, 114.0862895 22.5674937, 114.0864934 22.5672247, 114.0866031 22.5671053, 114.0867123 22.5670074, 114.0868139 22.5669263, 114.0869174 22.5668617, 114.0870134 22.566811, 114.0871522 22.5667556, 114.0872758 22.5667169, 114.0874442 22.5666766, 114.0875949 22.566657, 114.0877457 22.5666471, 114.0879146 22.5666473, 114.0880753 22.5666643, 114.0882435 22.566691, 114.0906795 22.5672704, 114.0924199 22.5676677)",G107,
2787061095,3671791981,0,285102978,True,,,residential,False,161.83499999999998,,"LINESTRING (114.0849936 22.5691009, 114.0851913 22.5688645, 114.08534 22.5686558, 114.0853967 22.5685457, 114.0857488 22.5678312)",,
2787061095,6376621585,0,996207937,True,,北环大道辅路,primary,False,226.57299999999998,,"LINESTRING (114.0849936 22.5691009, 114.0851436 22.5689738, 114.0852455 22.5688754, 114.0853325 22.5687713, 114.0854118 22.5686651, 114.0854721 22.5685678, 114.0855288 22.5684645, 114.0860755 22.5673483)",,
2787061294,2787061095,0,996207937,True,,北环大道辅路,primary,False,140.513,,"LINESTRING (114.0839466 22.5699146, 114.0849936 22.5691009)",,
2883520330,9555650087,0,284811740,True,2,泥岗西路辅路,residential,False,130.911,,"LINESTRING (114.0882536 22.5645798, 114.0881871 22.5645882, 114.0881312 22.5645993, 114.088089 22.5646138, 114.0880456 22.5646396, 114.0880016 22.5646813, 114.0879625 22.5647412, 114.0876487 22.5655351)",,
2883520330,564641482,0,669220281,True,,八卦三路,secondary,False,60.221,,"LINESTRING (114.0882536 22.5645798, 114.0880979 22.5645816, 114.0880209 22.564592, 114.0879716 22.5646036, 114.0879145 22.5646231, 114.0878664 22.5646462, 114.0878167 22.5646791, 114.0877804 22.5647099, 114.0877333 22.5647656)",,
2885151921,2885232832,0,259359563,True,4,红岭北路,primary,False,171.475,,"LINESTRING (114.0993483 22.5615674, 114.0993288 22.5631094)",,
2885151921,8559967645,0,1050682027,True,,八卦二路,tertiary,False,16.144,,"LINESTRING (114.0993483 22.5615674, 114.0992238 22.5615658, 114.0991911 22.5615655)",,
2885151924,2091821685,0,98998750,True,,八卦九路,tertiary,False,11.621,,"LINESTRING (114.0969099 22.561447, 114.0968439 22.5615319)",,
2885151924,8559967646,0,1050682020,True,,八卦二路,tertiary,False,234.483,,"LINESTRING (114.0969099 22.561447, 114.0974795 22.5614631, 114.099193 22.5614841)",,
2885151931,2887197544,0,284811744,False,2,八卦七路,residential,False,59.482,,"LINESTRING (114.0936079 22.5646016, 114.0936142 22.5640667)",,
2885151931,2885153118,0,669220280,True,,八卦三路,secondary,False,97.368,,"LINESTRING (114.0936079 22.5646016, 114.094556 22.5646169)",,
2885151941,10253499948,0,1050682024,True,,八卦三路,secondary,False,83.195,,"LINESTRING (114.0980036 22.5646694, 114.0988137 22.5646819)",,
2885151941,2091821686,0,98998893,False,,八卦十街,residential,False,350.199,,"LINESTRING (114.0980036 22.5646694, 114.0980551 22.5624399, 114.0979089 22.5621678, 114.0979237 22.5615523)",,
2885151946,9557077321,0,284811731,True,,八卦二路,tertiary,False,93.298,,"LINESTRING (114.0908175 22.5613987, 114.0909288 22.5614001, 114.090989 22.5614008, 114.091726 22.5614102)",,
2885151946,2885232851,0,393911183,True,2,八卦一路,tertiary,False,124.714,,"LINESTRING (114.0908175 22.5613987, 114.0908398 22.5613553, 114.0908687 22.5612992, 114.0908976 22.5612431, 114.0913478 22.5603897)",,
2885151960,2885232819,0,1050682020,True,,八卦二路,tertiary,False,118.051,,"LINESTRING (114.0946024 22.5614212, 114.0957519 22.561438)",,
2885151960,2885232821,0,1050682021,False,,八卦路,tertiary,True,110.898,,"LINESTRING (114.0946024 22.5614212, 114.09461 22.5604239)",,
2885151960,2091821683,0,1050682028,False,,八卦路,tertiary,False,8.518,,"LINESTRING (114.0946024 22.5614212, 114.0946012 22.5614978)",,
2885151963,9555650134,0,669220280,True,,八卦三路,secondary,False,150.78,,"LINESTRING (114.0892038 22.5645338, 114.090672 22.5645564)",,
2885151963,9555650119,0,98998709,False,2,八卦一路,tertiary,False,314.612,,"LINESTRING (114.0892038 22.5645338, 114.0892458 22.5644521, 114.0892703 22.5644045, 114.0905191 22.5619784)",,
2885151976,10253499953,0,881943263,True,4,红岭路,primary,False,28.205,,"LINESTRING (114.0991205 22.5646866, 114.0991262 22.564433)",,
2885151976,2885151985,0,1050458811,True,,八卦三路,secondary,False,16.575,,"LINESTRING (114.0991205 22.5646866, 114.0992819 22.5646891)",,
2885151985,10253499947,0,284819542,True,,梅园路,secondary,False,24.871,,"LINESTRING (114.0992819 22.5646891, 114.0995241 22.5646914)",,
2885151985,2091821696,0,1050682032,True,4,红岭北路,primary,False,7.255,,"LINESTRING (114.0992819 22.5646891, 114.0992792 22.5647543)",,
2885152000,2091821684,0,98998595,False,,八卦八街,residential,False,345.88,,"LINESTRING (114.0960972 22.56464, 114.0961197 22.5615295)",,
2885152000,2885153114,0,1050682024,True,,八卦三路,secondary,False,73.706,,"LINESTRING (114.0960972 22.56464, 114.0968149 22.5646511)",,
2885153114,2885151941,0,1050682024,True,,八卦三路,secondary,False,122.076,,"LINESTRING (114.0968149 22.5646511, 114.0980036 22.5646694)",,
2885153115,2885151921,0,259359563,True,4,红岭北路,primary,False,9.193,,"LINESTRING (114.0993446 22.5614848, 114.0993483 22.5615674)",,
2885153118,2887197542,0,199147525,False,,八卦路,tertiary,True,122.048,,"LINESTRING (114.094556 22.5646169, 114.0945723 22.5635194)",,
2885153118,2887196861,0,1050682024,True,,八卦三路,secondary,False,79.712,,"LINESTRING (114.094556 22.5646169, 114.0953322 22.5646282)",,
2885153118,352965610,0,1050682026,False,,八卦路,tertiary,False,6.973,,"LINESTRING (114.094556 22.5646169, 114.0945546 22.5646796)",,
2885153125,2887197511,0,98998518,True,2,八卦六路,residential,False,58.423,,"LINESTRING (114.0917006 22.5645722, 114.0917048 22.5640468)",,
2885153125,2885151931,0,669220280,True,,八卦三路,secondary,False,195.874,,"LINESTRING (114.0917006 22.5645722, 114.0936079 22.5646016)",,
2885179946,581064859,0,284814228,True,,,tertiary_link,False,51.492,,"LINESTRING (114.0940236 22.5679223, 114.0942191 22.5679224, 114.0943345 22.5678927, 114.0944054 22.5678445, 114.0944699 22.5677762)",,
2885179946,2885180231,0,996519910,True,,泥岗路辅路,primary,False,72.83800000000001,,"LINESTRING (114.0940236 22.5679223, 114.0942111 22.5679769, 114.0947041 22.5681071)",,
2885179961,2885180195,0,284814222,False,,,unclassified,False,55.885,,"LINESTRING (114.0871814 22.5608763, 114.0870337 22.5608561, 114.0868804 22.5608533, 114.086756 22.5608609, 114.0866414 22.5608823)",,
2885179961,2887141535,0,284814222,False,,,unclassified,True,169.33799999999997,,"LINESTRING (114.0871814 22.5608763, 114.0872844 22.5609102, 114.0874098 22.5609681, 114.087518 22.5610419, 114.0876156 22.5611218, 114.0876953 22.5612083, 114.0877605 22.5612904, 114.0878292 22.561398, 114.087883 22.5615043, 114.0879336 22.5616195, 114.0879706 22.5617511, 114.0879964 22.5618728, 114.0880134 22.5620087, 114.0880166 22.5620777)",,
2885179961,2887197508,0,285026808,False,,,unclassified,True,53.759,,"LINESTRING (114.0871814 22.5608763, 114.0871996 22.5604882, 114.0872008 22.5603932)",,
2885179966,2887810048,0,285098701,True,,,primary_link,False,214.02100000000002,,"LINESTRING (114.0840655 22.5624928, 114.0839512 22.5624184, 114.0838871 22.5623689, 114.0837425 22.5621963, 114.0836422 22.5621213, 114.083429 22.5620006, 114.0833081 22.5619169, 114.0826952 22.5610797)",,
2885180144,6055902262,0,1055022170,True,,泥岗西路,primary,False,115.963,,"LINESTRING (114.0840327 22.5621024, 114.084592 22.5630084)",,
2885180144,2885180156,0,284814224,False,,,unclassified,True,182.427,,"LINESTRING (114.0840327 22.5621024, 114.0841496 22.5621039, 114.0858092 22.5621177)",,
2885180153,1145345109,0,45569484,True,,泥岗西路辅路,primary,False,171.033,,"LINESTRING (114.0890195 22.5666389, 114.09063 22.5670315)",,
2885180156,2887141535,0,284814222,False,,,unclassified,False,418.39399999999995,,"LINESTRING (114.0858092 22.5621177, 114.0858117 22.5622365, 114.0858215 22.5623654, 114.0858462 22.56251, 114.0858876 22.5626575, 114.0859504 22.562792, 114.0860076 22.5628956, 114.0860668 22.5629978, 114.0861443 22.5631007, 114.0862308 22.5631858, 114.086338 22.5632627, 114.0863808 22.563286, 114.0864494 22.5633233, 114.0865459 22.5633622, 114.0866125 22.5633823, 114.086667 22.5633988, 114.0868111 22.5634256, 114.0869323 22.563432, 114.0870582 22.5634236, 114.0871483 22.5634091, 114.0871966 22.5634014, 114.0873239 22.5633584, 114.0874414 22.5633027, 114.0875728 22.5632144, 114.0876755 22.5631182, 114.0877657 22.5629989, 114.08783 22.5628855, 114.0878899 22.5627617, 114.0879384 22.5626353, 114.0879783 22.5625064, 114.0880046 22.5623874, 114.0880156 22.5622835, 114.0880208 22.5621704, 114.0880166 22.5620777)",,
2885180156,2885180195,0,284814222,False,,,unclassified,True,173.076,,"LINESTRING (114.0858092 22.5621177, 114.085826 22.5619591, 114.0858569 22.5617957, 114.0858925 22.5616553, 114.085944 22.5615152, 114.0860011 22.5613887, 114.0860624 22.5612782, 114.0861476 22.561179, 114.0862462 22.5610852, 114.0863613 22.5610022, 114.0865035 22.560931, 114.0866414 22.5608823)",,
2885180156,2885180144,0,284814224,False,,,unclassified,False,182.427,,"LINESTRING (114.0858092 22.5621177, 114.0841496 22.5621039, 114.0840327 22.5621024)",,
2885180195,2887196873,0,285026831,False,,,unclassified,True,51.04,,"LINESTRING (114.0866414 22.5608823, 114.0866456 22.5604233)",,
2885180195,2885180156,0,284814222,False,,,unclassified,False,173.076,,"LINESTRING (114.0866414 22.5608823, 114.0865035 22.560931, 114.0863613 22.5610022, 114.0862462 22.5610852, 114.0861476 22.561179, 114.0860624 22.5612782, 114.0860011 22.5613887, 114.085944 22.5615152, 114.0858925 22.5616553, 114.0858569 22.5617957, 114.085826 22.5619591, 114.0858092 22.5621177)",,
2885180195,2885179961,0,284814222,False,,,unclassified,True,55.885,,"LINESTRING (114.0866414 22.5608823, 114.086756 22.5608609, 114.0868804 22.5608533, 114.0870337 22.5608561, 114.0871814 22.5608763)",,
2885180231,581064874,0,996519910,True,,泥岗路辅路,primary,False,70.172,,"LINESTRING (114.0947041 22.5681071, 114.0949602 22.5681748, 114.0953615 22.5682795)",,
2885180249,3079739090,0,284814221,True,,,primary_link,False,36.461,,"LINESTRING (114.0969427 22.5688586, 114.0972819 22.5689556)",,
2885180307,2885179946,0,996519910,True,,泥岗路辅路,primary,False,51.068,,"LINESTRING (114.0935493 22.5677841, 114.0940236 22.5679223)",,
2885232812,581061227,0,284819545,True,,,trunk_link,False,96.356,,"LINESTRING (114.0939917 22.5684667, 114.0931857 22.5680229)",,
2885232812,3842643263,0,669220267,True,2,泥岗路辅路,primary,False,66.824,,"LINESTRING (114.0939917 22.5684667, 114.0933615 22.5683167)",,
2885232819,2885151924,0,1050682020,True,,八卦二路,tertiary,False,118.915,,"LINESTRING (114.0957519 22.561438, 114.0960721 22.5614427, 114.0969099 22.561447)",,
2885232821,2885151960,0,1050682021,False,,八卦路,tertiary,False,110.898,,"LINESTRING (114.09461 22.5604239, 114.0946024 22.5614212)",,
2885232821,2885232851,0,284819544,False,,,unclassified,True,335.00300000000004,,"LINESTRING (114.09461 22.5604239, 114.0939495 22.560417, 114.0913478 22.5603897)",,
2885232832,10253499942,0,259359563,True,4,红岭北路,primary,False,148.123,,"LINESTRING (114.0993288 22.5631094, 114.0992893 22.564441)",,
2885232851,2885232821,0,284819544,False,,,unclassified,False,335.00300000000004,,"LINESTRING (114.0913478 22.5603897, 114.0939495 22.560417, 114.09461 22.5604239)",,
2885232855,7460143568,0,1058988261,True,,泥岗路,trunk,False,203.188,,"LINESTRING (114.0903392 22.5673421, 114.0884214 22.5668918)",G107,
2885232858,3079739091,0,284819546,False,2,八卦四路,tertiary,False,149.878,,"LINESTRING (114.0987712 22.5663474, 114.0973118 22.566323)",,
2885232858,10253499928,0,1121026903,True,,,tertiary,False,43.522,,"LINESTRING (114.0987712 22.5663474, 114.0988348 22.5663337, 114.0989142 22.5662971, 114.0989369 22.56628, 114.0989918 22.5662388, 114.0990405 22.5661788, 114.0990835 22.5661073)",,
2885232860,2885232855,0,284819549,True,,,trunk_link,False,54.605,,"LINESTRING (114.0907409 22.5676639, 114.0903392 22.5673421)",,
2885232860,2885232862,0,669220267,True,2,泥岗路辅路,primary,False,346.81300000000005,,"LINESTRING (114.0907409 22.5676639, 114.0897303 22.5674191, 114.0878051 22.5669883, 114.0876835 22.5669702, 114.087563 22.5669663, 114.0874555 22.5669771)",,
2887141517,2887141535,0,285020288,True,,,unclassified,False,101.813,,"LINESTRING (114.0890081 22.5620814, 114.0880166 22.5620777)",,
2887141517,564641475,0,697517830,True,3,上步北路,primary,False,144.14600000000002,,"LINESTRING (114.0890081 22.5620814, 114.089521 22.5610895, 114.0895524 22.5610288, 114.089613 22.5609116)",,
2887141535,2885179961,0,284814222,False,,,unclassified,False,169.338,,"LINESTRING (114.0880166 22.5620777, 114.0880134 22.5620087, 114.0879964 22.5618728, 114.0879706 22.5617511, 114.0879336 22.5616195, 114.087883 22.5615043, 114.0878292 22.561398, 114.0877605 22.5612904, 114.0876953 22.5612083, 114.0876156 22.5611218, 114.087518 22.5610419, 114.0874098 22.5609681, 114.0872844 22.5609102, 114.0871814 22.5608763)",,
2887141535,2885180156,0,284814222,False,,,unclassified,True,418.39399999999995,,"LINESTRING (114.0880166 22.5620777, 114.0880208 22.5621704, 114.0880156 22.5622835, 114.0880046 22.5623874, 114.0879783 22.5625064, 114.0879384 22.5626353, 114.0878899 22.5627617, 114.08783 22.5628855, 114.0877657 22.5629989, 114.0876755 22.5631182, 114.0875728 22.5632144, 114.0874414 22.5633027, 114.0873239 22.5633584, 114.0871966 22.5634014, 114.0871483 22.5634091, 114.0870582 22.5634236, 114.0869323 22.563432, 114.0868111 22.5634256, 114.086667 22.5633988, 114.0866125 22.5633823, 114.0865459 22.5633622, 114.0864494 22.5633233, 114.0863808 22.563286, 114.086338 22.5632627, 114.0862308 22.5631858, 114.0861443 22.5631007, 114.0860668 22.5629978, 114.0860076 22.5628956, 114.0859504 22.562792, 114.0858876 22.5626575, 114.0858462 22.56251, 114.0858215 22.5623654, 114.0858117 22.5622365, 114.0858092 22.5621177)",,
2887196826,2887197525,0,98998518,True,2,八卦六路,residential,False,35.261,,"LINESTRING (114.0917142 22.5628728, 114.0917168 22.5625557)",,
2887196826,9555650101,0,285026825,False,,,unclassified,False,104.083,,"LINESTRING (114.0917142 22.5628728, 114.0907006 22.5628671)",,
2887196828,2887197504,0,98998518,True,2,八卦六路,residential,False,28.378,,"LINESTRING (114.0917186 22.5623329, 114.0917206 22.5620777)",,
2887196828,9555650102,0,285026827,False,,,unclassified,False,103.599,,"LINESTRING (114.0917186 22.5623329, 114.0907097 22.5623293)",,
2887196831,3079758236,0,284819546,False,2,八卦四路,tertiary,False,48.473,,"LINESTRING (114.0916201 22.566228, 114.0911481 22.5662202)",,
2887196831,2887197552,0,284819546,False,2,八卦四路,tertiary,True,97.255,,"LINESTRING (114.0916201 22.566228, 114.0925671 22.5662438)",,
2887196831,2887197501,0,285026829,False,,,unclassified,True,63.192,,"LINESTRING (114.0916201 22.566228, 114.0916206 22.5656597)",,
2887196834,2887196852,0,199147524,True,,八卦三路,secondary,False,99.75,,"LINESTRING (114.0935626 22.5646639, 114.0925913 22.5646485)",,
2887196834,2887196872,0,285026821,False,,,unclassified,True,58.119,,"LINESTRING (114.0935626 22.5646639, 114.0935479 22.5651864)",,
2887196838,9555650133,0,199147524,True,,八卦三路,secondary,False,97.553,,"LINESTRING (114.0916208 22.5646331, 114.0906709 22.5646181)",,
2887196838,2887197527,0,285026829,False,,,unclassified,False,58.377,,"LINESTRING (114.0916208 22.5646331, 114.0916211 22.5651581)",,
2887196839,2887196872,0,285026810,False,,,unclassified,False,99.039,,"LINESTRING (114.0925835 22.5651722, 114.0935479 22.5651864)",,
2887196839,2887197527,0,285026810,False,,,unclassified,True,98.834,,"LINESTRING (114.0925835 22.5651722, 114.0916211 22.5651581)",,
2887196839,2887196852,0,285026824,False,,,unclassified,False,58.238,,"LINESTRING (114.0925835 22.5651722, 114.0925913 22.5646485)",,
