u,v,key,osmid,oneway,lanes,highway,reversed,length,geometry,name
2311680467,2311680483,0,868929620,False,,residential,True,101.412,"LINESTRING (114.0524658 22.5723511, 114.0524087 22.5724477, 114.0521351 22.5726508, 114.0521351 22.5727202, 114.0522877 22.5729168, 114.0523121 22.5730818)",
2311680483,2311680467,0,868929620,False,,residential,False,101.41199999999999,"LINESTRING (114.0523121 22.5730818, 114.0522877 22.5729168, 114.0521351 22.5727202, 114.0521351 22.5726508, 114.0524087 22.5724477, 114.0524658 22.5723511)",
3790313146,2311674629,0,996247156,False,,residential,True,269.82099999999997,"LINESTRING (114.0425191 22.5757102, 114.0442711 22.5753441, 114.0444763 22.5753234, 114.0450222 22.5753146, 114.0451014 22.5753133)",
4315573151,4315573153,0,"[1059172715, 868923078]",False,,residential,"[False, True]",79.795,"LINESTRING (114.0524552 22.5700575, 114.0519518 22.5699829, 114.0519009 22.5702252)",
4315573153,8099212736,0,246568339,False,,residential,False,73.928,"LINESTRING (114.0519009 22.5702252, 114.0526097 22.570342)",
4315573153,4315573151,0,"[1059172715, 868923078]",False,,residential,"[False, True]",79.795,"LINESTRING (114.0519009 22.5702252, 114.0519518 22.5699829, 114.0524552 22.5700575)",
4315573156,8099212736,0,246568339,False,,residential,True,86.227,"LINESTRING (114.0534493 22.5703579, 114.0526097 22.570342)",
4315573161,9053077337,0,432550533,False,,residential,False,81.716,"LINESTRING (114.0494071 22.5704599, 114.0494071 22.5704084, 114.0493693 22.5703763, 114.0486806 22.5703723)",
4315573161,8099204905,0,432550533,False,,residential,True,68.753,"LINESTRING (114.0494071 22.5704599, 114.0494033 22.5709811, 114.0494026 22.5710782)",
4315573161,8099212726,0,432550538,False,,residential,False,139.094,"LINESTRING (114.0494071 22.5704599, 114.0500387 22.5704648, 114.0500387 22.5706233, 114.0505899 22.5706369)",
5192417567,8099260775,0,868929622,False,2,residential,True,38.232,"LINESTRING (114.0557723 22.5725676, 114.0557774 22.5722238)",梅康路
5192417567,5192417582,0,868929622,False,2,residential,False,82.27,"LINESTRING (114.0557723 22.5725676, 114.0557627 22.573212, 114.0557613 22.5733074)",梅康路
5192417574,8099308370,0,535832114,False,2,residential,False,82.076,"LINESTRING (114.0574871 22.5740733, 114.0574895 22.5739545, 114.0574906 22.5738987, 114.0574991 22.5734697, 114.0574999 22.57343, 114.0575017 22.5733353)",梅丰路
5192417574,8099308373,0,535832116,False,2,residential,False,78.231,"LINESTRING (114.0574871 22.5740733, 114.056814 22.5740624, 114.0567253 22.574061)",八一路
5192417574,8099316491,0,535832116,False,2,residential,True,92.80199999999999,"LINESTRING (114.0574871 22.5740733, 114.0582558 22.5740857, 114.0583001 22.5740862, 114.0583908 22.5740874)",八一路
5192417582,8099308390,0,535832112,True,2,residential,False,84.033,"LINESTRING (114.0557613 22.5733074, 114.0558618 22.573309, 114.0559074 22.5733098, 114.0564804 22.5733189, 114.0565796 22.5733205)",林康路
5192417582,8099260628,0,868929622,False,2,residential,False,82.047,"LINESTRING (114.0557613 22.5733074, 114.05576 22.5733979, 114.0557526 22.5738964, 114.0557504 22.5740452)",梅康路
5192417582,5192417567,0,868929622,False,2,residential,True,82.27,"LINESTRING (114.0557613 22.5733074, 114.0557627 22.573212, 114.0557723 22.5725676)",梅康路
7308603972,7324152547,0,784080761,True,1,tertiary,False,31.773,"LINESTRING (114.0450986 22.5750521, 114.0450892 22.5750181, 114.0450912 22.5749345, 114.0451207 22.5748116, 114.0451522 22.5747825)",公安街
7308603972,2311674629,0,784080762,False,2,tertiary,False,29.048,"LINESTRING (114.0450986 22.5750521, 114.0450983 22.5751521, 114.0450993 22.5752321, 114.0451014 22.5753133)",公安街
7308603974,7317057627,0,783463609,True,1,tertiary,False,131.375,"LINESTRING (114.0453871 22.5741398, 114.0453839 22.5740898, 114.0454005 22.5739764, 114.0454128 22.5738285, 114.0454123 22.5737927, 114.0454233 22.57302, 114.0454385 22.5729616)",公安街
7308603974,7324152557,0,784080769,False,2,tertiary,False,15.51,"LINESTRING (114.0453871 22.5741398, 114.0453754 22.5741736, 114.045338 22.5742717)",公安街
7311273906,9053077341,0,782915633,False,,tertiary,False,6.703,"LINESTRING (114.0482927 22.5722528, 114.0483577 22.5722584)",环林街
7311273906,9053077304,0,996247154,True,2,tertiary,False,97.339,"LINESTRING (114.0482927 22.5722528, 114.0483628 22.5717665, 114.0484197 22.5713853)",梅村路
7317055362,7317055367,0,"[996597650, 783463646, 783463647]",True,"['3', '2', '4']",secondary,False,175.31099999999998,"LINESTRING (114.0464511 22.5712917, 114.046788 22.5712573, 114.0470083 22.5712227, 114.0474027 22.5711977, 114.048149 22.5711324)",梅林路
7317055367,9053077336,0,783463633,True,1,secondary_link,False,52.679,"LINESTRING (114.048149 22.5711324, 114.0483904 22.5710078, 114.0484294 22.570978, 114.0484662 22.5709452, 114.0484898 22.5709124, 114.0485076 22.5708801, 114.0485239 22.5708337)",
7317055367,9053077321,0,996247153,True,3,secondary,False,33.471,"LINESTRING (114.048149 22.5711324, 114.048368 22.5711102, 114.048396 22.5711072, 114.0484727 22.5710971)",梅林路
7317055370,9053077312,0,228225912,True,2,tertiary,False,7.664,"LINESTRING (114.0485472 22.571091, 114.0485332 22.5711587)",梅村路
7317055370,8099204894,0,996247166,True,3,secondary,False,28.995,"LINESTRING (114.0485472 22.571091, 114.0486296 22.571075, 114.0486568 22.5710732, 114.0488277 22.5710751)",梅林路
7317057611,7321496976,0,783847420,False,2,tertiary,True,6.130000000000001,"LINESTRING (114.0463754 22.5726144, 114.0464033 22.5726141, 114.0464351 22.5726144)",公安街
7317057611,7317057614,0,783847424,True,1,tertiary,False,33.483000000000004,"LINESTRING (114.0463754 22.5726144, 114.0463515 22.5726301, 114.0461248 22.5726296, 114.0460576 22.5726113)",公安街
7317057614,7317057627,0,782915632,False,2,tertiary,False,89.76199999999999,"LINESTRING (114.0460576 22.5726113, 114.0459665 22.5726134, 114.0457031 22.5726179, 114.0456171 22.5726385, 114.0455361 22.5726734, 114.0454876 22.5727231, 114.0454484 22.572787, 114.045439 22.5729065, 114.0454385 22.5729616)",公安街
7317057614,7317057611,0,783847423,True,1,tertiary,False,33.595,"LINESTRING (114.0460576 22.5726113, 114.0461269 22.5725935, 114.046349 22.5725959, 114.0463754 22.5726144)",公安街
7317057624,7324152547,0,784080763,False,2,tertiary,False,10.007000000000001,"LINESTRING (114.0451822 22.574697, 114.0451627 22.5747451, 114.0451522 22.5747825)",公安街
7317057624,7324152551,0,784080764,True,1,tertiary,False,12.559000000000001,"LINESTRING (114.0451822 22.574697, 114.0451731 22.574679, 114.0451982 22.574611, 114.0452182 22.5746005)",公安街
7317057627,7317057614,0,782915632,False,2,tertiary,True,89.762,"LINESTRING (114.0454385 22.5729616, 114.045439 22.5729065, 114.0454484 22.572787, 114.0454876 22.5727231, 114.0455361 22.5726734, 114.0456171 22.5726385, 114.0457031 22.5726179, 114.0459665 22.5726134, 114.0460576 22.5726113)",公安街
7317057627,7308603974,0,783463608,True,1,tertiary,False,132.42200000000003,"LINESTRING (114.0454385 22.5729616, 114.0454578 22.5730205, 114.0454477 22.5737907, 114.0454472 22.5738281, 114.0454391 22.5739809, 114.045417 22.5740963, 114.0453871 22.5741398)",公安街
7321496975,7321496976,0,783847421,True,1,tertiary,False,62.175999999999995,"LINESTRING (114.0470338 22.5726205, 114.0470028 22.5726348, 114.046483 22.5726308, 114.0464351 22.5726144)",公安街
7321496975,1342323016,0,783847425,False,2,tertiary,True,128.902,"LINESTRING (114.0470338 22.5726205, 114.047054 22.5726207, 114.0471306 22.5726194, 114.047426 22.5726197, 114.0477957 22.5726174, 114.0481152 22.572561, 114.0481729 22.5725397, 114.0482636 22.5724889)",公安街
7321496976,7321496975,0,783847419,True,1,tertiary,False,62.37500000000001,"LINESTRING (114.0464351 22.5726144, 114.0464842 22.5725955, 114.0470019 22.5726041, 114.0470338 22.5726205)",公安街
7321496976,7317057611,0,783847420,False,2,tertiary,False,6.130000000000001,"LINESTRING (114.0464351 22.5726144, 114.0464033 22.5726141, 114.0463754 22.5726144)",公安街
7324152547,7308603972,0,783463610,True,1,tertiary,False,30.784,"LINESTRING (114.0451522 22.5747825, 114.0451539 22.5748159, 114.0451446 22.5748431, 114.0451217 22.574937, 114.0451153 22.5750178, 114.0450986 22.5750521)",公安街
7324152547,7317057624,0,784080763,False,2,tertiary,True,10.007000000000001,"LINESTRING (114.0451522 22.5747825, 114.0451627 22.5747451, 114.0451822 22.574697)",公安街
7324152551,7324152554,0,784080766,False,2,tertiary,True,4.881,"LINESTRING (114.0452182 22.5746005, 114.0452337 22.574559)",公安街
7324152551,7317057624,0,784080765,True,1,tertiary,False,12.913,"LINESTRING (114.0452182 22.5746005, 114.0452283 22.574624, 114.0452038 22.5746899, 114.0451822 22.574697)",公安街
7324152554,7324152551,0,784080766,False,2,tertiary,False,4.881,"LINESTRING (114.0452337 22.574559, 114.0452182 22.5746005)",公安街
7324152554,7324152557,0,784080767,True,1,tertiary,False,34.522,"LINESTRING (114.0452337 22.574559, 114.0452264 22.5745347, 114.0453163 22.5742911, 114.045338 22.5742717)",公安街
7324152557,7324152554,0,784080768,True,1,tertiary,False,34.903,"LINESTRING (114.045338 22.5742717, 114.0453453 22.5743011, 114.0452588 22.574545, 114.0452337 22.574559)",公安街
7324152557,7308603974,0,784080769,False,2,tertiary,True,15.51,"LINESTRING (114.045338 22.5742717, 114.0453754 22.5741736, 114.0453871 22.5741398)",公安街
8090185697,8090185702,0,996597650,True,2,secondary,False,5.103,"LINESTRING (114.0422571 22.5705175, 114.0423068 22.5705171)",梅林路
8090185697,8090185912,0,996597651,True,,tertiary,False,19.756999999999998,"LINESTRING (114.0422571 22.5705175, 114.0422552 22.5704998, 114.0422548 22.570482, 114.0422562 22.5704605, 114.0422582 22.5704425, 114.0422631 22.5704213, 114.0422885 22.570344)",梅秀路
8090185701,8090185697,0,996597651,True,,tertiary,False,5.776999999999999,"LINESTRING (114.0422816 22.5705632, 114.0422686 22.5705478, 114.0422606 22.5705336, 114.0422571 22.5705175)",梅秀路
8090185702,8090185701,0,867935336,True,,tertiary,False,5.785,"LINESTRING (114.0423068 22.5705171, 114.0422968 22.5705424, 114.0422816 22.5705632)",梅秀路
8090185702,8090185934,0,996597650,True,2,secondary,False,26.995000000000005,"LINESTRING (114.0423068 22.5705171, 114.0424033 22.5705163, 114.0424476 22.570516, 114.0425697 22.5705151)",梅林路
8090185915,8090185702,0,867935336,True,,tertiary,False,57.806,"LINESTRING (114.0424687 22.5700192, 114.0423397 22.5704139, 114.0423244 22.5704619, 114.0423068 22.5705171)",梅秀路
8090185915,8090185934,0,867935344,True,1,tertiary_link,False,61.70499999999999,"LINESTRING (114.0424687 22.5700192, 114.0424536 22.5700828, 114.042444 22.570132, 114.0424347 22.5701882, 114.042428 22.5702464, 114.0424246 22.5703077, 114.042426 22.5703362, 114.042429 22.5703547, 114.0424339 22.5703719, 114.042441 22.5703886, 114.0424507 22.5704066, 114.0424609 22.5704238, 114.0424751 22.5704471, 114.0424883 22.5704638, 114.0425012 22.5704769, 114.0425144 22.5704883, 114.0425299 22.5705002, 114.0425427 22.5705071, 114.0425556 22.570512, 114.0425697 22.5705151)",
8090185934,7317055362,0,996597650,True,2,secondary,False,417.294,"LINESTRING (114.0425697 22.5705151, 114.0431054 22.5705109, 114.0431967 22.5705112, 114.0432835 22.5705137, 114.0433639 22.5705182, 114.0434443 22.5705263, 114.0435245 22.5705402, 114.04361 22.5705599, 114.0436889 22.5705826, 114.0437717 22.5706081, 114.0438554 22.5706358, 114.0439336 22.5706643, 114.0440074 22.5706949, 114.0440833 22.5707308, 114.0447713 22.5710727, 114.044847 22.5711081, 114.044922 22.5711402, 114.0449959 22.5711707, 114.0450741 22.5711989, 114.0451511 22.5712242, 114.0452307 22.5712469, 114.0452825 22.571261, 114.0453327 22.5712746, 114.0454049 22.5712902, 114.0454696 22.5713016, 114.0455251 22.5713091, 114.0456054 22.5713044, 114.045807 22.5713217, 114.0459908 22.5713264, 114.0461865 22.5713177, 114.0464511 22.5712917)",梅林路
8099204887,8099260620,0,996247151,True,2,secondary,False,179.464,"LINESTRING (114.0575411 22.5711996, 114.0557933 22.5711893)",梅林路
8099204887,8099308378,0,996247179,False,2,residential,True,155.664,"LINESTRING (114.0575411 22.5711996, 114.0575411 22.571299, 114.0575411 22.5713531, 114.0575184 22.5724983, 114.0575164 22.5725993)",梅丰路
8099204888,8099316393,0,783463649,True,3,secondary,False,236.371,"LINESTRING (114.0558228 22.5711204, 114.0581248 22.5711356)",梅林路
8099204889,8099212736,0,868923077,False,,residential,True,85.691,"LINESTRING (114.0524656 22.5710983, 114.0524672 22.5710377, 114.0524688 22.570977, 114.0524702 22.5709241, 114.0524796 22.5708651, 114.0525821 22.5704426, 114.0526097 22.570342)",黄祠街
8099204889,8099260756,0,996247166,True,3,secondary,False,133.875,"LINESTRING (114.0524656 22.5710983, 114.0525418 22.5710988, 114.0537694 22.5711069)",梅林路
8099204890,2311680467,0,782915633,False,,tertiary,True,131.46099999999998,"LINESTRING (114.0524822 22.5711698, 114.052482 22.5712316, 114.0524784 22.5722808, 114.0524658 22.5723511)",环林街
8099204890,8099204913,0,996247152,True,2,secondary,False,374.78200000000004,"LINESTRING (114.0524822 22.5711698, 114.0502933 22.5711569, 114.0488322 22.5711483)",梅林路
8099204894,8099204905,0,996247166,True,3,secondary,False,59.031,"LINESTRING (114.0488277 22.5710751, 114.0494026 22.5710782)",梅林路
8099204905,4315573161,0,432550533,False,,residential,False,68.753,"LINESTRING (114.0494026 22.5710782, 114.0494033 22.5709811, 114.0494071 22.5704599)",
8099204905,8099204889,0,996247166,True,3,secondary,False,314.51099999999997,"LINESTRING (114.0494026 22.5710782, 114.0505761 22.5710859, 114.0524656 22.5710983)",梅林路
8099204913,9053077320,0,783463638,True,1,secondary_link,False,45.821999999999996,"LINESTRING (114.0488322 22.5711483, 114.0487765 22.5711622, 114.0487282 22.5711801, 114.0486887 22.5712032, 114.0486395 22.5712429, 114.048568 22.5713066, 114.0485271 22.5713492, 114.0484906 22.5713971)",
8099204913,9053077312,0,1052240242,True,2,secondary,False,30.785,"LINESTRING (114.0488322 22.5711483, 114.0486464 22.5711472, 114.0486187 22.5711482, 114.0485819 22.5711514, 114.0485332 22.5711587)",梅林路
8099212726,4315573161,0,432550538,False,,residential,True,139.094,"LINESTRING (114.0505899 22.5706369, 114.0500387 22.5706233, 114.0500387 22.5704648, 114.0494071 22.5704599)",
8099212736,4315573156,0,246568339,False,,residential,False,86.227,"LINESTRING (114.0526097 22.570342, 114.0534493 22.5703579)",
8099212736,4315573153,0,246568339,False,,residential,True,73.928,"LINESTRING (114.0526097 22.570342, 114.0519009 22.5702252)",
8099212736,8099204889,0,868923077,False,,residential,False,85.69099999999999,"LINESTRING (114.0526097 22.570342, 114.0525821 22.5704426, 114.0524796 22.5708651, 114.0524702 22.5709241, 114.0524688 22.570977, 114.0524672 22.5710377, 114.0524656 22.5710983)",黄祠街
8099212791,8099316507,0,868936133,False,,secondary,False,84.605,"LINESTRING (114.058435 22.5754194, 114.0584523 22.5746587)",凯丰路
8099260620,8099260795,0,996247151,True,2,secondary,False,150.868,"LINESTRING (114.0557933 22.5711893, 114.054324 22.5711807)",梅林路
8099260620,8099260775,0,868929622,False,2,residential,False,115.043,"LINESTRING (114.0557933 22.5711893, 114.055792 22.5712543, 114.0557911 22.5712964, 114.0557774 22.5722238)",梅康路
8099260622,8099260628,0,868929622,False,2,residential,True,147.825,"LINESTRING (114.0557307 22.5753745, 114.0557321 22.5752799, 114.0557473 22.5742569, 114.0557481 22.5742024, 114.0557504 22.5740452)",梅康路
8099260627,2311667555,0,535832116,False,2,residential,False,7.62,"LINESTRING (114.0540426 22.5740177, 114.0539684 22.5740165)",八一路
8099260627,8099260628,0,535832116,False,2,residential,True,175.377,"LINESTRING (114.0540426 22.5740177, 114.0540979 22.5740186, 114.0556293 22.5740433, 114.0557504 22.5740452)",八一路
8099260627,8099260704,0,996247167,True,,secondary,False,262.718,"LINESTRING (114.0540426 22.5740177, 114.0540414 22.5740752, 114.0540406 22.5741117, 114.0540163 22.5752651, 114.0540146 22.5753465, 114.0540128 22.5754335, 114.0539962 22.5762198, 114.0539943 22.576248, 114.0539902 22.5762747, 114.0539857 22.5762973, 114.053978 22.5763268, 114.0539699 22.5763526, 114.0539615 22.5763761)",中康路
8099260628,8099260627,0,535832116,False,2,residential,False,175.377,"LINESTRING (114.0557504 22.5740452, 114.0556293 22.5740433, 114.0540979 22.5740186, 114.0540426 22.5740177)",八一路
8099260628,8099308392,0,535832116,False,2,residential,True,85.018,"LINESTRING (114.0557504 22.5740452, 114.0558731 22.5740472, 114.0565783 22.5740586)",八一路
8099260628,8099260622,0,868929622,False,2,residential,False,147.82500000000002,"LINESTRING (114.0557504 22.5740452, 114.0557481 22.5742024, 114.0557473 22.5742569, 114.0557321 22.5752799, 114.0557307 22.5753745)",梅康路
8099260628,5192417582,0,868929622,False,2,residential,True,82.047,"LINESTRING (114.0557504 22.5740452, 114.0557526 22.5738964, 114.05576 22.5733979, 114.0557613 22.5733074)",梅康路
8099260642,8099204890,0,"[996247152, 996247182]",True,2,secondary,False,132.499,"LINESTRING (114.0537726 22.5711774, 114.0532959 22.5711746, 114.0525441 22.5711702, 114.0524822 22.5711698)",梅林路
8099260653,8099260642,0,868929623,True,1,secondary_link,False,37.715,"LINESTRING (114.0540137 22.5714148, 114.0539969 22.5713655, 114.0539791 22.571333, 114.0539483 22.5712905, 114.0539374 22.5712786, 114.0539123 22.5712556, 114.053871 22.5712248, 114.0538264 22.5711998, 114.0537726 22.5711774)",
8099260653,8099260761,0,1059172710,True,,secondary,False,26.234,"LINESTRING (114.0540137 22.5714148, 114.0540158 22.5712972, 114.0540165 22.5712589, 114.0540179 22.5711789)",中康路
8099260693,8099260704,0,375685620,False,2,tertiary,True,7.372,"LINESTRING (114.0538985 22.5763443, 114.0539615 22.5763761)",梅坳八路
8099260693,2311674629,0,"[1077210496, 375685620]",False,2,"['residential', 'tertiary']",False,1252.1740000000004,"LINESTRING (114.0538985 22.5763443, 114.0537365 22.5762621, 114.0537017 22.5762444, 114.0532041 22.5759635, 114.0531436 22.575925, 114.0527842 22.5756476, 114.0526394 22.5754297, 114.0524731 22.5751325, 114.0523443 22.574974, 114.0520225 22.5745777, 114.0518937 22.5743598, 114.0514616 22.5733577, 114.0512983 22.5731164, 114.0510968 22.5729862, 114.0506838 22.5727979, 114.0504306 22.5727103, 114.0501785 22.5727078, 114.0500282 22.5727215, 114.0498941 22.5727542, 114.0498407 22.5727682, 114.0497988 22.5727803, 114.0497034 22.572811, 114.0496216 22.57284, 114.0495777 22.5728565, 114.049472 22.5729047, 114.0494357 22.5729219, 114.0493547 22.5729875, 114.0492815 22.5730581, 114.0491832 22.5731747, 114.0490857 22.5733132, 114.0488215 22.5738184, 114.0486053 22.5742533, 114.048454 22.5745348, 114.0483304 22.5747647, 114.048214 22.5748921, 114.0480689 22.5750018, 114.0479115 22.5750865, 114.0477443 22.5751709, 114.0474071 22.5752705, 114.0460806 22.5752952, 114.0460297 22.5752961, 114.0460196 22.5752963, 114.0452103 22.5753113, 114.0451927 22.5753116, 114.0451808 22.5753118, 114.0451014 22.5753133)",梅坳八路
8099260693,2311667555,0,996247149,True,,secondary,False,259.23699999999997,"LINESTRING (114.0538985 22.5763443, 114.053908 22.5763148, 114.053916 22.5762865, 114.0539224 22.5762579, 114.0539276 22.5762267, 114.0539304 22.5761948, 114.0539437 22.5754298, 114.0539452 22.5753455, 114.0539466 22.5752626, 114.0539667 22.5741101, 114.0539674 22.5740727, 114.0539684 22.5740165)",中康路
8099260704,8099260693,0,375685620,False,2,tertiary,False,7.372,"LINESTRING (114.0539615 22.5763761, 114.0538985 22.5763443)",梅坳八路
8099260704,2311661673,0,375685620,False,2,tertiary,True,121.03299999999999,"LINESTRING (114.0539615 22.5763761, 114.0540946 22.5764432, 114.054121 22.5764566, 114.054353 22.5765739, 114.0543962 22.5765919, 114.0544367 22.5766067, 114.0544839 22.5766191, 114.0545275 22.5766287, 114.054572 22.5766358, 114.0546279 22.5766406, 114.0550739 22.5766577)",梅坳八路
8099260704,8099260726,0,868929624,True,2,tertiary,False,102.892,"LINESTRING (114.0539615 22.5763761, 114.05395 22.5764085, 114.0539368 22.5764423, 114.0539231 22.5764751, 114.0539063 22.5765109, 114.0536518 22.5770303, 114.0536295 22.5770758, 114.0535576 22.5772226)",梅坳二路
8099260708,2311667568,0,456981392,False,,residential,True,38.644,"LINESTRING (114.0523893 22.5796023, 114.0527284 22.5797531)",梅坳五路
8099260708,2311661712,0,996247168,False,,residential,False,6.53,"LINESTRING (114.0523893 22.5796023, 114.0523316 22.5795776)",梅坳五路
8099260725,8099260726,0,456981391,False,,residential,False,6.973,"LINESTRING (114.0534957 22.5771968, 114.0535576 22.5772226)",梅坳七路
8099260725,8099260693,0,34900290,True,2,tertiary,False,103.47099999999999,"LINESTRING (114.0534957 22.5771968, 114.0535663 22.5770523, 114.0535912 22.5770012, 114.0538431 22.5764853, 114.0538592 22.5764495, 114.0538696 22.5764246, 114.0538786 22.5763998, 114.0538888 22.5763718, 114.0538985 22.5763443)",梅坳二路
8099260725,2311661737,0,"[456981393, 456981391]",False,,residential,True,225.24,"LINESTRING (114.0534957 22.5771968, 114.0533183 22.5771228, 114.0526877 22.5768599, 114.0525233 22.5771957, 114.0521525 22.5779611)","['梅坳一路', '梅坳七路']"
8099260726,8099260725,0,456981391,False,,residential,True,6.973,"LINESTRING (114.0535576 22.5772226, 114.0534957 22.5771968)",梅坳七路
8099260726,2311661679,0,456981391,False,,residential,False,117.176,"LINESTRING (114.0535576 22.5772226, 114.0537116 22.5772868, 114.0544392 22.5775902, 114.0545977 22.5776563)",梅坳七路
8099260726,8099260732,0,868929624,True,2,tertiary,False,134.727,"LINESTRING (114.0535576 22.5772226, 114.0535116 22.5773165, 114.0534891 22.5773625, 114.0531143 22.5781274, 114.0530934 22.5781699, 114.0530167 22.5783265)",梅坳二路
8099260731,8099260732,0,222184260,False,,residential,False,6.791,"LINESTRING (114.0529566 22.578301, 114.0530167 22.5783265)",梅坳六路
8099260731,8099260725,0,34900290,True,2,tertiary,False,134.681,"LINESTRING (114.0529566 22.578301, 114.0530329 22.5781447, 114.0530585 22.5780923, 114.0534245 22.5773426, 114.0534499 22.5772906, 114.0534957 22.5771968)",梅坳二路
8099260731,2311661737,0,222184260,False,,residential,True,90.80000000000001,"LINESTRING (114.0529566 22.578301, 114.0528077 22.5782378, 114.0522506 22.5780014, 114.0521525 22.5779611)",梅坳六路
8099260732,8099260731,0,222184260,False,,residential,True,6.791,"LINESTRING (114.0530167 22.5783265, 114.0529566 22.578301)",梅坳六路
8099260732,2311661750,0,222184260,False,,residential,False,118.209,"LINESTRING (114.0530167 22.5783265, 114.0531544 22.578385, 114.0538531 22.5786815, 114.0538916 22.5786993, 114.0540593 22.5787772)",梅坳六路
8099260732,8099260708,0,868929624,True,2,tertiary,False,155.803,"LINESTRING (114.0530167 22.5783265, 114.0529421 22.5784787, 114.0529197 22.5785245, 114.0527638 22.5788426, 114.0524949 22.5793915, 114.0524715 22.5794382, 114.0523893 22.5796023)",梅坳二路
8099260756,8099260745,0,868929625,True,1,secondary_link,False,43.519999999999996,"LINESTRING (114.0537694 22.5711069, 114.053785 22.5711054, 114.0537967 22.5711042, 114.0538102 22.571102, 114.0538256 22.5710985, 114.0538399 22.5710937, 114.0538542 22.5710869, 114.0538688 22.5710783, 114.053882 22.5710691, 114.0538948 22.5710592, 114.0539079 22.5710484, 114.0539235 22.5710344, 114.0539375 22.5710213, 114.0539509 22.5710073, 114.0539661 22.5709889, 114.053979 22.5709701, 114.0539895 22.5709512, 114.0539982 22.5709329, 114.0540046 22.5709151, 114.0540105 22.5708973, 114.0540152 22.5708806, 114.0540189 22.5708648, 114.0540209 22.5708522, 114.0540239 22.5708328)",
8099260756,8099260762,0,996247166,True,3,secondary,False,25.639000000000003,"LINESTRING (114.0537694 22.5711069, 114.0538879 22.5711077, 114.0539316 22.571108, 114.0540191 22.5711085)",梅林路
8099260761,8099260762,0,868923082,True,,secondary,False,7.829,"LINESTRING (114.0540179 22.5711789, 114.0540191 22.5711085)",中康路
8099260761,8099260642,0,1052240231,True,2,secondary,False,25.186999999999998,"LINESTRING (114.0540179 22.5711789, 114.0539312 22.5711784, 114.0538927 22.5711781, 114.0537726 22.5711774)",梅林路
8099260762,8099260772,0,996247166,True,3,secondary,False,8.718,"LINESTRING (114.0540191 22.5711085, 114.054104 22.5711091)",梅林路
8099260762,8099260745,0,868923082,True,,secondary,False,30.660999999999998,"LINESTRING (114.0540191 22.5711085, 114.0540204 22.5710336, 114.0540212 22.570989, 114.0540239 22.5708328)",中康路
8099260771,8099260761,0,1059172711,True,2,secondary,False,8.687,"LINESTRING (114.0541025 22.5711794, 114.0540179 22.5711789)",梅林路
8099260771,8099260787,0,996247167,True,,secondary,False,20.119,"LINESTRING (114.0541025 22.5711794, 114.0541008 22.5712597, 114.0540987 22.5713603)",中康路
8099260772,8099260771,0,1052240232,True,,secondary,False,7.819,"LINESTRING (114.054104 22.5711091, 114.0541025 22.5711794)",中康路
8099260772,8099260803,0,1059172713,True,3,secondary,False,24.201999999999998,"LINESTRING (114.054104 22.5711091, 114.0541465 22.5711094, 114.0541826 22.5711096, 114.0543397 22.5711106)",梅林路
8099260775,5192417567,0,868929622,False,2,residential,False,38.232,"LINESTRING (114.0557774 22.5722238, 114.0557723 22.5725676)",梅康路
8099260775,8099260620,0,868929622,False,2,residential,True,115.043,"LINESTRING (114.0557774 22.5722238, 114.0557911 22.5712964, 114.055792 22.5712543, 114.0557933 22.5711893)",梅康路
8099260775,8099260776,0,868929626,False,,residential,True,174.207,"LINESTRING (114.0557774 22.5722238, 114.0557021 22.5722238, 114.0556639 22.5722238, 114.0541686 22.5722042, 114.0541453 22.5722041, 114.0540809 22.5722038)",
8099260776,8099260775,0,868929626,False,,residential,False,174.207,"LINESTRING (114.0540809 22.5722038, 114.0541453 22.5722041, 114.0541686 22.5722042, 114.0556639 22.5722238, 114.0557021 22.5722238, 114.0557774 22.5722238)",
8099260776,8099260627,0,996247167,True,,secondary,False,201.73499999999999,"LINESTRING (114.0540809 22.5722038, 114.0540771 22.5723856, 114.0540459 22.5738633, 114.0540426 22.5740177)",中康路
8099260787,8099260776,0,996247167,True,,secondary,False,93.81099999999999,"LINESTRING (114.0540987 22.5713603, 114.0540836 22.5720772, 114.0540809 22.5722038)",中康路
