u,v,key,osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,access,bridge
2885180152,564275607,0,996519904,True,笋岗东路,primary,,False,56.843,,"LINESTRING (114.0999442 22.5586148, 114.0996243 22.5586106, 114.0993907 22.5586076)",,
2885180242,8559967642,0,284814244,True,,primary_link,,False,64.502,,"LINESTRING (114.0987806 22.5584685, 114.0988797 22.5584416, 114.098973 22.5584045, 114.0990574 22.5583524, 114.0991302 22.558287, 114.0991841 22.5582235, 114.0992236 22.5581064)",,
2885180242,564275583,0,996647553,True,笋岗西路,primary,60,False,45.866,,"LINESTRING (114.0987806 22.5584685, 114.0990298 22.558472, 114.0992272 22.5584746)",,
2885180245,564275605,0,996762402,True,红岭北路,primary,,False,54.83,4,"LINESTRING (114.0994074 22.5579821, 114.0994007 22.5582844, 114.0993965 22.5584751)",,
2885180295,7601261173,0,259359563,True,红岭北路,primary,,False,12.756,4,"LINESTRING (114.0993887 22.5590893, 114.0993866 22.559204)",,
2885180304,2885151948,0,996647555,True,笋岗西路,primary,,False,354.548,,"LINESTRING (114.0987319 22.5585945, 114.0952799 22.5585304)",,
2885232827,2885151922,0,393911183,True,八卦一路,tertiary,,False,115.799,2,"LINESTRING (114.0957949 22.5598346, 114.0969224 22.5598541)",,
2885232827,2885232854,0,958581827,False,,unclassified,,False,56.079,,"LINESTRING (114.0957949 22.5598346, 114.0958011 22.5593303)",,
2885232854,2885232827,0,958581827,False,,unclassified,,True,56.079,,"LINESTRING (114.0958011 22.5593303, 114.0957949 22.5598346)",,
2887810063,6280023592,0,285098701,True,,primary_link,,False,209.04699999999997,,"LINESTRING (114.0818923 22.5598528, 114.0819617 22.5597174, 114.0819805 22.5595958, 114.0819421 22.5594565, 114.0814871 22.5588017, 114.0813538 22.5586197, 114.0812295 22.5584995, 114.0810766 22.5584496, 114.0809202 22.5584094)",,
2887851432,1123368600,0,643527678,False,百花四路,tertiary,20,False,9.339,2,"LINESTRING (114.0840954 22.5550419, 114.0841578 22.555103)",,
2887851432,1123371507,0,643527678,False,百花四路,tertiary,20,True,97.829,2,"LINESTRING (114.0840954 22.5550419, 114.0834416 22.554402)",,
2887851432,2887859151,0,285102976,False,,residential,,True,154.674,,"LINESTRING (114.0840954 22.5550419, 114.0834087 22.5556767, 114.0834044 22.5561704)",,
2887859138,3012222313,0,"[691162628, 332091237, 332091238]",False,百花七路,residential,,False,154.43499999999997,,"LINESTRING (114.0838891 22.5517009, 114.0838637 22.552055, 114.0838579 22.5521448, 114.0838526 22.5522737, 114.0838472 22.5524022, 114.0838405 22.5529282, 114.0838385 22.5530886)",no,
2887859138,564275743,0,643527685,True,红荔路,secondary,50,False,240.788,,"LINESTRING (114.0838891 22.5517009, 114.0837381 22.551714, 114.0836384 22.5517171, 114.0835186 22.5517166, 114.0815453 22.5516893)",,
2887859151,1123370194,0,96938591,False,百花六路,residential,,False,158.52500000000003,,"LINESTRING (114.0834044 22.5561704, 114.0839528 22.5561738, 114.0840606 22.5561638, 114.0841674 22.5561387, 114.0842715 22.5561018, 114.0843812 22.5560469, 114.0844846 22.5559788, 114.0847965 22.5557281)",,
2887859151,2887859156,0,96938591,False,百花六路,residential,,True,145.17499999999998,,"LINESTRING (114.0834044 22.5561704, 114.0833264 22.5561699, 114.0819907 22.5561615)",,
2887859151,2887851432,0,285102976,False,,residential,,False,154.674,,"LINESTRING (114.0834044 22.5561704, 114.0834087 22.5556767, 114.0840954 22.5550419)",,
2887859156,2887859151,0,96938591,False,百花六路,residential,,False,145.17499999999998,,"LINESTRING (114.0819907 22.5561615, 114.0833264 22.5561699, 114.0834044 22.5561704)",,
2887859156,1123370190,0,96938591,False,百花六路,residential,,True,52.352,,"LINESTRING (114.0819907 22.5561615, 114.0815247 22.5561586, 114.0814809 22.5561583)",,
2887859156,1876814366,0,285102989,False,,residential,,True,280.82099999999997,,"LINESTRING (114.0819907 22.5561615, 114.0819642 22.5553472, 114.0819535 22.5552506, 114.0819669 22.5551862, 114.0820055 22.5551275, 114.0820619 22.5550805, 114.0821332 22.5550549, 114.082314 22.5549913, 114.0824551 22.5549162, 114.0825473 22.5548352, 114.0830896 22.554097)",,
2926079552,7180438518,0,96946621,False,园岭东路,tertiary,,False,58.067,2,"LINESTRING (114.0970042 22.5532885, 114.0970064 22.5527663)",,
2926079552,1923784629,0,96946621,False,园岭东路,tertiary,,True,34.404,2,"LINESTRING (114.0970042 22.5532885, 114.0970029 22.5535979)",,
2926079553,2926079552,0,289050981,True,八角楼二街,residential,,False,99.138,1,"LINESTRING (114.0960388 22.5532887, 114.0970042 22.5532885)",,
2926079553,2926079555,0,96945488,False,园岭三街,residential,,False,69.187,2,"LINESTRING (114.0960388 22.5532887, 114.0960359 22.5538284, 114.0960355 22.5539109)",,
2926079553,8201901263,0,96945488,False,园岭三街,residential,,True,155.858,2,"LINESTRING (114.0960388 22.5532887, 114.0960368 22.5529593, 114.096031 22.5519882, 114.0960321 22.5519562, 114.0960342 22.5518871)",,
2926079554,1923784629,0,96946621,False,园岭东路,tertiary,,False,35.705,2,"LINESTRING (114.0970016 22.553919, 114.0970029 22.5535979)",,
2926079554,2926079555,0,289050984,True,八角楼一街,residential,,False,99.214,1,"LINESTRING (114.0970016 22.553919, 114.0960355 22.5539109)",,
2926079554,7174533105,0,96946621,False,园岭东路,tertiary,,True,74.723,2,"LINESTRING (114.0970016 22.553919, 114.097001 22.554073, 114.0969988 22.554591)",,
2926079555,1123433068,0,96945488,False,园岭三街,residential,,False,27.499,2,"LINESTRING (114.0960355 22.5539109, 114.0960341 22.5541582)",,
2926079555,2926079553,0,96945488,False,园岭三街,residential,,True,69.187,2,"LINESTRING (114.0960355 22.5539109, 114.0960359 22.5538284, 114.0960388 22.5532887)",,
3002384325,3002384946,0,296436604,False,,residential,,False,72.223,,"LINESTRING (114.0866114 22.5538515, 114.0861309 22.5533772)",,
3002384325,3002384328,0,296436604,False,,residential,,True,132.941,,"LINESTRING (114.0866114 22.5538515, 114.0874966 22.5547239)",,
3002384325,3002384948,0,296436605,False,,residential,,True,124.314,,"LINESTRING (114.0866114 22.5538515, 114.0857411 22.5546286)",,
3002384328,3002384325,0,296436604,False,,residential,,False,132.941,,"LINESTRING (114.0874966 22.5547239, 114.0866114 22.5538515)",,
3002384328,3002384329,0,296436608,False,,residential,,False,65.652,,"LINESTRING (114.0874966 22.5547239, 114.0879584 22.5543156)",,
3002384328,3002384941,0,296436604,False,,residential,,True,211.36599999999999,,"LINESTRING (114.0874966 22.5547239, 114.0874867 22.5551541, 114.087476 22.5552595, 114.0874533 22.5553648, 114.0874172 22.5554371, 114.0873427 22.5555249, 114.0865305 22.5562826)",,
3002384329,3002384328,0,296436608,False,,residential,,True,65.652,,"LINESTRING (114.0879584 22.5543156, 114.0874966 22.5547239)",,
3002384329,1123369099,0,643527680,False,百花二路,tertiary,,False,52.819,,"LINESTRING (114.0879584 22.5543156, 114.0883148 22.5546581)",,
3002384329,3012222559,0,643527680,False,百花二路,tertiary,,True,77.155,,"LINESTRING (114.0879584 22.5543156, 114.0874378 22.5538153)",,
3002384330,278217359,0,25529061,False,百花三路,tertiary,20,True,89.09,2,"LINESTRING (114.0871054 22.556808, 114.0864861 22.5573691)",,
3002384330,278217366,0,25529061,False,百花三路,tertiary,20,False,255.192,2,"LINESTRING (114.0871054 22.556808, 114.0882008 22.5558235, 114.0888855 22.5552066)",,
3002384330,3002384941,0,296436610,False,,residential,,False,83.056,,"LINESTRING (114.0871054 22.556808, 114.0869564 22.5566718, 114.0865305 22.5562826)",,
3002384933,1123368600,0,96938400,False,百花五路,tertiary,20,False,152.787,2,"LINESTRING (114.0852381 22.5541582, 114.0841578 22.555103)",,
3002384933,3002384948,0,296436610,False,,residential,,True,73.512,,"LINESTRING (114.0852381 22.5541582, 114.0857411 22.5546286)",,
3002384933,3002384946,0,96938400,False,百花五路,tertiary,20,True,126.283,2,"LINESTRING (114.0852381 22.5541582, 114.0857999 22.5536668, 114.0861309 22.5533772)",,
3002384941,3002384328,0,296436604,False,,residential,,False,211.366,,"LINESTRING (114.0865305 22.5562826, 114.0873427 22.5555249, 114.0874172 22.5554371, 114.0874533 22.5553648, 114.087476 22.5552595, 114.0874867 22.5551541, 114.0874966 22.5547239)",,
3002384941,3002384948,0,296436610,False,,residential,,False,217.99699999999999,,"LINESTRING (114.0865305 22.5562826, 114.0862015 22.555982, 114.0862166 22.5550757, 114.0857411 22.5546286)",,
3002384941,3002384330,0,296436610,False,,residential,,True,83.056,,"LINESTRING (114.0865305 22.5562826, 114.0869564 22.5566718, 114.0871054 22.556808)",,
3002384946,3002384325,0,296436604,False,,residential,,True,72.223,,"LINESTRING (114.0861309 22.5533772, 114.0866114 22.5538515)",,
3002384946,3002384933,0,96938400,False,百花五路,tertiary,20,False,126.283,2,"LINESTRING (114.0861309 22.5533772, 114.0857999 22.5536668, 114.0852381 22.5541582)",,
3002384946,1123368602,0,96938400,False,百花五路,tertiary,20,True,64.024,2,"LINESTRING (114.0861309 22.5533772, 114.0862844 22.553243, 114.0865836 22.5529813)",,
3002384948,3002384325,0,296436605,False,,residential,,False,124.314,,"LINESTRING (114.0857411 22.5546286, 114.0866114 22.5538515)",,
3002384948,3002384933,0,296436610,False,,residential,,False,73.512,,"LINESTRING (114.0857411 22.5546286, 114.0852381 22.5541582)",,
3002384948,3002384941,0,296436610,False,,residential,,True,217.99699999999999,,"LINESTRING (114.0857411 22.5546286, 114.0862166 22.5550757, 114.0862015 22.555982, 114.0865305 22.5562826)",,
3012222266,3012222507,0,297348507,False,,residential,,False,30.39,,"LINESTRING (114.080202 22.5526744, 114.0801998 22.5529477)",,
3012222276,3012222507,0,297348498,False,,residential,,True,127.669,,"LINESTRING (114.081443 22.5529555, 114.0801998 22.5529477)",,
3012222276,564275745,0,863702727,True,华强北路,secondary,,False,141.019,,"LINESTRING (114.081443 22.5529555, 114.0814613 22.5516874)",,
3012222313,1123368599,0,297348499,False,,residential,,True,210.641,,"LINESTRING (114.0838385 22.5530886, 114.0828573 22.5530781, 114.0827963 22.5530863, 114.0827554 22.5531079, 114.0827366 22.5531425, 114.0827189 22.5539913)",,
3012222313,1123371507,0,332091238,False,百花七路,residential,,False,161.11599999999999,,"LINESTRING (114.0838385 22.5530886, 114.0838335 22.5538778, 114.083829 22.553935, 114.0838159 22.5539954, 114.0837953 22.5540504, 114.0837687 22.5540966, 114.0837338 22.5541403, 114.083685 22.5541873, 114.0834416 22.554402)",,
3012222313,2887859138,0,"[691162628, 332091237, 332091238]",False,百花七路,residential,,True,154.435,,"LINESTRING (114.0838385 22.5530886, 114.0838405 22.5529282, 114.0838472 22.5524022, 114.0838526 22.5522737, 114.0838579 22.5521448, 114.0838637 22.552055, 114.0838891 22.5517009)",no,
3012222320,3012222511,0,297348505,False,,residential,,False,60.417,,"LINESTRING (114.0807733 22.5533803, 114.0801973 22.5532696)",,
3012222507,3012222276,0,297348498,False,,residential,,False,127.669,,"LINESTRING (114.0801998 22.5529477, 114.081443 22.5529555)",,
3012222507,3012222511,0,297348507,False,,residential,,False,35.795,,"LINESTRING (114.0801998 22.5529477, 114.0801973 22.5532696)",,
3012222507,3012222266,0,297348507,False,,residential,,True,30.39,,"LINESTRING (114.0801998 22.5529477, 114.080202 22.5526744)",,
3012222511,3012222320,0,297348505,False,,residential,,True,60.417,,"LINESTRING (114.0801973 22.5532696, 114.0807733 22.5533803)",,
3012222511,3012222507,0,297348507,False,,residential,,True,35.795,,"LINESTRING (114.0801973 22.5532696, 114.0801998 22.5529477)",,
3012222546,6485116784,0,"[691162578, 297348506]",False,,residential,,False,62.184000000000005,,"LINESTRING (114.0900153 22.551793, 114.0900135 22.5519422, 114.0900093 22.5522943, 114.0900086 22.5523522)",,
3012222546,1876814360,0,643527685,True,红荔路,secondary,50,False,225.791,,"LINESTRING (114.0900153 22.551793, 114.0890396 22.551774, 114.0884642 22.5517628, 114.0884127 22.5517619, 114.087817 22.5517544)",,
3012222559,3002384329,0,643527680,False,百花二路,tertiary,,False,77.155,,"LINESTRING (114.0874378 22.5538153, 114.0879584 22.5543156)",,
3012222559,3012222568,0,297348540,False,,residential,,False,371.303,,"LINESTRING (114.0874378 22.5538153, 114.0882399 22.5532397, 114.0885229 22.5529398, 114.0894488 22.5529503, 114.0895005 22.5530206, 114.0894803 22.5540836)",,
3012222559,1123368602,0,643527680,False,百花二路,tertiary,,True,127.65100000000001,,"LINESTRING (114.0874378 22.5538153, 114.0871269 22.5535117, 114.0865836 22.5529813)",,
3012222568,9946843954,0,96938449,False,百花一路,residential,,False,10.436,,"LINESTRING (114.0894803 22.5540836, 114.0895819 22.5540855)",,
3012222568,1123369099,0,96938449,False,百花一路,residential,,True,141.524,,"LINESTRING (114.0894803 22.5540836, 114.0893023 22.5540829, 114.0892151 22.55409, 114.0890978 22.5541117, 114.0889828 22.554146, 114.0888777 22.5541954, 114.0887806 22.5542612, 114.0883148 22.5546581)",,
3012222568,3012222559,0,297348540,False,,residential,,True,371.303,,"LINESTRING (114.0894803 22.5540836, 114.0895005 22.5530206, 114.0894488 22.5529503, 114.0885229 22.5529398, 114.0882399 22.5532397, 114.0874378 22.5538153)",,
3070069723,7236155493,0,996625962,True,红岭中路,primary,,False,85.035,,"LINESTRING (114.0995307 22.5520052, 114.0995148 22.5527698)",,
3070069723,8201901251,0,996762398,True,红荔路,secondary,,False,22.768,,"LINESTRING (114.0995307 22.5520052, 114.0994582 22.5519848, 114.0993993 22.5519679, 114.0993169 22.5519517)",,
3082167109,3082204985,0,303790854,False,,unclassified,,True,152.876,,"LINESTRING (114.0817872 22.5507225, 114.0819064 22.5507246, 114.0820866 22.5507278, 114.0830127 22.5507396, 114.0832757 22.5507433)",,
3082167110,3082205004,0,643527683,True,华发北路,secondary,40,False,83.163,2,"LINESTRING (114.0839809 22.5507532, 114.083994 22.5500054)",yes,
3082167110,3082204985,0,303790854,False,,unclassified,,False,72.434,,"LINESTRING (114.0839809 22.5507532, 114.083909 22.5507495, 114.0832757 22.5507433)",,
3082204975,3082205002,0,303794312,False,,residential,,True,29.613,,"LINESTRING (114.0849066 22.5512673, 114.0849152 22.5510011)",,
3082204976,3082205001,0,303794300,False,,residential,,False,56.047,,"LINESTRING (114.0862054 22.5500348, 114.0867511 22.5500429)",,
3082204976,3082205008,0,303794318,False,,residential,,True,19.755,,"LINESTRING (114.0862054 22.5500348, 114.0862002 22.5502124)",,
3082204985,3082167109,0,303790854,False,,unclassified,,False,152.87599999999998,,"LINESTRING (114.0832757 22.5507433, 114.0830127 22.5507396, 114.0820866 22.5507278, 114.0819064 22.5507246, 114.0817872 22.5507225)",,
3082204985,3082167110,0,303790854,False,,unclassified,,True,72.434,,"LINESTRING (114.0832757 22.5507433, 114.083909 22.5507495, 114.0839809 22.5507532)",,
3082205001,3082204976,0,303794300,False,,residential,,True,56.047,,"LINESTRING (114.0867511 22.5500429, 114.0862054 22.5500348)",,
3082205002,3082204975,0,303794312,False,,residential,,False,29.613,,"LINESTRING (114.0849152 22.5510011, 114.0849066 22.5512673)",,
3082205002,3082205027,0,303794312,False,,residential,,True,89.263,,"LINESTRING (114.0849152 22.5510011, 114.0849413 22.5501987)",,
3082205002,3082205023,0,303794323,False,,residential,,True,85.596,,"LINESTRING (114.0849152 22.5510011, 114.0857484 22.5510223)",,
3082205002,3082205012,0,303794323,False,,residential,,False,106.888,,"LINESTRING (114.0849152 22.5510011, 114.0843487 22.5509875, 114.084346 22.5511609, 114.0840597 22.5511544)",,
3082205008,3082204976,0,303794318,False,,residential,,False,19.755,,"LINESTRING (114.0862002 22.5502124, 114.0862054 22.5500348)",,
3082205008,3082205027,0,303794325,False,,residential,,True,129.29,,"LINESTRING (114.0862002 22.5502124, 114.0849413 22.5501987)",,
3082205008,3082207443,0,303794318,False,,residential,,True,84.58500000000001,,"LINESTRING (114.0862002 22.5502124, 114.0861944 22.5502888, 114.0861909 22.5509729)",,
3082205012,1699005787,0,"[643527684, 25531349]",True,华发北路,secondary,40,False,67.254,1,"LINESTRING (114.0840597 22.5511544, 114.0840561 22.5514075, 114.084062 22.5514499, 114.0840782 22.5514884, 114.0841023 22.5515189, 114.0841374 22.5515494, 114.0841781 22.5515726, 114.0842176 22.5515893, 114.0842626 22.5516025, 114.084324 22.551612)",yes,
3082205012,3082205002,0,303794323,False,,residential,,True,106.888,,"LINESTRING (114.0840597 22.5511544, 114.084346 22.5511609, 114.0843487 22.5509875, 114.0849152 22.5510011)",,
3082205023,3082205002,0,303794323,False,,residential,,False,85.596,,"LINESTRING (114.0857484 22.5510223, 114.0849152 22.5510011)",,
3082205027,3082205002,0,303794312,False,,residential,,False,89.263,,"LINESTRING (114.0849413 22.5501987, 114.0849152 22.5510011)",,
3082205027,3082205008,0,303794325,False,,residential,,False,129.29,,"LINESTRING (114.0849413 22.5501987, 114.0862002 22.5502124)",,
3082205027,1699005789,0,303794325,False,,residential,,True,89.11699999999999,,"LINESTRING (114.0849413 22.5501987, 114.0844989 22.5501912, 114.0842949 22.5501916, 114.0840736 22.5501892)",,
3082207443,3082205008,0,303794318,False,,residential,,False,84.58500000000001,,"LINESTRING (114.0861909 22.5509729, 114.0861944 22.5502888, 114.0862002 22.5502124)",,
4127126154,1123433067,0,96945487,False,园岭四街,residential,,False,73.734,2,"LINESTRING (114.091809 22.5541255, 114.091091 22.5541199)",,
4127126154,7205081118,0,818397549,False,园岭西路,residential,,True,65.658,2,"LINESTRING (114.091809 22.5541255, 114.0917989 22.5547159)",,
4127126154,1123433895,0,96945487,False,园岭四街,residential,,True,132.60899999999998,2,"LINESTRING (114.091809 22.5541255, 114.0921413 22.554128, 114.0927658 22.5541329, 114.0931003 22.5541355)",,
4493600690,2091821669,0,1050682021,False,八卦路,tertiary,,False,134.611,,"LINESTRING (114.0946588 22.5586043, 114.0946146 22.5598142)",,
4493600690,2885153108,0,284811739,True,,primary_link,,False,83.913,,"LINESTRING (114.0946588 22.5586043, 114.0944322 22.5586013, 114.0942472 22.5585815, 114.0938502 22.5585108)",,
4493600691,1123454279,0,96946455,False,园岭东路,tertiary,,True,65.599,,"LINESTRING (114.0974674 22.557119, 114.0974749 22.5565291)",,
4493600691,2885151926,0,96946522,False,园岭六街,residential,,False,49.189,2,"LINESTRING (114.0974674 22.557119, 114.0969884 22.5571153)",,
4493600691,2885153126,0,96946455,False,园岭东路,tertiary,,False,147.95499999999998,,"LINESTRING (114.0974674 22.557119, 114.0974667 22.5571736, 114.0974634 22.5574657, 114.0974622 22.5575295, 114.0974544 22.5581449, 114.0974505 22.5584495)",,
5619242029,564275666,0,771790236,True,上步中路,primary,40,False,86.41,2,"LINESTRING (114.0909774 22.5525949, 114.0909784 22.5518178)",,
5619242029,7205047180,0,771790239,True,,primary_link,,False,123.676,,"LINESTRING (114.0909774 22.5525949, 114.0908607 22.5522211, 114.0908329 22.5521319, 114.0907592 22.5519993, 114.0906948 22.5519337, 114.0906438 22.5518978, 114.0905714 22.5518631, 114.0904802 22.5518309, 114.0903836 22.5518136, 114.0903019 22.5517973)",,
6055901705,3082167110,0,"[643527683, 157650283]",True,华发北路,secondary,40,False,104.69,2,"LINESTRING (114.0837868 22.5516121, 114.0838115 22.5516074, 114.0838301 22.5516011, 114.0838506 22.5515922, 114.0838712 22.55158, 114.0838894 22.5515678, 114.0839061 22.5515538, 114.0839202 22.5515376, 114.0839318 22.5515204, 114.0839448 22.5514993, 114.0839559 22.5514739, 114.0839625 22.5514513, 114.0839671 22.5514279, 114.0839696 22.5514045, 114.0839809 22.5507532)",yes,
6055901705,1699005787,0,891126149,True,红荔路,secondary,50,False,55.167,,"LINESTRING (114.0837868 22.5516121, 114.0840824 22.551612, 114.084324 22.551612)",,
6280022183,8046357179,0,666576830,True,笋岗西路,primary,60,False,669.976,,"LINESTRING (114.0815878 22.5582171, 114.0818978 22.558228, 114.0821029 22.5582494, 114.082353 22.558332, 114.0825924 22.5583699, 114.0829707 22.5583687, 114.0832449 22.5583283, 114.0839446 22.5582025, 114.0842015 22.5581624, 114.0844638 22.5581422, 114.0862583 22.5581511, 114.0865595 22.5581846, 114.0868339 22.5582478, 114.0872785 22.5583802, 114.0874119 22.558406, 114.0875831 22.5584108, 114.0877331 22.5583931, 114.0880202 22.5583125)",,
6485116784,3012222546,0,"[691162578, 297348506]",False,,residential,,True,62.184000000000005,,"LINESTRING (114.0900086 22.5523522, 114.0900093 22.5522943, 114.0900135 22.5519422, 114.0900153 22.551793)",,
7174505057,7174505059,0,768475234,False,,residential,,True,83.132,,"LINESTRING (114.0931099 22.5535962, 114.0939193 22.5536098)",,
7174505057,8201901265,0,96945500,True,园岭一街,residential,,False,194.373,2,"LINESTRING (114.0931099 22.5535962, 114.0931131 22.5534187, 114.093115 22.5533099, 114.093121 22.552971, 114.0931215 22.5529437, 114.0931256 22.5527126, 114.0931297 22.5524837, 114.0931303 22.5524515, 114.0931396 22.5519116, 114.0931407 22.5518484)",,
7174505059,7174505057,0,768475234,False,,residential,,False,83.132,,"LINESTRING (114.0939193 22.5536098, 114.0931099 22.5535962)",,
7174533060,7174533061,0,768475248,False,,residential,,True,59.935,,"LINESTRING (114.0981056 22.5522447, 114.0981028 22.5527837)",,
7174533061,7174533060,0,768475248,False,,residential,,False,59.935,,"LINESTRING (114.0981028 22.5527837, 114.0981056 22.5522447)",,
7174533061,7205081127,0,768475248,False,,residential,,True,90.603,,"LINESTRING (114.0981028 22.5527837, 114.0980986 22.5535985)",,
7174533061,7180438517,0,769200016,False,,residential,,False,100.591,,"LINESTRING (114.0981028 22.5527837, 114.0990822 22.5527991)",,
7174533061,7180438518,0,769200016,False,,residential,,True,112.608,,"LINESTRING (114.0981028 22.5527837, 114.0970064 22.5527663)",,
7174533105,2885151961,0,96946621,False,园岭东路,tertiary,,True,54.386,2,"LINESTRING (114.0969988 22.554591, 114.0969968 22.5550801)",,
7174533105,2926079554,0,96946621,False,园岭东路,tertiary,,False,74.723,2,"LINESTRING (114.0969988 22.554591, 114.097001 22.554073, 114.0970016 22.553919)",,
7174533105,1123433068,0,768475262,False,,residential,,True,117.255,,"LINESTRING (114.0969988 22.554591, 114.0965528 22.5545865, 114.0960341 22.5541582)",,
7174533460,1123464430,0,771790275,True,园岭六街,residential,,False,84.553,2,"LINESTRING (114.0926238 22.5550747, 114.0926244 22.5558351)",,
7174533460,1123464436,0,768475370,False,园学路,residential,,False,190.932,2,"LINESTRING (114.0926238 22.5550747, 114.0936193 22.5550802, 114.0938319 22.5550814, 114.093867 22.5550883, 114.0939009 22.5551046, 114.0939252 22.5551296, 114.0939394 22.5551636, 114.0939413 22.5555225, 114.0939418 22.5556265)",,
7180438517,7174533061,0,769200016,False,,residential,,True,100.591,,"LINESTRING (114.0990822 22.5527991, 114.0981028 22.5527837)",,
7180438518,2926079552,0,96946621,False,园岭东路,tertiary,,True,58.067,2,"LINESTRING (114.0970064 22.5527663, 114.0970042 22.5532885)",,
7180438518,7174533061,0,769200016,False,,residential,,False,112.608,,"LINESTRING (114.0970064 22.5527663, 114.0981028 22.5527837)",,
7180438518,8201901287,0,96946621,False,园岭东路,tertiary,,False,96.31,2,"LINESTRING (114.0970064 22.5527663, 114.0970145 22.5520139, 114.0970148 22.5519822, 114.0970157 22.5519002)",,
7180438580,2885151961,0,259359564,True,园岭八街,tertiary,,False,155.474,,"LINESTRING (114.0954829 22.5550632, 114.0969968 22.5550801)",,
7180438580,7180438583,0,769200037,False,,residential,,True,63.929,,"LINESTRING (114.0954829 22.5550632, 114.0954774 22.5556381)",,
7180438583,2885151953,0,769199999,True,园岭五街,residential,,False,80.95,,"LINESTRING (114.0954774 22.5556381, 114.0946892 22.5556266)",,
7180438583,7180438580,0,769200037,False,,residential,,False,63.929,,"LINESTRING (114.0954774 22.5556381, 114.0954829 22.5550632)",,
7205047180,3012222546,0,643527685,True,红荔路,secondary,50,False,29.436,,"LINESTRING (114.0903019 22.5517973, 114.0900153 22.551793)",,
7205080789,1123433067,0,771790237,True,上步中路,primary,40,False,210.841,2,"LINESTRING (114.0911187 22.5522242, 114.0911177 22.5523815, 114.091092 22.5530383, 114.091091 22.5541199)",,
7205080899,7205080977,0,96945650,True,园岭西路,residential,,False,122.964,2,"LINESTRING (114.0917594 22.5570289, 114.091765 22.5566997, 114.0917783 22.5559232)",,
7205080899,7205081112,0,771790263,False,,residential,,True,101.065,,"LINESTRING (114.0917594 22.5570289, 114.0921943 22.5570353, 114.0922692 22.5570364, 114.0923363 22.5570327, 114.0924141 22.5570142, 114.0924758 22.5569906, 114.0925455 22.5569522, 114.0926072 22.5568792, 114.0926526 22.55682)",,
7205080977,7205080979,0,771790276,True,园西街,residential,,False,72.649,1,"LINESTRING (114.0917783 22.5559232, 114.0910709 22.5559144)",,
7205080977,7205081118,0,818397549,False,园岭西路,residential,,False,134.262,2,"LINESTRING (114.0917783 22.5559232, 114.0917989 22.5547159)",,
7205080978,1123464430,0,96946522,False,园岭六街,residential,,False,10.198,2,"LINESTRING (114.0926228 22.5559268, 114.0926244 22.5558351)",,
7205080978,7205081112,0,96946522,False,园岭六街,residential,,True,99.824,2,"LINESTRING (114.0926228 22.5559268, 114.0926224 22.5559589, 114.0926143 22.5566366, 114.09262 22.5567107, 114.0926324 22.5567663, 114.0926526 22.55682)",,
7205080978,7205080977,0,771790276,True,园西街,residential,,False,86.72200000000001,1,"LINESTRING (114.0926228 22.5559268, 114.0922706 22.5559253, 114.0917783 22.5559232)",,
7205080979,277668607,0,771790237,True,上步中路,primary,40,False,208.358,2,"LINESTRING (114.0910709 22.5559144, 114.0910491 22.5577881)",,
7205080980,7205080979,0,771790237,True,上步中路,primary,40,False,133.616,2,"LINESTRING (114.0910807 22.5547128, 114.0910709 22.5559144)",,
7205080980,7205081118,0,958581838,False,园岭六街,residential,,True,73.753,2,"LINESTRING (114.0910807 22.5547128, 114.0917989 22.5547159)",,
7205081101,2885151955,0,996647553,True,笋岗西路,primary,60,False,16.215,,"LINESTRING (114.0915784 22.558376, 114.0917363 22.5583776)",,
7205081112,7205080978,0,96946522,False,园岭六街,residential,,False,99.824,2,"LINESTRING (114.0926526 22.55682, 114.0926324 22.5567663, 114.09262 22.5567107, 114.0926143 22.5566366, 114.0926224 22.5559589, 114.0926228 22.5559268)",,
7205081112,2885151926,0,96946522,False,园岭六街,residential,,True,457.174,2,"LINESTRING (114.0926526 22.55682, 114.0926803 22.5568708, 114.0927149 22.5569177, 114.092756 22.5569601, 114.0928027 22.5569971, 114.0928543 22.5570281, 114.0929099 22.5570525, 114.0929684 22.55707, 114.093029 22.5570802, 114.0930904 22.5570836, 114.0934747 22.5570866, 114.0935379 22.5570871, 114.0945676 22.5570955, 114.0947531 22.557098, 114.0954892 22.557103, 114.0956433 22.5571043, 114.0959216 22.5571067, 114.096098 22.5571081, 114.096555 22.5571116, 114.0969497 22.5571148, 114.0969884 22.5571153)",,
7205081112,7205080899,0,771790263,False,,residential,,False,101.065,,"LINESTRING (114.0926526 22.55682, 114.0926072 22.5568792, 114.0925455 22.5569522, 114.0924758 22.5569906, 114.0924141 22.5570142, 114.0923363 22.5570327, 114.0922692 22.5570364, 114.0921943 22.5570353, 114.0917594 22.5570289)",,
7205081118,4127126154,0,818397549,False,园岭西路,residential,,False,65.658,2,"LINESTRING (114.0917989 22.5547159, 114.091809 22.5541255)",,
7205081118,7205080977,0,818397549,False,园岭西路,residential,,True,134.262,2,"LINESTRING (114.0917989 22.5547159, 114.0917783 22.5559232)",,
7205081118,7205080980,0,958581838,False,园岭六街,residential,,False,73.753,2,"LINESTRING (114.0917989 22.5547159, 114.0910807 22.5547128)",,
