u,v,key,osmid,oneway,lanes,highway,reversed,length,geometry,name,ref,maxspeed,access,bridge
2784870892,2784870927,0,273652209,True,,trunk_link,False,65.499,"LINESTRING (114.0687466 22.5385073, 114.0693843 22.5385153)",,,,,
2784870919,2784870973,0,1051842299,True,3,trunk,False,187.298,"LINESTRING (114.0679996 22.5394737, 114.0680283 22.5377895)",皇岗路,,,,
2784870919,2784870955,0,273652213,True,,trunk_link,False,112.681,"LINESTRING (114.0679996 22.5394737, 114.0679315 22.5392207, 114.0678969 22.5391118, 114.0678615 22.5390321, 114.0678243 22.5389687, 114.0677769 22.538909, 114.067716 22.5388471, 114.0676583 22.5388073, 114.0675782 22.5387709, 114.0675506 22.5387642, 114.0675007 22.5387522, 114.0673931 22.5387387)",,,,,
2784870927,2784870934,0,273652209,True,,trunk_link,False,126.844,"LINESTRING (114.0693843 22.5385153, 114.0699716 22.5385113, 114.070141 22.5385269, 114.0706123 22.5385978)",,,,,
2784870927,7953723960,0,273652211,False,,residential,True,132.345,"LINESTRING (114.0693843 22.5385153, 114.0693873 22.538403, 114.0694186 22.5383525, 114.0699486 22.537458)",,,,,
2784870934,7992170539,0,996321298,True,,secondary,False,36.454,"LINESTRING (114.0706123 22.5385978, 114.0709672 22.5386034)",福华路,,,,
2784870955,6413071010,0,273652213,True,,trunk_link,False,74.37,"LINESTRING (114.0673931 22.5387387, 114.0672823 22.5387292, 114.0671439 22.5387134, 114.0669795 22.5386911, 114.0668449 22.5386638, 114.0666812 22.5386234)",,,,,
2784870973,500023088,0,777201502,True,3,trunk,False,375.541,"LINESTRING (114.0680283 22.5377895, 114.068098 22.5344128)",皇岗路,,,,
2784870978,2784871112,0,273652224,True,,trunk_link,False,115.60299999999998,"LINESTRING (114.068767 22.5387587, 114.0686884 22.5387588, 114.0686128 22.538775, 114.068547 22.5388033, 114.0685023 22.5388338, 114.0684727 22.5388539, 114.068419 22.5389134, 114.0683493 22.53901, 114.068295 22.5390971, 114.0682529 22.5391983, 114.0681287 22.539519)",,,,,
2784870978,2784870892,0,684494937,True,,trunk_link,False,36.43600000000001,"LINESTRING (114.068767 22.5387587, 114.0687265 22.538742, 114.0686934 22.5387148, 114.0686707 22.5386796, 114.0686607 22.5386397, 114.0686642 22.5385988, 114.0686809 22.5385609, 114.0687093 22.5385294, 114.0687466 22.5385073)",,,,,
2784871064,2784870973,0,273652222,True,,trunk_link,False,105.868,"LINESTRING (114.0674084 22.5384611, 114.0674816 22.5384595, 114.067563 22.5384419, 114.067629 22.5384113, 114.0676573 22.5383981, 114.0677404 22.5383287, 114.0678316 22.5382247, 114.0679151 22.5380753, 114.0680283 22.5377895)",,,,,
2784871064,2784870955,0,684494938,True,,trunk_link,False,46.386,"LINESTRING (114.0674084 22.5384611, 114.0674519 22.5384721, 114.06749 22.5384946, 114.0675191 22.5385265, 114.0675367 22.5385649, 114.0675412 22.5386065, 114.0675321 22.5386473, 114.0675104 22.5386839, 114.0674779 22.5387129, 114.0674376 22.5387317, 114.0673931 22.5387387)",,,,,
2784871112,500016498,0,41019786,True,3,trunk,False,41.025,"LINESTRING (114.0681287 22.539519, 114.0681115 22.5398876)",皇岗路,,,,
2784871136,2784871112,0,41019786,True,3,trunk,False,180.682,"LINESTRING (114.068157 22.5378943, 114.0681287 22.539519)",皇岗路,,,,
2784871136,2784870892,0,273652209,True,,trunk_link,False,97.547,"LINESTRING (114.068157 22.5378943, 114.0682298 22.5380455, 114.0682873 22.5381594, 114.0683627 22.5382937, 114.0684244 22.5383755, 114.068524 22.538453, 114.0686389 22.5384969, 114.0687466 22.5385073)",,,,,
2784878466,7950517485,0,273652990,False,,residential,True,190.729,"LINESTRING (114.0765186 22.5323406, 114.0750911 22.5334377)",,,,,
2784878498,7950517485,0,50933378,False,,secondary,False,19.598,"LINESTRING (114.0749756 22.5332974, 114.0750911 22.5334377)",福星路,,,,
2784878498,2653614544,0,50933378,False,,secondary,True,148.91899999999998,"LINESTRING (114.0749756 22.5332974, 114.0748123 22.5331009, 114.0747714 22.5330431, 114.0747398 22.5329867, 114.0747161 22.5329332, 114.0747002 22.5328784, 114.0746901 22.5328201, 114.0746862 22.5327519, 114.0746834 22.5320348)",福星路,,,,
2784878498,2784878506,0,273652986,False,,residential,False,268.488,"LINESTRING (114.0749756 22.5332974, 114.0734849 22.5343685, 114.0729091 22.5347762)",,,,,
2784878506,2784878498,0,273652986,False,,residential,True,268.488,"LINESTRING (114.0729091 22.5347762, 114.0734849 22.5343685, 114.0749756 22.5332974)",,,,,
2876869755,295803678,0,273594957,False,,residential,False,65.726,"LINESTRING (114.0728158 22.5306002, 114.072176 22.5305884)",,,,,
2876869755,2876870764,0,273594957,False,,residential,True,148.48299999999998,"LINESTRING (114.0728158 22.5306002, 114.0741969 22.5306256, 114.0742612 22.5306268)",,,,,
2876869755,2876870764,1,"[283873810, 283873802]",False,,residential,True,367.942,"LINESTRING (114.0728158 22.5306002, 114.0728327 22.5298909, 114.0742706 22.5294324, 114.0742638 22.5302971, 114.0742612 22.5306268)",,,,,
2876870724,295803578,0,273594957,False,,residential,False,47.769,"LINESTRING (114.0753504 22.5306468, 114.0748854 22.5306383)",,,,,
2876870724,2784308462,0,273594957,False,,residential,True,51.816,"LINESTRING (114.0753504 22.5306468, 114.0758548 22.5306561)",,,,,
2876870762,2876870764,0,273594957,False,,residential,False,49.515,"LINESTRING (114.0747432 22.5306356, 114.0742612 22.5306268)",,,,,
2876870762,295803578,0,273594957,False,,residential,True,14.608,"LINESTRING (114.0747432 22.5306356, 114.0748854 22.5306383)",,,,,
2876870764,2876870762,0,273594957,False,,residential,True,49.515,"LINESTRING (114.0742612 22.5306268, 114.0747432 22.5306356)",,,,,
2876870764,2876869755,0,273594957,False,,residential,False,148.48299999999998,"LINESTRING (114.0742612 22.5306268, 114.0741969 22.5306256, 114.0728158 22.5306002)",,,,,
2876870764,2876869755,1,"[283873802, 283873810]",False,,residential,False,367.942,"LINESTRING (114.0742612 22.5306268, 114.0742638 22.5302971, 114.0742706 22.5294324, 114.0728327 22.5298909, 114.0728158 22.5306002)",,,,,
2880454742,6052448230,0,284305576,True,,residential,False,28.337,"LINESTRING (114.0778438 22.5318983, 114.0776953 22.5320352, 114.0776485 22.5320783)",,,,,
2880454742,2880454750,0,284305577,False,,residential,False,26.756999999999998,"LINESTRING (114.0778438 22.5318983, 114.0779538 22.5318265, 114.0779887 22.5317819, 114.0780128 22.5317249)",,,,,
2880454742,2880454744,0,284305578,False,,residential,False,21.152,"LINESTRING (114.0778438 22.5318983, 114.0779649 22.5319247, 114.0780266 22.5319739)",,,,,
2880454744,2880454748,0,284305578,False,,residential,False,99.634,"LINESTRING (114.0780266 22.5319739, 114.0781661 22.5320337, 114.0784477 22.5320932, 114.0789718 22.5321478)",,,,,
2880454744,2880454742,0,284305578,False,,residential,True,21.152,"LINESTRING (114.0780266 22.5319739, 114.0779649 22.5319247, 114.0778438 22.5318983)",,,,,
2880454744,2880454750,0,923057938,False,,residential,True,27.736,"LINESTRING (114.0780266 22.5319739, 114.0780159 22.5318553, 114.0780128 22.5317249)",,,,,
2880454748,2880459802,0,284305578,False,,residential,False,40.604,"LINESTRING (114.0789718 22.5321478, 114.0793601 22.5322164)",,,,,
2880454748,2880459696,0,188664792,False,,residential,False,70.772,"LINESTRING (114.0789718 22.5321478, 114.0789386 22.5323285, 114.0790164 22.5324053, 114.0787723 22.5326704)",,,,,
2880454748,2880454744,0,284305578,False,,residential,True,99.634,"LINESTRING (114.0789718 22.5321478, 114.0784477 22.5320932, 114.0781661 22.5320337, 114.0780266 22.5319739)",,,,,
2880454750,2880454767,0,284305577,False,,residential,False,192.68800000000002,"LINESTRING (114.0780128 22.5317249, 114.0780155 22.5316654, 114.0780186 22.531231, 114.077407 22.5311864, 114.0773243 22.5318543)",,,,,
2880454750,2880454742,0,284305577,False,,residential,True,26.756999999999998,"LINESTRING (114.0780128 22.5317249, 114.0779887 22.5317819, 114.0779538 22.5318265, 114.0778438 22.5318983)",,,,,
2880454750,2880454744,0,923057938,False,,residential,False,27.736,"LINESTRING (114.0780128 22.5317249, 114.0780159 22.5318553, 114.0780266 22.5319739)",,,,,
2880454767,6052448234,0,284305574,True,,residential,False,25.807,"LINESTRING (114.0773243 22.5318543, 114.0775657 22.5319187)",,,,,
2880454767,2880454750,0,284305577,False,,residential,True,192.688,"LINESTRING (114.0773243 22.5318543, 114.077407 22.5311864, 114.0780186 22.531231, 114.0780155 22.5316654, 114.0780128 22.5317249)",,,,,
2880459696,2880454748,0,188664792,False,,residential,True,70.772,"LINESTRING (114.0787723 22.5326704, 114.0790164 22.5324053, 114.0789386 22.5323285, 114.0789718 22.5321478)",,,,,
2880459802,2880454748,0,284305578,False,,residential,True,40.604,"LINESTRING (114.0793601 22.5322164, 114.0789718 22.5321478)",,,,,
2880459802,2880459806,0,284305906,False,,residential,True,65.556,"LINESTRING (114.0793601 22.5322164, 114.0798285 22.5326169)",,,,,
2880459806,2880459802,0,284305906,False,,residential,False,65.556,"LINESTRING (114.0798285 22.5326169, 114.0793601 22.5322164)",,,,,
2880459819,2657830324,0,260313741,True,,primary,False,27.738,"LINESTRING (114.0787578 22.5341531, 114.0788719 22.5343792)",滨河大道辅路,,,,
3082227644,7950517551,0,96941161,False,,tertiary,True,182.713,"LINESTRING (114.0782764 22.5346327, 114.0769197 22.5356956)",福祥街,,,,
3082227644,1699066608,0,1120977005,True,,primary_link,False,24.536,"LINESTRING (114.0782764 22.5346327, 114.0783017 22.534607, 114.078325 22.5345792, 114.0783468 22.5345468, 114.0783745 22.5345071, 114.0784074 22.5344492)",福祥街,,,,
5435020958,499681326,0,40971701,True,,primary,False,24.542,"LINESTRING (114.0621666 22.5314159, 114.0624055 22.5314204)",滨河大道辅路,,,,
5435820799,295803669,0,27104970,True,,tertiary,False,34.171,"LINESTRING (114.0718582 22.5306939, 114.071861 22.5303866)",福田南路,,,,
5435820799,5435820809,0,564113281,True,1,tertiary_link,False,50.583,"LINESTRING (114.0718582 22.5306939, 114.0718829 22.5306192, 114.0718998 22.5305874, 114.071926 22.5305618, 114.0719589 22.5305446, 114.0720013 22.5305368, 114.072044 22.5305425, 114.0720808 22.5305601, 114.0721096 22.5305878, 114.0721273 22.5306227, 114.0721484 22.5306964)",,,,,
5435820809,295803665,0,259898789,True,,tertiary,False,64.762,"LINESTRING (114.0721484 22.5306964, 114.0721434 22.5312788)",福田南路,,,,
5827543980,8434694177,0,777388194,False,,residential,True,116.74300000000001,"LINESTRING (114.0750004 22.5399609, 114.0750335 22.5399089, 114.0750669 22.5398385, 114.0750885 22.5397797, 114.0751074 22.5397092, 114.0751176 22.5396456, 114.0751231 22.5395885, 114.0758321 22.5396333)",,,,,
6033481323,409392019,0,40971705,True,4,primary,False,106.651,"LINESTRING (114.0623687 22.5318694, 114.0613304 22.5318565)",滨河大道辅路,,40,yes,
6033481323,6033481320,0,34900352,True,,primary_link,False,230.838,"LINESTRING (114.0623687 22.5318694, 114.0622629 22.531917, 114.0621534 22.531984, 114.0620881 22.5320405, 114.0620242 22.532115, 114.0619807 22.5321974, 114.0619574 22.5322824, 114.0619534 22.532374, 114.0619655 22.5324474, 114.0619986 22.5325332, 114.0620564 22.532618, 114.0621124 22.5326719, 114.0622005 22.5327283, 114.0622996 22.5327647, 114.0624108 22.5327796, 114.0625128 22.5327717, 114.0626271 22.532742, 114.0627388 22.5326886, 114.0628208 22.532624, 114.0628965 22.5325459, 114.0629451 22.532476, 114.0629755 22.5324117, 114.0630004 22.5323375)",滨河彩田立交,,,,
6033481329,7959990534,0,40971705,True,4,primary,False,52.127,"LINESTRING (114.0608672 22.5318501, 114.0603597 22.5318453)",滨河大道辅路,,40,yes,
6033481329,7959990557,0,"[923157993, 34900355, 259898117]",True,,tertiary,False,205.316,"LINESTRING (114.0608672 22.5318501, 114.0607746 22.5318981, 114.0607488 22.5319114, 114.0607048 22.5319379, 114.0606789 22.5319625, 114.0606538 22.5319987, 114.0606335 22.5320346, 114.0606183 22.5320732, 114.0606103 22.532113, 114.0606073 22.532164, 114.0605891 22.5334357, 114.0605884 22.5334838, 114.0605869 22.533586)",海田路,,,,yes
6033481369,5435020958,0,40971701,True,,primary,False,132.049,"LINESTRING (114.0608812 22.5313913, 114.0621666 22.5314159)",滨河大道辅路,,,,
6033482425,6033482430,0,1051842304,True,2,primary,False,148.798,"LINESTRING (114.0705086 22.5319583, 114.0690602 22.531988)",滨河大道辅路,,40,yes,
6033482425,500023064,0,41019787,True,,trunk_link,False,364.765,"LINESTRING (114.0705086 22.5319583, 114.0703787 22.5319827, 114.0702901 22.5320093, 114.0702107 22.5320457, 114.0701316 22.5320939, 114.0700439 22.5321545, 114.0699536 22.5322277, 114.0684935 22.5335723, 114.0684367 22.5336343, 114.068387 22.5337028, 114.0683465 22.5337921, 114.0683148 22.5339059, 114.0682952 22.5340152, 114.0682715 22.5341436, 114.0682246 22.5343048)",滨河皇岗立交,,,,
6033482430,500023096,0,1051842304,True,2,primary,False,162.448,"LINESTRING (114.0690602 22.531988, 114.0674789 22.5319569)",滨河大道辅路,,40,yes,
6052448230,2657406925,0,284305576,True,,residential,False,20.475,"LINESTRING (114.0776485 22.5320783, 114.0776253 22.532124, 114.0776216 22.5321659, 114.0776275 22.5322047, 114.0776462 22.5322542)",,,,,
6052448234,2880454742,0,284305574,True,,residential,False,30.116999999999997,"LINESTRING (114.0775657 22.5319187, 114.0776237 22.5319358, 114.0776761 22.5319425, 114.0777266 22.5319443, 114.0777726 22.5319359, 114.0778438 22.5318983)",,,,,
6052448234,6052448230,0,643059300,True,,residential,False,20.751,"LINESTRING (114.0775657 22.5319187, 114.0776135 22.5319578, 114.0776348 22.5319901, 114.0776464 22.5320259, 114.0776484 22.5320528, 114.0776485 22.5320783)",,,,,
6155402638,8516154909,0,996755162,True,4,primary,False,220.47699999999998,"LINESTRING (114.0629352 22.5396001, 114.0629163 22.539471, 114.062751 22.5391372, 114.0627126 22.5389146, 114.0627271 22.5381619, 114.0627513 22.5380539, 114.0628197 22.5378649, 114.062865 22.5377534, 114.0628978 22.5376809)",彩田路,,,,
6413071010,1982876589,0,245978166,False,,residential,False,25.087,"LINESTRING (114.0666812 22.5386234, 114.0666787 22.538849)",,,,,
6413071010,1812925899,0,273652213,True,,trunk_link,False,127.00700000000002,"LINESTRING (114.0666812 22.5386234, 114.066556 22.5385838, 114.0662428 22.5384639, 114.0660217 22.5383764, 114.0658731 22.5383077, 114.0655744 22.5381245)",,,,,
7558081676,6033481320,0,26274669,True,4,primary,False,136.747,"LINESTRING (114.0629768 22.5335671, 114.0630004 22.5323375)",彩田路,,,,
7558081676,409392019,0,34900353,True,,primary_link,False,260.882,"LINESTRING (114.0629768 22.5335671, 114.0629306 22.5334757, 114.0628799 22.5334086, 114.0628044 22.5333414, 114.0620201 22.532723, 114.0619576 22.5326691, 114.0619085 22.532611, 114.0618651 22.5325539, 114.0618202 22.5324805, 114.0617792 22.5324016, 114.0616909 22.5321546, 114.0616572 22.5320907, 114.0616059 22.5320222, 114.061537 22.5319644, 114.0614372 22.5319073, 114.0613304 22.5318565)",滨河彩田立交,,,,
7558081684,1982876368,0,808268034,False,2,residential,False,48.613,"LINESTRING (114.0652612 22.5328755, 114.0657345 22.5328794)",保福三路,,,,
7558081684,1982876368,1,822479779,False,,living_street,True,53.34100000000001,"LINESTRING (114.0652612 22.5328755, 114.0653024 22.5328415, 114.0653479 22.532818, 114.0653998 22.5328052, 114.0656139 22.5328079, 114.0656624 22.532829, 114.0656939 22.5328484, 114.0657345 22.5328794)",,,,,
7558081684,8516218128,0,"[808268034, 187658563, 817826927]",False,2,residential,True,220.849,"LINESTRING (114.0652612 22.5328755, 114.064198 22.5328667, 114.0641443 22.532899, 114.0641235 22.5329091, 114.0641114 22.5329473, 114.0641022 22.5333584, 114.0640934 22.5338305)","['保福三路', '保华一路']",,,,
7558100586,1982876368,0,"[808268032, 817826926]",True,,living_street,False,126.07100000000001,"LINESTRING (114.0652585 22.5321681, 114.0656889 22.5321705, 114.065717 22.5321785, 114.0657348 22.5321972, 114.0657468 22.5322291, 114.0657373 22.5327324, 114.0657345 22.5328794)",,,,,
7609457874,7637867876,0,817826934,False,,living_street,False,14.245999999999999,"LINESTRING (114.0632762 22.5331746, 114.0633401 22.5331748, 114.0634149 22.5331742)",,,,,
7609471561,277933349,0,41019786,True,3,trunk,False,69.928,"LINESTRING (114.068207 22.5353788, 114.068191 22.5360075)",皇岗路,,,,
7609471566,2784871136,0,41019786,True,3,trunk,False,149.445,"LINESTRING (114.0681815 22.5365505, 114.068157 22.5378943)",皇岗路,,,,
7609471566,7953723960,0,814622124,True,,residential,False,210.785,"LINESTRING (114.0681815 22.5365505, 114.0682026 22.5365953, 114.0682299 22.5366316, 114.0682633 22.5366651, 114.0683094 22.536698, 114.0683762 22.5367233, 114.0684429 22.5367458, 114.0686042 22.5367851, 114.0687341 22.5368227, 114.0688638 22.5368701, 114.0691828 22.5370232, 114.0696104 22.5372634, 114.0699486 22.537458)",,,,,
7609471567,277933349,0,814622126,True,,unclassified,False,121.878,"LINESTRING (114.0684291 22.5353206, 114.0685412 22.5353881, 114.0686029 22.5354316, 114.0686444 22.5354695, 114.0686833 22.5355123, 114.0687079 22.5355535, 114.0687162 22.535615, 114.0687177 22.5356693, 114.0687084 22.5357299, 114.0686829 22.5357726, 114.0686535 22.5357979, 114.068624 22.5358234, 114.068581 22.5358561, 114.0685369 22.53588, 114.0684862 22.5359061, 114.0684117 22.5359322, 114.0683236 22.5359649, 114.068191 22.5360075)",,,,,
7609471568,7609471561,0,41019786,True,3,trunk,False,11.392,"LINESTRING (114.0682104 22.5352764, 114.068207 22.5353788)",皇岗路,,,,
7609471568,7609471561,1,"[25506781, 814622125]",True,,unclassified,False,26.618000000000002,"LINESTRING (114.0682104 22.5352764, 114.0683257 22.5353212, 114.068207 22.5353788)",,,,,
7637867844,7679918860,0,"[825104410, 808268035]",False,2,residential,False,67.38300000000001,"LINESTRING (114.0658064 22.5329232, 114.0658173 22.5329652, 114.0658167 22.533528)",,,,,
7637867844,1982876368,0,808268035,False,2,residential,True,9.437,"LINESTRING (114.0658064 22.5329232, 114.0657761 22.5328871, 114.0657345 22.5328794)",,,,,
7637867844,7679918881,0,822479785,False,,living_street,True,99.411,"LINESTRING (114.0658064 22.5329232, 114.0666426 22.5329334, 114.0667324 22.5330223)",,,,,
7637867876,7609457874,0,817826934,False,,living_street,True,14.245999999999999,"LINESTRING (114.0634149 22.5331742, 114.0633401 22.5331748, 114.0632762 22.5331746)",,,,,
7637867876,7637867882,0,817826937,False,,living_street,True,8.83,"LINESTRING (114.0634149 22.5331742, 114.063446 22.5331716, 114.0634708 22.5331673, 114.0634997 22.5331618)",,,,,
7637867876,7637867885,0,817826938,False,,living_street,False,7.726,"LINESTRING (114.0634149 22.5331742, 114.0634333 22.5331636, 114.063444 22.5331481, 114.0634504 22.5331176)",,,,,
7637867882,7637867885,0,817826935,True,,living_street,False,7.687,"LINESTRING (114.0634997 22.5331618, 114.0634781 22.5331546, 114.0634566 22.5331404, 114.0634504 22.5331176)",,,,,
7637867882,7637867876,0,817826937,False,,living_street,False,8.83,"LINESTRING (114.0634997 22.5331618, 114.0634708 22.5331673, 114.063446 22.5331716, 114.0634149 22.5331742)",,,,,
7637867885,7637867892,0,817826935,True,,living_street,False,106.87899999999999,"LINESTRING (114.0634504 22.5331176, 114.0634473 22.5330935, 114.0634602 22.5322823, 114.0634669 22.532258, 114.0634766 22.5322409, 114.0634883 22.5322262, 114.0635057 22.5322119, 114.063527 22.5322022, 114.0635476 22.5321977)",,,,,
7637867885,7637867876,0,817826938,False,,living_street,True,7.726000000000001,"LINESTRING (114.0634504 22.5331176, 114.063444 22.5331481, 114.0634333 22.5331636, 114.0634149 22.5331742)",,,,,
7637867892,7684656171,0,817826936,True,,living_street,False,32.846,"LINESTRING (114.0635476 22.5321977, 114.0638674 22.532198)",,,,,
7637867892,8109971621,0,817826939,False,,living_street,False,35.442,"LINESTRING (114.0635476 22.5321977, 114.0635499 22.5320949, 114.0635511 22.5320424, 114.0635574 22.5318791)",,,,,
7642947988,500023111,0,974372188,True,,primary,False,166.111,"LINESTRING (114.0643823 22.5314552, 114.0659996 22.5314631)",滨河大道辅路,,,,
7679730722,1982876363,0,187658564,False,2,residential,False,20.422,"LINESTRING (114.0656174 22.5338725, 114.0658162 22.533876)",,,,,
7679730722,8516218128,0,187658564,False,2,residential,True,156.593,"LINESTRING (114.0656174 22.5338725, 114.0640934 22.5338305)",,,,,
7679730722,7679918791,0,822499901,False,,living_street,False,44.516,"LINESTRING (114.0656174 22.5338725, 114.0656236 22.5334722)",,,,,
7679730737,7679730751,0,822479785,False,,living_street,True,59.035,"LINESTRING (114.0675857 22.5342586, 114.0675823 22.5347895)",,,,,
7679730737,7679918885,0,"[825104410, 822479783]",False,2,"['living_street', 'residential']",True,193.15200000000002,"LINESTRING (114.0675857 22.5342586, 114.0658892 22.5342545, 114.0658167 22.5342233, 114.0658159 22.5341271)",,,,,
7679730737,7679918881,0,822479785,False,,living_street,False,172.151,"LINESTRING (114.0675857 22.5342586, 114.0675862 22.5342111, 114.0675897 22.5338716, 114.0667324 22.5330223)",,,,,
7679730751,7679730737,0,822479785,False,,living_street,False,59.035,"LINESTRING (114.0675823 22.5347895, 114.0675857 22.5342586)",,,,,
7679918791,7679730722,0,822499901,False,,living_street,True,44.516,"LINESTRING (114.0656236 22.5334722, 114.0656174 22.5338725)",,,,,
7679918860,7679918866,0,822499916,False,,living_street,False,11.627,"LINESTRING (114.0658167 22.533528, 114.0659299 22.5335287)",,,,,
7679918860,7679918882,0,825104410,False,2,residential,False,24.463,"LINESTRING (114.0658167 22.533528, 114.0658164 22.533748)",,,,,
7679918860,7637867844,0,"[825104410, 808268035]",False,2,residential,True,67.38300000000001,"LINESTRING (114.0658167 22.533528, 114.0658173 22.5329652, 114.0658064 22.5329232)",,,,,
7679918861,7679918866,0,822499916,False,,living_street,True,77.648,"LINESTRING (114.0666859 22.5335346, 114.0659299 22.5335287)",,,,,
7679918861,7679918865,0,822499918,False,,living_street,False,66.495,"LINESTRING (114.0666859 22.5335346, 114.0666879 22.5336813, 114.0667018 22.5337169, 114.0667233 22.5337311, 114.0667557 22.5337368, 114.0671439 22.5337358)",,,,,
7679918861,7679918873,0,822499918,False,,living_street,True,51.138,"LINESTRING (114.0666859 22.5335346, 114.0666905 22.5331447, 114.0666854 22.5331123, 114.0666631 22.5330813)",,,,,
7679918865,8158214363,0,822499917,False,,living_street,True,52.5,"LINESTRING (114.0671439 22.5337358, 114.0671373 22.5342079)",,,,,
7679918865,7679918880,0,822499918,False,,living_street,False,15.663,"LINESTRING (114.0671439 22.5337358, 114.0672964 22.5337354)",,,,,
7679918865,7679918861,0,822499918,False,,living_street,True,66.495,"LINESTRING (114.0671439 22.5337358, 114.0667557 22.5337368, 114.0667233 22.5337311, 114.0667018 22.5337169, 114.0666879 22.5336813, 114.0666859 22.5335346)",,,,,
7679918866,7679918861,0,822499916,False,,living_street,False,77.648,"LINESTRING (114.0659299 22.5335287, 114.0666859 22.5335346)",,,,,
7679918866,7679918860,0,822499916,False,,living_street,True,11.627,"LINESTRING (114.0659299 22.5335287, 114.0658167 22.533528)",,,,,
7679918866,7679918873,0,822499918,False,,living_street,False,127.249,"LINESTRING (114.0659299 22.5335287, 114.0659255 22.5331115, 114.0659324 22.5330833, 114.0659572 22.5330592, 114.0659868 22.5330431, 114.0665943 22.5330502, 114.0666322 22.5330596, 114.0666631 22.5330813)",,,,,
7679918873,7679918881,0,822499919,False,,living_street,False,9.68,"LINESTRING (114.0666631 22.5330813, 114.0667324 22.5330223)",,,,,
7679918873,7679918861,0,822499918,False,,living_street,False,51.138,"LINESTRING (114.0666631 22.5330813, 114.0666854 22.5331123, 114.0666905 22.5331447, 114.0666859 22.5335346)",,,,,
7679918873,7679918866,0,822499918,False,,living_street,True,127.24900000000001,"LINESTRING (114.0666631 22.5330813, 114.0666322 22.5330596, 114.0665943 22.5330502, 114.0659868 22.5330431, 114.0659572 22.5330592, 114.0659324 22.5330833, 114.0659255 22.5331115, 114.0659299 22.5335287)",,,,,
7679918880,7679918865,0,822499918,False,,living_street,True,15.663,"LINESTRING (114.0672964 22.5337354, 114.0671439 22.5337358)",,,,,
7679918881,7679918873,0,822499919,False,,living_street,True,9.68,"LINESTRING (114.0667324 22.5330223, 114.0666631 22.5330813)",,,,,
7679918881,7637867844,0,822479785,False,,living_street,False,99.411,"LINESTRING (114.0667324 22.5330223, 114.0666426 22.5329334, 114.0658064 22.5329232)",,,,,
7679918881,7679730737,0,822479785,False,,living_street,True,172.151,"LINESTRING (114.0667324 22.5330223, 114.0675897 22.5338716, 114.0675862 22.5342111, 114.0675857 22.5342586)",,,,,
7679918882,1982876363,0,825104410,False,2,residential,False,14.233,"LINESTRING (114.0658164 22.533748, 114.0658162 22.533876)",,,,,
7679918882,7679918860,0,825104410,False,2,residential,True,24.463,"LINESTRING (114.0658164 22.533748, 114.0658167 22.533528)",,,,,
7679918882,7679918883,0,822499920,False,,living_street,False,77.317,"LINESTRING (114.0658164 22.533748, 114.0658882 22.5337479, 114.0665692 22.5337461)",,,,,
7679918883,7679918882,0,822499920,False,,living_street,True,77.317,"LINESTRING (114.0665692 22.5337461, 114.0658882 22.5337479, 114.0658164 22.533748)",,,,,
7679918885,7679918886,0,822499921,False,,living_street,False,33.442,"LINESTRING (114.0658159 22.5341271, 114.0661415 22.5341242)",,,,,
7679918885,1982876363,0,825104410,False,2,residential,True,27.921,"LINESTRING (114.0658159 22.5341271, 114.0658162 22.533876)",,,,,
7679918885,7679730737,0,"[825104410, 822479783]",False,2,"['living_street', 'residential']",False,193.15200000000002,"LINESTRING (114.0658159 22.5341271, 114.0658167 22.5342233, 114.0658892 22.5342545, 114.0675857 22.5342586)",,,,,
7679918886,7679918885,0,822499921,False,,living_street,True,33.442,"LINESTRING (114.0661415 22.5341242, 114.0658159 22.5341271)",,,,,
7684656171,7684656174,0,817826936,True,,living_street,False,58.412,"LINESTRING (114.0638674 22.532198, 114.064169 22.5321989, 114.0644361 22.5322019)",,,,,
7684656171,7684656174,1,823083317,True,,living_street,False,63.215999999999994,"LINESTRING (114.0638674 22.532198, 114.0640149 22.5322717, 114.0641697 22.5322744, 114.0643341 22.5322742, 114.0644361 22.5322019)",,,,,
7684656174,7637867882,0,"[817826936, 817826935]",True,,living_street,False,328.27,"LINESTRING (114.0644361 22.5322019, 114.0651006 22.5322065, 114.0651229 22.5322084, 114.0651473 22.5322178, 114.0651636 22.5322365, 114.0651717 22.5322628, 114.0651717 22.5325204, 114.0651659 22.5325507, 114.0651543 22.5325714, 114.0651319 22.5325846, 114.0651036 22.5325939, 114.0650157 22.5325946, 114.0649846 22.5326059, 114.0649629 22.5326268, 114.0649454 22.5326728, 114.0649233 22.5327167, 114.0648887 22.5327527, 114.0648444 22.5327778, 114.0647896 22.5327867, 114.0641127 22.5327867, 114.0640842 22.5327923, 114.0640558 22.5328111, 114.0640293 22.5328392, 114.0640151 22.5328749, 114.0640127 22.5331105, 114.0640081 22.533129, 114.0639973 22.5331418, 114.0639803 22.5331489, 114.0639603 22.5331532, 114.0634997 22.5331618)",,,,,
7791604198,7791604199,0,41018945,True,,primary_link,False,147.643,"LINESTRING (114.0630998 22.538143, 114.0630651 22.5394704)",,,,,
7791604199,2298877655,0,245978178,False,,residential,True,53.724,"LINESTRING (114.0630651 22.5394704, 114.0631791 22.5394709, 114.0635882 22.5394727)",,,,,
7950517390,7950517391,0,273652994,False,,residential,False,80.337,"LINESTRING (114.0732654 22.5384807, 114.0740208 22.5382931)",,,,,
