u,v,key,osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,bridge,tunnel
3012450145,3012450172,0,297370070,False,,,residential,False,230.729,"LINESTRING (114.1018621 22.5730225, 114.1018843 22.5730598, 114.1019436 22.5731234, 114.1020187 22.5731705, 114.1022684 22.5732873, 114.1024293 22.5733616, 114.1037188 22.5741716)",,,
3012450145,3012449831,0,297370081,False,,,residential,False,51.708,"LINESTRING (114.1018621 22.5730225, 114.1017749 22.5731114, 114.101732 22.5731882, 114.1016593 22.573438)",,,
3012450145,3012450177,0,894250990,False,,,residential,True,8.078,"LINESTRING (114.1018621 22.5730225, 114.1018473 22.5729925, 114.1018446 22.5729529)",,,
3012450148,3012450144,0,297370066,False,,,residential,True,68.437,"LINESTRING (114.1059377 22.5746792, 114.1055943 22.5752067)",,,
3012450170,3012449814,0,297370068,False,,,residential,False,102.35900000000001,"LINESTRING (114.1044946 22.5757293, 114.1047655 22.5753033, 114.1050059 22.5749391)",,,
3012450172,3012449830,0,297370070,False,,,residential,False,60.123,"LINESTRING (114.1037188 22.5741716, 114.1042101 22.5744658)",,,
3012450172,3012450193,0,297370085,False,,,residential,False,66.046,"LINESTRING (114.1037188 22.5741716, 114.1040735 22.5736761)",,,
3012450172,3012450145,0,297370070,False,,,residential,True,230.729,"LINESTRING (114.1037188 22.5741716, 114.1024293 22.5733616, 114.1022684 22.5732873, 114.1020187 22.5731705, 114.1019436 22.5731234, 114.1018843 22.5730598, 114.1018621 22.5730225)",,,
3012450172,3012450138,0,297370085,False,,,residential,True,60.78,"LINESTRING (114.1037188 22.5741716, 114.1035612 22.5743745, 114.1032876 22.5742185)",,,
3012450177,8264164803,0,297370086,False,,,residential,False,93.886,"LINESTRING (114.1018446 22.5729529, 114.1016274 22.5729942, 114.10104 22.5726553)",,,
3012450177,3012450145,0,894250990,False,,,residential,False,8.078,"LINESTRING (114.1018446 22.5729529, 114.1018473 22.5729925, 114.1018621 22.5730225)",,,
3012450177,3012449821,0,894250990,False,,,residential,True,79.686,"LINESTRING (114.1018446 22.5729529, 114.101817 22.572897, 114.1021682 22.5724025, 114.1022061 22.5723491)",,,
3012450186,8264164803,0,297370087,False,,,residential,False,42.185,"LINESTRING (114.10126 22.5723349, 114.10104 22.5726553)",,,
3012450186,2788962652,0,297370087,False,,,residential,True,51.843,"LINESTRING (114.10126 22.5723349, 114.1015303 22.5719411)",,,
3012450186,8264180511,0,297370072,False,,,residential,True,61.227000000000004,"LINESTRING (114.10126 22.5723349, 114.1008604 22.5721027, 114.1008589 22.5720416, 114.100813 22.5720089)",,,
3012450190,3012450144,0,894250988,False,,,residential,True,69.535,"LINESTRING (114.1061652 22.5755431, 114.1055943 22.5752067)",,,
3012450190,3012450171,0,297370083,True,,,residential,False,46.120999999999995,"LINESTRING (114.1061652 22.5755431, 114.1061925 22.5754816, 114.1063427 22.5751621)",,,
3012450193,3012450172,0,297370085,False,,,residential,True,66.046,"LINESTRING (114.1040735 22.5736761, 114.1037188 22.5741716)",,,
3012450204,3012449830,0,297370067,False,,,residential,False,115.47,"LINESTRING (114.103606 22.5753417, 114.1038503 22.5749875, 114.1042101 22.5744658)",,,
3012450209,8264180511,0,297370073,False,,,residential,True,48.599,"LINESTRING (114.100559 22.5723777, 114.100813 22.5720089)",,,
3012450209,8264164803,0,297370086,False,,,residential,True,58.24,"LINESTRING (114.100559 22.5723777, 114.10104 22.5726553)",,,
3012461597,3012461604,0,297371682,False,,,unclassified,False,6.807,"LINESTRING (114.1051525 22.5776809, 114.1052133 22.5777053)",,,
3012461597,3012425744,0,297367957,True,,清水河三路,tertiary,False,20.104,"LINESTRING (114.1051525 22.5776809, 114.1051715 22.5776414, 114.1052457 22.5775221)",,,
3012461604,3012461597,0,297371682,False,,,unclassified,True,6.807,"LINESTRING (114.1052133 22.5777053, 114.1051525 22.5776809)",,,
3012461604,3012461629,0,297371682,False,,,unclassified,False,300.198,"LINESTRING (114.1052133 22.5777053, 114.1065331 22.5781737, 114.1065975 22.5782035, 114.1066696 22.5782477, 114.1067662 22.5783319, 114.106855 22.5783966, 114.1069381 22.5784363, 114.1070481 22.5784635, 114.1072412 22.5784932, 114.1073807 22.578518, 114.1077184 22.5786068, 114.1077991 22.5784288)",,,
3012461605,3012461629,0,297371682,False,,,unclassified,True,18.637,"LINESTRING (114.1078652 22.5782727, 114.1077991 22.5784288)",,,
3012461605,3012461629,1,297371691,False,,,unclassified,False,110.91099999999999,"LINESTRING (114.1078652 22.5782727, 114.107477 22.5781362, 114.1074451 22.5781316, 114.1074182 22.578144, 114.1073777 22.5782402, 114.1073804 22.5782724, 114.1073965 22.5782922, 114.1077991 22.5784288)",,,
3012461605,3012467152,0,297371691,False,,,unclassified,True,131.403,"LINESTRING (114.1078652 22.5782727, 114.1079922 22.5783174, 114.1080376 22.5783368, 114.1080808 22.5783843, 114.108121 22.5784586, 114.1081505 22.5784982, 114.1081934 22.5785279, 114.1082605 22.5785477, 114.1085555 22.5785824, 114.1086145 22.5785849, 114.1086789 22.5785923, 114.1087486 22.5786146, 114.1087913 22.5786216, 114.1088479 22.5786171, 114.1089364 22.5785948, 114.1090058 22.5785721)",,,
3012461629,3012461605,0,297371682,False,,,unclassified,False,18.637,"LINESTRING (114.1077991 22.5784288, 114.1078652 22.5782727)",,,
3012461629,3012461605,1,297371691,False,,,unclassified,True,110.911,"LINESTRING (114.1077991 22.5784288, 114.1073965 22.5782922, 114.1073804 22.5782724, 114.1073777 22.5782402, 114.1074182 22.578144, 114.1074451 22.5781316, 114.107477 22.5781362, 114.1078652 22.5782727)",,,
3012461629,3012461604,0,297371682,False,,,unclassified,True,300.198,"LINESTRING (114.1077991 22.5784288, 114.1077184 22.5786068, 114.1073807 22.578518, 114.1072412 22.5784932, 114.1070481 22.5784635, 114.1069381 22.5784363, 114.106855 22.5783966, 114.1067662 22.5783319, 114.1066696 22.5782477, 114.1065975 22.5782035, 114.1065331 22.5781737, 114.1052133 22.5777053)",,,
3012467144,3012467151,0,297371683,False,,,residential,False,70.88,"LINESTRING (114.1096174 22.5775072, 114.1102792 22.5776886)",,,
3012467151,3012467200,0,297371683,False,,,residential,False,86.635,"LINESTRING (114.1102792 22.5776886, 114.1110634 22.577401)",,,
3012467151,3012467144,0,297371683,False,,,residential,True,70.88,"LINESTRING (114.1102792 22.5776886, 114.1096174 22.5775072)",,,
3012467151,3012467188,0,297371684,False,,,residential,True,36.495,"LINESTRING (114.1102792 22.5776886, 114.1103684 22.5773709)",,,
3012467152,3012467152,0,297371686,False,,,unclassified,False,1083.713,"LINESTRING (114.1090058 22.5785721, 114.1089122 22.5785254, 114.1086896 22.5783545, 114.1086091 22.5783075, 114.1085231 22.57827, 114.108467 22.5782381, 114.1084184 22.5781981, 114.1082122 22.5779806, 114.1081585 22.5779335, 114.1080349 22.5778588, 114.1079681 22.5778221, 114.1078954 22.5778019, 114.1078391 22.577792, 114.107772 22.5777994, 114.1076784 22.5778245, 114.1076087 22.5778468, 114.1075119 22.5778465, 114.1074397 22.5778221, 114.1073807 22.5777824, 114.1073509 22.5777325, 114.1073485 22.5776784, 114.1073697 22.5776136, 114.1074612 22.5773886, 114.1074799 22.5773218, 114.1075255 22.5771682, 114.1075443 22.5771311, 114.1075816 22.5771035, 114.1076355 22.5770865, 114.1076972 22.5770791, 114.1080215 22.5771109, 114.1083004 22.5771579, 114.1085904 22.5772178, 114.1087054 22.5772595, 114.1087779 22.5773115, 114.1088556 22.5773833, 114.108979 22.5775245, 114.1090383 22.5775793, 114.1091078 22.5776161, 114.1091966 22.5776437, 114.1102882 22.5779385, 114.1103928 22.5779385, 114.110476 22.5779211, 114.1105481 22.5778886, 114.1106771 22.5777948, 114.1107442 22.5777626, 114.1108273 22.5777453, 114.110889 22.5777478, 114.1109665 22.5777573, 114.1110604 22.5777845, 114.1111784 22.5778564, 114.1112214 22.5778935, 114.111227 22.5779409, 114.1112082 22.5779979, 114.111176 22.5780573, 114.1111197 22.5781217, 114.1110097 22.5782406, 114.1109749 22.5782901, 114.1109531 22.5783517, 114.1109424 22.5784235, 114.1109451 22.5784978, 114.1109692 22.5785548, 114.1111224 22.5788276, 114.1111626 22.578887, 114.111168 22.5789341, 114.1111492 22.5789935, 114.1110902 22.5791, 114.1110553 22.5791272, 114.1110178 22.5791396, 114.1109775 22.5791396, 114.1109319 22.5791198, 114.1108888 22.5790724, 114.1106983 22.5788941, 114.1106152 22.5788272, 114.1104167 22.5786836, 114.1103633 22.5786592, 114.1102989 22.5786468, 114.1100334 22.5786121, 114.1099208 22.5785849, 114.109792 22.5785527, 114.1096847 22.5785329, 114.1095667 22.578518, 114.1094675 22.5784982, 114.1093253 22.5784486, 114.109269 22.5784313, 114.1092368 22.5784313, 114.1091992 22.5784412, 114.1091721 22.5784631, 114.1090651 22.5785428, 114.1090058 22.5785721)",,,
3012467152,3012467152,1,297371686,False,,,unclassified,True,1083.713,"LINESTRING (114.1090058 22.5785721, 114.1090651 22.5785428, 114.1091721 22.5784631, 114.1091992 22.5784412, 114.1092368 22.5784313, 114.109269 22.5784313, 114.1093253 22.5784486, 114.1094675 22.5784982, 114.1095667 22.578518, 114.1096847 22.5785329, 114.109792 22.5785527, 114.1099208 22.5785849, 114.1100334 22.5786121, 114.1102989 22.5786468, 114.1103633 22.5786592, 114.1104167 22.5786836, 114.1106152 22.5788272, 114.1106983 22.5788941, 114.1108888 22.5790724, 114.1109319 22.5791198, 114.1109775 22.5791396, 114.1110178 22.5791396, 114.1110553 22.5791272, 114.1110902 22.5791, 114.1111492 22.5789935, 114.111168 22.5789341, 114.1111626 22.578887, 114.1111224 22.5788276, 114.1109692 22.5785548, 114.1109451 22.5784978, 114.1109424 22.5784235, 114.1109531 22.5783517, 114.1109749 22.5782901, 114.1110097 22.5782406, 114.1111197 22.5781217, 114.111176 22.5780573, 114.1112082 22.5779979, 114.111227 22.5779409, 114.1112214 22.5778935, 114.1111784 22.5778564, 114.1110604 22.5777845, 114.1109665 22.5777573, 114.110889 22.5777478, 114.1108273 22.5777453, 114.1107442 22.5777626, 114.1106771 22.5777948, 114.1105481 22.5778886, 114.110476 22.5779211, 114.1103928 22.5779385, 114.1102882 22.5779385, 114.1091966 22.5776437, 114.1091078 22.5776161, 114.1090383 22.5775793, 114.108979 22.5775245, 114.1088556 22.5773833, 114.1087779 22.5773115, 114.1087054 22.5772595, 114.1085904 22.5772178, 114.1083004 22.5771579, 114.1080215 22.5771109, 114.1076972 22.5770791, 114.1076355 22.5770865, 114.1075816 22.5771035, 114.1075443 22.5771311, 114.1075255 22.5771682, 114.1074799 22.5773218, 114.1074612 22.5773886, 114.1073697 22.5776136, 114.1073485 22.5776784, 114.1073509 22.5777325, 114.1073807 22.5777824, 114.1074397 22.5778221, 114.1075119 22.5778465, 114.1076087 22.5778468, 114.1076784 22.5778245, 114.107772 22.5777994, 114.1078391 22.577792, 114.1078954 22.5778019, 114.1079681 22.5778221, 114.1080349 22.5778588, 114.1081585 22.5779335, 114.1082122 22.5779806, 114.1084184 22.5781981, 114.108467 22.5782381, 114.1085231 22.57827, 114.1086091 22.5783075, 114.1086896 22.5783545, 114.1089122 22.5785254, 114.1090058 22.5785721)",,,
3012467152,3012461605,0,297371691,False,,,unclassified,False,131.40300000000002,"LINESTRING (114.1090058 22.5785721, 114.1089364 22.5785948, 114.1088479 22.5786171, 114.1087913 22.5786216, 114.1087486 22.5786146, 114.1086789 22.5785923, 114.1086145 22.5785849, 114.1085555 22.5785824, 114.1082605 22.5785477, 114.1081934 22.5785279, 114.1081505 22.5784982, 114.108121 22.5784586, 114.1080808 22.5783843, 114.1080376 22.5783368, 114.1079922 22.5783174, 114.1078652 22.5782727)",,,
3012467171,3012467188,0,297371689,False,,,residential,False,70.826,"LINESTRING (114.1097008 22.5772673, 114.1101863 22.5773936, 114.110256 22.5773961, 114.1103684 22.5773709)",,,
3012467188,3012467151,0,297371684,False,,,residential,False,36.495,"LINESTRING (114.1103684 22.5773709, 114.1102792 22.5776886)",,,
3012467188,3012467206,0,297371684,False,,,residential,True,25.802,"LINESTRING (114.1103684 22.5773709, 114.1104225 22.5771443)",,,
3012467188,2286399042,0,297371689,False,,,residential,False,119.68900000000001,"LINESTRING (114.1103684 22.5773709, 114.1110622 22.5771239, 114.1110834 22.5767346)",,,
3012467188,3012467171,0,297371689,False,,,residential,True,70.826,"LINESTRING (114.1103684 22.5773709, 114.110256 22.5773961, 114.1101863 22.5773936, 114.1097008 22.5772673)",,,
3012467197,3012467206,0,297371680,False,,,residential,True,66.296,"LINESTRING (114.1097974 22.5769949, 114.1104225 22.5771443)",,,
3012467200,3012467151,0,297371683,False,,,residential,True,86.635,"LINESTRING (114.1110634 22.577401, 114.1102792 22.5776886)",,,
3012467206,3012467197,0,297371680,False,,,residential,False,66.296,"LINESTRING (114.1104225 22.5771443, 114.1097974 22.5769949)",,,
3012467206,3012467188,0,297371684,False,,,residential,False,25.802,"LINESTRING (114.1104225 22.5771443, 114.1103684 22.5773709)",,,
3012467206,2286399047,0,297371684,False,,,residential,True,42.412,"LINESTRING (114.1104225 22.5771443, 114.1105258 22.576775)",,,
3068097564,3068396162,0,219489369,True,,泥岗路辅路,primary,False,158.578,"LINESTRING (114.102858 22.5720557, 114.1041563 22.5728281)",,,
3068386738,9553523482,0,1050747506,True,,宝安北路,tertiary,False,8.55,"LINESTRING (114.1038936 22.5700116, 114.1038668 22.5700844)",,,
3068386738,3012276503,0,1050747507,True,,梨园路,tertiary,False,484.356,"LINESTRING (114.1038936 22.5700116, 114.1040224 22.5700883, 114.1040647 22.5701135, 114.1076121 22.5722271, 114.1076596 22.5722523, 114.1077371 22.5722827, 114.1078832 22.5723243)",2,,
3068396162,3012276517,0,219489369,True,,泥岗路辅路,primary,False,272.65700000000004,"LINESTRING (114.1041563 22.5728281, 114.1055439 22.5736445, 114.1057969 22.5738034, 114.1063883 22.5741564)",,,
3068396162,6266730023,0,669220276,True,,,trunk_link,False,173.647,"LINESTRING (114.1041563 22.5728281, 114.1050071 22.5734233, 114.1051855 22.5735579, 114.1054847 22.5737938)",,,
6266730023,581260735,0,45585235,True,G107,泥岗路,trunk,False,443.25300000000004,"LINESTRING (114.1054847 22.5737938, 114.1059557 22.57408, 114.1078589 22.5752291, 114.1085992 22.575665, 114.1088674 22.5758235, 114.1091152 22.5759494)",,,
6798161750,6798161755,0,44748623,True,G205,文锦北路,trunk,False,78.911,"LINESTRING (114.117826 22.5704913, 114.117826 22.570771, 114.1178329 22.5709991, 114.117839 22.5712008)",,,
6798161750,2081275114,0,724860395,True,,,tertiary,False,51.32899999999999,"LINESTRING (114.117826 22.5704913, 114.1179008 22.5706874, 114.1179928 22.5707919, 114.1181019 22.5708553)",,,
6798161755,1145405679,0,44748623,True,G205,文锦北路,trunk,False,297.60799999999995,"LINESTRING (114.117839 22.5712008, 114.1178582 22.571831, 114.1179011 22.5727524, 114.117944 22.5736935, 114.1179556 22.573875)",,,
6798161759,2081275114,0,99003706,False,,水贝一路,tertiary,True,73.112,"LINESTRING (114.1188139 22.5708483, 114.1185356 22.5708489, 114.1181019 22.5708553)",,,
6798209328,581267083,0,582418908,True,,,trunk_link,False,291.4980000000001,"LINESTRING (114.1180302 22.5768875, 114.1179328 22.5769889, 114.1171715 22.5777949, 114.1170213 22.5779039, 114.1168175 22.5780327, 114.1160109 22.5784332, 114.1159699 22.5784561, 114.1159344 22.5784802, 114.115902 22.578507, 114.1158724 22.578538)",,,
6798209328,6798209333,0,724865217,True,,,unclassified,False,275.898,"LINESTRING (114.1180302 22.5768875, 114.1180147 22.5769356, 114.1180335 22.5769753, 114.1172449 22.5778916, 114.1165154 22.5783102, 114.1161077 22.5785058)",,,
6798209333,8549657408,0,894250983,True,,,unclassified,False,116.91699999999999,"LINESTRING (114.1161077 22.5785058, 114.1159682 22.5786222, 114.1158207 22.5788724, 114.115612 22.5792313, 114.1155797 22.5792745, 114.1155439 22.5793091, 114.1154738 22.5793646)",,,
6798209346,581260667,0,776647555,True,G205,文锦北路,trunk,False,53.653,"LINESTRING (114.1153103 22.5792063, 114.1155362 22.5787712)",,,
6798209346,6798209349,0,894250984,True,,,unclassified,False,104.792,"LINESTRING (114.1153103 22.5792063, 114.1153253 22.5787975, 114.1155412 22.5784184, 114.1155518 22.5783138)",,,
6798209349,6798209359,0,"[894250985, 724865220]",True,,,unclassified,False,269.474,"LINESTRING (114.1155518 22.5783138, 114.115428 22.5772942, 114.1154045 22.5771856, 114.1153678 22.5770165, 114.1152864 22.5769119, 114.115205 22.5768694, 114.1151484 22.5768498, 114.1151395 22.5763318, 114.1151888 22.5763112, 114.1153852 22.5763069, 114.1154453 22.5762991, 114.1154859 22.5762942)",,,
6798209349,6798209333,0,"[724865221, 724865222, 724865223]",True,,,"['unclassified', 'tertiary']",False,64.842,"LINESTRING (114.1155518 22.5783138, 114.1155764 22.5783104, 114.1156506 22.5782999, 114.1160409 22.57842, 114.1160978 22.578465, 114.1161077 22.5785058)",,,yes
6798209359,581260675,0,45586083,True,,,trunk_link,False,339.17800000000005,"LINESTRING (114.1154859 22.5762942, 114.1155455 22.5762555, 114.1157077 22.5760896, 114.116102 22.5756289, 114.1162589 22.5754729, 114.1163836 22.5753701, 114.1175075 22.5745825, 114.117596 22.5744785, 114.1176845 22.5743732, 114.1177938 22.5741591)",,,
7001120012,7001120024,0,99003855,False,,水贝二路,tertiary,False,139.055,"LINESTRING (114.1181257 22.5738755, 114.11948 22.5738792)",,,
7001120012,1145405679,0,99003855,False,,水贝二路,tertiary,True,17.465,"LINESTRING (114.1181257 22.5738755, 114.1179556 22.573875)",,,
7001120012,7001120014,0,748624249,False,,,unclassified,False,89.598,"LINESTRING (114.1181257 22.5738755, 114.1181887 22.5742361, 114.1183312 22.5746565)",,,
7001120014,7001120012,0,748624249,False,,,unclassified,True,89.598,"LINESTRING (114.1183312 22.5746565, 114.1181887 22.5742361, 114.1181257 22.5738755)",,,
7001120014,7001120014,0,748624250,True,,,unclassified,False,104.997,"LINESTRING (114.1183312 22.5746565, 114.1184759 22.5747923, 114.118518 22.574995, 114.1185016 22.5750468, 114.1184549 22.5750597, 114.1184036 22.5750511, 114.1183942 22.5749929, 114.1183312 22.5746565)",,,
7001120021,9592075773,0,748624251,False,,,unclassified,False,78.234,"LINESTRING (114.1198466 22.5764184, 114.1198353 22.5757149)",,,
7001120022,7001120023,0,748624251,False,,,unclassified,False,34.769,"LINESTRING (114.1198256 22.5751093, 114.119487 22.575105)",,,
7001120022,9592075773,0,748624251,False,,,unclassified,True,67.347,"LINESTRING (114.1198256 22.5751093, 114.1198353 22.5757149)",,,
7001120023,7001120025,0,748624251,False,,,unclassified,False,23.496,"LINESTRING (114.119487 22.575105, 114.1194858 22.5748937)",,,
7001120023,7001120022,0,748624251,False,,,unclassified,True,34.769,"LINESTRING (114.119487 22.575105, 114.1198256 22.5751093)",,,
7001120023,7001120029,0,748624253,False,,,unclassified,False,64.994,"LINESTRING (114.119487 22.575105, 114.1194752 22.5756894)",,,
7001120024,7001120012,0,99003855,False,,水贝二路,tertiary,True,139.055,"LINESTRING (114.11948 22.5738792, 114.1181257 22.5738755)",,,
7001120024,7001120028,0,1041951229,False,,,unclassified,True,36.328,"LINESTRING (114.11948 22.5738792, 114.1194818 22.5742059)",,,
7001120025,7001120023,0,748624251,False,,,unclassified,True,23.496,"LINESTRING (114.1194858 22.5748937, 114.119487 22.575105)",,,
7001120025,7001120028,0,1041951228,True,,,unclassified,False,76.481,"LINESTRING (114.1194858 22.5748937, 114.1194818 22.5742059)",,,
7001120028,7001120024,0,1041951229,False,,,unclassified,False,36.328,"LINESTRING (114.1194818 22.5742059, 114.11948 22.5738792)",,,
7001120028,9592075775,0,1041951230,False,,,unclassified,False,85.257,"LINESTRING (114.1194818 22.5742059, 114.1186518 22.5742283)",,,
7001120029,7001120023,0,748624253,False,,,unclassified,True,64.994,"LINESTRING (114.1194752 22.5756894, 114.119487 22.575105)",,,
7001120029,9592075774,0,1041951227,False,,,unclassified,False,88.393,"LINESTRING (114.1194752 22.5756894, 114.1186143 22.5756906)",,,
7001120029,9592075773,0,1041951227,False,,,unclassified,True,37.082,"LINESTRING (114.1194752 22.5756894, 114.1198353 22.5757149)",,,
8264164772,8264180511,0,297370073,False,,,residential,False,40.414,"LINESTRING (114.1010242 22.5717022, 114.100813 22.5720089)",,,
8264164803,3012450209,0,297370086,False,,,residential,False,58.24,"LINESTRING (114.10104 22.5726553, 114.100559 22.5723777)",,,
8264164803,3012450186,0,297370087,False,,,residential,True,42.185,"LINESTRING (114.10104 22.5726553, 114.10126 22.5723349)",,,
8264164803,3012450177,0,297370086,False,,,residential,True,93.886,"LINESTRING (114.10104 22.5726553, 114.1016274 22.5729942, 114.1018446 22.5729529)",,,
8264180493,3012449821,0,997152256,True,,泥岗路辅路,primary,False,35.746,"LINESTRING (114.1024975 22.572525, 114.1022061 22.5723491)",,,
8264180493,8264164797,0,888905024,True,,,primary_link,False,111.985,"LINESTRING (114.1024975 22.572525, 114.1023698 22.5723737, 114.1022349 22.5722612, 114.1018976 22.5720391, 114.1017965 22.5719661, 114.1016895 22.5718581)",1,,
8264180511,3012450209,0,297370073,False,,,residential,False,48.599,"LINESTRING (114.100813 22.5720089, 114.100559 22.5723777)",,,
8264180511,8264164772,0,297370073,False,,,residential,True,40.414,"LINESTRING (114.100813 22.5720089, 114.1010242 22.5717022)",,,
8264180511,3012450186,0,297370072,False,,,residential,False,61.227000000000004,"LINESTRING (114.100813 22.5720089, 114.1008589 22.5720416, 114.1008604 22.5721027, 114.10126 22.5723349)",,,
8549657408,8549657415,0,45586096,True,G205,文锦北路,trunk,False,30.866,"LINESTRING (114.1154738 22.5793646, 114.1153494 22.5796173)",,,
8549657415,2286057537,0,45586096,True,G205,文锦北路,trunk,False,45.36,"LINESTRING (114.1153494 22.5796173, 114.1153047 22.5797081, 114.1152222 22.5798753, 114.1151704 22.5799902)",,,
8860469398,8860469399,0,957576859,False,,西货场路,residential,False,284.796,"LINESTRING (114.1079532 22.5721513, 114.1107269 22.5721568)",1,,
8860469398,9201427130,0,393911185,True,,宝岗路,secondary,False,21.641,"LINESTRING (114.1079532 22.5721513, 114.1079625 22.5722419, 114.1079645 22.5723455)",,,
8860469399,8860469398,0,957576859,False,,西货场路,residential,True,284.796,"LINESTRING (114.1107269 22.5721568, 114.1079532 22.5721513)",1,,
9201427130,3012277438,0,393911185,True,,宝岗路,secondary,False,7.826,"LINESTRING (114.1079645 22.5723455, 114.1079591 22.5724157)",,,
9201427130,9553523374,0,1050747502,True,,梨园路,tertiary,False,574.9629999999999,"LINESTRING (114.1079645 22.5723455, 114.1080367 22.5723674, 114.1081206 22.5723995, 114.1081981 22.5724371, 114.1105413 22.5738488, 114.1105753 22.5738712, 114.1106572 22.5739253, 114.1107619 22.5740041, 114.1108193 22.5740511, 114.1108524 22.5740782, 114.110941 22.5741587, 114.1110146 22.5742385, 114.1110951 22.5743366, 114.1111602 22.5744294, 114.1113224 22.5746795, 114.1113855 22.5747895, 114.1114527 22.5749226, 114.1115103 22.5750699, 114.1115559 22.5752222, 114.1115957 22.5753834, 114.1116296 22.5755485, 114.111675 22.5758661)",2,,
9553523374,9553523387,0,1037049565,False,,,residential,True,82.961,"LINESTRING (114.111675 22.5758661, 114.1108671 22.5758542)",,,
9553523374,2789096589,0,274137588,False,,清笋南路,residential,True,348.564,"LINESTRING (114.111675 22.5758661, 114.111706 22.5759947, 114.1117295 22.5760921, 114.1117537 22.5762117, 114.1117681 22.5763284, 114.1117712 22.5764275, 114.111772 22.577349, 114.1117688 22.5774376, 114.1117613 22.577528, 114.1117479 22.5776271, 114.111653 22.5782696, 114.1116365 22.5783993, 114.1116236 22.5785268, 114.1116205 22.5786425, 114.1116182 22.5789839)",2,,
9553523374,3012277438,0,1050747501,True,,梨园路,tertiary,False,565.577,"LINESTRING (114.111675 22.5758661, 114.111489 22.5752376, 114.1114401 22.5750964, 114.1113846 22.5749565, 114.1113226 22.5748298, 114.1112617 22.5747228, 114.1111064 22.5744802, 114.1110386 22.5743828, 114.1109608 22.5742825, 114.1108884 22.5742032, 114.1108106 22.5741264, 114.1107784 22.5741, 114.110714 22.5740472, 114.1106188 22.5739717, 114.1105468 22.5739224, 114.110512 22.5738986, 114.1081636 22.5724864, 114.1081172 22.5724658, 114.1080472 22.5724392, 114.1079591 22.5724157)",2,,
9553523387,9553523374,0,1037049565,False,,,residential,False,82.961,"LINESTRING (114.1108671 22.5758542, 114.111675 22.5758661)",,,
9553523418,3012276503,0,1050747503,True,,宝岗路,secondary,False,7.87,"LINESTRING (114.1078797 22.572395, 114.1078832 22.5723243)",,,
9553523418,9553523482,0,1050747505,True,,梨园路,tertiary,False,486.31800000000004,"LINESTRING (114.1078797 22.572395, 114.1078102 22.5723775, 114.107739 22.5723575, 114.1076546 22.5723241, 114.1076004 22.5722979, 114.1040313 22.5701819, 114.1039992 22.5701629, 114.1038668 22.5700844)",2,,
9553523432,9553523477,0,1050747504,True,,宝安北路,tertiary,False,97.367,"LINESTRING (114.1033081 22.5707919, 114.1037291 22.5701821, 114.1037612 22.5701283, 114.1037992 22.5700443)",,,
9553523482,9553523477,0,1050747505,True,,梨园路,tertiary,False,8.25,"LINESTRING (114.1038668 22.5700844, 114.1037992 22.5700443)",2,,
9553523482,3068097564,0,1050747506,True,,宝安北路,tertiary,False,255.481,"LINESTRING (114.1038668 22.5700844, 114.1038201 22.5701767, 114.1037941 22.5702185, 114.1028737 22.5715368, 114.1028637 22.5715526, 114.1028309 22.5716039, 114.10279 22.5716777, 114.1027612 22.5717423, 114.1027464 22.5717924, 114.1027404 22.5718463, 114.1027491 22.5719026, 114.1027725 22.5719591, 114.1028106 22.5720068, 114.102858 22.5720557)",,,
9592075773,7001120022,0,748624251,False,,,unclassified,False,67.347,"LINESTRING (114.1198353 22.5757149, 114.1198256 22.5751093)",,,
9592075773,7001120021,0,748624251,False,,,unclassified,True,78.234,"LINESTRING (114.1198353 22.5757149, 114.1198466 22.5764184)",,,
9592075773,7001120029,0,1041951227,False,,,unclassified,False,37.082,"LINESTRING (114.1198353 22.5757149, 114.1194752 22.5756894)",,,
9592075774,7001120029,0,1041951227,False,,,unclassified,True,88.393,"LINESTRING (114.1186143 22.5756906, 114.1194752 22.5756894)",,,
9592075775,7001120028,0,1041951230,False,,,unclassified,True,85.257,"LINESTRING (114.1186518 22.5742283, 114.1194818 22.5742059)",,,
9734094845,9734094850,0,272400319,True,,洪湖西路,secondary,False,44.142,"LINESTRING (114.113945 22.5746879, 114.1139464 22.5745738, 114.1139743 22.5742921)",,,
9734094845,9734094852,0,1059457690,True,,,secondary_link,False,11.285,"LINESTRING (114.113945 22.5746879, 114.1139765 22.5746391, 114.1140148 22.5746118)",1,,
9734094852,9734094853,0,1059457690,True,,,secondary_link,False,7.421,"LINESTRING (114.1140148 22.5746118, 114.1140853 22.5745971)",1,,
9734094852,9734094850,0,1059457698,True,,洪湖西路,secondary,False,35.791,"LINESTRING (114.1140148 22.5746118, 114.1139743 22.5742921)",2,,
9734094853,2286377972,0,"[44426592, 219489373]",True,,洪湖西路,secondary,False,280.23900000000003,"LINESTRING (114.1140853 22.5745971, 114.114095 22.5746735, 114.1143631 22.576987, 114.114371 22.5771034)",,,
