u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,tunnel,bridge,maxspeed,access
3635718883,2843245424,0,358679754,,living_street,False,True,99.975,"LINESTRING (114.0489761 22.5160193, 114.0480126 22.5161465)",,,,,
3635718883,3635718882,0,358676796,,residential,False,True,185.29100000000003,"LINESTRING (114.0489761 22.5160193, 114.0485546 22.5144829, 114.0485343 22.5144037)",,,,,
3635718883,3635718885,0,358679754,,living_street,False,False,132.208,"LINESTRING (114.0489761 22.5160193, 114.0501725 22.5158775, 114.0502527 22.5158678)",,,,,
3635718884,3635718883,0,358676796,,residential,False,True,97.585,"LINESTRING (114.0491126 22.5168878, 114.0489761 22.5160193)",,,,,
3635718885,3635718883,0,358679754,,living_street,False,True,132.208,"LINESTRING (114.0502527 22.5158678, 114.0501725 22.5158775, 114.0489761 22.5160193)",,,,,
3635718885,9731824018,0,1059172728,,residential,True,False,82.31200000000001,"LINESTRING (114.0502527 22.5158678, 114.0502627 22.5156627, 114.0502931 22.5154486, 114.0503312 22.5153003, 114.0503933 22.5151439)",1,,,,
3635737695,9660848493,0,220799856,福强路,primary,True,False,191.01099999999997,"LINESTRING (114.0484995 22.5183774, 114.0489432 22.5183022, 114.0493634 22.5182415, 114.0497693 22.5181956, 114.0502105 22.5181674, 114.0503424 22.5181629)",3,,,,
3635737695,2843245424,0,280169882,,residential,False,False,253.08800000000002,"LINESTRING (114.0484995 22.5183774, 114.0484086 22.5180026, 114.0481942 22.5170648, 114.0480126 22.5161465)",,,,,
3635737701,7702665421,0,881161572,,residential,False,True,6.728,"LINESTRING (114.0423033 22.5144355, 114.0423163 22.5144948)",,,,,
3635737701,598723768,0,231534951,福荣路,tertiary,True,False,255.94799999999998,"LINESTRING (114.0423033 22.5144355, 114.0424838 22.5144057, 114.042735 22.5143692, 114.043013 22.5143295, 114.0432757 22.5143099, 114.0435158 22.5143061, 114.0440213 22.5142386, 114.044329 22.5142039, 114.0445946 22.5141826, 114.0447759 22.5141713)",2,,,,
3635737702,3635737703,0,358679760,,residential,False,False,143.952,"LINESTRING (114.0467828 22.5155567, 114.0465066 22.5142875)",,,,,
3635737703,3635737702,0,358679760,,residential,False,True,143.952,"LINESTRING (114.0465066 22.5142875, 114.0467828 22.5155567)",,,,,
3635737703,7702665402,0,358679761,,unclassified,False,False,17.798,"LINESTRING (114.0465066 22.5142875, 114.0464949 22.5141278)",,,,,
3635737703,7626252390,0,816544575,福荣路辅路,unclassified,True,False,429.42600000000004,"LINESTRING (114.0465066 22.5142875, 114.045392 22.5143597, 114.0444347 22.5144325, 114.0434111 22.5145661, 114.0429599 22.5146262, 114.0423542 22.5147135)",1,,,,
5435723358,2459094324,0,1064264082,,secondary,True,False,58.578,"LINESTRING (114.0589375 22.514615, 114.0584527 22.5143376)",,,,,no
5435723374,5435723358,0,564102791,,secondary,True,False,14.838,"LINESTRING (114.0589308 22.5144817, 114.0589375 22.514615)",,,,,
7626167472,7702665457,0,816544573,益田路,tertiary,True,False,45.964,"LINESTRING (114.0504327 22.5148857, 114.050453 22.5147633, 114.0504895 22.5145866, 114.0505123 22.514479)",2,,,40,
7626167472,7626167483,0,816544574,,tertiary_link,True,False,88.616,"LINESTRING (114.0504327 22.5148857, 114.0504669 22.5148311, 114.0504963 22.5147617, 114.050531 22.5147123, 114.0505884 22.5146776, 114.0506495 22.5146737, 114.0509309 22.5147222, 114.0509804 22.5147479, 114.0510211 22.5147773, 114.0510486 22.5148239, 114.0510588 22.514886)",1,,,,
7626167472,7626252386,0,816544575,福荣路辅路,unclassified,True,False,28.579,"LINESTRING (114.0504327 22.5148857, 114.0504161 22.5147899, 114.0503863 22.5147123, 114.0503376 22.514649)",1,,,,
7626167474,598723432,0,996181408,福荣路,tertiary,True,False,63.126,"LINESTRING (114.0505467 22.5144127, 114.0510623 22.5145012, 114.0511509 22.5145164)",2,,,,
7626167483,7656321591,0,816544580,益田路,tertiary,True,False,45.917,"LINESTRING (114.0510588 22.514886, 114.0509663 22.51529)",2,,,,
7626252386,3635718882,0,816544575,福荣路辅路,unclassified,True,False,187.233,"LINESTRING (114.0503376 22.514649, 114.0485343 22.5144037)",1,,,,
7626252386,7702665410,0,824905582,,tertiary_link,True,False,47.949,"LINESTRING (114.0503376 22.514649, 114.0501283 22.5144829, 114.050058 22.5144401, 114.0499617 22.5143977)",,,,,
7626252390,7702665421,0,881161572,,residential,False,False,24.628,"LINESTRING (114.0423542 22.5147135, 114.0423163 22.5144948)",,,,,
7626252406,2042407636,0,193719996,益田五路,residential,False,False,318.574,"LINESTRING (114.0405555 22.5151811, 114.0419238 22.5177522)",2,,,,
7626252406,7701171822,0,193719996,益田五路,residential,False,True,21.772,"LINESTRING (114.0405555 22.5151811, 114.0404776 22.514999)",2,,,,
7626252432,503304588,0,996181406,福强路,primary,True,False,182.583,"LINESTRING (114.0503615 22.5182906, 114.0498713 22.5183332, 114.0496015 22.5183612, 114.0491628 22.5184155, 114.0485994 22.5185016)",3,,,,
7626252440,2843245410,0,996188215,益田路,secondary,True,False,112.687,"LINESTRING (114.0507544 22.5177271, 114.0505756 22.5170035, 114.0505189 22.5167374)",3,,,,
7626252440,2843245410,1,1051282786,,secondary_link,True,False,118.547,"LINESTRING (114.0507544 22.5177271, 114.0506501 22.5176256, 114.0505881 22.5175259, 114.0505439 22.517405, 114.0504596 22.5169839, 114.0504606 22.5169054, 114.0504812 22.5168259, 114.0505189 22.5167374)",1,,,,
7626252442,598724289,0,1059172727,益田路,secondary,True,False,41.361,"LINESTRING (114.0508922 22.5177705, 114.0509652 22.5181363)",3,,,,
7626252442,503304404,0,816544586,,primary_link,True,False,68.586,"LINESTRING (114.0508922 22.5177705, 114.0509516 22.5178686, 114.0510301 22.5179556, 114.0510931 22.5180019, 114.0511962 22.5180595, 114.0512921 22.5180985, 114.0514049 22.5181294)",1,,,,
7656278458,8195511764,0,819859499,,living_street,False,False,108.066,"LINESTRING (114.0590902 22.5198513, 114.059193 22.5196225, 114.0585025 22.5192797)",,,,,
7656321578,7656321587,0,819859517,,living_street,False,True,52.183,"LINESTRING (114.0523861 22.5169683, 114.051889 22.5168715)",,,,,
7656321579,7724575125,0,"[34900349, 819859494]","['丹桂路', '福桂街']",residential,True,False,197.202,"LINESTRING (114.0530735 22.5174688, 114.0531481 22.5165198, 114.0531551 22.5164931, 114.0531756 22.5164738, 114.0532057 22.5164599, 114.0532419 22.5164544, 114.0539869 22.5165953)",2,,,,
7656321579,7656321587,0,819859518,,living_street,False,False,157.47400000000002,"LINESTRING (114.0530735 22.5174688, 114.0529986 22.5174647, 114.0524144 22.5174325, 114.0522976 22.5173933, 114.0520994 22.5172789, 114.0520074 22.5171971, 114.0519295 22.5171023, 114.0518906 22.5170075, 114.05188 22.5169421, 114.051889 22.5168715)",,,,,
7656321587,7656321578,0,819859517,,living_street,False,False,52.183,"LINESTRING (114.051889 22.5168715, 114.0523861 22.5169683)",,,,,
7656321587,598724344,0,819859517,,living_street,False,True,130.29500000000002,"LINESTRING (114.051889 22.5168715, 114.0509244 22.5166838, 114.0506425 22.5167034)",,,,,
7656321587,7656321579,0,819859518,,living_street,False,True,157.474,"LINESTRING (114.051889 22.5168715, 114.05188 22.5169421, 114.0518906 22.5170075, 114.0519295 22.5171023, 114.0520074 22.5171971, 114.0520994 22.5172789, 114.0522976 22.5173933, 114.0524144 22.5174325, 114.0529986 22.5174647, 114.0530735 22.5174688)",,,,,
7656321591,598724344,0,816544580,益田路,tertiary,True,False,160.644,"LINESTRING (114.0509663 22.51529, 114.0506425 22.5167034)",2,,,,
7656321591,7656321592,0,819859520,,living_street,False,False,107.435,"LINESTRING (114.0509663 22.51529, 114.0519886 22.5154941)",,,,,
7656321592,7656321591,0,819859520,,living_street,False,True,107.435,"LINESTRING (114.0519886 22.5154941, 114.0509663 22.51529)",,,,,
7656321592,7656321627,0,819859525,,living_street,False,True,7.962,"LINESTRING (114.0519886 22.5154941, 114.0520639 22.5155111)",,,,,
7656321592,7656321626,0,819859526,,living_street,False,False,100.051,"LINESTRING (114.0519886 22.5154941, 114.0522059 22.514617)",,,,,
7656321614,7656321627,0,819859525,,living_street,False,False,202.235,"LINESTRING (114.0530892 22.5164118, 114.0525939 22.5163278, 114.0527562 22.5156436, 114.0521005 22.5155181, 114.0520639 22.5155111)",,,,,
7656321617,7656321626,0,819859526,,living_street,False,True,21.818,"LINESTRING (114.0522512 22.5144253, 114.0522059 22.514617)",,,,,
7656321617,598723432,0,46898356,菩提路,tertiary,False,False,123.60699999999999,"LINESTRING (114.0522512 22.5144253, 114.0517691 22.5143028, 114.0517053 22.5142921, 114.0516447 22.5142878, 114.0515821 22.5142878, 114.0515211 22.5142942, 114.0514533 22.5143101, 114.0513956 22.5143289, 114.0513418 22.5143517, 114.0512888 22.5143845, 114.0512541 22.5144107, 114.051216 22.5144428, 114.0511834 22.5144737, 114.0511509 22.5145164)",2,,,,
7656321617,7656321620,0,46898356,菩提路,tertiary,False,True,224.851,"LINESTRING (114.0522512 22.5144253, 114.0534172 22.5147098, 114.0538356 22.5148386, 114.0543337 22.5150359)",2,,,,
7656321620,7656321617,0,46898356,菩提路,tertiary,False,False,224.851,"LINESTRING (114.0543337 22.5150359, 114.0538356 22.5148386, 114.0534172 22.5147098, 114.0522512 22.5144253)",2,,,,
7656321620,598723406,0,46898356,菩提路,tertiary,False,True,60.387,"LINESTRING (114.0543337 22.5150359, 114.0545866 22.515136, 114.0548566 22.5152818)",2,,,,
7656321620,7656321622,0,819859527,,living_street,False,True,23.737000000000002,"LINESTRING (114.0543337 22.5150359, 114.054277 22.5152051, 114.0542696 22.5152408)",,,,,
7656321622,7656321620,0,819859527,,living_street,False,False,23.737000000000002,"LINESTRING (114.0542696 22.5152408, 114.054277 22.5152051, 114.0543337 22.5150359)",,,,,
7656321622,7724575125,0,819859527,,living_street,False,True,153.38799999999998,"LINESTRING (114.0542696 22.5152408, 114.0540059 22.5165014, 114.0539869 22.5165953)",,,,,
7656321622,7656321625,0,819859528,,living_street,False,False,216.30599999999998,"LINESTRING (114.0542696 22.5152408, 114.0534858 22.5149449, 114.053129 22.5148384, 114.0522734 22.5146327)",,,,,
7656321625,7656321626,0,819859528,,living_street,False,False,7.15,"LINESTRING (114.0522734 22.5146327, 114.0522059 22.514617)",,,,,
7656321625,7656321622,0,819859528,,living_street,False,True,216.30599999999998,"LINESTRING (114.0522734 22.5146327, 114.053129 22.5148384, 114.0534858 22.5149449, 114.0542696 22.5152408)",,,,,
7656321625,7656321627,0,819859529,,living_street,False,True,100.016,"LINESTRING (114.0522734 22.5146327, 114.0520796 22.5154453, 114.0520639 22.5155111)",,,,,
7656321626,7656321617,0,819859526,,living_street,False,False,21.818,"LINESTRING (114.0522059 22.514617, 114.0522512 22.5144253)",,,,,
7656321626,7656321592,0,819859526,,living_street,False,True,100.051,"LINESTRING (114.0522059 22.514617, 114.0519886 22.5154941)",,,,,
7656321626,7656321625,0,819859528,,living_street,False,True,7.15,"LINESTRING (114.0522059 22.514617, 114.0522734 22.5146327)",,,,,
7656321627,7656321592,0,819859525,,living_street,False,False,7.962,"LINESTRING (114.0520639 22.5155111, 114.0519886 22.5154941)",,,,,
7656321627,7656321614,0,819859525,,living_street,False,True,202.235,"LINESTRING (114.0520639 22.5155111, 114.0521005 22.5155181, 114.0527562 22.5156436, 114.0525939 22.5163278, 114.0530892 22.5164118)",,,,,
7656321627,7656321625,0,819859529,,living_street,False,False,100.016,"LINESTRING (114.0520639 22.5155111, 114.0520796 22.5154453, 114.0522734 22.5146327)",,,,,
7701169509,598724344,0,"[996181405, 46734917, 238038718]","['益田路', '红棉道']",secondary,True,False,627.5329999999999,"LINESTRING (114.0514644 22.5111313, 114.0514672 22.5111802, 114.0514726 22.5112924, 114.0514744 22.5113675, 114.0514743 22.5114528, 114.0514708 22.5115553, 114.0514632 22.5116663, 114.0514561 22.5117225, 114.0514436 22.5118684, 114.0514255 22.5120036, 114.0513798 22.5122686, 114.0507135 22.5154829, 114.0506487 22.5158696, 114.0506181 22.5161772, 114.0506126 22.5164323, 114.0506425 22.5167034)",3,,yes,,
7701169509,7701169511,0,824751284,,tertiary,True,False,178.57,"LINESTRING (114.0514644 22.5111313, 114.051502 22.5112601, 114.0515214 22.5113375, 114.0515323 22.5113963, 114.0515414 22.5114567, 114.0515488 22.5115124, 114.051556 22.511623, 114.051557 22.5116946, 114.0515521 22.5117723, 114.0515272 22.5119482, 114.0514135 22.5125205, 114.0514076 22.5125589, 114.0514046 22.5125912, 114.0514081 22.5126196, 114.0514191 22.5126476, 114.0514366 22.5126703, 114.0514688 22.5126961)",2,,,,
7701169511,598723538,0,1059172732,桂花路,tertiary,True,False,114.911,"LINESTRING (114.0514688 22.5126961, 114.0514965 22.5127039, 114.0518633 22.512777, 114.0521735 22.5128397, 114.0525599 22.5129236)",2,,,,
7701169566,2042407636,0,"[817481817, 193719995, 220800286]",,residential,False,False,188.869,"LINESTRING (114.0403339 22.5186052, 114.0404012 22.5185706, 114.0405072 22.5185127, 114.0407615 22.5183716, 114.0408252 22.5183411, 114.0409336 22.518283, 114.0414838 22.5179881, 114.0419238 22.5177522)",,,yes,,
7701171822,7626252406,0,193719996,益田五路,residential,False,False,21.772,"LINESTRING (114.0404776 22.514999, 114.0405555 22.5151811)",2,,,,
7702665399,598723768,0,46898381,凤凰道,residential,False,False,4.794,"LINESTRING (114.0447772 22.5142144, 114.0447759 22.5141713)",,,,,
7702665399,7702665421,0,223456773,福荣路,tertiary,True,False,254.95999999999998,"LINESTRING (114.0447772 22.5142144, 114.0446002 22.5142273, 114.0444846 22.5142357, 114.0440861 22.5142748, 114.0437817 22.5143157, 114.0435242 22.5143516, 114.043319 22.5143565, 114.0430725 22.5143762, 114.0426907 22.5144311, 114.0424729 22.5144657, 114.0423163 22.5144948)",2,,,,
7702665402,3635737703,0,358679761,,unclassified,False,True,17.798,"LINESTRING (114.0464949 22.5141278, 114.0465066 22.5142875)",,,,,
7702665402,7702665399,0,223456773,福荣路,tertiary,True,False,176.715,"LINESTRING (114.0464949 22.5141278, 114.0463172 22.5141367, 114.0459755 22.5141472, 114.0447772 22.5142144)",2,,,,
7702665406,3635718882,0,358676797,,residential,False,True,23.274,"LINESTRING (114.0484891 22.5141986, 114.0485343 22.5144037)",,,,,
7702665406,7702665402,0,223456773,福荣路,tertiary,True,False,205.237,"LINESTRING (114.0484891 22.5141986, 114.0480442 22.5141581, 114.0475913 22.5141283, 114.0470843 22.5141127, 114.0464949 22.5141278)",2,,,,
7702665410,7702665406,0,223456773,福荣路,tertiary,True,False,152.88,"LINESTRING (114.0499617 22.5143977, 114.0493971 22.5143173, 114.0484891 22.5141986)",2,,,,
7702665417,10050110836,0,223456773,福荣路,tertiary,True,False,7.997,"LINESTRING (114.0410569 22.514806, 114.0409865 22.5148367)",2,,,,
7702665417,3635737709,0,816544577,,tertiary_link,True,False,38.622,"LINESTRING (114.0410569 22.514806, 114.0410668 22.514816, 114.0410816 22.5148194, 114.0411021 22.5148215, 114.041133 22.5148215, 114.0411602 22.5148215, 114.0411876 22.5148274, 114.041403 22.5149235)",,,,,
7702665421,3635737701,0,881161572,,residential,False,False,6.728,"LINESTRING (114.0423163 22.5144948, 114.0423033 22.5144355)",,,,,
7702665421,7626252390,0,881161572,,residential,False,True,24.628,"LINESTRING (114.0423163 22.5144948, 114.0423542 22.5147135)",,,,,
7702665421,7702665417,0,223456773,福荣路,tertiary,True,False,133.927,"LINESTRING (114.0423163 22.5144948, 114.0421506 22.5145304, 114.0419047 22.5145919, 114.041296 22.5147426, 114.0411212 22.514789, 114.0410569 22.514806)",2,,,,
7702665457,7702665410,0,223456773,福荣路,tertiary,True,False,57.277,"LINESTRING (114.0505123 22.514479, 114.0504432 22.5144676, 114.0504115 22.5144633, 114.0499617 22.5143977)",2,,,,
7702665457,7626167474,0,816544573,益田路,tertiary,True,False,8.198,"LINESTRING (114.0505123 22.514479, 114.0505286 22.5144412, 114.0505467 22.5144127)",2,,,40,
7704094931,598723695,0,46898376,红柳道,residential,False,False,115.181,"LINESTRING (114.045828 22.5112289, 114.0458632 22.5118238, 114.0458699 22.5119364, 114.0458833 22.5121634, 114.0458892 22.5122632)",,,,,
7724575125,8195511793,0,819859494,丹桂路,residential,True,False,161.529,"LINESTRING (114.0539869 22.5165953, 114.055383 22.5168919, 114.0555193 22.5169214)",2,,,,
7724575125,7656321622,0,819859527,,living_street,False,False,153.38799999999998,"LINESTRING (114.0539869 22.5165953, 114.0540059 22.5165014, 114.0542696 22.5152408)",,,,,
8146989183,598723737,0,1054407539,绒花路,tertiary,True,False,97.776,"LINESTRING (114.0496527 22.510789, 114.0487021 22.5107441)",,,,,
8146989184,598723550,0,910437368,瑞香道,unclassified,False,True,44.84,"LINESTRING (114.0545825 22.5110364, 114.0547283 22.5106563)",,,,,
8146989184,598723474,0,"[875261256, 875261258, 875261260]","['瑞香道', '红花路', '椰风道']","['unclassified', 'residential']",True,False,288.899,"LINESTRING (114.0545825 22.5110364, 114.0545013 22.5113, 114.0544455 22.5114514, 114.0544378 22.5114876, 114.0544411 22.5115168, 114.0544472 22.5115449, 114.0544641 22.5115733, 114.0545003 22.5116016, 114.056268 22.5121774, 114.0561689 22.5124223)",,,,,
8146989191,2268752831,0,958581832,瑞香道,residential,True,False,58.148,"LINESTRING (114.0543007 22.5118112, 114.054111 22.5123039)",2,,,,
8146989191,8453450219,0,"[46898393, 875261255]",绒花路,"['residential', 'tertiary']",True,False,175.254,"LINESTRING (114.0543007 22.5118112, 114.0542809 22.5118058, 114.0541631 22.5115456, 114.0541173 22.51149, 114.0540981 22.5114668, 114.0540229 22.5114254, 114.0537768 22.5113534, 114.0535559 22.5112951, 114.0532074 22.511213, 114.0530749 22.5111855, 114.052954 22.5111605, 114.0528784 22.5111422)",2,,,,
8146989191,8146989184,0,875261257,瑞香道,unclassified,True,False,91.821,"LINESTRING (114.0543007 22.5118112, 114.0543396 22.5116907, 114.0543492 22.5116174, 114.0543616 22.5115397, 114.0543712 22.5114805, 114.0543989 22.5114055, 114.054463 22.5112245, 114.0545825 22.5110364)",,,,,
8146989209,8146989277,0,"[1051282787, 46898413, 875261262]","['红花路', '红棉道']","['secondary', 'tertiary']",True,False,145.9,"LINESTRING (114.0514157 22.5111237, 114.0513834 22.5110224, 114.0513614 22.510974, 114.0513379 22.5109376, 114.051309 22.5109042, 114.0512704 22.5108739, 114.0512271 22.5108518, 114.0511786 22.5108315, 114.0504081 22.5107147, 114.0501867 22.5107381)",,,,,
8146989209,598723670,0,875261263,绒花路,tertiary,True,False,133.836,"LINESTRING (114.0514157 22.5111237, 114.0512763 22.5110062, 114.0508016 22.5109283, 114.0501769 22.5108395)",,,,,
8146989277,598723670,0,825084775,蓝花道,residential,True,False,11.32,"LINESTRING (114.0501867 22.5107381, 114.0501769 22.5108395)",2,,,,
8146989277,8146989183,0,875261254,,tertiary,True,False,55.214,"LINESTRING (114.0501867 22.5107381, 114.0500942 22.5107444, 114.0497922 22.510785, 114.0496527 22.510789)",,,,,
8167951077,503304577,0,996181411,福强路,primary,True,False,521.076,"LINESTRING (114.05651 22.518958, 114.0560254 22.5188193, 114.0555844 22.5187016, 114.0549354 22.5185483, 114.0544062 22.5184464, 114.0540114 22.5183837, 114.053508 22.5183251, 114.0528558 22.5182553, 114.0521939 22.5182174, 114.0515255 22.5182175)",3,,,,
8167985697,503304588,0,97520170,石厦‎街,tertiary,False,False,138.708,"LINESTRING (114.0485799 22.5197489, 114.0485939 22.5189138, 114.0485977 22.5186868, 114.0485982 22.518632, 114.0485994 22.5185016)",,,,,
8167985768,7626252432,0,816544584,,primary_link,True,False,72.946,"LINESTRING (114.050897 22.5186411, 114.050859 22.5185335, 114.0508049 22.5184643, 114.0507355 22.5184005, 114.0506452 22.5183494, 114.0505264 22.5183155, 114.0503615 22.5182906)",1,,,,
8167985768,503304240,0,1059172724,益田路,secondary,True,False,43.032,"LINESTRING (114.050897 22.5186411, 114.050882 22.5184338, 114.0508735 22.5183806, 114.0508536 22.5182565)",3,,,,
8195511757,409391983,0,881161574,,residential,False,True,119.513,"LINESTRING (114.0575384 22.5188728, 114.0580905 22.5179267)",,,,,
8195511757,8195511758,0,881161576,,living_street,False,False,90.316,"LINESTRING (114.0575384 22.5188728, 114.0567135 22.5185916)",,,,,
8195511757,8195511761,0,881161576,,living_street,False,True,93.146,"LINESTRING (114.0575384 22.5188728, 114.0583695 22.5192079)",,,,,
8195511758,8195511759,0,881161575,,residential,False,False,133.754,"LINESTRING (114.0567135 22.5185916, 114.0571727 22.517466)",,,,,
8195511758,8195511757,0,881161576,,living_street,False,True,90.316,"LINESTRING (114.0567135 22.5185916, 114.0575384 22.5188728)",,,,,
8195511758,9000013660,0,881161576,,living_street,False,False,158.19899999999998,"LINESTRING (114.0567135 22.5185916, 114.0559838 22.5183781, 114.0553303 22.5182224, 114.0552344 22.5181968)",,,,,
8195511759,8195511758,0,881161575,,residential,False,True,133.754,"LINESTRING (114.0571727 22.517466, 114.0567135 22.5185916)",,,,,
8195511759,409391983,0,819859494,丹桂路,residential,True,False,107.316,"LINESTRING (114.0571727 22.517466, 114.0573887 22.5175663, 114.0576019 22.517673, 114.0578147 22.5177798, 114.0580905 22.5179267)",2,,,,
8195511761,8195511757,0,881161576,,living_street,False,False,93.146,"LINESTRING (114.0583695 22.5192079, 114.0575384 22.5188728)",,,,,
8195511764,409391968,0,816544581,金桂道,residential,False,False,100.365,"LINESTRING (114.0585025 22.5192797, 114.058956 22.5184802)",2,,,,
8195511764,409391961,0,816544581,金桂道,residential,False,True,37.318,"LINESTRING (114.0585025 22.5192797, 114.0584065 22.5194484, 114.058361 22.5195872)",2,,,,
8195511764,7656278458,0,819859499,,living_street,False,True,108.066,"LINESTRING (114.0585025 22.5192797, 114.059193 22.5196225, 114.0590902 22.5198513)",,,,,
8195511793,2268825369,0,34900347,银桂道,residential,False,True,133.355,"LINESTRING (114.0555193 22.5169214, 114.0556914 22.5157327)",,,,,
8195511793,9000013660,0,34900347,银桂道,residential,False,False,144.951,"LINESTRING (114.0555193 22.5169214, 114.0554996 22.517057, 114.0554707 22.517238, 114.0554353 22.5174254, 114.0553984 22.5175942, 114.0553319 22.5178434, 114.0552616 22.5180971, 114.0552344 22.5181968)",,,,,
8195511793,8195511759,0,819859494,丹桂路,residential,True,False,180.716,"LINESTRING (114.0555193 22.5169214, 114.0556567 22.5169512, 114.0559099 22.5170118, 114.0562053 22.5170976, 114.0564446 22.5171749, 114.0566798 22.5172626, 114.0569252 22.5173627, 114.0571727 22.517466)",2,,,,
8453450219,8453450223,0,1051282803,绒花路,tertiary,True,False,41.73,"LINESTRING (114.0528784 22.5111422, 114.0524804 22.511067)",2,,,,
8453450219,598723535,0,910437369,紫荆道,residential,False,False,36.869,"LINESTRING (114.0528784 22.5111422, 114.0529729 22.5113221, 114.0529832 22.5113588, 114.0529868 22.5114072, 114.0529814 22.5114521)",,,,,
8453450223,8453450235,0,910437371,,residential,False,True,44.108000000000004,"LINESTRING (114.0524804 22.511067, 114.0524725 22.5111029, 114.0524224 22.5113304, 114.0523927 22.5114553)",2,,,,
8453450223,7701169509,0,"[1051282803, 999735539]","['绒花路', '红棉道']",tertiary,True,False,125.12200000000001,"LINESTRING (114.0524804 22.511067, 114.051619 22.5109105, 114.0515801 22.5109089, 114.051542 22.5109177, 114.0515074 22.5109383, 114.0514819 22.5109719, 114.0514658 22.5110038, 114.051462 22.5110396, 114.0514617 22.5110766, 114.0514634 22.5111074, 114.0514644 22.5111313)",2,,,,
8453450235,8453450223,0,910437371,,residential,False,False,44.108,"LINESTRING (114.0523927 22.5114553, 114.0524224 22.5113304, 114.0524725 22.5111029, 114.0524804 22.511067)",2,,,,
8482608230,8482608241,0,958581833,紫荆道,unclassified,True,False,7.978,"LINESTRING (114.053335 22.5102769, 114.0533547 22.5102075)",,,,,
8482608241,9731823962,0,916588756,市花路,tertiary,True,False,149.732,"LINESTRING (114.0533547 22.5102075, 114.0534416 22.5102316, 114.0534901 22.5102451, 114.0546245 22.5105554, 114.0546882 22.5105731, 114.054752 22.5105909)",2,,,,
8482608313,8482608314,0,46898388,平冠道,unclassified,True,False,8.681,"LINESTRING (114.0412168 22.5100816, 114.0412347 22.5101579)",,,,,
8482608314,598723885,0,46898388,平冠道,unclassified,True,False,102.51899999999999,"LINESTRING (114.0412347 22.5101579, 114.0412597 22.5102646, 114.041266 22.5102915, 114.0414653 22.5110549)",,,,,
8869448110,2268752831,0,217589455,长宝路,residential,False,False,10.608,"LINESTRING (114.0542106 22.5123291, 114.054111 22.5123039)",,,,,
8869448110,8869448111,0,910437375,瑞香道,residential,True,False,115.594,"LINESTRING (114.0542106 22.5123291, 114.0537663 22.5132842)",2,,,,
8869448110,2268752972,0,217589455,长宝路,residential,False,True,193.572,"LINESTRING (114.0542106 22.5123291, 114.0543258 22.5123582, 114.0548166 22.5124184, 114.0550791 22.5124778, 114.0552947 22.5125599, 114.0555166 22.5126867, 114.0557238 22.512814, 114.0559278 22.5129579)",,,,,
8869448111,598723470,0,830725879,桂花路,tertiary,True,False,191.267,"LINESTRING (114.0537663 22.5132842, 114.0540571 22.5133707, 114.05449 22.5135111, 114.0548591 22.5136487, 114.0552012 22.5137796, 114.055503 22.5139015)",2,,,,
9000013660,409391960,0,34900347,银桂道,residential,False,False,34.363,"LINESTRING (114.0552344 22.5181968, 114.0551823 22.5183873, 114.0551736 22.5184091, 114.0551658 22.5184286, 114.0551493 22.5184954)",,,,,
9000013660,8195511793,0,34900347,银桂道,residential,False,True,144.951,"LINESTRING (114.0552344 22.5181968, 114.0552616 22.5180971, 114.0553319 22.5178434, 114.0553984 22.5175942, 114.0554353 22.5174254, 114.0554707 22.517238, 114.0554996 22.517057, 114.0555193 22.5169214)",,,,,
9000013660,8195511758,0,881161576,,living_street,False,True,158.199,"LINESTRING (114.0552344 22.5181968, 114.0553303 22.5182224, 114.0559838 22.5183781, 114.0567135 22.5185916)",,,,,
9660848493,7626252440,0,816544585,,primary_link,True,False,70.228,"LINESTRING (114.0503424 22.5181629, 114.050439 22.5181437, 114.0505092 22.5181167, 114.0505805 22.5180706, 114.0506517 22.5180068, 114.0507014 22.5179267, 114.0507315 22.5178318, 114.0507544 22.5177271)",1,,,,
9660848493,503304245,0,1051282784,福强路,primary,True,False,50.696,"LINESTRING (114.0503424 22.5181629, 114.0506585 22.5181521, 114.0508355 22.5181437)",3,,,,
9731823962,598723550,0,46898367,瑞香道,unclassified,False,False,7.669,"LINESTRING (114.054752 22.5105909, 114.0547283 22.5106563)",,,,,
9731823962,1492216295,0,916588756,市花路,tertiary,True,False,167.55100000000002,"LINESTRING (114.054752 22.5105909, 114.0548637 22.5106219, 114.0549195 22.5106374, 114.0559887 22.5110036, 114.0562865 22.5111009)",2,,,,
9731824018,7626167472,0,816544573,益田路,tertiary,True,False,28.994,"LINESTRING (114.0503933 22.5151439, 114.0504327 22.5148857)",2,,,40,
9757737411,503304240,0,1059172723,福强路,primary,True,False,13.196,"LINESTRING (114.0509817 22.5182475, 114.0508536 22.5182565)",3,,,,
9757737411,8167985814,0,996188192,益田路,secondary,True,False,49.502,"LINESTRING (114.0509817 22.5182475, 114.0509978 22.5183671, 114.0509962 22.5184256, 114.0510162 22.5186911)",3,,,,
9769467918,3635737703,0,816544575,福荣路辅路,unclassified,True,False,108.784,"LINESTRING (114.0475636 22.5143481, 114.0465066 22.5142875)",1,,,,
9769467918,2843245424,0,280169882,,residential,False,True,205.22699999999998,"LINESTRING (114.0475636 22.5143481, 114.0475718 22.514386, 114.0477965 22.5153001, 114.0480126 22.5161465)",,,,,
