u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry
8562809987,8562809973,0,922389525,True,1,宝洁路,residential,False,246.058,"LINESTRING (114.0907523 22.5856981, 114.0908169 22.5856867, 114.0908797 22.585672, 114.0910912 22.5856107, 114.0911797 22.5855943, 114.0912644 22.5855837, 114.0917462 22.5855336, 114.0919893 22.5855083, 114.0920659 22.5854989, 114.0921406 22.5854871, 114.0923589 22.5854373, 114.092689 22.5853621, 114.0927792 22.5853387, 114.0928693 22.5853121, 114.0929418 22.585286, 114.0930801 22.585221)"
8562809987,8562810430,0,922389526,False,,宝洁路,residential,True,219.425,"LINESTRING (114.0907523 22.5856981, 114.0906716 22.5857095, 114.0905891 22.5857191, 114.0904926 22.5857277, 114.0904054 22.5857277, 114.0903182 22.585724, 114.0902351 22.5857116, 114.0901305 22.5856893, 114.0899521 22.5856534, 114.0898797 22.585641, 114.0898032 22.5856336, 114.0897254 22.5856324, 114.0893698 22.5856774, 114.0892851 22.5856987, 114.0892004 22.5857371, 114.0891187 22.5857869, 114.0888363 22.5859669, 114.088733 22.5860164)"
2312634443,2319059007,0,222960000,False,,,unclassified,True,903.9830000000002,"LINESTRING (114.0992435 22.580215, 114.0988731 22.5805276, 114.098815 22.5805686, 114.098767 22.5805983, 114.098718 22.5806234, 114.0986484 22.580648, 114.0985686 22.5806702, 114.0977838 22.5808237, 114.0974995 22.5808385, 114.0973659 22.5808178, 114.0971138 22.5806791, 114.0969899 22.580633, 114.0955656 22.5803556, 114.0954717 22.5803506, 114.0951633 22.5804819, 114.095056 22.5805537, 114.0949761 22.5806445, 114.0942245 22.5818044, 114.0941923 22.5818836, 114.094195 22.581948, 114.0942889 22.5823319, 114.0943103 22.5824161, 114.0942894 22.5824945, 114.0940931 22.5828074, 114.0939777 22.5829015, 114.0937578 22.5829807, 114.0936376 22.5829799, 114.0932106 22.5827455, 114.0931382 22.5827232, 114.0930604 22.5827281, 114.0927573 22.5829312)"
2312634443,8562809973,0,889994892,False,,宝洁路,residential,True,1237.559,"LINESTRING (114.0992435 22.580215, 114.0993684 22.5808555, 114.09938 22.5809249, 114.0993889 22.5809919, 114.0993952 22.581053, 114.0993985 22.5811155, 114.099397 22.5811703, 114.0993929 22.5812176, 114.0993843 22.581272, 114.0993719 22.5813332, 114.0992923 22.5816365, 114.0992814 22.5816694, 114.0992682 22.581701, 114.0992516 22.5817313, 114.099232 22.5817609, 114.0992121 22.5817856, 114.0991859 22.5818105, 114.0991528 22.5818361, 114.0991173 22.5818582, 114.0990804 22.5818767, 114.0990418 22.5818909, 114.0989995 22.581903, 114.0989633 22.5819094, 114.0989248 22.5819144, 114.0985674 22.5819392, 114.098528 22.5819459, 114.0984889 22.5819576, 114.0984574 22.5819717, 114.0984264 22.5819895, 114.0983964 22.5820102, 114.0983674 22.582036, 114.0983441 22.5820595, 114.0983222 22.5820848, 114.0983024 22.5821097, 114.0982861 22.582135, 114.0982724 22.5821603, 114.0982612 22.5821862, 114.0982516 22.5822152, 114.0982445 22.5822439, 114.0982409 22.582272, 114.0982397 22.5822991, 114.0982412 22.5823264, 114.0982447 22.582357, 114.0983958 22.5834692, 114.0984011 22.5835633, 114.0984021 22.5836602, 114.0983995 22.5837364, 114.0983927 22.5838193, 114.0983854 22.5838778, 114.098375 22.5839377, 114.0983603 22.5839978, 114.0983462 22.5840429, 114.0983289 22.5840866, 114.0983112 22.584125, 114.0982927 22.5841601, 114.0973707 22.5858567, 114.0973339 22.5859088, 114.0972861 22.5859629, 114.0972368 22.5860055, 114.0971783 22.5860425, 114.0971228 22.5860724, 114.0970674 22.5860937, 114.0970088 22.5861065, 114.0969395 22.5861122, 114.0968702 22.5861094, 114.0968009 22.5860994, 114.0967315 22.5860823, 114.0966668 22.586061, 114.0966068 22.5860354, 114.0965498 22.5859998, 114.0965005 22.5859643, 114.0964558 22.5859188, 114.0964153 22.5858696, 114.0960817 22.5854238, 114.0960373 22.5853742, 114.0959871 22.5853268, 114.0959439 22.5852934, 114.0958891 22.585261, 114.095833 22.5852351, 114.09577 22.5852125, 114.0957069 22.5851953, 114.0956462 22.5851823, 114.0955867 22.5851769, 114.0955342 22.585178, 114.0954699 22.5851823, 114.0954197 22.5851931, 114.0953697 22.5852102, 114.0951682 22.5852994, 114.0951113 22.5853229, 114.0950462 22.5853426, 114.0949852 22.5853538, 114.0949263 22.5853594, 114.0948704 22.5853623, 114.0948165 22.5853594, 114.0947657 22.5853512, 114.0947225 22.5853394, 114.0946746 22.58532, 114.0946338 22.5852984, 114.0943228 22.5851104, 114.094273 22.585086, 114.0942161 22.5850644, 114.0941612 22.5850503, 114.0941073 22.5850419, 114.0940534 22.5850381, 114.0939948 22.5850386, 114.0939364 22.5850419, 114.0934623 22.5851007, 114.0933702 22.585117, 114.0932729 22.5851416, 114.0931721 22.5851791, 114.0930801 22.585221)"
8562810484,8562810430,0,922389526,False,,宝洁路,residential,False,499.3340000000001,"LINESTRING (114.0878015 22.5892908, 114.0881988 22.5886828, 114.0882386 22.5886297, 114.0882776 22.5885831, 114.0883811 22.5884663, 114.0884271 22.5884124, 114.0884651 22.5883584, 114.0884979 22.5883037, 114.0885297 22.5882473, 114.0885545 22.5881967, 114.0885723 22.5881496, 114.0885977 22.5880633, 114.0886175 22.5879489, 114.0886317 22.5878574, 114.0886631 22.5874609, 114.0886615 22.5874049, 114.0886533 22.5873467, 114.0886381 22.5872961, 114.0886137 22.5872426, 114.0885781 22.5871853, 114.0885334 22.5871328, 114.0884917 22.5870962, 114.0882116 22.5869341, 114.0881607 22.5869034, 114.0881094 22.5868699, 114.0880726 22.586845, 114.0880307 22.586816, 114.0879889 22.5867851, 114.0879505 22.5867551, 114.0879149 22.5867245, 114.0878841 22.5866939, 114.0878571 22.5866641, 114.0878332 22.5866337, 114.0878144 22.5866058, 114.087797 22.586573, 114.0877856 22.5865421, 114.0877789 22.5865111, 114.0877755 22.5864777, 114.0877756 22.5864419, 114.0877776 22.5864085, 114.0877823 22.58638, 114.087791 22.5863515, 114.0878024 22.5863243, 114.0878199 22.586297, 114.0878392 22.5862716, 114.0878643 22.5862441, 114.0878935 22.5862199, 114.0879274 22.5861999, 114.0879641 22.5861843, 114.0880062 22.5861703, 114.0880651 22.5861563, 114.0883897 22.5861105, 114.0885104 22.586092, 114.0886177 22.586061, 114.088733 22.5860164)"
8562809973,2312634443,0,889994892,False,,宝洁路,residential,False,1237.5590000000002,"LINESTRING (114.0930801 22.585221, 114.0931721 22.5851791, 114.0932729 22.5851416, 114.0933702 22.585117, 114.0934623 22.5851007, 114.0939364 22.5850419, 114.0939948 22.5850386, 114.0940534 22.5850381, 114.0941073 22.5850419, 114.0941612 22.5850503, 114.0942161 22.5850644, 114.094273 22.585086, 114.0943228 22.5851104, 114.0946338 22.5852984, 114.0946746 22.58532, 114.0947225 22.5853394, 114.0947657 22.5853512, 114.0948165 22.5853594, 114.0948704 22.5853623, 114.0949263 22.5853594, 114.0949852 22.5853538, 114.0950462 22.5853426, 114.0951113 22.5853229, 114.0951682 22.5852994, 114.0953697 22.5852102, 114.0954197 22.5851931, 114.0954699 22.5851823, 114.0955342 22.585178, 114.0955867 22.5851769, 114.0956462 22.5851823, 114.0957069 22.5851953, 114.09577 22.5852125, 114.095833 22.5852351, 114.0958891 22.585261, 114.0959439 22.5852934, 114.0959871 22.5853268, 114.0960373 22.5853742, 114.0960817 22.5854238, 114.0964153 22.5858696, 114.0964558 22.5859188, 114.0965005 22.5859643, 114.0965498 22.5859998, 114.0966068 22.5860354, 114.0966668 22.586061, 114.0967315 22.5860823, 114.0968009 22.5860994, 114.0968702 22.5861094, 114.0969395 22.5861122, 114.0970088 22.5861065, 114.0970674 22.5860937, 114.0971228 22.5860724, 114.0971783 22.5860425, 114.0972368 22.5860055, 114.0972861 22.5859629, 114.0973339 22.5859088, 114.0973707 22.5858567, 114.0982927 22.5841601, 114.0983112 22.584125, 114.0983289 22.5840866, 114.0983462 22.5840429, 114.0983603 22.5839978, 114.098375 22.5839377, 114.0983854 22.5838778, 114.0983927 22.5838193, 114.0983995 22.5837364, 114.0984021 22.5836602, 114.0984011 22.5835633, 114.0983958 22.5834692, 114.0982447 22.582357, 114.0982412 22.5823264, 114.0982397 22.5822991, 114.0982409 22.582272, 114.0982445 22.5822439, 114.0982516 22.5822152, 114.0982612 22.5821862, 114.0982724 22.5821603, 114.0982861 22.582135, 114.0983024 22.5821097, 114.0983222 22.5820848, 114.0983441 22.5820595, 114.0983674 22.582036, 114.0983964 22.5820102, 114.0984264 22.5819895, 114.0984574 22.5819717, 114.0984889 22.5819576, 114.098528 22.5819459, 114.0985674 22.5819392, 114.0989248 22.5819144, 114.0989633 22.5819094, 114.0989995 22.581903, 114.0990418 22.5818909, 114.0990804 22.5818767, 114.0991173 22.5818582, 114.0991528 22.5818361, 114.0991859 22.5818105, 114.0992121 22.5817856, 114.099232 22.5817609, 114.0992516 22.5817313, 114.0992682 22.581701, 114.0992814 22.5816694, 114.0992923 22.5816365, 114.0993719 22.5813332, 114.0993843 22.581272, 114.0993929 22.5812176, 114.099397 22.5811703, 114.0993985 22.5811155, 114.0993952 22.581053, 114.0993889 22.5809919, 114.09938 22.5809249, 114.0993684 22.5808555, 114.0992435 22.580215)"
8562809973,8562809987,0,922389524,True,1,宝洁路,residential,False,251.361,"LINESTRING (114.0930801 22.585221, 114.0929896 22.5852925, 114.0928693 22.5853987, 114.0928197 22.5854363, 114.0927631 22.5854624, 114.0926941 22.5854804, 114.0921703 22.5856046, 114.0921037 22.5856164, 114.0920311 22.5856246, 114.0918268 22.5856406, 114.0912171 22.5856883, 114.0910467 22.585694, 114.090847 22.5856958, 114.0907523 22.5856981)"
8562810523,8562810430,0,922389529,False,,,unclassified,True,452.00900000000007,"LINESTRING (114.0871905 22.5883717, 114.0874061 22.588171, 114.0874456 22.5881302, 114.0874872 22.5880794, 114.0875207 22.588033, 114.08755 22.5879869, 114.0875756 22.5879428, 114.0876128 22.5878676, 114.0876411 22.5878112, 114.0876694 22.5877671, 114.087755 22.5876409, 114.0877835 22.5875961, 114.0878027 22.5875556, 114.0878143 22.5875165, 114.0878206 22.5874755, 114.0878214 22.5874291, 114.0878155 22.5873852, 114.0877991 22.5873363, 114.0877747 22.5872882, 114.0877373 22.5872397, 114.0876964 22.5871998, 114.0876341 22.5871601, 114.0872318 22.5869533, 114.0871782 22.5869223, 114.0871232 22.5868815, 114.0870803 22.5868307, 114.0870497 22.5867715, 114.0870376 22.5867058, 114.0870443 22.5866266, 114.0870577 22.5865659, 114.0870899 22.5865015, 114.0871328 22.5864458, 114.0871959 22.586395, 114.0877356 22.5861314, 114.0878418 22.5860902, 114.0879451 22.5860646, 114.0880452 22.5860503, 114.0884581 22.5860162, 114.088589 22.5860148, 114.088733 22.5860164)"
8562810430,8562809987,0,922389526,False,,宝洁路,residential,False,219.425,"LINESTRING (114.088733 22.5860164, 114.0888363 22.5859669, 114.0891187 22.5857869, 114.0892004 22.5857371, 114.0892851 22.5856987, 114.0893698 22.5856774, 114.0897254 22.5856324, 114.0898032 22.5856336, 114.0898797 22.585641, 114.0899521 22.5856534, 114.0901305 22.5856893, 114.0902351 22.5857116, 114.0903182 22.585724, 114.0904054 22.5857277, 114.0904926 22.5857277, 114.0905891 22.5857191, 114.0906716 22.5857095, 114.0907523 22.5856981)"
8562810430,8562810484,0,922389526,False,,宝洁路,residential,True,499.33400000000006,"LINESTRING (114.088733 22.5860164, 114.0886177 22.586061, 114.0885104 22.586092, 114.0883897 22.5861105, 114.0880651 22.5861563, 114.0880062 22.5861703, 114.0879641 22.5861843, 114.0879274 22.5861999, 114.0878935 22.5862199, 114.0878643 22.5862441, 114.0878392 22.5862716, 114.0878199 22.586297, 114.0878024 22.5863243, 114.087791 22.5863515, 114.0877823 22.58638, 114.0877776 22.5864085, 114.0877756 22.5864419, 114.0877755 22.5864777, 114.0877789 22.5865111, 114.0877856 22.5865421, 114.087797 22.586573, 114.0878144 22.5866058, 114.0878332 22.5866337, 114.0878571 22.5866641, 114.0878841 22.5866939, 114.0879149 22.5867245, 114.0879505 22.5867551, 114.0879889 22.5867851, 114.0880307 22.586816, 114.0880726 22.586845, 114.0881094 22.5868699, 114.0881607 22.5869034, 114.0882116 22.5869341, 114.0884917 22.5870962, 114.0885334 22.5871328, 114.0885781 22.5871853, 114.0886137 22.5872426, 114.0886381 22.5872961, 114.0886533 22.5873467, 114.0886615 22.5874049, 114.0886631 22.5874609, 114.0886317 22.5878574, 114.0886175 22.5879489, 114.0885977 22.5880633, 114.0885723 22.5881496, 114.0885545 22.5881967, 114.0885297 22.5882473, 114.0884979 22.5883037, 114.0884651 22.5883584, 114.0884271 22.5884124, 114.0883811 22.5884663, 114.0882776 22.5885831, 114.0882386 22.5886297, 114.0881988 22.5886828, 114.0878015 22.5892908)"
