u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,junction
7505628111,7505628109,0,146667646,True,2,沙頭角公路－龍躍頭段 Sha Tau Kok Road – Lung Yeuk Tau,secondary,False,7.177,"LINESTRING (114.1486521 22.5031162, 114.1486867 22.5031499, 114.1487001 22.5031631)",,
7505628111,7505628095,0,802393756,True,,,unclassified,False,21.231,"LINESTRING (114.1486521 22.5031162, 114.1486223 22.5031408, 114.1485832 22.5031726, 114.1484971 22.5032425)",,
7505628112,7505628111,0,802393756,True,,,unclassified,False,9.854,"LINESTRING (114.1487249 22.5030585, 114.1486521 22.5031162)",,
7505628112,1802128325,0,"[146667652, 146667644, 146667647]",True,2,沙頭角公路－龍躍頭段 Sha Tau Kok Road – Lung Yeuk Tau,secondary,False,254.67199999999997,"LINESTRING (114.1487249 22.5030585, 114.1484993 22.5028271, 114.1482418 22.5025654, 114.1472237 22.5015026, 114.1472018 22.5014763, 114.1470874 22.5013396)",yes,
7505628113,7505628211,0,785326489,False,1,萃雲路 Sui Wan Road,unclassified,True,7.2,"LINESTRING (114.1489252 22.5029745, 114.1489128 22.5029692, 114.1488694 22.5029359)",,
7505628211,7505628113,0,785326489,False,1,萃雲路 Sui Wan Road,unclassified,False,7.2,"LINESTRING (114.1488694 22.5029359, 114.1489128 22.5029692, 114.1489252 22.5029745)",,
7505628211,7505628112,0,802393761,True,,萃雲路 Sui Wan Road,unclassified,False,20.16,"LINESTRING (114.1488694 22.5029359, 114.1488097 22.5029897, 114.1487994 22.5029981, 114.1487249 22.5030585)",,
7521488974,7521488976,0,804132087,False,1,,residential,True,46.976,"LINESTRING (114.1473953 22.5063953, 114.1473876 22.5064214, 114.147361 22.5065116, 114.1473571 22.506526, 114.1473478 22.5065604, 114.1473264 22.5066064, 114.1473147 22.5066225, 114.1472532 22.5067067, 114.1472044 22.5067735)",,
7521488974,7972792563,0,"[804132105, 804132085, 804132086]",False,1,,unclassified,False,331.49699999999996,"LINESTRING (114.1473953 22.5063953, 114.1473899 22.5063619, 114.1473883 22.5063398, 114.1474669 22.5061455, 114.14747 22.5061342, 114.1474692 22.5061178, 114.1474607 22.5060822, 114.1474222 22.5059791, 114.1474037 22.5059534, 114.147396 22.5059428, 114.1473591 22.5059157, 114.1472964 22.5058878, 114.1472817 22.5058747, 114.1472294 22.5057888, 114.1472149 22.5057425, 114.147204 22.5057077, 114.147204 22.5056515, 114.1472072 22.5056072, 114.1472091 22.5055812, 114.1472311 22.5054735, 114.147253 22.5054017, 114.1472581 22.5052971, 114.1472547 22.5052035, 114.1472517 22.5051987, 114.1472209 22.5051504, 114.1471145 22.5050427, 114.1470604 22.5049631, 114.1469758 22.5048592, 114.146967 22.5048225, 114.146983 22.50461, 114.1469768 22.5044729, 114.1469582 22.5040656, 114.1469617 22.5039332, 114.1469759 22.5038482, 114.1469971 22.5037926, 114.1470449 22.5037403, 114.1471086 22.5036896, 114.1471398 22.5036773)",yes,
7521488974,5043510593,0,804132105,False,1,,unclassified,True,154.179,"LINESTRING (114.1473953 22.5063953, 114.1474068 22.5064146, 114.14744 22.5064373, 114.1474957 22.5064647, 114.1479137 22.506677, 114.1481003 22.5067877, 114.1481175 22.5068037, 114.148125 22.5068167, 114.1481368 22.5068374, 114.1481428 22.506869, 114.1481347 22.5068956, 114.1480966 22.506981, 114.1480381 22.5071119, 114.1480111 22.5071923, 114.1479718 22.5073446, 114.1479651 22.5073713)",,
7521488976,7521488974,0,804132087,False,1,,residential,False,46.976000000000006,"LINESTRING (114.1472044 22.5067735, 114.1472532 22.5067067, 114.1473147 22.5066225, 114.1473264 22.5066064, 114.1473478 22.5065604, 114.1473571 22.506526, 114.147361 22.5065116, 114.1473876 22.5064214, 114.1473953 22.5063953)",,
7521489075,5043510593,0,804132104,False,1,,residential,False,354.01599999999996,"LINESTRING (114.1469047 22.5069239, 114.1469363 22.506856, 114.1469561 22.5068128, 114.1469666 22.5067783, 114.1469736 22.5065939, 114.1469678 22.506554, 114.1469526 22.5065194, 114.1469211 22.5064925, 114.1468826 22.5064795, 114.146757 22.5064835, 114.1467109 22.5064849, 114.1466339 22.5064946, 114.1465942 22.5065065, 114.1465416 22.5065421, 114.1464914 22.5065895, 114.1463081 22.5068635, 114.1462825 22.5069207, 114.1462766 22.5069617, 114.1462778 22.5070188, 114.1462906 22.5070663, 114.1463163 22.5071083, 114.1463502 22.5071418, 114.1464004 22.5071698, 114.1464845 22.5071926, 114.1469469 22.5072733, 114.1474033 22.5074917, 114.1475415 22.5075578, 114.1475832 22.507571, 114.147631 22.5075738, 114.1476767 22.5075653, 114.1477245 22.5075437, 114.1477499 22.5075203, 114.1478607 22.5073907, 114.1478901 22.5073719, 114.1479353 22.5073708, 114.1479651 22.5073713)",,
7521489450,7440997098,0,804132178,False,1,,residential,False,55.458999999999996,"LINESTRING (114.1483155 22.5038399, 114.148313 22.5037845, 114.1483013 22.5035227, 114.1483072 22.50352, 114.148324 22.5035123, 114.1484257 22.5034931, 114.148448 22.5034889, 114.1484846 22.5034658)",,
7790258527,7440997098,0,834532191,False,1,,residential,False,79.826,"LINESTRING (114.1488204 22.5039313, 114.1488327 22.5037637, 114.148823 22.5037326, 114.1487823 22.5037098, 114.1486779 22.5037097, 114.1486585 22.5037097, 114.1486219 22.5036761, 114.1485974 22.5036416, 114.1485857 22.5036082, 114.1485775 22.5035855, 114.1485486 22.5035722, 114.1484833 22.5035684, 114.1485083 22.5034734, 114.1484846 22.5034658)",,
7862157975,7937457557,0,189532757,True,2,沙頭角公路－龍躍頭段 Sha Tau Kok Road – Lung Yeuk Tau,secondary,False,415.262,"LINESTRING (114.1595491 22.5098061, 114.1584714 22.509371, 114.1581659 22.5092199, 114.1578872 22.5090796, 114.1574851 22.5088614, 114.1572046 22.5086912, 114.1571662 22.5086679, 114.1568283 22.5084581, 114.1566621 22.5083549, 114.1560825 22.5080004, 114.1560397 22.507973)",,
7937457557,1599358990,0,189532757,True,2,沙頭角公路－龍躍頭段 Sha Tau Kok Road – Lung Yeuk Tau,secondary,False,256.99399999999997,"LINESTRING (114.1560397 22.507973, 114.1558829 22.5078724, 114.1558623 22.5078599, 114.1551176 22.5074072, 114.154735 22.5071597, 114.1544634 22.5069894, 114.1544475 22.5069794, 114.1542355 22.5068464, 114.1541021 22.5067585, 114.1540639 22.5067231, 114.154038 22.5066916, 114.1540161 22.5066369)",,
7937457557,2001310797,0,850862087,False,,道揚路 Dao Yang Road,residential,False,125.057,"LINESTRING (114.1560397 22.507973, 114.1563398 22.5076095, 114.1567669 22.5070711)",,
7972746940,1409255745,0,146667944,False,1,,residential,True,75.38,"LINESTRING (114.1473616 22.5094334, 114.1473838 22.509291, 114.1473768 22.5092629, 114.1473456 22.5092315, 114.1471699 22.5091371, 114.1471467 22.5091266, 114.1468912 22.5090414)",,
7972792557,7972792561,0,854857201,False,1,,residential,False,28.613,"LINESTRING (114.1473345 22.5040737, 114.1473439 22.5039919, 114.1473399 22.5039175, 114.1473345 22.5038618, 114.1473184 22.5038197)",,
7972792561,7972792557,0,854857201,False,1,,residential,True,28.613,"LINESTRING (114.1473184 22.5038197, 114.1473345 22.5038618, 114.1473399 22.5039175, 114.1473439 22.5039919, 114.1473345 22.5040737)",,
7972792561,7972792578,0,854857206,False,1,,residential,True,73.696,"LINESTRING (114.1473184 22.5038197, 114.1474369 22.5037798, 114.1475386 22.5039278, 114.1475601 22.5039776, 114.1475909 22.504063, 114.1475925 22.5041128, 114.1475786 22.5041683, 114.1475278 22.5042793)",,
7972792561,7972792563,0,953711384,False,1,,residential,False,24.506999999999998,"LINESTRING (114.1473184 22.5038197, 114.1472969 22.5037862, 114.1471398 22.5036773)",,
7972792563,7505628095,0,804132086,False,1,,unclassified,False,162.545,"LINESTRING (114.1471398 22.5036773, 114.1472201 22.5036454, 114.1472466 22.5036258, 114.1473811 22.5034934, 114.1474066 22.5034723, 114.1474455 22.5034525, 114.1475997 22.503398, 114.1476373 22.5033819, 114.1478237 22.5032357, 114.1478559 22.5032245, 114.1479307 22.5032406, 114.1479886 22.503253, 114.1480272 22.5032518, 114.1480651 22.5032481, 114.1481187 22.503234, 114.1483819 22.5031579, 114.1484012 22.5031551, 114.1484185 22.5031626, 114.1484317 22.5031804, 114.1484619 22.5032088, 114.14848 22.5032257, 114.1484971 22.5032425)",,
7972792563,7521488974,0,"[804132105, 804132085, 804132086]",False,1,,unclassified,True,331.49699999999996,"LINESTRING (114.1471398 22.5036773, 114.1471086 22.5036896, 114.1470449 22.5037403, 114.1469971 22.5037926, 114.1469759 22.5038482, 114.1469617 22.5039332, 114.1469582 22.5040656, 114.1469768 22.5044729, 114.146983 22.50461, 114.146967 22.5048225, 114.1469758 22.5048592, 114.1470604 22.5049631, 114.1471145 22.5050427, 114.1472209 22.5051504, 114.1472517 22.5051987, 114.1472547 22.5052035, 114.1472581 22.5052971, 114.147253 22.5054017, 114.1472311 22.5054735, 114.1472091 22.5055812, 114.1472072 22.5056072, 114.147204 22.5056515, 114.147204 22.5057077, 114.1472149 22.5057425, 114.1472294 22.5057888, 114.1472817 22.5058747, 114.1472964 22.5058878, 114.1473591 22.5059157, 114.147396 22.5059428, 114.1474037 22.5059534, 114.1474222 22.5059791, 114.1474607 22.5060822, 114.1474692 22.5061178, 114.14747 22.5061342, 114.1474669 22.5061455, 114.1473883 22.5063398, 114.1473899 22.5063619, 114.1473953 22.5063953)",yes,
7972792563,7972792561,0,953711384,False,1,,residential,True,24.506999999999998,"LINESTRING (114.1471398 22.5036773, 114.1472969 22.5037862, 114.1473184 22.5038197)",,
7972792578,7972792561,0,854857206,False,1,,residential,False,73.696,"LINESTRING (114.1475278 22.5042793, 114.1475786 22.5041683, 114.1475925 22.5041128, 114.1475909 22.504063, 114.1475601 22.5039776, 114.1475386 22.5039278, 114.1474369 22.5037798, 114.1473184 22.5038197)",,
9671538010,394175236,0,146667591,True,2,馬適路 Ma Sik Road,secondary,False,27.698,"LINESTRING (114.1467727 22.5015834, 114.1468556 22.5015185, 114.1468789 22.5015002, 114.146928 22.501463, 114.1469785 22.5014225)",,
9671538010,9671538016,0,1052387582,True,,,secondary,False,32.881,"LINESTRING (114.1467727 22.5015834, 114.146858 22.5015574, 114.1468903 22.501535, 114.1469314 22.5015045, 114.1469709 22.5014888, 114.1470072 22.5014911, 114.1470632 22.5015042)",,
9671538016,7505628111,0,"[146667649, 146667650, 146667646]",True,2,沙頭角公路－龍躍頭段 Sha Tau Kok Road – Lung Yeuk Tau,secondary,False,242.46999999999997,"LINESTRING (114.1470632 22.5015042, 114.1470735 22.5015136, 114.1471023 22.5015415, 114.1474106 22.5018521, 114.1474934 22.5019378, 114.1476155 22.5020643, 114.1477666 22.5022315, 114.1481803 22.5026419, 114.1484132 22.5028835, 114.1486521 22.5031162)",yes,
9671682440,7505628110,0,146667644,True,2,沙頭角公路－龍躍頭段 Sha Tau Kok Road – Lung Yeuk Tau,secondary,False,582.2840000000001,"LINESTRING (114.1533239 22.5061934, 114.1529761 22.5060175, 114.1528937 22.5059722, 114.1525781 22.505799, 114.1523466 22.5056617, 114.1521787 22.5055614, 114.1520094 22.5054421, 114.1517943 22.5053021, 114.1515814 22.5051635, 114.1508736 22.5047028, 114.1507767 22.5046456, 114.1507275 22.5046116, 114.1505599 22.5045107, 114.1503721 22.5043882, 114.1501538 22.5042472, 114.149962 22.5041261, 114.14978 22.5039961, 114.1495418 22.5038058, 114.1494394 22.503714, 114.1492021 22.5035109, 114.1488573 22.5031914, 114.1488436 22.5031787, 114.1487992 22.5031348, 114.1487708 22.5031057)",,
