u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,access
2889056935,2889056907,0,285221679,,unclassified,False,False,255.54,"LINESTRING (114.069188 22.5555773, 114.0685888 22.5556095, 114.0685888 22.5553172, 114.0685906 22.5548791, 114.0685968 22.5543933, 114.0686121 22.5538659)",,,,
2889056936,2889056931,0,285221694,,unclassified,False,False,96.656,"LINESTRING (114.0704494 22.5547453, 114.07139 22.5547133)",,,,
2889056936,2889056098,0,285221677,,unclassified,False,False,117.304,"LINESTRING (114.0704494 22.5547453, 114.0704153 22.5548739, 114.0704153 22.5549853, 114.070495 22.5557931)",,,,
2889056936,2889056043,0,285221677,,unclassified,False,True,78.874,"LINESTRING (114.0704494 22.5547453, 114.070672 22.5542325, 114.0707176 22.5540814)",,,,
2889056936,2889056903,0,"[285221694, 285221687]",,unclassified,False,True,136.664,"LINESTRING (114.0704494 22.5547453, 114.069921 22.5547478, 114.0699376 22.5540069)",,,,
2889067725,2889067730,0,285222833,,residential,False,True,8.813,"LINESTRING (114.0651691 22.5576216, 114.0650833 22.5576196)",,,,
2889067725,2889067788,0,285222833,,residential,False,False,292.914,"LINESTRING (114.0651691 22.5576216, 114.0655989 22.5576315, 114.0661453 22.5576375, 114.0662715 22.5576291, 114.0664052 22.5576136, 114.0665414 22.5575642, 114.0666594 22.5574998, 114.0668687 22.5573586, 114.0671323 22.5571255, 114.0671986 22.5570291, 114.0672257 22.556945, 114.0672263 22.5564938)",,,,
2889067725,8002408071,0,285222838,,residential,True,False,37.685,"LINESTRING (114.0651691 22.5576216, 114.0651637 22.5578225, 114.06516 22.5579604)",,,,
2889067728,2042184677,0,308238960,,residential,False,True,39.21,"LINESTRING (114.0644662 22.5559538, 114.0642433 22.5556675)",,,,
2889067729,2889067750,0,285222832,,residential,False,True,108.277,"LINESTRING (114.0629955 22.5564594, 114.0630067 22.5554857)",,,,
2889067730,2889067725,0,285222833,,residential,False,False,8.813,"LINESTRING (114.0650833 22.5576196, 114.0651691 22.5576216)",,,,
2889067730,2889067770,0,"[285222833, 285222839]",,residential,False,True,98.958,"LINESTRING (114.0650833 22.5576196, 114.0644186 22.5576043, 114.0644302 22.5573286)",,,,
2889067731,2889067762,0,285222844,,residential,False,False,101.822,"LINESTRING (114.0664475 22.5556024, 114.0659521 22.5554758, 114.0659629 22.5550349)",,,,
2889067743,2042197394,0,193703722,,residential,False,True,63.998,"LINESTRING (114.0659736 22.5542999, 114.0665968 22.5542968)",,20,,yes
2889067743,2889067761,0,285222844,,residential,False,True,18.632,"LINESTRING (114.0659736 22.5542999, 114.0659497 22.554466)",,,,
2889067743,1703698721,0,193703723,,residential,False,False,218.267,"LINESTRING (114.0659736 22.5542999, 114.0659307 22.5542496, 114.065927 22.5537325, 114.0664312 22.5532768, 114.0672219 22.5532707)",,20,,yes
2889067745,2889067750,0,"[285222832, 285222841]",,residential,False,False,196.08199999999997,"LINESTRING (114.0643376 22.5549878, 114.0639799 22.554936, 114.0638538 22.5549261, 114.0637385 22.5549336, 114.0636857 22.5549431, 114.0636017 22.5549583, 114.0634408 22.5549682, 114.0632504 22.5549682, 114.0630128 22.5549537, 114.0630088 22.5553058, 114.0630067 22.5554857)",,,,
2889067745,2042184677,0,308238960,,residential,False,False,77.59100000000001,"LINESTRING (114.0643376 22.5549878, 114.0643499 22.5554064, 114.0642433 22.5556675)",,,,
2889067745,8002408167,0,308238960,,residential,False,True,42.288000000000004,"LINESTRING (114.0643376 22.5549878, 114.0643302 22.5547351, 114.0642964 22.5546924, 114.0642985 22.5546178)",,,,
2889067747,2889067770,0,285222839,,residential,False,False,61.978,"LINESTRING (114.0644493 22.5567715, 114.0644302 22.5573286)",,,,
2889067747,2889067770,1,"[285222840, 285222836, 285222845]",,residential,False,"[False, True]",316.169,"LINESTRING (114.0644493 22.5567715, 114.0632208 22.5567319, 114.0632082 22.5573113, 114.063683 22.5573187, 114.0644302 22.5573286)",,,,
2889067747,2889067788,0,285222845,,residential,False,False,288.448,"LINESTRING (114.0644493 22.5567715, 114.0655663 22.5567944, 114.0663348 22.5566479, 114.0672263 22.5564938)",,,,
2889067750,2889067729,0,285222832,,residential,False,False,108.277,"LINESTRING (114.0630067 22.5554857, 114.0629955 22.5564594)",,,,
2889067750,2889067745,0,"[285222832, 285222841]",,residential,False,True,196.082,"LINESTRING (114.0630067 22.5554857, 114.0630088 22.5553058, 114.0630128 22.5549537, 114.0632504 22.5549682, 114.0634408 22.5549682, 114.0636017 22.5549583, 114.0636857 22.5549431, 114.0637385 22.5549336, 114.0638538 22.5549261, 114.0639799 22.554936, 114.0643376 22.5549878)",,,,
2889067750,2042184677,0,285222837,,residential,False,False,131.87900000000002,"LINESTRING (114.0630067 22.5554857, 114.0632584 22.5554958, 114.0633657 22.5555132, 114.0635186 22.5555404, 114.0636428 22.5555848, 114.063937 22.5557039, 114.0640049 22.555716, 114.0642433 22.5556675)",,,,
2889067761,2889067743,0,285222844,,residential,False,False,18.632,"LINESTRING (114.0659497 22.554466, 114.0659736 22.5542999)",,,,
2889067761,1703725326,0,158112572,,residential,False,True,54.072,"LINESTRING (114.0659497 22.554466, 114.0658549 22.554469, 114.0654233 22.5544607)",,,,
2889067761,8002408170,0,285222844,,residential,False,True,12.072,"LINESTRING (114.0659497 22.554466, 114.0659412 22.5545072, 114.0659394 22.5545738)",,,,
2889067762,2889067788,0,285222833,,residential,False,True,290.21000000000004,"LINESTRING (114.0659629 22.5550349, 114.067236 22.5550599, 114.0672263 22.5564938)",,,,
2889067762,8002408168,0,285222844,,residential,False,False,43.77,"LINESTRING (114.0659629 22.5550349, 114.0659355 22.5547171, 114.0659375 22.5546423)",,,,
2889067762,2889067731,0,285222844,,residential,False,True,101.822,"LINESTRING (114.0659629 22.5550349, 114.0659521 22.5554758, 114.0664475 22.5556024)",,,,
2889067770,2889067747,0,285222839,,residential,False,True,61.978,"LINESTRING (114.0644302 22.5573286, 114.0644493 22.5567715)",,,,
2889067770,2889067747,1,"[285222840, 285222836, 285222845]",,residential,False,"[False, True]",316.169,"LINESTRING (114.0644302 22.5573286, 114.063683 22.5573187, 114.0632082 22.5573113, 114.0632208 22.5567319, 114.0644493 22.5567715)",,,,
2889067770,2889067730,0,"[285222833, 285222839]",,residential,False,False,98.958,"LINESTRING (114.0644302 22.5573286, 114.0644186 22.5576043, 114.0650833 22.5576196)",,,,
2889067788,2889067762,0,285222833,,residential,False,False,290.21000000000004,"LINESTRING (114.0672263 22.5564938, 114.067236 22.5550599, 114.0659629 22.5550349)",,,,
2889067788,2889067725,0,285222833,,residential,False,True,292.914,"LINESTRING (114.0672263 22.5564938, 114.0672257 22.556945, 114.0671986 22.5570291, 114.0671323 22.5571255, 114.0668687 22.5573586, 114.0666594 22.5574998, 114.0665414 22.5575642, 114.0664052 22.5576136, 114.0662715 22.5576291, 114.0661453 22.5576375, 114.0655989 22.5576315, 114.0651691 22.5576216)",,,,
2889067788,2889067747,0,285222845,,residential,False,True,288.448,"LINESTRING (114.0672263 22.5564938, 114.0663348 22.5566479, 114.0655663 22.5567944, 114.0644493 22.5567715)",,,,
3012222310,3012222593,0,297348535,,residential,False,False,47.553000000000004,"LINESTRING (114.0783754 22.5531401, 114.078378 22.5527984, 114.0782862 22.5527843)",,,,
3012222331,3012222593,0,297348513,,residential,False,True,123.96,"LINESTRING (114.078302 22.5516696, 114.0782862 22.5527843)",,,,
3012222331,8046357120,0,643527685,红荔路,secondary,True,False,161.915,"LINESTRING (114.078302 22.5516696, 114.0767255 22.5516468)",,50,,
3012222536,3012222593,0,297348535,,residential,False,True,79.54,"LINESTRING (114.0775117 22.5527759, 114.0782862 22.5527843)",,,,
3012222593,3012222331,0,297348513,,residential,False,False,123.96,"LINESTRING (114.0782862 22.5527843, 114.078302 22.5516696)",,,,
3012222593,3012222536,0,297348535,,residential,False,False,79.54,"LINESTRING (114.0782862 22.5527843, 114.0775117 22.5527759)",,,,
3012222593,3012222310,0,297348535,,residential,False,True,47.553000000000004,"LINESTRING (114.0782862 22.5527843, 114.078378 22.5527984, 114.0783754 22.5531401)",,,,
3671792022,504634913,0,44379639,笋岗西路,primary,True,False,394.7540000000001,"LINESTRING (114.0671834 22.5581727, 114.0666362 22.5581672, 114.0651577 22.5581522, 114.0650026 22.5581506, 114.0641644 22.5581422, 114.0640177 22.5581448, 114.0638439 22.5581525, 114.063673 22.5581651, 114.0635003 22.5581839, 114.0633434 22.5582075)",,,,
3671795931,8002408066,0,362953589,,trunk_link,True,False,66.703,"LINESTRING (114.0678394 22.5576544, 114.0678413 22.5576693, 114.0678441 22.5576804, 114.0678505 22.5576988, 114.0678575 22.5577157, 114.0678659 22.5577343, 114.0678746 22.5577516, 114.067885 22.5577699, 114.0678952 22.5577861, 114.0679058 22.5578017, 114.067917 22.5578162, 114.0679294 22.5578308, 114.0679421 22.5578447, 114.0679557 22.5578581, 114.0679718 22.5578718, 114.0679819 22.5578798, 114.0679891 22.5578854, 114.0680077 22.5578989, 114.0680255 22.557911, 114.0680446 22.5579235, 114.0680674 22.5579376, 114.0680904 22.5579509, 114.0681134 22.5579628, 114.0681382 22.5579743, 114.0681608 22.5579839, 114.0681822 22.5579919, 114.0682036 22.5579993, 114.0682278 22.5580072, 114.0682495 22.5580127, 114.0682664 22.5580164, 114.0682835 22.5580192, 114.0683036 22.5580212)",,,,
3671795931,8002408083,0,777201498,皇岗路,trunk,True,False,39.692,"LINESTRING (114.0678394 22.5576544, 114.0678359 22.5578457, 114.0678348 22.5579075, 114.0678329 22.5580113)",3,,,
5392672497,2889056100,0,996755158,彩田路,primary,True,False,60.298,"LINESTRING (114.0627058 22.5543282, 114.0626962 22.5548704)",2,,,
5392672497,8002408169,0,"[393889354, 285221699]",莲心路,secondary,True,False,173.08300000000003,"LINESTRING (114.0627058 22.5543282, 114.0627152 22.5543509, 114.0627247 22.5543682, 114.0627364 22.5543865, 114.062754 22.5544081, 114.0627735 22.5544286, 114.0627919 22.5544454, 114.0628131 22.5544624, 114.0628397 22.5544791, 114.0628691 22.5544951, 114.0629169 22.5545118, 114.0629551 22.554519, 114.0629944 22.5545244, 114.0630446 22.5545271, 114.0643004 22.5545474)",1,30,,
6056271422,5392672497,0,996755158,彩田路,primary,True,False,279.382,"LINESTRING (114.0627503 22.551816, 114.0627058 22.5543282)",2,,,
6317315212,8046350956,0,362953604,,trunk_link,True,False,62.849000000000004,"LINESTRING (114.0679679 22.5505145, 114.0679689 22.5505345, 114.0679703 22.550548, 114.0679728 22.5505645, 114.067977 22.5505835, 114.0679833 22.5506071, 114.0679901 22.5506298, 114.0679981 22.5506535, 114.0680069 22.5506776, 114.0680179 22.5507056, 114.0680275 22.5507268, 114.0680385 22.5507478, 114.0680507 22.5507677, 114.0680643 22.5507862, 114.0680785 22.550803, 114.0680949 22.5508201, 114.068111 22.550835, 114.0681298 22.5508509, 114.0681498 22.550866, 114.0681712 22.5508808, 114.0681953 22.5508962, 114.0682168 22.5509093, 114.0682383 22.5509215, 114.068259 22.5509323, 114.068277 22.5509405, 114.0682892 22.5509446, 114.068302 22.5509476)",,,,
6317315212,8002408173,0,777201498,皇岗路,trunk,True,False,48.521,"LINESTRING (114.0679679 22.5505145, 114.0679626 22.5508153, 114.0679616 22.5508712, 114.0679601 22.5509508)",3,,,
6317315227,3671792022,0,860961587,,trunk_link,True,False,118.56599999999999,"LINESTRING (114.067598 22.5590522, 114.0675058 22.5586689, 114.067506 22.5584131, 114.0675023 22.5583777, 114.0674895 22.5583409, 114.0674685 22.5583083, 114.067456 22.5582952, 114.0674394 22.5582779, 114.0674067 22.55825, 114.0673624 22.5582201, 114.0673128 22.5581967, 114.0671834 22.5581727)",,,,
6317315227,8002408093,0,1057874093,皇岗路,trunk,True,False,97.33500000000001,"LINESTRING (114.067598 22.5590522, 114.0676071 22.5583299, 114.0676077 22.5582755, 114.0676087 22.5581769)",3,,,
6550628404,9555650023,0,962310886,华富路,primary,True,False,174.559,"LINESTRING (114.0788512 22.5551818, 114.0779614 22.5540693, 114.077922 22.5540216, 114.0778389 22.5539207)",,40,,
7947470103,6317315227,0,1057874093,皇岗路,trunk,True,False,17.091,"LINESTRING (114.0675973 22.5592059, 114.067598 22.5590522)",3,,,
7962005378,7962005386,0,1051517025,红荔路,primary,True,False,42.582,"LINESTRING (114.0600126 22.5512787, 114.0604272 22.551285)",,,,
7962005386,8624031142,0,1051517025,红荔路,primary,True,False,113.482,"LINESTRING (114.0604272 22.551285, 114.0615322 22.551296)",,,,
8002397282,8002408030,0,777201498,皇岗路,trunk,True,False,32.629,"LINESTRING (114.067952 22.5514024, 114.0679467 22.5516958)",3,,,
8002408020,8002408012,0,777201498,皇岗路,trunk,True,False,40.425,"LINESTRING (114.0678228 22.5585734, 114.0678163 22.5589369)",3,,,
8002408030,8002408117,0,362953600,皇岗路辅路,primary,True,False,627.096,"LINESTRING (114.0679467 22.5516958, 114.0679581 22.5517579, 114.0679723 22.5518167, 114.0679918 22.5518858, 114.0680138 22.5519634, 114.0680314 22.5520337, 114.0680448 22.5521005, 114.0680547 22.552173, 114.0680603 22.5522477, 114.0680614 22.5523133, 114.0679387 22.556953, 114.0679335 22.5570049, 114.0679211 22.5570589, 114.0678996 22.5571208, 114.067877 22.557174, 114.0678632 22.5572159, 114.0678531 22.55726, 114.0678456 22.5573112)",,,,
8002408030,8002408117,1,777201498,皇岗路,trunk,True,False,624.491,"LINESTRING (114.0679467 22.5516958, 114.0679074 22.5538767, 114.0678456 22.5573112)",3,,,
8002408041,8002408082,0,44379639,笋岗西路,primary,True,False,48.481,"LINESTRING (114.068302 22.5581825, 114.0680072 22.5581797, 114.0679322 22.5581791, 114.0678299 22.5581784)",,,,
8002408041,8002408020,0,362953587,,trunk_link,True,False,70.438,"LINESTRING (114.068302 22.5581825, 114.0682752 22.5581845, 114.0682434 22.5581901, 114.0682046 22.5582003, 114.0681675 22.5582126, 114.068128 22.558228, 114.0680922 22.5582434, 114.0680601 22.5582595, 114.0680317 22.558276, 114.068005 22.5582933, 114.0679821 22.5583102, 114.0679723 22.5583187, 114.0679594 22.55833, 114.0679404 22.558349, 114.0679195 22.5583729, 114.0679026 22.558395, 114.0678858 22.5584205, 114.0678709 22.5584442, 114.0678568 22.5584701, 114.0678457 22.5584938, 114.0678374 22.5585145, 114.0678307 22.5585352, 114.0678262 22.5585537, 114.0678228 22.5585734)",,,,
8002408066,8557114505,0,44379646,笋岗西路,primary,True,False,404.498,"LINESTRING (114.0683036 22.5580212, 114.0684956 22.558024, 114.0714992 22.5580681, 114.0716151 22.5580653, 114.0717215 22.5580505, 114.071831 22.5580325, 114.0719327 22.5580248, 114.072239 22.5580264)",5,,,
8002408070,8002408071,0,1057874092,笋岗西路,primary,True,False,7.94,"LINESTRING (114.0650827 22.5579589, 114.06516 22.5579604)",5,,,
8002408070,2889067730,0,285222834,,residential,True,False,37.728,"LINESTRING (114.0650827 22.5579589, 114.0650829 22.5578208, 114.0650833 22.5576196)",,,,
8002408071,8002408100,0,1057874092,笋岗西路,primary,True,False,211.87,"LINESTRING (114.06516 22.5579604, 114.0668725 22.5579934, 114.0672228 22.5580001)",5,,,
8002408078,8002408085,0,25481929,皇岗路,trunk,True,False,241.75600000000003,"LINESTRING (114.0676198 22.5573171, 114.0676277 22.5567695, 114.0676559 22.5551432)",3,,,
8002408078,8002408085,1,362953592,皇岗路辅路,primary,True,False,244.31900000000002,"LINESTRING (114.0676198 22.5573171, 114.0676109 22.5572347, 114.0675999 22.5571761, 114.067587 22.557123, 114.06757 22.5570592, 114.067553 22.5569789, 114.0675398 22.5568835, 114.0675334 22.5567733, 114.0675548 22.5554697, 114.0675584 22.5554168, 114.0675648 22.5553694, 114.0675759 22.5553263, 114.0675937 22.5552783, 114.0676139 22.5552288, 114.0676325 22.5551886, 114.0676559 22.5551432)",,,,
8002408082,8002408093,0,44379639,笋岗西路,primary,True,False,22.715,"LINESTRING (114.0678299 22.5581784, 114.0676087 22.5581769)",,,,
8002408082,8002408020,0,777201498,皇岗路,trunk,True,False,43.928,"LINESTRING (114.0678299 22.5581784, 114.0678282 22.5582753, 114.0678273 22.5583228, 114.0678228 22.5585734)",3,,,
8002408083,8002408082,0,777201498,皇岗路,trunk,True,False,18.583,"LINESTRING (114.0678329 22.5580113, 114.0678299 22.5581784)",3,,,
8002408083,8002408066,0,44379646,笋岗西路,primary,True,False,48.348,"LINESTRING (114.0678329 22.5580113, 114.0679331 22.5580131, 114.068001 22.5580143, 114.0683036 22.5580212)",5,,,
8002408085,8002408152,0,25481929,皇岗路,trunk,True,False,17.36,"LINESTRING (114.0676559 22.5551432, 114.0676586 22.5549871)",3,,,
8002408088,8002408171,0,25481929,皇岗路,trunk,True,False,51.333999999999996,"LINESTRING (114.0677181 22.551557, 114.0677232 22.5512644, 114.0677241 22.5512103, 114.0677261 22.5510954)",3,,,
8002408088,8624031205,0,362953596,,trunk_link,True,False,71.709,"LINESTRING (114.0677181 22.551557, 114.0676979 22.551453, 114.0676787 22.5513724, 114.0676598 22.5513196, 114.0676282 22.5512686, 114.0675947 22.5512304, 114.0675493 22.5512003, 114.0675014 22.5511776, 114.0674468 22.5511604, 114.0673991 22.5511504, 114.0673582 22.5511448, 114.0672985 22.5511421)",,,,
8002408091,8002408173,0,269895569,红荔路,primary,True,False,23.793,"LINESTRING (114.0677285 22.5509568, 114.0679601 22.5509508)",,,,
8002408091,8002408089,0,1057874094,皇岗路,trunk,True,False,38.812,"LINESTRING (114.0677285 22.5509568, 114.0677299 22.550875, 114.0677346 22.5506078)",3,,,
8002408092,8002408083,0,44379646,笋岗西路,primary,True,False,22.842,"LINESTRING (114.0676105 22.5580073, 114.0678329 22.5580113)",5,,,
8002408092,8002408108,0,1057874093,皇岗路,trunk,True,False,45.015,"LINESTRING (114.0676105 22.5580073, 114.0676116 22.5579014, 114.0676119 22.5578671, 114.0676157 22.5576025)",3,,,
8002408093,8002408092,0,1057874093,皇岗路,trunk,True,False,18.86,"LINESTRING (114.0676087 22.5581769, 114.0676105 22.5580073)",3,,,
8002408093,3671792022,0,44379639,笋岗西路,primary,True,False,43.675,"LINESTRING (114.0676087 22.5581769, 114.06748 22.558176, 114.0674361 22.5581757, 114.0671834 22.5581727)",,,,
8002408100,8002408092,0,44379646,笋岗西路,primary,True,False,39.819,"LINESTRING (114.0672228 22.5580001, 114.0674333 22.5580041, 114.06748 22.5580049, 114.0676105 22.5580073)",5,,,
8002408100,8002408108,0,362953590,,trunk_link,True,False,63.37400000000001,"LINESTRING (114.0672228 22.5580001, 114.0672443 22.5579958, 114.0672678 22.5579887, 114.0672951 22.5579784, 114.0673201 22.5579676, 114.0673454 22.5579553, 114.0673694 22.5579428, 114.0673923 22.5579288, 114.067415 22.5579131, 114.0674364 22.5578958, 114.0674591 22.5578752, 114.0674784 22.5578562, 114.0674985 22.5578339, 114.0675185 22.5578095, 114.0675393 22.5577829, 114.0675582 22.5577565, 114.0675751 22.5577305, 114.0675886 22.5577052, 114.0676006 22.5576789, 114.0676075 22.5576562, 114.0676117 22.5576334, 114.0676157 22.5576025)",,,,
8002408108,8002408078,0,25481929,皇岗路,trunk,True,False,31.738,"LINESTRING (114.0676157 22.5576025, 114.0676198 22.5573171)",3,,,
8002408117,3671795931,0,777201498,皇岗路,trunk,True,False,38.167,"LINESTRING (114.0678456 22.5573112, 114.0678394 22.5576544)",3,,,
8002408130,8002408139,0,25481929,皇岗路,trunk,True,False,247.174,"LINESTRING (114.0676722 22.5542034, 114.0677108 22.5519808)",3,,,
8002408130,8002408139,1,362953595,皇岗路辅路,primary,True,False,250.994,"LINESTRING (114.0676722 22.5542034, 114.0676652 22.5541635, 114.067655 22.5541232, 114.0676389 22.5540803, 114.0676164 22.5540253, 114.0675898 22.5539428, 114.0675693 22.5538467, 114.0675563 22.5537407, 114.0675514 22.5536474, 114.0675997 22.5522969, 114.0676035 22.5522608, 114.0676112 22.5522268, 114.0676227 22.5521929, 114.0676419 22.5521528, 114.067662 22.5521209, 114.0676766 22.552096, 114.0676912 22.5520669, 114.0676997 22.5520427, 114.0677051 22.5520171, 114.0677108 22.5519808)",,,,
8002408139,8002408088,0,25481929,皇岗路,trunk,True,False,47.13,"LINESTRING (114.0677108 22.5519808, 114.0677181 22.551557)",3,,,
8002408152,8002408161,0,25481929,皇岗路,trunk,True,False,69.15,"LINESTRING (114.0676586 22.5549871, 114.0676694 22.5543653)",3,,,
8002408152,8002408168,0,"[34360500, 393889358]",莲心路,secondary,True,False,198.0,"LINESTRING (114.0676586 22.5549871, 114.0676561 22.5549577, 114.0676499 22.5549279, 114.0676385 22.55489, 114.0676192 22.5548442, 114.0675981 22.5548041, 114.0675746 22.5547691, 114.0675529 22.554744, 114.0675279 22.5547215, 114.0674998 22.5547023, 114.0674674 22.5546858, 114.0674323 22.5546747, 114.0673963 22.5546683, 114.0673563 22.5546643, 114.0673081 22.5546628, 114.0659375 22.5546423)",2,30,,
8002408161,8002408130,0,25481929,皇岗路,trunk,True,False,18.005,"LINESTRING (114.0676694 22.5543653, 114.0676722 22.5542034)",3,,,
8002408167,2889067745,0,308238960,,residential,False,False,42.288000000000004,"LINESTRING (114.0642985 22.5546178, 114.0642964 22.5546924, 114.0643302 22.5547351, 114.0643376 22.5549878)",,,,
8002408167,8002408169,0,308238960,,residential,False,True,7.83,"LINESTRING (114.0642985 22.5546178, 114.0642995 22.5545826, 114.0643004 22.5545474)",,,,
8002408167,2889056100,0,"[393889364, 393889358]",莲心路,secondary,True,False,179.50099999999998,"LINESTRING (114.0642985 22.5546178, 114.0630393 22.5545989, 114.0630011 22.5546001, 114.0629662 22.5546032, 114.0629366 22.5546094, 114.0629071 22.5546203, 114.0628731 22.5546371, 114.0628429 22.5546574, 114.062813 22.5546831, 114.0627838 22.5547141, 114.0627555 22.5547497, 114.0627329 22.5547858, 114.0627173 22.5548142, 114.0627049 22.5548428, 114.0626962 22.5548704)",2,30,,
8002408168,8002408167,0,393889358,莲心路,secondary,True,False,168.331,"LINESTRING (114.0659375 22.5546423, 114.0642985 22.5546178)",2,30,,
8002408168,8002408170,0,285222844,,residential,False,False,7.619,"LINESTRING (114.0659375 22.5546423, 114.0659385 22.5546081, 114.0659394 22.5545738)",,,,
8002408168,2889067762,0,285222844,,residential,False,True,43.77,"LINESTRING (114.0659375 22.5546423, 114.0659355 22.5547171, 114.0659629 22.5550349)",,,,
8002408169,8002408170,0,393889354,莲心路,secondary,True,False,168.335,"LINESTRING (114.0643004 22.5545474, 114.0659394 22.5545738)",1,30,,
8002408169,8002408167,0,308238960,,residential,False,False,7.83,"LINESTRING (114.0643004 22.5545474, 114.0642995 22.5545826, 114.0642985 22.5546178)",,,,
8002408169,2042184673,0,308238960,,residential,False,True,15.573999999999998,"LINESTRING (114.0643004 22.5545474, 114.0643022 22.5544822, 114.0643175 22.5544087)",,,,
8002408170,2889067761,0,285222844,,residential,False,False,12.072,"LINESTRING (114.0659394 22.5545738, 114.0659412 22.5545072, 114.0659497 22.554466)",,,,
8002408170,8002408168,0,285222844,,residential,False,True,7.619,"LINESTRING (114.0659394 22.5545738, 114.0659385 22.5546081, 114.0659375 22.5546423)",,,,
8002408170,8002408161,0,"[393889369, 393889354]",莲心路,secondary,True,False,191.39800000000005,"LINESTRING (114.0659394 22.5545738, 114.0673121 22.5545959, 114.0673974 22.5545935, 114.0674711 22.5545811, 114.0675589 22.5545502, 114.067614 22.5545077, 114.0676472 22.5544479, 114.0676694 22.5543653)",1,30,,
8002408171,8002408091,0,25481929,皇岗路,trunk,True,False,15.414,"LINESTRING (114.0677261 22.5510954, 114.0677285 22.5509568)",3,,,
8002408171,8624031205,0,996188193,红荔路,primary,True,False,44.257999999999996,"LINESTRING (114.0677261 22.5510954, 114.067561 22.5511218, 114.0672985 22.5511421)",,,,
8002408172,8002397282,0,777201498,皇岗路,trunk,True,False,35.253,"LINESTRING (114.0679577 22.5510854, 114.0679556 22.5512046, 114.0679546 22.5512594, 114.067952 22.5514024)",3,,,
8002408172,8002408171,0,996188193,红荔路,primary,True,False,23.815,"LINESTRING (114.0679577 22.5510854, 114.0677837 22.5510909, 114.0677261 22.5510954)",,,,
8002408173,8002408172,0,777201498,皇岗路,trunk,True,False,14.969,"LINESTRING (114.0679601 22.5509508, 114.0679577 22.5510854)",3,,,
8002408173,8046350956,0,269895569,红荔路,primary,True,False,35.125,"LINESTRING (114.0679601 22.5509508, 114.0680618 22.5509474, 114.0681295 22.5509451, 114.068302 22.5509476)",,,,
8044291662,8044291663,0,643527688,华富路,secondary,True,False,58.875,"LINESTRING (114.0760914 22.5501403, 114.0760841 22.5501719, 114.0760763 22.5501953, 114.0760661 22.5502198, 114.0760519 22.5502499, 114.0760407 22.55028, 114.0760366 22.5503129, 114.0760319 22.5504579, 114.0760305 22.5504839, 114.0760258 22.5505131, 114.0760184 22.5505416, 114.076007 22.5505739, 114.075978 22.5506543)",2,,,
8044291662,8044291669,0,891126154,华富路,secondary,True,False,149.95499999999998,"LINESTRING (114.0760914 22.5501403, 114.0760757 22.5510039, 114.07607 22.5513195, 114.0760697 22.5513977, 114.0760694 22.5514887)",,40,,
8044291663,8044279584,0,"[891126138, 996762390]",华富路,secondary,True,False,36.391,"LINESTRING (114.075978 22.5506543, 114.0759512 22.5505491, 114.0759435 22.5505139, 114.0759388 22.550484, 114.075937 22.5504598, 114.0759396 22.550331)",,40,,
8044291663,8044291664,0,891126139,华富路,secondary,True,False,91.303,"LINESTRING (114.075978 22.5506543, 114.0759408 22.5507577, 114.07593 22.5507904, 114.0759215 22.5508332, 114.0759161 22.5508788, 114.0759134 22.5509376, 114.075905 22.5513233, 114.0759033 22.5513929, 114.0759016 22.5514672)",2,,,
8044291664,564015794,0,891126140,红荔路,primary,True,False,9.797,"LINESTRING (114.0759016 22.5514672, 114.0759961 22.5514793)",,,,
8044291664,8046357084,0,891126141,华富路,secondary,True,False,21.357,"LINESTRING (114.0759016 22.5514672, 114.0759002 22.5514852, 114.0758977 22.5515016, 114.0758934 22.5515187, 114.0758877 22.5515331, 114.0758803 22.5515465, 114.0758717 22.5515586, 114.0758626 22.5515692, 114.0758516 22.551579, 114.0758407 22.5515867, 114.0758287 22.551593, 114.0758178 22.5515977, 114.075808 22.5516003, 114.0757974 22.5516018, 114.0757849 22.5516024)",2,,,
8044291669,8046357005,0,863702723,华富路,primary,True,False,16.527,"LINESTRING (114.0760694 22.5514887, 114.0760692 22.551504, 114.0760705 22.5515209, 114.0760733 22.5515392, 114.0760775 22.5515575, 114.0760825 22.5515775, 114.0760908 22.5516022, 114.0760994 22.5516244, 114.0761033 22.5516329)",,40,,
8044291669,8046357070,0,996647541,红荔路,secondary,True,False,27.153999999999996,"LINESTRING (114.0760694 22.5514887, 114.0762705 22.5515155, 114.0763313 22.5515223)",,50,,
8046350926,8044291664,0,269895569,红荔路,primary,True,False,33.86,"LINESTRING (114.0755747 22.5514276, 114.0757094 22.5514425, 114.0757921 22.5514531, 114.0759016 22.5514672)",,,,
