u,v,key,osmid,oneway,highway,reversed,length,geometry,ref,name,bridge,lanes,access,tunnel
2377780117,2377780103,0,229147409,False,residential,True,15.811,"LINESTRING (114.1136079 22.5374952, 114.1137608 22.5375118)",,,,,,
2377780117,2377780109,0,229147405,False,residential,False,92.229,"LINESTRING (114.1136079 22.5374952, 114.1135805 22.5373466, 114.1135644 22.5372574, 114.1135633 22.537162, 114.1135741 22.5369836, 114.1135982 22.5368077, 114.1136233 22.5366728)",,,,,,
2377780118,2377780104,0,229147403,False,residential,False,156.605,"LINESTRING (114.1148463 22.5373971, 114.1148706 22.5359889)",,,,,,
2377780118,2377780096,0,229147412,False,residential,False,96.481,"LINESTRING (114.1148463 22.5373971, 114.1139074 22.5373684)",,,,,,
2377780118,2377780095,0,229147412,False,residential,True,62.731,"LINESTRING (114.1148463 22.5373971, 114.1154568 22.5374147)",,,,,,
2474735655,2278166551,0,"[996635465, 218581550]",True,residential,False,98.608,"LINESTRING (114.1118211 22.5394007, 114.112427 22.5394996, 114.1127666 22.539555)",,罗小二街,,1,,
2548738645,2548738647,0,248028682,False,residential,False,110.258,"LINESTRING (114.1098837 22.5367204, 114.1103297 22.5367625, 114.1109517 22.5368212)",,,,,,
2548738647,2548738645,0,248028682,False,residential,True,110.258,"LINESTRING (114.1109517 22.5368212, 114.1103297 22.5367625, 114.1098837 22.5367204)",,,,,,
2548738647,8205488265,0,556683471,True,secondary,False,200.10399999999998,"LINESTRING (114.1109517 22.5368212, 114.1111159 22.535661, 114.1111296 22.5355642, 114.1112042 22.5350368)",,和平路,,,,
2548752156,2548752187,0,248028679,False,residential,True,22.382,"LINESTRING (114.110336 22.5348768, 114.1101211 22.5348434)",,,,,,
2548752156,8205488265,0,248028679,False,residential,False,91.46000000000001,"LINESTRING (114.110336 22.5348768, 114.1105825 22.5349635, 114.1112042 22.5350368)",,,,,,
2548752156,8205488296,0,248029688,False,residential,False,130.109,"LINESTRING (114.110336 22.5348768, 114.1102723 22.5352344, 114.1104091 22.5352914, 114.1103259 22.5358265, 114.1104639 22.5358427)",,,,,,
2548752187,2548752156,0,248028679,False,residential,False,22.382,"LINESTRING (114.1101211 22.5348434, 114.110336 22.5348768)",,,,,,
2657830318,2278225048,0,"[218587465, 272771522]",True,primary,False,269.79699999999997,"LINESTRING (114.1031207 22.5379999, 114.1032353 22.5379752, 114.1033533 22.5379268, 114.104416 22.5374348, 114.104471 22.5374168, 114.1045354 22.5374032, 114.1046041 22.5374, 114.1046739 22.5374077, 114.1047372 22.5374168, 114.1047956 22.5374224, 114.1048648 22.5374245, 114.1049458 22.5374125, 114.1050096 22.5373849, 114.1052301 22.5372713, 114.1055218 22.5371269)",,滨河大道辅路,yes,,,
2657830318,2278225113,0,"[633823416, 218587484, 570491399]",True,primary_link,False,373.90700000000004,"LINESTRING (114.1031207 22.5379999, 114.1032474 22.5379943, 114.1033306 22.5379795, 114.1033982 22.53796, 114.1034995 22.5379186, 114.1036947 22.537824, 114.1039528 22.537697, 114.1041559 22.5376006, 114.104323 22.5375286, 114.1044415 22.5374794, 114.1045349 22.5374592, 114.1046153 22.5374543, 114.1047126 22.5374673, 114.1048016 22.537496, 114.104874 22.5375343, 114.104942 22.5375895, 114.1050364 22.5376759, 114.1058176 22.5384483, 114.1060751 22.5386958)",,,yes,,,
2657838515,2657838517,0,"[260314529, 260314530]",False,residential,"[False, True]",251.702,"LINESTRING (114.1025836 22.5379594, 114.102593 22.5372783, 114.1025886 22.536889, 114.1038671 22.5367184)",,,,,,
2657838515,3203749879,0,1050682011,True,primary,False,34.483000000000004,"LINESTRING (114.1025836 22.5379594, 114.1026708 22.5379665, 114.1027848 22.5379807, 114.1029167 22.5379978)",,滨河大道辅路,,,,
2657838517,2657838515,0,"[260314529, 260314530]",False,residential,"[False, True]",251.702,"LINESTRING (114.1038671 22.5367184, 114.1025886 22.536889, 114.102593 22.5372783, 114.1025836 22.5379594)",,,,,,
2760370696,2760370733,0,271078752,True,secondary,False,14.095,"LINESTRING (114.1142379 22.5359043, 114.1141034 22.5358791)",,建设路,,,,
2760370696,2377780096,0,962639877,True,secondary,False,166.552,"LINESTRING (114.1142379 22.5359043, 114.1140755 22.5364435, 114.1140222 22.5366719, 114.1139172 22.5373092, 114.1139074 22.5373684)",,人民南路,,,,
2760370733,3924653893,0,271078752,True,secondary,False,49.093,"LINESTRING (114.1141034 22.5358791, 114.1136327 22.5358022)",,建设路,,,,
2760370733,1394350645,0,962639875,True,secondary,False,10.797,"LINESTRING (114.1141034 22.5358791, 114.1141271 22.5357845)",,人民南路,,,,
2760370793,8202181860,0,921338890,False,tertiary,False,9.413,"LINESTRING (114.1119538 22.5386604, 114.111863 22.5386489)",,春风路,,,,
2760370793,2474735655,0,996635464,True,secondary,False,83.438,"LINESTRING (114.1119538 22.5386604, 114.1118211 22.5394007)",,建设路,,,,
2765242284,2278225137,0,272771515,True,residential,False,301.473,"LINESTRING (114.1061622 22.5368377, 114.1062492 22.5368298, 114.1063265 22.5368233, 114.1064208 22.5368182, 114.106515 22.5368175, 114.106627 22.5368211, 114.1067232 22.5368287, 114.1068179 22.5368413, 114.1069301 22.5368609, 114.107057 22.5368898, 114.1082068 22.5371706, 114.1084914 22.5372494, 114.1087903 22.5373375, 114.1088401 22.5373549, 114.1088804 22.537373, 114.1089123 22.5373918, 114.1089852 22.5374501)",,,,,,
2765242284,2765242311,0,705776328,False,residential,True,81.995,"LINESTRING (114.1061622 22.5368377, 114.1061599 22.536707, 114.106283 22.5364655, 114.106568 22.5362507)",,渔民村路,,2,,
2765242298,2278225137,0,705776328,False,residential,False,30.522,"LINESTRING (114.10894 22.5377214, 114.1089852 22.5374501)",,渔民村路,,2,,
2765242298,3842513758,0,218587468,False,residential,True,139.803,"LINESTRING (114.10894 22.5377214, 114.1088934 22.5377863, 114.1088442 22.5378132, 114.108715 22.5378554, 114.1086636 22.5378694, 114.1086031 22.5378832, 114.1085445 22.5378928, 114.1085012 22.5378962, 114.1084577 22.5378969, 114.1084077 22.5378953, 114.1082784 22.5378854, 114.1081305 22.5378691, 114.1076436 22.5378063)",,船布街,,,,
2765242298,2278225059,0,"[218587479, 705776327]",True,primary,False,261.764,"LINESTRING (114.10894 22.5377214, 114.1088699 22.5376999, 114.1085417 22.5376138, 114.1083704 22.5375682, 114.1081398 22.5375013, 114.1072305 22.5372561, 114.107099 22.5372164, 114.1068984 22.5371524, 114.1067692 22.5371099, 114.1066506 22.5370812, 114.1064966 22.5370575)",,春风路高架桥2号匝道,yes,,,
2765242311,2765242284,0,705776328,False,residential,False,81.995,"LINESTRING (114.106568 22.5362507, 114.106283 22.5364655, 114.1061599 22.536707, 114.1061622 22.5368377)",,渔民村路,,2,,
2765242311,2278225137,0,705776328,False,residential,True,301.69500000000005,"LINESTRING (114.106568 22.5362507, 114.1077603 22.5364215, 114.1078363 22.5364385, 114.1078971 22.5364597, 114.1079604 22.5364936, 114.1080215 22.5365397, 114.1080796 22.5365943, 114.1081598 22.5366617, 114.1082423 22.5367215, 114.1085528 22.5369069, 114.1087003 22.5369871, 114.1087531 22.5370209, 114.1087975 22.5370541, 114.1088396 22.5370938, 114.1088653 22.5371257, 114.1089473 22.5372965, 114.1089674 22.5373469, 114.1089769 22.5373832, 114.1089843 22.5374179, 114.1089852 22.5374501)",,渔民村路,,2,,
2765242311,2765242426,0,705776329,False,residential,False,52.896,"LINESTRING (114.106568 22.5362507, 114.1066181 22.536376, 114.1066047 22.5367179)",,,,,,
2765242311,2278225206,0,705776329,False,residential,True,130.513,"LINESTRING (114.106568 22.5362507, 114.1064961 22.536102, 114.1064071 22.535911, 114.1064103 22.5357056, 114.1064339 22.5354205, 114.106509 22.5352124, 114.106568 22.535138)",,,,,,
2765242426,2765242311,0,705776329,False,residential,True,52.896,"LINESTRING (114.1066047 22.5367179, 114.1066181 22.536376, 114.106568 22.5362507)",,,,,,
2881809547,2881809801,0,284434734,False,residential,True,110.556,"LINESTRING (114.1197887 22.537006, 114.119186 22.5378298)",,,,,,
2881809801,2881809547,0,284434734,False,residential,False,110.556,"LINESTRING (114.119186 22.5378298, 114.1197887 22.537006)",,,,,,
3078099460,8244748175,0,"[886659229, 1050682014]",True,primary,False,201.367,"LINESTRING (114.1021231 22.5383997, 114.1011578 22.5383883, 114.1010066 22.5383792, 114.1007896 22.5383594, 114.1005628 22.5383215, 114.1003722 22.5382866, 114.10018 22.5382325)",,滨河大道辅路,,,,
3203749828,3203749934,0,314324659,False,residential,False,27.335,"LINESTRING (114.11063 22.5315197, 114.1105967 22.5317636)",,,,,,
3203749828,3203749849,0,314324673,False,residential,False,56.925,"LINESTRING (114.11063 22.5315197, 114.1100815 22.5314462)",,,,,,
3203749828,3203749927,0,314324659,False,residential,True,76.299,"LINESTRING (114.11063 22.5315197, 114.1107272 22.5309933, 114.1107469 22.5308866, 114.1107543 22.5308432)",,,,,,
3203749828,2278166637,0,314324673,False,residential,True,85.887,"LINESTRING (114.11063 22.5315197, 114.1114208 22.5316115, 114.1114597 22.531616)",,,,,,
3203749849,3203749828,0,314324673,False,residential,True,56.925,"LINESTRING (114.1100815 22.5314462, 114.11063 22.5315197)",,,,,,
3203749877,3203749926,0,314324667,True,trunk_link,False,63.245,"LINESTRING (114.1013847 22.5379902, 114.1015622 22.537966, 114.1017723 22.5379558, 114.1019982 22.5379497)",,,,,,
3203749877,564002092,0,582246453,True,trunk_link,False,69.878,"LINESTRING (114.1013847 22.5379902, 114.1016472 22.538028, 114.1020497 22.5381203)",,,,,,
3203749879,2657830318,0,1050682011,True,primary,False,20.953,"LINESTRING (114.1029167 22.5379978, 114.1031207 22.5379999)",,滨河大道辅路,,,,
3203749926,2657838515,0,1050682011,True,primary,False,60.132,"LINESTRING (114.1019982 22.5379497, 114.1025836 22.5379594)",,滨河大道辅路,,,,
3203749927,3203749828,0,314324659,False,residential,False,76.299,"LINESTRING (114.1107543 22.5308432, 114.1107469 22.5308866, 114.1107272 22.5309933, 114.11063 22.5315197)",,,,,,
3203749934,3203749828,0,314324659,False,residential,True,27.335,"LINESTRING (114.1105967 22.5317636, 114.11063 22.5315197)",,,,,,
3583682986,8244777642,0,996519924,True,tertiary,False,190.751,"LINESTRING (114.1063033 22.539093, 114.106242 22.5390208, 114.1061802 22.5389481, 114.1061127 22.5388762, 114.1060347 22.538802, 114.1059511 22.5387304, 114.1058542 22.538658, 114.1057721 22.538608, 114.1056888 22.5385651, 114.1055998 22.5385327, 114.10551 22.5385077, 114.1054117 22.5384878, 114.1053124 22.5384757, 114.1052196 22.5384694, 114.1051203 22.5384674, 114.1046924 22.5384636)",,宝安南路,,2,,
3644842140,564716961,0,239698245,True,trunk_link,False,251.91199999999998,"LINESTRING (114.1161797 22.5394241, 114.1148643 22.538894, 114.1145373 22.5387517, 114.1139475 22.538486)",,,yes,,,
3842512050,3842513758,0,380960489,False,residential,True,128.752,"LINESTRING (114.1074224 22.5389444, 114.1074629 22.5388253, 114.1075101 22.5386351, 114.1076436 22.5378063)",,,,,,
3842513758,8553983390,0,218587468,False,residential,True,101.706,"LINESTRING (114.1076436 22.5378063, 114.1066631 22.537678)",,船布街,,,,
3842513758,2765242298,0,218587468,False,residential,False,139.803,"LINESTRING (114.1076436 22.5378063, 114.1081305 22.5378691, 114.1082784 22.5378854, 114.1084077 22.5378953, 114.1084577 22.5378969, 114.1085012 22.5378962, 114.1085445 22.5378928, 114.1086031 22.5378832, 114.1086636 22.5378694, 114.108715 22.5378554, 114.1088442 22.5378132, 114.1088934 22.5377863, 114.10894 22.5377214)",,船布街,,,,
3842513758,3842512050,0,380960489,False,residential,False,128.752,"LINESTRING (114.1076436 22.5378063, 114.1075101 22.5386351, 114.1074629 22.5388253, 114.1074224 22.5389444)",,,,,,
3842513766,8205488262,0,556683471,True,secondary,False,66.041,"LINESTRING (114.110664 22.5388536, 114.1107474 22.5382647)",,和平路,,,,
3842513766,3842513776,0,380960499,False,residential,False,134.863,"LINESTRING (114.110664 22.5388536, 114.1101046 22.5387909, 114.1100038 22.539477)",,,,,,
3842513776,3842513766,0,380960499,False,residential,True,134.863,"LINESTRING (114.1100038 22.539477, 114.1101046 22.5387909, 114.110664 22.5388536)",,,,,,
3924653893,2760370793,0,271078752,True,secondary,False,430.28999999999996,"LINESTRING (114.1136327 22.5358022, 114.1131618 22.5357331, 114.1130409 22.5357235, 114.1129379 22.5357268, 114.1128282 22.5357529, 114.1126976 22.5358099, 114.1125932 22.5358888, 114.1125117 22.5359709, 114.1124548 22.536058, 114.112407 22.5361655, 114.1123847 22.5362474, 114.1122935 22.5367649, 114.1119538 22.5386604)",,建设路,,,,
5110321832,5110322034,0,525273354,True,tertiary,False,30.047,"LINESTRING (114.113813 22.5380946, 114.1140816 22.5382017)",,,,,,
5110321832,8202181875,0,962639877,True,secondary,False,92.69800000000001,"LINESTRING (114.113813 22.5380946, 114.1138083 22.538202, 114.1137817 22.5387737, 114.1137791 22.5388308, 114.1137746 22.5389275)",,人民南路,,,,
5110321920,8202181889,0,216425603,True,secondary_link,False,55.730000000000004,"LINESTRING (114.1141875 22.5389941, 114.1140826 22.5390037, 114.1139998 22.5390262, 114.1139566 22.5390502, 114.1139318 22.5390638, 114.1139115 22.5390767, 114.1138877 22.5390923, 114.1138655 22.53911, 114.1138422 22.5391294, 114.1138202 22.5391508, 114.1138011 22.5391722, 114.1137881 22.5391879, 114.113778 22.5392034, 114.1137702 22.5392172, 114.1137645 22.5392289, 114.1137616 22.5392382, 114.1137589 22.5392499)",,,,,,
5110321920,8202181875,0,769531024,True,tertiary,False,43.073,"LINESTRING (114.1141875 22.5389941, 114.1139362 22.5389597, 114.1138904 22.538952, 114.1138568 22.5389451, 114.1138166 22.5389363, 114.1137746 22.5389275)",,春风路,,,,
5110322023,3644842140,0,525273367,True,trunk_link,False,42.932,"LINESTRING (114.1165814 22.5395297, 114.1165043 22.5395101, 114.1162979 22.5394614, 114.1162508 22.5394492, 114.1161797 22.5394241)",,,,,,
5110322023,5110322028,0,769531024,True,tertiary,False,203.11400000000003,"LINESTRING (114.1165814 22.5395297, 114.1160436 22.5393159, 114.1154383 22.5390717, 114.1153971 22.539062, 114.1153511 22.5390608, 114.1150853 22.5390875, 114.1150277 22.5390925, 114.1149645 22.5390917, 114.1149036 22.5390877, 114.1147114 22.5390657)",,春风路,,,,
5110322026,5110322028,0,673002392,True,tertiary,False,197.987,"LINESTRING (114.1165299 22.5396424, 114.11527 22.5391859, 114.1151456 22.5391508, 114.1150474 22.5391247, 114.1149573 22.5391057, 114.1148601 22.5390879, 114.1147114 22.5390657)",,,,,,
5110322026,3644842140,0,673002393,True,trunk_link,False,43.425999999999995,"LINESTRING (114.1165299 22.5396424, 114.1164834 22.5396166, 114.1162956 22.5394907, 114.1162389 22.5394564, 114.1161797 22.5394241)",,,,,,
5110322028,5110321920,0,769531024,True,tertiary,False,54.391,"LINESTRING (114.1147114 22.5390657, 114.1141875 22.5389941)",,春风路,,,,
5110322031,349120495,0,525273369,True,tertiary,False,45.501,"LINESTRING (114.1170191 22.5396964, 114.1169329 22.5396844, 114.1168793 22.5396836, 114.1168286 22.5396872, 114.1167849 22.5396984, 114.1167485 22.5397155, 114.1167151 22.5397415, 114.1166893 22.5397718, 114.1166713 22.5398009, 114.1166543 22.5398379)",,,,,,
5110322031,5110322023,0,769531024,True,tertiary,False,48.631,"LINESTRING (114.1170191 22.5396964, 114.1167752 22.5396074, 114.1165814 22.5395297)",,春风路,,,,
5110322034,5110322036,0,525273354,True,tertiary,False,341.03200000000004,"LINESTRING (114.1140816 22.5382017, 114.1144155 22.5383302, 114.1155714 22.5387694, 114.1162535 22.5390285, 114.1163584 22.5390655, 114.1164648 22.5390814, 114.116588 22.5390762, 114.1167018 22.5390452, 114.1168049 22.5389929, 114.1169062 22.5389227, 114.1170899 22.5387461)",,,,,,
5110322034,5110321909,0,996519915,True,tertiary,False,337.009,"LINESTRING (114.1140816 22.5382017, 114.115184 22.5388634, 114.1152403 22.5388911, 114.1158216 22.5391084, 114.1170114 22.5395337)",,春风路,,,,
5110322036,5110322040,0,"[525273370, 1120977007]",True,"['secondary_link', 'tertiary']",False,201.61900000000003,"LINESTRING (114.1170899 22.5387461, 114.1179449 22.5375507, 114.1179764 22.5374777, 114.1179801 22.53744, 114.1179838 22.5374023, 114.1179759 22.5373228, 114.1179582 22.5372636, 114.1179212 22.5371858)",,南湖路,,,,
5110322037,5110322036,0,525273372,True,trunk_link,False,102.86500000000001,"LINESTRING (114.1163076 22.5391406, 114.1165281 22.5391747, 114.1166317 22.5391695, 114.1167423 22.539138, 114.116826 22.539094, 114.1168978 22.5390291, 114.1169669 22.5389344, 114.1170899 22.5387461)",,,,,,
5110322037,5110321909,0,525273373,True,trunk_link,False,84.833,"LINESTRING (114.1163076 22.5391406, 114.1165321 22.5392285, 114.1170114 22.5395337)",,,,,,
5110322040,1849090475,0,"[229147400, 627529510]",True,secondary,False,165.937,"LINESTRING (114.1179212 22.5371858, 114.117623 22.5369614, 114.1173566 22.5367579, 114.1170981 22.5365506, 114.1169194 22.5364008, 114.1167039 22.5362058)",,沿河南路,,,,
5110322041,5110322040,0,627529510,True,secondary,False,61.362,"LINESTRING (114.1184137 22.537498, 114.1181766 22.5373548, 114.1179212 22.5371858)",,沿河南路,,,,
5110322041,5110321909,0,"[1120977008, 525273371]",True,"['secondary_link', 'tertiary']",False,296.54299999999995,"LINESTRING (114.1184137 22.537498, 114.1182846 22.5374969, 114.118179 22.5375149, 114.1181356 22.5375333, 114.1180921 22.5375517, 114.1180098 22.537624, 114.1179332 22.5377155, 114.1170721 22.5389384, 114.1169847 22.5390718, 114.116906 22.5392133, 114.1168795 22.5392797, 114.1168746 22.5393354, 114.116885 22.5393771, 114.1169155 22.5394303, 114.1170114 22.5395337)",,南湖路,,,,
5369780089,8205488309,0,"[996519920, 996519921, 218588987, 218581559]",True,"['secondary', 'tertiary']",False,696.183,"LINESTRING (114.1119405 22.5315276, 114.1119646 22.5315322, 114.1119879 22.5315385, 114.1120142 22.5315474, 114.1120387 22.5315584, 114.1120632 22.5315714, 114.1120846 22.5315848, 114.1121072 22.5316043, 114.1121257 22.5316264, 114.1121426 22.5316512, 114.1121547 22.5316751, 114.1121644 22.5316969, 114.1121728 22.5317234, 114.1121769 22.5317508, 114.1121775 22.5317815, 114.1121756 22.5318007, 114.1121727 22.5318201, 114.1121678 22.5318422, 114.1121595 22.5318648, 114.1121476 22.5318899, 114.1121329 22.5319152, 114.1121135 22.5319417, 114.1120872 22.5319672, 114.1118203 22.5321606, 114.1117982 22.5321818, 114.1117823 22.5322015, 114.1117667 22.5322285, 114.1117519 22.5322605, 114.1117422 22.5322899, 114.1117341 22.5323221, 114.111629 22.5329194, 114.1112595 22.535481, 114.1112455 22.5355781, 114.1109737 22.537462)",,和平路,,,,
5369780089,2278166572,0,218581560,False,residential,True,176.281,"LINESTRING (114.1119405 22.5315276, 114.1119459 22.531467, 114.111951 22.53141, 114.1119638 22.5312673, 114.1120277 22.5309396, 114.1120575 22.5307623, 114.1120106 22.5307213, 114.11197 22.5307157, 114.1117257 22.5306854, 114.1116987 22.530682, 114.1116123 22.530711, 114.1115544 22.5310836)",,和平路,,,,
5982557555,5982557561,0,218585459,False,residential,False,275.026,"LINESTRING (114.1195411 22.535969, 114.1182936 22.5356836, 114.1177142 22.5368533)",,,,,,
5982557560,564716926,0,"[44425604, 274729220]",True,trunk_link,False,398.7850000000001,"LINESTRING (114.1179549 22.5370517, 114.1182304 22.5372907, 114.1183523 22.5373881, 114.1188933 22.5377705, 114.1195816 22.5382628, 114.1196317 22.538313, 114.1196689 22.5383619, 114.1196939 22.538414, 114.1197145 22.5384782, 114.1197188 22.5385599, 114.119706 22.5386311, 114.1196846 22.5386969, 114.1196574 22.5387496, 114.119489 22.5389839, 114.1194526 22.5390392, 114.1192574 22.5393588, 114.1192353 22.5393972, 114.1191164 22.5396255, 114.1190589 22.5397245)",,,yes,,,
5982557560,2881809801,0,1050674547,True,secondary,False,153.211,"LINESTRING (114.1179549 22.5370517, 114.1184003 22.5373387, 114.119186 22.5378298)",,沿河南路,,,,
5982557561,564713573,0,"[44425601, 44425602]",True,trunk_link,False,282.858,"LINESTRING (114.1177142 22.5368533, 114.1182253 22.5371612, 114.1191753 22.5377573, 114.119282 22.5378338, 114.119948 22.5383369)",,,yes,,,
5982557561,5982557555,0,218585459,False,residential,True,275.026,"LINESTRING (114.1177142 22.5368533, 114.1182936 22.5356836, 114.1195411 22.535969)",,,,,,
5982557738,564716924,0,638395056,True,secondary,False,207.942,"LINESTRING (114.1161374 22.5354681, 114.1163204 22.5356415, 114.1168007 22.5361224, 114.11698 22.5362947, 114.1171548 22.5364488, 114.1174015 22.5366377, 114.1175823 22.5367739)",,沿河南路,,,,
6080174739,2377780096,0,229147412,False,residential,True,12.419,"LINESTRING (114.1137866 22.5373633, 114.1139074 22.5373684)",,,,,,
6080174739,2377780100,0,962639875,True,secondary,False,72.72800000000001,"LINESTRING (114.1137866 22.5373633, 114.1137991 22.5372916, 114.1138988 22.5367175)",,人民南路,,,,
6302206170,3203749879,0,672979244,True,trunk_link,False,75.268,"LINESTRING (114.1021964 22.538122, 114.102585 22.5380488, 114.1028076 22.5380141, 114.1029167 22.5379978)",,,,,,
6302206170,2278225176,0,996657801,True,trunk,False,275.869,"LINESTRING (114.1021964 22.538122, 114.1031306 22.5381329, 114.1033422 22.5381258, 114.1034981 22.5381142, 114.1036511 22.5380938, 114.1037977 22.5380599, 114.1039625 22.5380076, 114.1041533 22.5379278, 114.104764 22.5376228)",S550,滨河大道,,,,
6302438934,2278242507,0,705776325,True,primary,False,11.939,"LINESTRING (114.1104685 22.5377093, 114.1105835 22.537725)",,船步街,,,,
6302438934,6302438942,0,673002399,True,primary_link,False,43.721,"LINESTRING (114.1104685 22.5377093, 114.1105237 22.53773, 114.1105552 22.5377495, 114.1105759 22.5377723, 114.1105893 22.5377981, 114.1105945 22.5378259, 114.1105928 22.5378521, 114.1105827 22.537883, 114.1105688 22.5379033, 114.1105495 22.5379211, 114.1105206 22.5379382, 114.1104873 22.5379485, 114.1104395 22.5379553)",,,,,,
6302438942,6302438955,0,673002401,True,primary,False,52.34,"LINESTRING (114.1104395 22.5379553, 114.1099348 22.53789)",,船步街,,,,
6302438955,2278242470,0,673002401,True,primary,False,49.28,"LINESTRING (114.1099348 22.53789, 114.1094596 22.5378286)",,船步街,,,,
6302438955,6302438958,0,673002400,True,primary_link,False,40.864000000000004,"LINESTRING (114.1099348 22.53789, 114.1099011 22.5378734, 114.1098729 22.5378544, 114.1098519 22.5378295, 114.1098402 22.5378063, 114.1098332 22.5377732, 114.109835 22.5377386, 114.1098428 22.5377105, 114.1098619 22.5376796, 114.1098856 22.5376605, 114.1099256 22.5376462, 114.1099699 22.5376414)",,,,,,
6302438958,6302438934,0,705776325,True,primary,False,51.761,"LINESTRING (114.1099699 22.5376414, 114.1104685 22.5377093)",,船步街,,,,
8202181852,8202181863,0,216425608,True,secondary_link,False,43.922000000000004,"LINESTRING (114.1136302 22.5391398, 114.1136184 22.5390852, 114.1135912 22.5390329, 114.11358 22.539017, 114.1135667 22.5390005, 114.1135334 22.5389615, 114.1134911 22.5389245, 114.1134364 22.5388886, 114.1133614 22.5388566)",,,,,,
8202181852,8202181874,0,962639875,True,secondary,False,26.713,"LINESTRING (114.1136302 22.5391398, 114.1136336 22.539069, 114.1136364 22.539024, 114.1136439 22.5388999)",,人民南路,,,,
8202181860,2760370793,0,921338890,False,tertiary,True,9.413,"LINESTRING (114.111863 22.5386489, 114.1119538 22.5386604)",,春风路,,,,
8202181860,1394350645,0,31312203,True,secondary,False,497.098,"LINESTRING (114.111863 22.5386489, 114.1122717 22.5363584, 114.1123044 22.5361862, 114.1123291 22.5360954, 114.1123815 22.5359775, 114.1124191 22.5359211, 114.1124663 22.5358625, 114.1125208 22.5358109, 114.112595 22.535756, 114.1127171 22.5356884, 114.1128297 22.535652, 114.1129033 22.535641, 114.1130081 22.5356311, 114.1131232 22.5356315, 114.1133755 22.5356767, 114.1140087 22.5357675, 114.1141271 22.5357845)",,建设路,,,,
8202181863,2760370793,0,996635462,True,tertiary,False,146.201,"LINESTRING (114.1133614 22.5388566, 114.112162 22.5386882, 114.1121112 22.5386814, 114.1119538 22.5386604)",,春风路,,,,
8202181874,8202181863,0,769531024,True,tertiary,False,29.415,"LINESTRING (114.1136439 22.5388999, 114.1135852 22.5388889, 114.1135351 22.538881, 114.1133614 22.5388566)",,春风路,,,,
8202181874,2257730406,0,962639875,True,secondary,False,98.919,"LINESTRING (114.1136439 22.5388999, 114.1136488 22.5388201, 114.1136512 22.5387796, 114.1136869 22.5380112)",,人民南路,,,,
8202181875,8202181874,0,769531024,True,tertiary,False,13.77,"LINESTRING (114.1137746 22.5389275, 114.1136439 22.5388999)",,春风路,,,,
8202181875,8202181889,0,962639877,True,secondary,False,35.885,"LINESTRING (114.1137746 22.5389275, 114.113769 22.5390462, 114.113767 22.5390897, 114.1137589 22.5392499)",,人民南路,,,,
8205488262,8205488314,0,556683471,True,secondary,False,54.489,"LINESTRING (114.1107474 22.5382647, 114.1107839 22.5380067, 114.1107889 22.5379712, 114.1108161 22.5377788)",,和平路,,,,
8205488262,2278242472,0,681165418,True,secondary,False,15.309999999999999,"LINESTRING (114.1107474 22.5382647, 114.1107427 22.5382137, 114.1107374 22.5381671, 114.1107291 22.5381282)",,船步街,,,,
8205488265,8205488266,0,556683471,True,secondary,False,150.303,"LINESTRING (114.1112042 22.5350368, 114.1113939 22.5336965)",,和平路,,,,
8205488265,2548752156,0,248028679,False,residential,True,91.46000000000001,"LINESTRING (114.1112042 22.5350368, 114.1105825 22.5349635, 114.110336 22.5348768)",,,,,,
8205488266,2278166602,0,218581559,True,tertiary,False,193.705,"LINESTRING (114.1113939 22.5336965, 114.1113717 22.5332162, 114.1113765 22.5331, 114.1113846 22.5330299, 114.1114449 22.532594, 114.111499 22.5322379, 114.1115404 22.5319651)",,,,,,
8205488266,1849090515,0,"[633816646, 31312124, 31311991, 996519967]",True,secondary,False,625.8960000000001,"LINESTRING (114.1113939 22.5336965, 114.1114875 22.5330354, 114.1116478 22.5320706, 114.1116634 22.53198, 114.1116875 22.5318927, 114.1117228 22.5317984, 114.111765 22.5317378, 114.111818 22.5316824, 114.1118814 22.5316358, 114.1119483 22.5316017, 114.11202 22.5315848, 114.1121079 22.531578, 114.1121916 22.5315804, 114.112303 22.5315881, 114.1124187 22.5316048, 114.1127657 22.531655, 114.1129855 22.531685, 114.114143 22.5318513, 114.1142631 22.5318755, 114.1143645 22.531903, 114.1144709 22.5319445, 114.114576 22.5320022, 114.1146671 22.5320728, 114.1147355 22.5321408, 114.1148014 22.5322204, 114.1148496 22.5322946, 114.114893 22.532378, 114.1149363 22.5324822, 114.1149679 22.5325945, 114.1149879 22.5327261, 114.1149919 22.5328156)",,和平路,viaduct,,,
8205488296,2548752156,0,248029688,False,residential,True,130.10899999999998,"LINESTRING (114.1104639 22.5358427, 114.1103259 22.5358265, 114.1104091 22.5352914, 114.1102723 22.5352344, 114.110336 22.5348768)",,,,,,
8205488309,8205496021,0,218588987,True,secondary,False,52.813,"LINESTRING (114.1109737 22.537462, 114.1109159 22.5378629, 114.1109058 22.5379328)",,和平路,,,,
