u,v,key,osmid,bridge,oneway,highway,reversed,length,lanes,ref,name,geometry,access,maxspeed
3084586665,598508344,0,303951153,,False,unclassified,True,14.413,,,,"LINESTRING (114.0712702 22.525932, 114.0712077 22.5259297, 114.0711341 22.5259529)",,
3084586705,503466998,0,"[303951154, 564113275, 273589317]",yes,True,primary,False,392.93700000000007,,,,"LINESTRING (114.070153 22.520847, 114.070079 22.5207792, 114.0699764 22.5206708, 114.069896 22.5205954, 114.0698384 22.5205286, 114.0697702 22.5204304, 114.0697296 22.5203711, 114.0696959 22.5202976, 114.0696823 22.5202294, 114.0696845 22.5201264, 114.0697002 22.5200501, 114.069736 22.5199737, 114.0697833 22.519908, 114.0698478 22.5198459, 114.0699295 22.5197998, 114.0700335 22.5197483, 114.0701507 22.5197058, 114.0703066 22.519668, 114.0704992 22.5196351, 114.070752 22.5195908, 114.0708484 22.5195808, 114.0709622 22.5195764, 114.0710683 22.5195964, 114.0711544 22.519632, 114.0712243 22.5196778, 114.0712923 22.5197451, 114.0713418 22.5198218, 114.0713746 22.519914, 114.0713841 22.5200015, 114.0713759 22.5200796, 114.0713512 22.5201575, 114.0713138 22.5202255, 114.0712595 22.5202905, 114.0711877 22.5203479, 114.0711229 22.5203828, 114.0710354 22.5204118, 114.0709631 22.5204229)",no,
3084586786,3084586705,0,"[478978948, 478978949, 74017041, 564113274, 564113275]",,True,primary,False,567.3769999999998,,,,"LINESTRING (114.0718176 22.5252982, 114.0720607 22.5250248, 114.0720951 22.5249779, 114.0721293 22.5249303, 114.0721603 22.5248751, 114.0721831 22.5248056, 114.0721948 22.524758, 114.0721964 22.5246983, 114.0721762 22.5246384, 114.0717424 22.5233864, 114.0716885 22.5232391, 114.0715494 22.52289, 114.0714545 22.5226303, 114.0713043 22.5222195, 114.0711686 22.5218476, 114.0711269 22.5217524, 114.0710822 22.5216809, 114.0710269 22.5216181, 114.0709549 22.521551, 114.0708847 22.5214953, 114.0708101 22.5214395, 114.0707301 22.5213832, 114.0706424 22.5213223, 114.070542 22.5212367, 114.070454 22.5211527, 114.0703819 22.5210763, 114.0702841 22.5209577, 114.070153 22.520847)",no,
3084586845,3084586665,0,303951153,,False,unclassified,True,195.65200000000002,,,,"LINESTRING (114.0727691 22.52601, 114.0726223 22.5255888, 114.0719387 22.5257994, 114.0718308 22.5257621, 114.0712702 22.525932)",,
5435015996,5435015992,0,135960964,,True,primary_link,False,20.611,,,,"LINESTRING (114.0665482 22.5239686, 114.06664 22.5239697, 114.0666985 22.5239689, 114.0667488 22.5239667)",,
5435015996,8882291297,0,135960973,,False,primary_link,False,22.722,,,,"LINESTRING (114.0665482 22.5239686, 114.0665577 22.5238575, 114.0665545 22.5238138, 114.0665391 22.5237668)",,
5435820744,598508344,0,"[960020011, 960020006]",,True,secondary,False,1005.2510000000001,2,,,"LINESTRING (114.0711332 22.5208036, 114.071199 22.5207889, 114.0712705 22.5207615, 114.071344 22.5207219, 114.0715662 22.5205942, 114.0720209 22.520321, 114.0720712 22.5202918, 114.0721404 22.5202615, 114.0722119 22.5202338, 114.0723208 22.5201948, 114.0723621 22.5201821, 114.0724017 22.5201735, 114.0724421 22.5201678, 114.0724895 22.5201635, 114.0725462 22.5201612, 114.0725931 22.5201607, 114.0726386 22.5201635, 114.0726912 22.5201739, 114.0727361 22.5201881, 114.0727755 22.5202057, 114.0728174 22.5202316, 114.0728588 22.5202632, 114.0728935 22.5202962, 114.0729226 22.5203306, 114.0729466 22.5203663, 114.0729644 22.5204008, 114.0729762 22.5204341, 114.0729843 22.5204662, 114.0729881 22.5204928, 114.0729888 22.5205201, 114.0729847 22.5205472, 114.0729753 22.5205773, 114.0729625 22.5206044, 114.072945 22.5206333, 114.0729243 22.5206656, 114.0728994 22.5206964, 114.0728758 22.5207198, 114.072846 22.5207434, 114.0728198 22.5207608, 114.0727922 22.5207766, 114.0726431 22.5208457, 114.0726094 22.5208627, 114.0725772 22.5208825, 114.0725456 22.5209058, 114.0725156 22.5209313, 114.072487 22.520959, 114.0724587 22.5209901, 114.0724356 22.5210181, 114.0724163 22.5210436, 114.0723973 22.5210709, 114.0723798 22.5210994, 114.072364 22.5211308, 114.0723521 22.5211604, 114.0723408 22.5211953, 114.0723327 22.5212268, 114.0723276 22.5212655, 114.072326 22.52131, 114.0723289 22.5213581, 114.0723358 22.5214112, 114.0723446 22.52146, 114.0723586 22.5215082, 114.0723886 22.5215934, 114.0728313 22.5228532, 114.0728484 22.522907, 114.0728599 22.5229567, 114.0728673 22.523004, 114.0728693 22.5230476, 114.072868 22.5231098, 114.0728707 22.5231534, 114.072876 22.5231876, 114.0728868 22.5232256, 114.0729859 22.5234989, 114.0731139 22.5238521, 114.0731266 22.5238986, 114.0731322 22.5239354, 114.0731332 22.5239745, 114.0731291 22.5240122, 114.073121 22.524049, 114.0731087 22.524083, 114.0730929 22.5241146, 114.0730738 22.524138, 114.0730495 22.5241588, 114.0730219 22.5241756, 114.0729888 22.5241897, 114.0726775 22.524289, 114.0726218 22.5243102, 114.07257 22.5243345, 114.0725189 22.5243645, 114.0724825 22.5243945, 114.0724539 22.524426, 114.0724268 22.5244646, 114.072415 22.5244874, 114.0724043 22.5245104, 114.072395 22.524535, 114.0723885 22.5245573, 114.0723841 22.5245855, 114.0723823 22.5246178, 114.0723839 22.5246548, 114.0723901 22.5246961, 114.072399 22.5247312, 114.0724958 22.5250145, 114.0725057 22.525058, 114.0725088 22.5251, 114.0725041 22.5251498, 114.0724926 22.5251925, 114.0724711 22.5252352, 114.0724498 22.5252679, 114.0724224 22.5252957, 114.0723861 22.525321, 114.0723463 22.525339, 114.0720207 22.5254445, 114.0719729 22.5254624, 114.0719367 22.5254821, 114.0719024 22.5255055, 114.0716198 22.5257244, 114.0715731 22.5257546, 114.0715206 22.5257783, 114.0712311 22.5258754, 114.0712124 22.5258831, 114.0711936 22.5258933, 114.0711777 22.5259034, 114.0711595 22.5259207, 114.0711468 22.5259362, 114.0711341 22.5259529)",,
5435820781,500020980,0,"[974372193, 46875339, 46875340]",yes,True,"['motorway_link', 'tertiary']",False,272.822,,,百合三路,"LINESTRING (114.0682402 22.5243311, 114.0678622 22.524451, 114.0675923 22.5245365, 114.0675161 22.5245718, 114.0674286 22.5246211, 114.0673543 22.5246746, 114.0672906 22.5247264, 114.0672403 22.5247709, 114.0671864 22.5248301, 114.0671395 22.5248932, 114.0670918 22.5249636, 114.0670541 22.5250358, 114.0670098 22.5251278, 114.0669725 22.5252505, 114.066957 22.525331, 114.0669536 22.5253923, 114.0669575 22.5254605, 114.0669701 22.5255445, 114.066991 22.525633, 114.0671417 22.5260982)",,
6267508948,500020962,0,"[669293928, 669293927]",yes,True,motorway_link,False,381.19300000000004,,,,"LINESTRING (114.0672326 22.5262918, 114.0675664 22.5267277, 114.0676259 22.5268167, 114.0676803 22.5269168, 114.0677217 22.5270159, 114.0681671 22.5282109, 114.0682333 22.5284371, 114.068273 22.5286174, 114.0682972 22.5287593, 114.0683083 22.5289335, 114.0683138 22.5290567, 114.0683142 22.5291938, 114.0683057 22.5292923, 114.0682881 22.529386, 114.0682546 22.5294986)",,
6267508948,598508320,0,"[997152259, 74017036]",yes,True,motorway,False,272.926,3,G4,京港澳高速,"LINESTRING (114.0672326 22.5262918, 114.0673477 22.526537, 114.0676188 22.5271204, 114.0677902 22.5275359, 114.0679191 22.5278829, 114.0679904 22.5281079, 114.0680555 22.5283343, 114.0681183 22.5286002)",,
7609471530,2380017696,0,814622118,,True,residential,False,33.803,,,,"LINESTRING (114.0676614 22.5287409, 114.0675712 22.5287504, 114.0673337 22.5287688)",,
7609471530,7609471538,0,814622121,,True,residential,False,30.601999999999997,,,,"LINESTRING (114.0676614 22.5287409, 114.0677926 22.5287043, 114.0678265 22.5286787, 114.0678543 22.5286474, 114.0678979 22.528593)",,
7609471531,598508093,0,974372190,,True,trunk,False,15.666,3,,皇岗路,"LINESTRING (114.0680044 22.5288717, 114.0679753 22.5287334)",,
7609471531,7609471530,0,814622120,,True,residential,False,39.296,,,,"LINESTRING (114.0680044 22.5288717, 114.0679163 22.528803, 114.0678313 22.5287671, 114.0677535 22.5287442, 114.0676614 22.5287409)",,
7609471538,7609471539,0,814622121,,True,residential,False,9.755,,,,"LINESTRING (114.0678979 22.528593, 114.0679253 22.528509)",,
7609471538,2380017730,0,974372191,,True,primary,False,471.044,,,,"LINESTRING (114.0678979 22.528593, 114.0678177 22.5284474, 114.067696 22.5282265, 114.0674774 22.5278216, 114.0672736 22.5274351, 114.0670161 22.5269792, 114.066662 22.5262756, 114.066308 22.5256017, 114.0658896 22.5247851)",,
7609471539,500020948,0,"[41019603, 974372189]",yes,True,motorway,False,542.48,3,G4,京港澳高速,"LINESTRING (114.0679253 22.528509, 114.0679089 22.5284351, 114.0678422 22.5281748, 114.0677659 22.5279229, 114.0676412 22.5275875, 114.0675173 22.527283, 114.0673634 22.5269506, 114.0671596 22.5265582, 114.0669143 22.5260951, 114.0667799 22.525843, 114.0664832 22.5252991, 114.0663271 22.5250222, 114.0661877 22.5247878, 114.0657568 22.5240798)",,
7637610186,5435820781,0,974372193,,True,tertiary,False,14.136,,,百合三路,"LINESTRING (114.0683704 22.5242899, 114.0682402 22.5243311)",,
7637610186,2876869778,0,818964359,,True,residential,False,80.314,2,,同庆路,"LINESTRING (114.0683704 22.5242899, 114.0684737 22.5245629, 114.0686285 22.5249717)",,
7637610202,7719250780,0,817802205,,True,residential,False,82.249,2,,同庆路,"LINESTRING (114.0687516 22.5257144, 114.0684938 22.5250141)",,
7637610202,7637610203,0,817802210,,False,residential,False,17.334,,,,"LINESTRING (114.0687516 22.5257144, 114.068861 22.5255957)",,
7637610203,7637610202,0,817802210,,False,residential,True,17.334,,,,"LINESTRING (114.068861 22.5255957, 114.0687516 22.5257144)",,
7637610203,7637610202,1,"[817802205, 1036811497, 817802209, 818964359]",,True,residential,False,159.11399999999998,2,,同庆路,"LINESTRING (114.068861 22.5255957, 114.0689696 22.5258785, 114.0691094 22.5262429, 114.0689655 22.5262858, 114.0687516 22.5257144)",,
7640444022,8168061712,0,818078078,,False,living_street,True,47.785,,,,"LINESTRING (114.0610745 22.5264021, 114.0609934 22.5267128, 114.0609647 22.5268197)",,
7640444024,2376737497,0,229035382,,False,residential,True,4.377,2,,龙秋四街,"LINESTRING (114.0616709 22.5268684, 114.0616787 22.5268297)",,
7640444024,7640444025,0,818078079,,False,residential,False,42.087,2,,,"LINESTRING (114.0616709 22.5268684, 114.0620769 22.5269196)",,
7640444024,8168061668,0,229035382,,False,residential,False,85.131,2,,龙秋四街,"LINESTRING (114.0616709 22.5268684, 114.0615275 22.5275671, 114.0615149 22.5276203)",,
7640444025,2376737510,0,815147470,,False,residential,True,31.672,2,,龙秋三街,"LINESTRING (114.0620769 22.5269196, 114.0620215 22.5271998)",,
7640444025,7640444024,0,818078079,,False,residential,True,42.087,2,,,"LINESTRING (114.0620769 22.5269196, 114.0616709 22.5268684)",,
7640444025,8869177728,0,815147470,,False,residential,False,105.77999999999999,2,,龙秋三街,"LINESTRING (114.0620769 22.5269196, 114.0621142 22.5267149, 114.0622341 22.5260563, 114.0622479 22.5259815)",,
7640452821,8869177721,0,818078081,,False,living_street,True,24.459,,,,"LINESTRING (114.0619872 22.5297872, 114.0621726 22.5297849, 114.0622253 22.5297862)",,
7640452829,8869177754,0,41019611,,True,primary,False,186.681,3,,福强路,"LINESTRING (114.0630843 22.5279691, 114.0631165 22.5262905)",,
7640452829,2376737475,0,229035385,,False,residential,True,37.531,2,,吉龙七街,"LINESTRING (114.0630843 22.5279691, 114.0629003 22.5279694, 114.0628339 22.5279696, 114.0627189 22.5279698)",,
7642948007,8869177763,0,818397533,,False,residential,True,306.138,2,,绿谷路,"LINESTRING (114.0623791 22.5232029, 114.0622925 22.5236395, 114.0619219 22.525509, 114.0618648 22.5257974, 114.0618558 22.5258429, 114.0618427 22.5259111)",,
7642948007,7845674481,0,818397534,,True,residential,False,65.589,1,,绿谷路,"LINESTRING (114.0623791 22.5232029, 114.0624808 22.5228523, 114.0624923 22.5227515, 114.0624894 22.522626)",,
7656278437,7656321502,0,996181413,,True,primary,False,33.909,3,,福强路,"LINESTRING (114.0604114 22.5206845, 114.0606803 22.5208614)",,
7656278439,7656278437,0,819859492,,True,living_street,False,40.51,1,,,"LINESTRING (114.0605429 22.5203445, 114.0604939 22.5204113, 114.0604114 22.5206845)",,
7656321485,7893911643,0,819859505,,True,secondary_link,False,51.798,,,,"LINESTRING (114.0613131 22.5213543, 114.0612478 22.5213416, 114.0611844 22.5213374, 114.0611189 22.5213425, 114.0610518 22.5213558, 114.0610012 22.5213768, 114.0609556 22.5214092, 114.060921 22.5214504, 114.060889 22.5215081)",,
7656321485,503304545,0,996750278,,True,primary,False,38.690000000000005,3,,福强路,"LINESTRING (114.0613131 22.5213543, 114.0611643 22.5212481, 114.0611128 22.5212147, 114.0610971 22.5212045, 114.0610099 22.521148)",,
7656321494,503304465,0,996181409,,True,primary,False,241.597,3,,福强路,"LINESTRING (114.0613092 22.5212656, 114.0615002 22.5214034, 114.0617039 22.5215584, 114.0618657 22.5216999, 114.0620297 22.5218732, 114.0621802 22.5220582, 114.0623129 22.5222322, 114.0624564 22.5224241, 114.0625563 22.5225773, 114.0626647 22.5227544, 114.0627656 22.5229418)",,
7656321502,1441786493,0,996657799,,True,primary,False,36.883,3,,福强路,"LINESTRING (114.0606803 22.5208614, 114.0609728 22.5210538)",,
7656321502,7656321511,0,819859507,,True,primary_link,False,50.699,1,,,"LINESTRING (114.0606803 22.5208614, 114.0607651 22.5208854, 114.0608474 22.5208993, 114.0609191 22.5208975, 114.0609972 22.5208865, 114.0610853 22.5208617, 114.0611547 22.520828)",,
7656321511,7626252414,0,130965706,,True,tertiary,False,113.712,,,国花路,"LINESTRING (114.0611547 22.520828, 114.0616668 22.5203971, 114.0619781 22.5201445)",,
7673048365,7673048367,0,229396290,,False,residential,True,42.415,,,,"LINESTRING (114.0636351 22.5222559, 114.0635578 22.5226306)",,
7673048367,7673048365,0,229396290,,False,residential,False,42.415,,,,"LINESTRING (114.0635578 22.5226306, 114.0636351 22.5222559)",,
7673048367,503304465,0,229396290,,False,residential,True,88.422,,,,"LINESTRING (114.0635578 22.5226306, 114.0627656 22.5229418)",,
7673048367,8390279534,0,903365288,,False,residential,False,54.115,,,,"LINESTRING (114.0635578 22.5226306, 114.063752 22.523083)",,
7673048432,2380017781,0,229396273,,False,residential,True,113.649,,,,"LINESTRING (114.0651296 22.5261503, 114.0660238 22.5261669, 114.0660935 22.5261595, 114.0662283 22.5261184)",,
7684656127,8869146315,0,823083313,,False,living_street,False,84.278,,,,"LINESTRING (114.061887 22.5298175, 114.0616258 22.5298118, 114.0615774 22.5297821, 114.0615489 22.5297523, 114.0615278 22.5297145, 114.0615207 22.5296681, 114.0615303 22.5295854, 114.061556 22.5293634, 114.0615606 22.5293364)",,
7707208812,7640452829,0,41019611,,True,primary,False,153.362,3,,福强路,"LINESTRING (114.0630578 22.5293481, 114.0630843 22.5279691)",,
7707208812,8869146313,0,229035379,,False,residential,True,84.944,2,,吉龙三街,"LINESTRING (114.0630578 22.5293481, 114.0627326 22.5293494, 114.0626852 22.5293489, 114.0622308 22.5293438)",,40
7719250780,2784845948,0,283873819,,False,unclassified,True,156.866,,,百合二路,"LINESTRING (114.0684938 22.5250141, 114.0670481 22.5254689)",,
7719250780,2876869778,0,1036811498,,False,unclassified,False,14.617,,,百合二路,"LINESTRING (114.0684938 22.5250141, 114.0686285 22.5249717)",,
7719250780,5435820781,0,1036811499,,True,residential,False,80.289,2,,同庆路,"LINESTRING (114.0684938 22.5250141, 114.0682402 22.5243311)",,
7845674481,7656321485,0,41019611,,True,primary,False,187.046,3,,福强路,"LINESTRING (114.0624894 22.522626, 114.0623489 22.5224233, 114.0621833 22.5222023, 114.0620038 22.5219827, 114.0618226 22.5217862, 114.061611 22.5215906, 114.0613846 22.5214053, 114.0613131 22.5213543)",,
7893911643,8168061649,0,130965707,,True,secondary,False,135.68,2,,金田路,"LINESTRING (114.060889 22.5215081, 114.0606036 22.5225929, 114.0605771 22.5226938)",,
8148654288,2380017696,0,"[818397512, 229396278]",,False,residential,False,420.4440000000001,2,,福港路,"LINESTRING (114.064424 22.5297435, 114.0652049 22.5297558, 114.065872 22.5297664, 114.0673309 22.5297895, 114.0673704 22.5297785, 114.0674089 22.5297489, 114.0674264 22.529711, 114.0674363 22.529678, 114.0674427 22.5289933, 114.0674311 22.52892, 114.0673996 22.5288519, 114.0673337 22.5287688)",,
8148654288,500020991,0,229396278,,False,residential,True,130.553,2,,福港路,"LINESTRING (114.064424 22.5297435, 114.0633775 22.5297269, 114.0631531 22.5297228)",,
8168061620,9666019883,0,41205405,,True,secondary,False,46.61,2,,金田路,"LINESTRING (114.0607025 22.5218798, 114.0608075 22.521472)",,
8168061620,1783922767,0,166998833,,False,residential,False,30.252,,,,"LINESTRING (114.0607025 22.5218798, 114.0604168 22.5218137)",,
8168061648,8168061761,0,166998770,,False,residential,True,9.837,,,水围街,"LINESTRING (114.0603237 22.5236573, 114.06023 22.523639)",,
8168061648,8169270272,0,130965707,,True,secondary,False,107.22,2,,金田路,"LINESTRING (114.0603237 22.5236573, 114.0602799 22.5238238, 114.0602619 22.5238924, 114.0600773 22.5245943)",,
8168061649,8168061648,0,130965707,,True,secondary,False,110.253,2,,金田路,"LINESTRING (114.0605771 22.5226938, 114.0603538 22.5235429, 114.0603407 22.5235925, 114.0603237 22.5236573)",,
8168061649,2376751145,0,229037020,,False,residential,False,128.024,2,,龙秋一街,"LINESTRING (114.0605771 22.5226938, 114.0606292 22.5227058, 114.0606739 22.5227158, 114.0610417 22.5228012, 114.0611198 22.5228223, 114.0611821 22.5228461, 114.0612374 22.5228736, 114.0612975 22.5229101, 114.0613527 22.5229523, 114.0613901 22.5229913, 114.061422 22.5230315, 114.0614537 22.5230798, 114.0614776 22.5231311, 114.0614934 22.5231792, 114.0615063 22.5232397, 114.0615108 22.5232942)",,
8168061668,2376737480,0,229035385,,False,residential,False,43.171,2,,吉龙七街,"LINESTRING (114.0615149 22.5276203, 114.0619352 22.5276235)",,
8168061668,8168061706,0,229035385,,False,residential,True,114.526,2,,吉龙七街,"LINESTRING (114.0615149 22.5276203, 114.0603999 22.5276117)",,
8168061668,7640444024,0,229035382,,False,residential,True,85.131,2,,龙秋四街,"LINESTRING (114.0615149 22.5276203, 114.0615275 22.5275671, 114.0616709 22.5268684)",,
8168061706,8168061668,0,229035385,,False,residential,False,114.526,2,,吉龙七街,"LINESTRING (114.0603999 22.5276117, 114.0615149 22.5276203)",,
8168061706,8168061714,0,229035380,,False,residential,True,91.274,2,,龙秋一街,"LINESTRING (114.0603999 22.5276117, 114.0604286 22.5275041, 114.060592 22.5268824, 114.0606099 22.5268141)",,
8168061712,8168061714,0,229035388,,False,residential,False,36.447,2,,金秋路,"LINESTRING (114.0609647 22.5268197, 114.0606099 22.5268141)",,
8168061712,2376737497,0,229035388,,False,residential,True,73.34599999999999,2,,金秋路,"LINESTRING (114.0609647 22.5268197, 114.0613218 22.5268254, 114.0615903 22.5268297, 114.0616787 22.5268297)",,
8168061712,7640444022,0,818078078,,False,living_street,False,47.785,,,,"LINESTRING (114.0609647 22.5268197, 114.0609934 22.5267128, 114.0610745 22.5264021)",,
8168061714,8168061712,0,229035388,,False,residential,True,36.447,2,,金秋路,"LINESTRING (114.0606099 22.5268141, 114.0609647 22.5268197)",,
8168061714,8168061706,0,229035380,,False,residential,False,91.274,2,,龙秋一街,"LINESTRING (114.0606099 22.5268141, 114.060592 22.5268824, 114.0604286 22.5275041, 114.0603999 22.5276117)",,
8168061714,8869177730,0,229035380,,False,residential,True,96.13900000000001,2,,龙秋一街,"LINESTRING (114.0606099 22.5268141, 114.0606976 22.5264806, 114.0607926 22.526119, 114.0608108 22.5260496, 114.0608293 22.5259736)",,
8168061727,9666019868,0,41019611,,True,primary,False,276.541,3,,福强路,"LINESTRING (114.0631296 22.5256043, 114.0631393 22.5251009, 114.0631365 22.5248571, 114.0631195 22.5245846, 114.0630971 22.5243271, 114.0630539 22.5240554, 114.0629964 22.5238123, 114.0629163 22.5235432, 114.0628303 22.5232984, 114.0627706 22.5231605)",,
8168061756,8869177764,0,996657797,,True,secondary,False,75.812,2,,福民路,"LINESTRING (114.0601021 22.5259023, 114.0606389 22.525905, 114.0608402 22.525906)",,
8168061761,8168061648,0,166998770,,False,residential,False,9.837,,,水围街,"LINESTRING (114.06023 22.523639, 114.0603237 22.5236573)",,
8168061761,8168061620,0,41205405,,True,secondary,False,201.54600000000002,2,,金田路,"LINESTRING (114.06023 22.523639, 114.0602467 22.5235761, 114.0602569 22.5235378, 114.0604976 22.5226327, 114.0605128 22.5225755, 114.0605302 22.5225102, 114.0607025 22.5218798)",,
8169270272,2376751183,0,229037018,,False,residential,False,111.25099999999999,,,,"LINESTRING (114.0600773 22.5245943, 114.0601281 22.5246068, 114.0601883 22.5246201, 114.0610333 22.5248146, 114.0610807 22.5248256, 114.0611282 22.5248365)",,
8390279534,7673048367,0,903365288,,False,residential,True,54.115,,,,"LINESTRING (114.063752 22.523083, 114.0635578 22.5226306)",,
8869146313,7707208812,0,229035379,,False,residential,False,84.944,2,,吉龙三街,"LINESTRING (114.0622308 22.5293438, 114.0626852 22.5293489, 114.0627326 22.5293494, 114.0630578 22.5293481)",,40
8869146313,8869146315,0,229035379,,False,residential,True,68.84,2,,吉龙三街,"LINESTRING (114.0622308 22.5293438, 114.0616836 22.5293378, 114.0615606 22.5293364)",,40
8869146313,8869177721,0,229035383,,True,residential,False,49.198,1,,,"LINESTRING (114.0622308 22.5293438, 114.0622278 22.5294474, 114.0622256 22.5297436, 114.0622253 22.5297862)",,
8869146315,8869146313,0,229035379,,False,residential,False,68.84,2,,吉龙三街,"LINESTRING (114.0615606 22.5293364, 114.0616836 22.5293378, 114.0622308 22.5293438)",,40
8869146315,7684656127,0,823083313,,False,living_street,True,84.27799999999999,,,,"LINESTRING (114.0615606 22.5293364, 114.061556 22.5293634, 114.0615303 22.5295854, 114.0615207 22.5296681, 114.0615278 22.5297145, 114.0615489 22.5297523, 114.0615774 22.5297821, 114.0616258 22.5298118, 114.061887 22.5298175)",,
8869177721,7640452821,0,818078081,,False,living_street,False,24.459,,,,"LINESTRING (114.0622253 22.5297862, 114.0621726 22.5297849, 114.0619872 22.5297872)",,
8869177728,8869177729,0,996750280,,True,secondary,False,43.16,2,,福民路,"LINESTRING (114.0622479 22.5259815, 114.0618277 22.5259791)",,
8869177728,7640444025,0,815147470,,False,residential,True,105.78,2,,龙秋三街,"LINESTRING (114.0622479 22.5259815, 114.0622341 22.5260563, 114.0621142 22.5267149, 114.0620769 22.5269196)",,
8869177729,8869177730,0,996750280,,True,secondary,False,102.549,2,,福民路,"LINESTRING (114.0618277 22.5259791, 114.0608293 22.5259736)",,
8869177729,2376737497,0,229035382,,False,residential,False,95.81299999999999,2,,龙秋四街,"LINESTRING (114.0618277 22.5259791, 114.0618154 22.5260479, 114.0617427 22.5264638, 114.0616787 22.5268297)",,
8869177730,8168061714,0,229035380,,False,residential,False,96.13900000000001,2,,龙秋一街,"LINESTRING (114.0608293 22.5259736, 114.0608108 22.5260496, 114.0607926 22.526119, 114.0606976 22.5264806, 114.0606099 22.5268141)",,
8869177730,8168061691,0,996750280,,True,secondary,False,74.591,2,,福民路,"LINESTRING (114.0608293 22.5259736, 114.0606349 22.5259725, 114.0601031 22.5259696)",,
8869177733,8869177775,0,41019611,,True,primary,False,7.44,3,,福强路,"LINESTRING (114.0631223 22.5259886, 114.0631236 22.5259217)",,
8869177733,8869177742,0,996750280,,True,secondary,False,34.536,2,,福民路,"LINESTRING (114.0631223 22.5259886, 114.0628836 22.525985, 114.0627861 22.5259844)",,
8869177742,8869177728,0,996750280,,True,secondary,False,55.28,2,,福民路,"LINESTRING (114.0627861 22.5259844, 114.0622479 22.5259815)",,
8869177754,8869177733,0,41019611,,True,primary,False,33.574,3,,福强路,"LINESTRING (114.0631165 22.5262905, 114.0631207 22.5260682, 114.0631217 22.5260176, 114.0631223 22.5259886)",,
8869177754,8869177742,0,877903520,,True,secondary_link,False,51.248999999999995,,,,"LINESTRING (114.0631165 22.5262905, 114.0630877 22.5262013, 114.0630546 22.526138, 114.062999 22.5260803, 114.0629376 22.5260415, 114.0628762 22.5260124, 114.0627861 22.5259844)",,
8869177763,8869177769,0,996657797,,True,secondary,False,94.753,2,,福民路,"LINESTRING (114.0618427 22.5259111, 114.0627652 22.5259158)",,
8869177763,7642948007,0,818397533,,False,residential,False,306.13800000000003,2,,绿谷路,"LINESTRING (114.0618427 22.5259111, 114.0618558 22.5258429, 114.0618648 22.5257974, 114.0619219 22.525509, 114.0622925 22.5236395, 114.0623791 22.5232029)",,
8869177764,8869177763,0,996657797,,True,secondary,False,102.97,2,,福民路,"LINESTRING (114.0608402 22.525906, 114.0618427 22.5259111)",,
8869177764,2376751183,0,229037020,,False,residential,True,122.548,2,,龙秋一街,"LINESTRING (114.0608402 22.525906, 114.0608593 22.5258391, 114.0608737 22.5257854, 114.0611282 22.5248365)",,
8869177769,8168061727,0,877903521,,True,secondary_link,False,53.813,,,,"LINESTRING (114.0627652 22.5259158, 114.0628157 22.5259073, 114.0628693 22.5258917, 114.0629208 22.5258644, 114.0629818 22.5258197, 114.0630403 22.525763, 114.0630952 22.5256823, 114.0631296 22.5256043)",,
8869177769,8869177775,0,996657797,,True,secondary,False,36.819,2,,福民路,"LINESTRING (114.0627652 22.5259158, 114.0628736 22.5259163, 114.0631236 22.5259217)",,
8869177775,2530287134,0,996657797,,True,secondary,False,10.361,2,,福民路,"LINESTRING (114.0631236 22.5259217, 114.0632183 22.5259538)",,
8869177775,8168061727,0,41019611,,True,primary,False,35.29900000000001,3,,福强路,"LINESTRING (114.0631236 22.5259217, 114.0631264 22.525775, 114.0631296 22.5256043)",,
8882291297,5435015996,0,135960973,,False,primary_link,True,22.722,,,,"LINESTRING (114.0665391 22.5237668, 114.0665545 22.5238138, 114.0665577 22.5238575, 114.0665482 22.5239686)",,
8882319735,598508344,0,1036811501,,True,primary,False,14.304,,,福田南路,"LINESTRING (114.0710906 22.5258307, 114.0711341 22.5259529)",,
