u,v,key,osmid,oneway,highway,reversed,length,name,geometry,bridge,ref,lanes,tunnel,access,maxspeed
7977056037,7977050982,0,"[1051842291, 996625972]",True,secondary,False,94.822,景田路,"LINESTRING (114.0327599 22.5617607, 114.0327923 22.5617566, 114.0328228 22.5617484, 114.0328551 22.5617357, 114.032886 22.5617208, 114.0329137 22.5617044, 114.0329391 22.5616873, 114.0329591 22.5616699, 114.0329799 22.5616482, 114.0330027 22.5616212, 114.033026 22.5615906, 114.0331615 22.5614032, 114.0333527 22.5611389)",,,,,,40
7977056042,7977056046,0,1067522787,True,secondary,False,11.046,景田路,"LINESTRING (114.0335197 22.5609094, 114.0335403 22.5608814, 114.0335818 22.5608283)",,,,,,40
7977056046,7977050984,0,1051842292,True,tertiary,False,15.084,景田北街,"LINESTRING (114.0335818 22.5608283, 114.0337037 22.560904)",,,,,,40
7979925037,2528818941,0,"[245746035, 245746036, 245746030]",False,residential,"[False, True]",100.008,,"LINESTRING (114.037696 22.5626576, 114.0376701 22.5627978, 114.0375227 22.5634945, 114.0375128 22.5635409)",,,,yes,,
7983578062,7983583607,0,856212671,True,residential,False,4.843,景田北八街,"LINESTRING (114.0272779 22.5600619, 114.0273244 22.5600546)",,,,,,20
7983578077,7977056042,0,1051842291,True,secondary,False,24.197,景田路,"LINESTRING (114.0333881 22.5610899, 114.0334387 22.5610199, 114.0335197 22.5609094)",,,,,,40
7983583588,7983583608,0,295994001,True,residential,False,6.753,景田北七街,"LINESTRING (114.027397 22.5600596, 114.0273632 22.5601117)",,,,,,
7983583588,7983583646,0,856212671,True,residential,False,261.415,景田北八街,"LINESTRING (114.027397 22.5600596, 114.0274221 22.5600623, 114.0297616 22.5604822, 114.0298976 22.5604991)",,,,,,20
7983583603,7983583607,0,245962638,True,residential,False,4.117,景田北七街,"LINESTRING (114.0273054 22.5600872, 114.0273244 22.5600546)",,,,,,30
7983583603,7983578062,0,856212673,True,residential,False,3.986,景田北八街,"LINESTRING (114.0273054 22.5600872, 114.0272779 22.5600619)",,,,,,20
7983583606,2530612293,0,545681203,True,primary,False,6.297,北环大道辅路,"LINESTRING (114.0271091 22.5608438, 114.0271691 22.5608555)",,,,,,
7983583606,7983583603,0,245962638,True,residential,False,86.699,景田北七街,"LINESTRING (114.0271091 22.5608438, 114.027135 22.5607325, 114.0272638 22.5601783, 114.0272777 22.5601406, 114.0272863 22.560124, 114.0273054 22.5600872)",,,,,,30
7983583607,7983583588,0,856212671,True,residential,False,7.476,景田北八街,"LINESTRING (114.0273244 22.5600546, 114.027397 22.5600596)",,,,,,20
7983583608,7983583603,0,856212673,True,residential,False,6.531,景田北八街,"LINESTRING (114.0273632 22.5601117, 114.0273054 22.5600872)",,,,,,20
7983583608,2530612293,0,295994001,True,residential,False,85.33099999999999,景田北七街,"LINESTRING (114.0273632 22.5601117, 114.0273383 22.5601551, 114.0273215 22.5601929, 114.0273077 22.5602419, 114.0271948 22.5607419, 114.0271691 22.5608555)",,,,,,
7983583646,7983583652,0,856212671,True,residential,False,8.029,景田北八街,"LINESTRING (114.0298976 22.5604991, 114.0299751 22.5605087)",,,,,,20
7983583652,7983583653,0,856212674,True,residential,False,6.16,景田北六街,"LINESTRING (114.0299751 22.5605087, 114.0299846 22.5605634)",,,,,,20
7983583652,7983583784,0,856212671,True,residential,False,123.22600000000001,景田北八街,"LINESTRING (114.0299751 22.5605087, 114.0301021 22.5605245, 114.0311069 22.5606493, 114.0311632 22.5606623)",,,,,,20
7983583653,7983583672,0,856212673,True,residential,False,7.832,景田北八街,"LINESTRING (114.0299846 22.5605634, 114.029909 22.5605541)",,,,,,20
7983583653,7983583669,0,856212674,True,residential,False,89.27000000000001,景田北六街,"LINESTRING (114.0299846 22.5605634, 114.0299846 22.5605891, 114.029983 22.5606238, 114.029979 22.5606611, 114.0298916 22.5611709, 114.029883 22.5612208, 114.0298816 22.5612424, 114.0298843 22.5612616, 114.029893 22.5612796, 114.0299064 22.5612963, 114.0299198 22.5613106, 114.0299359 22.5613211, 114.0299551 22.5613295)",,,,,,20
7983583661,7983583669,0,545681203,True,primary,False,25.016,北环大道辅路,"LINESTRING (114.0297153 22.5612898, 114.0299551 22.5613295)",,,,,,
7983583661,7983583672,0,245962644,True,residential,False,88.278,景田北六街,"LINESTRING (114.0297153 22.5612898, 114.0297428 22.5612839, 114.0297629 22.5612765, 114.0297804 22.5612647, 114.0297965 22.5612486, 114.0298085 22.5612313, 114.0298153 22.5612121, 114.0298244 22.5611611, 114.0299096 22.5606519, 114.0299133 22.5606149, 114.0299135 22.560583, 114.029909 22.5605541)",,,,,,20
7983583669,1116534840,0,545681203,True,primary,False,51.713,北环大道辅路,"LINESTRING (114.0299551 22.5613295, 114.0304508 22.5614116)",,,,,,
7983583672,7983583646,0,245962644,True,residential,False,6.227,景田北六街,"LINESTRING (114.029909 22.5605541, 114.0298976 22.5604991)",,,,,,20
7983583672,7983583608,0,856212673,True,residential,False,266.032,景田北八街,"LINESTRING (114.029909 22.5605541, 114.0297549 22.5605354, 114.0274125 22.5601202, 114.0273632 22.5601117)",,,,,,20
7983583686,7977056037,0,545681203,True,primary,False,179.948,北环大道辅路,"LINESTRING (114.0310349 22.5614755, 114.0327599 22.5617607)",,,,,,
7983583686,7983583688,0,556178849,True,residential,False,90.202,园景道,"LINESTRING (114.0310349 22.5614755, 114.0310802 22.5614665, 114.0311033 22.5614558, 114.0311226 22.5614409, 114.0311418 22.5614174, 114.0311534 22.5613904, 114.0311596 22.5613616, 114.0312632 22.5608298, 114.0312808 22.5607381)",,,,,,
7983583688,7983583689,0,556178849,True,residential,False,5.262,园景道,"LINESTRING (114.0312808 22.5607381, 114.0312903 22.5606916)",,,,,,
7983583688,7983583787,0,856212673,True,residential,False,7.862,景田北八街,"LINESTRING (114.0312808 22.5607381, 114.0312063 22.5607218)",,,,,,20
7983583689,7983578077,0,856212671,True,residential,False,221.786,景田北八街,"LINESTRING (114.0312903 22.5606916, 114.0314326 22.5607244, 114.0323145 22.5608561, 114.0323974 22.560928, 114.0332424 22.561064, 114.0333881 22.5610899)",,,,,,20
7983583769,7983583780,0,856212676,True,residential,False,7.463000000000001,景田北九街,"LINESTRING (114.0313242 22.5603464, 114.0313076 22.5603665, 114.0312978 22.5603841, 114.0312899 22.5604049)",,,,,,20
7983583769,7983583781,0,856212677,True,residential,False,6.888,景田北五街,"LINESTRING (114.0313242 22.5603464, 114.0313047 22.5603642, 114.0312895 22.5603745, 114.0312716 22.5603843)",,,,,,20
7983583772,7983583781,0,296483774,True,residential,False,6.461,景田北五街,"LINESTRING (114.0312318 22.5603393, 114.0312716 22.5603843)",,,,,,20
7983583777,7983583772,0,856212683,True,residential,False,4.611000000000001,景田北九街,"LINESTRING (114.0312183 22.5603788, 114.0312245 22.5603574, 114.0312318 22.5603393)",,,,,,20
7983583780,7983583786,0,"[295994004, 856212676]",True,residential,False,30.934,景田北九街,"LINESTRING (114.0312899 22.5604049, 114.0312828 22.5604275, 114.0312713 22.5604686, 114.0312335 22.5606331, 114.0312218 22.5606758)",,,,,,20
7983583781,7983583780,0,296483774,True,residential,False,2.963,景田北五街,"LINESTRING (114.0312716 22.5603843, 114.0312899 22.5604049)",,,,,,20
7983583781,7983583777,0,856212677,True,residential,False,5.571000000000001,景田北五街,"LINESTRING (114.0312716 22.5603843, 114.0312551 22.5603858, 114.031237 22.5603836, 114.0312183 22.5603788)",,,,,,20
7983583784,7983583786,0,856212671,True,residential,False,6.202,景田北八街,"LINESTRING (114.0311632 22.5606623, 114.0312218 22.5606758)",,,,,,20
7983583784,7983583777,0,"[856212675, 856212683]",True,residential,False,32.044,景田北九街,"LINESTRING (114.0311632 22.5606623, 114.0311686 22.5606212, 114.0312004 22.5604588, 114.031213 22.5603966, 114.0312183 22.5603788)",,,,,,20
7983583785,7983583784,0,856212675,True,residential,False,5.582,,"LINESTRING (114.0311636 22.5607125, 114.0311632 22.5606623)",,,,,,20
7983583785,7983583653,0,856212673,True,residential,False,122.229,景田北八街,"LINESTRING (114.0311636 22.5607125, 114.0311005 22.5606987, 114.0300945 22.5605768, 114.0299846 22.5605634)",,,,,,20
7983583786,7983583787,0,295994004,True,residential,False,5.357,,"LINESTRING (114.0312218 22.5606758, 114.0312063 22.5607218)",,,,,,20
7983583786,7983583689,0,856212671,True,residential,False,7.25,景田北八街,"LINESTRING (114.0312218 22.5606758, 114.0312903 22.5606916)",,,,,,20
7983583787,7983583785,0,856212673,True,residential,False,4.505,景田北八街,"LINESTRING (114.0312063 22.5607218, 114.0311636 22.5607125)",,,,,,20
7985225692,7985225965,0,856409071,True,residential,False,187.858,景田北三街,"LINESTRING (114.037407 22.5613281, 114.0373847 22.5613238, 114.0373602 22.5613164, 114.0373313 22.5613027, 114.0367111 22.5609451, 114.0366552 22.5609111, 114.0365944 22.5608705, 114.0359929 22.5604531, 114.0358991 22.5603798)",,,,,,
7985225777,7985225692,0,245925463,True,residential,False,5.167,景田东路,"LINESTRING (114.0374333 22.5612885, 114.0374202 22.5613092, 114.037407 22.5613281)",,,,,,
7985225962,7985225963,0,856409082,False,residential,False,8.304,富景路,"LINESTRING (114.0347343 22.5608385, 114.0346907 22.5609014)",,,,,,
7985225962,7985225964,0,856409081,True,residential,False,128.827,富景路,"LINESTRING (114.0347343 22.5608385, 114.0348837 22.5608075, 114.0350321 22.5607699, 114.0351104 22.5607483, 114.0351968 22.5607183, 114.0352862 22.5606836, 114.0353553 22.5606507, 114.0354437 22.5606047, 114.0355728 22.5605344, 114.0356739 22.5604758, 114.0357323 22.5604333, 114.0357828 22.5603941, 114.0358482 22.56034)",,,,,,
7985225963,7985225962,0,856409082,False,residential,True,8.304,富景路,"LINESTRING (114.0346907 22.5609014, 114.0347343 22.5608385)",,,,,,
7985225963,2530244828,0,856409083,False,residential,False,136.093,富景路,"LINESTRING (114.0346907 22.5609014, 114.0344833 22.5612003, 114.0340656 22.5619789)",,,,,,
7985225964,7985225966,0,856409081,True,residential,False,5.477,富景路,"LINESTRING (114.0358482 22.56034, 114.0358879 22.5603071)",,,,,,
7985225964,7985195280,0,856409071,True,residential,False,54.687,景田北三街,"LINESTRING (114.0358482 22.56034, 114.0358007 22.560303, 114.0354888 22.5600592, 114.035443 22.5600209)",,,,,,
7985225965,7985225964,0,856409071,True,residential,False,6.849,景田北三街,"LINESTRING (114.0358991 22.5603798, 114.0358482 22.56034)",,,,,,
7985225965,7985225963,0,958581836,True,residential,False,138.87300000000002,富景路,"LINESTRING (114.0358991 22.5603798, 114.0358242 22.5604373, 114.035785 22.5604678, 114.0357371 22.5605012, 114.0356811 22.5605368, 114.0356157 22.5605767, 114.0355281 22.5606252, 114.0354417 22.5606726, 114.0353542 22.5607147, 114.0352759 22.5607492, 114.0351919 22.5607805, 114.0350985 22.5608106, 114.0350074 22.5608354, 114.0349082 22.5608592, 114.0348198 22.5608786, 114.0347467 22.5608925, 114.0346907 22.5609014)",,,,,,
7985225966,7985225965,0,"[958581835, 958581836]",True,residential,False,9.596,"['景田北三街', '富景路']","LINESTRING (114.0358879 22.5603071, 114.0359121 22.5603355, 114.0359167 22.5603584, 114.0358991 22.5603798)",,,,,,
8090113285,8090185895,0,996247160,True,secondary,False,142.694,梅林路,"LINESTRING (114.0369755 22.568597, 114.0368335 22.5685393, 114.0358833 22.5681531, 114.0357032 22.5680808)",,,2,,,
8090113286,8090185880,0,996247162,False,residential,True,7.109,梅亭路,"LINESTRING (114.0385091 22.5691506, 114.0384846 22.5692104)",,,,,,
8090185880,8090113286,0,996247162,False,residential,False,7.109,梅亭路,"LINESTRING (114.0384846 22.5692104, 114.0385091 22.5691506)",,,,,,
8090185880,8090113285,0,996247160,True,secondary,False,169.30100000000002,梅林路,"LINESTRING (114.0384846 22.5692104, 114.038392 22.5691728, 114.038358 22.5691589, 114.0369755 22.568597)",,,2,,,
8090185889,2535936964,0,867935341,False,residential,False,113.706,,"LINESTRING (114.0369037 22.5684997, 114.0370827 22.5681883, 114.0373339 22.5675597)",,,,,,
8090185889,8090113286,0,916581529,True,secondary,False,180.031,梅林路,"LINESTRING (114.0369037 22.5684997, 114.0383908 22.5691026, 114.0384313 22.569119, 114.0385091 22.5691506)",,,2,,,
8090185895,8090186046,0,867935352,True,tertiary_link,False,52.98599999999999,,"LINESTRING (114.0357032 22.5680808, 114.0356789 22.568076, 114.0356376 22.5680699, 114.0355913 22.5680645, 114.0355306 22.5680594, 114.0354705 22.5680561, 114.0354303 22.5680552, 114.0353979 22.5680552, 114.0353707 22.5680565, 114.0353482 22.5680584, 114.0353231 22.5680624, 114.035298 22.5680676, 114.0352735 22.568074, 114.0352469 22.5680823, 114.0352242 22.5680902, 114.0352068 22.5680974, 114.0351972 22.5681024)",,,1,,,
8090185895,8090185971,0,996247160,True,secondary,False,41.012,梅林路,"LINESTRING (114.0357032 22.5680808, 114.0354552 22.5679865, 114.0354135 22.5679715, 114.0353329 22.5679426)",,,2,,,
8090185937,8090185971,0,916581524,True,secondary,False,7.941,梅丽路,"LINESTRING (114.0353809 22.5678866, 114.0353329 22.5679426)",,,,,,
8090185937,8090186022,0,783463645,True,secondary,False,23.884,梅林路,"LINESTRING (114.0353809 22.5678866, 114.0354525 22.567913, 114.0354937 22.5679281, 114.0355955 22.5679694)",,,2,,,
8090185952,8096983856,0,"[916581528, 867935346]",True,secondary,False,50.135999999999996,"['梅华路', '梅丽路']","LINESTRING (114.0364204 22.5658509, 114.0364479 22.5658142, 114.0364758 22.5657818, 114.0365032 22.5657552, 114.0365276 22.5657348, 114.036551 22.5657179, 114.0365738 22.5657064, 114.0366225 22.5656898, 114.0367145 22.5656751, 114.0368358 22.5656692)",,,,,,
8090185952,8889975138,0,961016500,True,tertiary,False,37.080000000000005,,"LINESTRING (114.0364204 22.5658509, 114.0364392 22.5657921, 114.0364463 22.5657259, 114.036448 22.565672, 114.0364454 22.5656295, 114.0364367 22.5655942, 114.0364232 22.5655554, 114.0364068 22.565527)",,,1,,,
8090185958,8090186030,0,867935347,True,secondary,False,76.795,梅丽路,"LINESTRING (114.0358795 22.5670472, 114.0355284 22.567657)",,,,,,
8090185958,2535936964,0,246568779,False,residential,False,160.17399999999998,,"LINESTRING (114.0358795 22.5670472, 114.0360786 22.5671423, 114.0365131 22.567317, 114.0373339 22.5675597)",,,,,,
8090185964,8090185937,0,916581527,True,secondary,False,12.31,梅林路,"LINESTRING (114.0352695 22.5678457, 114.0353809 22.5678866)",,,2,,,
8090185964,8090186084,0,996647534,True,secondary,False,33.260999999999996,梅丽路,"LINESTRING (114.0352695 22.5678457, 114.0352915 22.5678117, 114.035323 22.5677591, 114.0353473 22.567717, 114.0354241 22.5675829)",,,,,,
8090185971,8090185972,0,916581525,True,secondary,False,11.637,梅林路,"LINESTRING (114.0353329 22.5679426, 114.0352273 22.5679046)",,,2,,,
8090185971,8090186046,0,867935342,True,tertiary,False,22.582,梅丽路,"LINESTRING (114.0353329 22.5679426, 114.0352852 22.5679978, 114.035252 22.5680363, 114.0351972 22.5681024)",,,,,,
8090185972,8090185964,0,867935348,True,secondary,False,7.853,梅丽路,"LINESTRING (114.0352273 22.5679046, 114.0352695 22.5678457)",,,,,,
8090185972,8090186065,0,916581530,True,secondary,False,24.092,梅林路,"LINESTRING (114.0352273 22.5679046, 114.035156 22.5678789, 114.0351182 22.5678653, 114.0350078 22.5678281)",,,2,,,
8090185981,2529006390,0,245770386,False,residential,True,8.534,,"LINESTRING (114.0337864 22.5698052, 114.0337158 22.5697647)",,,,,,
8090186022,8090185889,0,916581529,True,secondary,False,146.699,梅林路,"LINESTRING (114.0355955 22.5679694, 114.0368646 22.5684839, 114.0369037 22.5684997)",,,2,,,
8090186030,8090186022,0,867935351,True,secondary_link,False,36.693,,"LINESTRING (114.0355284 22.567657, 114.0355209 22.5677026, 114.0355181 22.5677406, 114.0355202 22.5677851, 114.0355257 22.5678276, 114.0355349 22.5678667, 114.0355472 22.5679027, 114.0355652 22.567935, 114.0355955 22.5679694)",,,,,,
8090186030,8090185937,0,1052240244,True,secondary,False,29.728,梅丽路,"LINESTRING (114.0355284 22.567657, 114.0354674 22.5677629, 114.0354376 22.5678101, 114.0354091 22.5678514, 114.0353809 22.5678866)",,,,,,
8090186046,8090185981,0,867935342,True,tertiary,False,238.40200000000002,梅丽路,"LINESTRING (114.0351972 22.5681024, 114.0346887 22.5687161, 114.0345946 22.5688296, 114.0338661 22.5697089, 114.0338281 22.5697548, 114.0337864 22.5698052)",,,,,,
8090186065,2529006312,0,916581526,True,secondary,False,154.91400000000004,梅林路,"LINESTRING (114.0350078 22.5678281, 114.0347361 22.5677366, 114.0346455 22.5677059, 114.0345477 22.5676708, 114.0344588 22.5676369, 114.0343807 22.5676049, 114.034307 22.5675722, 114.0342395 22.5675398, 114.0341652 22.5675008, 114.0340801 22.5674522, 114.0339962 22.5674026, 114.0339184 22.5673528, 114.0338511 22.567308, 114.0337908 22.5672649, 114.0337358 22.5672214, 114.0336868 22.567179)",,,2,,,
8090186075,8090186065,0,867935353,True,tertiary_link,False,33.14,,"LINESTRING (114.0350728 22.5680997, 114.0350763 22.5680922, 114.0350797 22.5680821, 114.0350839 22.5680672, 114.0350869 22.568051, 114.0350891 22.568035, 114.0350904 22.5680182, 114.0350908 22.5680057, 114.0350907 22.5679912, 114.0350899 22.5679776, 114.0350886 22.5679639, 114.0350863 22.5679488, 114.035083 22.567934, 114.0350784 22.5679186, 114.035072 22.5679022, 114.0350635 22.5678855, 114.0350541 22.5678708, 114.0350435 22.5678578, 114.0350338 22.5678478, 114.0350236 22.5678391, 114.0350141 22.5678318, 114.0350078 22.5678281)",,,1,,,
8090186075,8090185972,0,916581531,True,tertiary,False,26.878,梅丽路,"LINESTRING (114.0350728 22.5680997, 114.0351432 22.5680134, 114.0351742 22.5679738, 114.0352273 22.5679046)",,,,,,
8090186084,8090185952,0,916581528,True,secondary,False,218.082,梅丽路,"LINESTRING (114.0354241 22.5675829, 114.0363515 22.5659626, 114.0363869 22.5659036, 114.0364204 22.5658509)",,,,,,
8090186095,8090186084,0,867935354,True,secondary_link,False,54.726,,"LINESTRING (114.0349335 22.5677278, 114.0350123 22.5677319, 114.0351052 22.5677251, 114.0351924 22.5677091, 114.0352801 22.5676781, 114.0353488 22.567643, 114.0354241 22.5675829)",,,1,,,
8090186095,8090185964,0,996647535,True,secondary,False,36.911,梅林路,"LINESTRING (114.0349335 22.5677278, 114.0351511 22.5678022, 114.0351896 22.5678163, 114.0352695 22.5678457)",,,2,,,
8093679968,8093680014,0,868320849,True,tertiary,False,11.528,下梅林二街,"LINESTRING (114.0305313 22.5674778, 114.0304271 22.5674392)",,,2,,,
8093679968,2529006404,0,246568332,False,residential,True,226.073,,"LINESTRING (114.0305313 22.5674778, 114.0306825 22.5678299, 114.0324318 22.568187)",,,,,,
8093679968,8093679979,0,868320845,True,tertiary,False,243.337,梅山街,"LINESTRING (114.0305313 22.5674778, 114.0303413 22.5675406, 114.0283825 22.5681884, 114.0283002 22.5682156)",,,2,,,
8093679979,2529006297,0,868320847,False,residential,True,7.8,,"LINESTRING (114.0283002 22.5682156, 114.0282691 22.5681516)",,,,,,
8093679979,2529006292,0,245770386,False,residential,False,137.578,,"LINESTRING (114.0283002 22.5682156, 114.0283246 22.5682633, 114.0283506 22.5683107, 114.0283866 22.5683695, 114.0284694 22.568486, 114.0286145 22.5686641, 114.0286667 22.56871, 114.028721 22.5687427, 114.0289391 22.5687889, 114.0291107 22.5688979, 114.0292922 22.5689524)",,,,,,
8093679979,1719396409,0,868320845,True,tertiary,False,128.958,梅山街,"LINESTRING (114.0283002 22.5682156, 114.0281639 22.5682607, 114.0273104 22.5685429, 114.0272207 22.5685608, 114.027159 22.5685546, 114.0271189 22.5685259)",,,2,,,
8093679996,2529006405,0,245770380,False,residential,False,131.70600000000002,,"LINESTRING (114.0296235 22.5662319, 114.0295299 22.5662779, 114.0291655 22.5663823, 114.0287835 22.5665588, 114.0287031 22.5666688, 114.0285283 22.5667985)",,,,,,
8093679996,8093680008,0,868320849,True,tertiary,False,106.079,下梅林二街,"LINESTRING (114.0296235 22.5662319, 114.029596 22.5661836, 114.0295705 22.5661279, 114.029545 22.5660687, 114.0295228 22.5660105, 114.0295091 22.5659684, 114.0294953 22.5659264, 114.0294755 22.5658547, 114.0294583 22.565785, 114.0294483 22.5657291, 114.0294428 22.565686, 114.0294377 22.5656201, 114.0294367 22.5655681, 114.0294377 22.5655248, 114.0294398 22.5654782, 114.0294438 22.5654308, 114.0294519 22.5653652, 114.0294633 22.5653076)",,,2,,,
8093680008,8093727837,0,245770381,False,residential,True,6.659,梅亭路,"LINESTRING (114.0294633 22.5653076, 114.0295274 22.5652985)",,,,,,
8093680008,8093727827,0,868320849,True,tertiary,False,21.44,下梅林二街,"LINESTRING (114.0294633 22.5653076, 114.0295067 22.565119)",,,2,,,
8093680008,2529006379,0,245770381,False,residential,False,212.871,梅亭路,"LINESTRING (114.0294633 22.5653076, 114.0294082 22.5653139, 114.0293306 22.565324, 114.0289501 22.5653835, 114.0286497 22.5654677, 114.0283278 22.5656064, 114.028022 22.5657749, 114.027786 22.5659383, 114.0276236 22.5660927)",,,,,,
8093680014,8093727858,0,868320846,True,tertiary,False,6.997,梅山街,"LINESTRING (114.0304271 22.5674392, 114.0304913 22.5674181)",,,2,,,
8093680014,8093679996,0,868320849,True,tertiary,False,157.579,下梅林二街,"LINESTRING (114.0304271 22.5674392, 114.0303814 22.5673694, 114.0303587 22.5673348, 114.0297044 22.5663565, 114.0296843 22.5663265, 114.0296544 22.5662808, 114.0296235 22.5662319)",,,2,,,
8093727824,8095444950,0,916581535,True,tertiary,False,5.772,下梅林二街,"LINESTRING (114.0299035 22.5635949, 114.0299174 22.5636452)",,,2,,,
8093727824,8096983814,0,996597649,True,tertiary,False,325.849,下梅林一街,"LINESTRING (114.0299035 22.5635949, 114.0300958 22.5636746, 114.0301326 22.5636912, 114.0313707 22.564287, 114.0314 22.5642999, 114.0314373 22.5643145, 114.0314755 22.5643281, 114.0315146 22.5643407, 114.0315522 22.5643516, 114.0315903 22.5643608, 114.0316233 22.564368, 114.0316603 22.5643743, 114.0326987 22.5644848, 114.0327466 22.5644895, 114.0328721 22.5645034)",,,,,,
8093727827,2535930003,0,246568358,False,unclassified,False,367.899,,"LINESTRING (114.0295067 22.565119, 114.0294443 22.565107, 114.0294077 22.5650999, 114.0286713 22.5649504, 114.0279954 22.5648141, 114.0278263 22.5648339, 114.0277325 22.5648339, 114.0276762 22.5648513, 114.027581 22.5649615, 114.0274454 22.5651369, 114.0272729 22.5653578, 114.0271665 22.5654036, 114.0268313 22.5655324, 114.0266891 22.565634, 114.0265899 22.5657578, 114.0265684 22.5658519, 114.0265679 22.5659444)",,,,,permit,
8093727827,8095444949,0,"[996597648, 868320849, 996597647]",True,tertiary,False,170.51000000000002,下梅林二街,"LINESTRING (114.0295067 22.565119, 114.029631 22.5645795, 114.0296549 22.5644755, 114.0297405 22.5641042, 114.0297499 22.5640634, 114.029811 22.5637981, 114.0298241 22.5637442, 114.0298555 22.5636198)",,,2,,,
8093727837,8093680008,0,245770381,False,residential,False,6.659,梅亭路,"LINESTRING (114.0295274 22.5652985, 114.0294633 22.5653076)",,,,,,
8093727837,8093727858,0,868320848,True,tertiary,False,262.658,下梅林二街,"LINESTRING (114.0295274 22.5652985, 114.0295115 22.5653827, 114.0295042 22.5654506, 114.0294996 22.5655206, 114.0294975 22.5655886, 114.0294995 22.5656548, 114.029502 22.5656826, 114.0295062 22.5657137, 114.0295156 22.5657712, 114.029529 22.5658264, 114.0295458 22.5658808, 114.0295652 22.565941, 114.0295712 22.5659587, 114.0295848 22.5659983, 114.0296071 22.5660559, 114.0296325 22.5661128, 114.0296618 22.5661711, 114.0296942 22.5662273, 114.0297265 22.56628, 114.0297629 22.5663365, 114.030417 22.5673072, 114.0304435 22.5673468, 114.0304913 22.5674181)",,,2,,,
8093727858,8093679968,0,916581533,True,tertiary,False,7.806,下梅林二街,"LINESTRING (114.0304913 22.5674181, 114.0305313 22.5674778)",,,2,,,
8093727858,8096983800,0,916581532,True,tertiary,False,270.81499999999994,梅山街,"LINESTRING (114.0304913 22.5674181, 114.0306234 22.5673744, 114.0320973 22.5668879, 114.0322112 22.5668503, 114.0329748 22.5665982)",,,2,,,
8093727861,8096983762,0,996597681,True,tertiary,False,7.913,梅山街,"LINESTRING (114.0332554 22.5665427, 114.0332029 22.5665948)",,,2,,,
8093727861,8090186095,0,962310882,True,secondary,False,224.23699999999997,梅林路,"LINESTRING (114.0332554 22.5665427, 114.0333057 22.5666448, 114.0333332 22.5666897, 114.0333689 22.5667427, 114.0334111 22.5667984, 114.033465 22.5668664, 114.0335214 22.5669326, 114.0335832 22.5669996, 114.033645 22.5670616, 114.0337122 22.5671261, 114.0337875 22.5671923, 114.0338721 22.5672598, 114.0339482 22.5673118, 114.0340299 22.5673613, 114.0341449 22.5674262, 114.0342298 22.5674728, 114.0343034 22.5675102, 114.034376 22.5675428, 114.0344643 22.5675786, 114.0345546 22.5676118, 114.0346263 22.567635, 114.0346985 22.5676574, 114.0347693 22.5676766, 114.0348526 22.5677012, 114.0349335 22.5677278)",,,2,,,
8095413202,7983583641,0,364718021,True,secondary,False,23.631,香梅路,"LINESTRING (114.0246809 22.5625893, 114.0246515 22.5625756, 114.0246261 22.5625593, 114.0246041 22.5625362, 114.0245881 22.5625086, 114.0245784 22.5624789, 114.0245748 22.5624522, 114.0245783 22.5624188)",,,,,,
8095413202,5273689777,0,"[1012130744, 545681185]",True,"['tertiary_link', 'tertiary']",False,273.7010000000001,下梅林一街,"LINESTRING (114.0246809 22.5625893, 114.0245313 22.5625634, 114.023726 22.5624386, 114.0236918 22.5624324, 114.0236556 22.5624228, 114.0236271 22.5624132, 114.0235966 22.5623992, 114.0235689 22.5623824, 114.0235477 22.5623676, 114.023527 22.5623493, 114.0235105 22.5623282, 114.0234978 22.5623072, 114.0234867 22.5622809, 114.02348 22.5622567, 114.0234767 22.5622326, 114.023476 22.5622069, 114.0234777 22.5621799, 114.023481 22.5621518, 114.0234855 22.5621254, 114.0236585 22.5611693, 114.0236568 22.5611361, 114.023648 22.56111, 114.0236303 22.5610806, 114.023588 22.5610352)",,,,,,
8095413212,8095426127,0,868501785,True,tertiary,False,137.41,下梅林一街,"LINESTRING (114.0266013 22.5629632, 114.0252919 22.5627083)",,,,,,
8095413212,8095426132,0,245770390,False,unclassified,False,4.886,,"LINESTRING (114.0266013 22.5629632, 114.0266056 22.5629418, 114.02661 22.56292)",,,,,,
8095426122,8095426131,0,868501786,True,residential,False,136.012,下梅林三街,"LINESTRING (114.0256094 22.5614756, 114.025612 22.5615775, 114.0253509 22.5625814, 114.0253291 22.5626679)",,,1,,,
8095426122,2535930025,0,1077629923,True,primary,False,168.86599999999999,北环大道辅路,"LINESTRING (114.0256094 22.5614756, 114.0255231 22.5614568, 114.0249732 22.5613326, 114.0240118 22.5611155)",,,1,,,
8095426127,8095413202,0,868501785,True,tertiary,False,64.12,下梅林一街,"LINESTRING (114.0252919 22.5627083, 114.0246809 22.5625893)",,,,,,
8095426127,8095426129,0,1052079690,True,residential,False,5.804,下梅林三街,"LINESTRING (114.0252919 22.5627083, 114.0252776 22.5626578)",,,1,,,
8095426129,8095426131,0,545681187,True,tertiary,False,5.406,下梅林一街,"LINESTRING (114.0252776 22.5626578, 114.0253291 22.5626679)",,,,,,
8095426129,8095426122,0,246568347,True,residential,False,136.07,下梅林三街,"LINESTRING (114.0252776 22.5626578, 114.0253002 22.5625686, 114.0255152 22.561739, 114.0255594 22.5615683, 114.0256094 22.5614756)",,,1,,,
