u,v,key,osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,bridge
3068084343,3068084293,0,302560119,False,,,residential,False,163.497,"LINESTRING (114.1164142 22.5647893, 114.1163292 22.5645, 114.1165566 22.5642444, 114.1167349 22.5634209)",,
3068097563,3068385769,0,99002501,True,,梅园路,secondary,False,121.839,"LINESTRING (114.1038875 22.5648384, 114.1027012 22.5648154)",,
3068097563,3068097580,0,1050458814,True,,宝安北路,tertiary,False,10.384,"LINESTRING (114.1038875 22.5648384, 114.1038918 22.5647451)",,
3068097575,3068097595,0,284811730,True,,,tertiary,False,11.04,"LINESTRING (114.1040653 22.561646, 114.1039587 22.5616331)",,
3068097575,3068097596,0,996519927,True,,宝安北路,tertiary,False,350.991,"LINESTRING (114.1040653 22.561646, 114.1040689 22.5624399, 114.104048 22.5631676, 114.1039973 22.5648016)",,
3068097577,3068386754,0,284819541,False,,,tertiary,False,58.136,"LINESTRING (114.1039432 22.5631659, 114.1033771 22.5631582)",,
3068097577,3068097595,0,996519929,True,,宝安北路,tertiary,False,170.469,"LINESTRING (114.1039432 22.5631659, 114.1039479 22.5630011, 114.1039641 22.5624387, 114.1039587 22.5616331)",,
3068097578,3068097587,0,284811727,True,,,tertiary,False,89.475,"LINESTRING (114.1040631 22.5615703, 114.1049031 22.5617842)",,
3068097578,3068097575,0,996519927,True,,宝安北路,tertiary,False,8.42,"LINESTRING (114.1040631 22.5615703, 114.1040653 22.561646)",,
3068097580,3068097577,0,996519929,True,,宝安北路,tertiary,False,175.679,"LINESTRING (114.1038918 22.5647451, 114.1039432 22.5631659)",,
3068097580,3068097596,0,1050458813,True,,梅园路,secondary,False,12.523,"LINESTRING (114.1038918 22.5647451, 114.1039973 22.5648016)",,
3068097583,3068097563,0,1050458807,True,,梅园路,secondary,False,12.904,"LINESTRING (114.1039942 22.5648997, 114.1038875 22.5648384)",,
3068097584,3068097578,0,284811727,True,,,tertiary,False,10.793,"LINESTRING (114.103959 22.5615569, 114.1040631 22.5615703)",,
3068097586,3068097563,0,302561419,True,,宝安北路,tertiary,False,571.071,"LINESTRING (114.1038219 22.5699688, 114.103839 22.569878, 114.1038404 22.5698554, 114.1038424 22.5698206, 114.1038889 22.5673968, 114.10389 22.5673421, 114.1039328 22.5651124, 114.1038875 22.5648384)",,
3068097587,2885151994,0,284811727,True,,,tertiary,False,201.86599999999999,"LINESTRING (114.1049031 22.5617842, 114.1066555 22.5622309, 114.1067101 22.5622449, 114.1067981 22.5622673)",,
3068097595,3068097584,0,996519929,True,,宝安北路,tertiary,False,8.473,"LINESTRING (114.1039587 22.5616331, 114.103959 22.5615569)",,
