u,v,key,osmid,oneway,highway,reversed,length,geometry,ref,name,bridge,lanes
8272800654,8280341145,0,223453067,False,residential,True,202.33600000000004,"LINESTRING (114.0931185 22.5720834, 114.0932115 22.5718663, 114.0932337 22.5717899, 114.093243 22.5717289, 114.0932623 22.5714995, 114.0932636 22.5714173, 114.0932486 22.571267, 114.093248 22.5711985, 114.0932564 22.5711333, 114.0932804 22.5710143, 114.0932827 22.5709538, 114.0932779 22.5708832, 114.0932572 22.5707311, 114.0932449 22.5706635, 114.0932265 22.5706075, 114.0931899 22.5705216, 114.0931761 22.5704522, 114.0931748 22.5703927, 114.093174 22.5703583, 114.0931725 22.5702997)",,泥岗村北街,,2
8272800680,8272800695,0,889994884,False,tertiary,False,11.695,"LINESTRING (114.0988298 22.5777006, 114.098862 22.5776971, 114.0989429 22.5776881)",,,,
8272800680,8272800688,0,889994886,True,tertiary,False,22.537000000000003,"LINESTRING (114.0988298 22.5777006, 114.098782 22.5777201, 114.0987451 22.5777438, 114.0987085 22.5777748, 114.0986851 22.5778039, 114.0986698 22.5778313)",,,,1
8272800684,8272800688,0,1050682034,False,tertiary,True,22.055,"LINESTRING (114.0985695 22.5776559, 114.0986698 22.5778313)",,金湖路,,
8272800684,8272800680,0,889994885,True,tertiary,False,27.570999999999998,"LINESTRING (114.0985695 22.5776559, 114.0986181 22.57768, 114.0986689 22.5776903, 114.098738 22.5776969, 114.098799 22.5776994, 114.0988298 22.5777006)",,,,3
8272800684,8272791974,0,1050682034,False,tertiary,False,71.913,"LINESTRING (114.0985695 22.5776559, 114.0984656 22.5774741, 114.0983858 22.5772979, 114.0983695 22.5772608, 114.0983543 22.5772236, 114.0983419 22.5771883, 114.0983285 22.5771459, 114.0983173 22.5771028, 114.0983077 22.5770589)",,金湖路,,
8272800688,8272800684,0,1050682034,False,tertiary,False,22.055,"LINESTRING (114.0986698 22.5778313, 114.0985695 22.5776559)",,金湖路,,
8272800688,8276791162,0,1077659662,False,residential,True,110.941,"LINESTRING (114.0986698 22.5778313, 114.0987278 22.5779327, 114.0988058 22.5780822, 114.0988377 22.578149, 114.0988588 22.5782013, 114.0988749 22.5782425, 114.0988899 22.5782888, 114.0989016 22.5783336, 114.0989139 22.5783905, 114.098977 22.5787782)",,宝洁路,,
8272800695,8272800700,0,889994888,False,tertiary,False,3.268,"LINESTRING (114.0989429 22.5776881, 114.0989745 22.5776846)",,,,
8272800695,8272800680,0,889994884,False,tertiary,True,11.695,"LINESTRING (114.0989429 22.5776881, 114.098862 22.5776971, 114.0988298 22.5777006)",,,,
8272800695,8272800698,0,889994887,True,motorway_link,False,15.169,"LINESTRING (114.0989429 22.5776881, 114.0989415 22.5776391, 114.0989442 22.5775983, 114.0989492 22.577552)",,,,
8272800698,8272800623,0,1050682033,True,secondary,False,197.65200000000002,"LINESTRING (114.0989492 22.577552, 114.0989458 22.5775338, 114.0986229 22.5758002)",,红岗路,,
8272800700,8272800695,0,889994888,False,tertiary,True,3.268,"LINESTRING (114.0989745 22.5776846, 114.0989429 22.5776881)",,,,
8272800700,8272800698,0,889994889,True,secondary,False,14.972,"LINESTRING (114.0989745 22.5776846, 114.0989492 22.577552)",,红岗路,,
8272800700,8272800736,0,1050682040,False,residential,False,35.781,"LINESTRING (114.0989745 22.5776846, 114.0993205 22.5776462)",,,,
8272800736,8272800700,0,1050682040,False,residential,True,35.781,"LINESTRING (114.0993205 22.5776462, 114.0989745 22.5776846)",,,,
8272800736,3012450194,0,1050682039,True,secondary,False,67.458,"LINESTRING (114.0993205 22.5776462, 114.099354 22.5778138, 114.0994367 22.5782433)",,红岗路,,
8276791162,8272800688,0,1077659662,False,residential,False,110.941,"LINESTRING (114.098977 22.5787782, 114.0989139 22.5783905, 114.0989016 22.5783336, 114.0988899 22.5782888, 114.0988749 22.5782425, 114.0988588 22.5782013, 114.0988377 22.578149, 114.0988058 22.5780822, 114.0987278 22.5779327, 114.0986698 22.5778313)",,宝洁路,,
8280321588,8272800654,0,1049939557,False,tertiary,True,112.166,"LINESTRING (114.0920726 22.5717922, 114.0931185 22.5720834)",,金湖路,,
8280321588,2323494854,0,223453068,False,residential,True,136.511,"LINESTRING (114.0920726 22.5717922, 114.0920581 22.5718467, 114.09195 22.572233, 114.0917329 22.5729791)",,,,
8280321588,8280341128,0,1049939557,False,tertiary,False,127.153,"LINESTRING (114.0920726 22.5717922, 114.091656 22.5716761, 114.0915558 22.5716505, 114.0914668 22.5716323, 114.0913807 22.5716178, 114.0912827 22.5716043, 114.0911843 22.5715949, 114.0910866 22.5715904, 114.0909859 22.5715893, 114.0908619 22.5715922)",,金湖路,,
8280341055,7836292317,0,996207941,True,primary,False,210.39000000000001,"LINESTRING (114.085028 22.5704206, 114.0849476 22.5705261, 114.0848451 22.5706472, 114.0847367 22.5707738, 114.0846054 22.5709115, 114.0844764 22.5710403, 114.0843464 22.5711614, 114.0842284 22.5712637, 114.0841294 22.571345, 114.0839977 22.5714457, 114.083864 22.571541, 114.0837351 22.5716289, 114.0835671 22.5717296)",,北环大道辅路,,
8280341060,8280341055,0,996247142,True,primary,False,23.453,"LINESTRING (114.0851595 22.5702482, 114.0851139 22.5703116, 114.085028 22.5704206)",,北环大道辅路,,
8280341086,8280341164,0,890912668,False,residential,True,6.235,"LINESTRING (114.0860007 22.570506, 114.0859706 22.5705547)",,,,2
8280341086,8280341117,0,890912667,True,tertiary,False,366.101,"LINESTRING (114.0860007 22.570506, 114.0865345 22.570793, 114.0865703 22.5708101, 114.0866098 22.5708274, 114.086644 22.5708404, 114.0866811 22.5708523, 114.0867179 22.5708619, 114.0867568 22.5708698, 114.0867913 22.5708748, 114.0868274 22.5708783, 114.0868608 22.5708796, 114.0892885 22.5709014, 114.0894655 22.5709035)",,金碧路,,
8280341090,8280341164,0,890912668,False,residential,False,134.336,"LINESTRING (114.0852666 22.5715676, 114.0853993 22.5714369, 114.0854506 22.5713781, 114.0854966 22.571316, 114.0855356 22.5712588, 114.0859706 22.5705547)",,,,2
8280341093,8280341165,0,223453062,False,residential,True,5.816,"LINESTRING (114.0909845 22.5701716, 114.0909853 22.5701193)",,,,
8280341093,8280341103,0,1049939558,True,tertiary,False,222.99299999999997,"LINESTRING (114.0909845 22.5701716, 114.0898157 22.5701529, 114.0897554 22.5701541, 114.0896988 22.5701609, 114.0896532 22.5701737, 114.0896178 22.5701921, 114.089586 22.5702193, 114.0895623 22.5702493, 114.0895461 22.5702874, 114.0895365 22.5703262, 114.0895341 22.5703631, 114.0895245 22.5708201, 114.0895232 22.5709042)",,金碧路,,2
8280341102,8280341117,0,890912670,True,tertiary,False,6.984,"LINESTRING (114.0894936 22.5709607, 114.0894655 22.5709035)",,金碧路,,
8280341102,8280341164,0,223453066,True,tertiary,False,371.8710000000001,"LINESTRING (114.0894936 22.5709607, 114.0892879 22.5709574, 114.0868877 22.5709281, 114.0868453 22.570927, 114.0868083 22.5709245, 114.0867718 22.5709207, 114.0867362 22.5709151, 114.0866973 22.5709072, 114.0866547 22.5708968, 114.0866156 22.570885, 114.0865762 22.570871, 114.0865347 22.5708533, 114.086489 22.5708316, 114.0859706 22.5705547)",,金碧路,,2
8280341103,8280341102,0,1049939558,True,tertiary,False,6.979,"LINESTRING (114.0895232 22.5709042, 114.0894936 22.5709607)",,金碧路,,2
8280341103,8280341128,0,890912671,True,residential,False,167.146,"LINESTRING (114.0895232 22.5709042, 114.0895457 22.5709074, 114.0895705 22.5709172, 114.089597 22.5709327, 114.0896227 22.5709482, 114.0896539 22.5709619, 114.0906095 22.571251, 114.0907165 22.571315, 114.0907989 22.5713939, 114.090853 22.5714792, 114.0908619 22.5715922)",,金宁路,,1
8280341117,8280341103,0,890912671,True,residential,False,5.925,"LINESTRING (114.0894655 22.5709035, 114.0895232 22.5709042)",,金宁路,,1
8280341117,8280341165,0,890912670,True,tertiary,False,233.29299999999998,"LINESTRING (114.0894655 22.5709035, 114.0894763 22.5703237, 114.0894773 22.5702973, 114.0894812 22.5702699, 114.0894896 22.5702404, 114.0895034 22.5702136, 114.0895242 22.5701889, 114.0895533 22.5701627, 114.0895976 22.570136, 114.0896507 22.5701167, 114.0897093 22.5701064, 114.0897648 22.570103, 114.0909853 22.5701193)",,金碧路,,
8280341128,2312634414,0,222278887,False,tertiary,False,353.721,"LINESTRING (114.0908619 22.5715922, 114.0907516 22.5715969, 114.0906141 22.5716044, 114.0904511 22.5716168, 114.0902826 22.5716312, 114.0887061 22.5717937, 114.0885773 22.5718098, 114.0884283 22.5718304, 114.0882533 22.571857, 114.0877051 22.5719448, 114.0876133 22.5719614, 114.0875282 22.571979, 114.0874483 22.5719985)",,金湖路,,
8280341128,8280341102,0,890912666,True,residential,False,163.58,"LINESTRING (114.0908619 22.5715922, 114.0908179 22.5715036, 114.0907739 22.5714247, 114.0906915 22.5713457, 114.0905845 22.5712817, 114.0896289 22.5709927, 114.0894936 22.5709607)",,金宁路,,1
8280341128,8280321588,0,1049939557,False,tertiary,True,127.15299999999999,"LINESTRING (114.0908619 22.5715922, 114.0909859 22.5715893, 114.0910866 22.5715904, 114.0911843 22.5715949, 114.0912827 22.5716043, 114.0913807 22.5716178, 114.0914668 22.5716323, 114.0915558 22.5716505, 114.091656 22.5716761, 114.0920726 22.5717922)",,金湖路,,
8280341145,2323494858,0,996247141,False,residential,True,5.205,"LINESTRING (114.0931725 22.5702997, 114.0931716 22.5702529)",,泥岗村北街,,2
8280341145,8272800654,0,223453067,False,residential,False,202.336,"LINESTRING (114.0931725 22.5702997, 114.093174 22.5703583, 114.0931748 22.5703927, 114.0931761 22.5704522, 114.0931899 22.5705216, 114.0932265 22.5706075, 114.0932449 22.5706635, 114.0932572 22.5707311, 114.0932779 22.5708832, 114.0932827 22.5709538, 114.0932804 22.5710143, 114.0932564 22.5711333, 114.093248 22.5711985, 114.0932486 22.571267, 114.0932636 22.5714173, 114.0932623 22.5714995, 114.093243 22.5717289, 114.0932337 22.5717899, 114.0932115 22.5718663, 114.0931185 22.5720834)",,泥岗村北街,,2
8280341145,8280341093,0,1049939558,True,tertiary,False,225.24800000000002,"LINESTRING (114.0931725 22.5702997, 114.0930927 22.5702985, 114.0930464 22.5702959, 114.0917187 22.5701847, 114.0916526 22.5701819, 114.0915738 22.5701811, 114.0909845 22.5701716)",,金碧路,,2
8280341164,8280341086,0,890912668,False,residential,False,6.235,"LINESTRING (114.0859706 22.5705547, 114.0860007 22.570506)",,,,2
8280341164,8280341060,0,223453066,True,tertiary,False,93.669,"LINESTRING (114.0859706 22.5705547, 114.0854468 22.5702749, 114.0853732 22.5702362, 114.0853249 22.5702212, 114.0852684 22.5702189, 114.0852146 22.5702245, 114.0851595 22.5702482)",,金碧路,,2
8280341164,8280341090,0,890912668,False,residential,True,134.336,"LINESTRING (114.0859706 22.5705547, 114.0855356 22.5712588, 114.0854966 22.571316, 114.0854506 22.5713781, 114.0853993 22.5714369, 114.0852666 22.5715676)",,,,2
8280341165,8280341093,0,223453062,False,residential,False,5.816,"LINESTRING (114.0909853 22.5701193, 114.0909845 22.5701716)",,,,
8280341165,2323494858,0,890912670,True,tertiary,False,225.12900000000002,"LINESTRING (114.0909853 22.5701193, 114.0916314 22.5701279, 114.0916707 22.5701284, 114.0917096 22.57013, 114.0917512 22.5701325, 114.0930505 22.5702461, 114.0930951 22.5702495, 114.0931277 22.5702514, 114.0931576 22.5702527, 114.0931716 22.5702529)",,金碧路,,
8887740978,564641496,0,1055004289,True,trunk,False,275.957,"LINESTRING (114.0847412 22.5704336, 114.0846328 22.5705493, 114.0844228 22.5707665, 114.0842818 22.5709031, 114.0841223 22.5710435, 114.0839046 22.5712199, 114.0837018 22.5713713, 114.083518 22.5714968, 114.0833524 22.5715996, 114.083161 22.5717059, 114.0830053 22.5717811, 114.0828017 22.5718789, 114.0826483 22.5719562)",G107,北环大道,,
8887741110,7430210340,0,960748084,True,tertiary_link,False,31.990000000000002,"LINESTRING (114.0831561 22.5734568, 114.0831993 22.5734093, 114.0832292 22.5733696, 114.0832529 22.5733299, 114.0832757 22.5732861, 114.0832924 22.5732439, 114.0833048 22.5732072)",,,,1
8887741110,8259797224,0,1077659660,True,tertiary,False,26.484,"LINESTRING (114.0831561 22.5734568, 114.0832858 22.5734013, 114.0833486 22.5733823, 114.0833955 22.5733695)",,珠岭路,,
8887741177,8887741200,0,839775431,True,tertiary,False,104.491,"LINESTRING (114.0802416 22.5737801, 114.0805346 22.5737777, 114.0807743 22.5737732, 114.0812587 22.5737526)",,珠岭路,,
8887741189,7460143707,0,794405944,True,primary_link,False,118.85499999999999,"LINESTRING (114.0831236 22.5729832, 114.083101 22.572938, 114.0829217 22.5726213, 114.082896 22.5725881, 114.0828593 22.5725509, 114.0828154 22.5725188, 114.0827691 22.5724933, 114.0827174 22.572471, 114.0826633 22.5724538, 114.0826115 22.5724448, 114.0825582 22.5724434, 114.0825068 22.5724446, 114.082453 22.5724488, 114.0824028 22.5724573, 114.0823569 22.5724696, 114.0823128 22.5724852, 114.0822815 22.5725021)",,,,
8887741200,7836292303,0,839775431,True,tertiary,False,173.34,"LINESTRING (114.0812587 22.5737526, 114.0817591 22.5737314, 114.081921 22.5737206, 114.0820641 22.5737052, 114.0822123 22.5736809, 114.0824044 22.5736458, 114.0825994 22.5736068, 114.0827915 22.5735663, 114.0829252 22.5735348)",,珠岭路,,
8887741215,8887741177,0,839775431,True,tertiary,False,17.231,"LINESTRING (114.0800738 22.5737775, 114.0802416 22.5737801)",,珠岭路,,
8887790538,8259797225,0,797641286,True,tertiary,False,49.263000000000005,"LINESTRING (114.0832987 22.5729352, 114.0834075 22.573159, 114.083438 22.5732341, 114.0834775 22.5733458)",,银湖路,,
8887790556,8887741189,0,960748085,True,primary_link,False,25.533,"LINESTRING (114.0832803 22.5731615, 114.0831236 22.5729832)",,,,1
8887790556,7430210345,0,"[794405943, 794405942, 794405935]",True,tertiary,False,253.327,"LINESTRING (114.0832803 22.5731615, 114.0831124 22.5728472, 114.0824616 22.5716537, 114.0823603 22.5714643, 114.0823327 22.5713894, 114.082321 22.5713135, 114.082321 22.571239, 114.082338 22.5711661, 114.0823783 22.5711005)",,银湖路,yes,
8887790559,8259797224,0,1077659661,True,tertiary,False,7.306,"LINESTRING (114.0834281 22.5734279, 114.0833955 22.5733695)",,银湖路,,
8887790559,7836292286,0,996207929,True,tertiary,False,345.28799999999995,"LINESTRING (114.0834281 22.5734279, 114.0833327 22.5734785, 114.0832385 22.5735189, 114.0831357 22.5735589, 114.0830377 22.573592, 114.0829426 22.573619, 114.0828424 22.5736435, 114.0827551 22.5736612, 114.0822324 22.5737633, 114.0820817 22.5737873, 114.0819504 22.5738004, 114.0817986 22.5738084, 114.0816793 22.5738094, 114.0815161 22.5738088, 114.081353 22.5738122, 114.0808636 22.573836, 114.0806629 22.573842, 114.0804504 22.573844, 114.0802488 22.5738432, 114.0801303 22.5738383)",,金湖路,,
8887790560,8887790559,0,996207927,True,tertiary,False,7.568,"LINESTRING (114.0834922 22.5733943, 114.0834281 22.5734279)",,金湖路,,
8887790560,8259776042,0,996247143,True,tertiary,False,45.274,"LINESTRING (114.0834922 22.5733943, 114.0835074 22.573444, 114.0835164 22.5734734, 114.0835357 22.5735642, 114.0835446 22.5736186, 114.0835476 22.5736652, 114.0835476 22.573721, 114.083539 22.5737955)",,银湖路,,
