u,v,key,osmid,oneway,name,highway,reversed,length,geometry,ref,lanes
5678021987,3066530005,0,302394739,True,沿河北路辅路,primary,False,13.257,"LINESTRING (114.1362438 22.5671341, 114.1363181 22.5670366)",S360,
5678021987,3066529957,0,996321278,True,爱国路,trunk,False,44.46,"LINESTRING (114.1362438 22.5671341, 114.13613 22.5669976, 114.1360976 22.5669588, 114.1359766 22.5668195)",G107,4
6001780252,2921637327,0,99005144,False,碧波一街,tertiary,True,188.149,"LINESTRING (114.1361179 22.5640979, 114.1348185 22.5652909)",,
6001780252,4472714272,0,99005144,False,碧波一街,tertiary,False,238.242,"LINESTRING (114.1361179 22.5640979, 114.1366209 22.5636121, 114.1377213 22.5625493)",,
6001780252,4472714162,0,636444596,False,,residential,False,235.67900000000003,"LINESTRING (114.1361179 22.5640979, 114.137085 22.5653899, 114.1373186 22.5654259, 114.1375799 22.5652005)",,
6080078501,9199902856,0,647417432,False,,residential,False,123.99400000000001,"LINESTRING (114.1383489 22.5678732, 114.1381081 22.5688255, 114.1380747 22.5688832, 114.1380282 22.5689407)",,
6210847937,5192661990,0,31404787,True,东门北路,primary,False,236.097,"LINESTRING (114.1306291 22.5618282, 114.128953 22.5613033, 114.1284864 22.5610724)",,
6210847937,5192661990,1,535867199,False,沁翠路,residential,False,499.67299999999994,"LINESTRING (114.1306291 22.5618282, 114.1304125 22.5630542, 114.1300588 22.5629416, 114.1297783 22.5628327, 114.1295628 22.5627764, 114.1291847 22.5627276, 114.1286562 22.562615, 114.1286388 22.5623215, 114.1285732 22.562082, 114.1284629 22.5616584, 114.1284629 22.5611853, 114.1284864 22.5610724)",,
6401920492,1983027106,0,"[564227353, 999910981]",True,爱国路辅路,primary,False,313.12,"LINESTRING (114.1333198 22.5639259, 114.1320207 22.5624229, 114.131965 22.5623713, 114.1319052 22.5623302, 114.131836 22.562294, 114.1317453 22.5622521, 114.131645 22.5622055, 114.1311799 22.5619903)",,1
6401920492,6401920495,0,683493427,False,,residential,False,228.923,"LINESTRING (114.1333198 22.5639259, 114.1331388 22.5639807, 114.1316433 22.5627009)",,
6401920495,6401920492,0,683493427,False,,residential,True,228.923,"LINESTRING (114.1316433 22.5627009, 114.1331388 22.5639807, 114.1333198 22.5639259)",,
6723372001,6723372002,0,972309926,False,,trunk_link,False,14.588,"LINESTRING (114.1380161 22.569292, 114.1378754 22.5693102)",,
6723372002,6723372001,0,972309926,False,,trunk_link,True,14.588,"LINESTRING (114.1378754 22.5693102, 114.1380161 22.569292)",,
6723372002,2534284031,0,972309925,True,爱国路,trunk,False,49.21,"LINESTRING (114.1378754 22.5693102, 114.1378641 22.5692236, 114.1378437 22.5691339, 114.1378163 22.5690596, 114.1377889 22.568995, 114.1377588 22.5689346, 114.1377349 22.5688905)",G107;S360,
6726061676,3066594170,0,257756108,True,怡景路,primary,False,71.284,"LINESTRING (114.1326248 22.5612107, 114.1321676 22.5616931)",,
6726061676,3066592229,0,302401683,False,,residential,True,265.744,"LINESTRING (114.1326248 22.5612107, 114.1328297 22.5614086, 114.1326392 22.5615915, 114.132404 22.5618174, 114.1329307 22.5624392, 114.133433 22.5630406)",,
6798161689,6798161691,0,535067158,False,,residential,False,133.198,"LINESTRING (114.1248261 22.5682368, 114.1236485 22.5681934, 114.1236398 22.5683027)",,
6798161690,2883520325,0,197933464,False,贝丽南路,tertiary,False,95.379,"LINESTRING (114.1216395 22.5681871, 114.1215348 22.5690394)",,2
6798161690,6798161694,0,197933464,False,贝丽南路,tertiary,True,74.095,"LINESTRING (114.1216395 22.5681871, 114.1217209 22.567525)",,2
6798161690,6798161692,0,724860384,False,,residential,False,147.717,"LINESTRING (114.1216395 22.5681871, 114.1230753 22.5682701)",,
6798161691,5187516406,0,535067158,False,,residential,False,141.682,"LINESTRING (114.1236398 22.5683027, 114.1235379 22.5695734)",,
6798161691,6798161692,0,724860384,False,,residential,True,58.076,"LINESTRING (114.1236398 22.5683027, 114.1230753 22.5682701)",,
6798161691,6798161689,0,535067158,False,,residential,True,133.198,"LINESTRING (114.1236398 22.5683027, 114.1236485 22.5681934, 114.1248261 22.5682368)",,
6798161692,6798161691,0,724860384,False,,residential,False,58.076,"LINESTRING (114.1230753 22.5682701, 114.1236398 22.5683027)",,
6798161692,6798161690,0,724860384,False,,residential,True,147.717,"LINESTRING (114.1230753 22.5682701, 114.1216395 22.5681871)",,
6798161692,6798161694,0,724860385,False,,residential,False,213.796,"LINESTRING (114.1230753 22.5682701, 114.1231161 22.5676422, 114.1217209 22.567525)",,
6798161694,6798161690,0,197933464,False,贝丽南路,tertiary,False,74.095,"LINESTRING (114.1217209 22.567525, 114.1216395 22.5681871)",,2
6798161694,2081768537,0,197933464,False,贝丽南路,tertiary,True,56.905,"LINESTRING (114.1217209 22.567525, 114.121747 22.5673124, 114.1217834 22.5670165)",,2
6798161694,6798161692,0,724860385,False,,residential,True,213.796,"LINESTRING (114.1217209 22.567525, 114.1231161 22.5676422, 114.1230753 22.5682701)",,
6798161716,2081768537,0,724860386,False,田贝三路,tertiary,True,106.813,"LINESTRING (114.1207585 22.5669556, 114.1207991 22.5669451, 114.1209624 22.566911, 114.1210734 22.5669082, 114.1217834 22.5670165)",,
6798161716,6798161720,0,724860389,False,,residential,False,95.798,"LINESTRING (114.1207585 22.5669556, 114.1208022 22.5670419, 114.1208669 22.5671073, 114.1211627 22.5671813, 114.1215786 22.5672723)",,
6798161720,6798161716,0,724860389,False,,residential,True,95.798,"LINESTRING (114.1215786 22.5672723, 114.1211627 22.5671813, 114.1208669 22.5671073, 114.1208022 22.5670419, 114.1207585 22.5669556)",,
6798161729,3924653944,0,99002312,True,田贝四路,secondary,False,123.40800000000002,"LINESTRING (114.124372 22.5698863, 114.1238237 22.5697425, 114.1232184 22.569575)",,
6798161743,8218242193,0,284630443,True,田贝四路,secondary,False,48.375,"LINESTRING (114.1244865 22.5698309, 114.1249358 22.5699618)",,
6798161743,6798161744,0,724860393,True,,tertiary,False,9.137,"LINESTRING (114.1244865 22.5698309, 114.1244628 22.5699101)",,
6798161744,6798161729,0,99002312,True,田贝四路,secondary,False,9.692,"LINESTRING (114.1244628 22.5699101, 114.124372 22.5698863)",,
6798161761,2081275110,0,99004126,True,水田二街,tertiary,False,101.441,"LINESTRING (114.1203984 22.5697633, 114.1205088 22.5690372, 114.1205663 22.5688662)",,
8218242193,8218242175,0,1051307472,True,太宁路,secondary,False,6.709,"LINESTRING (114.1249358 22.5699618, 114.1249982 22.5699797)",,
8218242193,9199686557,0,659473358,True,翠竹路,secondary,False,290.728,"LINESTRING (114.1249358 22.5699618, 114.1249457 22.5698525, 114.1249476 22.5698218, 114.1250748 22.5675985, 114.1250788 22.5675295, 114.125089 22.5673511)",,
8486054827,2921645945,0,288610540,False,鸿业路,tertiary,True,94.278,"LINESTRING (114.1287768 22.5602007, 114.1280458 22.5607137)",,
9199686557,2081768537,0,197984419,False,田贝‎三路,tertiary,False,341.455,"LINESTRING (114.125089 22.5673511, 114.124981 22.5673402, 114.1217834 22.5670165)",,2
9199686557,9199686599,0,659473358,True,翠竹路,secondary,False,369.66499999999996,"LINESTRING (114.125089 22.5673511, 114.1251329 22.5665849, 114.1251268 22.566365, 114.1251093 22.5661605, 114.1250744 22.5659659, 114.1246188 22.5642166, 114.1245893 22.5640837)",,
9199686571,2921637183,0,288609718,False,,residential,False,72.981,"LINESTRING (114.1248634 22.5616313, 114.1255741 22.5616368)",,
9199686571,9199686578,0,219498397,True,翠竹路,secondary,False,144.162,"LINESTRING (114.1248634 22.5616313, 114.1248073 22.5621332, 114.124691 22.5629178)",,
9199686572,9199686574,0,180256241,False,田贝一路,tertiary,False,136.499,"LINESTRING (114.1247246 22.5621133, 114.1246209 22.5621023, 114.1245662 22.5620965, 114.1234013 22.5619971)",,2
9199686574,1906994248,0,180256241,False,田贝一路,tertiary,False,98.18,"LINESTRING (114.1234013 22.5619971, 114.1226136 22.5619299, 114.1224496 22.5619125)",,2
9199686574,9199686572,0,180256241,False,田贝一路,tertiary,True,136.499,"LINESTRING (114.1234013 22.5619971, 114.1245662 22.5620965, 114.1246209 22.5621023, 114.1247246 22.5621133)",,2
9199686578,9199686600,0,219498397,True,翠竹路,secondary,False,131.314,"LINESTRING (114.124691 22.5629178, 114.1246108 22.5634592, 114.1246022 22.5635687, 114.1246005 22.5636848, 114.1246091 22.5638066, 114.124627 22.5639148, 114.1246411 22.563976, 114.1246669 22.564088)",,
9199686578,2921637190,0,288609723,False,,residential,True,57.483,"LINESTRING (114.124691 22.5629178, 114.1249519 22.5629515, 114.1252378 22.5630236)",,
9199686583,8218242175,0,219498397,True,翠竹路,secondary,False,574.042,"LINESTRING (114.1248704 22.5648585, 114.1251631 22.5659429, 114.1251842 22.5660554, 114.1251998 22.5661718, 114.1252066 22.5663163, 114.1252063 22.5664496, 114.1252011 22.5665958, 114.1251511 22.5674642, 114.125147 22.5675345, 114.1250174 22.5697865, 114.1250112 22.5698552, 114.1249982 22.5699797)",,
9199686583,2921637190,0,288609723,False,,residential,False,310.91300000000007,"LINESTRING (114.1248704 22.5648585, 114.1256493 22.5647001, 114.1256305 22.5645714, 114.1255205 22.5644154, 114.1252791 22.5637812, 114.1252255 22.5636079, 114.1252148 22.5635435, 114.1252309 22.5634864, 114.125255 22.5634494, 114.125432 22.5633602, 114.1254991 22.5633132, 114.1255393 22.5632684, 114.1255447 22.563214, 114.1255232 22.5631769, 114.1252378 22.5630236)",,
9199686599,2081275108,0,197933462,False,田贝二路,tertiary,False,248.353,"LINESTRING (114.1245893 22.5640837, 114.122175 22.5639501)",,
9199686599,9199686600,0,197933462,False,田贝二路,tertiary,True,7.983,"LINESTRING (114.1245893 22.5640837, 114.1246669 22.564088)",,
9199686599,9199686572,0,659473358,True,翠竹路,secondary,False,220.68400000000003,"LINESTRING (114.1245893 22.5640837, 114.1245685 22.56399, 114.124556 22.5639338, 114.1245423 22.5638178, 114.1245357 22.5636657, 114.1245432 22.5634875, 114.1247038 22.5622875, 114.1247126 22.5622141, 114.1247246 22.5621133)",,
9199686600,9199686599,0,197933462,False,田贝二路,tertiary,False,7.983,"LINESTRING (114.1246669 22.564088, 114.1245893 22.5640837)",,
9199686600,9199686583,0,219498397,True,翠竹路,secondary,False,88.194,"LINESTRING (114.1246669 22.564088, 114.1246926 22.5642, 114.1248704 22.5648585)",,
9199902847,6723372001,0,972309927,True,爱国路,trunk,False,53.688,"LINESTRING (114.1378527 22.5688374, 114.1378978 22.5689164, 114.1379288 22.5689763, 114.1379535 22.5690325, 114.1379744 22.5690994, 114.1380038 22.5692015, 114.1380161 22.569292)",G107;S360,
9199902847,9199902856,0,996309266,True,,primary,False,21.412,"LINESTRING (114.1378527 22.5688374, 114.1379665 22.5688974, 114.1380282 22.5689407)",,2
9199902856,6080078501,0,647417432,False,,residential,True,123.994,"LINESTRING (114.1380282 22.5689407, 114.1380747 22.5688832, 114.1381081 22.5688255, 114.1383489 22.5678732)",,
9199902856,6723372001,0,996309266,True,,primary,False,43.622,"LINESTRING (114.1380282 22.5689407, 114.1380681 22.5689997, 114.1380909 22.5690732, 114.1381002 22.5691458, 114.1380921 22.5692036, 114.1380668 22.5692502, 114.1380161 22.569292)",,2
9199902860,3066529989,0,302394749,True,沿河北路辅路,primary,False,36.644999999999996,"LINESTRING (114.1367167 22.5669759, 114.1365792 22.5671205, 114.1365445 22.5671571, 114.1364813 22.5672236)",S360,
9199902860,9199902866,0,996309267,True,,trunk_link,False,51.772,"LINESTRING (114.1367167 22.5669759, 114.1366681 22.5670562, 114.1366426 22.5671266, 114.1366264 22.5672111, 114.1366223 22.5672834, 114.1366315 22.5673538, 114.1366537 22.567421)",,1
9199902866,9199902847,0,972309927,True,爱国路,trunk,False,200.02300000000002,"LINESTRING (114.1366537 22.567421, 114.1376675 22.5685818, 114.1377414 22.5686789, 114.1377991 22.5687619, 114.1378527 22.5688374)",G107;S360,
9303224675,3066529949,0,1008380379,False,,residential,True,27.538,"LINESTRING (114.1341473 22.5671974, 114.1343563 22.5670422)",,
9655836637,2921645938,0,685048788,True,怡景路,primary,False,202.022,"LINESTRING (114.1321303 22.561621, 114.1334241 22.5602523)",,
9655836640,2921637153,0,685048795,True,爱国路,trunk,False,41.048,"LINESTRING (114.1316436 22.561543, 114.1317512 22.561704, 114.1318627 22.5618516)",G107,
9655836640,9655836637,0,1050747492,True,,trunk_link,False,54.678000000000004,"LINESTRING (114.1316436 22.561543, 114.131712 22.5616008, 114.1317775 22.5616343, 114.131861 22.5616581, 114.1319429 22.5616649, 114.1320385 22.5616556, 114.1321303 22.561621)",,
9761601796,9761601801,0,685048782,True,沿河北路辅路,primary,False,314.974,"LINESTRING (114.1366031 22.5667206, 114.1385586 22.5645382)",S360,
9761601801,3066529098,0,685048782,True,沿河北路辅路,primary,False,54.778000000000006,"LINESTRING (114.1385586 22.5645382, 114.1387233 22.5643543, 114.1387934 22.5641087)",S360,
9761601801,9761601806,0,1062586907,True,,primary_link,False,54.32899999999999,"LINESTRING (114.1385586 22.5645382, 114.1386591 22.5645289, 114.1387564 22.5645534, 114.1388661 22.5646302, 114.1389051 22.5647119, 114.1389091 22.5647976)",,1
9761601806,9199902860,0,302394749,True,沿河北路辅路,primary,False,331.35499999999996,"LINESTRING (114.1389091 22.5647976, 114.1379718 22.5658277, 114.1378428 22.5659506, 114.137715 22.5660558, 114.1373403 22.5663507, 114.1371189 22.5665505, 114.1367167 22.5669759)",S360,
