u,v,key,osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes
7979256787,7979256793,0,855693220,True,商报路,tertiary,False,143.271,"LINESTRING (114.0397174 22.5534605, 114.0396478 22.5534595, 114.0395939 22.5534588, 114.0394317 22.5534565, 114.0393482 22.553455, 114.0392735 22.5534512, 114.0391947 22.5534415, 114.0391165 22.5534253, 114.0390447 22.5534049, 114.0389618 22.5533763, 114.0388806 22.5533429, 114.0387852 22.553299, 114.0384079 22.553104)",,
7979256788,7979256787,0,855693220,True,商报路,tertiary,False,13.618,"LINESTRING (114.03985 22.5534624, 114.0397174 22.5534605)",,
7979256788,7273811015,0,855388125,True,景田路,secondary,False,297.553,"LINESTRING (114.03985 22.5534624, 114.0398498 22.5535246, 114.0398486 22.5538719, 114.0398426 22.5539506, 114.0398302 22.5540446, 114.0398107 22.5541336, 114.0397833 22.5542219, 114.039747 22.5543036, 114.0397077 22.5543812, 114.0396529 22.5544702, 114.0395954 22.5545511, 114.0386451 22.555813)",40,
7979256793,2530244799,0,245925467,False,景城路,residential,False,111.349,"LINESTRING (114.0384079 22.553104, 114.0379086 22.5539929)",,2
7979256793,7979256879,0,855693220,True,商报路,tertiary,False,303.612,"LINESTRING (114.0384079 22.553104, 114.0375914 22.552682, 114.0359609 22.5518392, 114.035828 22.5517704)",,
7979256795,8081200355,0,245925448,False,,residential,False,341.74800000000005,"LINESTRING (114.034248 22.5509538, 114.0338376 22.5530762, 114.0337817 22.5533655, 114.0337857 22.5534131, 114.0337943 22.553458, 114.0338141 22.5535, 114.0338527 22.5535421, 114.0341831 22.553844)",,
7979256795,7979256811,0,1036826641,True,商报路,tertiary,False,30.878,"LINESTRING (114.034248 22.5509538, 114.0341902 22.5509239, 114.033985 22.5508192)",,
7979256811,7975286299,0,1036826643,True,香梅路,secondary,False,177.346,"LINESTRING (114.033985 22.5508192, 114.0336902 22.5523907)",,
7979256811,7979256816,0,1036826644,True,商报路,tertiary,False,11.511,"LINESTRING (114.033985 22.5508192, 114.0339456 22.5507898, 114.0339043 22.5507478)",,
7979256812,7979256811,0,1050921371,True,香梅路,secondary,False,10.089,"LINESTRING (114.0340018 22.5507298, 114.033985 22.5508192)",,
7979256812,7979256878,0,1012130742,True,商报路,tertiary,False,207.904,"LINESTRING (114.0340018 22.5507298, 114.03421 22.5508354, 114.0356653 22.5515833, 114.0357715 22.5516379)",,
7979256816,7975286295,0,1050921374,True,香梅路,secondary,False,72.223,"LINESTRING (114.0339043 22.5507478, 114.0340236 22.5501077)",,
7979256816,7979256812,0,1012130742,True,商报路,tertiary,False,10.398,"LINESTRING (114.0339043 22.5507478, 114.0339583 22.5507289, 114.0340018 22.5507298)",,
7979256821,2530244775,0,245925465,False,,residential,False,48.425,"LINESTRING (114.0380259 22.5509453, 114.0384841 22.5510482)",,
7979256821,2530244903,0,245925465,False,,residential,True,6.637,"LINESTRING (114.0380259 22.5509453, 114.0379631 22.5509312)",,
7979256824,7979256821,0,855693227,True,,residential,False,95.599,"LINESTRING (114.0382609 22.5501134, 114.0380259 22.5509453)",,
7979256824,7979256825,0,855693228,True,,residential,False,6.504,"LINESTRING (114.0382609 22.5501134, 114.0381996 22.5500987)",,
7979256825,7979256826,0,245925461,True,,residential,False,6.333,"LINESTRING (114.0381996 22.5500987, 114.0382152 22.5500436)",,
7979256826,2530244795,0,245925450,True,,residential,False,6.501,"LINESTRING (114.0382152 22.5500436, 114.0382765 22.5500582)",,
7979256827,7977056072,0,245925442,True,商报路,tertiary,False,351.549,"LINESTRING (114.0366355 22.5520819, 114.037638 22.5525971, 114.0376416 22.552599, 114.0388445 22.5532172, 114.038934 22.5532556, 114.0390151 22.553284, 114.0390964 22.5533069, 114.0391748 22.5533249, 114.0392561 22.5533362, 114.0393392 22.5533431, 114.0394239 22.5533453, 114.0395773 22.5533478, 114.0396492 22.553349, 114.0397176 22.5533501)",,
7979256827,2530244798,0,245925462,False,,residential,False,157.09199999999998,"LINESTRING (114.0366355 22.5520819, 114.0366966 22.5519771, 114.0370634 22.5507285)",,
7979256850,2530244921,0,245925455,False,,residential,False,82.19000000000001,"LINESTRING (114.035805 22.5514958, 114.0357604 22.5514767, 114.0350979 22.5511497)",,
7979256854,2530244798,0,245925465,False,,residential,False,100.73700000000001,"LINESTRING (114.03611 22.5505153, 114.0361914 22.5505333, 114.0370634 22.5507285)",,
7979256854,7979256880,0,393889352,True,景田西路,tertiary,False,131.75,"LINESTRING (114.03611 22.5505153, 114.0358769 22.5514894, 114.0358556 22.5515918, 114.0358412 22.5516737)",,
7979256877,7979256878,0,393889360,True,景田西路,tertiary,False,10.481,"LINESTRING (114.0357498 22.55173, 114.0357715 22.5516379)",,
7979256877,7979256795,0,1036826641,True,商报路,tertiary,False,176.732,"LINESTRING (114.0357498 22.55173, 114.034248 22.5509538)",,
7979256878,7979256850,0,393889360,True,景田西路,tertiary,False,16.171,"LINESTRING (114.0357715 22.5516379, 114.035805 22.5514958)",,
7979256878,7979256880,0,1012130742,True,商报路,tertiary,False,8.19,"LINESTRING (114.0357715 22.5516379, 114.0358412 22.5516737)",,
7979256879,7979256877,0,855693220,True,商报路,tertiary,False,9.202,"LINESTRING (114.035828 22.5517704, 114.0357498 22.55173)",,
7979256879,8401821747,0,1012130743,True,景田西路,tertiary,False,141.84499999999997,"LINESTRING (114.035828 22.5517704, 114.0358244 22.5517995, 114.035812 22.5518724, 114.0357938 22.5519644, 114.0356264 22.5527091, 114.0355603 22.5530033, 114.0355563 22.5530209)",,
7979256880,7979256827,0,245925442,True,商报路,tertiary,False,93.347,"LINESTRING (114.0358412 22.5516737, 114.0366355 22.5520819)",,
7979256880,7979256879,0,1012130743,True,景田西路,tertiary,False,10.838,"LINESTRING (114.0358412 22.5516737, 114.035828 22.5517704)",,
7979918288,7979925176,0,855388125,True,景田路,secondary,False,23.817,"LINESTRING (114.0384772 22.556036, 114.0383588 22.5561931, 114.0383447 22.5562118)",40,
7979918288,7979925184,0,996188197,True,莲花路,primary,False,30.746000000000002,"LINESTRING (114.0384772 22.556036, 114.0386345 22.5560503, 114.0387749 22.5560654)",,
7979918289,7979918288,0,996188197,True,莲花路,primary,False,15.902,"LINESTRING (114.0383231 22.5560219, 114.0384772 22.556036)",,
7979918289,7979256787,0,25565505,True,景田路,secondary,False,326.748,"LINESTRING (114.0383231 22.5560219, 114.038432 22.5558747, 114.0394469 22.5545234, 114.0394979 22.5544484, 114.0395424 22.554377, 114.0395808 22.5543042, 114.039614 22.5542361, 114.0396457 22.5541608, 114.0396721 22.5540889, 114.0396914 22.5540161, 114.0397045 22.5539551, 114.0397137 22.5538949, 114.0397165 22.5538253, 114.0397171 22.5535809, 114.0397172 22.5535233, 114.0397174 22.5534605)",40,
7979925076,7979918289,0,996625976,True,莲花路,primary,False,353.13199999999995,"LINESTRING (114.0351692 22.555009, 114.0353321 22.5551576, 114.0354121 22.5552251, 114.0354959 22.5552907, 114.0355879 22.5553572, 114.0356799 22.5554188, 114.0357761 22.5554771, 114.0358693 22.5555301, 114.0359637 22.5555794, 114.0360759 22.5556327, 114.0361729 22.5556741, 114.0362781 22.5557144, 114.0363885 22.5557551, 114.0365045 22.5557936, 114.0366159 22.5558267, 114.0367292 22.5558543, 114.0368334 22.5558748, 114.0369367 22.5558907, 114.0370409 22.5559027, 114.038101 22.5560017, 114.0383231 22.5560219)",,
7979925079,8401821746,0,996207969,True,景田西路,tertiary,False,219.056,"LINESTRING (114.0348057 22.5546741, 114.0348297 22.5546873, 114.0348619 22.554698, 114.0348975 22.5547066, 114.0349319 22.5547101, 114.0349696 22.5547089, 114.0350046 22.5547034, 114.0350349 22.5546925, 114.0350614 22.5546759, 114.035085 22.5546526, 114.0351042 22.5546214, 114.0351149 22.5545901, 114.0351747 22.5543202, 114.0354661 22.5530041)",,
7979925079,7979925076,0,996207984,True,莲花路,primary,False,52.728,"LINESTRING (114.0348057 22.5546741, 114.0349809 22.5548374, 114.0351692 22.555009)",,
7979925106,7979925151,0,996750285,True,莲花路,primary,False,113.714,"LINESTRING (114.034842 22.554923, 114.0340734 22.5541868)",,
7979925116,7983583854,0,"[364729973, 364729974]",True,景田西路,"['tertiary', 'primary_link']",False,143.298,"LINESTRING (114.035171 22.5552331, 114.0351507 22.5552216, 114.0351318 22.5552144, 114.0351053 22.5552087, 114.0350757 22.5552059, 114.0350449 22.5552054, 114.0350166 22.5552073, 114.0349886 22.555212, 114.0349606 22.555219, 114.0349377 22.5552266, 114.0349149 22.5552368, 114.0348914 22.5552498, 114.0348659 22.5552659, 114.0348305 22.5552936, 114.0341918 22.5558815, 114.0341058 22.5559607)",20,
7979925116,7983578035,0,996750285,True,莲花路,primary,False,28.737000000000002,"LINESTRING (114.035171 22.5552331, 114.0350683 22.5551398, 114.0349741 22.5550495)",,
7979925123,7979925127,0,364718559,True,,primary_link,False,24.351,"LINESTRING (114.0304009 22.5559103, 114.0303794 22.5559148, 114.0303627 22.5559142, 114.0303392 22.5559066, 114.0303184 22.5558939, 114.0302985 22.5558703, 114.0302919 22.5558529, 114.0302912 22.555834, 114.0302952 22.555818, 114.0303032 22.5558007, 114.0303255 22.5557728)",,
7979925123,7983583618,0,627546518,True,香梅路,primary,False,126.63600000000001,"LINESTRING (114.0304009 22.5559103, 114.0295704 22.5565376, 114.0295282 22.5565686, 114.029445 22.5566298)",,
7979925127,3687655952,0,627546520,True,香梅路,primary,False,348.578,"LINESTRING (114.0303255 22.5557728, 114.0315514 22.5548597, 114.0329678 22.5538049)",,
7979925134,7983583807,0,627546518,True,香梅路,primary,False,236.964,"LINESTRING (114.0331902 22.5538031, 114.0314041 22.5551524)",,
7979925143,7979925134,0,364718557,True,,primary_link,False,58.829,"LINESTRING (114.0337316 22.5538594, 114.0337129 22.5538444, 114.033691 22.5538301, 114.0336611 22.5538134, 114.0336331 22.5538003, 114.0336016 22.5537882, 114.0335706 22.5537804, 114.0335376 22.5537741, 114.033503 22.5537688, 114.0334702 22.5537654, 114.0334319 22.5537628, 114.0333938 22.5537618, 114.0333564 22.5537633, 114.033321 22.5537664, 114.0332843 22.553772, 114.0332522 22.55378, 114.0332235 22.5537886, 114.0331902 22.5538031)",,
7979925143,7979925144,0,1052079669,True,莲花路,primary,False,41.75899999999999,"LINESTRING (114.0337316 22.5538594, 114.0335433 22.5536791, 114.0334766 22.5536161, 114.0334534 22.553586)",,
7979925144,278659670,0,1052079669,True,莲花路,primary,False,8.692,"LINESTRING (114.0334534 22.553586, 114.0334319 22.5535506, 114.033416 22.553516)",,
7979925144,7979925134,0,1052079670,True,香梅路,primary,False,36.368,"LINESTRING (114.0334534 22.553586, 114.0334357 22.5536093, 114.033406 22.5536387, 114.0333795 22.5536608, 114.0333465 22.5536851, 114.0331902 22.5538031)",,
7979925151,7979925143,0,996750285,True,莲花路,primary,False,50.57,"LINESTRING (114.0340734 22.5541868, 114.0337316 22.5538594)",,
7979925151,7979925154,0,364718556,True,,primary_link,False,18.996,"LINESTRING (114.0340734 22.5541868, 114.0340678 22.554173, 114.034066 22.5541587, 114.0340684 22.5541405, 114.0340733 22.5541265, 114.0341117 22.5540935, 114.0341242 22.5540866, 114.0341396 22.5540814, 114.0341559 22.5540806, 114.0341733 22.5540845)",,
7979925154,7979925079,0,996207970,True,莲花路,primary,False,92.28,"LINESTRING (114.0341733 22.5540845, 114.0348057 22.5546741)",,
7979925174,7979925116,0,996188209,True,莲花路,primary,False,309.873,"LINESTRING (114.0379316 22.5561654, 114.0369655 22.5560569, 114.0368177 22.5560359, 114.0367 22.5560151, 114.036577 22.5559888, 114.0364482 22.555957, 114.0363343 22.5559253, 114.0362237 22.5558887, 114.0360958 22.5558368, 114.0359752 22.5557843, 114.0358459 22.5557188, 114.035727 22.5556525, 114.0356174 22.5555867, 114.0354931 22.5555, 114.0353788 22.5554138, 114.0352734 22.555326, 114.035171 22.5552331)",,
7979925175,7979925174,0,996188209,True,莲花路,primary,False,27.258,"LINESTRING (114.0381951 22.556195, 114.0379316 22.5561654)",,
7979925175,7979918289,0,996625975,True,景田路,secondary,False,23.308,"LINESTRING (114.0381951 22.556195, 114.0383231 22.5560219)",40,
7979925176,7979925175,0,996188209,True,莲花路,primary,False,15.475,"LINESTRING (114.0383447 22.5562118, 114.0381951 22.556195)",,
7979925176,7985225899,0,996625969,True,景田路,secondary,False,130.695,"LINESTRING (114.0383447 22.5562118, 114.0376181 22.5571768)",40,
7983578018,7979925106,0,364729975,True,,primary_link,False,33.394999999999996,"LINESTRING (114.0347946 22.5552078, 114.0348178 22.5551742, 114.034832 22.5551421, 114.0348428 22.5551103, 114.0348523 22.5550806, 114.034858 22.5550542, 114.0348616 22.5550305, 114.0348626 22.5550067, 114.0348613 22.5549813, 114.0348579 22.5549613, 114.0348525 22.5549435, 114.034842 22.554923)",,
7983578018,7983578035,0,364729976,True,景田西路,tertiary,False,25.537,"LINESTRING (114.0347946 22.5552078, 114.034932 22.5550785, 114.0349741 22.5550495)",20,
7983578035,7979925106,0,996750285,True,莲花路,primary,False,19.542,"LINESTRING (114.0349741 22.5550495, 114.034842 22.554923)",,
7983578035,7979925076,0,364729976,True,景田西路,tertiary,False,20.798,"LINESTRING (114.0349741 22.5550495, 114.0350128 22.5550314, 114.035068 22.5550167, 114.0351171 22.5550103, 114.0351692 22.555009)",20,
7983578044,7983578045,0,364729973,True,景田西路,tertiary,False,9.861,"LINESTRING (114.0313142 22.5585216, 114.0312426 22.5585807)",20,
7983578044,7977056052,0,193722093,True,景田北街,tertiary,False,143.642,"LINESTRING (114.0313142 22.5585216, 114.0314026 22.5586124, 114.0322496 22.5594821)",40,
7983578045,7983578053,0,996750287,True,景田北街,tertiary,False,8.539,"LINESTRING (114.0312426 22.5585807, 114.031187 22.5585236)",40,
7983578045,7983583715,0,996750286,True,景田西路,tertiary,False,130.45499999999998,"LINESTRING (114.0312426 22.5585807, 114.0311773 22.5586346, 114.0303749 22.5592967, 114.0302947 22.5593618)",20,
7983578046,7983583714,0,996657793,True,景田西路,tertiary,False,5.862,"LINESTRING (114.0302134 22.5593565, 114.0302553 22.5593207)",20,
7983578046,7983583695,0,856212677,True,景田北五街,residential,False,135.042,"LINESTRING (114.0302134 22.5593565, 114.0294332 22.558552, 114.0293368 22.5584512)",20,
7983578053,7983578054,0,996657793,True,景田西路,tertiary,False,9.868,"LINESTRING (114.031187 22.5585236, 114.0312573 22.5584631)",20,
7983578053,7983583797,0,996750287,True,景田北街,tertiary,False,84.86500000000001,"LINESTRING (114.031187 22.5585236, 114.0311281 22.5584629, 114.030635 22.5579556)",40,
7983578054,7983578044,0,193722093,True,景田北街,tertiary,False,8.744,"LINESTRING (114.0312573 22.5584631, 114.0313142 22.5585216)",40,
7983578054,7985195268,0,364729976,True,景田西路,tertiary,False,105.52,"LINESTRING (114.0312573 22.5584631, 114.0313442 22.5583883, 114.0319093 22.5578675, 114.0319874 22.5577954)",20,
7983583592,7983583596,0,295994001,True,景田北七街,residential,False,9.717,"LINESTRING (114.0303979 22.5575806, 114.0303278 22.5576393)",,
7983583592,7983583799,0,996657792,True,景田北街,tertiary,False,40.596,"LINESTRING (114.0303979 22.5575806, 114.0306622 22.5578521)",40,
7983583593,7983583592,0,996657792,True,景田北街,tertiary,False,8.364,"LINESTRING (114.0303434 22.5575247, 114.0303831 22.5575654, 114.0303979 22.5575806)",40,
7983583595,7983583593,0,245962638,True,景田北七街,residential,False,9.711,"LINESTRING (114.0302727 22.5575827, 114.0303434 22.5575247)",30,
7983583595,2997795172,0,996750287,True,景田北街,tertiary,False,112.053,"LINESTRING (114.0302727 22.5575827, 114.0295439 22.5568327)",40,
7983583596,7983583595,0,996750287,True,景田北街,tertiary,False,8.463,"LINESTRING (114.0303278 22.5576393, 114.0302727 22.5575827)",40,
