u,v,key,osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes
295526981,2528798896,0,364718561,True,香梅路,secondary,False,211.781,"LINESTRING (114.0272038 22.5581292, 114.027867 22.5576306, 114.0288033 22.5569269)",,
582492849,6317284715,0,25565889,True,侨香路,primary,False,348.485,"LINESTRING (114.0238771 22.5555075, 114.0241509 22.5555317, 114.0243348 22.5555513, 114.0245246 22.5555787, 114.0247409 22.5556124, 114.0249268 22.5556423, 114.0272112 22.5560809)",,
582492849,7998551625,0,227875240,False,,residential,True,204.661,"LINESTRING (114.0238771 22.5555075, 114.0238805 22.5553541, 114.0238954 22.5552705, 114.0239129 22.5552019, 114.0239379 22.5551323, 114.0239613 22.5550671, 114.0240016 22.5549526, 114.0243397 22.5537221)",,
582492998,2528808123,0,245744472,False,,unclassified,False,38.485,"LINESTRING (114.0222941 22.5556804, 114.0222983 22.5557488, 114.0222074 22.5560134)",,
1722054763,7979925154,0,996207970,True,莲花路,primary,False,76.165,"LINESTRING (114.0336513 22.5535979, 114.0341733 22.5540845)",,
2042459422,7983578046,0,856212677,True,景田北五街,residential,False,5.949,"LINESTRING (114.030252 22.5593964, 114.0302134 22.5593565)",20,
2323667223,2323667293,0,223463855,False,,residential,False,102.743,"LINESTRING (114.0334922 22.5514254, 114.0333225 22.552336)",,
2323667223,2323667312,0,223463855,False,,residential,True,154.224,"LINESTRING (114.0334922 22.5514254, 114.0335746 22.5509835, 114.0335556 22.5509231, 114.0337004 22.5501155, 114.0337353 22.5500684)",,
2323667223,2323667332,0,223463861,False,,residential,True,58.16700000000001,"LINESTRING (114.0334922 22.5514254, 114.0332766 22.5513912, 114.0332257 22.5513813, 114.0331535 22.5513972, 114.0331023 22.551416, 114.0330299 22.5514234, 114.0329417 22.5513948)",,
2323667226,2323667332,0,223463856,False,,residential,False,10.91,"LINESTRING (114.0328434 22.5514153, 114.0328738 22.551421, 114.032916 22.5514124, 114.0329417 22.5513948)",,
2323667226,2323667332,1,223463856,False,,residential,True,46.849000000000004,"LINESTRING (114.0328434 22.5514153, 114.0328185 22.5514017, 114.0327989 22.5513804, 114.0327867 22.5513468, 114.0327884 22.5513198, 114.0327997 22.5512941, 114.0328106 22.551281, 114.032835 22.551264, 114.0328673 22.5512552, 114.0328987 22.5512574, 114.0329198 22.5512652, 114.0329447 22.551284, 114.0329542 22.5512965, 114.032965 22.5513248, 114.0329652 22.5513497, 114.0329549 22.5513781, 114.0329417 22.5513948)",,
2323667226,2323667242,0,223463860,False,,residential,True,348.946,"LINESTRING (114.0328434 22.5514153, 114.0327482 22.5515522, 114.0325444 22.5517306, 114.0323191 22.5518941, 114.0320723 22.5520278, 114.0317504 22.5521418, 114.0315359 22.5521715, 114.0313028 22.5521799, 114.0310828 22.55217, 114.0307634 22.5521071, 114.030541 22.5520313, 114.0303157 22.5519322, 114.030125 22.5518346, 114.0298603 22.5516654)",,
2323667233,2323667293,0,223463855,False,,residential,True,100.4,"LINESTRING (114.0328716 22.5530955, 114.0332042 22.5527957, 114.0332257 22.5527512, 114.0332766 22.5525679, 114.0333225 22.552336)",,
2323667242,2323667333,0,223463853,False,,residential,True,429.03,"LINESTRING (114.0298603 22.5516654, 114.0296047 22.5519585, 114.0295135 22.552117, 114.0294813 22.5522458, 114.029492 22.5522954, 114.0295564 22.5523449, 114.0296666 22.5523632, 114.0302835 22.552502, 114.0306537 22.5526357, 114.0309243 22.5527512, 114.0311258 22.5528834, 114.0313189 22.5530271, 114.0315681 22.5532614, 114.0317344 22.5534398, 114.0318017 22.5534581, 114.0320187 22.5534249, 114.0320991 22.5533853, 114.0323942 22.5531871)",,
2323667242,2323667226,0,223463860,False,,residential,False,348.94599999999997,"LINESTRING (114.0298603 22.5516654, 114.030125 22.5518346, 114.0303157 22.5519322, 114.030541 22.5520313, 114.0307634 22.5521071, 114.0310828 22.55217, 114.0313028 22.5521799, 114.0315359 22.5521715, 114.0317504 22.5521418, 114.0320723 22.5520278, 114.0323191 22.5518941, 114.0325444 22.5517306, 114.0327482 22.5515522, 114.0328434 22.5514153)",,
2323667281,2365005236,0,25565889,True,侨香路,primary,False,145.849,"LINESTRING (114.0214857 22.5554918, 114.0229059 22.5554772)",,
2323667281,2323667304,0,223463854,False,,residential,True,126.392,"LINESTRING (114.0214857 22.5554918, 114.0214727 22.5553968, 114.0215044 22.5543563)",,
2323667288,9393609010,0,223463854,False,,residential,True,88.819,"LINESTRING (114.021223 22.5515458, 114.0205033 22.5511028)",,
2323667288,9393609013,0,1018440682,False,,unclassified,False,16.89,"LINESTRING (114.021223 22.5515458, 114.0213055 22.5514144)",,
2323667288,2323667304,0,223463854,False,,residential,False,322.164,"LINESTRING (114.021223 22.5515458, 114.0213327 22.5516414, 114.0214615 22.5518297, 114.0215205 22.5520031, 114.0215288 22.5521651, 114.0215044 22.5543563)",,
2323667293,2323667223,0,223463855,False,,residential,True,102.743,"LINESTRING (114.0333225 22.552336, 114.0334922 22.5514254)",,
2323667293,7975286548,0,223463858,False,,residential,False,28.948,"LINESTRING (114.0333225 22.552336, 114.0336008 22.5523774)",,
2323667293,2323667233,0,223463855,False,,residential,False,100.4,"LINESTRING (114.0333225 22.552336, 114.0332766 22.5525679, 114.0332257 22.5527512, 114.0332042 22.5527957, 114.0328716 22.5530955)",,
2323667304,2323667281,0,223463854,False,,residential,False,126.392,"LINESTRING (114.0215044 22.5543563, 114.0214727 22.5553968, 114.0214857 22.5554918)",,
2323667304,2323667288,0,223463854,False,,residential,True,322.164,"LINESTRING (114.0215044 22.5543563, 114.0215288 22.5521651, 114.0215205 22.5520031, 114.0214615 22.5518297, 114.0213327 22.5516414, 114.021223 22.5515458)",,
2323667312,7975286295,0,223463857,False,,residential,False,29.927,"LINESTRING (114.0337353 22.5500684, 114.0340236 22.5501077)",,
2323667312,2323667223,0,223463855,False,,residential,False,154.224,"LINESTRING (114.0337353 22.5500684, 114.0337004 22.5501155, 114.0335556 22.5509231, 114.0335746 22.5509835, 114.0334922 22.5514254)",,
2323667332,2323667226,0,223463856,False,,residential,False,46.849000000000004,"LINESTRING (114.0329417 22.5513948, 114.0329549 22.5513781, 114.0329652 22.5513497, 114.032965 22.5513248, 114.0329542 22.5512965, 114.0329447 22.551284, 114.0329198 22.5512652, 114.0328987 22.5512574, 114.0328673 22.5512552, 114.032835 22.551264, 114.0328106 22.551281, 114.0327997 22.5512941, 114.0327884 22.5513198, 114.0327867 22.5513468, 114.0327989 22.5513804, 114.0328185 22.5514017, 114.0328434 22.5514153)",,
2323667332,2323667226,1,223463856,False,,residential,True,10.91,"LINESTRING (114.0329417 22.5513948, 114.032916 22.5514124, 114.0328738 22.551421, 114.0328434 22.5514153)",,
2323667332,2323667223,0,223463861,False,,residential,False,58.167,"LINESTRING (114.0329417 22.5513948, 114.0330299 22.5514234, 114.0331023 22.551416, 114.0331535 22.5513972, 114.0332257 22.5513813, 114.0332766 22.5513912, 114.0334922 22.5514254)",,
2323667333,2323667242,0,223463853,False,,residential,False,429.03,"LINESTRING (114.0323942 22.5531871, 114.0320991 22.5533853, 114.0320187 22.5534249, 114.0318017 22.5534581, 114.0317344 22.5534398, 114.0315681 22.5532614, 114.0313189 22.5530271, 114.0311258 22.5528834, 114.0309243 22.5527512, 114.0306537 22.5526357, 114.0302835 22.552502, 114.0296666 22.5523632, 114.0295564 22.5523449, 114.029492 22.5522954, 114.0294813 22.5522458, 114.0295135 22.552117, 114.0296047 22.5519585, 114.0298603 22.5516654)",,
2365005145,2365005236,0,227875253,False,,residential,False,47.279,"LINESTRING (114.02299 22.5550775, 114.0229267 22.5551335, 114.0229059 22.5554772)",,
2365005145,2365005145,0,227875259,False,,residential,False,92.00599999999999,"LINESTRING (114.02299 22.5550775, 114.0229226 22.5550476, 114.0228781 22.5550148, 114.0228527 22.554973, 114.0228464 22.5549148, 114.0228614 22.5548706, 114.0228795 22.554846, 114.0229169 22.5548176, 114.0229392 22.5548081, 114.0229857 22.5548005, 114.0230224 22.5548047, 114.0230648 22.5548222, 114.0230949 22.5548469, 114.0231249 22.5549028, 114.0231273 22.5549465, 114.0231205 22.5549737, 114.0230969 22.5550132, 114.0230526 22.5550494, 114.02299 22.5550775)",,
2365005145,2365005145,1,227875259,False,,residential,True,92.00599999999999,"LINESTRING (114.02299 22.5550775, 114.0230526 22.5550494, 114.0230969 22.5550132, 114.0231205 22.5549737, 114.0231273 22.5549465, 114.0231249 22.5549028, 114.0230949 22.5548469, 114.0230648 22.5548222, 114.0230224 22.5548047, 114.0229857 22.5548005, 114.0229392 22.5548081, 114.0229169 22.5548176, 114.0228795 22.554846, 114.0228614 22.5548706, 114.0228464 22.5549148, 114.0228527 22.554973, 114.0228781 22.5550148, 114.0229226 22.5550476, 114.02299 22.5550775)",,
2365005184,6317284715,0,227875247,False,,residential,True,251.09199999999996,"LINESTRING (114.0284246 22.5544751, 114.0279659 22.5544726, 114.027872 22.5544751, 114.0277996 22.5545197, 114.0276065 22.554807, 114.0274965 22.5550225, 114.0274241 22.5552702, 114.0272734 22.5558068, 114.0272112 22.5560809)",,
2365005236,582492849,0,25565889,True,侨香路,primary,False,99.822,"LINESTRING (114.0229059 22.5554772, 114.0231077 22.5554765, 114.0232779 22.5554793, 114.023467 22.5554852, 114.023679 22.5554946, 114.0238771 22.5555075)",,
2365005236,2365005145,0,227875253,False,,residential,True,47.279,"LINESTRING (114.0229059 22.5554772, 114.0229267 22.5551335, 114.02299 22.5550775)",,
2528798896,7983583748,0,245743597,True,,primary_link,False,54.682,"LINESTRING (114.0288033 22.5569269, 114.0288237 22.5569036, 114.0288359 22.5568801, 114.0288422 22.5568564, 114.0288444 22.5568274, 114.0288433 22.5568015, 114.0288394 22.5567755, 114.0288335 22.5567495, 114.0288245 22.5567243, 114.0288125 22.5566982, 114.0287959 22.5566713, 114.0287762 22.5566477, 114.0287521 22.5566232, 114.0287138 22.5565942, 114.0286711 22.5565716, 114.0286074 22.5565475)",,
2528798896,3687655962,0,1077629925,True,香梅路,secondary,False,46.678,"LINESTRING (114.0288033 22.5569269, 114.0289698 22.5568018, 114.029019 22.5567625, 114.0291512 22.5566568)",,
2528808100,2528808197,0,245744483,False,,unclassified,True,110.027,"LINESTRING (114.0200043 22.556465, 114.0210753 22.5564939)",,
2528808100,2528808205,0,245744494,False,,unclassified,False,40.596,"LINESTRING (114.0200043 22.556465, 114.0200132 22.5561)",,
2528808117,2528808190,0,245744483,False,,unclassified,False,60.694,"LINESTRING (114.0220901 22.5565145, 114.0214992 22.5565025)",,
2528808117,2528808310,0,245744492,False,,unclassified,False,124.794,"LINESTRING (114.0220901 22.5565145, 114.0220673 22.5576366)",,
2528808117,2528808295,0,245744492,False,,unclassified,True,53.806,"LINESTRING (114.0220901 22.5565145, 114.0220999 22.5560307)",,
2528808121,2528808171,0,245744494,False,,unclassified,False,273.814,"LINESTRING (114.0230199 22.5580866, 114.0229931 22.5596553, 114.0220275 22.5595976)",,
2528808123,2528808295,0,245744456,False,,unclassified,False,11.205,"LINESTRING (114.0222074 22.5560134, 114.0220999 22.5560307)",,
2528808123,9670127827,0,245744469,False,,unclassified,False,236.646,"LINESTRING (114.0222074 22.5560134, 114.0221882 22.5572789, 114.022375 22.5574428, 114.0223804 22.5576684, 114.0228124 22.5576643)",,
2528808123,582492998,0,245744472,False,,unclassified,True,38.485,"LINESTRING (114.0222074 22.5560134, 114.0222983 22.5557488, 114.0222941 22.5556804)",,
2528808171,2528808310,0,245744492,False,,unclassified,True,218.092,"LINESTRING (114.0220275 22.5595976, 114.0220673 22.5576366)",,
2528808171,2528808121,0,245744494,False,,unclassified,True,273.814,"LINESTRING (114.0220275 22.5595976, 114.0229931 22.5596553, 114.0230199 22.5580866)",,
2528808190,2528808197,0,245744483,False,,unclassified,False,43.54,"LINESTRING (114.0214992 22.5565025, 114.0210753 22.5564939)",,
2528808190,2528808117,0,245744483,False,,unclassified,True,60.694,"LINESTRING (114.0214992 22.5565025, 114.0220901 22.5565145)",,
2528808190,2528808295,0,245744456,False,,unclassified,True,113.62100000000001,"LINESTRING (114.0214992 22.5565025, 114.0215071 22.5560282, 114.0220999 22.5560307)",,
2528808197,2528808341,0,245744475,False,,unclassified,True,127.077,"LINESTRING (114.0210753 22.5564939, 114.0210565 22.5576366)",,
2528808197,2528808100,0,245744483,False,,unclassified,False,110.027,"LINESTRING (114.0210753 22.5564939, 114.0200043 22.556465)",,
2528808197,2528808190,0,245744483,False,,unclassified,True,43.54,"LINESTRING (114.0210753 22.5564939, 114.0214992 22.5565025)",,
2528808205,2528808100,0,245744494,False,,unclassified,True,40.596,"LINESTRING (114.0200132 22.5561, 114.0200043 22.556465)",,
2528808295,2528808123,0,245744456,False,,unclassified,True,11.205,"LINESTRING (114.0220999 22.5560307, 114.0222074 22.5560134)",,
2528808295,2528808117,0,245744492,False,,unclassified,False,53.806,"LINESTRING (114.0220999 22.5560307, 114.0220901 22.5565145)",,
2528808295,2528808190,0,245744456,False,,unclassified,False,113.62100000000001,"LINESTRING (114.0220999 22.5560307, 114.0215071 22.5560282, 114.0214992 22.5565025)",,
2528808310,2528808341,0,245744471,False,,unclassified,True,103.797,"LINESTRING (114.0220673 22.5576366, 114.0210565 22.5576366)",,
2528808310,2528808171,0,245744492,False,,unclassified,False,218.092,"LINESTRING (114.0220673 22.5576366, 114.0220275 22.5595976)",,
2528808310,2528808117,0,245744492,False,,unclassified,True,124.794,"LINESTRING (114.0220673 22.5576366, 114.0220901 22.5565145)",,
2528808341,2528808310,0,245744471,False,,unclassified,False,103.797,"LINESTRING (114.0210565 22.5576366, 114.0220673 22.5576366)",,
2528808341,2528808197,0,245744475,False,,unclassified,False,127.077,"LINESTRING (114.0210565 22.5576366, 114.0210753 22.5564939)",,
2530244775,7979256821,0,245925465,False,,residential,True,48.425,"LINESTRING (114.0384841 22.5510482, 114.0380259 22.5509453)",,
2530244777,2530244799,0,245925459,False,,residential,True,240.565,"LINESTRING (114.0364159 22.5548991, 114.0371374 22.5537349, 114.0371793 22.5536876, 114.0372302 22.5536727, 114.0373037 22.553673, 114.0379086 22.5539929)",,
2530244780,2530244921,0,245925455,False,,residential,True,83.926,"LINESTRING (114.0343771 22.550794, 114.0350979 22.5511497)",,
2530244793,2530244921,0,245925456,False,,residential,True,116.977,"LINESTRING (114.0353071 22.5501156, 114.0350979 22.5511497)",,
2530244795,7979256824,0,855693227,True,,residential,False,6.344,"LINESTRING (114.0382765 22.5500582, 114.0382609 22.5501134)",,
2530244798,2530244903,0,245925465,False,,residential,False,95.102,"LINESTRING (114.0370634 22.5507285, 114.0379631 22.5509312)",,
2530244798,7979256827,0,245925462,False,,residential,True,157.09199999999998,"LINESTRING (114.0370634 22.5507285, 114.0366966 22.5519771, 114.0366355 22.5520819)",,
2530244798,7979256854,0,245925465,False,,residential,True,100.73700000000001,"LINESTRING (114.0370634 22.5507285, 114.0361914 22.5505333, 114.03611 22.5505153)",,
2530244799,7979256793,0,245925467,False,景城路,residential,True,111.349,"LINESTRING (114.0379086 22.5539929, 114.0384079 22.553104)",,2
2530244799,2530244777,0,245925459,False,,residential,False,240.565,"LINESTRING (114.0379086 22.5539929, 114.0373037 22.553673, 114.0372302 22.5536727, 114.0371793 22.5536876, 114.0371374 22.5537349, 114.0364159 22.5548991)",,
2530244799,2530244801,0,245925467,False,景城路,residential,False,127.73,"LINESTRING (114.0379086 22.5539929, 114.0377133 22.5542976, 114.037275 22.5549814)",,2
2530244801,2530244799,0,245925467,False,景城路,residential,True,127.73,"LINESTRING (114.037275 22.5549814, 114.0377133 22.5542976, 114.0379086 22.5539929)",,2
2530244903,7979256825,0,245925461,True,,residential,False,95.703,"LINESTRING (114.0379631 22.5509312, 114.0381996 22.5500987)",,
2530244903,7979256821,0,245925465,False,,residential,False,6.637,"LINESTRING (114.0379631 22.5509312, 114.0380259 22.5509453)",,
2530244903,2530244798,0,245925465,False,,residential,True,95.102,"LINESTRING (114.0379631 22.5509312, 114.0370634 22.5507285)",,
2530244921,2530244780,0,245925455,False,,residential,False,83.926,"LINESTRING (114.0350979 22.5511497, 114.0343771 22.550794)",,
2530244921,2530244793,0,245925456,False,,residential,False,116.977,"LINESTRING (114.0350979 22.5511497, 114.0353071 22.5501156)",,
2530244921,7979256850,0,245925455,False,,residential,True,82.19000000000001,"LINESTRING (114.0350979 22.5511497, 114.0357604 22.5514767, 114.035805 22.5514958)",,
2530612268,295526887,0,26967986,False,,residential,True,114.96,"LINESTRING (114.024639 22.5576646, 114.0248726 22.5566535)",,
2530612268,295526893,0,245962641,False,,residential,False,56.522,"LINESTRING (114.024639 22.5576646, 114.0251788 22.557764)",,
2530612268,2530612272,0,26967986,False,,residential,False,165.208,"LINESTRING (114.024639 22.5576646, 114.0245297 22.5581379, 114.0253955 22.5587415)",,
2530612272,2530612286,0,245962651,False,,residential,True,130.488,"LINESTRING (114.0253955 22.5587415, 114.0263812 22.5580009)",,
2530612272,2530612268,0,26967986,False,,residential,True,165.208,"LINESTRING (114.0253955 22.5587415, 114.0245297 22.5581379, 114.024639 22.5576646)",,
2530612272,2530612323,0,245962651,False,,residential,False,70.097,"LINESTRING (114.0253955 22.5587415, 114.0255024 22.5589407, 114.0252032 22.559241)",,
2530612276,7983583615,0,245962637,False,秀梅路,residential,False,138.262,"LINESTRING (114.0261756 22.5593982, 114.027215 22.5586078)",,
2530612285,2530612340,0,856409072,False,,residential,True,106.97,"LINESTRING (114.0354872 22.5599834, 114.0362966 22.5593778)",,
2530612286,295526981,0,245962641,False,,residential,False,85.667,"LINESTRING (114.0263812 22.5580009, 114.0272038 22.5581292)",,
2530612286,295526893,0,245962641,False,,residential,True,126.251,"LINESTRING (114.0263812 22.5580009, 114.0251788 22.557764)",,
2530612286,2530612272,0,245962651,False,,residential,False,130.488,"LINESTRING (114.0263812 22.5580009, 114.0253955 22.5587415)",,
2530612289,7983583836,0,245962649,False,,residential,True,126.702,"LINESTRING (114.036232 22.5593082, 114.0371862 22.5585858)",,
2530612289,2530612340,0,856409073,False,,residential,False,10.193,"LINESTRING (114.036232 22.5593082, 114.0362966 22.5593778)",,
2530612289,7985225768,0,856409073,False,,residential,True,33.771,"LINESTRING (114.036232 22.5593082, 114.0360181 22.5590775)",,
2530612292,7983583649,0,245962637,False,秀梅路,residential,True,7.495,"LINESTRING (114.027876 22.5581052, 114.0278197 22.5581481)",,
2530612292,2997795172,0,856212672,False,秀梅路,residential,False,222.161,"LINESTRING (114.027876 22.5581052, 114.0295439 22.5568327)",,
2530612292,7983583679,0,856212674,True,景田北六街,residential,False,120.75500000000001,"LINESTRING (114.027876 22.5581052, 114.0279451 22.5581822, 114.0286267 22.5589411)",20,
2530612323,2530612272,0,245962651,False,,residential,True,70.097,"LINESTRING (114.0252032 22.559241, 114.0255024 22.5589407, 114.0253955 22.5587415)",,
2530612340,2530612285,0,856409072,False,,residential,False,106.97,"LINESTRING (114.0362966 22.5593778, 114.0354872 22.5599834)",,
2530612340,7985225769,0,856409073,False,,residential,False,57.531,"LINESTRING (114.0362966 22.5593778, 114.036661 22.5597708)",,
2530612340,2530612289,0,856409073,False,,residential,True,10.193,"LINESTRING (114.0362966 22.5593778, 114.036232 22.5593082)",,
2756964452,2756964460,0,270684505,True,,primary_link,False,105.076,"LINESTRING (114.0286429 22.5563789, 114.0288344 22.556381, 114.0290141 22.5563752, 114.0291869 22.5563623, 114.029259 22.5563556, 114.0293901 22.5563389, 114.0295149 22.5563143, 114.029654 22.5562729)",,
2756964452,7983583754,0,996207987,True,侨香路,primary,False,70.026,"LINESTRING (114.0286429 22.5563789, 114.0290901 22.556472, 114.0291425 22.5564833, 114.0291934 22.5564971, 114.0292439 22.5565154, 114.0292999 22.5565408)",,
2756964460,7979925127,0,627546520,True,香梅路,primary,False,88.585,"LINESTRING (114.029654 22.5562729, 114.0303255 22.5557728)",,
2997795172,2530612292,0,856212672,False,秀梅路,residential,True,222.161,"LINESTRING (114.0295439 22.5568327, 114.027876 22.5581052)",,
2997795172,295526971,0,996750287,True,景田北街,tertiary,False,25.364,"LINESTRING (114.0295439 22.5568327, 114.0295155 22.5568035, 114.0294702 22.5567627, 114.029441 22.5567399, 114.0294131 22.5567238, 114.0293833 22.556712, 114.0293474 22.5567015)",40,
3687655934,1722054763,0,1049968032,True,莲花路,primary,False,20.318,"LINESTRING (114.0334791 22.5535117, 114.0335161 22.5535209, 114.0335507 22.553536, 114.033584 22.5535522, 114.0336146 22.5535707, 114.0336513 22.5535979)",,
3687655934,7979925144,0,1052079670,True,香梅路,primary,False,8.715,"LINESTRING (114.0334791 22.5535117, 114.0334735 22.5535373, 114.0334648 22.5535638, 114.0334534 22.553586)",,
3687655952,7975286298,0,364718558,True,,primary_link,False,99.18,"LINESTRING (114.0329678 22.5538049, 114.0330305 22.5537406, 114.0330843 22.5536779, 114.033136 22.5536136, 114.0331928 22.5535394, 114.0332544 22.5534522, 114.0332776 22.5534189, 114.0333008 22.5533856, 114.0333409 22.5533254, 114.0333803 22.5532609, 114.0334172 22.5531957, 114.0334449 22.5531356, 114.033475 22.5530526)",,
3687655952,278659670,0,1012130745,True,香梅路,primary,False,56.623999999999995,"LINESTRING (114.0329678 22.5538049, 114.0332889 22.5535657, 114.0333243 22.5535462, 114.0333477 22.5535361, 114.0333533 22.5535337, 114.0333882 22.5535223, 114.033416 22.553516)",,
3687655962,7983583754,0,1051842289,True,香梅路,primary,False,19.989,"LINESTRING (114.0291512 22.5566568, 114.0292999 22.5565408)",,
3687655962,7983583748,0,1077629926,True,侨香路,primary,False,57.153,"LINESTRING (114.0291512 22.5566568, 114.0290187 22.5566284, 114.0289438 22.5566123, 114.0286074 22.5565475)",,
3687655970,295526981,0,364718561,True,香梅路,secondary,False,165.125,"LINESTRING (114.0259593 22.5590696, 114.0264081 22.5587272, 114.0272038 22.5581292)",,
3687781773,7979925174,0,364731437,True,,primary_link,False,31.786,"LINESTRING (114.0380331 22.5564121, 114.0380403 22.5563971, 114.0380439 22.5563817, 114.0380454 22.5563607, 114.0380449 22.5563373, 114.0380426 22.5563176, 114.0380372 22.556296, 114.0380298 22.5562752, 114.0380204 22.5562555, 114.038009 22.5562354, 114.037997 22.5562197, 114.037982 22.5562027, 114.0379676 22.5561892, 114.0379506 22.5561756, 114.0379316 22.5561654)",,
3687781773,7979925175,0,996625975,True,景田路,secondary,False,29.317,"LINESTRING (114.0380331 22.5564121, 114.0380972 22.5563274, 114.0381951 22.556195)",40,
6317284715,2756964452,0,25565889,True,侨香路,primary,False,150.708,"LINESTRING (114.0272112 22.5560809, 114.0286429 22.5563789)",,
6317284715,2365005184,0,227875247,False,,residential,False,251.09199999999998,"LINESTRING (114.0272112 22.5560809, 114.0272734 22.5558068, 114.0274241 22.5552702, 114.0274965 22.5550225, 114.0276065 22.554807, 114.0277996 22.5545197, 114.027872 22.5544751, 114.0279659 22.5544726, 114.0284246 22.5544751)",,
7273811015,7979918288,0,855388125,True,景田路,secondary,False,30.202,"LINESTRING (114.0386451 22.555813, 114.0384772 22.556036)",40,
7273811015,7979925184,0,779037719,True,,primary_link,False,36.592000000000006,"LINESTRING (114.0386451 22.555813, 114.0386241 22.5558701, 114.0386193 22.5558942, 114.0386181 22.555916, 114.0386215 22.5559397, 114.0386297 22.5559604, 114.0386415 22.5559812, 114.0386545 22.5559981, 114.0386717 22.556015, 114.0386914 22.5560305, 114.0387112 22.5560422, 114.0387324 22.5560519, 114.0387513 22.5560596, 114.0387749 22.5560654)",,1
7975286295,2323667312,0,223463857,False,,residential,True,29.927,"LINESTRING (114.0340236 22.5501077, 114.0337353 22.5500684)",,
7975286298,7975286548,0,1012130741,True,香梅路,secondary,False,76.182,"LINESTRING (114.033475 22.5530526, 114.0336008 22.5523774)",,
7975286299,7975286548,0,223463858,False,,residential,True,9.299,"LINESTRING (114.0336902 22.5523907, 114.0336008 22.5523774)",,
7975286299,7975286300,0,1036826643,True,香梅路,secondary,False,86.568,"LINESTRING (114.0336902 22.5523907, 114.0335463 22.5531578)",,
7975286300,1722054763,0,364718555,True,,primary_link,False,50.471999999999994,"LINESTRING (114.0335463 22.5531578, 114.0335553 22.5532639, 114.0335638 22.5533234, 114.0335753 22.5533851, 114.033583 22.553415, 114.0335906 22.5534448, 114.0336098 22.5535037, 114.0336252 22.5535491, 114.0336513 22.5535979)",,
7975286300,3687655934,0,1049968031,True,香梅路,secondary,False,39.953,"LINESTRING (114.0335463 22.5531578, 114.0335065 22.5533702, 114.0334965 22.5534217, 114.0334791 22.5535117)",,
7975286548,7975286299,0,223463858,False,,residential,False,9.299,"LINESTRING (114.0336008 22.5523774, 114.0336902 22.5523907)",,
7975286548,2323667293,0,223463858,False,,residential,True,28.948,"LINESTRING (114.0336008 22.5523774, 114.0333225 22.552336)",,
7975286548,7979256816,0,1012130741,True,香梅路,secondary,False,183.864,"LINESTRING (114.0336008 22.5523774, 114.0339043 22.5507478)",,
7977050976,7985225899,0,245929527,True,景田东一街 Jingtian E 1st St,residential,False,13.763,"LINESTRING (114.0375013 22.5571161, 114.0376181 22.5571768)",,
7977050976,3687781773,0,996625975,True,景田路,secondary,False,95.447,"LINESTRING (114.0375013 22.5571161, 114.0380331 22.5564121)",40,
7977050978,7983583836,0,245925446,True,景田北一街,residential,False,54.044,"LINESTRING (114.036744 22.5583233, 114.0367843 22.5583536, 114.0368205 22.558379, 114.0368623 22.5584047, 114.0371862 22.5585858)",,
7977050978,7977056054,0,996625969,True,景田路,secondary,False,222.19099999999997,"LINESTRING (114.036744 22.5583233, 114.0367058 22.5583662, 114.0366195 22.5584574, 114.0365527 22.5585153, 114.0351108 22.5596306)",40,
7977056051,7977056052,0,856212683,True,景田北九街,residential,False,10.013,"LINESTRING (114.0321767 22.5595419, 114.0322496 22.5594821)",20,
7977056051,7983578045,0,364729972,True,景田北街,tertiary,False,143.611,"LINESTRING (114.0321767 22.5595419, 114.0313281 22.5586687, 114.0312426 22.5585807)",40,
7977056052,7983583789,0,193722093,True,景田北街,tertiary,False,8.63,"LINESTRING (114.0322496 22.5594821, 114.0323058 22.5595398)",40,
7977056052,7985195271,0,856212683,True,景田北九街,residential,False,107.639,"LINESTRING (114.0322496 22.5594821, 114.032992 22.5588728, 114.0330168 22.5588544, 114.0330349 22.558841)",20,
7977056053,7977056054,0,958581835,True,景田北三街,residential,False,14.532,"LINESTRING (114.0350117 22.5595373, 114.0351108 22.5596306)",,
7977056053,7983583840,0,996625975,True,景田路,secondary,False,220.96399999999997,"LINESTRING (114.0350117 22.5595373, 114.0365131 22.5583679, 114.0365617 22.5583244, 114.0366034 22.5582833, 114.0366417 22.5582418)",40,
7977056054,7985225750,0,996625969,True,景田路,secondary,False,5.423,"LINESTRING (114.0351108 22.5596306, 114.0350703 22.5596619)",40,
7977056054,2530612285,0,958581835,True,景田北三街,residential,False,55.074000000000005,"LINESTRING (114.0351108 22.5596306, 114.0353979 22.559901, 114.0354387 22.5599401, 114.0354872 22.5599834)",,
7977056072,7977056077,0,245925442,True,商报路,tertiary,False,13.639,"LINESTRING (114.0397176 22.5533501, 114.0398504 22.5533522)",,
7977056077,7979256788,0,855388125,True,景田路,secondary,False,12.254,"LINESTRING (114.0398504 22.5533522, 114.03985 22.5534624)",40,
7979256736,7979256740,0,855388125,True,景田路,secondary,False,5.282,"LINESTRING (114.0398553 22.5519182, 114.0398552 22.5519657)",40,
7979256740,7977056077,0,855388125,True,景田路,secondary,False,154.17299999999997,"LINESTRING (114.0398552 22.5519657, 114.0398508 22.5532153, 114.0398506 22.5532746, 114.0398504 22.5533522)",40,
7979256787,7977056072,0,25565505,True,景田路,secondary,False,12.276,"LINESTRING (114.0397174 22.5534605, 114.0397176 22.5533501)",40,
