u,v,key,osmid,oneway,highway,reversed,length,geometry,ref,name,lanes,maxspeed,access,bridge,tunnel
7959990747,7959990766,0,996752254,True,secondary,False,39.802,"LINESTRING (114.0512493 22.5357617, 114.0512524 22.5355924, 114.0512537 22.5355203, 114.0512558 22.5354038)",,益田路,3,,,,
7959990766,7959990767,0,40988607,True,secondary,False,13.979,"LINESTRING (114.0512558 22.5354038, 114.051258 22.5352781)",,益田路,3,,,,
7959990766,7959990597,0,996752253,True,tertiary,False,51.134,"LINESTRING (114.0512558 22.5354038, 114.0510923 22.5354012, 114.050758 22.5353962)",,福华三路,3,,,,
7959990767,7959990781,0,996752260,True,tertiary,False,12.501,"LINESTRING (114.051258 22.5352781, 114.0513797 22.5352802)",,福华三路,3,,,,
7959990767,7232047137,0,40988607,True,secondary,False,38.802,"LINESTRING (114.051258 22.5352781, 114.0512596 22.5351926, 114.0512606 22.5351348, 114.0512643 22.5349292)",,益田路,3,,,,
7959990771,7959990781,0,40977700,True,secondary,False,40.001,"LINESTRING (114.0513855 22.5349205, 114.0513823 22.5351372, 114.0513812 22.5351957, 114.0513797 22.5352802)",,益田路,3,,,,
7959990771,7959990777,0,853337027,True,secondary_link,False,57.736,"LINESTRING (114.0513855 22.5349205, 114.0514481 22.5351289, 114.0514664 22.535158, 114.0514894 22.5351827, 114.0515152 22.535204, 114.0515406 22.5352209, 114.0515752 22.5352378, 114.0517174 22.5352854)",,,,,,,
7959990777,7959990733,0,"[996752261, 996752262]",True,tertiary,False,172.989,"LINESTRING (114.0517174 22.5352854, 114.0520433 22.5352905, 114.0530705 22.5353064, 114.0531592 22.5353077, 114.0534015 22.5353115)",,福华三路,"['3', '0']",,,,
7959990780,7959990766,0,1052079657,True,tertiary,False,12.511,"LINESTRING (114.0513776 22.5354056, 114.0512558 22.5354038)",,福华三路,3,,,,
7959990780,7232047153,0,40977700,True,secondary,False,31.617,"LINESTRING (114.0513776 22.5354056, 114.0513755 22.5355187, 114.0513725 22.5356899)",,益田路,3,,,,
7959990781,7959990780,0,40977700,True,secondary,False,13.946,"LINESTRING (114.0513797 22.5352802, 114.0513776 22.5354056)",,益田路,3,,,,
7959990781,7959990777,0,996752260,True,tertiary,False,34.687,"LINESTRING (114.0513797 22.5352802, 114.0514762 22.5352817, 114.0515569 22.5352829, 114.0517174 22.5352854)",,福华三路,3,,,,
7959990816,7959990817,0,96329686,False,residential,True,12.658,"LINESTRING (114.0459502 22.53531, 114.0459533 22.5351962)",,中心一路,,,,,
7959990816,1116469184,0,96329686,False,residential,False,313.789,"LINESTRING (114.0459502 22.53531, 114.0459464 22.5354159, 114.0459291 22.536407, 114.0459349 22.5364575, 114.0459548 22.5365036, 114.0459923 22.5365376, 114.0460464 22.5365681, 114.0461157 22.5365899, 114.0461977 22.5366045, 114.0463172 22.5366163, 114.0476828 22.5366391)",,中心一路,,,,,
7959990816,1116469157,0,"[245920232, 996752253]",True,tertiary,False,162.007,"LINESTRING (114.0459502 22.53531, 114.0450698 22.5353013, 114.0449484 22.5353076, 114.0448961 22.5353222, 114.0448481 22.5353428, 114.0448053 22.5353698, 114.0447636 22.535408, 114.0447232 22.5354484, 114.0446703 22.5355147, 114.0445647 22.5356808)",,福华三路,3,,,,
7959990817,7959990816,0,96329686,False,residential,False,12.658,"LINESTRING (114.0459533 22.5351962, 114.0459502 22.53531)",,中心一路,,,,,
7959990817,7959990818,0,96329686,False,residential,True,197.842,"LINESTRING (114.0459533 22.5351962, 114.0459562 22.5351048, 114.0459578 22.535028, 114.0459904 22.5334173)",,中心一路,,,,,
7959990817,7959990600,0,996752260,True,tertiary,False,194.714,"LINESTRING (114.0459533 22.5351962, 114.0462221 22.5352004, 114.0476365 22.5352223, 114.0478489 22.5352255)",,福华三路,3,,,,
7959990818,7958753253,0,96329686,False,residential,True,7.406,"LINESTRING (114.0459904 22.5334173, 114.0459912 22.5333507)",,中心一路,,,,,
7959990818,1982884401,0,"[187659529, 34900358]",True,"['tertiary', 'primary_link']",False,151.369,"LINESTRING (114.0459904 22.5334173, 114.0447571 22.5334038, 114.0446065 22.5335769)",,福华四路,,,,,
7959990818,7959990817,0,96329686,False,residential,False,197.842,"LINESTRING (114.0459904 22.5334173, 114.0459578 22.535028, 114.0459562 22.5351048, 114.0459533 22.5351962)",,中心一路,,,,,
7959990819,7959990600,0,853206478,True,tertiary,False,14.012,"LINESTRING (114.047847 22.5353515, 114.0478489 22.5352255)",,民田路,2,,,,
7959990819,7959990816,0,996752253,True,tertiary,False,195.55,"LINESTRING (114.047847 22.5353515, 114.0476927 22.5353129, 114.0460826 22.5352917, 114.0459502 22.53531)",,福华三路,3,,,,
7959990831,7959990819,0,996752253,True,tertiary,False,8.402,"LINESTRING (114.0479288 22.5353528, 114.047847 22.5353515)",,福华三路,3,,,,
7959990831,7959603011,0,34900359,True,tertiary,False,215.954,"LINESTRING (114.0479288 22.5353528, 114.0479002 22.5370891, 114.0478968 22.5372947)",,民田路,2,,,,
7959990836,7959990831,0,996752253,True,tertiary,False,199.79899999999998,"LINESTRING (114.0498739 22.5353826, 114.0481357 22.535356, 114.0479288 22.5353528)",,福华三路,3,,,,
7959990844,7959603031,0,923157994,True,unclassified,False,36.305,"LINESTRING (114.0502716 22.5353887, 114.0502091 22.5354217, 114.0501669 22.5354481, 114.0501334 22.5354696, 114.050108 22.5354969, 114.0500877 22.5355278, 114.0500744 22.5355541, 114.0500663 22.5355824, 114.0500572 22.5356264)",,中心二路,,,,,
7959990844,7959990836,0,996752253,True,tertiary,False,40.851,"LINESTRING (114.0502716 22.5353887, 114.0501329 22.5353865, 114.0498739 22.5353826)",,福华三路,3,,,,
7959990859,2868134337,0,96167632,True,unclassified,False,41.317,"LINESTRING (114.049798 22.5352557, 114.0498611 22.5352418, 114.0498973 22.5352267, 114.0499359 22.5351998, 114.0499666 22.5351711, 114.049993 22.5351373, 114.0500171 22.5351006, 114.0500339 22.535066, 114.0500576 22.5350022)",,中心二路,,,,,
7959990859,7959990870,0,996752260,True,tertiary,False,51.759,"LINESTRING (114.049798 22.5352557, 114.0499555 22.5352582, 114.0501344 22.5352609, 114.0503019 22.5352635)",,福华三路,3,,,,
7959990870,7959990601,0,996752260,True,tertiary,False,46.85,"LINESTRING (114.0503019 22.5352635, 114.050758 22.5352706)",,福华三路,3,,,,
7965680865,7965696210,0,545243397,True,unclassified,False,46.608,"LINESTRING (114.0439294 22.5341212, 114.043937 22.5337021)",,,,,,,
7965680865,9867711780,0,"[1075995354, 1075995355]",True,primary,False,35.330000000000005,"LINESTRING (114.0439294 22.5341212, 114.0439435 22.5340809, 114.0439597 22.5340514, 114.0439829 22.5340257, 114.0439995 22.5340095, 114.044025 22.5339932, 114.0440346 22.5339879, 114.0440461 22.5339812, 114.0440741 22.5339662, 114.0441094 22.5339543, 114.0441483 22.5339457, 114.0441834 22.5339374)",,,,,,yes,
7965680878,1491845363,0,282866324,False,residential,True,6.137,"LINESTRING (114.041041 22.5335915, 114.0410641 22.5335406)",,,,,,,
7965680878,7965696089,0,135913045,True,tertiary,False,66.82000000000001,"LINESTRING (114.041041 22.5335915, 114.0410137 22.5335789, 114.0407972 22.5334653, 114.0405616 22.5333313, 114.0404841 22.5332815)",,福田新沙路,,,,,
7965680878,2868134377,0,282866324,False,residential,False,71.491,"LINESTRING (114.041041 22.5335915, 114.041007 22.5336663, 114.0409694 22.5337852, 114.0408757 22.5342145)",,,,,,,
7965680884,1491845393,0,282885052,False,residential,False,6.106,"LINESTRING (114.0420911 22.5340408, 114.0421175 22.5339916)",,,,,,,
7965680884,7965680878,0,135913045,True,tertiary,False,118.877,"LINESTRING (114.0420911 22.5340408, 114.0416321 22.5338493, 114.0413033 22.5337122, 114.041041 22.5335915)",,福田新沙路,,,,,
7965696088,7965696093,0,241489261,True,tertiary,False,5.492,"LINESTRING (114.0404912 22.5332147, 114.0405351 22.5332429)",,福田新沙路,,,,,
7965696088,7965696102,0,854137897,True,unclassified,False,222.98,"LINESTRING (114.0404912 22.5332147, 114.0405164 22.5331508, 114.0405339 22.5330628, 114.0405453 22.532954, 114.0405887 22.53235, 114.0406626 22.5313226, 114.0406619 22.5312964, 114.0406539 22.5312716, 114.0406418 22.5312499, 114.040622 22.53123)",,新沙街,,,,,
7965696089,7965696088,0,854137897,True,unclassified,False,7.464,"LINESTRING (114.0404841 22.5332815, 114.0404912 22.5332147)",,新沙街,,,,,
7965696093,7965696089,0,241489276,True,unclassified,False,6.772,"LINESTRING (114.0405351 22.5332429, 114.0404841 22.5332815)",,新沙街,,,,,
7965696093,1491845363,0,241489261,True,tertiary,False,63.647999999999996,"LINESTRING (114.0405351 22.5332429, 114.0406012 22.5332854, 114.0408281 22.5334154, 114.0410351 22.5335254, 114.0410641 22.5335406)",,福田新沙路,,,,,
7965696098,7965696102,0,996208022,True,primary,False,14.825,"LINESTRING (114.0407654 22.5312452, 114.040622 22.53123)",,滨河大道辅路,1,,,,
7965696098,7965696093,0,241489276,True,unclassified,False,224.577,"LINESTRING (114.0407654 22.5312452, 114.0407491 22.5312611, 114.0407377 22.5312772, 114.040729 22.5312976, 114.0407243 22.5313241, 114.0406407 22.5323806, 114.040594 22.53297, 114.0405875 22.5330405, 114.0405754 22.5331161, 114.0405593 22.5331768, 114.0405351 22.5332429)",,新沙街,,,,,
7965696210,1491845306,0,545243397,True,unclassified,False,515.982,"LINESTRING (114.043937 22.5337021, 114.0439588 22.5326068, 114.0439611 22.5323594, 114.0439539 22.532326, 114.0439367 22.5322952, 114.0439091 22.5322716, 114.0438708 22.5322567, 114.0438278 22.5322508, 114.043548 22.5322404, 114.0434875 22.5322341, 114.0434271 22.5322216, 114.0433816 22.5322054, 114.0433349 22.5321753, 114.0432995 22.5321438, 114.042753 22.5315922, 114.0426986 22.5315469, 114.0426396 22.5315085, 114.0425767 22.531479, 114.0424868 22.531452, 114.0423802 22.5314348, 114.0411189 22.531322, 114.0410261 22.5313075, 114.0409459 22.5312885, 114.0408872 22.531271, 114.0408093 22.5312498)",,,,,,,
7965696218,9867711795,0,996208018,True,primary,False,39.802,"LINESTRING (114.0444277 22.5347677, 114.0444341 22.5344098)",,新洲路,,,,,
7965696225,2750787481,0,996625936,True,primary,False,227.038,"LINESTRING (114.044349 22.5382872, 114.0443871 22.5362457)",,新洲路,,,,,
7965696225,7965696302,0,246134221,True,primary_link,False,97.33699999999999,"LINESTRING (114.044349 22.5382872, 114.0443297 22.5381736, 114.0443126 22.5380918, 114.0442939 22.5380183, 114.0442767 22.5379301, 114.0442693 22.5378604, 114.0442744 22.5374185)",,,,,,,
7965696302,5269888287,0,996208016,True,primary_link,False,60.772,"LINESTRING (114.0442744 22.5374185, 114.0442807 22.536872)",,,,,,,
7965696320,9979980861,0,1089478668,True,unclassified,False,98.04299999999999,"LINESTRING (114.0438295 22.5380216, 114.0438283 22.5380072, 114.0438195 22.5379277, 114.0438053 22.53785, 114.0437793 22.5377711, 114.0437364 22.5376925, 114.0436982 22.5376323, 114.0436473 22.5375675, 114.0433922 22.5373251, 114.043376 22.5372772)",,,,,,,
7965696332,7965696225,0,996625936,True,primary,False,167.193,"LINESTRING (114.0443224 22.5397906, 114.044349 22.5382872)",,新洲路,,,,,
7966386931,7959602886,0,853286925,True,tertiary,False,48.924,"LINESTRING (114.0490618 22.5393976, 114.0495381 22.5394053)",,福华一路,,,,,
8109971622,8109971643,0,40971705,True,primary,False,88.5,"LINESTRING (114.0595349 22.5318317, 114.0586734 22.5318158)",,滨河大道辅路,4,40,yes,,
8109971622,6033482390,0,640465231,True,trunk_link,False,116.805,"LINESTRING (114.0595349 22.5318317, 114.0594428 22.5318189, 114.0593137 22.5317927, 114.0591746 22.531765, 114.0589291 22.5317285, 114.0588049 22.5317081, 114.0586854 22.5316869, 114.0585422 22.5316662, 114.0584153 22.5316493)",,,1,,,,
8109971632,4397491519,0,40971705,True,primary,False,169.691,"LINESTRING (114.0575556 22.5318081, 114.0559038 22.5317751)",,滨河大道辅路,4,40,yes,,
8109971643,8109971632,0,40971705,True,primary,False,114.809,"LINESTRING (114.0586734 22.5318158, 114.0575556 22.5318081)",,滨河大道辅路,4,40,yes,,
8109971643,499681297,0,40998264,True,primary_link,False,207.25499999999997,"LINESTRING (114.0586734 22.5318158, 114.0586043 22.5318369, 114.0585613 22.5318519, 114.0585254 22.5318694, 114.0584908 22.5318889, 114.0584661 22.5319087, 114.0584423 22.5319303, 114.0584164 22.5319587, 114.0583971 22.5319862, 114.0583783 22.5320147, 114.0583633 22.5320458, 114.0583498 22.5320805, 114.0583409 22.5321191, 114.0583346 22.5321608, 114.0583314 22.532202, 114.0583244 22.5331884, 114.0583173 22.5332618, 114.0583037 22.5333286, 114.0582303 22.5335094)",,滨河金田立交,,,,,
8484530478,8484530480,0,913361340,False,living_street,False,94.219,"LINESTRING (114.0562629 22.5310619, 114.0562406 22.5309464, 114.0562141 22.5308096, 114.0561907 22.5306886, 114.0561854 22.5306622, 114.0561583 22.5305268, 114.0561298 22.5303844, 114.0560985 22.5302283)",,,,,,,
8484530480,8485178066,0,913361340,False,living_street,False,5.034,"LINESTRING (114.0560985 22.5302283, 114.0560895 22.5301838)",,,,,,,
8484530480,8495464912,0,97522387,True,residential,False,22.572,"LINESTRING (114.0560985 22.5302283, 114.0559091 22.5302569, 114.0558816 22.530261)",,皇岗三街,1,,,,
8484530480,8484530478,0,913361340,False,living_street,True,94.219,"LINESTRING (114.0560985 22.5302283, 114.0561298 22.5303844, 114.0561583 22.5305268, 114.0561854 22.5306622, 114.0561907 22.5306886, 114.0562141 22.5308096, 114.0562406 22.5309464, 114.0562629 22.5310619)",,,,,,,
8485178066,8484530480,0,913361340,False,living_street,True,5.034,"LINESTRING (114.0560895 22.5301838, 114.0560985 22.5302283)",,,,,,,
8485178066,503467243,0,913432110,True,residential,False,62.51,"LINESTRING (114.0560895 22.5301838, 114.0566134 22.5301032, 114.0566907 22.5301084)",,皇岗三街,1,,,,
8490646138,8495464916,0,913432110,True,residential,False,217.401,"LINESTRING (114.0537727 22.5305602, 114.0538186 22.5305381, 114.0538617 22.5305265, 114.0542144 22.5304722, 114.0544393 22.5304376, 114.0545926 22.5304141, 114.0547649 22.5303876, 114.0549201 22.5303637, 114.0550777 22.5303394, 114.0552472 22.5303133, 114.0554126 22.5302879, 114.0554684 22.5302793, 114.0556462 22.530252, 114.0557389 22.5302377, 114.0558543 22.53022)",,皇岗三街,1,,,,
8490646138,7724575160,0,914031698,False,residential,True,61.224,"LINESTRING (114.0537727 22.5305602, 114.0537753 22.5305911, 114.0538674 22.5311037)",,皇岗四街,,,,,
8495464912,8495464916,0,914533694,False,living_street,False,5.352,"LINESTRING (114.0558816 22.530261, 114.0558543 22.53022)",,,,,,,
8495464912,8490646138,0,97522387,True,residential,False,219.416,"LINESTRING (114.0558816 22.530261, 114.0557478 22.5302812, 114.0555911 22.5303049, 114.0554208 22.5303306, 114.0552571 22.5303553, 114.0550862 22.5303811, 114.0549276 22.530405, 114.0547717 22.5304285, 114.054601 22.5304543, 114.054448 22.5304774, 114.0542938 22.5305007, 114.054222 22.5305115, 114.0538682 22.5305649, 114.0538219 22.5305674, 114.0537727 22.5305602)",,皇岗三街,1,,,,
8495464916,8485178066,0,913432110,True,residential,False,24.49,"LINESTRING (114.0558543 22.53022, 114.0560895 22.5301838)",,皇岗三街,1,,,,
8495464916,8495464912,0,914533694,False,living_street,True,5.352,"LINESTRING (114.0558543 22.53022, 114.0558816 22.530261)",,,,,,,
8508946962,6496421043,0,916095684,True,secondary_link,False,19.912999999999997,"LINESTRING (114.0581957 22.5351583, 114.0581066 22.5351559, 114.0580043 22.5351351)",,,1,,,,
8508946962,7959990655,0,996752263,True,secondary,False,25.279,"LINESTRING (114.0581957 22.5351583, 114.0581947 22.5352169, 114.0581936 22.5352777, 114.0581917 22.5353856)",,金田路,3,,,,
9732895756,7959990747,0,996752254,True,secondary,False,137.044,"LINESTRING (114.0512272 22.536994, 114.0512493 22.5357617)",,益田路,3,,,,
9867711780,7965696210,0,"[1075995356, 1075995358]",True,primary,False,38.845,"LINESTRING (114.0441834 22.5339374, 114.0441511 22.5339282, 114.044124 22.5339207, 114.0440956 22.533909, 114.0440682 22.5338935, 114.0440473 22.5338812, 114.044037 22.5338743, 114.0440141 22.5338578, 114.0440008 22.5338425, 114.0439871 22.5338189, 114.0439697 22.533784, 114.043937 22.5337021)",,,,,,yes,
9867711780,9867711791,0,"[1075995353, 1075995359]",True,primary,False,50.611999999999995,"LINESTRING (114.0441834 22.5339374, 114.0442335 22.533923, 114.0442632 22.5339115, 114.0442831 22.5339009, 114.0443067 22.5338845, 114.0443273 22.5338692, 114.0443484 22.5338494, 114.044366 22.5338306, 114.044379 22.533813, 114.0443897 22.5337908, 114.0443957 22.5337685, 114.0444431 22.533591)",,,,,,yes,
9867711791,499236929,0,1075995362,True,primary,False,84.384,"LINESTRING (114.0444431 22.533591, 114.0444655 22.5328324)",,新洲路,,,,,
9867711795,9867711791,0,996208018,True,primary,False,91.05499999999999,"LINESTRING (114.0444341 22.5344098, 114.0444374 22.53422, 114.0444391 22.5337255, 114.0444431 22.533591)",,新洲路,,,,,
9867711795,9867711780,0,"[1075995352, 1075995357]",True,primary,False,63.896,"LINESTRING (114.0444341 22.5344098, 114.0443856 22.5341824, 114.0443786 22.5340855, 114.0443723 22.5340615, 114.0443625 22.5340426, 114.0443453 22.5340219, 114.0443245 22.5340028, 114.0443059 22.5339877, 114.044301 22.5339849, 114.0442684 22.53397, 114.0442375 22.5339561, 114.0442062 22.5339444, 114.0441883 22.5339389, 114.0441834 22.5339374)",,,,,,yes,
9979980861,7965696302,0,"[996208017, 246134218, 1089478669]",True,"['unclassified', 'primary_link']",False,123.25100000000002,"LINESTRING (114.043376 22.5372772, 114.0434359 22.5372846, 114.0436998 22.5375223, 114.0437314 22.5375578, 114.0438448 22.5376291, 114.0438715 22.5376464, 114.0438933 22.5376563, 114.0439162 22.5376633, 114.0439397 22.5376684, 114.0439632 22.5376707, 114.0439875 22.5376712, 114.0440113 22.5376695, 114.044052 22.5376607, 114.0441227 22.5376382, 114.0441694 22.5376003, 114.0442044 22.5375639, 114.0442306 22.5375349, 114.0442521 22.5375013, 114.0442633 22.5374688, 114.0442744 22.5374185)",,,,,,,
9979980861,1491845427,0,1089478670,False,unclassified,True,316.642,"LINESTRING (114.043376 22.5372772, 114.0433503 22.5372523, 114.0433209 22.5372196, 114.0432904 22.5371829, 114.0432616 22.5371411, 114.0432457 22.5371134, 114.0432194 22.5370502, 114.0431993 22.5369898, 114.0431883 22.5369339, 114.0431822 22.536887, 114.0431809 22.5368333, 114.0431834 22.5367859, 114.0431895 22.536721, 114.0432066 22.5366521, 114.0432311 22.5365905, 114.0432622 22.5365307, 114.0432928 22.5364804, 114.0438072 22.5356893, 114.0438403 22.5356288, 114.0438749 22.5355568, 114.0438977 22.5354916, 114.0439094 22.5354352, 114.0439197 22.5353714, 114.0439242 22.5353055, 114.0439235 22.5346494)",,,,,,,
