u,v,key,osmid,highway,oneway,reversed,length,geometry,name,lanes,bridge
8259797132,8118118208,0,871570476,residential,False,False,74.371,"LINESTRING (114.0770955 22.5818722, 114.0770893 22.5818345, 114.0770851 22.5817895, 114.077082 22.5817019, 114.0770841 22.5816388, 114.0770908 22.5815686, 114.0771004 22.5815016, 114.0771143 22.5814279, 114.0771305 22.5813543, 114.0771489 22.5812824, 114.0771503 22.5812785, 114.0771782 22.5812147)",金湖路,2,
8259797132,9181562164,0,871570476,residential,False,True,41.989,"LINESTRING (114.0770955 22.5818722, 114.0771049 22.5819064, 114.0771224 22.5819441, 114.0771515 22.5819803, 114.077188 22.5820254, 114.0772443 22.5820919, 114.0773211 22.5821831)",金湖路,2,
8259797132,8259797190,0,888419184,residential,False,False,129.602,"LINESTRING (114.0770955 22.5818722, 114.0769912 22.5818798, 114.07684 22.5818635, 114.07669 22.5818215, 114.0766542 22.5817882, 114.0766296 22.5817481, 114.076616 22.5817107, 114.076609 22.581672, 114.0766094 22.5816267, 114.0766164 22.5815842, 114.0766386 22.5815505, 114.0766765 22.5815213, 114.0770382 22.5813129, 114.077077 22.5812857)",,,
8259797190,8118118208,0,888419184,residential,False,False,13.049,"LINESTRING (114.077077 22.5812857, 114.0771782 22.5812147)",,,
8259797190,8259797132,0,888419184,residential,False,True,129.602,"LINESTRING (114.077077 22.5812857, 114.0770382 22.5813129, 114.0766765 22.5815213, 114.0766386 22.5815505, 114.0766164 22.5815842, 114.0766094 22.5816267, 114.076609 22.581672, 114.076616 22.5817107, 114.0766296 22.5817481, 114.0766542 22.5817882, 114.07669 22.5818215, 114.07684 22.5818635, 114.0769912 22.5818798, 114.0770955 22.5818722)",,,
8278552524,8278552640,0,"[739463616, 222274996]",residential,False,False,189.303,"LINESTRING (114.0737583 22.5849959, 114.0737621 22.5849827, 114.0737629 22.584969, 114.0737621 22.5849561, 114.0737577 22.5849445, 114.0737484 22.5849351, 114.0737367 22.5849279, 114.0737047 22.5849149, 114.0735107 22.5848389, 114.0734657 22.5848248, 114.0734206 22.5848127, 114.0733764 22.5848038, 114.0733272 22.5847965, 114.0731139 22.5847798, 114.0730941 22.5847763, 114.073076 22.5847725, 114.0730587 22.5847664, 114.0730428 22.5847589, 114.0730272 22.584748, 114.0729028 22.5846519, 114.0728827 22.5846337, 114.072862 22.5846099, 114.0728484 22.5845899, 114.072835 22.5845669, 114.0728214 22.5845408, 114.0727662 22.584431, 114.0725224 22.5839499)",银湖路,,yes
8278552524,2312585047,0,890745102,residential,False,False,270.53100000000006,"LINESTRING (114.0737583 22.5849959, 114.0737076 22.5849809, 114.0734684 22.5848971, 114.0734007 22.5848782, 114.073358 22.584872, 114.0733119 22.5848689, 114.0732716 22.5848691, 114.0732297 22.5848726, 114.073176 22.5848793, 114.0731322 22.584888, 114.0729687 22.5849259, 114.0729039 22.5849444, 114.0728517 22.5849616, 114.0728042 22.5849796, 114.0727588 22.5849985, 114.072714 22.5850199, 114.0726736 22.5850418, 114.0726399 22.5850627, 114.0726053 22.5850877, 114.0720676 22.5855321, 114.0719616 22.5855916, 114.0719454 22.5856115, 114.0719414 22.5856352, 114.0719295 22.5857307, 114.0719228 22.5857487, 114.0719038 22.585763, 114.0718177 22.5858025, 114.0717454 22.5858273, 114.0716496 22.5858569, 114.0716045 22.5858682, 114.0715639 22.5858708)",环湖一路,,
8278552640,8278552524,0,"[739463616, 222274996]",residential,False,True,189.30300000000003,"LINESTRING (114.0725224 22.5839499, 114.0727662 22.584431, 114.0728214 22.5845408, 114.072835 22.5845669, 114.0728484 22.5845899, 114.072862 22.5846099, 114.0728827 22.5846337, 114.0729028 22.5846519, 114.0730272 22.584748, 114.0730428 22.5847589, 114.0730587 22.5847664, 114.073076 22.5847725, 114.0730941 22.5847763, 114.0731139 22.5847798, 114.0733272 22.5847965, 114.0733764 22.5848038, 114.0734206 22.5848127, 114.0734657 22.5848248, 114.0735107 22.5848389, 114.0737047 22.5849149, 114.0737367 22.5849279, 114.0737484 22.5849351, 114.0737577 22.5849445, 114.0737621 22.5849561, 114.0737629 22.584969, 114.0737621 22.5849827, 114.0737583 22.5849959)",银湖路,,yes
8278552640,2312598241,0,890745101,residential,True,False,31.686999999999998,"LINESTRING (114.0725224 22.5839499, 114.0724877 22.583912, 114.0724397 22.5838693, 114.0724055 22.5838474, 114.0723662 22.583827, 114.0722762 22.5837836)",环湖二路,1,
8278552646,8278552640,0,890745104,residential,True,False,26.881,"LINESTRING (114.0725754 22.5837469, 114.0725356 22.5837693, 114.0725092 22.5837967, 114.0724956 22.5838245, 114.0724901 22.5838486, 114.0724902 22.5838737, 114.0725224 22.5839499)",环湖二路,1,
8278552646,8118193617,0,"[993789642, 993789643, 993789644, 222277669]",residential,False,False,489.174,"LINESTRING (114.0725754 22.5837469, 114.0726187 22.5837375, 114.0727486 22.5837161, 114.072815 22.5837115, 114.0728814 22.5837121, 114.0729794 22.5837285, 114.0731064 22.5837526, 114.0733923 22.583817, 114.073516 22.5838345, 114.0735929 22.58384, 114.0736757 22.5838423, 114.0737679 22.5838381, 114.0738503 22.5838293, 114.0742594 22.5837877, 114.0743435 22.5837708, 114.0745173 22.5837215, 114.0745919 22.5836986, 114.0746625 22.5836749, 114.0747335 22.5836475, 114.0748044 22.5836143, 114.0748798 22.5835744, 114.0749547 22.5835291, 114.0752461 22.5832829, 114.0753844 22.583166, 114.0755652 22.5830189, 114.0762976 22.5824228, 114.0764828 22.5823261, 114.0766046 22.5822933, 114.0767672 22.5822637)",环湖三路,1,yes
8278552646,2312598241,0,993789642,residential,False,True,30.994,"LINESTRING (114.0725754 22.5837469, 114.0724787 22.5837605, 114.0724228 22.5837681, 114.0722762 22.5837836)",环湖三路,1,
9181562081,9181562105,0,739463617,residential,False,False,420.9000000000001,"LINESTRING (114.0685349 22.5857807, 114.0684058 22.5858729, 114.0680542 22.5861571, 114.06799 22.5862487, 114.0679874 22.5863379, 114.068033 22.5864345, 114.0682824 22.5867886, 114.0683575 22.5868332, 114.0684433 22.5868579, 114.0685158 22.5868555, 114.0686123 22.5867886, 114.068843 22.5866499, 114.0690549 22.5865608, 114.069315 22.5865162, 114.0695457 22.5864369, 114.0703289 22.5860531, 114.0704755 22.5859505, 114.0706205 22.5858656, 114.0706645 22.5858453)",,,
9181562081,9181562107,0,739463617,residential,False,True,147.844,"LINESTRING (114.0685349 22.5857807, 114.0690683 22.5854662, 114.0697083 22.5850121)",,,
9181562081,9181562088,0,993789636,residential,False,False,112.957,"LINESTRING (114.0685349 22.5857807, 114.0686148 22.5859586, 114.068685 22.5861256, 114.0687382 22.5862514, 114.0687468 22.5862947, 114.0687297 22.5863281, 114.0686914 22.5863497, 114.0682954 22.5864755)",,,
9181562088,9181562081,0,993789636,residential,False,True,112.957,"LINESTRING (114.0682954 22.5864755, 114.0686914 22.5863497, 114.0687297 22.5863281, 114.0687468 22.5862947, 114.0687382 22.5862514, 114.068685 22.5861256, 114.0686148 22.5859586, 114.0685349 22.5857807)",,,
9181562105,9181562106,0,993789638,residential,False,False,104.109,"LINESTRING (114.0706645 22.5858453, 114.0702788 22.5849794)",,,
9181562105,2312585047,0,739463617,residential,False,False,95.739,"LINESTRING (114.0706645 22.5858453, 114.070709 22.5858248, 114.070801 22.5857906, 114.070863 22.5857804, 114.0709292 22.5857721, 114.0710374 22.5857625, 114.0710925 22.5857605, 114.0711476 22.5857586, 114.0712681 22.5857857, 114.0713805 22.5858298, 114.0715639 22.5858708)",,,
9181562105,9181562081,0,739463617,residential,False,True,420.9,"LINESTRING (114.0706645 22.5858453, 114.0706205 22.5858656, 114.0704755 22.5859505, 114.0703289 22.5860531, 114.0695457 22.5864369, 114.069315 22.5865162, 114.0690549 22.5865608, 114.068843 22.5866499, 114.0686123 22.5867886, 114.0685158 22.5868555, 114.0684433 22.5868579, 114.0683575 22.5868332, 114.0682824 22.5867886, 114.068033 22.5864345, 114.0679874 22.5863379, 114.06799 22.5862487, 114.0680542 22.5861571, 114.0684058 22.5858729, 114.0685349 22.5857807)",,,
9181562106,9181562105,0,993789638,residential,False,True,104.109,"LINESTRING (114.0702788 22.5849794, 114.0706645 22.5858453)",,,
9181562107,9181562081,0,739463617,residential,False,False,147.844,"LINESTRING (114.0697083 22.5850121, 114.0690683 22.5854662, 114.0685349 22.5857807)",,,
9181562107,2312598354,0,739463617,residential,False,True,55.693,"LINESTRING (114.0697083 22.5850121, 114.0698941 22.5848803, 114.0701297 22.5846969)",,,
9181562107,9181562136,0,993789639,residential,False,False,131.649,"LINESTRING (114.0697083 22.5850121, 114.0699531 22.5849003, 114.0700999 22.584811, 114.0702952 22.5847067, 114.0704694 22.5846158, 114.0705356 22.584589, 114.0705565 22.584589, 114.0705678 22.5845979, 114.0705743 22.5846128, 114.0705856 22.5846322, 114.0705931 22.5846419, 114.0706046 22.5846448, 114.0706155 22.5846466, 114.0706341 22.5846436, 114.0706674 22.5846354, 114.0707116 22.584617, 114.0708231 22.5845745)",,,
9181562127,9181562132,0,993789639,residential,False,False,28.878,"LINESTRING (114.071028 22.5844657, 114.0710224 22.584441, 114.0710101 22.5844113, 114.070989 22.584371, 114.0709689 22.5843391, 114.0708829 22.5842478)",,,
9181562127,9181562136,0,993789639,residential,False,True,25.777,"LINESTRING (114.071028 22.5844657, 114.071028 22.5844842, 114.0710179 22.5844976, 114.0710046 22.5845099, 114.0708543 22.5845627, 114.0708231 22.5845745)",,,
9181562127,2312598241,0,993789641,residential,False,True,157.02800000000002,"LINESTRING (114.071028 22.5844657, 114.0710485 22.5843808, 114.0710634 22.5843316, 114.0711102 22.5842687, 114.0711954 22.5842097, 114.0713103 22.584137, 114.0714402 22.5840702, 114.0715615 22.5840171, 114.0717106 22.5839699, 114.0718085 22.5839463, 114.0719277 22.5839346, 114.0720214 22.5839169, 114.0720916 22.5838854, 114.0722023 22.5838363, 114.0722762 22.5837836)",,,
9181562132,9181562134,0,890745103,residential,False,False,22.045,"LINESTRING (114.0708829 22.5842478, 114.0707009 22.584353)",环湖三路,,
9181562132,2312598241,0,890745103,residential,False,True,154.727,"LINESTRING (114.0708829 22.5842478, 114.0710212 22.5841639, 114.0711798 22.5840815, 114.0714132 22.5839702, 114.0716327 22.5838784, 114.0718796 22.5838092, 114.0719763 22.5837967, 114.0721108 22.5837892, 114.0722762 22.5837836)",环湖三路,,
9181562132,9181562127,0,993789639,residential,False,True,28.878000000000004,"LINESTRING (114.0708829 22.5842478, 114.0709689 22.5843391, 114.070989 22.584371, 114.0710101 22.5844113, 114.0710224 22.584441, 114.071028 22.5844657)",,,
9181562134,9181562132,0,890745103,residential,False,True,22.045,"LINESTRING (114.0707009 22.584353, 114.0708829 22.5842478)",环湖三路,,
9181562134,2312598354,0,890745103,residential,False,False,70.016,"LINESTRING (114.0707009 22.584353, 114.0705029 22.5844674, 114.0701297 22.5846969)",环湖三路,,
9181562134,9181562136,0,993789640,residential,False,False,27.664,"LINESTRING (114.0707009 22.584353, 114.0707524 22.5844356, 114.0708231 22.5845745)",,,
9181562136,9181562127,0,993789639,residential,False,False,25.777,"LINESTRING (114.0708231 22.5845745, 114.0708543 22.5845627, 114.0710046 22.5845099, 114.0710179 22.5844976, 114.071028 22.5844842, 114.071028 22.5844657)",,,
9181562136,9181562107,0,993789639,residential,False,True,131.649,"LINESTRING (114.0708231 22.5845745, 114.0707116 22.584617, 114.0706674 22.5846354, 114.0706341 22.5846436, 114.0706155 22.5846466, 114.0706046 22.5846448, 114.0705931 22.5846419, 114.0705856 22.5846322, 114.0705743 22.5846128, 114.0705678 22.5845979, 114.0705565 22.584589, 114.0705356 22.584589, 114.0704694 22.5846158, 114.0702952 22.5847067, 114.0700999 22.584811, 114.0699531 22.5849003, 114.0697083 22.5850121)",,,
9181562136,9181562134,0,993789640,residential,False,True,27.664,"LINESTRING (114.0708231 22.5845745, 114.0707524 22.5844356, 114.0707009 22.584353)",,,
9181562164,8259797132,0,871570476,residential,False,False,41.989,"LINESTRING (114.0773211 22.5821831, 114.0772443 22.5820919, 114.077188 22.5820254, 114.0771515 22.5819803, 114.0771224 22.5819441, 114.0771049 22.5819064, 114.0770955 22.5818722)",金湖路,2,
9181562164,2312598312,0,871570476,residential,False,True,129.465,"LINESTRING (114.0773211 22.5821831, 114.0773454 22.5821864, 114.0773678 22.5821981, 114.0773859 22.5822167, 114.077404 22.5822421, 114.0774227 22.582273, 114.0777365 22.5827492, 114.0777627 22.5827791, 114.0777958 22.5828068, 114.0780206 22.5829851, 114.0780623 22.5830324, 114.0780913 22.5830808)",金湖路,2,
9181562164,8118193617,0,993789643,residential,False,True,57.574,"LINESTRING (114.0773211 22.5821831, 114.077041 22.5822268, 114.0767672 22.5822637)",环湖三路,1,
