u,v,key,osmid,name,highway,oneway,reversed,length,geometry
1362226373,1589531348,0,145558645,料壆路 Liu Pok Road,unclassified,False,True,756.8150000000003,"LINESTRING (114.1002579 22.5234836, 114.1003329 22.5235333, 114.1003873 22.523569, 114.1004606 22.5236293, 114.1005326 22.5236792, 114.1005588 22.5236993, 114.1005987 22.5237379, 114.1006216 22.52376, 114.1006876 22.5238296, 114.1007909 22.5239546, 114.1008597 22.5240488, 114.1009545 22.5241196, 114.1010006 22.5241563, 114.1011004 22.5242058, 114.1012578 22.5242619, 114.1013285 22.5242996, 114.1013529 22.5243115, 114.1015056 22.5244066, 114.1018136 22.5244277, 114.1021136 22.52439, 114.1022432 22.5244191, 114.1023716 22.5244838, 114.1024207 22.5245421, 114.1024288 22.5245798, 114.1023972 22.5249975, 114.1023516 22.5251684, 114.1023033 22.52527, 114.101928 22.5257521, 114.101914 22.5257995, 114.101914 22.5258416, 114.1019216 22.5258798, 114.1019537 22.5259165, 114.1019928 22.5259397, 114.1023732 22.5261306, 114.1028308 22.5263483, 114.1035569 22.5266802, 114.1036758 22.5267666, 114.1037835 22.5268849, 114.1040854 22.5273815, 114.1041657 22.527466, 114.1042571 22.5275299, 114.104413 22.5275491)"
1589531348,1362226373,0,145558645,料壆路 Liu Pok Road,unclassified,False,False,756.8149999999999,"LINESTRING (114.104413 22.5275491, 114.1042571 22.5275299, 114.1041657 22.527466, 114.1040854 22.5273815, 114.1037835 22.5268849, 114.1036758 22.5267666, 114.1035569 22.5266802, 114.1028308 22.5263483, 114.1023732 22.5261306, 114.1019928 22.5259397, 114.1019537 22.5259165, 114.1019216 22.5258798, 114.101914 22.5258416, 114.101914 22.5257995, 114.101928 22.5257521, 114.1023033 22.52527, 114.1023516 22.5251684, 114.1023972 22.5249975, 114.1024288 22.5245798, 114.1024207 22.5245421, 114.1023716 22.5244838, 114.1022432 22.5244191, 114.1021136 22.52439, 114.1018136 22.5244277, 114.1015056 22.5244066, 114.1013529 22.5243115, 114.1013285 22.5242996, 114.1012578 22.5242619, 114.1011004 22.5242058, 114.1010006 22.5241563, 114.1009545 22.5241196, 114.1008597 22.5240488, 114.1007909 22.5239546, 114.1006876 22.5238296, 114.1006216 22.52376, 114.1005987 22.5237379, 114.1005588 22.5236993, 114.1005326 22.5236792, 114.1004606 22.5236293, 114.1003873 22.523569, 114.1003329 22.5235333, 114.1002579 22.5234836)"
