u,v,key,osmid,oneway,name,highway,reversed,length,geometry,ref,lanes
6317320203,6317320202,0,674567457,True,宏威路,tertiary,False,19.773,"LINESTRING (114.0542318 22.5624798, 114.0542347 22.562302)",,
6317320203,6317320214,0,27164823,True,莲花路,primary,False,53.043,"LINESTRING (114.0542318 22.5624798, 114.0540249 22.5624957, 114.0537179 22.5625277)",,
2369336849,2369336878,0,228278338,False,,residential,False,28.922,"LINESTRING (114.0515713 22.5630881, 114.0515732 22.5633482)",,
2369336849,2369336720,0,228278343,False,,residential,True,140.821,"LINESTRING (114.0515713 22.5630881, 114.0502 22.5630724)",,
2369336849,2369336720,1,228278338,False,,residential,True,188.707,"LINESTRING (114.0515713 22.5630881, 114.0515774 22.5628896, 114.0508532 22.5627682, 114.0503195 22.5627657, 114.0502 22.5630724)",,
549760019,549760032,0,996188195,True,新洲路,primary,False,148.836,"LINESTRING (114.0411555 22.5616447, 114.0404869 22.5628323)",,
549760019,6302206153,0,43545418,True,,primary_link,False,385.219,"LINESTRING (114.0411555 22.5616447, 114.0411324 22.5617393, 114.0410981 22.5618979, 114.0410981 22.5620247, 114.0411153 22.5621594, 114.0411668 22.5623259, 114.0417601 22.5633326, 114.0417854 22.5633638, 114.0418263 22.5633967, 114.0418899 22.5634253, 114.0433983 22.5638935)",,
6317320214,564083714,0,27164823,True,莲花路,primary,False,209.921,"LINESTRING (114.0537179 22.5625277, 114.0534928 22.5625512, 114.0527889 22.5626463, 114.052377 22.5626859, 114.0520422 22.5627018, 114.0516858 22.5626819)",,
6317320215,2368586392,0,27164823,True,莲花路,primary,False,44.558,"LINESTRING (114.0547384 22.5624671, 114.0544894 22.562468, 114.0544788 22.562468, 114.0543046 22.5624743)",,
6317320215,6317320222,0,674567459,True,,primary_link,False,67.25999999999999,"LINESTRING (114.0547384 22.5624671, 114.0546086 22.5624997, 114.0545425 22.5625212, 114.0544667 22.5625555, 114.0544138 22.5625899, 114.0543809 22.5626242, 114.0543495 22.5626797, 114.0543252 22.5627417, 114.0542968 22.5628422)",,
549760028,6302206153,0,44419698,True,北环大道辅路,primary,False,109.804,"LINESTRING (114.0423329 22.5638797, 114.0425438 22.5638927, 114.0427208 22.5638927, 114.0429086 22.5638729, 114.0431124 22.563863, 114.043209 22.5638704, 114.0433983 22.5638935)",,
549760028,549760047,0,672979233,True,,trunk_link,False,199.065,"LINESTRING (114.0423329 22.5638797, 114.0426527 22.5639765, 114.0430218 22.5640875, 114.0435367 22.5642618, 114.0441347 22.5645315)",,
6317320222,6028645652,0,228227569,True,宏威路,tertiary,False,14.269,"LINESTRING (114.0542968 22.5628422, 114.0542941 22.5629705)",,
2369336863,2369336704,0,228278329,False,,residential,False,26.737,"LINESTRING (114.0500228 22.5636703, 114.0500281 22.5639107)",,
2369336863,2369336756,0,228278334,False,,residential,False,62.526,"LINESTRING (114.0500228 22.5636703, 114.0506317 22.5636661)",,
2369336863,2369336710,0,228278334,False,,residential,True,50.705,"LINESTRING (114.0500228 22.5636703, 114.0497321 22.5636723, 114.0496194 22.5636822, 114.049539 22.5637193)",,
6043430944,6043430943,0,228278331,False,,residential,False,68.307,"LINESTRING (114.0591507 22.563853, 114.0591627 22.5632388)",,
6043430944,2369336731,0,"[228278344, 228278330]",False,,residential,"[False, True]",135.341,"LINESTRING (114.0591507 22.563853, 114.0581853 22.5638438, 114.0581703 22.5640314, 114.0581549 22.5640857, 114.0581326 22.5641644)",,
6043430944,6043430978,0,228278331,False,,residential,True,90.86,"LINESTRING (114.0591507 22.563853, 114.059144 22.5641032, 114.0591131 22.5642171, 114.0587852 22.5645492)",,
2369336865,2369336790,0,228278329,False,,residential,False,33.875,"LINESTRING (114.0500348 22.5640516, 114.0500451 22.5643561)",,
2369336865,2369336704,0,228278329,False,,residential,True,15.682,"LINESTRING (114.0500348 22.5640516, 114.0500281 22.5639107)",,
2369336865,2369336704,1,228278339,False,,residential,True,69.44800000000001,"LINESTRING (114.0500348 22.5640516, 114.0497519 22.5640557, 114.0497857 22.56392, 114.0500281 22.5639107)",,
6043430943,2369336779,0,228278331,False,,residential,False,88.401,"LINESTRING (114.0591627 22.5632388, 114.0591662 22.5624438)",,
6043430943,6043430944,0,228278331,False,,residential,True,68.307,"LINESTRING (114.0591627 22.5632388, 114.0591507 22.563853)",,
549760040,549760032,0,43545426,True,,primary_link,False,211.737,"LINESTRING (114.0408652 22.5635266, 114.0410992 22.5634692, 114.0412107 22.5634138, 114.041288 22.5633186, 114.0413481 22.5632315, 114.041391 22.5631205, 114.041391 22.5629937, 114.0413481 22.5628589, 114.0412622 22.5627559, 114.0411507 22.5626846, 114.0410305 22.5626211, 114.040876 22.5626132, 114.0407277 22.5626523, 114.0406011 22.5627267, 114.0404869 22.5628323)",,
549760040,549760028,0,1052240245,True,北环大道辅路,primary,False,155.83700000000002,"LINESTRING (114.0408652 22.5635266, 114.0410219 22.5635564, 114.0415798 22.5636753, 114.0421291 22.563818, 114.0423329 22.5638797)",,
2369336878,2369336849,0,228278338,False,,residential,True,28.922,"LINESTRING (114.0515732 22.5633482, 114.0515713 22.5630881)",,
2369336878,2369336879,0,228278353,False,,residential,True,150.482,"LINESTRING (114.0515732 22.5633482, 114.0501078 22.563333)",,
2369336878,2369336756,0,"[228278338, 228278334]",False,,residential,"[False, True]",131.77,"LINESTRING (114.0515732 22.5633482, 114.0515778 22.5636595, 114.0506317 22.5636661)",,
549760047,277057703,0,45569111,True,北环大道,trunk,False,344.467,"LINESTRING (114.0441347 22.5645315, 114.0450093 22.5647834, 114.0457265 22.5648971, 114.0462587 22.5649454, 114.0474324 22.5650143)",G107,
2369336879,2369336720,0,228278338,False,,residential,False,30.485,"LINESTRING (114.0501078 22.563333, 114.0502 22.5630724)",,
2369336879,2369336878,0,228278353,False,,residential,False,150.482,"LINESTRING (114.0501078 22.563333, 114.0515732 22.5633482)",,
2369336879,2369336838,0,228278338,False,,residential,True,100.37700000000001,"LINESTRING (114.0501078 22.563333, 114.0500191 22.5635707, 114.0493141 22.563589)",,
5260956721,2377190336,0,544234087,False,,residential,True,89.866,"LINESTRING (114.0486931 22.5638028, 114.0487667 22.5636121, 114.0488656 22.5636371, 114.0489033 22.5636235, 114.0489419 22.5636004, 114.0489614 22.5635707, 114.0491254 22.5632043)",,
5260956724,2377190336,0,544234087,False,,residential,False,77.34899999999999,"LINESTRING (114.0493564 22.5625422, 114.0492471 22.5628521, 114.0491254 22.5632043)",,
2369336887,2369336743,0,228278336,False,,residential,False,15.745,"LINESTRING (114.0506583 22.5643353, 114.0506639 22.5644768)",,
2369336887,2369336691,0,228278336,False,,residential,True,49.86,"LINESTRING (114.0506583 22.5643353, 114.0506405 22.5638872)",,
2369336887,2369336790,0,228278357,False,,residential,False,63.008,"LINESTRING (114.0506583 22.5643353, 114.0500451 22.5643561)",,
2368579133,8887717116,0,45569111,True,北环大道,trunk,False,680.2130000000001,"LINESTRING (114.050735 22.5648174, 114.0520732 22.5647733, 114.0526625 22.5647603, 114.0532602 22.5647727, 114.0539557 22.5648335, 114.0545551 22.56493, 114.0551242 22.5650559, 114.055799 22.5652296, 114.0563634 22.5654275, 114.0569541 22.5656701, 114.05718 22.5657795)",G107,
2368579133,2368578980,0,228225914,True,,trunk_link,False,176.96,"LINESTRING (114.050735 22.5648174, 114.0512395 22.56472, 114.0515185 22.5646556, 114.0517492 22.5645664, 114.0520066 22.5644624, 114.0523875 22.5643881)",,
6043430978,2369336807,0,228278331,False,,residential,True,166.193,"LINESTRING (114.0587852 22.5645492, 114.0576272 22.5655934)",,
6043430978,6043430944,0,228278331,False,,residential,False,90.86,"LINESTRING (114.0587852 22.5645492, 114.0591131 22.5642171, 114.059144 22.5641032, 114.0591507 22.563853)",,
6043430978,2369336731,0,228278355,False,,residential,True,80.061,"LINESTRING (114.0587852 22.5645492, 114.058511 22.5643447, 114.0583822 22.5642667, 114.0582105 22.5641924, 114.0581326 22.5641644)",,
2377193588,2377193596,0,229083430,False,,residential,True,53.12,"LINESTRING (114.0475401 22.5610972, 114.0470442 22.5609612)",,
2377193590,2377193596,0,229083430,False,,residential,False,238.064,"LINESTRING (114.0448334 22.5603166, 114.0470442 22.5609612)",,
2377193590,2377190324,0,855757036,False,,residential,False,59.784,"LINESTRING (114.0448334 22.5603166, 114.0446514 22.5608273)",,
2377193596,2377190331,0,229083170,False,,residential,False,75.39,"LINESTRING (114.0470442 22.5609612, 114.0468031 22.5616016)",,
2377193596,2377193588,0,229083430,False,,residential,False,53.12,"LINESTRING (114.0470442 22.5609612, 114.0475401 22.5610972)",,
2377193596,2377193590,0,229083430,False,,residential,True,238.064,"LINESTRING (114.0470442 22.5609612, 114.0448334 22.5603166)",,
2377193596,2377190367,0,229083170,False,,residential,True,86.62,"LINESTRING (114.0470442 22.5609612, 114.047307 22.5602648, 114.0473218 22.5602256)",,
2377193599,2377190326,0,229083163,False,,residential,True,213.737,"LINESTRING (114.0481689 22.5638788, 114.0461915 22.5632785)",,
2377193599,2377190330,0,544033057,False,,residential,True,197.168,"LINESTRING (114.0481689 22.5638788, 114.0487952 22.5622026)",,
2377193599,2377190318,0,229083163,False,,residential,False,100.66399999999999,"LINESTRING (114.0481689 22.5638788, 114.0487216 22.5640466, 114.048923 22.5641077, 114.0491002 22.5641615)",,
5258977421,2377190330,0,229083165,False,,residential,False,11.845,"LINESTRING (114.0486866 22.5621667, 114.0487952 22.5622026)",,
5258977421,5258967520,0,229083165,False,,residential,True,55.036,"LINESTRING (114.0486866 22.5621667, 114.0481811 22.5620022)",,
4127126157,2377190333,0,229083178,False,,residential,False,67.562,"LINESTRING (114.0452993 22.5617029, 114.0450823 22.5622765)",,
4127126157,2377190371,0,229083179,False,,residential,True,94.183,"LINESTRING (114.0452993 22.5617029, 114.0444345 22.5614207)",,
4127126157,2377190329,0,229083178,False,,residential,True,61.619,"LINESTRING (114.0452993 22.5617029, 114.0453008 22.561699, 114.0455067 22.5611829)",,
4127126157,2377190340,0,"[544033067, 229083179]",False,,residential,False,358.19300000000004,"LINESTRING (114.0452993 22.5617029, 114.0463695 22.5620521, 114.0470254 22.5622662, 114.0470874 22.5623175, 114.0471464 22.5624215, 114.0471971 22.5625287, 114.0472615 22.5625957, 114.047334 22.5626435, 114.0474092 22.5626741, 114.0480876 22.5627913, 114.0484403 22.5628669)",,
2368586392,6317320203,0,27164823,True,莲花路,primary,False,7.5,"LINESTRING (114.0543046 22.5624743, 114.0542318 22.5624798)",,
2368586392,6317320222,0,228227569,True,宏威路,tertiary,False,40.917,"LINESTRING (114.0543046 22.5624743, 114.0542968 22.5628422)",,
2368586397,564083090,0,228227579,False,雨田路,tertiary,False,17.83,"LINESTRING (114.0499112 22.561991, 114.0500069 22.5618572)",,
2368586397,2377190369,0,228227579,False,雨田路,tertiary,True,60.359,"LINESTRING (114.0499112 22.561991, 114.0497203 22.5625044)",,
2368586397,7979918311,0,27164823,True,莲花路,primary,False,312.35299999999995,"LINESTRING (114.0499112 22.561991, 114.0497607 22.5618957, 114.0496779 22.5618215, 114.047648 22.5601818, 114.0476197 22.5601584, 114.0476129 22.5601528)",,
2368586398,2377190318,0,228227579,False,雨田路,tertiary,False,47.924,"LINESTRING (114.0489479 22.5645689, 114.0491002 22.5641615)",,
2368586398,2369336743,0,44419698,True,北环大道辅路,primary,False,176.502,"LINESTRING (114.0489479 22.5645689, 114.0496946 22.5645318, 114.0506639 22.5644768)",,
277057703,2368579133,0,45569111,True,北环大道,trunk,False,339.84000000000003,"LINESTRING (114.0474324 22.5650143, 114.0489994 22.5649353, 114.050735 22.5648174)",G107,
2753438382,504716085,0,27164823,True,莲花路,primary,False,79.00200000000001,"LINESTRING (114.0586375 22.5618458, 114.0582649 22.5621894, 114.0582279 22.5622237, 114.0580937 22.5623484)",,
2753438382,6317315060,0,270299575,True,,secondary_link,False,81.77800000000002,"LINESTRING (114.0586375 22.5618458, 114.0584966 22.5620845, 114.0584788 22.5621363, 114.0584741 22.5621903, 114.0584834 22.5622473, 114.0585034 22.5622903, 114.0585401 22.5623392, 114.058594 22.5623808, 114.0586415 22.5624086, 114.0587155 22.5624378)",,
6302206153,2377190364,0,44419698,True,北环大道辅路,primary,False,14.293,"LINESTRING (114.0433983 22.5638935, 114.0435309 22.5639326)",,
8887717116,6043430915,0,45569111,True,北环大道,trunk,False,227.563,"LINESTRING (114.05718 22.5657795, 114.0579359 22.5661454, 114.0591339 22.5667452)",G107,
6028645648,6317320215,0,27164823,True,莲花路,primary,False,45.644,"LINESTRING (114.0551829 22.5624656, 114.0547384 22.5624671)",,
6028645648,6028645649,0,639859814,False,,residential,False,14.391,"LINESTRING (114.0551829 22.5624656, 114.0551854 22.562595)",,
6028645649,6028645648,0,639859814,False,,residential,True,14.391,"LINESTRING (114.0551854 22.562595, 114.0551829 22.5624656)",,
6028645649,6028645653,0,639859814,False,,residential,False,198.365,"LINESTRING (114.0551854 22.562595, 114.0555475 22.5625987, 114.0555529 22.5630001, 114.0544183 22.5629732)",,
6028645649,6028645653,1,639859815,False,,residential,True,112.74499999999999,"LINESTRING (114.0551854 22.562595, 114.0545819 22.5625922, 114.0544183 22.5627053, 114.0544183 22.5629732)",,
6028645652,2369336843,0,228227569,True,宏威路,tertiary,False,17.139,"LINESTRING (114.0542941 22.5629705, 114.0542908 22.5631246)",,
6028645652,6028645653,0,639859814,False,,residential,True,12.757,"LINESTRING (114.0542941 22.5629705, 114.0544183 22.5629732)",,
6028645653,6028645652,0,639859814,False,,residential,False,12.757,"LINESTRING (114.0544183 22.5629732, 114.0542941 22.5629705)",,
6028645653,6028645649,0,639859814,False,,residential,True,198.36499999999998,"LINESTRING (114.0544183 22.5629732, 114.0555529 22.5630001, 114.0555475 22.5625987, 114.0551854 22.562595)",,
6028645653,6028645649,1,639859815,False,,residential,False,112.745,"LINESTRING (114.0544183 22.5629732, 114.0544183 22.5627053, 114.0545819 22.5625922, 114.0551854 22.562595)",,
2368579070,2368586398,0,44419698,True,北环大道辅路,primary,False,319.436,"LINESTRING (114.0458421 22.5645454, 114.0463847 22.5645962, 114.0468407 22.5646209, 114.0472591 22.5646308, 114.0484983 22.5645912, 114.0489479 22.5645689)",,
2368579070,277057703,0,228225917,True,,trunk_link,False,172.599,"LINESTRING (114.0458421 22.5645454, 114.0460943 22.5646378, 114.0463088 22.5647517, 114.0465081 22.564829, 114.0468506 22.5649053, 114.0474324 22.5650143)",,
504716085,504716086,0,27164823,True,莲花路,primary,False,9.901,"LINESTRING (114.0580937 22.5623484, 114.0580566 22.5623808, 114.0580221 22.562408)",,
504716085,8887717074,0,674566921,True,莲花支路,secondary,False,22.589,"LINESTRING (114.0580937 22.5623484, 114.0580816 22.5623157, 114.058074 22.5622758, 114.0580724 22.5622414, 114.0580772 22.5622063, 114.0580851 22.5621799, 114.0581007 22.5621526)",,
504716086,6317315047,0,674566920,False,莲花支路,secondary,False,18.382,"LINESTRING (114.0580221 22.562408, 114.0581994 22.5624308)",,
504716086,6028645648,0,27164823,True,莲花路,primary,False,293.53499999999997,"LINESTRING (114.0580221 22.562408, 114.0579705 22.5624375, 114.0579079 22.5624653, 114.057839 22.5624831, 114.0577536 22.5624927, 114.0576652 22.5624926, 114.0563938 22.5624798, 114.0551829 22.5624656)",,
2369336691,2369336887,0,228278336,False,,residential,False,49.86,"LINESTRING (114.0506405 22.5638872, 114.0506583 22.5643353)",,
2369336691,2369336756,0,228278336,False,,residential,True,24.602,"LINESTRING (114.0506405 22.5638872, 114.0506317 22.5636661)",,
2369336691,2369336704,0,228278339,False,,residential,False,62.938,"LINESTRING (114.0506405 22.5638872, 114.0500281 22.5639107)",,
2369336693,2369336830,0,228278326,False,,residential,False,201.831,"LINESTRING (114.0550348 22.5639546, 114.0549409 22.5636946, 114.0549275 22.5635757, 114.0549463 22.5635212, 114.0550053 22.5634593, 114.0550777 22.5634394, 114.0555605 22.5634444, 114.0556061 22.5634345, 114.0556249 22.5633949, 114.0556249 22.5633379, 114.0556437 22.5632165, 114.0556812 22.5631769, 114.0557322 22.5631645, 114.056164 22.563167)",,
2369336693,2369336763,0,228278355,False,,residential,False,64.043,"LINESTRING (114.0550348 22.5639546, 114.0551673 22.5639789, 114.0553352 22.5640364, 114.0556142 22.5641602)",,
2369336693,2369336701,0,228278355,False,,residential,True,78.186,"LINESTRING (114.0550348 22.5639546, 114.0548444 22.5639472, 114.0547803 22.5639458, 114.0545573 22.5639409, 114.0542737 22.5639346)",,
2369336701,2368579077,0,228227569,True,宏威路,tertiary,False,80.161,"LINESTRING (114.0542737 22.5639346, 114.0542684 22.5641872, 114.0542638 22.5643313, 114.0542658 22.5643832, 114.054273 22.5644317, 114.0542828 22.5644684, 114.0542978 22.5645017, 114.0543178 22.5645336, 114.054343 22.5645626, 114.0543751 22.5645905, 114.0544059 22.5646102)",,
2369336701,2369336693,0,228278355,False,,residential,False,78.186,"LINESTRING (114.0542737 22.5639346, 114.0545573 22.5639409, 114.0547803 22.5639458, 114.0548444 22.5639472, 114.0550348 22.5639546)",,
2369336704,2369336865,0,228278329,False,,residential,False,15.682,"LINESTRING (114.0500281 22.5639107, 114.0500348 22.5640516)",,
2369336704,2369336865,1,228278339,False,,residential,False,69.448,"LINESTRING (114.0500281 22.5639107, 114.0497857 22.56392, 114.0497519 22.5640557, 114.0500348 22.5640516)",,
2369336704,2369336863,0,228278329,False,,residential,True,26.737,"LINESTRING (114.0500281 22.5639107, 114.0500228 22.5636703)",,
2369336704,2369336691,0,228278339,False,,residential,True,62.938,"LINESTRING (114.0500281 22.5639107, 114.0506405 22.5638872)",,
2369336710,2369336806,0,228278346,False,,residential,True,26.604,"LINESTRING (114.049539 22.5637193, 114.0492895 22.5636548)",,
2369336710,2369336863,0,228278334,False,,residential,False,50.705,"LINESTRING (114.049539 22.5637193, 114.0496194 22.5636822, 114.0497321 22.5636723, 114.0500228 22.5636703)",,
2369336710,2369336790,0,"[228278357, 228278334]",False,,residential,True,138.40800000000002,"LINESTRING (114.049539 22.5637193, 114.0494987 22.5637639, 114.0493351 22.5641825, 114.0494995 22.5643654, 114.0500451 22.5643561)",,
2369336720,2369336879,0,228278338,False,,residential,True,30.485,"LINESTRING (114.0502 22.5630724, 114.0501078 22.563333)",,
2369336720,2369336849,0,228278343,False,,residential,False,140.821,"LINESTRING (114.0502 22.5630724, 114.0515713 22.5630881)",,
2369336720,2369336849,1,228278338,False,,residential,False,188.70699999999997,"LINESTRING (114.0502 22.5630724, 114.0503195 22.5627657, 114.0508532 22.5627682, 114.0515774 22.5628896, 114.0515713 22.5630881)",,
8887740818,2369336807,0,44419698,True,北环大道辅路,primary,False,180.35399999999998,"LINESTRING (114.0559882 22.5650216, 114.0563494 22.5651238, 114.0565227 22.5651728, 114.0568453 22.5652673, 114.0571181 22.565361, 114.0576272 22.5655934)",,
8887740818,8887717116,0,960743136,True,,trunk_link,False,149.715,"LINESTRING (114.0559882 22.5650216, 114.0561334 22.5650742, 114.0562402 22.5651174, 114.0563597 22.5651761, 114.0564609 22.5652391, 114.0568292 22.5655316, 114.0569111 22.5655971, 114.0569952 22.5656609, 114.0570695 22.5657115, 114.05718 22.5657795)",,1
564083090,2368586397,0,228227579,False,雨田路,tertiary,True,17.83,"LINESTRING (114.0500069 22.5618572, 114.0499112 22.561991)",,
564083090,6317320202,0,"[160131328, 996188199]",True,莲花路,primary,False,452.47599999999994,"LINESTRING (114.0500069 22.5618572, 114.0504747 22.5621325, 114.0506418 22.5622025, 114.0507649 22.562254, 114.0511127 22.5623787, 114.0513529 22.5624463, 114.0516785 22.562514, 114.0519957 22.5625433, 114.0523271 22.5625345, 114.0526924 22.5624988, 114.0531182 22.5624291, 114.0537767 22.5623473, 114.0540338 22.5623208, 114.0542347 22.562302)",,
2369336731,6043430944,0,"[228278344, 228278330]",False,,residential,"[False, True]",135.341,"LINESTRING (114.0581326 22.5641644, 114.0581549 22.5640857, 114.0581703 22.5640314, 114.0581853 22.5638438, 114.0591507 22.563853)",,
2369336731,6043430978,0,228278355,False,,residential,False,80.061,"LINESTRING (114.0581326 22.5641644, 114.0582105 22.5641924, 114.0583822 22.5642667, 114.058511 22.5643447, 114.0587852 22.5645492)",,
2369336731,2369336763,0,228278355,False,,residential,True,262.161,"LINESTRING (114.0581326 22.5641644, 114.0580523 22.5641355, 114.0579168 22.5641082, 114.0577009 22.5640934, 114.0574555 22.5640846, 114.0572369 22.5640971, 114.0570948 22.5641255, 114.0569188 22.564182, 114.0567809 22.5642122, 114.0566065 22.5642258, 114.056157 22.5642291, 114.0559934 22.5642241, 114.0556142 22.5641602)",,
2368578980,2369336792,0,44419698,True,北环大道辅路,primary,False,90.88999999999999,"LINESTRING (114.0523875 22.5643881, 114.0532134 22.5644327, 114.053271 22.5644375)",,
2377190308,2377190323,0,229083162,False,,residential,False,57.726,"LINESTRING (114.0430202 22.5628699, 114.0428408 22.5633619)",,
2377190308,2377190317,0,229083167,False,,residential,False,12.195,"LINESTRING (114.0430202 22.5628699, 114.043133 22.5629042)",,
2377190308,2377190349,0,229083167,False,,residential,True,88.889,"LINESTRING (114.0430202 22.5628699, 114.042198 22.5626198)",,
2377190310,2377190349,0,229083164,False,,residential,False,60.198,"LINESTRING (114.0423784 22.5621047, 114.042198 22.5626198)",,
2377190310,2377190314,0,229083164,False,,residential,True,140.68,"LINESTRING (114.0423784 22.5621047, 114.0427999 22.5609009)",,
2377190310,2377190332,0,229083169,False,,residential,False,101.016,"LINESTRING (114.0423784 22.5621047, 114.0433118 22.5623916)",,
2369336743,2369336887,0,228278336,False,,residential,True,15.745,"LINESTRING (114.0506639 22.5644768, 114.0506583 22.5643353)",,
2369336743,2368578980,0,44419698,True,北环大道辅路,primary,False,177.262,"LINESTRING (114.0506639 22.5644768, 114.051615 22.5644228, 114.0523875 22.5643881)",,
2377190314,2377190310,0,229083164,False,,residential,False,140.68,"LINESTRING (114.0427999 22.5609009, 114.0423784 22.5621047)",,
2377190314,2377190361,0,229083179,False,,residential,False,109.17,"LINESTRING (114.0427999 22.5609009, 114.0438051 22.5612206)",,
2377190314,2377190334,0,229083179,False,,residential,True,106.973,"LINESTRING (114.0427999 22.5609009, 114.0424203 22.5607471, 114.042611 22.5601953)",,
2377190317,2377190357,0,229083167,False,,residential,False,74.558,"LINESTRING (114.043133 22.5629042, 114.0438226 22.5631141)",,
2377190317,2377190308,0,229083167,False,,residential,True,12.195,"LINESTRING (114.043133 22.5629042, 114.0430202 22.5628699)",,
2377190317,2377190332,0,229083168,False,,residential,True,59.883,"LINESTRING (114.043133 22.5629042, 114.0433118 22.5623916)",,
2377190318,2369336806,0,228227579,False,雨田路,tertiary,False,59.601,"LINESTRING (114.0491002 22.5641615, 114.0492895 22.5636548)",,
2377190318,2368586398,0,228227579,False,雨田路,tertiary,True,47.924,"LINESTRING (114.0491002 22.5641615, 114.0489479 22.5645689)",,
2377190318,2377193599,0,229083163,False,,residential,True,100.66399999999999,"LINESTRING (114.0491002 22.5641615, 114.048923 22.5641077, 114.0487216 22.5640466, 114.0481689 22.5638788)",,
2369336749,564083714,0,228278347,False,,residential,True,160.637,"LINESTRING (114.0526219 22.5632755, 114.0526342 22.562897, 114.0516858 22.5628717, 114.0516858 22.5626819)",,
2377190321,2377190323,0,229083164,False,,residential,True,86.909,"LINESTRING (114.043643 22.5636111, 114.0428408 22.5633619)",,
2377190321,2377190364,0,855757036,False,,residential,False,37.557,"LINESTRING (114.043643 22.5636111, 114.0435309 22.5639326)",,
2377190321,2377190357,0,855757036,False,,residential,True,58.26,"LINESTRING (114.043643 22.5636111, 114.0438226 22.5631141)",,
2377190321,2377190326,0,"[229083164, 229083180]",False,,residential,"[False, True]",352.775,"LINESTRING (114.043643 22.5636111, 114.0458509 22.5642618, 114.0461915 22.5632785)",,
2377190323,2377190308,0,229083162,False,,residential,True,57.726,"LINESTRING (114.0428408 22.5633619, 114.0430202 22.5628699)",,
2377190323,2377190321,0,229083164,False,,residential,False,86.909,"LINESTRING (114.0428408 22.5633619, 114.043643 22.5636111)",,
2377190323,2377190349,0,229083164,False,,residential,True,145.368,"LINESTRING (114.0428408 22.5633619, 114.0420267 22.563109, 114.042198 22.5626198)",,
2369336756,2369336863,0,228278334,False,,residential,True,62.526,"LINESTRING (114.0506317 22.5636661, 114.0500228 22.5636703)",,
2369336756,2369336691,0,228278336,False,,residential,False,24.602,"LINESTRING (114.0506317 22.5636661, 114.0506405 22.5638872)",,
2369336756,2369336878,0,"[228278338, 228278334]",False,,residential,"[False, True]",131.77,"LINESTRING (114.0506317 22.5636661, 114.0515778 22.5636595, 114.0515732 22.5633482)",,
2377190325,2377190369,0,228227579,False,雨田路,tertiary,False,94.342,"LINESTRING (114.0494174 22.5633054, 114.0497203 22.5625044)",,
2377190325,2369336838,0,228227579,False,雨田路,tertiary,True,33.271,"LINESTRING (114.0494174 22.5633054, 114.0493141 22.563589)",,
