u,v,key,osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,access,bridge
8486054831,8486054834,0,302401692,,residential,False,False,26.425,"LINESTRING (114.1310348 22.5595677, 114.1311686 22.5597707)",,,,,
8486054831,8486054829,0,302401692,,residential,False,True,22.573,"LINESTRING (114.1310348 22.5595677, 114.1309205 22.5593943)",,,,,
8486054831,8486054833,0,913520737,,residential,False,False,116.228,"LINESTRING (114.1310348 22.5595677, 114.1315985 22.5593498, 114.132092 22.5591962)",,,,,
8486054833,8486054831,0,913520737,,residential,False,True,116.228,"LINESTRING (114.132092 22.5591962, 114.1315985 22.5593498, 114.1310348 22.5595677)",,,,,
8486054834,8486054836,0,302401692,,residential,False,False,27.727,"LINESTRING (114.1311686 22.5597707, 114.131309 22.5599837)",,,,,
8486054834,8486054831,0,302401692,,residential,False,True,26.425,"LINESTRING (114.1311686 22.5597707, 114.1310348 22.5595677)",,,,,
8486054834,8486054835,0,913520738,,residential,False,False,72.1,"LINESTRING (114.1311686 22.5597707, 114.131813 22.5595132)",,,,,
8486054835,8486054834,0,913520738,,residential,False,True,72.1,"LINESTRING (114.131813 22.5595132, 114.1311686 22.5597707)",,,,,
8486054836,8486054834,0,302401692,,residential,False,True,27.727,"LINESTRING (114.131309 22.5599837, 114.1311686 22.5597707)",,,,,
8486054836,3066594141,0,913520739,,residential,False,False,61.806,"LINESTRING (114.131309 22.5599837, 114.1318415 22.5597246)",,,,,
8486054837,3066594141,0,913520739,,residential,False,True,45.921,"LINESTRING (114.1322529 22.5595627, 114.1318415 22.5597246)",,,,,
8486054840,8486054844,0,913520741,,residential,False,False,146.596,"LINESTRING (114.1338837 22.5592603, 114.1338676 22.5592207, 114.1337871 22.5591563, 114.1332882 22.5584082, 114.1331166 22.5581545)",,,,,
8486054844,3066385650,0,302380134,,residential,False,False,136.456,"LINESTRING (114.1331166 22.5581545, 114.134236 22.5574932)",,,,,
8486054844,3066385744,0,302380134,,residential,False,True,106.983,"LINESTRING (114.1331166 22.5581545, 114.132239 22.558673)",,,,,
8486054844,8486054848,0,913520741,,residential,False,False,186.663,"LINESTRING (114.1331166 22.5581545, 114.1327304 22.5575511, 114.1322046 22.5578682, 114.1319954 22.5578979, 114.1317938 22.5579772)",,,,,
8486054844,8486054840,0,913520741,,residential,False,True,146.596,"LINESTRING (114.1331166 22.5581545, 114.1332882 22.5584082, 114.1337871 22.5591563, 114.1338676 22.5592207, 114.1338837 22.5592603)",,,,,
8486054848,2921645905,0,288610551,,residential,False,False,6.107,"LINESTRING (114.1317938 22.5579772, 114.1318184 22.5580272)",,,,,
8486054848,2921645909,0,288610551,,residential,False,True,28.711,"LINESTRING (114.1317938 22.5579772, 114.1316782 22.5577421)",,,,,
8486054848,8486054844,0,913520741,,residential,False,True,186.66299999999998,"LINESTRING (114.1317938 22.5579772, 114.1319954 22.5578979, 114.1322046 22.5578682, 114.1327304 22.5575511, 114.1331166 22.5581545)",,,,,
9015715284,3935987990,0,390447948,,residential,False,False,433.35600000000005,"LINESTRING (114.1346634 22.553051, 114.1344324 22.5530947, 114.134307 22.5531109, 114.1340884 22.5531001, 114.1338786 22.5529332, 114.1338516 22.5528765, 114.1338261 22.5528229, 114.1338173 22.5526344, 114.1337882 22.5524514, 114.133727 22.552306, 114.1334442 22.5521014, 114.1333947 22.5519291, 114.1333364 22.5518026, 114.1331644 22.5516142, 114.1329866 22.551485, 114.1327243 22.551345, 114.1324211 22.5512481, 114.1321938 22.5512534, 114.1319927 22.5514015, 114.1318819 22.5515738, 114.1318236 22.5516895)",,,,,
9015715284,9015715285,0,974175110,,residential,False,False,175.237,"LINESTRING (114.1346634 22.553051, 114.1346433 22.5534339, 114.1347059 22.5535103, 114.1358931 22.553539)",,,,,
9015715284,3066385392,0,974175110,,residential,False,True,311.23100000000005,"LINESTRING (114.1346634 22.553051, 114.1346285 22.5528998, 114.1344703 22.552236, 114.1343925 22.5520675, 114.1342906 22.5518768, 114.1339824 22.5513793, 114.1338706 22.5512348, 114.1337527 22.5511044, 114.1335729 22.5509513, 114.1332133 22.5506904)",,,,,
9015715285,3066385389,0,302380143,黄贝岭路,residential,False,True,123.627,"LINESTRING (114.1358931 22.553539, 114.1358951 22.5524272)",,,,,
9015715285,3066385385,0,302380143,黄贝岭路,residential,False,False,130.132,"LINESTRING (114.1358931 22.553539, 114.1358927 22.5537783, 114.1369008 22.5537775)",,,,,
9015715285,9015715284,0,974175110,,residential,False,True,175.237,"LINESTRING (114.1358931 22.553539, 114.1347059 22.5535103, 114.1346433 22.5534339, 114.1346634 22.553051)",,,,,
9199686603,9199716079,0,973549768,东门北路,primary,True,False,157.847,"LINESTRING (114.1250948 22.5592126, 114.1250166 22.5591666, 114.1249825 22.5591465, 114.1237851 22.5584695)",,,,,
9199686603,2286486767,0,996280587,翠竹路,secondary,True,False,16.48,"LINESTRING (114.1250948 22.5592126, 114.1251206 22.5591703, 114.1251579 22.5591366, 114.1252032 22.5591066)",,,,,
9199686606,9199716079,0,187671286,,residential,False,True,11.591,"LINESTRING (114.1237267 22.5585587, 114.1237851 22.5584695)",,,,,
9199716051,567623250,0,"[46111648, 996309284]",文锦中路,primary,True,False,98.653,"LINESTRING (114.1210001 22.5582216, 114.1209648 22.5582963, 114.1209298 22.5583853, 114.1206986 22.5590635)",,,,no,yes
9199716079,9199686606,0,187671286,,residential,False,False,11.591,"LINESTRING (114.1237851 22.5584695, 114.1237267 22.5585587)",,,,,
9199716079,2623155415,0,973549768,东门北路,primary,True,False,214.68200000000002,"LINESTRING (114.1237851 22.5584695, 114.1228548 22.5579435, 114.1220021 22.5574614)",,,,,
9199716129,2286486770,0,31404787,东门北路,primary,True,False,44.582,"LINESTRING (114.125499 22.5594437, 114.1252903 22.5593277, 114.1251296 22.5592331)",,,,,
9199716129,9199716128,0,389312259,,primary_link,True,False,49.284000000000006,"LINESTRING (114.125499 22.5594437, 114.1254449 22.559432, 114.1253833 22.5594287, 114.125309 22.5594359, 114.1252396 22.5594558, 114.1251794 22.5594873, 114.1251283 22.5595306, 114.1250913 22.5595927)",,1,,,
9230074568,9230074588,0,685048794,爱国路,trunk,True,False,390.163,"LINESTRING (114.1280501 22.5562753, 114.1262919 22.5535835, 114.1262576 22.553531, 114.1260876 22.5532708)",G107,,,,
9230074586,2623148613,0,"[973549785, 564227355]",文锦中路,primary,True,False,438.90999999999997,"LINESTRING (114.1254879 22.5532395, 114.1252662 22.5534918, 114.1245567 22.554282, 114.1232089 22.5556954, 114.1227243 22.5562497)",,,,no,yes
9230074588,9230074586,0,564227354,,trunk_link,True,False,65.434,"LINESTRING (114.1260876 22.5532708, 114.1260101 22.5532196, 114.1259202 22.553187, 114.1258068 22.5531734, 114.1256845 22.5531804, 114.1255819 22.5531984, 114.1254879 22.5532395)",,,,,
9230074588,2310681436,0,685048794,爱国路,trunk,True,False,56.120999999999995,"LINESTRING (114.1260876 22.5532708, 114.1259282 22.5530267, 114.1258072 22.5528376)",G107,,,,
10141948878,2921645969,0,1108434439,,unclassified,False,True,97.788,"LINESTRING (114.1348158 22.5578072, 114.1354353 22.5571393)",,,,,
