u,v,key,osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,access,bridge
3066385739,3066385663,0,302380148,,residential,False,True,120.207,"LINESTRING (114.1308071 22.552937, 114.1308098 22.5524565, 114.1307884 22.5522236, 114.1308018 22.551857)",,,,,
3066385743,3066385640,0,302380144,,residential,False,True,126.737,"LINESTRING (114.1369037 22.5512878, 114.1368822 22.5524274)",,,,,
3066385744,3066592189,0,288610551,,residential,False,False,28.298,"LINESTRING (114.132239 22.558673, 114.132381 22.5588911)",,,,,
3066385744,3066592193,0,288610551,,residential,False,True,27.48,"LINESTRING (114.132239 22.558673, 114.1321011 22.5584612)",,,,,
3066385744,8486054844,0,302380134,,residential,False,False,106.983,"LINESTRING (114.132239 22.558673, 114.1331166 22.5581545)",,,,,
3066385744,8486054828,0,913520735,,residential,False,True,159.24,"LINESTRING (114.132239 22.558673, 114.1308063 22.559221)",,,,,
3066385747,3066385754,0,302380136,,residential,False,False,46.765,"LINESTRING (114.1304987 22.5560879, 114.1302326 22.5557466)",,,,,
3066385747,3066385681,0,302380147,,residential,False,True,325.7369999999999,"LINESTRING (114.1304987 22.5560879, 114.1304236 22.556125, 114.130327 22.5562167, 114.1301688 22.5564396, 114.1300882 22.5566259, 114.1300426 22.5568438, 114.1300427 22.5570364, 114.1300615 22.5572197, 114.1301151 22.557403, 114.1302009 22.5575516, 114.1303322 22.5576984, 114.1304208 22.5577405, 114.1305684 22.5577647, 114.1307855 22.5577653, 114.1309117 22.5577399, 114.1313434 22.557577, 114.131424 22.5575516, 114.1314696 22.5575269)",,,,,
3066385747,3066385701,0,302380152,,residential,False,False,71.987,"LINESTRING (114.1304987 22.5560879, 114.1307401 22.5560457, 114.1311879 22.5559695)",,,,,
3066385754,3066385644,0,302380136,,residential,False,False,30.7,"LINESTRING (114.1302326 22.5557466, 114.1300534 22.5555256)",,,,,
3066385754,3066385747,0,302380136,,residential,False,True,46.765,"LINESTRING (114.1302326 22.5557466, 114.1304987 22.5560879)",,,,,
3066385754,3066385695,0,302380155,,residential,False,False,237.626,"LINESTRING (114.1302326 22.5557466, 114.1300668 22.5558575, 114.1298389 22.5560656, 114.1297235 22.556234, 114.1296456 22.5564327, 114.1295866 22.5567175, 114.1295661 22.5569636, 114.1295733 22.557242, 114.1296028 22.5573659, 114.1297369 22.5576383)",,,,,
3066385754,3066385420,0,302380155,,residential,False,True,215.167,"LINESTRING (114.1302326 22.5557466, 114.1304719 22.5556569, 114.1307642 22.5555875, 114.1312416 22.5555256, 114.1316493 22.5554835, 114.1317942 22.5554909, 114.1322831 22.5555775)",,,,,
3066385755,3066385727,0,302380136,,residential,False,True,22.593,"LINESTRING (114.1297915 22.5552347, 114.1299322 22.5553909)",,,,,
3066385755,6376760093,0,996531092,华丽路,tertiary,False,True,173.625,"LINESTRING (114.1297915 22.5552347, 114.1285677 22.5563121)",,1,,,
3066385755,348420427,0,996531092,华丽路,tertiary,False,False,64.602,"LINESTRING (114.1297915 22.5552347, 114.1301785 22.5548933, 114.1302464 22.5548334)",,1,,,
3066592182,8486054828,0,302401692,,residential,False,False,25.255,"LINESTRING (114.1306784 22.559027, 114.1308063 22.559221)",,,,,
3066592182,3066594156,0,302401692,,residential,False,True,57.888,"LINESTRING (114.1306784 22.559027, 114.1303853 22.5585823)",,,,,
3066592182,3066592193,0,302401693,,residential,False,True,159.064,"LINESTRING (114.1306784 22.559027, 114.1321011 22.5584612)",,,,,
3066592187,6376760093,0,996531092,华丽路,tertiary,False,False,8.759,"LINESTRING (114.1285053 22.5563658, 114.1285677 22.5563121)",,1,,,
3066592187,6376760089,0,680980382,,trunk_link,True,False,40.673,"LINESTRING (114.1285053 22.5563658, 114.1284737 22.5564643, 114.1284724 22.556541, 114.1284803 22.5567272)",,,,,
3066592187,2883507644,0,685048791,华丽路,tertiary,False,True,23.447,"LINESTRING (114.1285053 22.5563658, 114.1283923 22.5564611, 114.1283367 22.556508)",,1,,,
3066592189,3066385646,0,288610551,,residential,False,False,91.971,"LINESTRING (114.132381 22.5588911, 114.1328426 22.5595999)",,,,,
3066592189,3066385744,0,288610551,,residential,False,True,28.298,"LINESTRING (114.132381 22.5588911, 114.132239 22.558673)",,,,,
3066592189,3066592197,0,302401699,,residential,False,False,97.0,"LINESTRING (114.132381 22.5588911, 114.1331772 22.5584217)",,,,,
3066592193,3066385744,0,288610551,,residential,False,False,27.48,"LINESTRING (114.1321011 22.5584612, 114.132239 22.558673)",,,,,
3066592193,2921645905,0,288610551,,residential,False,True,56.317,"LINESTRING (114.1321011 22.5584612, 114.1318184 22.5580272)",,,,,
3066592193,3066592182,0,302401693,,residential,False,False,159.064,"LINESTRING (114.1321011 22.5584612, 114.1306784 22.559027)",,,,,
3066592197,3066592189,0,302401699,,residential,False,True,97.0,"LINESTRING (114.1331772 22.5584217, 114.132381 22.5588911)",,,,,
3066592216,2921645935,0,302401692,,residential,False,True,105.479,"LINESTRING (114.1337602 22.5592559, 114.1330779 22.559965)",,,,,
3066594141,8486054837,0,913520739,,residential,False,False,45.921,"LINESTRING (114.1318415 22.5597246, 114.1322529 22.5595627)",,,,,
3066594141,8486054836,0,913520739,,residential,False,True,61.806,"LINESTRING (114.1318415 22.5597246, 114.131309 22.5599837)",,,,,
3066594156,3066385418,0,288610543,,residential,False,False,16.563,"LINESTRING (114.1303853 22.5585823, 114.130534 22.5585246)",,,,,
3066594156,3066385707,0,288610543,,residential,False,True,8.75,"LINESTRING (114.1303853 22.5585823, 114.1303067 22.5586127)",,,,,
3066594156,3066592182,0,302401692,,residential,False,False,57.888,"LINESTRING (114.1303853 22.5585823, 114.1306784 22.559027)",,,,,
3077980665,3077980700,0,303439918,,residential,False,False,31.785,"LINESTRING (114.1249466 22.5521914, 114.1252041 22.5520328)",,,,,
3077980668,3077980671,0,684940091,凤凰街,residential,False,True,89.846,"LINESTRING (114.1276715 22.5536133, 114.1275696 22.5528108)",,,,,
3077980669,3077980685,0,31311824,乐园路,tertiary,False,False,52.079,"LINESTRING (114.1224689 22.5507009, 114.1225608 22.5502403)",,,,,
3077980669,3077980695,0,303439907,,residential,False,True,160.095,"LINESTRING (114.1224689 22.5507009, 114.1239659 22.5511028)",,,,,
3077980669,348421871,0,31311824,乐园路,tertiary,False,True,143.664,"LINESTRING (114.1224689 22.5507009, 114.1224034 22.5510291, 114.1223882 22.5511179, 114.1222521 22.5519147, 114.1222532 22.5519764)",,,,,
3077980670,3077980715,0,303439921,湖贝新村路,residential,False,False,100.257,"LINESTRING (114.1252342 22.5503699, 114.1242992 22.5501105)",,,,,
3077980670,3077980711,0,303439921,湖贝新村路,residential,False,True,55.594,"LINESTRING (114.1252342 22.5503699, 114.1257753 22.5503854)",,,,,
3077980670,3077980693,0,303439922,,residential,False,True,119.405,"LINESTRING (114.1252342 22.5503699, 114.1252336 22.5504623, 114.1252166 22.5514436)",,,,,
3077980671,3077980668,0,684940091,凤凰街,residential,False,False,89.846,"LINESTRING (114.1275696 22.5528108, 114.1276715 22.5536133)",,,,,
3077980671,3077980708,0,303439915,经三路,residential,False,True,78.993,"LINESTRING (114.1275696 22.5528108, 114.1277951 22.5527969, 114.127999 22.5527696, 114.1283289 22.5527052)",,,,,
3077980671,3077980698,0,684940090,经三路,residential,True,False,70.539,"LINESTRING (114.1275696 22.5528108, 114.1269993 22.5528308, 114.126884 22.5528441)",,,,,
3077980674,3077980700,0,303439918,,residential,False,True,55.394,"LINESTRING (114.1257435 22.5520367, 114.1252041 22.5520328)",,,,,
3077980674,3077980711,0,564227356,文锦中路,trunk,True,False,183.64600000000002,"LINESTRING (114.1257435 22.5520367, 114.1257753 22.5504238, 114.1257753 22.5503854)",G107,,,,
3077980679,3077980681,0,303439910,,residential,False,True,66.963,"LINESTRING (114.127309 22.5549448, 114.1278674 22.5546338)",,,,,
3077980679,6376760097,0,684940096,爱国路,trunk,True,False,160.835,"LINESTRING (114.127309 22.5549448, 114.1281218 22.5561812)",G107,,,,
3077980681,3077980679,0,303439910,,residential,False,False,66.963,"LINESTRING (114.1278674 22.5546338, 114.127309 22.5549448)",,,,,
3077980682,3077980706,0,303439917,,residential,False,False,50.161,"LINESTRING (114.1264288 22.550945, 114.1261267 22.5509454, 114.1259404 22.5509415)",,,,,
3077980683,1126278106,0,303439912,,residential,False,True,56.791,"LINESTRING (114.1297245 22.5527556, 114.130263 22.5526393)",,,,,
3077980683,3077980683,0,303439912,,residential,False,False,373.126,"LINESTRING (114.1297245 22.5527556, 114.1294392 22.5528156, 114.1292085 22.5527314, 114.1284115 22.5529137, 114.1285488 22.5534384, 114.1296645 22.5532045, 114.1297932 22.5530757, 114.1297245 22.5527556)",,,,,
3077980683,3077980683,1,303439912,,residential,False,True,373.126,"LINESTRING (114.1297245 22.5527556, 114.1297932 22.5530757, 114.1296645 22.5532045, 114.1285488 22.5534384, 114.1284115 22.5529137, 114.1292085 22.5527314, 114.1294392 22.5528156, 114.1297245 22.5527556)",,,,,
3077980685,3077980669,0,31311824,乐园路,tertiary,False,True,52.079,"LINESTRING (114.1225608 22.5502403, 114.1224689 22.5507009)",,,,,
3077980685,3077980709,0,303439909,,residential,False,True,180.219,"LINESTRING (114.1225608 22.5502403, 114.1234553 22.5504747, 114.1239787 22.5510638)",,,,,
3077980691,3077980695,0,303439908,,residential,False,False,128.151,"LINESTRING (114.1236027 22.5522054, 114.1239659 22.5511028)",,,,,
3077980691,348421871,0,31309771,东门中兴路,tertiary,True,False,141.493,"LINESTRING (114.1236027 22.5522054, 114.1230187 22.5520477, 114.1222532 22.5519764)",,,,,
3077980693,3077980695,0,303439907,,residential,False,False,133.912,"LINESTRING (114.1252166 22.5514436, 114.1239659 22.5511028)",,,,,
3077980693,3077980700,0,303439922,,residential,False,True,65.529,"LINESTRING (114.1252166 22.5514436, 114.1252041 22.5520328)",,,,,
3077980693,3077980670,0,303439922,,residential,False,False,119.405,"LINESTRING (114.1252166 22.5514436, 114.1252336 22.5504623, 114.1252342 22.5503699)",,,,,
3077980695,3077980669,0,303439907,,residential,False,False,160.095,"LINESTRING (114.1239659 22.5511028, 114.1224689 22.5507009)",,,,,
3077980695,3077980693,0,303439907,,residential,False,True,133.912,"LINESTRING (114.1239659 22.5511028, 114.1252166 22.5514436)",,,,,
3077980695,3077980709,0,303439908,,residential,False,False,4.531,"LINESTRING (114.1239659 22.5511028, 114.1239787 22.5510638)",,,,,
3077980695,3077980691,0,303439908,,residential,False,True,128.151,"LINESTRING (114.1239659 22.5511028, 114.1236027 22.5522054)",,,,,
3077980698,3077980713,0,684940090,经三路,residential,True,False,80.72800000000001,"LINESTRING (114.126884 22.5528441, 114.1267088 22.5529084, 114.1262019 22.5532007)",,,,,
3077980699,3077980707,0,303439913,,residential,False,True,174.671,"LINESTRING (114.1285889 22.5539947, 114.1302894 22.5540307)",,,,,
3077980700,3077980674,0,303439918,,residential,False,False,55.394,"LINESTRING (114.1252041 22.5520328, 114.1257435 22.5520367)",,,,,
3077980700,3077980665,0,303439918,,residential,False,True,31.785,"LINESTRING (114.1252041 22.5520328, 114.1249466 22.5521914)",,,,,
3077980700,3077980693,0,303439922,,residential,False,False,65.529,"LINESTRING (114.1252041 22.5520328, 114.1252166 22.5514436)",,,,,
3077980706,348414297,0,685048797,文锦中路,trunk,True,False,176.573,"LINESTRING (114.1259404 22.5509415, 114.1259262 22.5525294)",G107,,,,
3077980706,3077980682,0,303439917,,residential,False,True,50.161,"LINESTRING (114.1259404 22.5509415, 114.1261267 22.5509454, 114.1264288 22.550945)",,,,,
3077980707,3077980699,0,303439913,,residential,False,False,174.671,"LINESTRING (114.1302894 22.5540307, 114.1285889 22.5539947)",,,,,
3077980707,1126281600,0,685048792,华丽路,tertiary,False,True,21.958,"LINESTRING (114.1302894 22.5540307, 114.1302781 22.5542279)",,1,,,
3077980707,1126278106,0,685048792,华丽路,tertiary,False,False,155.32999999999998,"LINESTRING (114.1302894 22.5540307, 114.130328 22.5531255, 114.1303241 22.5530181, 114.1303163 22.5529256, 114.1303061 22.5528428, 114.1302875 22.5527405, 114.130263 22.5526393)",,1,,,
3077980708,3077980671,0,303439915,经三路,residential,False,False,78.993,"LINESTRING (114.1283289 22.5527052, 114.127999 22.5527696, 114.1277951 22.5527969, 114.1275696 22.5528108)",,,,,
3077980709,3077980715,0,303439908,,residential,False,False,110.994,"LINESTRING (114.1239787 22.5510638, 114.1242992 22.5501105)",,,,,
3077980709,3077980695,0,303439908,,residential,False,True,4.531,"LINESTRING (114.1239787 22.5510638, 114.1239659 22.5511028)",,,,,
3077980709,3077980685,0,303439909,,residential,False,False,180.219,"LINESTRING (114.1239787 22.5510638, 114.1234553 22.5504747, 114.1225608 22.5502403)",,,,,
3077980711,3077980670,0,303439921,湖贝新村路,residential,False,False,55.594,"LINESTRING (114.1257753 22.5503854, 114.1252342 22.5503699)",,,,,
3077980713,3077980679,0,684940096,爱国路,trunk,True,False,224.803,"LINESTRING (114.1262019 22.5532007, 114.1263403 22.5534187, 114.127309 22.5549448)",G107,,,,
3077980715,3077980709,0,303439908,,residential,False,True,110.994,"LINESTRING (114.1242992 22.5501105, 114.1239787 22.5510638)",,,,,
3077980715,3077980670,0,303439921,湖贝新村路,residential,False,True,100.257,"LINESTRING (114.1242992 22.5501105, 114.1252342 22.5503699)",,,,,
3263051493,3263051497,0,319834273,庐峰街,residential,False,False,331.00899999999996,"LINESTRING (114.1325941 22.5551014, 114.1325479 22.5533899, 114.1324299 22.5532413, 114.1319793 22.5532215, 114.1312605 22.5532116)",,,,,
3263051493,3066385650,0,996531094,黄贝路,tertiary,False,False,315.185,"LINESTRING (114.1325941 22.5551014, 114.1327312 22.5552454, 114.1332643 22.5560229, 114.134236 22.5574932)",,2,,,
3263051493,1126281601,0,996531094,黄贝路,tertiary,False,True,199.142,"LINESTRING (114.1325941 22.5551014, 114.1322835 22.5547753, 114.131797 22.5545051, 114.131374 22.5544497, 114.1309004 22.5544686)",,2,,,
3263051497,3263051493,0,319834273,庐峰街,residential,False,True,331.009,"LINESTRING (114.1312605 22.5532116, 114.1319793 22.5532215, 114.1324299 22.5532413, 114.1325479 22.5533899, 114.1325941 22.5551014)",,,,,
3924653928,6210847890,0,31310353,东门北路,primary,True,False,50.761,"LINESTRING (114.1254989 22.5592733, 114.1259208 22.5595112)",,,,,
3924653934,6210847898,0,31311709,华丽路,tertiary,False,False,41.48,"LINESTRING (114.1255056 22.5588553, 114.1258059 22.5586058)",,1,,,
3924653934,3924653942,0,31311709,华丽路,tertiary,False,True,7.296,"LINESTRING (114.1255056 22.5588553, 114.1254528 22.5588992)",,1,,,
3924653934,3924653928,0,389312260,,primary_link,True,False,52.17,"LINESTRING (114.1255056 22.5588553, 114.1254443 22.5589387, 114.1254135 22.5590015, 114.1254052 22.5590738, 114.1254105 22.5591503, 114.125439 22.5592143, 114.1254989 22.5592733)",,,,,
3924653935,2286486767,0,996762405,东门北路,primary,True,False,48.388,"LINESTRING (114.1247996 22.558882, 114.1252032 22.5591066)",,,,,
3924653935,3924653942,0,389312261,,secondary_link,True,False,69.705,"LINESTRING (114.1247996 22.558882, 114.1249136 22.5588968, 114.125013 22.5589239, 114.1251049 22.5589579, 114.125208 22.5589681, 114.1252779 22.5589579, 114.1253478 22.5589409, 114.1254528 22.5588992)",,,,,
3924653942,3924653934,0,31311709,华丽路,tertiary,False,False,7.296,"LINESTRING (114.1254528 22.5588992, 114.1255056 22.5588553)",,1,,,
3924653942,2286486767,0,996762406,华丽路,tertiary,False,True,34.479,"LINESTRING (114.1254528 22.5588992, 114.1252032 22.5591066)",,1,,,
3935987990,9015715284,0,390447948,,residential,False,True,433.356,"LINESTRING (114.1318236 22.5516895, 114.1318819 22.5515738, 114.1319927 22.5514015, 114.1321938 22.5512534, 114.1324211 22.5512481, 114.1327243 22.551345, 114.1329866 22.551485, 114.1331644 22.5516142, 114.1333364 22.5518026, 114.1333947 22.5519291, 114.1334442 22.5521014, 114.133727 22.552306, 114.1337882 22.5524514, 114.1338173 22.5526344, 114.1338261 22.5528229, 114.1338516 22.5528765, 114.1338786 22.5529332, 114.1340884 22.5531001, 114.134307 22.5531109, 114.1344324 22.5530947, 114.1346634 22.553051)",,,,,
4472714164,5482810650,0,450353148,怡中街,residential,False,False,79.072,"LINESTRING (114.136631 22.5569835, 114.1369973 22.557609)",,,,,
4472714164,8041937652,0,595769399,怡景路,primary,True,False,117.534,"LINESTRING (114.136631 22.5569835, 114.1358772 22.5577789)",,,60,,
4472714175,5482810647,0,450353148,怡中街,residential,False,True,54.798,"LINESTRING (114.137478 22.558498, 114.1372396 22.5580571)",,,,,
4472714175,5482810642,0,570287117,,residential,False,False,66.666,"LINESTRING (114.137478 22.558498, 114.1380422 22.5582014)",,,,,
4472714175,5482810650,0,570287120,,residential,False,False,307.799,"LINESTRING (114.137478 22.558498, 114.136582 22.558923, 114.136122 22.5582075, 114.1369973 22.557609)",,,,,
5482810642,5482810645,0,570287117,,residential,False,False,50.696,"LINESTRING (114.1380422 22.5582014, 114.1378221 22.5577933)",,,,,
5482810642,4472714175,0,570287117,,residential,False,True,66.666,"LINESTRING (114.1380422 22.5582014, 114.137478 22.558498)",,,,,
5482810642,5482810651,0,570287122,,residential,False,False,85.213,"LINESTRING (114.1380422 22.5582014, 114.1387279 22.5577698)",,,,,
5482810644,5482810647,0,450353148,怡中街,residential,False,False,29.16,"LINESTRING (114.1371127 22.5578225, 114.1372396 22.5580571)",,,,,
5482810644,5482810650,0,450353148,怡中街,residential,False,True,26.533,"LINESTRING (114.1371127 22.5578225, 114.1369973 22.557609)",,,,,
5482810644,5482810645,0,570287117,,residential,False,True,97.19800000000001,"LINESTRING (114.1371127 22.5578225, 114.1376896 22.5575475, 114.1378221 22.5577933)",,,,,
5482810645,5482810642,0,570287117,,residential,False,True,50.696,"LINESTRING (114.1378221 22.5577933, 114.1380422 22.5582014)",,,,,
5482810645,5482810644,0,570287117,,residential,False,False,97.19800000000001,"LINESTRING (114.1378221 22.5577933, 114.1376896 22.5575475, 114.1371127 22.5578225)",,,,,
5482810645,5482810647,0,570287118,,residential,False,False,66.63,"LINESTRING (114.1378221 22.5577933, 114.1373161 22.5580186, 114.1372396 22.5580571)",,,,,
5482810647,4472714175,0,450353148,怡中街,residential,False,False,54.798,"LINESTRING (114.1372396 22.5580571, 114.137478 22.558498)",,,,,
5482810647,5482810644,0,450353148,怡中街,residential,False,True,29.16,"LINESTRING (114.1372396 22.5580571, 114.1371127 22.5578225)",,,,,
5482810647,5482810645,0,570287118,,residential,False,True,66.63,"LINESTRING (114.1372396 22.5580571, 114.1373161 22.5580186, 114.1378221 22.5577933)",,,,,
5482810650,5482810644,0,450353148,怡中街,residential,False,False,26.533,"LINESTRING (114.1369973 22.557609, 114.1371127 22.5578225)",,,,,
5482810650,4472714164,0,450353148,怡中街,residential,False,True,79.072,"LINESTRING (114.1369973 22.557609, 114.136631 22.5569835)",,,,,
5482810650,4472714175,0,570287120,,residential,False,True,307.799,"LINESTRING (114.1369973 22.557609, 114.136122 22.5582075, 114.136582 22.558923, 114.137478 22.558498)",,,,,
5482810651,5482810642,0,570287122,,residential,False,True,85.213,"LINESTRING (114.1387279 22.5577698, 114.1380422 22.5582014)",,,,,
5677309714,588498181,0,785859686,罗沙公路,trunk,True,False,86.764,"LINESTRING (114.1380658 22.5560425, 114.1383409 22.5559807, 114.1385132 22.5559535, 114.1386917 22.5559327, 114.1388979 22.5559151)",,,60,,
6075025397,3066385731,0,595870096,沿河北路辅路,primary,True,False,101.67599999999999,"LINESTRING (114.1379927 22.5524867, 114.1377525 22.5522072, 114.1373953 22.5517577)",,,,,
6075025397,2881798524,0,601616781,沿河北路,trunk,True,False,140.281,"LINESTRING (114.1379927 22.5524867, 114.137826 22.5522148, 114.1376629 22.5519502, 114.1374786 22.5516752, 114.1372939 22.551403)",S550,,,,
6210847890,6210847894,0,31310353,东门北路,primary,True,False,58.281,"LINESTRING (114.1259208 22.5595112, 114.1264053 22.5597842)",,,,,
6210847890,6210847891,0,663558686,,residential,False,False,51.967,"LINESTRING (114.1259208 22.5595112, 114.1261739 22.5591065)",,,,,
6210847891,6210847890,0,663558686,,residential,False,True,51.967,"LINESTRING (114.1261739 22.5591065, 114.1259208 22.5595112)",,,,,
6210847891,6210847895,0,663558686,,residential,False,False,61.33200000000001,"LINESTRING (114.1261739 22.5591065, 114.1263935 22.5592229, 114.1266605 22.5594233)",,,,,
6210847891,6210847898,0,663558688,,residential,False,False,74.607,"LINESTRING (114.1261739 22.5591065, 114.1258893 22.5589526, 114.125869 22.558686, 114.1258059 22.5586058)",,,,,
6210847894,6210847895,0,663558687,,residential,False,False,47.929,"LINESTRING (114.1264053 22.5597842, 114.1266605 22.5594233)",,,,,
6210847895,6210847894,0,663558687,,residential,False,True,47.929,"LINESTRING (114.1266605 22.5594233, 114.1264053 22.5597842)",,,,,
6210847895,8486054826,0,663558686,,residential,False,False,145.461,"LINESTRING (114.1266605 22.5594233, 114.1268488 22.5595646, 114.1277147 22.5588326)",,,,,
6210847895,6210847891,0,663558686,,residential,False,True,61.33200000000001,"LINESTRING (114.1266605 22.5594233, 114.1263935 22.5592229, 114.1261739 22.5591065)",,,,,
6210847898,6376760102,0,31311709,华丽路,tertiary,False,False,304.447,"LINESTRING (114.1258059 22.5586058, 114.1280097 22.5567743)",,1,,,
6210847898,3924653934,0,31311709,华丽路,tertiary,False,True,41.48,"LINESTRING (114.1258059 22.5586058, 114.1255056 22.5588553)",,1,,,
6210847898,6210847891,0,663558688,,residential,False,True,74.607,"LINESTRING (114.1258059 22.5586058, 114.125869 22.558686, 114.1258893 22.5589526, 114.1261739 22.5591065)",,,,,
6210847899,8486054826,0,663558686,,residential,False,True,179.403,"LINESTRING (114.1289975 22.5577373, 114.1277147 22.5588326)",,,,,
6210847899,6376760106,0,685048789,爱国路,trunk,True,False,113.502,"LINESTRING (114.1289975 22.5577373, 114.1284312 22.5568607)",G107,,,,
6316689155,2883507450,0,284628362,爱国路,trunk,True,False,16.061,"LINESTRING (114.1256844 22.552762, 114.1258404 22.5527723)",G107,,,,
6316689155,3077980691,0,31309771,东门中兴路,tertiary,True,False,222.589,"LINESTRING (114.1256844 22.552762, 114.1249238 22.5525629, 114.1243216 22.5524105, 114.123943 22.5522952, 114.1236027 22.5522054)",,,,,
6316689155,3077980674,0,564227356,文锦中路,trunk,True,False,81.34100000000001,"LINESTRING (114.1256844 22.552762, 114.1257178 22.5526729, 114.1257329 22.5525706, 114.1257435 22.5520367)",G107,,,,
6376760086,3077980713,0,684940096,爱国路,trunk,True,False,19.594,"LINESTRING (114.1260962 22.553054, 114.1262019 22.5532007)",G107,,,,
6376760089,2921645908,0,685048795,爱国路,trunk,True,False,268.764,"LINESTRING (114.1284803 22.5567272, 114.1298348 22.5587954)",G107,,,,
6376760093,3066385755,0,996531092,华丽路,tertiary,False,False,173.625,"LINESTRING (114.1285677 22.5563121, 114.1297915 22.5552347)",,1,,,
6376760093,3066592187,0,996531092,华丽路,tertiary,False,True,8.759,"LINESTRING (114.1285677 22.5563121, 114.1285053 22.5563658)",,1,,,
6376760097,6376760093,0,680980383,,trunk_link,True,False,49.483000000000004,"LINESTRING (114.1281218 22.5561812, 114.1282511 22.5562636, 114.1283436 22.5562971, 114.1284254 22.5563107, 114.1285677 22.5563121)",,,,,
6376760097,2883507644,0,684940096,爱国路,trunk,True,False,42.513999999999996,"LINESTRING (114.1281218 22.5561812, 114.1282553 22.5563842, 114.1283367 22.556508)",G107,,,,
6376760102,6210847898,0,31311709,华丽路,tertiary,False,True,304.447,"LINESTRING (114.1280097 22.5567743, 114.1258059 22.5586058)",,1,,,
6376760102,9230074568,0,680980381,,trunk_link,True,False,56.53,"LINESTRING (114.1280097 22.5567743, 114.1280526 22.5566624, 114.1280713 22.5565497, 114.1280714 22.5564284, 114.1280501 22.5562753)",,,,,
6376760102,2883507440,0,685048796,华丽路,tertiary,False,False,32.783,"LINESTRING (114.1280097 22.5567743, 114.1281116 22.5566896, 114.1282478 22.5565779)",,1,,,
6376760106,6376760102,0,680980384,,trunk_link,True,False,46.808,"LINESTRING (114.1284312 22.5568607, 114.1283459 22.5567986, 114.1282805 22.5567689, 114.1281827 22.5567528, 114.1281076 22.5567565, 114.1280097 22.5567743)",,,,,
6376760106,2883507440,0,685048789,爱国路,trunk,True,False,36.655,"LINESTRING (114.1284312 22.5568607, 114.1283136 22.5566787, 114.1282904 22.5566432, 114.1282478 22.5565779)",G107,,,,
6384755279,6075025397,0,996625957,沿河北路,trunk,True,False,109.63199999999999,"LINESTRING (114.138557 22.5533236, 114.1384301 22.5531289, 114.138125 22.5526835, 114.1379927 22.5524867)",S550,,,,
8041937652,8041937653,0,863273028,,primary_link,True,False,8.895,"LINESTRING (114.1358772 22.5577789, 114.1358127 22.5577255)",,,,,
8041937652,2632289232,0,595769399,怡景路,primary,True,False,133.048,"LINESTRING (114.1358772 22.5577789, 114.1351491 22.5585471, 114.135113 22.5585852, 114.1350239 22.5586793)",,,60,,
8041937653,2921645915,0,31416523,怡景路,primary,True,False,25.229,"LINESTRING (114.1358127 22.5577255, 114.1359743 22.5575546)",,,60,,
8212253684,348390923,0,31309704,翠园街,residential,False,True,104.57600000000001,"LINESTRING (114.1212909 22.5516959, 114.1206697 22.5517, 114.1206236 22.5517157, 114.1206043 22.5517448, 114.1206055 22.5517739, 114.1207276 22.5520061)",,,,,
8258853326,8258853327,0,218583681,凤凰路,tertiary,False,False,55.9,"LINESTRING (114.1277186 22.5501548, 114.128225 22.5503392)",,,,,
8258853327,8258853328,0,218583681,凤凰路,tertiary,False,False,46.945,"LINESTRING (114.128225 22.5503392, 114.1286503 22.550494)",,,,,
8258853327,8258853326,0,218583681,凤凰路,tertiary,False,True,55.9,"LINESTRING (114.128225 22.5503392, 114.1277186 22.5501548)",,,,,
8258853327,3077980671,0,303439914,凤凰街,residential,True,False,285.95000000000005,"LINESTRING (114.128225 22.5503392, 114.128106 22.551265, 114.1280178 22.5514939, 114.1279852 22.5515701, 114.1275857 22.5525036, 114.1275535 22.5526671, 114.1275696 22.5528108)",,,,,
8258853328,8258853327,0,218583681,凤凰路,tertiary,False,True,46.945,"LINESTRING (114.1286503 22.550494, 114.128225 22.5503392)",,,,,
8258853328,1126278113,0,218583681,凤凰路,tertiary,False,False,79.645,"LINESTRING (114.1286503 22.550494, 114.1291898 22.5506904, 114.1293694 22.5507621)",,,,,
8486054826,6210847899,0,663558686,,residential,False,False,179.403,"LINESTRING (114.1277147 22.5588326, 114.1289975 22.5577373)",,,,,
8486054826,6210847895,0,663558686,,residential,False,True,145.461,"LINESTRING (114.1277147 22.5588326, 114.1268488 22.5595646, 114.1266605 22.5594233)",,,,,
8486054828,8486054829,0,302401692,,residential,False,False,22.558,"LINESTRING (114.1308063 22.559221, 114.1309205 22.5593943)",,,,,
8486054828,3066592182,0,302401692,,residential,False,True,25.255,"LINESTRING (114.1308063 22.559221, 114.1306784 22.559027)",,,,,
8486054828,3066385744,0,913520735,,residential,False,False,159.24,"LINESTRING (114.1308063 22.559221, 114.132239 22.558673)",,,,,
8486054829,8486054831,0,302401692,,residential,False,False,22.573,"LINESTRING (114.1309205 22.5593943, 114.1310348 22.5595677)",,,,,
8486054829,8486054828,0,302401692,,residential,False,True,22.558,"LINESTRING (114.1309205 22.5593943, 114.1308063 22.559221)",,,,,
8486054829,8486054830,0,913520736,,residential,False,False,76.094,"LINESTRING (114.1309205 22.5593943, 114.1316092 22.5591417)",,,,,
8486054830,8486054829,0,913520736,,residential,False,True,76.094,"LINESTRING (114.1316092 22.5591417, 114.1309205 22.5593943)",,,,,
