u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,access,maxspeed,tunnel
5832657910,5832657915,0,616988621,True,1,,secondary_link,False,57.209,"LINESTRING (114.0510701 22.5457291, 114.0510486 22.5456528, 114.0510184 22.5455923, 114.0509778 22.5455443, 114.0509141 22.5454959, 114.0508415 22.5454558, 114.050763 22.5454273, 114.0506828 22.5454107)",,,,
5832657915,7961542987,0,853601606,True,,福中三路,tertiary,False,84.157,"LINESTRING (114.0506828 22.5454107, 114.0501 22.5453999, 114.0500213 22.5453985, 114.0498635 22.5453956)",,,,
5832657926,5832657515,0,616988539,True,3,福中路,secondary,False,586.749,"LINESTRING (114.0516076 22.5472859, 114.0534139 22.5473134, 114.053601 22.5473163, 114.053836 22.5473198, 114.0551492 22.5473398, 114.0553712 22.5473432, 114.0554678 22.5473447, 114.0573203 22.5473725)",,,40,
5832657946,7962005244,0,616988630,True,1,,secondary_link,False,67.32799999999999,"LINESTRING (114.0510317 22.5478619, 114.05101 22.547769, 114.0509778 22.5476958, 114.0509161 22.54762, 114.050854 22.5475627, 114.0508271 22.5475348, 114.0507997 22.54751, 114.0507684 22.54749, 114.0507243 22.5474676, 114.050624 22.5474271)",,,,
5832657946,7962005297,0,996752248,True,3,益田路,secondary,False,47.787,"LINESTRING (114.0510317 22.5478619, 114.0510368 22.5475831, 114.0510375 22.5475431, 114.0510395 22.5474322)",,,,
5834798803,5834799173,0,853206488,False,2,兴融三路,residential,True,100.333,"LINESTRING (114.0510302 22.5410507, 114.0500533 22.5410413)",,,,
5834798803,5374861327,0,853286945,True,,,primary_link,False,80.079,"LINESTRING (114.0510302 22.5410507, 114.0510471 22.5403307)",,,,
5834798806,7966386945,0,245443880,False,2,兴融三路,unclassified,True,92.143,"LINESTRING (114.0464304 22.5409576, 114.0455332 22.5409551)",,,,
5834798806,2526412040,0,245443883,True,2,兴融八路,unclassified,False,75.794,"LINESTRING (114.0464304 22.5409576, 114.0464376 22.540276)",,,,
5834799167,499543165,0,1050725173,True,4,深南大道,primary,False,70.351,"LINESTRING (114.0499604 22.5424231, 114.0506454 22.5424182)",,,,
5834799172,5834799173,0,617224833,False,,,unclassified,False,85.66,"LINESTRING (114.0500365 22.5418115, 114.0500533 22.5410413)",,,,
5834799172,9732895760,0,672979256,True,,,primary_link,False,107.583,"LINESTRING (114.0500365 22.5418115, 114.0507477 22.5418217, 114.05082 22.541816, 114.0508912 22.5417981, 114.0509373 22.5417706, 114.0509814 22.5417268, 114.0510156 22.5416701)",,,,
5834799173,5834799172,0,617224833,False,,,unclassified,True,85.66,"LINESTRING (114.0500533 22.5410413, 114.0500365 22.5418115)",,,,
5834799173,5834798803,0,853206488,False,2,兴融三路,residential,False,100.333,"LINESTRING (114.0500533 22.5410413, 114.0510302 22.5410507)",,,,
5834799173,9732895742,0,853206488,False,2,兴融三路,residential,True,61.757,"LINESTRING (114.0500533 22.5410413, 114.049452 22.5410355)",,,,
6467166907,2525990702,0,1050511757,True,2,深南大道,primary,False,55.623,"LINESTRING (114.0453662 22.542603, 114.0448248 22.5425892)",yes,,,
6467166907,499478446,0,"[245389552, 245389538]",True,,,primary_link,False,297.229,"LINESTRING (114.0453662 22.542603, 114.0453167 22.5426121, 114.0452875 22.5426239, 114.0452572 22.5426436, 114.0452299 22.5426735, 114.0452079 22.5427107, 114.0451971 22.5427475, 114.0451941 22.5427804, 114.0451716 22.5436403, 114.045166 22.5436886, 114.0451573 22.5437406, 114.0451473 22.543783, 114.0451314 22.5438265, 114.0451104 22.5438709, 114.0446312 22.5446143, 114.0445947 22.5446669, 114.0445596 22.5447298, 114.0445388 22.5447759, 114.0445234 22.5448349, 114.0445138 22.5448967, 114.044498 22.5450355)",yes,,,
6467166929,499478538,0,996625934,True,2,深南大道,primary,False,53.601,"LINESTRING (114.043889 22.5425723, 114.0433672 22.5425617)",yes,,,
6467166929,7965696348,0,"[545784770, 25508410]",True,,,primary_link,False,217.662,"LINESTRING (114.043889 22.5425723, 114.0437886 22.5426044, 114.0437417 22.5426234, 114.0437058 22.5426485, 114.0436787 22.5426802, 114.0436577 22.542714, 114.0436484 22.5427497, 114.0436457 22.5427922, 114.0436289 22.5435547, 114.0436344 22.5435941, 114.0436541 22.543639, 114.0436775 22.5436694, 114.043711 22.543704, 114.0437504 22.5437331, 114.0437916 22.5437495, 114.0438323 22.5437565, 114.0438757 22.5437598, 114.043919 22.5437596, 114.0439643 22.5437554, 114.0440111 22.5437457, 114.0440536 22.543731, 114.0440942 22.5437102, 114.0441288 22.543684, 114.0441598 22.5436536, 114.0441958 22.5436102, 114.044222 22.5435669, 114.0442386 22.5435252, 114.0442574 22.5434596)",yes,,,
6467166937,1116492705,0,96333000,True,,商报东一路,tertiary,False,5.207,"LINESTRING (114.0437918 22.5446354, 114.0437902 22.5446822)",,,,
6467166937,7975286471,0,855206670,True,,新闻路,tertiary,False,14.341,"LINESTRING (114.0437918 22.5446354, 114.0438723 22.5446171, 114.0439274 22.5446046)",,,,
7958753235,2750670857,0,672979256,True,,,primary_link,False,122.638,"LINESTRING (114.0478231 22.5417807, 114.0484599 22.5417895, 114.0490171 22.5417973)",,,,
7958755724,2488193951,0,853206488,False,2,兴融三路,residential,True,8.266,"LINESTRING (114.0478361 22.5409895, 114.0477596 22.5409664)",,,,
7958755724,7958753235,0,1050511751,True,2,民田路,tertiary,False,87.988,"LINESTRING (114.0478361 22.5409895, 114.0478231 22.5417807)",,,,
7958755724,9732895743,0,853206488,False,2,兴融三路,residential,False,122.5,"LINESTRING (114.0478361 22.5409895, 114.0489126 22.5410126, 114.049028 22.5410235)",,,,
7958755753,7958755754,0,853206491,True,,兴融二路,unclassified,False,122.975,"LINESTRING (114.0478482 22.5402545, 114.0490454 22.5402751)",,,,
7958755753,7958755724,0,1050511751,True,2,民田路,tertiary,False,81.738,"LINESTRING (114.0478482 22.5402545, 114.0478475 22.5402951, 114.0478361 22.5409895)",,,,
7958755764,5374861327,0,853206495,False,2,兴融一路,residential,False,142.289,"LINESTRING (114.0496617 22.5403175, 114.0510471 22.5403307)",,,,
7958755764,9732895742,0,923157998,True,2,兴融四路,residential,False,83.03999999999999,"LINESTRING (114.0496617 22.5403175, 114.049654 22.5404062, 114.0496426 22.540482, 114.0496095 22.5406089, 114.0495112 22.5408719, 114.0494874 22.5409337, 114.049452 22.5410355)",,,,
7961465892,5834799172,0,672979256,True,,,primary_link,False,99.692,"LINESTRING (114.0490659 22.541798, 114.0500365 22.5418115)",,,,
7961465892,5834799167,0,"[617224832, 535867193, 535867198]",True,,,primary_link,False,116.42100000000002,"LINESTRING (114.0490659 22.541798, 114.0491077 22.541807, 114.0491404 22.5418187, 114.049173 22.5418365, 114.0492005 22.5418576, 114.0493041 22.5419477, 114.0496634 22.5422603, 114.0497237 22.5423028, 114.0498026 22.5423457, 114.0498697 22.5423791, 114.0499604 22.5424231)",yes,,,
7961465962,2750787454,0,245389547,True,,新洲路,primary,False,112.755,"LINESTRING (114.0444064 22.5458094, 114.044383 22.5468232)",,,,
7961465981,7962005236,0,996625942,True,3,福中路,secondary,False,62.071,"LINESTRING (114.0498355 22.5472573, 114.0504398 22.5472683)",,,40,
7961465981,7961542987,0,853566735,False,,鹏程二路,residential,False,207.032,"LINESTRING (114.0498355 22.5472573, 114.0498381 22.5470807, 114.04986 22.5456022, 114.049861 22.5455405, 114.0498635 22.5453956)",,,,
7961467090,499543343,0,545243417,True,,,primary_link,False,43.329,"LINESTRING (114.0498947 22.5432713, 114.0494728 22.5432701)",,,,
7961467090,7961542988,0,853566735,False,,鹏程二路,residential,True,227.859,"LINESTRING (114.0498947 22.5432713, 114.0498935 22.5433526, 114.0498904 22.5435551, 114.0498888 22.5436641, 114.0498713 22.5448473, 114.0498674 22.545107, 114.0498654 22.5452422, 114.0498642 22.5453203)",,,,
7961467128,7961542904,0,853566736,True,2,民田路,tertiary,False,8.43,"LINESTRING (114.0476861 22.5492563, 114.0476846 22.5493321)",,,,
7961467128,7961542909,0,853576486,False,2,福中一路,tertiary,True,6.85,"LINESTRING (114.0476861 22.5492563, 114.0476194 22.5492555)",,,,
7961467136,499543341,0,996625932,True,,,primary_link,False,37.665,"LINESTRING (114.0477289 22.5432291, 114.0473622 22.5432235)",,,,
7961467144,7961467136,0,996625931,True,,,primary_link,False,7.826,"LINESTRING (114.0478051 22.5432298, 114.0477289 22.5432291)",,,,
7961467144,7961542908,0,853566736,True,2,民田路,tertiary,False,228.377,"LINESTRING (114.0478051 22.5432298, 114.0478037 22.5432981, 114.0477993 22.5435205, 114.0477971 22.5436358, 114.0477735 22.544827, 114.0477683 22.5450919, 114.0477674 22.5451363, 114.0477645 22.5452833)",,,,
7961511682,5140366337,0,529086140,True,2,金融新街,residential,False,97.558,"LINESTRING (114.0467593 22.5443056, 114.0477091 22.5443213)",,,,
7961511682,7961542813,0,853576481,False,,鹏程一路,residential,False,32.35,"LINESTRING (114.0467593 22.5443056, 114.046755 22.5445965)",,,,
7961511682,7961542817,0,853576481,False,,鹏程一路,residential,True,120.346,"LINESTRING (114.0467593 22.5443056, 114.046773 22.5433619, 114.046775 22.5432234)",,,,
7961542786,2750787528,0,245389547,True,,新洲路,primary,False,53.760000000000005,"LINESTRING (114.044376 22.5471787, 114.0443731 22.5473366, 114.0443669 22.5476621)",,,,
7961542786,7961542792,0,996625929,True,3,福中路,secondary,False,27.104999999999997,"LINESTRING (114.044376 22.5471787, 114.0444657 22.54718, 114.0445147 22.5471807, 114.0446399 22.5471826)",,,40,
7961542788,7961542789,0,245389547,True,,新洲路,primary,False,79.164,"LINESTRING (114.044345 22.5489012, 114.0443373 22.5496131)",,,,
7961542788,7961542911,0,34900309,True,2,福中一路,tertiary,False,257.259,"LINESTRING (114.044345 22.5489012, 114.044412 22.549048, 114.0444421 22.5490935, 114.0444769 22.5491321, 114.0445089 22.5491601, 114.0445456 22.549184, 114.0445832 22.5492007, 114.0446343 22.54921, 114.0446845 22.5492146, 114.0453046 22.5492232, 114.0464599 22.5492393, 114.0465275 22.5492403, 114.0466287 22.5492417, 114.0466715 22.5492422)",,,,
7961542789,7961771682,0,245389547,True,,新洲路,primary,False,41.771,"LINESTRING (114.0443373 22.5496131, 114.0443257 22.5499886)",,,,
7961542792,7961542805,0,996625929,True,3,福中路,secondary,False,6.06,"LINESTRING (114.0446399 22.5471826, 114.0446989 22.5471834)",,,40,
7961542798,2750787528,0,269969844,True,,,primary_link,False,53.24499999999999,"LINESTRING (114.0447012 22.5473426, 114.0446671 22.5473442, 114.0446271 22.5473514, 114.0445894 22.5473643, 114.0445525 22.5473844, 114.0445257 22.5474027, 114.044501 22.5474241, 114.0444767 22.5474498, 114.0444434 22.5474934, 114.0444135 22.5475424, 114.0443669 22.5476621)",,,,
7961542798,7961542805,0,853576480,True,,,secondary_link,False,20.366,"LINESTRING (114.0447012 22.5473426, 114.0446815 22.5473163, 114.0446673 22.5472994, 114.0446582 22.5472773, 114.0446582 22.5472435, 114.0446643 22.5472228, 114.0446796 22.5472022, 114.0446989 22.5471834)",,,,
7961542805,7961542845,0,996625929,True,3,福中路,secondary,False,207.267,"LINESTRING (114.0446989 22.5471834, 114.0467169 22.5472132)",,,40,
7961542813,7961511682,0,853576481,False,,鹏程一路,residential,True,32.35,"LINESTRING (114.046755 22.5445965, 114.0467593 22.5443056)",,,,
7961542813,3085769133,0,304053237,False,,,residential,True,173.788,"LINESTRING (114.046755 22.5445965, 114.0462953 22.5445921, 114.0452511 22.5445795, 114.0450629 22.5445772)",,,,
7961542813,7961542917,0,853576481,False,,鹏程一路,residential,False,74.374,"LINESTRING (114.046755 22.5445965, 114.046748 22.5450769, 114.0467473 22.5451312, 114.0467453 22.5452653)",,,,
7961542817,499543338,0,672979257,True,,,primary_link,False,146.125,"LINESTRING (114.046775 22.5432234, 114.0460424 22.5432108, 114.0453524 22.5431988)",,,,
7961542817,7961511682,0,853576481,False,,鹏程一路,residential,False,120.346,"LINESTRING (114.046775 22.5432234, 114.046773 22.5433619, 114.0467593 22.5443056)",,,,
7961542845,7961542916,0,"[853576481, 996625926]",False,2,鹏程一路,residential,True,208.486,"LINESTRING (114.0467169 22.5472132, 114.0467184 22.5471109, 114.046738 22.5457684, 114.0467421 22.5454867, 114.0467426 22.5454507, 114.0467443 22.5453384)",,,,
7961542845,7961542901,0,996625930,True,3,福中路,secondary,False,96.47500000000001,"LINESTRING (114.0467169 22.5472132, 114.0474111 22.5472235, 114.0474817 22.5472246, 114.0476562 22.5472272)",,,40,
7961542848,7961542798,0,996625967,True,2,福中路,secondary,False,205.878,"LINESTRING (114.0467057 22.5473712, 114.0447012 22.5473426)",,,40,
7961542848,7961542911,0,853576483,False,,鹏程一路,residential,False,208.076,"LINESTRING (114.0467057 22.5473712, 114.0467041 22.547461, 114.0466742 22.5490942, 114.0466732 22.5491505, 114.0466715 22.5492422)",,,,
7961542899,7961542909,0,776182824,True,2,民田路,tertiary,False,8.396,"LINESTRING (114.047618 22.549331, 114.0476194 22.5492555)",,,,
7961542899,7961542910,0,270041716,True,2,福中一路,tertiary,False,97.348,"LINESTRING (114.047618 22.549331, 114.0474623 22.5493285, 114.046853 22.5493185, 114.0467783 22.5493173, 114.0466702 22.5493156)",,,,
7961542900,7961542901,0,996625966,True,2,民田路,tertiary,False,17.516,"LINESTRING (114.0476534 22.5473847, 114.0476562 22.5472272)",,,,
7961542900,7961542848,0,996625967,True,2,福中路,secondary,False,97.336,"LINESTRING (114.0476534 22.5473847, 114.0474778 22.5473822, 114.0467057 22.5473712)",,,40,
7961542901,7961542906,0,996625942,True,3,福中路,secondary,False,7.179,"LINESTRING (114.0476562 22.5472272, 114.0477261 22.5472282)",,,40,
7961542901,7961542902,0,"[996625928, 996625927]",True,2,民田路,tertiary,False,208.132,"LINESTRING (114.0476562 22.5472272, 114.0476586 22.5470977, 114.0476783 22.5460135, 114.0476858 22.5455998, 114.0476872 22.5455257, 114.0476905 22.5453557)",,,,
7961542902,7961542903,0,996625927,True,2,民田路,tertiary,False,8.196,"LINESTRING (114.0476905 22.5453557, 114.0476916 22.545282)",,,,
7961542902,7961542916,0,853601606,True,,福中三路,tertiary,False,97.191,"LINESTRING (114.0476905 22.5453557, 114.0475459 22.5453531, 114.046938 22.5453419, 114.0468581 22.5453405, 114.0467443 22.5453384)",,,,
7961542903,7961542908,0,853566732,True,,福中三路,tertiary,False,7.488,"LINESTRING (114.0476916 22.545282, 114.0477645 22.5452833)",,,,
7961542903,5140366337,0,996625927,True,2,民田路,tertiary,False,106.84100000000001,"LINESTRING (114.0476916 22.545282, 114.0476942 22.5451386, 114.0477091 22.5443213)",,,,
7961542904,7961542899,0,270041716,True,2,福中一路,tertiary,False,6.841,"LINESTRING (114.0476846 22.5493321, 114.047618 22.549331)",,,,
7961542905,7961542900,0,996625965,True,2,福中路,secondary,False,7.148,"LINESTRING (114.047723 22.5473857, 114.0476534 22.5473847)",,,40,
7961542905,7961467128,0,853566736,True,2,民田路,tertiary,False,208.036,"LINESTRING (114.047723 22.5473857, 114.0477206 22.5475065, 114.0476892 22.5490961, 114.0476879 22.5491636, 114.0476861 22.5492563)",,,,
7961542906,7961542905,0,853566736,True,2,民田路,tertiary,False,17.516,"LINESTRING (114.0477261 22.5472282, 114.047723 22.5473857)",,,,
7961542906,7961542945,0,996625942,True,3,福中路,secondary,False,32.219,"LINESTRING (114.0477261 22.5472282, 114.047848 22.54723, 114.047981 22.5472319, 114.0480398 22.5472328)",,,40,
7961542907,7961542902,0,853601606,True,,福中三路,tertiary,False,7.478,"LINESTRING (114.0477633 22.5453571, 114.0476905 22.5453557)",,,,
7961542907,7961542906,0,853566736,True,2,民田路,tertiary,False,208.09199999999998,"LINESTRING (114.0477633 22.5453571, 114.0477597 22.545526, 114.04773 22.5470305, 114.0477287 22.5470967, 114.0477261 22.5472282)",,,,
7961542908,7961542907,0,853566736,True,2,民田路,tertiary,False,8.207,"LINESTRING (114.0477645 22.5452833, 114.0477633 22.5453571)",,,,
7961542908,7961542988,0,853566732,True,,福中三路,tertiary,False,215.67299999999997,"LINESTRING (114.0477645 22.5452833, 114.0478893 22.5452855, 114.0496717 22.5453169, 114.0497281 22.5453179, 114.0498642 22.5453203)",,,,
7961542909,7961467128,0,853576486,False,2,福中一路,tertiary,False,6.85,"LINESTRING (114.0476194 22.5492555, 114.0476861 22.5492563)",,,,
7961542909,7961542900,0,776182824,True,2,民田路,tertiary,False,208.053,"LINESTRING (114.0476194 22.5492555, 114.0476211 22.5491625, 114.04765 22.5475701, 114.0476511 22.5475088, 114.0476534 22.5473847)",,,,
7961542910,7961542911,0,853576483,False,,鹏程一路,residential,True,8.163,"LINESTRING (114.0466702 22.5493156, 114.0466715 22.5492422)",,,,
7961542910,7961542789,0,270041716,True,2,福中一路,tertiary,False,258.08400000000006,"LINESTRING (114.0466702 22.5493156, 114.0466272 22.5493149, 114.0465282 22.5493132, 114.0453054 22.5492933, 114.0446802 22.5492831, 114.044638 22.5492879, 114.0446013 22.5492977, 114.0445734 22.5493091, 114.0445487 22.5493225, 114.0445229 22.5493404, 114.0444889 22.5493711, 114.0444668 22.549398, 114.0444437 22.5494317, 114.0443373 22.5496131)",,,,
7961542911,7961542910,0,853576483,False,,鹏程一路,residential,False,8.163,"LINESTRING (114.0466715 22.5492422, 114.0466702 22.5493156)",,,,
7961542911,7961542909,0,34900309,True,2,福中一路,tertiary,False,97.355,"LINESTRING (114.0466715 22.5492422, 114.0467785 22.5492438, 114.0468511 22.5492448, 114.0473986 22.5492524, 114.0474606 22.5492533, 114.0476194 22.5492555)",,,,
7961542911,7961542848,0,853576483,False,,鹏程一路,residential,True,208.076,"LINESTRING (114.0466715 22.5492422, 114.0466732 22.5491505, 114.0466742 22.5490942, 114.0467041 22.547461, 114.0467057 22.5473712)",,,,
7961542916,7961542917,0,853576481,False,,鹏程一路,residential,True,8.129,"LINESTRING (114.0467443 22.5453384, 114.0467453 22.5452653)",,,,
7961542916,7961542845,0,"[853576481, 996625926]",False,2,鹏程一路,residential,False,208.48600000000002,"LINESTRING (114.0467443 22.5453384, 114.0467426 22.5454507, 114.0467421 22.5454867, 114.046738 22.5457684, 114.0467184 22.5471109, 114.0467169 22.5472132)",,,,
7961542916,2750252798,0,"[853566733, 853601606]",True,,福中三路,tertiary,False,248.80199999999996,"LINESTRING (114.0467443 22.5453384, 114.046641 22.5453365, 114.0447749 22.5453023, 114.0447229 22.5453017, 114.0446817 22.545305, 114.0446476 22.5453114, 114.044618 22.5453209, 114.0445884 22.5453348, 114.0445679 22.5453468, 114.0445457 22.545364, 114.0445256 22.5453842, 114.0445108 22.5454033, 114.0444977 22.5454256, 114.0444874 22.5454485, 114.0444518 22.5455323)",,,,
7961542917,7961542916,0,853576481,False,,鹏程一路,residential,False,8.129,"LINESTRING (114.0467453 22.5452653, 114.0467443 22.5453384)",,,,
7961542917,7961542903,0,853566732,True,,福中三路,tertiary,False,97.19999999999999,"LINESTRING (114.0467453 22.5452653, 114.0468591 22.5452673, 114.0474458 22.5452777, 114.0475461 22.5452794, 114.0476916 22.545282)",,,,
7961542917,7961542813,0,853576481,False,,鹏程一路,residential,True,74.374,"LINESTRING (114.0467453 22.5452653, 114.0467473 22.5451312, 114.046748 22.5450769, 114.046755 22.5445965)",,,,
7961542921,7961467128,0,852010063,True,2,福中一路,tertiary,False,217.859,"LINESTRING (114.0498073 22.5492854, 114.0478823 22.5492591, 114.0478183 22.5492582, 114.0476861 22.5492563)",,,,
7961542921,7961542928,0,853576487,False,,鹏程二路,residential,True,207.911,"LINESTRING (114.0498073 22.5492854, 114.0498083 22.5492296, 114.0498191 22.5486472, 114.0498285 22.5481329, 114.0498403 22.5474941, 114.0498418 22.5474159)",,,,
7961542928,7961542936,0,996625965,True,2,福中路,secondary,False,183.231,"LINESTRING (114.0498418 22.5474159, 114.0480578 22.5473905)",,,40,
7961542928,7961542921,0,853576487,False,,鹏程二路,residential,False,207.91099999999997,"LINESTRING (114.0498418 22.5474159, 114.0498403 22.5474941, 114.0498285 22.5481329, 114.0498191 22.5486472, 114.0498083 22.5492296, 114.0498073 22.5492854)",,,,
7961542936,7961542945,0,853576488,True,,,secondary_link,False,19.363,"LINESTRING (114.0480578 22.5473905, 114.0480434 22.5473833, 114.0480326 22.5473662, 114.0480245 22.5473478, 114.0480195 22.5473285, 114.0480174 22.5473087, 114.0480186 22.5472889, 114.0480228 22.5472695, 114.04803 22.5472508, 114.0480398 22.5472328)",,,,
7961542936,7961542905,0,996625965,True,2,福中路,secondary,False,34.385999999999996,"LINESTRING (114.0480578 22.5473905, 114.0479846 22.5473894, 114.0478434 22.5473874, 114.047723 22.5473857)",,,40,
7961542945,7961465981,0,996625942,True,3,福中路,secondary,False,184.431,"LINESTRING (114.0480398 22.5472328, 114.0498355 22.5472573)",,,40,
7961542987,7961542988,0,853566735,False,,鹏程二路,residential,False,8.373,"LINESTRING (114.0498635 22.5453956, 114.0498642 22.5453203)",,,,
7961542987,7961465981,0,853566735,False,,鹏程二路,residential,True,207.032,"LINESTRING (114.0498635 22.5453956, 114.049861 22.5455405, 114.04986 22.5456022, 114.0498381 22.5470807, 114.0498355 22.5472573)",,,,
7961542987,7961542907,0,853601606,True,,福中三路,tertiary,False,215.727,"LINESTRING (114.0498635 22.5453956, 114.0497295 22.5453931, 114.0480392 22.5453621, 114.0478844 22.5453593, 114.0477633 22.5453571)",,,,
7961542988,7961542987,0,853566735,False,,鹏程二路,residential,True,8.373,"LINESTRING (114.0498642 22.5453203, 114.0498635 22.5453956)",,,,
7961542988,5832657889,0,853566732,True,,福中三路,tertiary,False,84.638,"LINESTRING (114.0498642 22.5453203, 114.05002 22.5453231, 114.0506882 22.5453348)",,,,
7961542988,7961467090,0,853566735,False,,鹏程二路,residential,False,227.859,"LINESTRING (114.0498642 22.5453203, 114.0498654 22.5452422, 114.0498674 22.545107, 114.0498713 22.5448473, 114.0498888 22.5436641, 114.0498904 22.5435551, 114.0498935 22.5433526, 114.0498947 22.5432713)",,,,
7961771623,5832657926,0,616988623,True,1,,secondary_link,False,69.7,"LINESTRING (114.0511792 22.5468631, 114.0512094 22.5469922, 114.0512531 22.5470806, 114.051306 22.547145, 114.0513597 22.5471871, 114.051483 22.5472548, 114.0516076 22.5472859)",,,,
7961771623,7962005302,0,1050511747,True,3,益田路,secondary,False,46.285,"LINESTRING (114.0511792 22.5468631, 114.0511749 22.5471202, 114.0511738 22.5471864, 114.0511723 22.5472793)",,,,
7961771626,7962005294,0,25529686,True,3,益田路,secondary,False,161.085,"LINESTRING (114.0511627 22.5478556, 114.0511429 22.5490566, 114.051142 22.5491083, 114.0511388 22.5493041)",,,,
7961771629,9666019852,0,616988605,True,1,,secondary_link,False,62.426,"LINESTRING (114.0574988 22.5454327, 114.057603 22.5454024, 114.0576857 22.5453609, 114.0577465 22.5453077, 114.0578026 22.5452384, 114.0578418 22.5451531, 114.0578764 22.5450405)",,,,
7961771629,9666019897,0,853566732,True,,福中三路,tertiary,False,38.146,"LINESTRING (114.0574988 22.5454327, 114.057713 22.5454358, 114.0577651 22.5454365, 114.0578702 22.545438)",,,,
7961786798,499543059,0,31542517,True,3,益田路,secondary,False,21.897,"LINESTRING (114.051083 22.5450121, 114.0510865 22.5448152)",,,,
7961786812,7961771629,0,853566732,True,,福中三路,tertiary,False,621.3820000000001,"LINESTRING (114.0514489 22.5453457, 114.0530038 22.5453681, 114.053629 22.5453771, 114.0537145 22.5453783, 114.0553293 22.5454015, 114.055408 22.5454026, 114.0574988 22.5454327)",,,,
7961786849,7961786850,0,853566732,True,,福中三路,tertiary,False,12.213,"LINESTRING (114.0510771 22.5453402, 114.051196 22.5453421)",,,,
7961786849,7961786798,0,31542517,True,3,益田路,secondary,False,36.488,"LINESTRING (114.0510771 22.5453402, 114.0510784 22.5452677, 114.0510791 22.5452302, 114.051083 22.5450121)",,,,
7961786850,7961786852,0,996625943,True,3,益田路,secondary,False,8.496,"LINESTRING (114.051196 22.5453421, 114.0511953 22.5454185)",,,,
7961786850,7961786812,0,853566732,True,,福中三路,tertiary,False,25.974999999999998,"LINESTRING (114.051196 22.5453421, 114.0512813 22.5453433, 114.0514489 22.5453457)",,,,
7961786851,7961786849,0,31542517,True,3,益田路,secondary,False,8.463,"LINESTRING (114.0510757 22.5454163, 114.0510771 22.5453402)",,,,
7961786851,5832657915,0,853601606,True,,福中三路,tertiary,False,40.355000000000004,"LINESTRING (114.0510757 22.5454163, 114.050939 22.5454147, 114.0506828 22.5454107)",,,,
7961786852,7961786851,0,853601606,True,,福中三路,tertiary,False,12.285,"LINESTRING (114.0511953 22.5454185, 114.0510757 22.5454163)",,,,
7961786852,5832657907,0,996625943,True,3,益田路,secondary,False,37.864,"LINESTRING (114.0511953 22.5454185, 114.0511945 22.5454794, 114.0511914 22.545759)",,,,
7961786893,8791690430,0,996208012,True,,福中三路,tertiary,False,76.026,"LINESTRING (114.0582621 22.5454437, 114.0589644 22.5454538, 114.0590023 22.5454544)",,,,
7961786904,7961786907,0,616988610,True,1,,secondary_link,False,41.691,"LINESTRING (114.0583102 22.5455244, 114.0582259 22.5455426, 114.0581523 22.5455707, 114.0580992 22.5456151, 114.058062 22.5456733, 114.0580314 22.5457563)",,,,
7961786904,7962005398,0,996208001,True,,福中三路,tertiary,False,28.215,"LINESTRING (114.0583102 22.5455244, 114.0581351 22.5455218, 114.0580845 22.545521, 114.0580355 22.5455203)",,,,
7961786907,5832657517,0,996752266,True,3,金田路,secondary,False,129.97,"LINESTRING (114.0580314 22.5457563, 114.0580111 22.546925)",,,,
7961993768,7962005405,0,996752249,True,3,福中路,secondary,False,51.550000000000004,"LINESTRING (114.0584683 22.5473903, 114.0589361 22.5473975, 114.0589702 22.547398)",,,40,
7962005188,5832657531,0,616988553,True,,,secondary_link,False,74.827,"LINESTRING (114.058473 22.547539, 114.0584074 22.5475498, 114.0583542 22.547563, 114.0583028 22.5475803, 114.058253 22.5476009, 114.0582046 22.547627, 114.0581596 22.5476584, 114.0581207 22.5476918, 114.0580898 22.5477208, 114.0580637 22.5477543, 114.0580455 22.5477875, 114.0580306 22.5478226, 114.0580229 22.5478533, 114.058013 22.5478904, 114.0579933 22.5479684)",,,,
7962005188,7962005396,0,996752265,True,2,福中路,secondary,False,48.529,"LINESTRING (114.058473 22.547539, 114.0580756 22.5475333, 114.0580005 22.5475323)",,,40,
7962005192,9666019856,0,996752250,True,3,金田路,secondary,False,131.635,"LINESTRING (114.0578471 22.5469115, 114.0578656 22.5457278)",,,,
7962005231,5832657910,0,31542517,True,3,益田路,secondary,False,123.11,"LINESTRING (114.0510502 22.5468361, 114.0510701 22.5457291)",,,,
7962005236,7962005231,0,616988626,True,1,,secondary_link,False,86.494,"LINESTRING (114.0504398 22.5472683, 114.0505845 22.5472545, 114.0506297 22.5472472, 114.0506748 22.5472383, 114.0507158 22.547226, 114.050758 22.5472081, 114.0507925 22.5471896, 114.0508226 22.5471708, 114.0508501 22.5471507, 114.0509279 22.5470807, 114.0509826 22.5470144, 114.0510226 22.5469288, 114.0510502 22.5468361)",,,,
7962005236,7962005298,0,996625942,True,3,福中路,secondary,False,61.874,"LINESTRING (114.0504398 22.5472683, 114.0507988 22.5472736, 114.0508782 22.5472748, 114.0510422 22.5472786)",,,40,
7962005244,7961542928,0,996625965,True,2,福中路,secondary,False,80.338,"LINESTRING (114.050624 22.5474271, 114.0498418 22.5474159)",,,40,
