u,v,key,osmid,highway,oneway,reversed,length,name,geometry,ref,lanes,tunnel,maxspeed,bridge
2765242475,2765242286,0,271568326,residential,False,True,396.90700000000004,迎宾东路,"LINESTRING (114.1098351 22.5539124, 114.1111358 22.5539178, 114.1113021 22.5539227, 114.1113959 22.5539401, 114.1116186 22.5539971, 114.1117849 22.5540119, 114.1118653 22.554007, 114.1119377 22.5539847, 114.1119807 22.5539426, 114.1120209 22.5538757, 114.1120611 22.5536899, 114.1120906 22.5535462, 114.112147 22.5534323, 114.1121738 22.553358, 114.112173 22.5532807, 114.1120308 22.5528199, 114.1120128 22.552709, 114.112045 22.5526421, 114.1122051 22.5525102)",,,,,
2788962574,3068385803,0,219503251,primary,True,False,8.606,笋岗东路,"LINESTRING (114.1017236 22.5586286, 114.1016398 22.5586279)",,,,,
2788962574,3068097558,0,1050747508,tertiary,True,False,128.69299999999998,梨园路,"LINESTRING (114.1017236 22.5586286, 114.1017219 22.559232, 114.1017034 22.5597857)",,2,,,
2788962622,564726203,0,31354928,residential,False,False,69.497,松园北街,"LINESTRING (114.1014517 22.5585038, 114.1014881 22.5578797)",,,,20,
2788962622,3078109187,0,624056638,primary,True,False,203.09,笋岗东路,"LINESTRING (114.1014517 22.5585038, 114.1034293 22.5585262)",,,,,
2885180175,2788962622,0,624056638,primary,True,False,142.997,笋岗东路,"LINESTRING (114.1000593 22.5584844, 114.1009957 22.5584975, 114.1013793 22.5585028, 114.1014517 22.5585038)",,,,,
2921843218,3068084275,0,"[568832513, 31404775]",trunk,True,False,265.015,东门中路,"LINESTRING (114.1199414 22.5558089, 114.1194737 22.5551264, 114.1187198 22.5538951, 114.1186857 22.5538393, 114.118634 22.5537548)",G205,,,,
2926107782,348404864,0,31310701,residential,False,False,308.835,童乐路,"LINESTRING (114.1175388 22.5546125, 114.1177374 22.5549902, 114.1180246 22.555464, 114.1181151 22.555656, 114.1187931 22.5568133, 114.1187416 22.5570987)",,,,,
2926107782,4850376315,0,31311846,residential,False,True,176.289,深中街,"LINESTRING (114.1175388 22.5546125, 114.1174112 22.5546414, 114.1171761 22.5543277, 114.1170336 22.553928, 114.1163181 22.5539638)",,,,,
2926107782,349132364,0,884707179,residential,True,False,148.779,童乐路,"LINESTRING (114.1175388 22.5546125, 114.1175597 22.5545769, 114.1186096 22.5537147)",,1,,,
3068068007,9199716112,0,302558531,residential,False,False,17.149,洪湖一街,"LINESTRING (114.1174098 22.558849, 114.1174031 22.5590031)",,,,,
3068068007,567623347,0,577163567,primary,True,False,165.505,笋岗东路,"LINESTRING (114.1174098 22.558849, 114.1157982 22.5588292)",,,,,
3068068040,9199716112,0,302558531,residential,False,True,83.17,洪湖一街,"LINESTRING (114.1175544 22.5597265, 114.1174417 22.559454, 114.1174027 22.5593359, 114.1174031 22.5590031)",,,,,
3068084275,349132364,0,31404775,trunk,True,False,5.115,东门中路,"LINESTRING (114.118634 22.5537548, 114.1186096 22.5537147)",G205,,,,
3068084275,2926107782,0,884707180,residential,True,False,148.644,童乐路,"LINESTRING (114.118634 22.5537548, 114.1181052 22.55419, 114.1175965 22.5546086, 114.1175388 22.5546125)",,1,,,
3068097558,3068097605,0,302561417,unclassified,False,False,119.24,,"LINESTRING (114.1017034 22.5597857, 114.1028646 22.5597893)",,,,,
3068097558,3068385797,0,302561417,unclassified,False,True,8.311,,"LINESTRING (114.1017034 22.5597857, 114.1016225 22.5597834)",,,,,
3068097572,3078109207,0,303452746,tertiary_link,True,False,87.636,,"LINESTRING (114.1039887 22.5591503, 114.1039262 22.5588966, 114.1038833 22.5588371, 114.1038316 22.5587977, 114.1037619 22.5587631, 114.1034293 22.5586682)",,,,,
3068097572,3068097607,0,996519929,tertiary,True,False,52.126999999999995,宝安北路,"LINESTRING (114.1039887 22.5591503, 114.1039943 22.5588947, 114.1039989 22.5586816)",,,,,
3068097573,3068097588,0,302561421,unclassified,False,False,48.471,,"LINESTRING (114.1049405 22.5599369, 114.1054125 22.5599419)",,,,,
3068097573,3068097598,0,302561421,unclassified,False,True,86.946,,"LINESTRING (114.1049405 22.5599369, 114.1040938 22.5599322)",,,,,
3068097576,3068097605,0,302561417,unclassified,False,True,115.593,,"LINESTRING (114.1039902 22.5598021, 114.1028646 22.5597893)",,,,,
3068097576,3068097572,0,996519929,tertiary,True,False,72.477,宝安北路,"LINESTRING (114.1039902 22.5598021, 114.1039887 22.5591503)",,,,,
3068097581,3068099806,0,302561422,residential,False,False,89.475,,"LINESTRING (114.106973 22.5592138, 114.1061019 22.5591951)",,,,,
3068097588,3068097573,0,302561421,unclassified,False,True,48.471,,"LINESTRING (114.1054125 22.5599419, 114.1049405 22.5599369)",,,,,
3068097598,3068097573,0,302561421,unclassified,False,False,86.946,,"LINESTRING (114.1040938 22.5599322, 114.1049405 22.5599369)",,,,,
3068097600,3078109217,0,303452748,tertiary_link,False,True,96.153,嘉宝田辅道,"LINESTRING (114.1040885 22.5591518, 114.1050246 22.5591725)",,,,,
3068097600,3068097598,0,996519927,tertiary,True,False,86.778,宝安北路,"LINESTRING (114.1040885 22.5591518, 114.1040938 22.5599322)",,,,,
3068097605,3068097576,0,302561417,unclassified,False,False,115.593,,"LINESTRING (114.1028646 22.5597893, 114.1039902 22.5598021)",,,,,
3068097605,3068097558,0,302561417,unclassified,False,True,119.24,,"LINESTRING (114.1028646 22.5597893, 114.1017034 22.5597857)",,,,,
3068097607,3078109207,0,219503251,primary,True,False,58.51,笋岗东路,"LINESTRING (114.1039989 22.5586816, 114.1034293 22.5586682)",,,,,
3068097607,3078099476,0,996519929,tertiary,True,False,16.558,宝安北路,"LINESTRING (114.1039989 22.5586816, 114.1040007 22.5585327)",,,,,
3068099806,3078109205,0,302561422,residential,False,False,66.229,,"LINESTRING (114.1061019 22.5591951, 114.1054571 22.5591816)",,,,,
3068099806,3068097581,0,302561422,residential,False,True,89.475,,"LINESTRING (114.1061019 22.5591951, 114.106973 22.5592138)",,,,,
3068099806,3068099807,0,302561940,residential,False,False,67.141,,"LINESTRING (114.1061019 22.5591951, 114.1060749 22.5597984)",,,,,
3068099807,3068099806,0,302561940,residential,False,True,67.141,,"LINESTRING (114.1060749 22.5597984, 114.1061019 22.5591951)",,,,,
3068385797,3068097558,0,302561417,unclassified,False,False,8.311,,"LINESTRING (114.1016225 22.5597834, 114.1017034 22.5597857)",,,,,
3068385797,7601261177,0,302589365,tertiary,True,False,12.622,梨园路,"LINESTRING (114.1016225 22.5597834, 114.1016241 22.5596699)",,2,,,
3070069729,3070069731,0,302736577,secondary,True,False,158.864,红桂路,"LINESTRING (114.1056861 22.553499, 114.1055547 22.5535217, 114.105449 22.553529, 114.1053336 22.5535259, 114.1052193 22.553508, 114.1051199 22.5534821, 114.1042092 22.5531666)",,2,,,
3070069729,3078109157,0,303452740,residential,False,False,180.877,,"LINESTRING (114.1056861 22.553499, 114.1056589 22.553623, 114.1052935 22.5550847)",,,,,
3070069731,3078099391,0,302736577,secondary,True,False,9.432,红桂路,"LINESTRING (114.1042092 22.5531666, 114.1041225 22.5531386)",,2,,,
3070069731,8768362371,0,31354887,tertiary,True,False,417.327,宝安南路,"LINESTRING (114.1042092 22.5531666, 114.1041905 22.5532626, 114.1041836 22.5533132, 114.1041805 22.5533584, 114.1041766 22.553436, 114.1041445 22.5554007, 114.1041198 22.5569172)",,2,,,
3070071740,1927361961,0,31354903,tertiary,False,False,8.882,桂园路,"LINESTRING (114.1073351 22.5527667, 114.1073203 22.552688)",,,,,
3070071740,349237450,0,31354905,unclassified,False,True,358.52,桂园北街,"LINESTRING (114.1073351 22.5527667, 114.1073553 22.5528745, 114.1078594 22.5539252, 114.1084523 22.5551606, 114.1084598 22.5552316, 114.1084513 22.5553116, 114.1084228 22.5554068, 114.1083754 22.5554753, 114.1083152 22.5555378, 114.1081662 22.5556814)",,,,,
3070071740,3070071747,0,302736577,secondary,True,False,119.862,红桂路,"LINESTRING (114.1073351 22.5527667, 114.1071776 22.5528171, 114.1067644 22.5529854, 114.1062677 22.5532012)",,2,,,
3070071747,3078109166,0,31354909,residential,False,False,80.905,桂圆北路,"LINESTRING (114.1062677 22.5532012, 114.1066856 22.553818)",,,,,
3070071747,2765186611,0,31354909,residential,False,True,8.957,桂圆北路,"LINESTRING (114.1062677 22.5532012, 114.1062201 22.5531337)",,,,,
3070071747,3070069729,0,302736577,secondary,True,False,68.662,红桂路,"LINESTRING (114.1062677 22.5532012, 114.1061037 22.5533041, 114.1059967 22.5533711, 114.1058844 22.5534283, 114.1057814 22.5534703, 114.1056861 22.553499)",,2,,,
3070071748,7236155499,0,239576235,residential,False,True,17.101,,"LINESTRING (114.1015818 22.5523204, 114.1015263 22.5524654)",,,,,
3070071748,3070071759,0,302736577,secondary,True,False,113.187,红桂路,"LINESTRING (114.1015818 22.5523204, 114.1006191 22.5520844, 114.1005156 22.5520626)",,2,,,
3070071759,7236155500,0,31354931,residential,False,False,16.993,松园南街,"LINESTRING (114.1005156 22.5520626, 114.1005662 22.5522081)",,,,,
3073056632,7236155669,0,775651038,residential,False,False,55.909,,"LINESTRING (114.102488 22.5501849, 114.1029979 22.5503611)",,,,,
3073056632,7236155682,0,775651094,tertiary,False,True,15.016,红威路,"LINESTRING (114.102488 22.5501849, 114.1024146 22.5503017)",,,,,
3073056632,3073056771,0,303010837,residential,False,False,68.543,,"LINESTRING (114.102488 22.5501849, 114.1023533 22.5500888, 114.1021903 22.5499953, 114.1021361 22.5499784, 114.1019956 22.5499818, 114.1019452 22.5500696)",,,,,
3073056632,3073056811,0,775651039,tertiary,False,True,28.441,红威路,"LINESTRING (114.102488 22.5501849, 114.1025532 22.5501139, 114.102687 22.5500081)",,,,,
3073056754,3073056801,0,303010836,unclassified,False,True,193.33300000000003,,"LINESTRING (114.1105565 22.5520774, 114.1105888 22.5508699, 114.110586 22.5508288, 114.1105749 22.5507877, 114.1105542 22.5507542, 114.1105199 22.5507256, 114.1104759 22.550708, 114.110138 22.5506297)",,,,,
3073056771,7236155682,0,775651098,residential,False,False,54.678,,"LINESTRING (114.1019452 22.5500696, 114.1024146 22.5503017)",,,,,
3073056771,7236155681,0,303010837,residential,False,False,41.06700000000001,,"LINESTRING (114.1019452 22.5500696, 114.1019001 22.5501374, 114.1018566 22.5502226, 114.1017741 22.5504027)",,,,,
3073056771,3073056632,0,303010837,residential,False,True,68.543,,"LINESTRING (114.1019452 22.5500696, 114.1019956 22.5499818, 114.1021361 22.5499784, 114.1021903 22.5499953, 114.1023533 22.5500888, 114.102488 22.5501849)",,,,,
3073056796,7236155639,0,303010840,residential,False,False,38.863,,"LINESTRING (114.1027897 22.5526157, 114.1028787 22.552276)",,,,,
3073056796,3078099408,0,31354900,secondary,True,False,148.118,红桂路,"LINESTRING (114.1027897 22.5526157, 114.1032498 22.5527665, 114.1041469 22.5530666)",,2,,,
3073056801,2765242475,0,44426597,secondary,True,False,366.812,人民公园路,"LINESTRING (114.110138 22.5506297, 114.1099235 22.5520682, 114.1098803 22.5524795, 114.1098351 22.5539124)",,,,,
3073056801,3073056754,0,303010836,unclassified,False,False,193.333,,"LINESTRING (114.110138 22.5506297, 114.1104759 22.550708, 114.1105199 22.5507256, 114.1105542 22.5507542, 114.1105749 22.5507877, 114.110586 22.5508288, 114.1105888 22.5508699, 114.1105565 22.5520774)",,,,,
3073056809,7236155634,0,303010840,residential,False,True,18.85,,"LINESTRING (114.1030196 22.5517877, 114.1029723 22.5519515)",,,,,
3073056811,7236155684,0,775651099,residential,False,True,55.078,,"LINESTRING (114.102687 22.5500081, 114.1032124 22.5501076)",,,,,
3073056811,3073056632,0,775651039,tertiary,False,False,28.441,红威路,"LINESTRING (114.102687 22.5500081, 114.1025532 22.5501139, 114.102488 22.5501849)",,,,,
3078099338,7236155603,0,775651078,residential,False,False,12.936,,"LINESTRING (114.1043905 22.5525089, 114.1042933 22.5524349)",,,,,
3078099391,3078099408,0,303451718,tertiary,True,False,8.389,宝安南路,"LINESTRING (114.1041225 22.5531386, 114.1041469 22.5530666)",,2,,,
3078099391,3070071748,0,302736577,secondary,True,False,276.336,红桂路,"LINESTRING (114.1041225 22.5531386, 114.1032237 22.5528342, 114.1022616 22.5525321, 114.1015818 22.5523204)",,2,,,
3078099408,349237339,0,31354900,secondary,True,False,8.398,红桂路,"LINESTRING (114.1041469 22.5530666, 114.1042238 22.5530923)",,2,,,
3078099408,7236155614,0,303451718,tertiary,True,False,9.699,宝安南路,"LINESTRING (114.1041469 22.5530666, 114.1041822 22.5529857)",,2,,,
3078099431,8768362395,0,31354939,tertiary,False,False,134.733,松园路,"LINESTRING (114.1040553 22.5557125, 114.1027434 22.5556943)",,2,,,
3078099431,8768362381,0,303451718,tertiary,True,False,161.058,宝安南路,"LINESTRING (114.1040553 22.5557125, 114.1040661 22.5551536, 114.1040832 22.5542643)",,2,,,
3078099476,2647622569,0,624056638,primary,True,False,9.581,笋岗东路,"LINESTRING (114.1040007 22.5585327, 114.104094 22.5585331)",,,,,
3078099476,8768362340,0,303451718,tertiary,True,False,43.251,宝安南路,"LINESTRING (114.1040007 22.5585327, 114.104004 22.5583855, 114.1040086 22.5581438)",,2,,,
3078109157,3070069729,0,303452740,residential,False,True,180.877,,"LINESTRING (114.1052935 22.5550847, 114.1056589 22.553623, 114.1056861 22.553499)",,,,,
3078109162,3078109205,0,303452742,residential,False,False,45.034,,"LINESTRING (114.1055765 22.5587919, 114.1054571 22.5591816)",,,,,
3078109162,3078109217,0,303452745,tertiary_link,True,False,74.376,嘉宝田辅道,"LINESTRING (114.1055765 22.5587919, 114.1055275 22.5588074, 114.1054792 22.5588371, 114.1054282 22.558904, 114.1052854 22.5590826, 114.1052297 22.5591269, 114.1051781 22.559147, 114.1050246 22.5591725)",,,,,
3078109166,349237387,0,31354909,residential,False,False,257.762,桂圆北路,"LINESTRING (114.1066856 22.553818, 114.1080579 22.555759)",,,,,
3078109166,3070071747,0,31354909,residential,False,True,80.905,桂圆北路,"LINESTRING (114.1066856 22.553818, 114.1062677 22.5532012)",,,,,
3078109166,9532888108,0,303452735,residential,False,False,257.102,,"LINESTRING (114.1066856 22.553818, 114.1066463 22.5551413, 114.1065268 22.5553492, 114.1064917 22.5553884, 114.1064172 22.5554079, 114.1057344 22.5554007)",,,,,
3078109169,564275705,0,219503251,primary,True,False,97.067,笋岗东路,"LINESTRING (114.1050332 22.5587078, 114.1042647 22.5586879, 114.1040883 22.5586833)",,,,,
3078109170,3078109169,0,219503251,primary,True,False,76.892,笋岗东路,"LINESTRING (114.1057817 22.5587273, 114.1050332 22.5587078)",,,,,
3078109170,3078109162,0,303452745,tertiary_link,True,False,22.262,嘉宝田辅道,"LINESTRING (114.1057817 22.5587273, 114.1055765 22.5587919)",,,,,
3078109187,8768362340,0,303452744,tertiary_link,True,False,79.96600000000001,,"LINESTRING (114.1034293 22.5585262, 114.1037037 22.5584862, 114.1037465 22.5584691, 114.1037855 22.5584489, 114.1038213 22.5584257, 114.1038507 22.5584025, 114.1038832 22.558373, 114.1039154 22.5583373, 114.1039445 22.5582958, 114.1039702 22.5582538, 114.1039895 22.5582123, 114.1039988 22.5581821, 114.1040086 22.5581438)",,,,,
3078109187,3078099476,0,624056638,primary,True,False,58.68,笋岗东路,"LINESTRING (114.1034293 22.5585262, 114.1038238 22.5585307, 114.1040007 22.5585327)",,,,,
3078109188,2286531632,0,624056638,primary,True,False,108.09700000000001,笋岗东路,"LINESTRING (114.104564 22.5585497, 114.1053143 22.5585747, 114.105616 22.5585848)",,,,,
3078109205,3078109217,0,302561422,residential,False,False,44.424,,"LINESTRING (114.1054571 22.5591816, 114.1050246 22.5591725)",,,,,
3078109205,3068099806,0,302561422,residential,False,True,66.229,,"LINESTRING (114.1054571 22.5591816, 114.1061019 22.5591951)",,,,,
3078109205,3078109162,0,303452742,residential,False,True,45.034,,"LINESTRING (114.1054571 22.5591816, 114.1055765 22.5587919)",,,,,
3078109207,2788962574,0,219503251,primary,True,False,175.209,笋岗东路,"LINESTRING (114.1034293 22.5586682, 114.1017236 22.5586286)",,,,,
3078109217,3078109205,0,302561422,residential,False,True,44.424,,"LINESTRING (114.1050246 22.5591725, 114.1054571 22.5591816)",,,,,
3078109217,3068097600,0,303452748,tertiary_link,False,False,96.153,嘉宝田辅道,"LINESTRING (114.1050246 22.5591725, 114.1040885 22.5591518)",,,,,
3078109217,3078109169,0,303452738,tertiary_link,True,False,83.473,嘉宝田辅道,"LINESTRING (114.1050246 22.5591725, 114.1051922 22.5591146, 114.1052512 22.5590749, 114.1052908 22.5590108, 114.1053049 22.5589486, 114.1052968 22.5588867, 114.1052727 22.5588272, 114.1052378 22.5587925, 114.1051922 22.5587678, 114.1050332 22.5587078)",,,,,
4665026601,8258853443,0,472288545,residential,False,True,174.44799999999998,书院街,"LINESTRING (114.113879 22.5563136, 114.1139579 22.5562838, 114.1146347 22.5560284, 114.1147407 22.5559929, 114.1148204 22.5559725, 114.1149064 22.555956, 114.1149993 22.5559419, 114.1153923 22.5558947, 114.1154279 22.5558911, 114.1155003 22.5558836)",,,,,
4850376315,8258853480,0,31311846,residential,False,True,97.885,深中街,"LINESTRING (114.1163181 22.5539638, 114.1153663 22.5540115)",,,,,
4850376315,4850376316,0,493104716,residential,False,False,61.482,,"LINESTRING (114.1163181 22.5539638, 114.1163544 22.5545157)",,,,,
4850376315,2926107782,0,31311846,residential,False,False,176.289,深中街,"LINESTRING (114.1163181 22.5539638, 114.1170336 22.553928, 114.1171761 22.5543277, 114.1174112 22.5546414, 114.1175388 22.5546125)",,,,,
4850376316,4850376315,0,493104716,residential,False,True,61.482,,"LINESTRING (114.1163544 22.5545157, 114.1163181 22.5539638)",,,,,
4850376316,4850376428,0,493104717,residential,False,True,47.355,,"LINESTRING (114.1163544 22.5545157, 114.1158947 22.5545494)",,,,,
4850376316,4850376428,1,493104717,residential,False,False,532.14,,"LINESTRING (114.1163544 22.5545157, 114.1170216 22.5544867, 114.1170854 22.5545247, 114.1171162 22.5545912, 114.1171255 22.5548471, 114.117136 22.5551348, 114.117145 22.5553832, 114.117145 22.5557175, 114.1170813 22.5557611, 114.116598 22.5557858, 114.1166 22.555915, 114.1161352 22.5561638, 114.1159954 22.5561714, 114.1159325 22.5551201, 114.1159197 22.5549072, 114.1158947 22.5545494)",,,,,
4850376317,4850376428,0,493104717,residential,False,False,26.701,,"LINESTRING (114.1156355 22.5545684, 114.1158947 22.5545494)",,,,,
4850376428,4850376316,0,493104717,residential,False,False,47.355,,"LINESTRING (114.1158947 22.5545494, 114.1163544 22.5545157)",,,,,
4850376428,4850376316,1,493104717,residential,False,True,532.1400000000001,,"LINESTRING (114.1158947 22.5545494, 114.1159197 22.5549072, 114.1159325 22.5551201, 114.1159954 22.5561714, 114.1161352 22.5561638, 114.1166 22.555915, 114.116598 22.5557858, 114.1170813 22.5557611, 114.117145 22.5557175, 114.117145 22.5553832, 114.117136 22.5551348, 114.1171255 22.5548471, 114.1171162 22.5545912, 114.1170854 22.5545247, 114.1170216 22.5544867, 114.1163544 22.5545157)",,,,,
4850376428,4850376317,0,493104717,residential,False,True,26.701,,"LINESTRING (114.1158947 22.5545494, 114.1156355 22.5545684)",,,,,
5836097957,348404864,0,31313273,residential,False,False,201.878,,"LINESTRING (114.1167761 22.5570967, 114.1178526 22.5571087, 114.1186386 22.5571066, 114.1187416 22.5570987)",,,,,
5836097957,8258853410,0,31313273,residential,False,True,108.697,,"LINESTRING (114.1167761 22.5570967, 114.1157913 22.5571297, 114.1157183 22.5571326)",,,,,
5836097957,5836097961,0,617377733,residential,False,False,157.526,,"LINESTRING (114.1167761 22.5570967, 114.1168455 22.5568843, 114.1169658 22.5567307, 114.1174754 22.556515, 114.1179649 22.5563324)",,,,,
5836097961,5836097957,0,617377733,residential,False,True,157.526,,"LINESTRING (114.1179649 22.5563324, 114.1174754 22.556515, 114.1169658 22.5567307, 114.1168455 22.5568843, 114.1167761 22.5570967)",,,,,
5837744840,8552068524,0,271562084,tertiary,True,False,75.539,红桂路辅路,"LINESTRING (114.1129667 22.5539846, 114.1134733 22.5539124, 114.1136963 22.553913)",,,,,
5837744840,5837744842,0,617561731,residential,False,False,182.027,园南路,"LINESTRING (114.1129667 22.5539846, 114.112776 22.5533198, 114.1124527 22.5524187)",,,,,
5837744842,7001093849,0,31352163,residential,False,False,99.385,蛟湖路,"LINESTRING (114.1124527 22.5524187, 114.1133513 22.5520868)",,,,,
5837744842,2765242286,0,31352163,residential,False,True,27.387,蛟湖路,"LINESTRING (114.1124527 22.5524187, 114.1122051 22.5525102)",,,,,
5837744842,5837744840,0,617561731,residential,False,True,182.027,园南路,"LINESTRING (114.1124527 22.5524187, 114.112776 22.5533198, 114.1129667 22.5539846)",,,,,
5892690789,567623326,0,393911176,primary_link,True,False,61.363,笋岗东路辅路,"LINESTRING (114.1155594 22.5589033, 114.1154285 22.5589154, 114.1153572 22.5589164, 114.1151753 22.5589105, 114.1150701 22.5589026, 114.1149655 22.5588811)",,,,,
5892690789,2883525898,0,624056635,tertiary_link,True,False,36.771,洪湖路辅路,"LINESTRING (114.1155594 22.5589033, 114.1154701 22.5589353, 114.1153997 22.5589775, 114.1153411 22.5590331, 114.1152817 22.5591008)",,,,,
5892690790,564726131,0,44426596,primary,True,False,204.062,笋岗东路,"LINESTRING (114.115816 22.5587189, 114.1159165 22.5587206, 114.1178028 22.5587566)",,,,,
5892690791,567623195,0,393911175,primary_link,True,False,58.819,笋岗东路辅路,"LINESTRING (114.1151223 22.5586348, 114.1152341 22.5586105, 114.1153128 22.5586046, 114.1154681 22.5586105, 114.1156085 22.5586321, 114.1156825 22.558663)",,,,,
5892690791,8258853408,0,624056636,tertiary_link,True,False,134.77999999999997,人民北路辅路,"LINESTRING (114.1151223 22.5586348, 114.1151801 22.5586109, 114.1152287 22.5585798, 114.1152593 22.5585504, 114.1152961 22.5584977, 114.115316 22.5584565, 114.1153669 22.5582988, 114.1153994 22.5581833, 114.115433 22.5580548, 114.1154614 22.5579271, 114.1154893 22.5577965, 114.1155076 22.5576951, 114.1155227 22.5575822, 114.1155288 22.5575282)",,2,,,
6080174728,2765186498,0,647431571,residential,False,True,444.75700000000006,果园东路,"LINESTRING (114.1084005 22.5509864, 114.1091084 22.5510612, 114.1093064 22.5510777, 114.1092353 22.5515081, 114.1091458 22.5521113, 114.109097 22.5524948, 114.1090697 22.5527891, 114.1090033 22.5528379, 114.1084791 22.5528393, 114.1080453 22.5528004, 114.1077213 22.5527192, 114.1075509 22.5527205)",,,,,
6080174728,6080174729,0,647431572,residential,False,True,109.838,果园路,"LINESTRING (114.1084005 22.5509864, 114.1083063 22.5510335, 114.1080618 22.5511594, 114.1077718 22.5511965, 114.1073822 22.5512071)",,,,,
6080174729,1657258816,0,31354903,tertiary,False,True,37.792,桂园路,"LINESTRING (114.1073822 22.5512071, 114.1073469 22.5515454)",,,,,
6080174729,6080174728,0,647431572,residential,False,False,109.83800000000001,果园路,"LINESTRING (114.1073822 22.5512071, 114.1077718 22.5511965, 114.1080618 22.5511594, 114.1083063 22.5510335, 114.1084005 22.5509864)",,,,,
6174423375,2079451101,0,888311159,secondary,False,False,15.518,晒布路,"LINESTRING (114.1171335 22.5512817, 114.1172634 22.5512104)",,,,,
6174423375,8552056407,0,31310949,secondary,True,False,327.887,晒布路,"LINESTRING (114.1171335 22.5512817, 114.1170473 22.551401, 114.1154329 22.553451, 114.1153987 22.5534938, 114.1153165 22.5535968, 114.1152854 22.5536331, 114.1152534 22.5536644)",,2,,,
6174423375,8227503144,0,558274288,primary,True,False,144.337,东门中路,"LINESTRING (114.1171335 22.5512817, 114.1169756 22.551043, 114.1165903 22.550403, 114.1165601 22.5503532, 114.1165254 22.5502857, 114.1164847 22.5502016, 114.1164626 22.5501429)",,,,,
6316689154,348403005,0,674501245,residential,False,False,28.928,兴湖路,"LINESTRING (114.118127 22.5509945, 114.1179832 22.5512182)",,,,,
6316689154,348403007,0,674501246,residential,False,True,43.204,兴湖路,"LINESTRING (114.118127 22.5509945, 114.1177113 22.5510543)",,,,,
7001093849,349204629,0,31352163,residential,False,False,52.334,蛟湖路,"LINESTRING (114.1133513 22.5520868, 114.1138299 22.5519251)",,,,,
7001093849,5837744842,0,31352163,residential,False,True,99.385,蛟湖路,"LINESTRING (114.1133513 22.5520868, 114.1124527 22.5524187)",,,,,
7001093849,7001093853,0,748622522,unclassified,False,False,235.191,立湖巷,"LINESTRING (114.1133513 22.5520868, 114.1133486 22.552842, 114.1134808 22.5532888, 114.1135804 22.553638, 114.1141353 22.5534822)",,,,,
7001093853,7001093849,0,748622522,unclassified,False,True,235.191,立湖巷,"LINESTRING (114.1141353 22.5534822, 114.1135804 22.553638, 114.1134808 22.5532888, 114.1133486 22.552842, 114.1133513 22.5520868)",,,,,
7001101025,8227503144,0,31312640,residential,True,False,57.756,立新路,"LINESTRING (114.1159111 22.5502445, 114.116075 22.5502176, 114.1164626 22.5501429)",,,,,
7001101027,7001101025,0,31312640,residential,True,False,20.219,立新路,"LINESTRING (114.115717 22.550275, 114.1159111 22.5502445)",,,,,
7236155483,7236155502,0,31354931,residential,False,False,12.241,松园南街,"LINESTRING (114.1006153 22.552349, 114.1006518 22.5524538)",,,,,
7236155483,7236155500,0,31354931,residential,False,True,16.459,松园南街,"LINESTRING (114.1006153 22.552349, 114.1005662 22.5522081)",,,,,
7236155483,7236155484,0,775651040,living_street,False,True,8.473,,"LINESTRING (114.1006153 22.552349, 114.1005337 22.5523603)",,,,,
7236155484,7236155483,0,775651040,living_street,False,False,8.473,,"LINESTRING (114.1005337 22.5523603, 114.1006153 22.552349)",,,,,
7236155484,7236155488,0,775651042,living_street,False,False,17.875,,"LINESTRING (114.1005337 22.5523603, 114.1004973 22.5522031)",,,,,
7236155484,7236155491,0,775651042,living_street,False,True,52.602000000000004,,"LINESTRING (114.1005337 22.5523603, 114.1006002 22.5526468, 114.1005187 22.5526983, 114.1004544 22.5527644)",,,,,
7236155488,7236155500,0,775651041,living_street,False,False,7.097,,"LINESTRING (114.1004973 22.5522031, 114.1005662 22.5522081)",,,,,
7236155488,7236155484,0,775651042,living_street,False,True,17.875,,"LINESTRING (114.1004973 22.5522031, 114.1005337 22.5523603)",,,,,
7236155491,7236155492,0,775651043,living_street,False,False,27.44,,"LINESTRING (114.1004544 22.5527644, 114.1007216 22.5527628)",,,,,
7236155491,7236155484,0,775651042,living_street,False,False,52.602000000000004,,"LINESTRING (114.1004544 22.5527644, 114.1005187 22.5526983, 114.1006002 22.5526468, 114.1005337 22.5523603)",,,,,
7236155492,7236155504,0,31354931,residential,False,True,5.939,松园南街,"LINESTRING (114.1007216 22.5527628, 114.1007122 22.5527101)",,,,,
7236155492,7236155491,0,775651043,living_street,False,True,27.44,,"LINESTRING (114.1007216 22.5527628, 114.1004544 22.5527644)",,,,,
7236155492,2473539026,0,"[257397880, 31354931]",residential,False,False,88.608,"['松园西街', '松园南街']","LINESTRING (114.1007216 22.5527628, 114.1007675 22.5530192, 114.1009241 22.553171, 114.1012659 22.5532576)",,3,,,
7236155496,7236155499,0,775651045,living_street,False,True,142.07,,"LINESTRING (114.1019899 22.5531657, 114.1022473 22.5526508, 114.1022173 22.5525993, 114.1015263 22.5524654)",,,,,
7236155499,3070071748,0,239576235,residential,False,False,17.101,,"LINESTRING (114.1015263 22.5524654, 114.1015818 22.5523204)",,,,,
7236155499,2473539026,0,239576235,residential,False,True,92.058,,"LINESTRING (114.1015263 22.5524654, 114.1012659 22.5532576)",,,,,
7236155499,7236155500,0,775651045,living_street,False,True,102.662,,"LINESTRING (114.1015263 22.5524654, 114.1005662 22.5522081)",,,,,
