u,v,key,osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel,bridge
7975286312,7967774249,0,364718023,True,,primary_link,,False,74.06400000000001,"LINESTRING (114.0345895 22.5476225, 114.0345896 22.54775, 114.0346 22.5478488, 114.0346205 22.5479348, 114.0346543 22.5480101, 114.0346956 22.5480668, 114.0347634 22.5481281, 114.0348659 22.5481912)",,,
7975286312,3687652014,0,1050921371,True,香梅路,secondary,,False,53.126,"LINESTRING (114.0345895 22.5476225, 114.0345253 22.547954, 114.0345146 22.5480092, 114.0344984 22.5480928)",,,
7975286323,7975286318,0,364718025,True,,primary_link,,False,74.927,"LINESTRING (114.0350498 22.5484254, 114.0347483 22.5483851, 114.0347168 22.5483832, 114.0346843 22.5483837, 114.0346451 22.5483865, 114.0346102 22.5483922, 114.0345769 22.5484026, 114.0345489 22.5484169, 114.0345112 22.5484425, 114.0344828 22.5484651, 114.0344581 22.5484879, 114.0344363 22.5485132, 114.0344205 22.5485385, 114.0344076 22.5485667)",,,
7975286323,3687652015,0,1050921373,True,红荔路,primary,,False,62.477000000000004,"LINESTRING (114.0350498 22.5484254, 114.034618 22.5483149, 114.0345633 22.5483024, 114.0344624 22.5482793)",,,
7975286329,8298792600,0,245930178,True,景田南七街,residential,,False,8.973,"LINESTRING (114.0357444 22.5433402, 114.0356583 22.5433265)",,,
7975286329,7975286340,0,245930183,False,,residential,,False,6.515,"LINESTRING (114.0357444 22.5433402, 114.0357548 22.5432824)",,,
7975286330,8298792601,0,855206663,True,景田南七街,residential,,False,22.264,"LINESTRING (114.0354556 22.5432354, 114.0354979 22.5432424, 114.0356693 22.5432691)",,,
7975286330,8298792552,0,892901028,True,香梅路,secondary,,False,150.954,"LINESTRING (114.0354556 22.5432354, 114.0356895 22.5420042, 114.0357104 22.5418984)",2,,
7975286340,7975286329,0,245930183,False,,residential,,True,6.515,"LINESTRING (114.0357548 22.5432824, 114.0357444 22.5433402)",,,
7975286340,7975286341,0,855206663,True,景田南七街,residential,,False,243.933,"LINESTRING (114.0357548 22.5432824, 114.038097 22.543647)",,,
7975286340,7975286341,1,245930183,False,,residential,,False,461.534,"LINESTRING (114.0357548 22.5432824, 114.0359445 22.5422252, 114.0381006 22.542593, 114.038097 22.543647)",,,
7975286341,2530284957,0,245930183,False,,residential,,False,7.45,"LINESTRING (114.038097 22.543647, 114.0380968 22.543714)",,,
7975286341,7975286340,0,245930183,False,,residential,,True,461.534,"LINESTRING (114.038097 22.543647, 114.0381006 22.542593, 114.0359445 22.5422252, 114.0357548 22.5432824)",,,
7975286341,7227357853,0,855206663,True,景田南七街,residential,,False,35.629,"LINESTRING (114.038097 22.543647, 114.038404 22.5436948, 114.0384392 22.5436997)",,,
7975286343,7975286500,0,855206664,False,景田南七街支路,residential,,False,6.01,"LINESTRING (114.0383278 22.5443187, 114.0383375 22.5442654)",,,
7975286343,7975286422,0,855206669,True,新闻路,tertiary,,False,289.163,"LINESTRING (114.0383278 22.5443187, 114.0355539 22.5438725)",,,
7975286355,7977050961,0,96334025,True,景田南五街,residential,,False,286.94100000000003,"LINESTRING (114.0390252 22.5490727, 114.0390267 22.5490261, 114.0390276 22.5489638, 114.0390899 22.5465629, 114.0390904 22.5464929)",,,
7975286401,7973099537,0,238028140,True,,secondary,,False,202.357,"LINESTRING (114.0390338 22.542376, 114.0378116 22.5421832, 114.0377283 22.5421655, 114.0376565 22.5421474, 114.0375713 22.5421227, 114.0375132 22.5421004, 114.0371406 22.5419247)",,,
7975286412,7975286401,0,238028140,True,,secondary,,False,19.984,"LINESTRING (114.0392256 22.5424063, 114.0390338 22.542376)",,,
7975286412,7975286415,0,"[855206665, 855206667]",True,景田南五街,residential,,False,149.167,"LINESTRING (114.0392256 22.5424063, 114.0392171 22.5424062, 114.0392087 22.5424079, 114.0391996 22.5424111, 114.0391903 22.5424163, 114.0391817 22.5424224, 114.0391742 22.5424291, 114.0391676 22.5424375, 114.0391629 22.5424459, 114.0391598 22.5424604, 114.0391589 22.5424684, 114.0391569 22.5425517, 114.039138 22.5436217, 114.0391425 22.5437125)",,,
7975286415,7975286416,0,855206667,True,景田南五街,residential,,False,6.723,"LINESTRING (114.0391425 22.5437125, 114.0391454 22.5437729)",,,
7975286416,7975286418,0,245930178,True,景田南七街,residential,,False,5.815,"LINESTRING (114.0391454 22.5437729, 114.0390888 22.5437744)",,,
7975286416,1116501304,0,855206667,True,景田南五街,residential,,False,67.12,"LINESTRING (114.0391454 22.5437729, 114.0391469 22.5438035, 114.0391701 22.5442751, 114.0391697 22.544376)",,,
7975286418,7975286419,0,96334025,True,景田南五街,residential,,False,6.82,"LINESTRING (114.0390888 22.5437744, 114.0390865 22.5437131)",,,
7975286418,2530284966,0,245930178,True,景田南七街,residential,,False,67.846,"LINESTRING (114.0390888 22.5437744, 114.0390325 22.543776, 114.0386198 22.5437788, 114.0385499 22.5437773, 114.0384948 22.5437734, 114.0384289 22.5437658)",,,
7975286419,7975286415,0,855206663,True,景田南七街,residential,,False,5.751,"LINESTRING (114.0390865 22.5437131, 114.0391425 22.5437125)",,,
7975286419,7975286401,0,"[96334025, 855206666]",True,景田南五街,residential,,False,151.51200000000006,"LINESTRING (114.0390865 22.5437131, 114.0390834 22.5436299, 114.0390986 22.5425519, 114.0391002 22.5424678, 114.0390982 22.5424515, 114.0390956 22.5424417, 114.0390912 22.5424288, 114.0390847 22.5424161, 114.0390769 22.5424048, 114.0390663 22.5423948, 114.0390553 22.5423865, 114.0390442 22.54238, 114.0390338 22.542376)",,,
7975286422,1116501292,0,892901034,False,香梅路辅路,residential,,True,6.571,"LINESTRING (114.0355539 22.5438725, 114.035565 22.5438143)",,,
7975286422,7975286430,0,892901030,True,新闻路,tertiary,,False,15.088,"LINESTRING (114.0355539 22.5438725, 114.0354376 22.5438545, 114.035409 22.5438501)",,,
7975286429,7975286445,0,855206669,True,新闻路,tertiary,,False,6.482,"LINESTRING (114.0391695 22.544419, 114.0391065 22.5444154)",,,
7975286429,7975286583,0,855206667,True,景田南五街,residential,,False,223.20399999999998,"LINESTRING (114.0391695 22.544419, 114.0391616 22.5463312, 114.0391612 22.5464263)",,,
7975286430,7975286501,0,892901026,True,新闻路,tertiary,,False,14.892999999999999,"LINESTRING (114.035409 22.5438501, 114.0353911 22.5438456, 114.0353754 22.5438409, 114.0353593 22.5438347, 114.0353436 22.5438262, 114.0353268 22.5438128, 114.0353114 22.5437955, 114.0353013 22.5437715)",,,
7975286430,8298792591,0,892901029,True,新闻路,tertiary,,False,13.713999999999999,"LINESTRING (114.035409 22.5438501, 114.0353907 22.5438485, 114.0353772 22.5438482, 114.0353641 22.5438494, 114.0353513 22.5438525, 114.0353409 22.5438567, 114.0353318 22.543862, 114.0353238 22.5438687, 114.0353183 22.5438761, 114.0353121 22.5438872, 114.0353063 22.543904)",,,
7975286445,7975286457,0,96334025,True,景田南五街,residential,,False,5.037,"LINESTRING (114.0391065 22.5444154, 114.0391069 22.5443701)",,,
7975286445,7975286343,0,855206669,True,新闻路,tertiary,,False,80.73400000000001,"LINESTRING (114.0391065 22.5444154, 114.0390305 22.5444096, 114.038941 22.5444008, 114.0388374 22.5443903, 114.0386388 22.5443688, 114.0383278 22.5443187)",,,
7975286457,1116501304,0,892901033,True,新闻路,tertiary,,False,6.483,"LINESTRING (114.0391069 22.5443701, 114.0391697 22.544376)",,,
7975286457,7975286418,0,96334025,True,景田南五街,residential,,False,66.272,"LINESTRING (114.0391069 22.5443701, 114.0391076 22.5442729, 114.03909 22.5438064, 114.0390888 22.5437744)",,,
7975286500,2530284966,0,855206664,False,景田南七街支路,residential,,False,56.34,"LINESTRING (114.0383375 22.5442654, 114.0384289 22.5437658)",,,
7975286500,7975286343,0,855206664,False,景田南七街支路,residential,,True,6.01,"LINESTRING (114.0383375 22.5442654, 114.0383278 22.5443187)",,,
7975286500,7975286457,0,892901033,True,新闻路,tertiary,,False,79.894,"LINESTRING (114.0383375 22.5442654, 114.0386166 22.5443108, 114.0387889 22.5443349, 114.0389342 22.5443526, 114.0391069 22.5443701)",,,
7975286501,1116501292,0,855206668,True,新闻路,tertiary,,False,27.497,"LINESTRING (114.0353013 22.5437715, 114.0354495 22.5437956, 114.035565 22.5438143)",,,
7975286501,8298792591,0,892901027,True,香梅路,secondary,,False,14.751000000000001,"LINESTRING (114.0353013 22.5437715, 114.0353045 22.5438147, 114.0353066 22.5438464, 114.0353068 22.5438789, 114.0353063 22.543904)",3,,
7975286501,2530284959,0,892901028,True,香梅路,secondary,,False,55.684000000000005,"LINESTRING (114.0353013 22.5437715, 114.0353332 22.543716, 114.0353469 22.54369, 114.0353598 22.5436625, 114.0353709 22.543636, 114.0353814 22.5436047, 114.0353895 22.5435779, 114.0353952 22.5435537, 114.0354448 22.5432924)",2,,
7975286522,3687652014,0,996188211,True,红荔路,primary,,False,9.547,"LINESTRING (114.0344098 22.5480668, 114.0344984 22.5480928)",,,
7975286522,7975286528,0,627546517,True,香梅路,secondary,,False,31.95,"LINESTRING (114.0344098 22.5480668, 114.0344265 22.5479845, 114.0344371 22.5479326, 114.0344654 22.5477841)",,,
7975286528,7986450948,0,627546517,True,香梅路,secondary,,False,224.933,"LINESTRING (114.0344654 22.5477841, 114.0348441 22.5457917)",,,
7975286534,7975286528,0,364718024,True,,primary_link,,False,51.852,"LINESTRING (114.0340327 22.5479512, 114.0340642 22.5479557, 114.0340983 22.5479571, 114.0341349 22.5479567, 114.0341744 22.5479543, 114.0342113 22.5479494, 114.0342487 22.547942, 114.0342821 22.5479322, 114.0343102 22.5479231, 114.0343388 22.5479111, 114.0343699 22.5478946, 114.0343948 22.5478763, 114.0344177 22.5478544, 114.0344347 22.5478351, 114.0344505 22.5478135, 114.0344654 22.5477841)",,,
7975286534,7975286522,0,996188211,True,红荔路,primary,,False,40.804,"LINESTRING (114.0340327 22.5479512, 114.034262 22.548022, 114.0343187 22.5480392, 114.0344098 22.5480668)",,,
7975286536,1116501199,0,891126142,True,红荔路,primary,,False,199.511,"LINESTRING (114.0340567 22.5481679, 114.0324495 22.5476871, 114.0322088 22.5476141)",,,
7975286544,7975286536,0,364718026,True,,primary_link,,False,58.099999999999994,"LINESTRING (114.034303 22.5486079, 114.0343044 22.5485732, 114.034303 22.5485437, 114.0342997 22.548512, 114.0342923 22.5484714, 114.0342834 22.5484378, 114.0342727 22.5484066, 114.0342557 22.5483704, 114.0342342 22.5483328, 114.0342065 22.5482943, 114.0341736 22.5482533, 114.0341387 22.5482189, 114.0341022 22.5481922, 114.0340567 22.5481679)",,,
7975286544,3687651958,0,1050921374,True,香梅路,secondary,,False,39.472,"LINESTRING (114.034303 22.5486079, 114.0343398 22.5484105, 114.034353 22.5483455, 114.0343708 22.5482585)",,,
7975286582,7975286583,0,855388121,True,景田南路,residential,,False,7.222,"LINESTRING (114.039091 22.5464225, 114.0391612 22.5464263)",,,
7975286582,7975286445,0,96334025,True,景田南五街,residential,,False,223.185,"LINESTRING (114.039091 22.5464225, 114.0390916 22.5463387, 114.0391065 22.5444154)",,,
7975286583,7977050960,0,855206667,True,景田南五街,residential,,False,7.884,"LINESTRING (114.0391612 22.5464263, 114.0391609 22.5464972)",,,
7975286583,7977056082,0,855388121,True,景田南路,residential,,False,58.844,"LINESTRING (114.0391612 22.5464263, 114.0395917 22.5464496, 114.0397332 22.5464573)",,,
7977050923,7977050924,0,892901032,True,香梅路,secondary,,False,6.914,"LINESTRING (114.0349432 22.5457989, 114.0349313 22.5458601)",,,
7977050923,7977050952,0,855388121,True,景田南路,residential,,False,302.43,"LINESTRING (114.0349432 22.5457989, 114.0351779 22.5458435, 114.0377425 22.5463305, 114.0378286 22.5463422)",,,
7977050924,7975286312,0,892901032,True,香梅路,secondary,,False,199.089,"LINESTRING (114.0349313 22.5458601, 114.0345895 22.5476225)",,,
7977050942,7967774247,0,1050921372,True,红荔路,primary,,False,7.512,"LINESTRING (114.0371037 22.5487631, 114.0371742 22.5487811)",,,
7977050942,7977050951,0,400105643,True,景田南六街,residential,,False,275.31399999999996,"LINESTRING (114.0371037 22.5487631, 114.0371456 22.5486699, 114.0376613 22.5475095, 114.0376854 22.5474432, 114.0377034 22.5473843, 114.0377191 22.5473229, 114.0377302 22.5472601, 114.0377401 22.5471928, 114.037813 22.5464836, 114.0378223 22.5464015)",,,
7977050951,7977050952,0,400105643,True,景田南六街,residential,,False,6.626,"LINESTRING (114.0378223 22.5464015, 114.0378286 22.5463422)",,,
7977050951,7977050924,0,855388122,True,景田南路,residential,,False,302.945,"LINESTRING (114.0378223 22.5464015, 114.0377373 22.5463891, 114.0351665 22.5459044, 114.0349313 22.5458601)",,,
7977050952,7977050954,0,855388121,True,景田南路,residential,,False,7.77,"LINESTRING (114.0378286 22.5463422, 114.0378678 22.5463475, 114.0379036 22.5463513)",,,
7977050953,7977050951,0,855388122,True,景田南路,residential,,False,7.77,"LINESTRING (114.0378972 22.5464114, 114.0378223 22.5464015)",,,
7977050953,7967774247,0,855388123,True,景田南六街,residential,,False,276.317,"LINESTRING (114.0378972 22.5464114, 114.0378899 22.5464856, 114.037817 22.5471948, 114.0378071 22.5472621, 114.0377961 22.5473249, 114.0377804 22.5473863, 114.0377624 22.5474452, 114.0377382 22.5475116, 114.0372226 22.5486719, 114.0371742 22.5487811)",,,
7977050954,7977050953,0,855388123,True,景田南六街,residential,,False,6.715,"LINESTRING (114.0379036 22.5463513, 114.0378972 22.5464114)",,,
7977050954,7975286582,0,855388121,True,景田南路,residential,,False,122.214,"LINESTRING (114.0379036 22.5463513, 114.0379911 22.5463607, 114.0381239 22.5463703, 114.039091 22.5464225)",,,
7977050960,7977050961,0,855388122,True,景田南路,residential,,False,7.256,"LINESTRING (114.0391609 22.5464972, 114.0390904 22.5464929)",,,
7977050960,7975286574,0,855206667,True,景田南五街,residential,,False,288.83700000000005,"LINESTRING (114.0391609 22.5464972, 114.0391606 22.5465671, 114.0391172 22.5489666, 114.0391158 22.5490345, 114.0391143 22.5490944)",,,
7977050961,7975286582,0,96334025,True,景田南五街,residential,,False,7.828,"LINESTRING (114.0390904 22.5464929, 114.039091 22.5464225)",,,
7977050961,7977050953,0,855388122,True,景田南路,residential,,False,122.89,"LINESTRING (114.0390904 22.5464929, 114.0381155 22.5464334, 114.0379854 22.5464211, 114.0378972 22.5464114)",,,
7977050965,7977056079,0,1050921369,True,景田路,secondary,40,False,133.457,"LINESTRING (114.039868 22.5482682, 114.0398644 22.5493052, 114.0398638 22.5494684)",,,
7977056073,7967774255,0,1050921373,True,红荔路,primary,,False,131.798,"LINESTRING (114.039726 22.549622, 114.0384892 22.5493055)",,,
7977056073,7977056074,0,1052079665,True,景田路,secondary,40,False,20.983,"LINESTRING (114.039726 22.549622, 114.0397265 22.5494333)",,,
7977056074,7977056079,0,1052079666,True,红荔路,primary,,False,14.63,"LINESTRING (114.0397265 22.5494333, 114.0398638 22.5494684)",,,
7977056074,7977056081,0,1050921367,True,景田路,secondary,40,False,322.834,"LINESTRING (114.0397265 22.5494333, 114.0397267 22.5493148, 114.0397269 22.549247, 114.039733 22.54653)",,,
7977056078,7977056073,0,1052079667,True,红荔路,primary,,False,14.62,"LINESTRING (114.0398632 22.5496571, 114.039726 22.549622)",,,
7977056079,7977056078,0,1052079668,True,景田路,secondary,40,False,20.983,"LINESTRING (114.0398638 22.5494684, 114.0398632 22.5496571)",,,
7977056081,7977056082,0,1050921367,True,景田路,secondary,40,False,8.084,"LINESTRING (114.039733 22.54653, 114.0397332 22.5464573)",,,
7977056081,7977050960,0,855388122,True,景田南路,residential,,False,58.867000000000004,"LINESTRING (114.039733 22.54653, 114.0395965 22.5465238, 114.0391609 22.5464972)",,,
7977056082,7977056084,0,855388121,True,景田南路,residential,,False,14.505,"LINESTRING (114.0397332 22.5464573, 114.0398742 22.5464649)",,,
7977056082,278659481,0,1050921367,True,景田路,secondary,40,False,226.196,"LINESTRING (114.0397332 22.5464573, 114.0397375 22.544568, 114.0397861 22.5444302)",,,
7977056083,7977056081,0,855388122,True,景田南路,residential,,False,14.498,"LINESTRING (114.039874 22.5465365, 114.039733 22.54653)",,,
7977056083,7977050965,0,1050921369,True,景田路,secondary,40,False,192.558,"LINESTRING (114.039874 22.5465365, 114.039868 22.5482682)",,,
7977056084,7977056083,0,1050921369,True,景田路,secondary,40,False,7.962,"LINESTRING (114.0398742 22.5464649, 114.039874 22.5465365)",,,
7977056085,278659481,0,855206669,True,新闻路,tertiary,,False,7.18,"LINESTRING (114.039856 22.5444313, 114.0397861 22.5444302)",,,
7977056085,7977056084,0,1050921369,True,景田路,secondary,40,False,226.333,"LINESTRING (114.039856 22.5444313, 114.0398808 22.5445719, 114.0398742 22.5464649)",,,
7979256820,7979256870,0,1050921373,True,红荔路,primary,,False,195.64,"LINESTRING (114.0384292 22.5492901, 114.0367168 22.5488519, 114.0366693 22.5488398, 114.0365933 22.5488203)",,,
7979256822,7979256831,0,245925462,False,,residential,,True,30.015,"LINESTRING (114.0374032 22.5495719, 114.0373386 22.5497916, 114.0373266 22.5498324)",,,
7979256830,7979256831,0,245925462,False,,residential,,False,6.15,"LINESTRING (114.037311 22.5498858, 114.0373266 22.5498324)",,,
7979256830,7979256884,0,855693228,True,,residential,,False,105.401,"LINESTRING (114.037311 22.5498858, 114.036401 22.5496678, 114.0363173 22.5496486)",,,
7979256831,7979256830,0,245925462,False,,residential,,True,6.15,"LINESTRING (114.0373266 22.5498324, 114.037311 22.5498858)",,,
7979256831,7979256822,0,245925462,False,,residential,,False,30.015,"LINESTRING (114.0373266 22.5498324, 114.0373386 22.5497916, 114.0374032 22.5495719)",,,
7979256855,2530244857,0,393889360,True,景田西路,tertiary,,False,5.884,"LINESTRING (114.0362445 22.549632, 114.0362567 22.5495803)",,,
7979256862,7975286323,0,1050921373,True,红荔路,primary,,False,144.638,"LINESTRING (114.0364071 22.5487727, 114.0350498 22.5484254)",,,
7979256870,7979256862,0,1050921373,True,红荔路,primary,,False,19.841,"LINESTRING (114.0365933 22.5488203, 114.0364071 22.5487727)",,,
7979256870,7979256883,0,393889352,True,景田西路,tertiary,,False,93.47200000000001,"LINESTRING (114.0365933 22.5488203, 114.0365745 22.5488244, 114.0365587 22.548829, 114.0365433 22.5488369, 114.0365295 22.5488479, 114.036516 22.5488621, 114.0365067 22.5488774, 114.0364994 22.5488938, 114.036494 22.5489102, 114.0363298 22.5495967)",,,
7979256883,7979256884,0,393889352,True,景田西路,tertiary,,False,5.912,"LINESTRING (114.0363298 22.5495967, 114.0363173 22.5496486)",,,
7979256883,7979256831,0,245925450,True,,residential,,False,105.66900000000001,"LINESTRING (114.0363298 22.5495967, 114.0364165 22.549616, 114.0373266 22.5498324)",,,
7979256884,7979256855,0,855693228,True,,residential,,False,7.701,"LINESTRING (114.0363173 22.5496486, 114.0362445 22.549632)",,,
7986450909,7986450937,0,375683776,True,,secondary_link,,False,66.406,"LINESTRING (114.0225222 22.5452306, 114.0223659 22.5452557, 114.0222564 22.5452855, 114.0221737 22.5453218, 114.0221008 22.5453674, 114.0220367 22.5454222, 114.0219747 22.5455026)",,,
7986450909,9906876177,0,1080860974,True,红荔西路,secondary,,False,47.218999999999994,"LINESTRING (114.0225222 22.5452306, 114.0222305 22.5451797, 114.0221759 22.5451702, 114.0220704 22.5451518)",3,,
7986450909,3790295980,0,1080860980,True,,secondary_link,,False,51.114000000000004,"LINESTRING (114.0225222 22.5452306, 114.0224505 22.5451749, 114.0224208 22.5451106, 114.022422 22.5450324, 114.0224574 22.544953, 114.0225105 22.5449122, 114.0225873 22.5448867)",1,,
7986450923,1116534605,0,545681211,True,香蜜湖路,secondary,,False,248.25399999999996,"LINESTRING (114.0219396 22.545627, 114.0218411 22.5459509, 114.0217381 22.5462403, 114.0216101 22.546563, 114.021428 22.5469722, 114.0213819 22.5470749, 114.0213702 22.5470985, 114.0212667 22.5473073, 114.0211648 22.5475077, 114.021058 22.5477013)",2,,
7986450937,7986450923,0,545681211,True,香蜜湖路,secondary,,False,14.295,"LINESTRING (114.0219747 22.5455026, 114.0219396 22.545627)",2,,
7986450946,6581380413,0,700812190,True,,residential,,False,17.544,"LINESTRING (114.0295326 22.5465948, 114.0294752 22.5467434)",,,
7986450946,7986450971,0,996188211,True,红荔路,primary,,False,25.527,"LINESTRING (114.0295326 22.5465948, 114.0297688 22.5466663)",,,
7986450947,7986471593,0,96334004,False,香蜜南二街,residential,,False,137.682,"LINESTRING (114.0324744 22.5461938, 114.0322899 22.5471616, 114.0322448 22.5474137)",,,
7986450947,7986450948,0,"[96334019, 96334004]",False,"['香蜜南二街', '香蜜南四街']",residential,,"[False, True]",310.757,"LINESTRING (114.0324744 22.5461938, 114.0325775 22.5456528, 114.0326408 22.5454817, 114.0328283 22.5454635, 114.0346307 22.5457573, 114.0348441 22.5457917)",,,
7986450947,1116501325,0,96334029,False,香蜜南三街,residential,,False,275.874,"LINESTRING (114.0324744 22.5461938, 114.0322249 22.5461569, 114.031286 22.5460178, 114.0311884 22.546002, 114.0311048 22.5459866, 114.0310131 22.5459663, 114.0309179 22.5459403, 114.0300918 22.5456913, 114.0298678 22.5456232)",,,
7986450948,7986450947,0,"[96334019, 96334004]",False,"['香蜜南二街', '香蜜南四街']",residential,,"[False, True]",310.757,"LINESTRING (114.0348441 22.5457917, 114.0346307 22.5457573, 114.0328283 22.5454635, 114.0326408 22.5454817, 114.0325775 22.5456528, 114.0324744 22.5461938)",,,
7986450948,8298792564,0,627546517,True,香梅路,secondary,,False,205.459,"LINESTRING (114.0348441 22.5457917, 114.0348613 22.5457011, 114.0351771 22.5440399, 114.0351923 22.5439722)",,,
7986450971,7986471593,0,996188211,True,红荔路,primary,,False,267.513,"LINESTRING (114.0297688 22.5466663, 114.0319633 22.5473312, 114.0322448 22.5474137)",,,
7986471585,1116501229,0,245816198,True,,residential,,False,34.864,"LINESTRING (114.0293201 22.5465303, 114.0293451 22.546534, 114.0293699 22.5465338, 114.029401 22.5465297, 114.0294312 22.5465209, 114.0294598 22.5465099, 114.0294875 22.5464956, 114.0295123 22.5464799, 114.0295343 22.5464635, 114.0295622 22.5464386, 114.029604 22.5463909)",,,
7986471585,7986450946,0,996188211,True,红荔路,primary,,False,22.972,"LINESTRING (114.0293201 22.5465303, 114.0294477 22.546569, 114.0295326 22.5465948)",,,
7986471593,1116501199,0,96334004,False,香蜜南二街,residential,,False,22.588,"LINESTRING (114.0322448 22.5474137, 114.0322088 22.5476141)",,,
7986471593,7986450947,0,96334004,False,香蜜南二街,residential,,True,137.682,"LINESTRING (114.0322448 22.5474137, 114.0322899 22.5471616, 114.0324744 22.5461938)",,,
7986471593,7975286534,0,996188211,True,红荔路,primary,,False,193.093,"LINESTRING (114.0322448 22.5474137, 114.0324926 22.5474864, 114.0340327 22.5479512)",,,
8076307493,9906792548,0,"[1080854233, 866494166, 1080854231]",True,,primary_link,,False,263.744,"LINESTRING (114.0252407 22.5400123, 114.0251923 22.5400134, 114.0251475 22.540019, 114.0251008 22.540035, 114.0250591 22.5400585, 114.0248699 22.5401771, 114.0239088 22.5407684, 114.0238438 22.5408057, 114.0237774 22.5408407, 114.0237181 22.5408707, 114.0236573 22.5408964, 114.0235999 22.5409202, 114.0232749 22.5410665, 114.0231752 22.5411449, 114.0230901 22.5412584)",,,yes
8223739814,2529328502,0,884282289,False,,unclassified,,True,34.062,"LINESTRING (114.0256669 22.5451997, 114.0255892 22.5454975)",,,
8298779513,8298792534,0,892901019,True,深南大道,primary,,False,8.463,"LINESTRING (114.0357465 22.5416878, 114.0356654 22.5416743)",3,,
8298779513,7973114848,0,892901020,True,香梅路,secondary,,False,33.669,"LINESTRING (114.0357465 22.5416878, 114.0357761 22.5415089, 114.0357842 22.5414805, 114.0357945 22.541461, 114.0358102 22.541445, 114.0358312 22.5414307, 114.0358562 22.541421)",2,,
8298792534,7973099533,0,892901023,True,深南大道,primary,,False,17.003,"LINESTRING (114.0356654 22.5416743, 114.0355025 22.541647)",3,,
8298792534,7973114851,0,1050511764,True,香梅路,secondary,,False,33.017,"LINESTRING (114.0356654 22.5416743, 114.0356477 22.5418024, 114.0356408 22.5418552, 114.0356229 22.5419686)",3,,
8298792552,7973114851,0,892901017,True,,primary_link,,False,11.903,"LINESTRING (114.0357104 22.5418984, 114.0356229 22.5419686)",1,,
8298792552,8298779513,0,892901018,True,香梅路,secondary,,False,23.71,"LINESTRING (114.0357104 22.5418984, 114.0357254 22.5418144, 114.0357465 22.5416878)",2,,
8298792553,8298792601,0,892901024,False,香梅路辅路,residential,,False,51.439,"LINESTRING (114.035753 22.542813, 114.0356693 22.5432691)",,,
8298792564,8298792568,0,672979258,True,,primary_link,,False,22.738,"LINESTRING (114.0351923 22.5439722, 114.0351877 22.5439486, 114.0351844 22.5439199, 114.0351838 22.5438926, 114.035186 22.5438641, 114.0351905 22.5438381, 114.0352041 22.5437698)",1,,
8298792564,7975286501,0,892901031,True,香梅路,secondary,,False,25.034999999999997,"LINESTRING (114.0351923 22.5439722, 114.0351999 22.5439488, 114.0352092 22.5439278, 114.0352197 22.5439067, 114.0352343 22.5438813, 114.0352487 22.543857, 114.0352643 22.5438319, 114.035281 22.543805, 114.0353013 22.5437715)",2,,
8298792568,2529328480,0,245816209,False,,unclassified,,True,381.9679999999999,"LINESTRING (114.0352041 22.5437698, 114.0351592 22.5437633, 114.0350252 22.5437407, 114.0350114 22.5435552, 114.0349404 22.5435401, 114.0345793 22.5434621, 114.0344847 22.5434316, 114.0343821 22.5433955, 114.0342369 22.5433379, 114.0336643 22.543071, 114.0335277 22.5430079, 114.0334376 22.5429663, 114.0333142 22.5428871, 114.0330594 22.5426393, 114.0328851 22.5424808, 114.0327429 22.5423867, 114.0325673 22.5423055, 114.0321003 22.542158)",,,
8298792568,2530284958,0,672979258,True,,primary_link,,False,266.588,"LINESTRING (114.0352041 22.5437698, 114.0355361 22.5420918, 114.03555 22.5420164, 114.035554 22.5419632, 114.0355453 22.5419014, 114.0355226 22.5418478, 114.0354896 22.5418044, 114.035442 22.5417691, 114.0353796 22.5417499, 114.0350896 22.5417035)",1,,
8298792591,4127126135,0,892901032,True,香梅路,secondary,,False,82.208,"LINESTRING (114.0353063 22.543904, 114.0353035 22.543932, 114.0353001 22.5439571, 114.0352941 22.5439896, 114.0351695 22.5446323)",,,
8298792600,1116501292,0,892901024,False,香梅路辅路,residential,,False,55.081,"LINESTRING (114.0356583 22.5433265, 114.035565 22.5438143)",,,
8298792600,8298792601,0,892901024,False,香梅路辅路,residential,,True,6.482,"LINESTRING (114.0356583 22.5433265, 114.0356693 22.5432691)",,,
8298792600,2530284959,0,245930178,True,景田南七街,residential,,False,22.252,"LINESTRING (114.0356583 22.5433265, 114.0354904 22.5432998, 114.0354448 22.5432924)",,,
8298792601,7975286340,0,855206663,True,景田南七街,residential,,False,8.904,"LINESTRING (114.0356693 22.5432691, 114.0357548 22.5432824)",,,
8298792601,8298792600,0,892901024,False,香梅路辅路,residential,,False,6.482,"LINESTRING (114.0356693 22.5432691, 114.0356583 22.5433265)",,,
8298792601,8298792553,0,892901024,False,香梅路辅路,residential,,True,51.439,"LINESTRING (114.0356693 22.5432691, 114.035753 22.542813)",,,
8522713176,2529328516,0,245816214,False,,unclassified,,True,52.542,"LINESTRING (114.029158 22.5434185, 114.0293801 22.5433663, 114.0296538 22.5433019)",,,
8894937257,8894937258,0,961590248,True,香蜜湖路,primary,,False,80.30000000000001,"LINESTRING (114.0224162 22.5427768, 114.0224576 22.5423027, 114.0224999 22.5420593)",2,,
8894937258,9906876196,0,961590243,True,香蜜湖路,primary,,False,75.946,"LINESTRING (114.0224999 22.5420593, 114.0226823 22.5413974)",3,,
