u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,access
2841177980,528758839,0,42352925,True,,南园路,tertiary,False,256.181,"LINESTRING (114.0937862 22.5415517, 114.0934624 22.5415564, 114.0924442 22.5415606, 114.0922456 22.5415614, 114.0914614 22.5415568, 114.0914182 22.5415566, 114.0913918 22.5415564, 114.0912918 22.5415556)",40,
2841177981,6482739655,0,996207957,False,,东园路,tertiary,True,194.022,"LINESTRING (114.0938211 22.5401616, 114.0919325 22.5401178)",,
2841177981,2841177982,0,279937581,False,,,unclassified,True,145.33700000000002,"LINESTRING (114.0938211 22.5401616, 114.0938187 22.5402446, 114.093814 22.5404266, 114.0938096 22.5406049, 114.0938055 22.5407686, 114.0938011 22.5409485, 114.0937963 22.5411415, 114.0937901 22.5413908, 114.0937883 22.5414683)",,
2841177981,1699111533,0,996207957,False,,东园路,tertiary,False,145.663,"LINESTRING (114.0938211 22.5401616, 114.0939705 22.540162, 114.0950922 22.5401653, 114.0952394 22.5401674)",,
2841177982,2841177980,0,279937581,False,,,unclassified,True,9.276,"LINESTRING (114.0937883 22.5414683, 114.0937862 22.5415517)",,
2841177982,2841177981,0,279937581,False,,,unclassified,False,145.33700000000002,"LINESTRING (114.0937883 22.5414683, 114.0937901 22.5413908, 114.0937963 22.5411415, 114.0938011 22.5409485, 114.0938055 22.5407686, 114.0938096 22.5406049, 114.093814 22.5404266, 114.0938187 22.5402446, 114.0938211 22.5401616)",,
2841177982,2324213768,0,893910552,True,,南园路,tertiary,False,146.857,"LINESTRING (114.0937883 22.5414683, 114.0944262 22.5414401, 114.095004 22.5414212, 114.0952148 22.5414505)",40,
3082204980,9557077439,0,852241510,True,,华强南路,secondary,False,146.586,"LINESTRING (114.0815725 22.5426073, 114.0815755 22.5424415, 114.0815908 22.5415835, 114.0815961 22.5412892)",,
3082204980,9557077397,0,1037461601,False,,,residential,True,38.275999999999996,"LINESTRING (114.0815725 22.5426073, 114.081547 22.5426069, 114.0811998 22.5426073)",,
3082205003,1699111539,0,223876513,True,3,振兴路,tertiary,False,64.765,"LINESTRING (114.0862303 22.5492177, 114.0855997 22.5492098)",30,
3082205003,3082207447,0,303794318,False,,,residential,True,40.737,"LINESTRING (114.0862303 22.5492177, 114.0862258 22.5493437, 114.0862187 22.5495839)",,
3082205006,3082207447,0,303794315,False,,,residential,True,162.333,"LINESTRING (114.084638 22.5495734, 114.0862187 22.5495839)",,
3082205009,3082207441,0,303794310,False,,,residential,True,34.857,"LINESTRING (114.0865534 22.5497465, 114.086214 22.5497425)",,
3082207441,3082205009,0,303794310,False,,,residential,False,34.857,"LINESTRING (114.086214 22.5497425, 114.0865534 22.5497465)",,
3082207441,3082207447,0,303794318,False,,,residential,False,17.642,"LINESTRING (114.086214 22.5497425, 114.0862187 22.5495839)",,
3082207447,3082205006,0,303794315,False,,,residential,False,162.333,"LINESTRING (114.0862187 22.5495839, 114.084638 22.5495734)",,
3082207447,3082207441,0,303794318,False,,,residential,True,17.642,"LINESTRING (114.0862187 22.5495839, 114.086214 22.5497425)",,
3082207447,3082205003,0,303794318,False,,,residential,False,40.737,"LINESTRING (114.0862187 22.5495839, 114.0862258 22.5493437, 114.0862303 22.5492177)",,
3311151797,1876814369,0,25531349,True,1,华发北路,secondary,False,95.18,"LINESTRING (114.0841002 22.5483351, 114.0840879 22.549191)",40,yes
3311151797,4127126143,0,1115104132,False,1,兰天路,residential,False,155.945,"LINESTRING (114.0841002 22.5483351, 114.0856187 22.5483433)",20,
3311151797,8784814408,0,1115104132,False,1,兰天路,residential,True,7.918,"LINESTRING (114.0841002 22.5483351, 114.0840231 22.5483347)",20,
3311151798,277667381,0,25448306,True,,甘泉路,tertiary,False,127.351,"LINESTRING (114.0888535 22.5483621, 114.0888692 22.5472169)",,
3311151798,7949552676,0,324367022,False,1,兰天路,residential,True,96.104,"LINESTRING (114.0888535 22.5483621, 114.0879177 22.5483564)",20,
3498849832,2327294756,0,893910561,True,2,上步中路,primary,False,23.685,"LINESTRING (114.0912301 22.5470424, 114.0912286 22.5472554)",,
3498849832,2548150002,0,239574718,False,,,unclassified,False,385.534,"LINESTRING (114.0912301 22.5470424, 114.0925288 22.5470338, 114.0925288 22.547202, 114.0928907 22.5472041, 114.0932454 22.5472692, 114.0933071 22.5472222, 114.0934707 22.5471553, 114.0935406 22.5470958, 114.0935808 22.5470017, 114.0935943 22.5468927, 114.0936344 22.5468184, 114.093696 22.5467664, 114.093798 22.5467441, 114.093983 22.5467317, 114.0941279 22.5467193, 114.0944697 22.54662)",,
3498882483,8201901238,0,44376675,True,,红岭中路,primary,False,227.701,"LINESTRING (114.0996382 22.5442627, 114.0996083 22.5458716, 114.0996054 22.5460343, 114.0996045 22.5463102)",,
3498882488,3498882492,0,342944539,True,,,primary_link,False,68.982,"LINESTRING (114.0990095 22.5434314, 114.0991243 22.5434131, 114.0992246 22.5433835, 114.099319 22.54333, 114.099383 22.5432767, 114.0994378 22.5432122, 114.0994704 22.5431425, 114.0994918 22.5430694)",,
3498882488,278657762,0,1050747491,True,3,深南中路,primary,False,48.628,"LINESTRING (114.0990095 22.5434314, 114.0993669 22.5434326, 114.099483 22.543433)",,
3498882492,9551804045,0,996207961,True,4,红岭南路,primary,False,184.18,"LINESTRING (114.0994918 22.5430694, 114.0995173 22.5414132)",,
3498882894,564001256,0,997152266,True,,红岭中路,primary,False,64.038,"LINESTRING (114.0996448 22.5428572, 114.0996466 22.5431994, 114.0996479 22.5434331)",,
3498891343,3498891346,0,342945717,True,,,primary_link,False,80.62699999999998,"LINESTRING (114.0817039 22.5426838, 114.0817399 22.5428081, 114.0817573 22.5428673, 114.0817894 22.5429244, 114.0818303 22.5429655, 114.0818812 22.5430025, 114.0819428 22.543033, 114.082017 22.5430578, 114.0821072 22.5430818, 114.0822472 22.5431027)",20,
3498891343,528737551,0,996207950,True,2,华强南路,secondary,False,45.407,"LINESTRING (114.0817039 22.5426838, 114.0816978 22.5429198, 114.0816919 22.543092)",40,
3498891346,1123335688,0,330319638,True,3,深南中路,primary,False,195.09,"LINESTRING (114.0822472 22.5431027, 114.0822681 22.5431031, 114.0841464 22.5431402)",60,
3580587497,8791690453,0,643527683,True,2,华发北路,secondary,False,185.871,"LINESTRING (114.0840825 22.5449756, 114.0841088 22.5433042)",40,yes
3580587497,3580587499,0,352307986,False,,,unclassified,False,134.94,"LINESTRING (114.0840825 22.5449756, 114.0833249 22.5449695, 114.0827686 22.544965)",,
3580587499,2324186926,0,223527082,False,,,unclassified,True,72.048,"LINESTRING (114.0827686 22.544965, 114.0827607 22.5456129)",,
3580587499,8791690454,0,223527082,False,,,unclassified,False,188.688,"LINESTRING (114.0827686 22.544965, 114.0827694 22.5448985, 114.0827743 22.5445012, 114.082784 22.5437076, 114.0827791 22.5432682)",,
3580587499,3580587497,0,352307986,False,,,unclassified,True,134.94,"LINESTRING (114.0827686 22.544965, 114.0833249 22.5449695, 114.0840825 22.5449756)",,
3580599295,3580599296,0,893910560,True,3,深南中路,primary,False,60.522999999999996,"LINESTRING (114.0932017 22.5433229, 114.0936533 22.5433319, 114.0937908 22.5433371)",,
3580599296,1123418298,0,893910560,True,3,深南中路,primary,False,142.688,"LINESTRING (114.0937908 22.5433371, 114.09518 22.543358)",,
3580599296,8128082130,0,352308659,True,,,tertiary,False,16.913,"LINESTRING (114.0937908 22.5433371, 114.0937907 22.5434631, 114.0937907 22.5434892)",,
3580607193,6261187068,0,330319638,True,3,深南中路,primary,False,110.597,"LINESTRING (114.0867587 22.5431894, 114.0878354 22.5432087)",60,
3580607193,3842513760,0,352308804,True,1,爱华路,residential,False,54.434,"LINESTRING (114.0867587 22.5431894, 114.0867712 22.5427)",,
3580607194,528759090,0,893910556,True,,南园路,secondary,False,24.839,"LINESTRING (114.0868032 22.5408337, 114.086575 22.5407597)",,
3583682985,9198897078,0,223531872,False,,埔尾路,tertiary,True,228.917,"LINESTRING (114.0969866 22.5411174, 114.0992151 22.54116)",,
3583682985,9249566645,0,223531871,False,,,living_street,False,124.389,"LINESTRING (114.0969866 22.5411174, 114.0968604 22.5411313, 114.0961552 22.5412087, 114.0961027 22.5410782, 114.0958869 22.5411308)",,
3583682985,9198897077,0,352604979,False,,巴登街,tertiary,True,102.53800000000001,"LINESTRING (114.0969866 22.5411174, 114.0969661 22.5408475, 114.0969775 22.540196)",,
3583682985,3842512040,0,380960491,False,,巴登街,tertiary,False,254.037,"LINESTRING (114.0969866 22.5411174, 114.096997 22.5412456, 114.0970325 22.5416015, 114.0970593 22.5420181, 114.0970572 22.5432972, 114.097057 22.5433994)",,
3724774683,3724774688,0,44376675,True,,红岭中路,primary,False,68.464,"LINESTRING (114.0995715 22.5489047, 114.0995677 22.5495204)",,
3724774683,7236155482,0,368626274,False,,,residential,True,11.104,"LINESTRING (114.0995715 22.5489047, 114.0996796 22.5489024)",,
3724774688,7236155722,0,44376675,True,,红岭中路,primary,False,9.786,"LINESTRING (114.0995677 22.5495204, 114.0995676 22.5495344, 114.0995667 22.5496084)",,
3842512040,3498882488,0,893910560,True,3,深南中路,primary,False,200.551,"LINESTRING (114.097057 22.5433994, 114.0990095 22.5434314)",,
3842512040,3583682985,0,380960491,False,,巴登街,tertiary,True,254.03699999999998,"LINESTRING (114.097057 22.5433994, 114.0970572 22.5432972, 114.0970593 22.5420181, 114.0970325 22.5416015, 114.096997 22.5412456, 114.0969866 22.5411174)",,
3842512044,1123335688,0,157650279,True,,华发南路,secondary,False,57.766,"LINESTRING (114.0841577 22.5426208, 114.0841464 22.5431402)",,
3842512044,3842513760,0,380960486,False,,,residential,True,268.549,"LINESTRING (114.0841577 22.5426208, 114.0867712 22.5427)",,
3842512046,1123335679,0,157650278,False,,华发南路,secondary,False,6.861,"LINESTRING (114.0841773 22.5406496, 114.0841778 22.5407113)",,
3842512046,528758861,0,996519950,True,,南园路,secondary,False,246.154,"LINESTRING (114.0841773 22.5406496, 114.0865741 22.5406552)",,
3842513760,3580607194,0,352308804,True,1,爱华路,residential,False,207.549,"LINESTRING (114.0867712 22.5427, 114.0868032 22.5408337)",,
3842513760,3842512044,0,380960486,False,,,residential,False,268.549,"LINESTRING (114.0867712 22.5427, 114.0841577 22.5426208)",,
3842513760,9198897067,0,380960486,False,,,residential,True,189.462,"LINESTRING (114.0867712 22.5427, 114.0886152 22.5427509)",,
4127126143,1699111541,0,157653810,False,1,兰海路,residential,False,131.136,"LINESTRING (114.0856187 22.5483433, 114.0856443 22.5471642)",,
4127126143,4127126144,0,324367022,False,1,兰天路,residential,False,116.612,"LINESTRING (114.0856187 22.5483433, 114.0867542 22.5483494)",20,
4127126143,3311151797,0,1115104132,False,1,兰天路,residential,True,155.945,"LINESTRING (114.0856187 22.5483433, 114.0841002 22.5483351)",20,
4127126143,1699111539,0,157653810,False,1,兰海路,residential,True,96.37100000000001,"LINESTRING (114.0856187 22.5483433, 114.0856088 22.5487928, 114.0855997 22.5492098)",,
4127126144,1699111535,0,157653807,False,1,,residential,False,129.756,"LINESTRING (114.0867542 22.5483494, 114.0867838 22.5471828)",,
4127126144,1699111518,0,157653807,False,1,,residential,True,97.268,"LINESTRING (114.0867542 22.5483494, 114.0867316 22.5492239)",,
4127126144,7949552673,0,324367022,False,1,兰天路,residential,False,113.809,"LINESTRING (114.0867542 22.5483494, 114.0878624 22.5483561)",20,
4127126144,4127126143,0,324367022,False,1,兰天路,residential,True,116.612,"LINESTRING (114.0867542 22.5483494, 114.0856187 22.5483433)",20,
5827544562,8791690456,0,96935799,False,,,tertiary,True,94.316,"LINESTRING (114.0804225 22.5440634, 114.0804368 22.5432153)",20,
5827544562,1722075257,0,96935799,False,,,tertiary,False,170.142,"LINESTRING (114.0804225 22.5440634, 114.0804222 22.5446959, 114.0803951 22.5449208, 114.0803847 22.5454752, 114.0803784 22.5455919)",20,
6261187068,1123413058,0,330319638,True,3,深南中路,primary,False,78.671,"LINESTRING (114.0878354 22.5432087, 114.0886013 22.5432223)",60,
6261187068,7949552639,0,222975891,True,2,燕南路,tertiary,False,26.474,"LINESTRING (114.0878354 22.5432087, 114.0878721 22.5432204, 114.0879043 22.5432372, 114.0879326 22.5432554, 114.0879521 22.5432771, 114.0879663 22.5432994, 114.0879786 22.5433234, 114.0879874 22.5433499, 114.0879916 22.5433775)",20,
6413070060,7949552678,0,177228961,True,2,振中路,tertiary,False,6.013,"LINESTRING (114.0879052 22.5453994, 114.0879619 22.5453859)",30,
6413070060,7949552650,0,852241502,True,1,燕南路,tertiary,False,227.88899999999998,"LINESTRING (114.0879052 22.5453994, 114.0879085 22.545292, 114.0879228 22.5443567, 114.087931 22.5438197, 114.087934 22.5436185, 114.0879341 22.5435671, 114.0879351 22.5434636, 114.0879311 22.5434398, 114.0879293 22.5434358, 114.0879206 22.5434171, 114.0879066 22.5433988, 114.0878914 22.5433848, 114.0878693 22.5433755)",20,
6482739654,6482739655,0,690930860,False,,,residential,False,150.331,"LINESTRING (114.0919041 22.5414695, 114.0919325 22.5401178)",,
6482739654,2841177982,0,893910552,True,,南园路,tertiary,False,193.507,"LINESTRING (114.0919041 22.5414695, 114.0934967 22.5414692, 114.0937883 22.5414683)",40,
6482739655,6482739654,0,690930860,False,,,residential,True,150.331,"LINESTRING (114.0919325 22.5401178, 114.0919041 22.5414695)",,
6482739655,2841177981,0,996207957,False,,东园路,tertiary,False,194.022,"LINESTRING (114.0919325 22.5401178, 114.0938211 22.5401616)",,
6482739655,1123409436,0,996207957,False,,东园路,tertiary,True,54.781,"LINESTRING (114.0919325 22.5401178, 114.0913991 22.5401165)",,
6486812633,1123427053,0,42351690,True,3,深南中路,primary,False,308.51,"LINESTRING (114.0981612 22.5435721, 114.0979983 22.5435707, 114.0978602 22.5435651, 114.09773 22.5435604, 114.095158 22.5435092)",,
6486812633,2473522818,0,"[1111613170, 1111613171]",False,,,unclassified,True,106.03500000000001,"LINESTRING (114.0981612 22.5435721, 114.0981379 22.5443412, 114.0981071 22.544382, 114.0980333 22.5443994, 114.0979639 22.5444004)",,
7236140425,7236140434,0,44376675,True,,红岭中路,primary,False,30.225,"LINESTRING (114.0995776 22.5484649, 114.0995739 22.5487367)",,
7236140425,7236140434,1,775650990,False,,,living_street,True,274.866,"LINESTRING (114.0995776 22.5484649, 114.0996607 22.5484652, 114.0997149 22.548408, 114.0997574 22.5480793, 114.0998774 22.54804, 114.1003726 22.5480614, 114.1003958 22.5481007, 114.1003842 22.5487189, 114.1002526 22.5487367, 114.0995739 22.5487367)",,
7236140434,3724774683,0,44376675,True,,红岭中路,primary,False,18.682,"LINESTRING (114.0995739 22.5487367, 114.0995715 22.5489047)",,
7236140434,7236140425,0,775650990,False,,,living_street,False,274.866,"LINESTRING (114.0995739 22.5487367, 114.1002526 22.5487367, 114.1003842 22.5487189, 114.1003958 22.5481007, 114.1003726 22.5480614, 114.0998774 22.54804, 114.0997574 22.5480793, 114.0997149 22.548408, 114.0996607 22.5484652, 114.0995776 22.5484649)",,
7236155482,3724774683,0,368626274,False,,,residential,False,11.104,"LINESTRING (114.0996796 22.5489024, 114.0995715 22.5489047)",,
7949552639,7949552650,0,616351227,True,4,深南中路,primary,False,12.562,"LINESTRING (114.0879916 22.5433775, 114.0878693 22.5433755)",60,
7949552639,7949552678,0,222975891,True,2,燕南路,tertiary,False,223.345,"LINESTRING (114.0879916 22.5433775, 114.0879893 22.5436125, 114.0879861 22.5438209, 114.0879847 22.5439113, 114.0879778 22.5443574, 114.0879633 22.5452903, 114.0879619 22.5453859)",20,
7949552650,1699111513,0,616351227,True,4,深南中路,primary,False,244.297,"LINESTRING (114.0878693 22.5433755, 114.0878515 22.5433752, 114.0861237 22.5433516, 114.0854908 22.5433417)",60,
7949552663,2319181679,0,25447649,False,,,residential,True,6.234,"LINESTRING (114.087951 22.546122, 114.0878903 22.5461216)",,no
7949552663,2324213763,0,25447649,False,,,residential,False,196.331,"LINESTRING (114.087951 22.546122, 114.0885852 22.5461257, 114.0885815 22.5463338, 114.0885758 22.5463998, 114.0886143 22.5464509, 114.0886116 22.5467506, 114.0886992 22.5467516, 114.0886926 22.5468672, 114.0886849 22.5470314, 114.0886738 22.5472137)",,no
7949552663,7949552677,0,222975891,True,2,燕南路,tertiary,False,120.057,"LINESTRING (114.087951 22.546122, 114.0879371 22.5470597, 114.0879349 22.5472016)",20,
7949552672,1699111518,0,223876513,True,3,振兴路,tertiary,False,115.398,"LINESTRING (114.0878552 22.5492379, 114.0867316 22.5492239)",30,
7949552672,7949552673,0,852241502,True,1,燕南路,tertiary,False,98.056,"LINESTRING (114.0878552 22.5492379, 114.0878562 22.5491257, 114.0878612 22.5485493, 114.0878618 22.5484778, 114.0878624 22.5483561)",20,
7949552673,7949552676,0,324367022,False,1,兰天路,residential,False,5.679,"LINESTRING (114.0878624 22.5483561, 114.0879177 22.5483564)",20,
7949552673,4127126144,0,324367022,False,1,兰天路,residential,True,113.809,"LINESTRING (114.0878624 22.5483561, 114.0867542 22.5483494)",20,
7949552673,7949552674,0,852241502,True,1,燕南路,tertiary,False,128.50199999999998,"LINESTRING (114.0878624 22.5483561, 114.087863 22.5482066, 114.0878666 22.5473934, 114.0878704 22.5472005)",20,
7949552674,7949552677,0,25465109,True,2,振华路,secondary,False,6.625,"LINESTRING (114.0878704 22.5472005, 114.0879243 22.5472014, 114.0879349 22.5472016)",,
7949552674,2319181679,0,852241502,True,1,燕南路,tertiary,False,119.98599999999999,"LINESTRING (114.0878704 22.5472005, 114.087873 22.5470617, 114.0878903 22.5461216)",20,
7949552675,7949552672,0,223876513,True,3,振兴路,tertiary,False,5.084,"LINESTRING (114.0879047 22.5492386, 114.0878924 22.5492384, 114.0878552 22.5492379)",30,
7949552676,3311151798,0,324367022,False,1,兰天路,residential,False,96.104,"LINESTRING (114.0879177 22.5483564, 114.0888535 22.5483621)",20,
7949552676,7949552673,0,324367022,False,1,兰天路,residential,True,5.679,"LINESTRING (114.0879177 22.5483564, 114.0878624 22.5483561)",20,
7949552676,7949552675,0,222975891,True,2,燕南路,tertiary,False,98.105,"LINESTRING (114.0879177 22.5483564, 114.087916 22.5484765, 114.0879064 22.5491256, 114.0879047 22.5492386)",20,
7949552677,2324213763,0,25465109,True,2,振华路,secondary,False,75.894,"LINESTRING (114.0879349 22.5472016, 114.0886738 22.5472137)",,
7949552677,7949552676,0,222975891,True,2,燕南路,tertiary,False,128.421,"LINESTRING (114.0879349 22.5472016, 114.0879321 22.547395, 114.08792 22.5482058, 114.0879177 22.5483564)",20,
7949552678,294988378,0,177228961,True,2,振中路,tertiary,False,321.59,"LINESTRING (114.0879619 22.5453859, 114.0880583 22.5453628, 114.0887447 22.545371, 114.0892929 22.5453776, 114.0902 22.5454453, 114.0902409 22.5454483, 114.0905001 22.5454523, 114.0910868 22.5454632)",30,
7949552678,7949552663,0,222975891,True,2,燕南路,tertiary,False,81.858,"LINESTRING (114.0879619 22.5453859, 114.0879598 22.5455296, 114.087951 22.546122)",20,
8128067425,278242187,0,893910555,True,4,上步南路,primary,False,9.497,"LINESTRING (114.0911421 22.5415546, 114.091143 22.5414692)",,
8128067425,528759072,0,893910556,True,,南园路,secondary,False,256.888,"LINESTRING (114.0911421 22.5415546, 114.0909243 22.5415537, 114.0896086 22.5415485, 114.0893966 22.5415453, 114.0892137 22.5415326, 114.0890224 22.5415044, 114.0888701 22.5414777, 114.0887024 22.541446, 114.0886521 22.5414322)",,
8128067432,528758839,0,893910551,True,2,上步南路,secondary,False,11.447,"LINESTRING (114.091352 22.5414695, 114.0913286 22.5415118, 114.0912918 22.5415556)",,
8128067432,6482739654,0,893910552,True,,南园路,tertiary,False,56.70100000000001,"LINESTRING (114.091352 22.5414695, 114.0914194 22.5414696, 114.0914742 22.5414696, 114.0919041 22.5414695)",40,
8128067434,1123409444,0,96942986,False,,东园路,tertiary,True,167.66500000000002,"LINESTRING (114.0911139 22.5401144, 114.0909757 22.5401139, 114.0894815 22.5400942)",,
8128067439,528737557,0,893910563,True,4,上步中路,primary,False,18.304,"LINESTRING (114.0911213 22.5434359, 114.0911236 22.5432713)",,
8128067439,2324193502,0,1050532723,True,4,深南中路,primary,False,46.166000000000004,"LINESTRING (114.0911213 22.5434359, 114.0910331 22.5434331, 114.090672 22.5434226)",60,
8128067441,2324193491,0,223529945,True,,,primary_link,False,62.75300000000001,"LINESTRING (114.0916428 22.5434494, 114.0915531 22.5434724, 114.0914646 22.5435195, 114.0914034 22.5435687, 114.0913421 22.5436354, 114.091301 22.543709, 114.0912795 22.5437746, 114.0912612 22.5438428)",,
8128067441,8128067442,0,996647548,True,3,深南中路,primary,False,38.453,"LINESTRING (114.0916428 22.5434494, 114.0913417 22.5434428, 114.0912685 22.5434405)",,
8128067442,8128067439,0,893910562,True,3,深南中路,primary,False,15.126,"LINESTRING (114.0912685 22.5434405, 114.0911213 22.5434359)",,
8128067442,2324193491,0,996647547,True,2,上步中路,primary,False,44.74,"LINESTRING (114.0912685 22.5434405, 114.0912612 22.5438428)",,
8128067451,8128067464,0,872846702,True,1,,primary_link,False,65.076,"LINESTRING (114.091276 22.5429, 114.0912902 22.5429539, 114.09131 22.5430057, 114.091338 22.5430607, 114.0913672 22.5431027, 114.0914022 22.5431437, 114.0914431 22.5431847, 114.091484 22.5432159, 114.0915237 22.5432407, 114.0915634 22.5432571, 114.0916056 22.5432698, 114.0916377 22.5432771, 114.0916633 22.5432815, 114.0916925 22.543285)",,
8128067451,2324193482,0,893910554,True,4,上步南路,primary,False,41.656,"LINESTRING (114.091276 22.5429, 114.0912726 22.5431878, 114.0912716 22.5432746)",,
8128067464,3580599295,0,893910560,True,3,深南中路,primary,False,155.05,"LINESTRING (114.0916925 22.543285, 114.0930645 22.5433207, 114.0932017 22.5433229)",,
8128067474,8128067425,0,616351229,True,4,上步南路,primary,False,148.653,"LINESTRING (114.0911277 22.5428914, 114.091133 22.5423973, 114.091141 22.5416574, 114.0911415 22.5416153, 114.0911421 22.5415546)",,
8128067479,8128067474,0,872846703,True,1,,primary_link,False,60.602999999999994,"LINESTRING (114.090751 22.5432639, 114.0908235 22.5432446, 114.0908987 22.5432099, 114.0909542 22.5431742, 114.091009 22.5431291, 114.0910588 22.5430757, 114.0910923 22.5430221, 114.0911142 22.5429606, 114.0911277 22.5428914)",,
8128067479,528737557,0,996207952,True,3,深南中路,primary,False,38.274,"LINESTRING (114.090751 22.5432639, 114.0910435 22.5432696, 114.0911236 22.5432713)",60,
8128082130,8128082131,0,42351690,True,3,深南中路,primary,False,60.596000000000004,"LINESTRING (114.0937907 22.5434892, 114.0932626 22.5434853, 114.0932007 22.5434839)",,
8128082130,2548149940,0,352308659,True,,,tertiary,False,48.643,"LINESTRING (114.0937907 22.5434892, 114.0937906 22.543518, 114.0937867 22.5435602, 114.0937818 22.543581, 114.0937665 22.5436172, 114.093731 22.5436606, 114.0936851 22.543699, 114.0936363 22.5437267, 114.0935889 22.5437443, 114.0935388 22.5437549, 114.093488 22.543758)",,
8128082131,8128067441,0,42351690,True,3,深南中路,primary,False,160.04,"LINESTRING (114.0932007 22.5434839, 114.0916428 22.5434494)",,
8128082131,3580599295,0,352308659,True,,,tertiary,False,17.903,"LINESTRING (114.0932007 22.5434839, 114.0932007 22.5434525, 114.0932017 22.5433229)",,
8201901227,564001283,0,31354891,False,,红宝路,tertiary,False,19.575,"LINESTRING (114.0994014 22.5474575, 114.0995915 22.5474704)",,
8201901227,8204059360,0,45569592,True,4,红岭中路,primary,False,377.99800000000005,"LINESTRING (114.0994014 22.5474575, 114.0994034 22.5473509, 114.0994043 22.5473016, 114.0994653 22.5440586)",,
8201901229,278657762,0,996519942,True,4,红岭中路,primary,False,19.795,"LINESTRING (114.099476 22.5436109, 114.099483 22.543433)",,
8201901229,8204059350,0,42351690,True,3,深南中路,primary,False,43.679,"LINESTRING (114.099476 22.5436109, 114.0990874 22.5436102, 114.0990507 22.5436093)",,
8201901238,564001283,0,44376675,True,,红岭中路,primary,False,129.015,"LINESTRING (114.0996045 22.5463102, 114.0995915 22.5474704)",,
8201901335,8562236955,0,997152270,False,,埔尾路,secondary,False,16.36,"LINESTRING (114.0996805 22.5411635, 114.0995212 22.5411635)",,
8201901335,3498882894,0,996519953,True,,红岭中路,primary,False,188.36599999999999,"LINESTRING (114.0996805 22.5411635, 114.0996782 22.5412715, 114.0996448 22.5428572)",,
8204059350,6486812633,0,42351690,True,3,深南中路,primary,False,91.446,"LINESTRING (114.0990507 22.5436093, 114.0984011 22.5435796, 114.0981612 22.5435721)",,
8204059360,8201901229,0,45569592,True,4,红岭中路,primary,False,49.79600000000001,"LINESTRING (114.0994653 22.5440586, 114.0994717 22.5437181, 114.099476 22.5436109)",,
8204059360,8204059350,0,882181289,True,1,,primary_link,False,71.628,"LINESTRING (114.0994653 22.5440586, 114.0994635 22.5440345, 114.0994611 22.5440165, 114.0994574 22.5439945, 114.0994512 22.5439647, 114.0994424 22.5439313, 114.0994308 22.5438946, 114.0994179 22.5438623, 114.0994045 22.5438353, 114.0993876 22.5438068, 114.0993706 22.5437846, 114.0993537 22.5437658, 114.0993333 22.5437447, 114.0993094 22.5437243, 114.0992843 22.5437038, 114.0992545 22.5436827, 114.0992241 22.5436639, 114.099192 22.5436477, 114.0991552 22.5436321, 114.0991208 22.5436213, 114.0990916 22.5436148, 114.0990507 22.5436093)",,
8562236955,8201901335,0,997152270,False,,埔尾路,secondary,True,16.36,"LINESTRING (114.0995212 22.5411635, 114.0996805 22.5411635)",,
8562236955,9198897078,0,996207960,False,,埔尾路,secondary,False,31.441,"LINESTRING (114.0995212 22.5411635, 114.0994036 22.5411636, 114.0992151 22.54116)",,
8562236955,9198897083,0,997152271,True,4,红岭南路,primary,False,31.149,"LINESTRING (114.0995212 22.5411635, 114.0995232 22.5410368, 114.0995255 22.5408834)",,
8566191732,8566191733,0,922779292,True,1,,secondary_link,False,13.959,"LINESTRING (114.0817446 22.5404993, 114.0816087 22.5404973)",,
8566191732,278224666,0,223874829,True,2,华强南路,secondary,False,27.15,"LINESTRING (114.0817446 22.5404993, 114.0817408 22.5406586, 114.0817385 22.5407434)",40,
8784814408,1699066610,0,643527683,True,2,华发北路,secondary,False,133.084,"LINESTRING (114.0840231 22.5483347, 114.084044 22.547138)",40,yes
8784814408,3311151797,0,1115104132,False,1,兰天路,residential,False,7.918,"LINESTRING (114.0840231 22.5483347, 114.0841002 22.5483351)",20,
8791690452,8791690453,0,616351227,True,4,深南中路,primary,False,5.394,"LINESTRING (114.0841613 22.5433057, 114.0841088 22.5433042)",60,
8791690452,294988857,0,25531349,True,1,华发北路,secondary,False,257.105,"LINESTRING (114.0841613 22.5433057, 114.0841462 22.5451256, 114.0841393 22.5456178)",40,yes
8791690453,8791690454,0,616351227,True,4,深南中路,primary,False,136.617,"LINESTRING (114.0841088 22.5433042, 114.0827791 22.5432682)",60,
8791690454,3580587499,0,223527082,False,,,unclassified,True,188.68800000000002,"LINESTRING (114.0827791 22.5432682, 114.082784 22.5437076, 114.0827743 22.5445012, 114.0827694 22.5448985, 114.0827686 22.544965)",,
8791690454,8791690462,0,616351227,True,4,深南中路,primary,False,116.257,"LINESTRING (114.0827791 22.5432682, 114.081943 22.5432455, 114.0816626 22.5432399, 114.0816475 22.5432396)",60,
8791690456,5827544562,0,96935799,False,,,tertiary,False,94.316,"LINESTRING (114.0804368 22.5432153, 114.0804225 22.5440634)",20,
8791690462,8791690456,0,996762385,True,4,深南中路,primary,False,124.367,"LINESTRING (114.0816475 22.5432396, 114.0804368 22.5432153)",60,
9084081450,2327294750,0,893910561,True,2,上步中路,primary,False,8.885,"LINESTRING (114.0911868 22.549072, 114.0911859 22.5491519)",,
