u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,bridge,tunnel,junction
2367574790,2367574753,0,228121858,False,,residential,True,18.78,"LINESTRING (114.0717395 22.5439316, 114.0718395 22.5437902)",,,,,
2367574790,2367574815,0,228121857,False,,residential,False,141.027,"LINESTRING (114.0717395 22.5439316, 114.0717513 22.5440459, 114.0721097 22.5443338, 114.0722009 22.5444453, 114.072268 22.5445543, 114.0723323 22.5447079, 114.0724078 22.5449842)",,,,,
2367574792,2367574768,0,228121849,False,,residential,False,172.975,"LINESTRING (114.0680691 22.5458343, 114.0697532 22.5458598)",2,,,,
2367574792,8002408178,0,996762388,True,皇岗路,trunk,False,197.479,"LINESTRING (114.0680691 22.5458343, 114.0680485 22.5460471, 114.0680231 22.5474548, 114.068022 22.547513, 114.0680203 22.5476092)",3,,,,
2367574793,2367574810,0,777201485,False,,residential,False,46.148,"LINESTRING (114.064576 22.5472603, 114.0645935 22.5468456)",,,,,
2367574793,8002408176,0,777201485,False,,residential,True,27.84,"LINESTRING (114.064576 22.5472603, 114.0645696 22.5475106)",,,,,
2367574793,2367574818,0,228121860,False,,residential,True,340.23299999999995,"LINESTRING (114.064576 22.5472603, 114.0640511 22.5472493, 114.0639696 22.5472871, 114.0638815 22.5473015, 114.0637904 22.5472816, 114.0637132 22.5472345, 114.0632691 22.5472371, 114.0632879 22.5466178, 114.0645941 22.5466276)",,,,,
2367574794,2367574754,0,228121843,False,,residential,True,44.859,"LINESTRING (114.071768 22.5456089, 114.0719416 22.5452387)",,,,,
2367574794,2367574786,0,228121856,False,,residential,True,82.543,"LINESTRING (114.071768 22.5456089, 114.0709644 22.5455946)",,,,,
2367574794,2367574822,0,"[781184114, 228121843]",False,,residential,"[False, True]",93.289,"LINESTRING (114.071768 22.5456089, 114.0716725 22.5458176, 114.0716189 22.5458721, 114.071566 22.5458874, 114.0710382 22.5458771)",,,,,
2367574802,2367574754,0,228121854,False,,residential,False,81.09,"LINESTRING (114.0712053 22.5449753, 114.0719416 22.5452387)",,,,,
2367574802,2367574745,0,228121858,False,,residential,True,40.654,"LINESTRING (114.0712053 22.5449753, 114.0713711 22.5446433)",,,,,
2367574802,2367574786,0,228121858,False,,residential,False,73.181,"LINESTRING (114.0712053 22.5449753, 114.0711539 22.5450955, 114.0711087 22.5452157, 114.0709644 22.5455946)",,,,,
2367574804,8044279503,0,"[410966496, 410966497, 157205175]",True,振华西路,secondary,False,401.717,"LINESTRING (114.0722263 22.5479455, 114.0724615 22.5478897, 114.073131 22.5477283, 114.0734588 22.5476487, 114.0758105 22.5470572, 114.0759238 22.5470271, 114.07597 22.5470204, 114.076006 22.5470198)",,,yes,,
2367574804,2367574772,0,228121847,False,,residential,True,320.12,"LINESTRING (114.0722263 22.5479455, 114.0722599 22.5476656, 114.0722277 22.5474898, 114.0722545 22.5459167, 114.0722599 22.5457087, 114.0724374 22.5450925)",,,,,
2367574808,2367574770,0,781184113,True,,residential,False,36.346,"LINESTRING (114.0708386 22.5458717, 114.0704851 22.5458558)",,,,,
2367574808,2367574746,0,228121845,True,,residential,False,21.641,"LINESTRING (114.0708386 22.5458717, 114.07081 22.5458633, 114.0707857 22.5458468, 114.0707685 22.545824, 114.0707602 22.5457973, 114.0707615 22.5457695, 114.0707725 22.5457436, 114.0707919 22.5457223)",,,,,roundabout
2367574809,2367560914,0,228119770,False,,residential,True,200.267,"LINESTRING (114.0661908 22.5468537, 114.0662151 22.5450528)",,,,,
2367574809,2367574810,0,228121865,False,,residential,True,164.039,"LINESTRING (114.0661908 22.5468537, 114.0645935 22.5468456)",,,,,
2367574809,8002408177,0,228119770,False,,residential,False,76.141,"LINESTRING (114.0661908 22.5468537, 114.0661775 22.5469101, 114.0661589 22.5475369)",,,,,
2367574810,2367574809,0,228121865,False,,residential,False,164.039,"LINESTRING (114.0645935 22.5468456, 114.0661908 22.5468537)",,,,,
2367574810,2367574818,0,777201485,False,,residential,False,24.241,"LINESTRING (114.0645935 22.5468456, 114.0645941 22.5466276)",,,,,
2367574810,2367574793,0,777201485,False,,residential,True,46.148,"LINESTRING (114.0645935 22.5468456, 114.064576 22.5472603)",,,,,
2367574813,2367574755,0,228121863,False,,residential,True,156.608,"LINESTRING (114.0644332 22.5439919, 114.0644293 22.5454003)",,,,,
2367574815,2367574785,0,228121844,False,,residential,True,32.889,"LINESTRING (114.0724078 22.5449842, 114.0721061 22.544885)",,,,,
2367574815,2367574772,0,228121857,False,,residential,False,12.42,"LINESTRING (114.0724078 22.5449842, 114.0724374 22.5450925)",,,,,
2367574815,2367574790,0,228121857,False,,residential,True,141.027,"LINESTRING (114.0724078 22.5449842, 114.0723323 22.5447079, 114.072268 22.5445543, 114.0722009 22.5444453, 114.0721097 22.5443338, 114.0717513 22.5440459, 114.0717395 22.5439316)",,,,,
2367574817,2367574772,0,228121857,False,,residential,True,86.569,"LINESTRING (114.0726435 22.5458474, 114.0724374 22.5450925)",,,,,
2367574818,2367574810,0,777201485,False,,residential,True,24.241,"LINESTRING (114.0645941 22.5466276, 114.0645935 22.5468456)",,,,,
2367574818,2367574793,0,228121860,False,,residential,False,340.23299999999995,"LINESTRING (114.0645941 22.5466276, 114.0632879 22.5466178, 114.0632691 22.5472371, 114.0637132 22.5472345, 114.0637904 22.5472816, 114.0638815 22.5473015, 114.0639696 22.5472871, 114.0640511 22.5472493, 114.064576 22.5472603)",,,,,
2367574818,2367574755,0,777201485,False,,residential,False,153.72,"LINESTRING (114.0645941 22.5466276, 114.0645977 22.5454007, 114.0644293 22.5454003)",,,,,
2367574822,2367574808,0,781184113,True,,residential,False,20.507,"LINESTRING (114.0710382 22.5458771, 114.0708386 22.5458717)",,,,,
2367574822,2367574794,0,"[781184114, 228121843]",False,,residential,"[False, True]",93.289,"LINESTRING (114.0710382 22.5458771, 114.071566 22.5458874, 114.0716189 22.5458721, 114.0716725 22.5458176, 114.071768 22.5456089)",,,,,
2367574828,500015592,0,41018948,True,彩田路,primary,False,230.649,"LINESTRING (114.0628641 22.5453961, 114.06283 22.547323, 114.0628273 22.5474701)",2,,,,
2367574828,2367574751,0,777201485,False,,residential,True,100.952,"LINESTRING (114.0628641 22.5453961, 114.0629464 22.5453965, 114.0638471 22.5453988)",,,,,
2530742224,2530742260,0,245978172,False,,residential,False,85.106,"LINESTRING (114.0674867 22.5407663, 114.0666582 22.5407505)",,,,,
2530742224,2530742276,0,"[245978171, 187658597]",False,,residential,False,141.07399999999998,"LINESTRING (114.0674867 22.5407663, 114.0674565 22.5408585, 114.0673837 22.5410315, 114.0672936 22.5411925, 114.0671228 22.5415255, 114.0666497 22.5415352)",,,,,
2530742228,2530742260,0,245978172,False,,residential,True,39.754,"LINESTRING (114.0662713 22.5407394, 114.0666582 22.5407505)",,,,,
2530742228,2530742273,0,245978169,False,,residential,False,89.071,"LINESTRING (114.0662713 22.5407394, 114.0662651 22.5410033, 114.0662589 22.5412683, 114.0662506 22.5415402)",,,,,
2530742228,2530742264,0,245978172,False,,residential,False,96.884,"LINESTRING (114.0662713 22.5407394, 114.0660153 22.5407314, 114.0653812 22.5404867)",,,,,
2530742246,2530742259,0,777201506,False,,residential,True,47.109,"LINESTRING (114.0631222 22.5409059, 114.0631889 22.5409056, 114.0635809 22.5409035)",,,,,
2530742246,8076307482,0,1062897805,True,,primary_link,False,216.233,"LINESTRING (114.0631222 22.5409059, 114.0631521 22.5410492, 114.0631792 22.5412445, 114.063206 22.5419765, 114.0632397 22.5421787, 114.0632942 22.542344, 114.0633674 22.5424704, 114.0634539 22.5425604, 114.063548 22.5426298, 114.0636582 22.5426877)",,,,,
2530742259,2530742273,0,245978171,False,,residential,True,302.962,"LINESTRING (114.0635809 22.5409035, 114.0636935 22.5412262, 114.0641878 22.5413019, 114.0645367 22.5413199, 114.0649801 22.5413516, 114.0661794 22.5415396, 114.0662506 22.5415402)",,,,,
2530742259,2530742246,0,777201506,False,,residential,False,47.109,"LINESTRING (114.0635809 22.5409035, 114.0631889 22.5409056, 114.0631222 22.5409059)",,,,,
2530742260,2530742228,0,245978172,False,,residential,False,39.754,"LINESTRING (114.0666582 22.5407505, 114.0662713 22.5407394)",,,,,
2530742260,2530742224,0,245978172,False,,residential,True,85.106,"LINESTRING (114.0666582 22.5407505, 114.0674867 22.5407663)",,,,,
2530742260,2530742276,0,245978166,False,,residential,False,87.25899999999999,"LINESTRING (114.0666582 22.5407505, 114.0666554 22.5410084, 114.0666525 22.5412752, 114.0666497 22.5415352)",,,,,
2530742264,2530742228,0,245978172,False,,residential,True,96.884,"LINESTRING (114.0653812 22.5404867, 114.0660153 22.5407314, 114.0662713 22.5407394)",,,,,
2530742273,2530742276,0,245978171,False,,residential,True,40.991,"LINESTRING (114.0662506 22.5415402, 114.0666497 22.5415352)",,,,,
2530742273,2530742228,0,245978169,False,,residential,True,89.071,"LINESTRING (114.0662506 22.5415402, 114.0662589 22.5412683, 114.0662651 22.5410033, 114.0662713 22.5407394)",,,,,
2530742273,2530742259,0,245978171,False,,residential,False,302.962,"LINESTRING (114.0662506 22.5415402, 114.0661794 22.5415396, 114.0649801 22.5413516, 114.0645367 22.5413199, 114.0641878 22.5413019, 114.0636935 22.5412262, 114.0635809 22.5409035)",,,,,
2530742276,2530742273,0,245978171,False,,residential,False,40.991,"LINESTRING (114.0666497 22.5415352, 114.0662506 22.5415402)",,,,,
2530742276,2530742260,0,245978166,False,,residential,True,87.259,"LINESTRING (114.0666497 22.5415352, 114.0666525 22.5412752, 114.0666554 22.5410084, 114.0666582 22.5407505)",,,,,
2530742276,2530742224,0,"[245978171, 187658597]",False,,residential,True,141.074,"LINESTRING (114.0666497 22.5415352, 114.0671228 22.5415255, 114.0672936 22.5411925, 114.0673837 22.5410315, 114.0674565 22.5408585, 114.0674867 22.5407663)",,,,,
3372801276,558849727,0,44377304,True,华富路,secondary,False,17.679000000000002,"LINESTRING (114.076198 22.5429742, 114.0762112 22.5430407, 114.0762171 22.5431004, 114.0762186 22.5431318)",,40,,,
3372801276,726579157,0,616351228,True,深南中路,primary,False,253.16199999999998,"LINESTRING (114.076198 22.5429742, 114.0765805 22.5429808, 114.0771471 22.5429905, 114.0774016 22.5429949, 114.078207 22.5430438, 114.0786611 22.5430503)",4,60,,,
5269889012,3372801276,0,777388196,True,福明路,tertiary,False,64.956,"LINESTRING (114.0761053 22.5423974, 114.0761691 22.5428801, 114.0761812 22.5429263, 114.076198 22.5429742)",,,,,
5269889123,277665082,0,996321300,True,深南大道,primary,False,107.643,"LINESTRING (114.0731301 22.5429375, 114.074178 22.5429582)",4,,,,
5619242023,8044291639,0,223876513,True,振兴路,tertiary,False,15.835,"LINESTRING (114.0761099 22.5491199, 114.0760742 22.5491184, 114.0760411 22.5491133, 114.076009 22.5491057, 114.0759861 22.5490954, 114.0759647 22.5490813)",3,30,,,
5827543922,8044279541,0,996321287,True,深南大道,primary,False,192.54,"LINESTRING (114.076006 22.5431297, 114.0741321 22.5430759)",4,,,,
5827543922,8044279513,0,781190675,True,深南大道辅路,primary_link,False,48.029,"LINESTRING (114.076006 22.5431297, 114.0758578 22.5431819, 114.0758324 22.543192, 114.0758064 22.543204, 114.0756838 22.5432797, 114.0756623 22.5432914, 114.0756411 22.5433, 114.0756245 22.5433054, 114.0756058 22.5433092, 114.0755859 22.5433112)",,,,,
5827544489,1722075265,0,26920821,True,振中路,tertiary,False,84.236,"LINESTRING (114.0774689 22.5453998, 114.0782891 22.5454071)",2,30,,,
5827544489,5827544491,0,616351233,False,,unclassified,True,171.57899999999998,"LINESTRING (114.0774689 22.5453998, 114.0774708 22.5448061, 114.077472 22.544429, 114.0774874 22.544375, 114.0775244 22.5443351, 114.0778047 22.5441758, 114.0778294 22.5441416, 114.0778386 22.5441018, 114.0778382 22.5440237)",,,,,
5827544491,5827544489,0,616351233,False,,unclassified,False,171.579,"LINESTRING (114.0778382 22.5440237, 114.0778386 22.5441018, 114.0778294 22.5441416, 114.0778047 22.5441758, 114.0775244 22.5443351, 114.0774874 22.544375, 114.077472 22.544429, 114.0774708 22.5448061, 114.0774689 22.5453998)",,,,,
5827544491,8791690458,0,616351233,False,,unclassified,True,95.695,"LINESTRING (114.0778382 22.5440237, 114.0778342 22.5433843, 114.0778347 22.5432739, 114.0778347 22.5431631)",,,,,
5827544491,5827544497,0,616351234,False,,unclassified,False,112.85300000000001,"LINESTRING (114.0778382 22.5440237, 114.0781615 22.5440214, 114.0781815 22.5440445, 114.078184 22.544308, 114.0781916 22.5443704, 114.0782566 22.5446824, 114.0782917 22.5447102)",,,,,
5827544497,1722075265,0,"[616351235, 160135915, 616351236]",False,,unclassified,False,77.496,"LINESTRING (114.0782917 22.5447102, 114.0782904 22.5448174, 114.078287 22.545289, 114.0782891 22.5454071)",,,,building_passage,
5827544497,8791690466,0,616351234,False,,unclassified,False,97.02999999999999,"LINESTRING (114.0782917 22.5447102, 114.0791564 22.5447229, 114.0792364 22.5447235)",,,,,
5827544497,5827544491,0,616351234,False,,unclassified,True,112.85300000000001,"LINESTRING (114.0782917 22.5447102, 114.0782566 22.5446824, 114.0781916 22.5443704, 114.078184 22.544308, 114.0781815 22.5440445, 114.0781615 22.5440214, 114.0778382 22.5440237)",,,,,
5827544501,5827544489,0,26920821,True,振中路,tertiary,False,3.923,"LINESTRING (114.0774307 22.5453994, 114.0774689 22.5453998)",2,30,,,
5827544501,5827544502,0,616351237,False,,unclassified,False,111.118,"LINESTRING (114.0774307 22.5453994, 114.0774276 22.5463987)",,,,,
5827544502,5827544501,0,616351237,False,,unclassified,True,111.118,"LINESTRING (114.0774276 22.5463987, 114.0774307 22.5453994)",,,,,
5827544502,5827544504,0,616351238,False,航苑路,unclassified,False,88.147,"LINESTRING (114.0774276 22.5463987, 114.0782859 22.5464053)",,,,,
5827544502,5827544503,0,616351238,False,航苑路,unclassified,True,110.827,"LINESTRING (114.0774276 22.5463987, 114.0764622 22.5463918, 114.0763485 22.5463946)",,,,,
5827544503,5827544502,0,616351238,False,航苑路,unclassified,False,110.827,"LINESTRING (114.0763485 22.5463946, 114.0764622 22.5463918, 114.0774276 22.5463987)",,,,,
5827544504,1722075265,0,616351235,False,,unclassified,True,110.995,"LINESTRING (114.0782859 22.5464053, 114.0782891 22.5454071)",,,,,
5827544504,5827544502,0,616351238,False,航苑路,unclassified,True,88.147,"LINESTRING (114.0782859 22.5464053, 114.0774276 22.5463987)",,,,,
5827544504,6413070065,0,616351235,False,,unclassified,False,72.2,"LINESTRING (114.0782859 22.5464053, 114.0782841 22.5469452, 114.078284 22.546991, 114.0782838 22.5470546)",,,,,
5827544504,5827544505,0,616351238,False,航苑路,unclassified,False,96.94999999999999,"LINESTRING (114.0782859 22.5464053, 114.0791497 22.5464131, 114.0792299 22.5464138)",,,,,
5827544505,297121027,0,26920155,False,中航路,secondary,False,72.212,"LINESTRING (114.0792299 22.5464138, 114.0792254 22.5470632)",,30,,,
5827544505,277665237,0,26920155,False,中航路,secondary,True,111.131,"LINESTRING (114.0792299 22.5464138, 114.0792369 22.5454144)",,30,,,
5827544505,5827544504,0,616351238,False,航苑路,unclassified,True,96.94999999999999,"LINESTRING (114.0792299 22.5464138, 114.0791497 22.5464131, 114.0782859 22.5464053)",,,,,
5832657962,1933843909,0,894505664,True,,tertiary_link,False,7.522,"LINESTRING (114.0623283 22.5494822, 114.0623257 22.5495498)",,,,,
5832657962,6056271409,0,183019553,True,福中一路,tertiary,False,38.886,"LINESTRING (114.0623283 22.5494822, 114.0623879 22.5494828, 114.0624404 22.5494789, 114.0624643 22.5494736, 114.0625146 22.5494506, 114.0625626 22.5494148, 114.0625991 22.5493739, 114.0626287 22.5493188)",,,,,
5836889220,7992164359,0,217822805,True,福田路,secondary,False,156.283,"LINESTRING (114.0713396 22.5428002, 114.0714196 22.5427815, 114.0715587 22.5427652, 114.0716126 22.5427552, 114.0716542 22.5427414, 114.0716943 22.5427156, 114.0717252 22.542688, 114.0717525 22.5426492, 114.0717756 22.5426084, 114.0717906 22.5425668, 114.0718014 22.5425242, 114.0718085 22.5424748, 114.0718116 22.5424316, 114.0718247 22.5416814)",,,,,
5836889220,5836889226,0,545243419,True,,primary,False,96.46600000000001,"LINESTRING (114.0713396 22.5428002, 114.0714447 22.5427999, 114.0715387 22.5428006, 114.0722783 22.5428282)",,,,,
5836889226,5269889123,0,996321299,True,,primary,False,88.76500000000001,"LINESTRING (114.0722783 22.5428282, 114.0727508 22.5428548, 114.0728685 22.5428685, 114.0729889 22.5428945, 114.0731301 22.5429375)",,,,,
6056271409,8878665902,0,996207991,True,彩田路,primary,False,139.091,"LINESTRING (114.0626287 22.5493188, 114.0626512 22.5480681)",2,,,,
6155402664,7992164372,0,657177575,False,,residential,True,171.196,"LINESTRING (114.0736429 22.5417042, 114.0719761 22.5416833)",,,,,
6261187076,500015586,0,1050725188,True,深南大道,primary,False,7.408,"LINESTRING (114.0707368 22.5428326, 114.0708089 22.5428346)",4,,,,
6261187076,6261187081,0,668601361,True,,primary_link,False,39.394000000000005,"LINESTRING (114.0707368 22.5428326, 114.0708051 22.5428648, 114.0708199 22.5428767, 114.0708329 22.5428902, 114.0708438 22.5429043, 114.0708517 22.5429169, 114.0708571 22.5429309, 114.0708605 22.5429472, 114.0708619 22.5429654, 114.0708606 22.5429815, 114.0708572 22.5429961, 114.0708494 22.543012, 114.070839 22.5430265, 114.0708259 22.5430396, 114.0708101 22.5430527, 114.070789 22.5430659, 114.0707515 22.5430833)",,,,,
6261187081,9655569173,0,1050725158,True,深南大道,primary,False,258.706,"LINESTRING (114.0707515 22.5430833, 114.0682328 22.5430431)",4,,,,
6413070065,297121024,0,157205174,True,振华路,secondary,False,32.086,"LINESTRING (114.0782838 22.5470546, 114.0785962 22.5470592)",,,,,
6413070065,5827544504,0,616351235,False,,unclassified,True,72.19999999999999,"LINESTRING (114.0782838 22.5470546, 114.078284 22.546991, 114.0782841 22.5469452, 114.0782859 22.5464053)",,,,,
6413071024,2367574792,0,362953625,True,,unclassified,False,433.61199999999997,"LINESTRING (114.0707177 22.5431961, 114.0702091 22.5432508, 114.0701018 22.5432624, 114.070047 22.5432682, 114.0699209 22.5432909, 114.0698175 22.5433186, 114.0697382 22.5433448, 114.0696309 22.5434021, 114.0695376 22.543482, 114.0689132 22.5442546, 114.0683705 22.5449593, 114.0682254 22.5453319, 114.0681492 22.5456173, 114.0680691 22.5458343)",1,,,,
6413071038,500017000,0,1057874094,True,皇岗路,trunk,False,59.189,"LINESTRING (114.0678136 22.5460524, 114.06791 22.5455276)",3,,,,
6413071038,7252057816,0,684494944,True,,unclassified,False,109.17,"LINESTRING (114.0678136 22.5460524, 114.0678177 22.5455908, 114.0678037 22.5454657, 114.067799 22.5451811, 114.0677892 22.5450717)",1,,,,
6413071048,7893947001,0,846116729,False,,unclassified,True,237.004,"LINESTRING (114.0673208 22.544, 114.065789 22.5439748, 114.0650134 22.5439616)",,,,,
6935534219,7252057891,0,245978167,True,,unclassified,False,195.07799999999997,"LINESTRING (114.0659715 22.5422586, 114.0662121 22.5422584, 114.066799 22.5422578, 114.0669135 22.5422151, 114.0670135 22.5421587, 114.0671342 22.54201, 114.0674346 22.5416286, 114.0675011 22.5415369)",,,,,
6935534219,7893947000,0,740785648,True,,tertiary,False,28.856,"LINESTRING (114.0659715 22.5422586, 114.0662128 22.5423352, 114.0662372 22.542343)",,,,,
7252052327,8791690581,0,949682257,True,,residential,False,9.437,"LINESTRING (114.0603693 22.5419589, 114.060461 22.5419644)",,,,,
7252052327,8060848749,0,949682255,True,,residential,False,84.646,"LINESTRING (114.0603693 22.5419589, 114.0603649 22.5412684, 114.0603935 22.5412028)",,,,,
7252057816,2367560914,0,740785646,False,,unclassified,False,161.67,"LINESTRING (114.0677892 22.5450717, 114.0662151 22.5450528)",2,,,,
7252057816,6413071048,0,684494944,True,,unclassified,False,130.38799999999998,"LINESTRING (114.0677892 22.5450717, 114.0677803 22.5449719, 114.0677453 22.5447907, 114.0676729 22.5445815, 114.0675772 22.5443767, 114.0675006 22.5442537, 114.0674662 22.5441973, 114.0674286 22.5441379, 114.0673963 22.5440907, 114.0673576 22.5440418, 114.0673208 22.544)",1,,,,
7252057927,8377247189,0,901841901,True,田面一街,residential,False,76.382,"LINESTRING (114.0719038 22.5430539, 114.0718902 22.5437407)",2,,,,
7252057927,8377247190,0,996321303,True,深南大道,primary,False,6.518,"LINESTRING (114.0719038 22.5430539, 114.0718405 22.5430582)",4,,,,
7637463224,6261187081,0,1050725158,True,深南大道,primary,False,71.119,"LINESTRING (114.0714439 22.5430722, 114.0707515 22.5430833)",4,,,,
7637463224,500017649,0,996321304,True,,trunk_link,False,161.059,"LINESTRING (114.0714439 22.5430722, 114.0709087 22.5431588, 114.0706094 22.5431579, 114.0703348 22.5431522, 114.0701078 22.5431464, 114.069884 22.5431421)",,,,,
7791604210,1933843909,0,270044023,True,福中一路,tertiary,False,42.935,"LINESTRING (114.0626206 22.5497717, 114.0626146 22.5497446, 114.0626067 22.5497216, 114.0625942 22.5496944, 114.0625752 22.5496632, 114.0625579 22.5496415, 114.0625325 22.549617, 114.0625059 22.5495967, 114.0624762 22.5495796, 114.0624487 22.5495675, 114.0624232 22.549559, 114.0623966 22.5495537, 114.0623716 22.5495514, 114.0623257 22.5495498)",,,,,
7791604210,6056271409,0,1051517024,True,彩田路,primary,False,50.367000000000004,"LINESTRING (114.0626206 22.5497717, 114.0626236 22.5496032, 114.0626287 22.5493188)",2,,,,
7893947000,500016474,0,"[41019229, 777201503]",True,,trunk_link,False,175.63400000000001,"LINESTRING (114.0662372 22.542343, 114.0663947 22.5423457, 114.0667723 22.5423449, 114.0668158 22.5423416, 114.0668552 22.5423351, 114.0668972 22.5423253, 114.0669381 22.5423147, 114.0669713 22.5423027, 114.0670008 22.5422915, 114.0670317 22.5422756, 114.0670641 22.5422535, 114.0672332 22.5420697, 114.067521 22.5417612, 114.0676282 22.5416511)",,,yes,,
7893947000,8076307462,0,740785648,True,,tertiary,False,66.17,"LINESTRING (114.0662372 22.542343, 114.0666569 22.5425584, 114.0667073 22.5425805, 114.0668063 22.5426212)",,,,,
7893947001,8431769835,0,740785646,False,,unclassified,False,112.14200000000001,"LINESTRING (114.0650134 22.5439616, 114.0650275 22.5439424, 114.0650625 22.5439084, 114.0652313 22.5438038, 114.0652853 22.5437593, 114.0653126 22.5437059, 114.0653282 22.5436447, 114.065341 22.5434443, 114.0653556 22.5430834)",2,,,,
7893947001,2367560914,0,740785646,False,,unclassified,True,247.17800000000003,"LINESTRING (114.0650134 22.5439616, 114.0649925 22.5439899, 114.0649686 22.5440392, 114.0649601 22.5440936, 114.0649379 22.544921, 114.0649432 22.5449613, 114.0649536 22.5449903, 114.0649798 22.5450161, 114.0650112 22.5450306, 114.0650418 22.5450386, 114.0662151 22.5450528)",2,,,,
7893947001,6413071048,0,846116729,False,,unclassified,False,237.004,"LINESTRING (114.0650134 22.5439616, 114.065789 22.5439748, 114.0673208 22.544)",,,,,
7953724239,2324186905,0,777388195,False,福启街,residential,False,116.665,"LINESTRING (114.0748766 22.5417476, 114.0760125 22.5417603)",2,30,,,
7962005411,8431769846,0,1050725159,False,,primary_link,True,54.691,"LINESTRING (114.060412 22.5434967, 114.0604193 22.5430049)",,,,,
7962005411,7962005431,0,996207998,True,海田路,tertiary,False,219.901,"LINESTRING (114.060412 22.5434967, 114.0604118 22.5435346, 114.0604114 22.5435598, 114.0604103 22.5436397, 114.0603951 22.5445457, 114.060392 22.5447314, 114.0603823 22.5453067, 114.0603795 22.5454741)",,,,,
7962005424,7962005425,0,996207994,True,海田路,tertiary,False,8.252,"LINESTRING (114.060213 22.5495223, 114.0602144 22.5494481)",,,,,
7962005425,7962005427,0,270041721,True,福中一路,tertiary,False,10.096,"LINESTRING (114.0602144 22.5494481, 114.0603127 22.5494497)",2,,,,
7962005425,7962005475,0,996207994,True,海田路,tertiary,False,209.49599999999998,"LINESTRING (114.0602144 22.5494481, 114.0602159 22.5493607, 114.0602175 22.5492725, 114.0602433 22.547782, 114.060245 22.5476824, 114.060247 22.5475643)",,,,,
7962005426,7962005424,0,858090825,True,福中一路,tertiary,False,10.096,"LINESTRING (114.0603113 22.5495236, 114.060213 22.5495223)",2,,,,
7962005427,7962005426,0,996207999,True,海田路,tertiary,False,8.219,"LINESTRING (114.0603127 22.5494497, 114.0603113 22.5495236)",,,,,
7962005427,5832657962,0,"[270041721, 996207988]",True,福中一路,tertiary,False,207.022,"LINESTRING (114.0603127 22.5494497, 114.0604473 22.5494518, 114.0605312 22.5494531, 114.0608288 22.5494578, 114.0623283 22.5494822)",2,,,,
7962005428,7962005475,0,996207993,True,福中路,secondary,False,9.993,"LINESTRING (114.0603443 22.5475657, 114.060247 22.5475643)",2,40,,,
7962005428,7962005427,0,"[1050511772, 996207999]",True,海田路,tertiary,False,209.51799999999997,"LINESTRING (114.0603443 22.5475657, 114.0603424 22.5476832, 114.0603408 22.5477755, 114.0603202 22.5490028, 114.0603156 22.5492789, 114.0603142 22.5493615, 114.0603127 22.5494497)",,,,,
7962005429,7962005428,0,1050511772,True,海田路,tertiary,False,16.325,"LINESTRING (114.0603468 22.5474189, 114.0603443 22.5475657)",,,,,
7962005429,8878670822,0,1050511773,True,福中路,secondary,False,186.493,"LINESTRING (114.0603468 22.5474189, 114.0604862 22.5474211, 114.0605457 22.547422, 114.0621625 22.5474482)",3,40,,,
7962005430,7962005433,0,996207995,True,福中三路,tertiary,False,9.891,"LINESTRING (114.0603781 22.5455551, 114.0602818 22.5455537)",,,,,
7962005430,7962005429,0,853620189,True,海田路,tertiary,False,207.27100000000002,"LINESTRING (114.0603781 22.5455551, 114.0603743 22.545785, 114.0603498 22.5472411, 114.0603488 22.5473027, 114.0603468 22.5474189)",,,,,
7962005431,7962005430,0,853620189,True,海田路,tertiary,False,9.008,"LINESTRING (114.0603795 22.5454741, 114.0603781 22.5455551)",,,,,
7962005431,7962005468,0,996207997,True,福中三路,tertiary,False,141.657,"LINESTRING (114.0603795 22.5454741, 114.0615225 22.5454906, 114.0617587 22.545494)",,,,,
7962005433,7962005435,0,853620190,True,海田路,tertiary,False,8.997,"LINESTRING (114.0602818 22.5455537, 114.0602833 22.5454728)",,,,,
7962005435,7962005431,0,996208012,True,福中三路,tertiary,False,9.881,"LINESTRING (114.0602833 22.5454728, 114.0603795 22.5454741)",,,,,
7962005435,7962005411,0,853620190,True,海田路,tertiary,False,224.905,"LINESTRING (114.0602833 22.5454728, 114.0602862 22.5453066, 114.0602962 22.5447304, 114.0602994 22.5445449, 114.0603151 22.5436372, 114.0603164 22.5435578, 114.060412 22.5434967)",,,,,
7962005468,7962005469,0,617162844,False,中心八路,residential,False,219.06699999999998,"LINESTRING (114.0617587 22.545494, 114.0617893 22.5435881, 114.0617904 22.5435241)",,,,,
7962005468,1783922945,0,"[853601605, 996207997]",True,福中三路,tertiary,False,108.388,"LINESTRING (114.0617587 22.545494, 114.0624008 22.5455032, 114.0624361 22.5455008, 114.0624743 22.5454892, 114.0625037 22.5454802, 114.062545 22.5454588, 114.0625792 22.5454374, 114.0626103 22.5454113, 114.0626379 22.5453818, 114.0626636 22.5453472, 114.0626867 22.5453112, 114.0627015 22.5452739)",,,,,
7962005469,7962005411,0,41018950,True,,primary_link,False,141.59199999999998,"LINESTRING (114.0617904 22.5435241, 114.0610948 22.5435114, 114.0605852 22.5435004, 114.060412 22.5434967)",,,,,
7962005469,7962005468,0,617162844,False,中心八路,residential,True,219.06699999999998,"LINESTRING (114.0617904 22.5435241, 114.0617893 22.5435881, 114.0617587 22.545494)",,,,,
7962005475,7962005476,0,996207996,True,海田路,tertiary,False,16.337,"LINESTRING (114.060247 22.5475643, 114.0602496 22.5474174)",,,,,
