u,v,key,osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,maxspeed,lanes,junction,access,tunnel
2881798530,2881798563,0,284433357,,residential,False,False,232.263,,"LINESTRING (114.1340071 22.5483693, 114.1317793 22.5480091)",,,,,,
2881798530,2881798556,0,284433363,,residential,False,False,68.9,,"LINESTRING (114.1340071 22.5483693, 114.1340002 22.5489889)",,,,,,
2881798530,2881798536,0,284433363,,residential,False,True,112.123,,"LINESTRING (114.1340071 22.5483693, 114.1339963 22.547361)",,,,,,
2881798533,2881798519,0,769531020,春风路,tertiary,True,False,16.997,,"LINESTRING (114.1258598 22.5450595, 114.1260253 22.5450586)",,,,,,
2881798533,5568978028,0,769531021,文锦南路,trunk,True,False,27.27,G107,"LINESTRING (114.1258598 22.5450595, 114.1258665 22.5449653, 114.1258702 22.5448145)",,,,,,
2881798536,2881798530,0,284433363,,residential,False,False,112.123,,"LINESTRING (114.1339963 22.547361, 114.1340071 22.5483693)",,,,,,
2881798536,2881798569,0,284433366,,residential,False,True,157.048,,"LINESTRING (114.1339963 22.547361, 114.1324942 22.547096)",,,,,,
2881798536,588493942,0,284433363,,residential,False,True,40.590999999999994,,"LINESTRING (114.1339963 22.547361, 114.1340027 22.5471129, 114.1340231 22.547034, 114.1340433 22.5470035)",,,,,,
2881798539,3687842456,0,364738230,,primary_link,False,False,51.884,,"LINESTRING (114.1351868 22.5490815, 114.1351315 22.5495453)",,,,,,yes
2881798539,2881798555,0,284433361,,primary_link,True,False,56.03900000000001,,"LINESTRING (114.1351868 22.5490815, 114.1352186 22.5490797, 114.1352648 22.5490665, 114.1353119 22.5490398, 114.1353508 22.5490071, 114.1353736 22.5489717, 114.1353843 22.5489383, 114.135389 22.5488931, 114.135391 22.5488491, 114.13539 22.5487969, 114.1353828 22.5487441, 114.1353676 22.5486864)",,,,,,
2881798552,2881798701,0,284433375,,residential,False,False,25.027,,"LINESTRING (114.1323628 22.547693, 114.1324095 22.5474721)",,,,,,
2881798555,8536817833,0,919164309,沿河南路辅路,primary,True,False,45.764,,"LINESTRING (114.1353676 22.5486864, 114.1351365 22.5483345)",,,,,,
2881798556,2881798530,0,284433363,,residential,False,True,68.9,,"LINESTRING (114.1340002 22.5489889, 114.1340071 22.5483693)",,,,,,
2881798556,2881798539,0,284433361,,primary_link,True,False,122.50699999999999,,"LINESTRING (114.1340002 22.5489889, 114.1341528 22.5489943, 114.1343643 22.5490081, 114.1346423 22.5490347, 114.1348145 22.5490346, 114.1348979 22.5490387, 114.1349728 22.5490495, 114.1350243 22.54906, 114.1350729 22.5490704, 114.1351133 22.5490753, 114.1351472 22.549078, 114.1351868 22.5490815)",,,,,,
2881798563,2881798530,0,284433357,,residential,False,True,232.263,,"LINESTRING (114.1317793 22.5480091, 114.1340071 22.5483693)",,,,,,
2881798563,2881798747,0,284433365,,residential,False,True,55.696,,"LINESTRING (114.1317793 22.5480091, 114.1316145 22.5475319)",,,,,,
2881798563,2881798741,0,284433357,,residential,False,False,127.73400000000001,,"LINESTRING (114.1317793 22.5480091, 114.1314938 22.547963, 114.1309155 22.5478932, 114.1305486 22.5478439)",,,,,,
2881798569,2881798536,0,284433366,,residential,False,False,157.048,,"LINESTRING (114.1324942 22.547096, 114.1339963 22.547361)",,,,,,
2881798569,2881798600,0,284433366,,residential,False,True,75.974,,"LINESTRING (114.1324942 22.547096, 114.131764 22.5469863)",,,,,,
2881798569,2881798701,0,284433375,,residential,False,True,42.715,,"LINESTRING (114.1324942 22.547096, 114.1324095 22.5474721)",,,,,,
2881798600,2881798569,0,284433366,,residential,False,False,75.974,,"LINESTRING (114.131764 22.5469863, 114.1324942 22.547096)",,,,,,
2881798600,2881798741,0,284433359,,residential,False,True,200.747,,"LINESTRING (114.131764 22.5469863, 114.1317432 22.547091, 114.1312229 22.547252, 114.1305848 22.5472421, 114.1305486 22.5478439)",,,,,,
2881798600,8536814106,0,284433366,,residential,False,True,218.719,,"LINESTRING (114.131764 22.5469863, 114.1314106 22.5469325, 114.1311773 22.5469151, 114.130835 22.5469123, 114.1296399 22.5468956)",,,,,,
2881798701,2881798569,0,284433375,,residential,False,False,42.715,,"LINESTRING (114.1324095 22.5474721, 114.1324942 22.547096)",,,,,,
2881798701,2881798552,0,284433375,,residential,False,True,25.027,,"LINESTRING (114.1324095 22.5474721, 114.1323628 22.547693)",,,,,,
2881798701,2881798747,0,284433371,,residential,False,True,83.46700000000001,,"LINESTRING (114.1324095 22.5474721, 114.1321616 22.5474353, 114.1320383 22.5474328, 114.1319283 22.5474452, 114.1316145 22.5475319)",,,,,,
2881798723,8536814105,0,284433357,,residential,False,True,8.137,,"LINESTRING (114.1295522 22.5477368, 114.1296309 22.5477453)",,,,,,
2881798723,8536814023,0,674741203,北斗路,secondary,True,False,93.656,,"LINESTRING (114.1295522 22.5477368, 114.1295637 22.5468946)",,,2,,,
2881798741,8536814105,0,284433357,,residential,False,False,94.879,,"LINESTRING (114.1305486 22.5478439, 114.1296309 22.5477453)",,,,,,
2881798741,2881798563,0,284433357,,residential,False,True,127.734,,"LINESTRING (114.1305486 22.5478439, 114.1309155 22.5478932, 114.1314938 22.547963, 114.1317793 22.5480091)",,,,,,
2881798741,2881798600,0,284433359,,residential,False,False,200.747,,"LINESTRING (114.1305486 22.5478439, 114.1305848 22.5472421, 114.1312229 22.547252, 114.1317432 22.547091, 114.131764 22.5469863)",,,,,,
2881798741,2881798747,0,284433371,,residential,False,False,115.86699999999999,,"LINESTRING (114.1305486 22.5478439, 114.1308098 22.5478168, 114.1309815 22.5477846, 114.1311424 22.5477252, 114.1312685 22.5476632, 114.1316145 22.5475319)",,,,,,
2881798747,2881798563,0,284433365,,residential,False,False,55.696,,"LINESTRING (114.1316145 22.5475319, 114.1317793 22.5480091)",,,,,,
2881798747,2881798701,0,284433371,,residential,False,False,83.467,,"LINESTRING (114.1316145 22.5475319, 114.1319283 22.5474452, 114.1320383 22.5474328, 114.1321616 22.5474353, 114.1324095 22.5474721)",,,,,,
2881798747,2881798741,0,284433371,,residential,False,True,115.86699999999999,,"LINESTRING (114.1316145 22.5475319, 114.1312685 22.5476632, 114.1311424 22.5477252, 114.1309815 22.5477846, 114.1308098 22.5478168, 114.1305486 22.5478439)",,,,,,
2881809566,2377869275,0,973549773,文锦渡口岸环岛,trunk,True,False,21.086,G107,"LINESTRING (114.125939 22.5422137, 114.1259803 22.5421856, 114.1260266 22.542165, 114.1260762 22.5421529, 114.1261274 22.5421496)",,,,circular,,
2881809571,9201401391,0,627529511,沿河南路,primary,True,False,155.381,,"LINESTRING (114.1234339 22.540584, 114.1236883 22.5407464, 114.1245377 22.5413017, 114.1246708 22.5413887)",,,,,,
2881809571,2881809581,0,996519903,东门南路,primary,True,False,22.313,,"LINESTRING (114.1234339 22.540584, 114.1233785 22.5406769, 114.1232986 22.5407361)",,,,,,
2881809577,2881809803,0,284434737,东门南路,primary,True,False,146.611,,"LINESTRING (114.1218004 22.5410713, 114.1228192 22.5407457, 114.1231495 22.5406402)",,,,,,
2881809580,9201401391,0,525273355,新安路,residential,False,False,21.379,,"LINESTRING (114.1245654 22.5415545, 114.1246708 22.5413887)",,,,,,
2881809580,2881809581,0,44425605,沿河南路,primary,True,False,158.768,,"LINESTRING (114.1245654 22.5415545, 114.1234115 22.540809, 114.1232986 22.5407361)",,,,,,
2881809580,2278166423,0,525273355,新安路,residential,False,True,68.99000000000001,,"LINESTRING (114.1245654 22.5415545, 114.1244959 22.5416645, 114.1242267 22.5420903)",,,,,,
2881809581,2881809803,0,44425605,沿河南路,primary,True,False,18.66,,"LINESTRING (114.1232986 22.5407361, 114.1231495 22.5406402)",,,,,,
2881809581,581924032,0,996519903,东门南路,primary,True,False,223.38200000000003,,"LINESTRING (114.1232986 22.5407361, 114.1226663 22.5409635, 114.1218844 22.5412128, 114.1217937 22.5412433, 114.1216395 22.5412769, 114.1212338 22.5413549)",,,,,,
2881809802,2881809580,0,44425605,沿河南路,primary,True,False,161.501,,"LINESTRING (114.1258484 22.5423943, 114.1254921 22.542156, 114.125173 22.5419489, 114.1246753 22.5416258, 114.1245654 22.5415545)",,,,,,
2881809802,2881809566,0,996519919,文锦渡口岸环岛,trunk,True,False,22.717000000000002,G107,"LINESTRING (114.1258484 22.5423943, 114.1258555 22.5423437, 114.1258735 22.5422954, 114.1259017 22.5422515, 114.125939 22.5422137)",,,,circular,,
2881809803,2881809571,0,284434737,东门南路,primary,True,False,29.909,,"LINESTRING (114.1231495 22.5406402, 114.1232827 22.5406068, 114.1234339 22.540584)",,,,,,
3066385390,3066385417,0,302380137,黄贝岭南街,residential,False,False,86.46799999999999,,"LINESTRING (114.1310003 22.5488244, 114.1309302 22.5491827, 114.1308766 22.54944, 114.1309117 22.549588)",,,,,,
3066385390,8536814027,0,713388334,深南东路,primary,True,False,144.136,,"LINESTRING (114.1310003 22.5488244, 114.1297277 22.5486067, 114.1296204 22.5485875)",,,,,,
3066385417,3066385722,0,302380133,,residential,False,True,143.10899999999998,,"LINESTRING (114.1309117 22.549588, 114.1304664 22.5495835, 114.1303832 22.5495612, 114.130241 22.5495142, 114.1295329 22.5494597)",,,,,,
3066385417,3066385390,0,302380137,黄贝岭南街,residential,False,True,86.46799999999999,,"LINESTRING (114.1309117 22.549588, 114.1308766 22.54944, 114.1309302 22.5491827, 114.1310003 22.5488244)",,,,,,
3066385722,3066385729,0,302380133,,residential,False,True,32.82,,"LINESTRING (114.1295329 22.5494597, 114.1292139 22.5494418)",,,,,,
3066385722,3066385417,0,302380133,,residential,False,False,143.109,,"LINESTRING (114.1295329 22.5494597, 114.130241 22.5495142, 114.1303832 22.5495612, 114.1304664 22.5495835, 114.1309117 22.549588)",,,,,,
3066385729,3066385722,0,302380133,,residential,False,False,32.82,,"LINESTRING (114.1292139 22.5494418, 114.1295329 22.5494597)",,,,,,
3077980694,8258828711,0,31311824,乐园路,tertiary,False,False,130.569,,"LINESTRING (114.1226741 22.5496627, 114.1228721 22.5486673, 114.1228815 22.5486201, 114.1229039 22.5485078)",,,,,,
3687842456,2881798539,0,364738230,,primary_link,False,True,51.884,,"LINESTRING (114.1351315 22.5495453, 114.1351868 22.5490815)",,,,,,yes
3687842456,348421123,0,284433380,,primary_link,True,False,138.134,,"LINESTRING (114.1351315 22.5495453, 114.1346105 22.5494566, 114.1343825 22.5494169, 114.1341652 22.5493699, 114.1340293 22.5493307, 114.1338228 22.5492669)",,,,,,
3989296368,3989296385,0,396115619,,residential,False,False,152.402,,"LINESTRING (114.1221484 22.5416951, 114.1229336 22.541468, 114.1231352 22.5414097, 114.1232739 22.541805)",,,,,,
3989296385,3989296404,0,"[396115618, 396115619]",,residential,False,"[False, True]",82.488,,"LINESTRING (114.1232739 22.541805, 114.1237221 22.541672, 114.1237411 22.5418156, 114.1238146 22.5419631)",,,,,,
3989296385,3989296404,1,396115619,,residential,False,False,161.91500000000002,,"LINESTRING (114.1232739 22.541805, 114.123491 22.5423803, 114.1238818 22.54239, 114.123968 22.5421611, 114.1238146 22.5419631)",,,,,,
3989296385,3989296368,0,396115619,,residential,False,True,152.40200000000002,,"LINESTRING (114.1232739 22.541805, 114.1231352 22.5414097, 114.1229336 22.541468, 114.1221484 22.5416951)",,,,,,
3989296404,2278166423,0,396115617,,residential,False,False,44.623,,"LINESTRING (114.1238146 22.5419631, 114.1242267 22.5420903)",,,,,,
3989296404,3989296385,0,"[396115618, 396115619]",,residential,False,"[False, True]",82.488,,"LINESTRING (114.1238146 22.5419631, 114.1237411 22.5418156, 114.1237221 22.541672, 114.1232739 22.541805)",,,,,,
3989296404,3989296385,1,396115619,,residential,False,True,161.91500000000002,,"LINESTRING (114.1238146 22.5419631, 114.123968 22.5421611, 114.1238818 22.54239, 114.123491 22.5423803, 114.1232739 22.541805)",,,,,,
5110321873,9197010627,0,647444379,向西路,residential,False,True,140.545,,"LINESTRING (114.1212421 22.5435455, 114.121049 22.5436546, 114.1205783 22.5440272, 114.1203131 22.5444427)",,,,,,
5110321873,5110321877,0,996519902,春风路,tertiary,True,False,192.123,,"LINESTRING (114.1212421 22.5435455, 114.120959 22.5430539, 114.1203397 22.5420321)",,,,,,
5110321874,8234507614,0,284433378,春风路,tertiary,True,False,193.825,,"LINESTRING (114.1213269 22.5434995, 114.1213746 22.5435868, 114.1221607 22.544843, 114.1221838 22.5448768, 114.1222007 22.5448994, 114.1222311 22.5449318, 114.1222664 22.5449589, 114.122304 22.544982)",,,,,,
5110321874,349132274,0,525273361,向西路,residential,False,False,291.477,,"LINESTRING (114.1213269 22.5434995, 114.1220827 22.5431035, 114.122536 22.542946, 114.1230651 22.5428762, 114.1240154 22.5428904)",,,,,,
5110321877,5110321880,0,769531024,春风路,tertiary,True,False,32.234,,"LINESTRING (114.1203397 22.5420321, 114.1202733 22.5419315, 114.1201763 22.5417846)",,,,,,
5110321880,5110321881,0,769531024,春风路,tertiary,True,False,11.106,,"LINESTRING (114.1201763 22.5417846, 114.1201141 22.5417029)",,,,,,
5110321881,5110321899,0,769531024,春风路,tertiary,True,False,21.051,,"LINESTRING (114.1201141 22.5417029, 114.1200138 22.5415378)",,,,,,
5110321881,5110321884,0,996519916,东门南路,primary,True,False,11.773,,"LINESTRING (114.1201141 22.5417029, 114.1202129 22.5416492)",,,,,,
5110321883,5110321893,0,284433378,春风路,tertiary,True,False,30.79,,"LINESTRING (114.1202768 22.5417308, 114.1204293 22.5419692)",,,,,,
5110321883,5110321880,0,996519903,东门南路,primary,True,False,11.93,,"LINESTRING (114.1202768 22.5417308, 114.1201763 22.5417846)",,,,,,
5110321884,5110321883,0,284433378,春风路,tertiary,True,False,11.198,,"LINESTRING (114.1202129 22.5416492, 114.1202768 22.5417308)",,,,,,
5110321884,5110321889,0,284434737,东门南路,primary,True,False,38.992000000000004,,"LINESTRING (114.1202129 22.5416492, 114.1204452 22.5415402, 114.1205535 22.5414944)",,,,,,
5110321886,5110321889,0,525273363,,primary_link,True,False,62.879,,"LINESTRING (114.120019 22.5413403, 114.1201918 22.5414984, 114.1202989 22.5415281, 114.1205535 22.5414944)",,,,,,
5110321886,5110321884,0,996519915,春风路,tertiary,True,False,39.703,,"LINESTRING (114.120019 22.5413403, 114.1201481 22.541546, 114.1202129 22.5416492)",,,,,,
5110321889,2881809577,0,284434737,东门南路,primary,True,False,136.488,,"LINESTRING (114.1205535 22.5414944, 114.1207135 22.5414267, 114.1212324 22.541256, 114.1218004 22.5410713)",,,,,,
5110321890,5110321893,0,525273364,,primary_link,True,False,48.358999999999995,,"LINESTRING (114.1205944 22.5415823, 114.1204523 22.5417489, 114.1204273 22.5418543, 114.1204293 22.5419692)",,,,,,
5110321890,5110321883,0,996519903,东门南路,primary,True,False,36.572,,"LINESTRING (114.1205944 22.5415823, 114.1204911 22.541626, 114.1203977 22.5416717, 114.1202768 22.5417308)",,,,,,
5110321893,5110321874,0,284433378,春风路,tertiary,True,False,193.599,,"LINESTRING (114.1204293 22.5419692, 114.1204844 22.5420554, 114.1210482 22.5429781, 114.1213269 22.5434995)",,,,,,
5482822292,7266404464,0,778561156,,residential,False,False,13.443,,"LINESTRING (114.1271829 22.5484898, 114.1271997 22.5483699)",,,,,,
5482822292,5482822296,0,570288699,,residential,False,False,69.445,,"LINESTRING (114.1271829 22.5484898, 114.1270018 22.5485591, 114.126527 22.5484928)",,,,,,
5482822292,5482822294,0,778561154,,residential,False,False,63.168000000000006,,"LINESTRING (114.1271829 22.5484898, 114.1272171 22.5485707, 114.1277294 22.5486586)",,,,,,
5482822294,5482822292,0,778561154,,residential,False,True,63.168000000000006,,"LINESTRING (114.1277294 22.5486586, 114.1272171 22.5485707, 114.1271829 22.5484898)",,,,,,
5482822296,5482822292,0,570288699,,residential,False,True,69.445,,"LINESTRING (114.126527 22.5484928, 114.1270018 22.5485591, 114.1271829 22.5484898)",,,,,,
5482822297,7266404459,0,97229637,清平路,tertiary,False,False,75.289,,"LINESTRING (114.1286764 22.5492927, 114.1287217 22.5486169)",,,,,,
5482822297,5482822301,0,97229637,清平路,tertiary,False,True,29.707,,"LINESTRING (114.1286764 22.5492927, 114.1286702 22.5495598)",,,,,,
5482822297,5482822300,0,570288700,,residential,False,False,12.249,,"LINESTRING (114.1286764 22.5492927, 114.1285574 22.5492852)",,,,,,
5482822300,5482822297,0,570288700,,residential,False,True,12.249,,"LINESTRING (114.1285574 22.5492852, 114.1286764 22.5492927)",,,,,,
5482822300,5482822300,0,570288701,,residential,True,False,269.07800000000003,,"LINESTRING (114.1285574 22.5492852, 114.1278258 22.5492388, 114.1278544 22.5486771, 114.1285707 22.5487736, 114.1285574 22.5492852)",,,,,,
5482822301,5482822297,0,97229637,清平路,tertiary,False,False,29.707,,"LINESTRING (114.1286702 22.5495598, 114.1286764 22.5492927)",,,,,,
5482822308,8258853324,0,570288703,,residential,False,True,13.134,,"LINESTRING (114.1270294 22.5497851, 114.1270274 22.5499032)",,,,,,
5482822308,5482822308,0,570288704,,residential,True,False,315.914,,"LINESTRING (114.1270294 22.5497851, 114.1270511 22.5490766, 114.1277547 22.549163, 114.127684 22.5499967, 114.1270294 22.5497851)",,,,,,
5568556453,6935521565,0,582185325,,trunk_link,True,False,71.363,,"LINESTRING (114.1259865 22.5474366, 114.1260715 22.5476612, 114.1261121 22.5477236, 114.1261567 22.5477693, 114.1262327 22.5478319, 114.1262957 22.5478712, 114.126399 22.5479157)",,,,,,
5568556453,2456776581,0,769531026,文锦南路,trunk,True,False,45.692,G107,"LINESTRING (114.1259865 22.5474366, 114.1259841 22.5476749, 114.1259824 22.5478475)",,,,,,
5568556459,6155302964,0,685048805,文锦南路,trunk,True,False,107.98599999999999,G107,"LINESTRING (114.1258361 22.5474057, 114.1258397 22.5469297, 114.1258456 22.5464346)",,,,,,
5568556462,267602106,0,31404771,文锦中路,trunk,True,False,111.96600000000001,G107,"LINESTRING (114.1259758 22.5485, 114.1259679 22.5493121, 114.1259669 22.5494209, 114.125966 22.5495069)",,,,,,
5568556465,6155154311,0,352604525,深南东路,primary,True,False,96.695,,"LINESTRING (114.1253848 22.5479034, 114.1244594 22.5477429)",,,,,,
5568977818,2881798519,0,31311376,文锦南路,trunk,True,False,39.0,G107,"LINESTRING (114.126029 22.544708, 114.1260246 22.5448776, 114.126022 22.5449804, 114.1260253 22.5450586)",,,,,,
5568977818,8536817884,0,582246455,,trunk_link,True,False,53.051,,"LINESTRING (114.126029 22.544708, 114.126105 22.544893, 114.1261259 22.5449376, 114.1261498 22.5449964, 114.1261661 22.5450298, 114.1261842 22.5450563, 114.1262035 22.5450773, 114.1262263 22.545094, 114.1262467 22.5451047, 114.1262709 22.5451128)",,,,,,
5568978022,5568556453,0,769531026,文锦南路,trunk,True,False,219.171,G107,"LINESTRING (114.1260174 22.5454659, 114.1259844 22.5468026, 114.1259865 22.5474366)",,,,,,
5568978028,581924233,0,769531022,文锦南路,trunk,True,False,18.822,G107,"LINESTRING (114.1258702 22.5448145, 114.1258785 22.5446454)",,,,,,
6080269165,6315228889,0,904096422,沿河南路,primary,True,False,25.987,,"LINESTRING (114.1266595 22.5425276, 114.1268944 22.5426145)",,,,,,
6080269165,6275296454,0,"[670078181, 670078182]",,trunk_link,True,False,512.145,,"LINESTRING (114.1266595 22.5425276, 114.1272019 22.5428352, 114.1283926 22.5433918, 114.1287375 22.5435596, 114.1290382 22.5437162, 114.130413 22.5444584, 114.1305273 22.5445219, 114.130966 22.5448359)",yes,,,,,
6155154311,348421856,0,352604525,深南东路,primary,True,False,141.74,,"LINESTRING (114.1244594 22.5477429, 114.1231015 22.5475147)",,,,,,
6155154311,8258828708,0,657156494,飞鹏街,residential,False,True,133.521,,"LINESTRING (114.1244594 22.5477429, 114.1244297 22.547873, 114.1243175 22.5483787, 114.1242898 22.5485055, 114.1242638 22.5486112, 114.1242389 22.5486961, 114.1242081 22.5487786, 114.1241492 22.5489061)",,,,,,
6155302964,8234507586,0,685048805,文锦南路,trunk,True,False,111.44800000000001,G107,"LINESTRING (114.1258456 22.5464346, 114.1258477 22.5462634, 114.1258508 22.5460151, 114.125858 22.5454324)",,,,,,
6155302964,349121085,0,686262989,文东路,residential,True,False,194.156,,"LINESTRING (114.1258456 22.5464346, 114.1255899 22.5463454, 114.1253485 22.5463355, 114.125091 22.54639, 114.1247959 22.5464792, 114.1244955 22.546504, 114.1239978 22.5464667)",,,,,,
6275296454,8625865799,0,"[930259836, 45664284, 930259839]","['沿河路高架桥', '沿河南路']",trunk,True,False,617.5580000000001,S550,"LINESTRING (114.130966 22.5448359, 114.1311579 22.5449483, 114.1313539 22.5450864, 114.1317993 22.5454755, 114.1319288 22.5455714, 114.1320738 22.5456588, 114.133062 22.5461449, 114.1332724 22.5462529, 114.1335377 22.5464183, 114.1338686 22.5465626, 114.1343146 22.5467283, 114.134521 22.5468805, 114.1347473 22.5471536, 114.1349248 22.5474053, 114.1353531 22.5480942, 114.1354477 22.5482964)",yes,,,,,
6302457775,5568556462,0,582185327,,trunk_link,True,False,65.785,,"LINESTRING (114.1263826 22.5481347, 114.1262593 22.5481363, 114.1261565 22.548172, 114.1260991 22.5482205, 114.1260484 22.5482938, 114.1260098 22.5483769, 114.1259758 22.5485)",,,,,,
6302457775,348414298,0,996937212,深南东路,primary,True,False,44.658,,"LINESTRING (114.1263826 22.5481347, 114.1261875 22.5480308, 114.1259809 22.5479979)",,,,,,
6315226959,2377880330,0,274729210,,residential,False,False,115.321,,"LINESTRING (114.1294527 22.5424188, 114.1301715 22.5425761, 114.1304946 22.5427681)",,,,,,
6315228889,1699891252,0,674335479,文锦渡路,secondary,True,False,413.7900000000001,,"LINESTRING (114.1268944 22.5426145, 114.1272922 22.5419828, 114.127315 22.5419525, 114.1273431 22.5419302, 114.1273807 22.5419097, 114.1274229 22.5418949, 114.1275799 22.5418748, 114.1276125 22.5418676, 114.1276544 22.5418489, 114.1276836 22.5418272, 114.1277099 22.5417974, 114.1277266 22.5417672, 114.1277369 22.5417332, 114.1277396 22.541701, 114.1277535 22.5409572, 114.1277602 22.5409287, 114.127779 22.5409077, 114.1281123 22.540707, 114.1281378 22.5406841, 114.1281552 22.5406593, 114.1281639 22.5406296, 114.1281565 22.5405968, 114.1281364 22.5405652, 114.1281089 22.5405299, 114.1280399 22.5404803, 114.1279654 22.5404425, 114.1279178 22.5404221, 114.1278595 22.5404072, 114.1278099 22.5403942, 114.1277408 22.5403856, 114.1276771 22.5403856, 114.1274759 22.5403794, 114.1274196 22.5403763, 114.1273666 22.5403627, 114.1273237 22.540341, 114.1272962 22.5403168, 114.1272694 22.5402766, 114.127256 22.5402444, 114.1272493 22.5401991, 114.1272487 22.5400622)",,,,,no,
6315228889,8536817885,0,904096422,沿河南路,primary,True,False,317.85499999999996,,"LINESTRING (114.1268944 22.5426145, 114.1271374 22.5427043, 114.1277777 22.5429862, 114.1280766 22.5431272, 114.1283136 22.5432404, 114.1293592 22.543774, 114.129645 22.5439206)",,,,,,
6315229035,2377869281,0,973549773,文锦渡口岸环岛,trunk,True,False,15.293000000000003,G107,"LINESTRING (114.1263517 22.5422676, 114.1263741 22.5423085, 114.1263881 22.5423525, 114.1263932 22.5423981)",,,,circular,,
6707524261,6302457775,0,996625959,深南东路,primary,True,False,70.174,,"LINESTRING (114.1270287 22.5483124, 114.1266247 22.548254, 114.1263826 22.5481347)",,,,,,
6935521565,2456776543,0,685048802,深南东路,primary,True,False,327.953,,"LINESTRING (114.126399 22.5479157, 114.1267182 22.5479674, 114.1273064 22.5480646, 114.1273707 22.5480752, 114.1279374 22.5481671, 114.1293773 22.5484045, 114.1295432 22.5484317)",,,,,,
7266404459,5482822297,0,97229637,清平路,tertiary,False,True,75.289,,"LINESTRING (114.1287217 22.5486169, 114.1286764 22.5492927)",,,,,,
7266404459,7266404464,0,778561155,深南东路辅路,secondary,True,False,159.018,,"LINESTRING (114.1287217 22.5486169, 114.128336 22.5485885, 114.1277419 22.5484949, 114.1274573 22.5484273, 114.1271997 22.5483699)",,,,,,
7266404464,6707524261,0,778561155,深南东路辅路,secondary,True,False,18.689,,"LINESTRING (114.1271997 22.5483699, 114.1270287 22.5483124)",,,,,,
7266404464,5482822292,0,778561156,,residential,False,True,13.443,,"LINESTRING (114.1271997 22.5483699, 114.1271829 22.5484898)",,,,,,
8234507561,2456776548,0,272771512,深南东路,primary,True,False,60.914,,"LINESTRING (114.1252476 22.5477255, 114.1256764 22.5477957, 114.1258313 22.5478229)",,,,,,
8234507561,5568556459,0,582185326,,trunk_link,True,False,77.146,,"LINESTRING (114.1252476 22.5477255, 114.1253379 22.5477306, 114.1254082 22.5477256, 114.1255292 22.5477076, 114.1256106 22.5476768, 114.1256902 22.5476273, 114.1257392 22.5475783, 114.1257965 22.5474969, 114.1258361 22.5474057)",,,,,,
8234507570,348416119,0,272771512,深南东路,primary,True,False,7.104,,"LINESTRING (114.1218302 22.5471659, 114.1218983 22.5471771)",,,,,,
8234507570,8234507577,0,31347597,南极路,residential,True,False,91.566,,"LINESTRING (114.1218302 22.5471659, 114.1218449 22.5470885, 114.1219664 22.5464484, 114.1219842 22.5463548)",,,,,,
8234507577,8234507578,0,647444380,文东路,residential,False,False,7.683,,"LINESTRING (114.1219842 22.5463548, 114.1220577 22.5463677)",,,,,,
8234507577,9197010626,0,31347597,南极路,residential,True,False,81.16799999999999,,"LINESTRING (114.1219842 22.5463548, 114.1220017 22.5462625, 114.1221207 22.5456358)",,,,,,
8234507578,8234507577,0,647444380,文东路,residential,False,True,7.683,,"LINESTRING (114.1220577 22.5463677, 114.1219842 22.5463548)",,,,,,
8234507578,349121085,0,647444380,文东路,residential,False,False,199.651,,"LINESTRING (114.1220577 22.5463677, 114.1221361 22.5463814, 114.1232081 22.5464148, 114.1239978 22.5464667)",,,,,,
8234507578,348416119,0,885530515,南极路,residential,True,False,91.47800000000001,,"LINESTRING (114.1220577 22.5463677, 114.1220394 22.5464606, 114.1219128 22.5471036, 114.1218983 22.5471771)",,,,,,
8234507583,349121085,0,31346643,新安路,residential,False,True,147.829,,"LINESTRING (114.124026 22.5451375, 114.124024 22.545233, 114.1239978 22.5464667)",,,,,,
8234507583,8234513330,0,996519902,春风路,tertiary,True,False,176.563,,"LINESTRING (114.124026 22.5451375, 114.1239068 22.5451365, 114.122499 22.5451256, 114.1224424 22.5451244, 114.1223913 22.5451218, 114.122343 22.5451168, 114.1223078 22.5451107)",,,,,,
8234507586,8234507592,0,582246457,,trunk_link,True,False,49.45799999999999,,"LINESTRING (114.125858 22.5454324, 114.1258538 22.5454083, 114.1258465 22.5453842, 114.1258324 22.5453528, 114.1258157 22.5453224, 114.1257942 22.5452925, 114.125772 22.5452647, 114.1257458 22.5452405, 114.1257183 22.5452186, 114.125685 22.545198, 114.125648 22.5451811, 114.1256093 22.5451676, 114.1255701 22.5451565, 114.1255299 22.5451491)",,,,,,
8234507586,2278166642,0,685048805,文锦南路,trunk,True,False,31.391,G107,"LINESTRING (114.125858 22.5454324, 114.1258573 22.5452648, 114.1258585 22.5451501)",,,,,,
8234507592,8234507583,0,996519902,春风路,tertiary,True,False,154.452,,"LINESTRING (114.1255299 22.5451491, 114.124026 22.5451375)",,,,,,
8234507598,8234507607,0,996519917,春风路,tertiary,True,False,157.537,,"LINESTRING (114.124005 22.5450383, 114.1255388 22.5450607)",,,,,,
8234507598,349132274,0,525273355,新安路,residential,False,False,238.83999999999997,,"LINESTRING (114.124005 22.5450383, 114.1240066 22.544901, 114.1240084 22.5436439, 114.1240154 22.5428904)",,,,,,
