u,v,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge
2776964648,3073376827,0,303045180,False,,,residential,False,137.202,"LINESTRING (114.1085353 22.5451425, 114.1085904 22.5457508, 114.1086063 22.5460005, 114.1086417 22.5463724)",
2881809551,3583676844,0,972309912,True,,东门南路,primary,False,24.333,"LINESTRING (114.1170789 22.5463879, 114.1171207 22.5461725)",
2881809551,2456776574,0,996309282,True,,深南东路,primary,False,12.359,"LINESTRING (114.1170789 22.5463879, 114.1171974 22.5464073)",
2881809552,2881809548,0,996519916,True,,东门南路,primary,False,105.238,"LINESTRING (114.1189436 22.5425216, 114.1193448 22.5421974, 114.1197379 22.5419247)",
2881809552,1339061656,0,1050674546,False,,友谊路,tertiary,False,153.425,"LINESTRING (114.1189436 22.5425216, 114.1182592 22.5419128, 114.1181262 22.5418074, 114.1179839 22.5417084, 114.1178249 22.5416118)",
2881809583,2881809588,0,996309277,True,,东门南路,primary,False,3.816,"LINESTRING (114.1179764 22.5435919, 114.1179914 22.5435605)",
2881809583,2474735642,0,239698248,True,,嘉宾路,secondary,False,231.405,"LINESTRING (114.1179764 22.5435919, 114.1178112 22.5435573, 114.1177698 22.5435465, 114.1177389 22.5435363, 114.1177039 22.5435214, 114.1168267 22.5431304, 114.1167451 22.5431081, 114.1158641 22.5428963)",
2881809588,349120843,0,972309911,True,,嘉宾路,secondary,False,11.274,"LINESTRING (114.1179914 22.5435605, 114.1180857 22.5436124)",
2881809588,2881809552,0,996519916,True,,东门南路,primary,False,151.859,"LINESTRING (114.1179914 22.5435605, 114.1181911 22.5432738, 114.1183956 22.5430465, 114.118661 22.5427841, 114.1189436 22.5425216)",
2881809593,5162777247,0,531933762,False,,,unclassified,False,197.921,"LINESTRING (114.1173722 22.5448854, 114.1172386 22.5448715, 114.1154854 22.5445255)",
2881809593,2881809583,0,972309912,True,,东门南路,primary,False,157.27999999999997,"LINESTRING (114.1173722 22.5448854, 114.1174428 22.544632, 114.1175207 22.544427, 114.1176264 22.5442094, 114.1177481 22.5440026, 114.1178935 22.5437447, 114.1179764 22.5435919)",
3070348462,8258828677,0,685048798,False,2,湖贝路,tertiary,False,66.001,"LINESTRING (114.117753 22.5480875, 114.1171269 22.5482215)",
3070348462,2079451087,0,685048798,False,2,湖贝路,tertiary,True,58.622,"LINESTRING (114.117753 22.5480875, 114.1183091 22.5479685)",
3070348462,8212253664,0,302760274,False,,兴湖路,residential,False,193.777,"LINESTRING (114.117753 22.5480875, 114.1179428 22.5491758, 114.118059 22.5498071)",
3073056622,3073056774,0,303010826,False,,,residential,True,35.806,"LINESTRING (114.1043259 22.5486566, 114.1046403 22.5487958)",
3073056622,3073056787,0,303010826,False,,,residential,False,117.83999999999997,"LINESTRING (114.1043259 22.5486566, 114.1036979 22.5484464, 114.1036285 22.5484039, 114.103599 22.5483618, 114.1035802 22.5483147, 114.1035668 22.5482305, 114.1035665 22.54805)",
3073056622,7236155399,0,775796224,False,,,residential,False,86.451,"LINESTRING (114.1043259 22.5486566, 114.1042387 22.5488721, 114.1040359 22.5488695, 114.1039744 22.5492251)",
3073056622,7236140473,0,775796224,False,,,residential,True,62.759,"LINESTRING (114.1043259 22.5486566, 114.1043963 22.5484973, 114.1045502 22.5481316)",
3073056625,7236155529,0,303010827,False,,,residential,False,15.039,"LINESTRING (114.1010259 22.5495777, 114.100996 22.5497101)",
3073056625,3073056793,0,303010827,False,,,residential,True,15.383,"LINESTRING (114.1010259 22.5495777, 114.1010171 22.5494396)",
3073056625,3078109154,0,303452741,False,,,residential,False,61.385,"LINESTRING (114.1010259 22.5495777, 114.1004282 22.5495706)",
3073056737,348428738,0,31354903,False,,桂园路,tertiary,True,11.57,"LINESTRING (114.108003 22.5468752, 114.1079625 22.5469723)",
3073056737,3073411433,0,303010832,True,,解放路,tertiary,False,10.864,"LINESTRING (114.108003 22.5468752, 114.108101 22.546912)",
3073056742,7236155565,0,775651039,False,,红威路,tertiary,True,25.978,"LINESTRING (114.1029257 22.549692, 114.1030205 22.5494754)",
3073056742,7236155534,0,775651054,False,,,residential,False,43.926,"LINESTRING (114.1029257 22.549692, 114.1025304 22.5495411)",
3073056742,7236155550,0,775651039,False,,红威路,tertiary,False,28.402,"LINESTRING (114.1029257 22.549692, 114.1028826 22.5497667, 114.1027709 22.5499028)",
3073056774,3073056622,0,303010826,False,,,residential,False,35.806,"LINESTRING (114.1046403 22.5487958, 114.1043259 22.5486566)",
3073056774,3078099231,0,303010826,False,,,residential,True,38.965,"LINESTRING (114.1046403 22.5487958, 114.1049793 22.5489532)",
3073056774,7236140472,0,775651003,False,,,residential,False,66.383,"LINESTRING (114.1046403 22.5487958, 114.1048886 22.5482446)",
3073056776,7236155551,0,303010841,False,,,residential,False,7.439,"LINESTRING (114.1020223 22.5495029, 114.1020047 22.5495678)",
3073056776,3073056841,0,303010841,False,,,residential,True,21.901,"LINESTRING (114.1020223 22.5495029, 114.102121 22.5493283)",
3073056776,7236155545,0,775651059,False,,,residential,False,37.612,"LINESTRING (114.1020223 22.5495029, 114.1016661 22.5494242)",
3073056787,3073056622,0,303010826,False,,,residential,True,117.84,"LINESTRING (114.1035665 22.54805, 114.1035668 22.5482305, 114.1035802 22.5483147, 114.103599 22.5483618, 114.1036285 22.5484039, 114.1036979 22.5484464, 114.1043259 22.5486566)",
3073056793,3073056625,0,303010827,False,,,residential,False,15.383,"LINESTRING (114.1010171 22.5494396, 114.1010259 22.5495777)",
3073056793,7236155540,0,303010827,False,,,residential,True,10.535,"LINESTRING (114.1010171 22.5494396, 114.1010433 22.549348)",
3073056793,7236155543,0,775651058,False,,,residential,False,35.991,"LINESTRING (114.1010171 22.5494396, 114.1006667 22.549446)",
3073056805,564001854,0,31354891,False,,红宝路,tertiary,True,26.154,"LINESTRING (114.1023142 22.5485087, 114.1021466 22.5483316)",
3073056805,3073056806,0,303010841,False,,,residential,False,35.367,"LINESTRING (114.1023142 22.5485087, 114.1022001 22.5488088)",
3073056805,564001902,0,31354891,False,,红宝路,tertiary,False,90.97,"LINESTRING (114.1023142 22.5485087, 114.1025685 22.5487773, 114.1027411 22.5489537, 114.1029367 22.5490854)",
3073056806,7236155455,0,303010841,False,,,residential,False,28.067,"LINESTRING (114.1022001 22.5488088, 114.1021443 22.5490559)",
3073056806,3073056805,0,303010841,False,,,residential,True,35.367,"LINESTRING (114.1022001 22.5488088, 114.1023142 22.5485087)",
3073056806,7236155449,0,775651025,False,,,residential,True,71.948,"LINESTRING (114.1022001 22.5488088, 114.1015023 22.548751)",
3073056841,3073056776,0,303010841,False,,,residential,False,21.901,"LINESTRING (114.102121 22.5493283, 114.1020223 22.5495029)",
3073056841,7236155450,0,303010841,False,,,residential,True,10.028,"LINESTRING (114.102121 22.5493283, 114.1021287 22.5492384)",
3073056841,7236155558,0,775651064,False,,,residential,False,14.572,"LINESTRING (114.102121 22.5493283, 114.1022537 22.5493747)",
3073056841,7236155544,0,775651055,False,,,residential,True,44.196,"LINESTRING (114.102121 22.5493283, 114.1018677 22.5492797, 114.1016961 22.5492757)",
3073376808,2776964646,0,303045198,False,,,residential,True,53.042,"LINESTRING (114.1080887 22.5455325, 114.1080202 22.5450597)",
3073376808,3073411405,0,303045206,False,,,residential,True,15.977,"LINESTRING (114.1080887 22.5455325, 114.1079359 22.5455055)",
3073376808,3073411378,0,303045198,False,,,residential,False,46.114999999999995,"LINESTRING (114.1080887 22.5455325, 114.1081022 22.5456665, 114.1081227 22.545946)",
3073376820,3073411387,0,303045206,False,,,residential,False,39.147,"LINESTRING (114.1070481 22.5453296, 114.1074208 22.5454035)",
3073376827,2776964648,0,303045180,False,,,residential,True,137.202,"LINESTRING (114.1086417 22.5463724, 114.1086063 22.5460005, 114.1085904 22.5457508, 114.1085353 22.5451425)",
3073411341,3073411387,0,303045190,False,,,residential,False,41.111,"LINESTRING (114.1073557 22.5457683, 114.1074208 22.5454035)",
3073411341,3073411403,0,303045197,False,,,residential,True,71.961,"LINESTRING (114.1073557 22.5457683, 114.1066979 22.5455453)",
3073411341,3073411378,0,303045197,False,,,residential,False,81.837,"LINESTRING (114.1073557 22.5457683, 114.107665 22.5458796, 114.1078043 22.5459113, 114.1079545 22.5459385, 114.1081227 22.545946)",
3073411371,3073411400,0,303045181,False,,,residential,True,62.522,"LINESTRING (114.1075631 22.5463056, 114.107842 22.5463924, 114.1079225 22.5464023, 114.1081557 22.5463968)",
3073411378,3073411400,0,303045198,False,,,residential,False,50.241,"LINESTRING (114.1081227 22.545946, 114.1081557 22.5463968)",
3073411378,3073411341,0,303045197,False,,,residential,True,81.837,"LINESTRING (114.1081227 22.545946, 114.1079545 22.5459385, 114.1078043 22.5459113, 114.107665 22.5458796, 114.1073557 22.5457683)",
3073411378,3073376808,0,303045198,False,,,residential,True,46.114999999999995,"LINESTRING (114.1081227 22.545946, 114.1081022 22.5456665, 114.1080887 22.5455325)",
3073411387,3073411341,0,303045190,False,,,residential,True,41.111,"LINESTRING (114.1074208 22.5454035, 114.1073557 22.5457683)",
3073411387,3073411405,0,303045206,False,,,residential,False,54.101,"LINESTRING (114.1074208 22.5454035, 114.1079359 22.5455055)",
3073411387,3073376820,0,303045206,False,,,residential,True,39.147,"LINESTRING (114.1074208 22.5454035, 114.1070481 22.5453296)",
3073411400,3073411378,0,303045198,False,,,residential,True,50.241,"LINESTRING (114.1081557 22.5463968, 114.1081227 22.545946)",
3073411400,3073411371,0,303045181,False,,,residential,False,62.522,"LINESTRING (114.1081557 22.5463968, 114.1079225 22.5464023, 114.107842 22.5463924, 114.1075631 22.5463056)",
3073411400,3073411433,0,303045198,False,,,residential,False,58.355000000000004,"LINESTRING (114.1081557 22.5463968, 114.1081718 22.5466173, 114.1081612 22.5467317, 114.1081424 22.546806, 114.108101 22.546912)",
3073411403,3073411341,0,303045197,False,,,residential,False,71.961,"LINESTRING (114.1066979 22.5455453, 114.1073557 22.5457683)",
3073411403,3073411405,0,303045182,False,,,residential,False,198.599,"LINESTRING (114.1066979 22.5455453, 114.1067262 22.5453544, 114.1069401 22.5450518, 114.1079189 22.5452129, 114.1079574 22.5452454, 114.1079735 22.5453024, 114.1079708 22.5453594, 114.1079359 22.5455055)",
3073411403,8562237000,0,303045197,False,,,residential,True,50.075,"LINESTRING (114.1066979 22.5455453, 114.106249 22.5455106, 114.106212 22.5455077)",
3073411405,3073376808,0,303045206,False,,,residential,False,15.977,"LINESTRING (114.1079359 22.5455055, 114.1080887 22.5455325)",
3073411405,3073411387,0,303045206,False,,,residential,True,54.101,"LINESTRING (114.1079359 22.5455055, 114.1074208 22.5454035)",
3073411405,3073411403,0,303045182,False,,,residential,True,198.599,"LINESTRING (114.1079359 22.5455055, 114.1079708 22.5453594, 114.1079735 22.5453024, 114.1079574 22.5452454, 114.1079189 22.5452129, 114.1069401 22.5450518, 114.1067262 22.5453544, 114.1066979 22.5455453)",
3073411406,8244777761,0,303045199,False,,,residential,False,319.206,"LINESTRING (114.1073376 22.5422821, 114.1075849 22.5422528, 114.1077963 22.5434762, 114.1077803 22.5435906, 114.1072891 22.5436378, 114.10726 22.5435683, 114.1071795 22.5435318, 114.1066532 22.5435242, 114.1065175 22.5435236, 114.1064512 22.5435238)",
3073411429,8244777760,0,303045194,False,,,residential,False,24.974,"LINESTRING (114.1066525 22.5438636, 114.1064632 22.5438436, 114.1064109 22.5438381)",
3073411433,8205488250,0,"[303010832, 271562089, 303010835]",True,,解放路,tertiary,False,176.99499999999998,"LINESTRING (114.108101 22.546912, 114.1082449 22.5469661, 114.1089495 22.5472209, 114.1091106 22.5472666, 114.1091761 22.5472829, 114.1092287 22.547291, 114.1092811 22.547292, 114.1093294 22.5472887, 114.1094203 22.547279, 114.1094418 22.5472742, 114.1094645 22.5472647, 114.1094952 22.5472492, 114.1095258 22.5472276, 114.1095583 22.5472019, 114.1095856 22.547174, 114.1096048 22.5471372, 114.109632 22.5470666)",yes
3073411433,3073411400,0,303045198,False,,,residential,True,58.355000000000004,"LINESTRING (114.108101 22.546912, 114.1081424 22.546806, 114.1081612 22.5467317, 114.1081718 22.5466173, 114.1081557 22.5463968)",
3078099231,3073056774,0,303010826,False,,,residential,False,38.965,"LINESTRING (114.1049793 22.5489532, 114.1046403 22.5487958)",
3078099231,8562236978,0,303451718,True,2,宝安南路,tertiary,False,172.511,"LINESTRING (114.1049793 22.5489532, 114.1050097 22.5488168, 114.1050401 22.548698, 114.1050728 22.548591, 114.1051072 22.5484951, 114.1051557 22.5483718, 114.1055412 22.5474946)",
3078099342,564001941,0,31354891,False,,红宝路,tertiary,False,5.635,"LINESTRING (114.1049546 22.5492628, 114.105009 22.5492694)",
3078099342,7236155584,0,31354891,False,,红宝路,tertiary,True,66.413,"LINESTRING (114.1049546 22.5492628, 114.1043086 22.5492349)",
3078099342,3078099231,0,303451718,True,2,宝安南路,tertiary,False,34.711,"LINESTRING (114.1049546 22.5492628, 114.1049464 22.5491591, 114.1049616 22.5490478, 114.1049793 22.5489532)",
3078099355,3078099472,0,303451712,False,,,residential,True,222.94400000000002,"LINESTRING (114.1093112 22.5417566, 114.1092791 22.542642, 114.1092779 22.5426948, 114.1081237 22.5427186)",
3078099355,8257482385,0,624056633,True,,嘉宾路,secondary,False,117.808,"LINESTRING (114.1093112 22.5417566, 114.1089733 22.5417132, 114.108175 22.5416108)",
3078099472,3078099355,0,303451712,False,,,residential,False,222.94400000000002,"LINESTRING (114.1081237 22.5427186, 114.1092779 22.5426948, 114.1092791 22.542642, 114.1093112 22.5417566)",
3078099472,2776964644,0,303451715,False,,,residential,False,258.578,"LINESTRING (114.1081237 22.5427186, 114.1083276 22.5438309, 114.1083506 22.5439719, 114.108419 22.5443911, 114.1084986 22.5450176)",
3078099472,8257482385,0,303451715,False,,,residential,True,125.969,"LINESTRING (114.1081237 22.5427186, 114.1080483 22.5423901, 114.1080378 22.5423325, 114.1080324 22.5422916, 114.1080293 22.5422475, 114.1080293 22.5422033, 114.1080324 22.5421555, 114.1080385 22.5421038, 114.1080496 22.5420438, 114.1080629 22.5419874, 114.108175 22.5416108)",
3078109154,7236155530,0,31354935,False,,红桂一街,residential,True,14.125,"LINESTRING (114.1004282 22.5495706, 114.1004252 22.5496976)",
3078109154,3073056625,0,303452741,False,,,residential,True,61.385,"LINESTRING (114.1004282 22.5495706, 114.1010259 22.5495777)",
3078109154,3724774692,0,31354935,False,,红桂一街,residential,False,4.427,"LINESTRING (114.1004282 22.5495706, 114.1004288 22.5495506, 114.1004291 22.5495308)",
3498882898,2456776584,0,237810420,True,,深南东路,primary,False,169.87900000000002,"LINESTRING (114.1003142 22.5434439, 114.1004049 22.5434507, 114.1005088 22.5434633, 114.1008464 22.5435081, 114.1013355 22.5435922, 114.1019412 22.5437136)",
3583675480,8244748133,0,352604506,True,,,primary_link,False,78.898,"LINESTRING (114.1056279 22.5445187, 114.1059049 22.5445157, 114.1059495 22.5445074, 114.1059954 22.544495, 114.106042 22.5444769, 114.1060893 22.5444534, 114.1061318 22.5444273, 114.1061695 22.5443987, 114.1061936 22.5443771, 114.106218 22.5443521, 114.1062381 22.5443287, 114.1062545 22.5443037, 114.106266 22.5442798, 114.106276 22.5442522)",
3583675480,8562270817,0,996755165,True,,深南东路,primary,False,63.043,"LINESTRING (114.1056279 22.5445187, 114.1061514 22.5446306, 114.1062264 22.5446447)",
3583676794,9661069217,0,272771510,True,,深南东路,primary,False,272.122,"LINESTRING (114.1057008 22.5446688, 114.103754 22.5442575, 114.103116 22.5441305)",
3583676825,3583676828,0,996519922,True,2,宝安南路,tertiary,False,34.72,"LINESTRING (114.1068196 22.5401847, 114.1068135 22.5402855, 114.1067938 22.540496)",
3583676828,8244777829,0,996519922,True,2,宝安南路,tertiary,False,44.936,"LINESTRING (114.1067938 22.540496, 114.1067598 22.5408989)",
3583676832,8205496034,0,24555057,True,,嘉宾路,secondary,False,84.16600000000001,"LINESTRING (114.1079784 22.5414764, 114.108034 22.5414855, 114.1087893 22.5415858)",
3583676832,3583676828,0,"[352604521, 352604522]",True,,,residential,False,221.574,"LINESTRING (114.1079784 22.5414764, 114.1079678 22.5405861, 114.1071143 22.5405729, 114.1069792 22.5405049, 114.1068681 22.5404944, 114.1067938 22.540496)",
3583676835,2760370746,0,1051842302,True,,建设路,secondary,False,10.196,"LINESTRING (114.111094 22.5433607, 114.1110774 22.5434511)",
3583676835,8257482408,0,531378273,True,,,residential,False,143.366,"LINESTRING (114.111094 22.5433607, 114.1119089 22.5435098, 114.1123894 22.5435911, 114.1124649 22.5436039)",
3583676840,348437757,0,996647546,True,,深南东路,primary,False,212.304,"LINESTRING (114.1168068 22.5464835, 114.1167958 22.5464818, 114.1147702 22.5461557)",
3583676844,2881809593,0,972309912,True,,东门南路,primary,False,145.43599999999998,"LINESTRING (114.1171207 22.5461725, 114.1172956 22.5452513, 114.1173722 22.5448854)",
3724774682,3724774692,0,31354935,False,,红桂一街,residential,True,43.369,"LINESTRING (114.1004337 22.5491408, 114.1004291 22.5495308)",
3724774682,7236155477,0,368626276,False,,,residential,True,7.47,"LINESTRING (114.1004337 22.5491408, 114.1003615 22.5491326)",
3724774682,3724774691,0,31354935,False,,红桂一街,residential,False,22.740000000000002,"LINESTRING (114.1004337 22.5491408, 114.1004339 22.5491323, 114.100441 22.5489364)",
3724774691,7236155470,0,31354935,False,,红桂一街,residential,False,120.86800000000001,"LINESTRING (114.100441 22.5489364, 114.1004409 22.548854, 114.1004672 22.5478497)",
3724774691,3724774682,0,31354935,False,,红桂一街,residential,True,22.740000000000002,"LINESTRING (114.100441 22.5489364, 114.1004339 22.5491323, 114.1004337 22.5491408)",
3724774691,3724774694,0,368626274,False,,,residential,False,41.924,"LINESTRING (114.100441 22.5489364, 114.100123 22.5489064, 114.1000353 22.5488949)",
3724774692,3724774682,0,31354935,False,,红桂一街,residential,False,43.369,"LINESTRING (114.1004291 22.5495308, 114.1004337 22.5491408)",
3724774692,7236155721,0,368626275,False,,,residential,False,42.765,"LINESTRING (114.1004291 22.5495308, 114.1000127 22.5495258)",
3724774692,3078109154,0,31354935,False,,红桂一街,residential,True,4.427,"LINESTRING (114.1004291 22.5495308, 114.1004288 22.5495506, 114.1004282 22.5495706)",
3724774694,3724774691,0,368626274,False,,,residential,True,41.924,"LINESTRING (114.1000353 22.5488949, 114.100123 22.5489064, 114.100441 22.5489364)",
3724774694,7236155477,0,368626276,False,,,residential,False,59.95099999999999,"LINESTRING (114.1000353 22.5488949, 114.0999966 22.5490913, 114.1003615 22.5491326)",
3835887161,1394350633,0,125571540,False,,友谊路,tertiary,False,111.786,"LINESTRING (114.1173332 22.5414086, 114.1162702 22.5411924)",
3835887161,1339061656,0,125571540,False,,友谊路,tertiary,True,55.539,"LINESTRING (114.1173332 22.5414086, 114.1174477 22.5414405, 114.1175783 22.5414886, 114.1177106 22.5415489, 114.1178249 22.5416118)",
3835887161,3835887163,0,380245626,True,,,residential,False,197.067,"LINESTRING (114.1173332 22.5414086, 114.117781 22.5403957, 114.1184549 22.540665)",
3835887163,5110321916,0,119100850,False,,江背路,residential,False,46.916,"LINESTRING (114.1184549 22.540665, 114.1186797 22.5402977)",
3835887163,1339061656,0,119100850,False,,江背路,residential,True,123.572,"LINESTRING (114.1184549 22.540665, 114.1178249 22.5416118)",
3842513773,8205496033,0,380960468,False,,,residential,True,52.951,"LINESTRING (114.1097022 22.5412266, 114.1096728 22.5415092, 114.1096564 22.5417009)",
5110321896,349120843,0,996531090,True,,东门南路,primary,False,264.111,"LINESTRING (114.1198927 22.5419481, 114.1197965 22.5420036, 114.1194101 22.5422717, 114.1190556 22.5425594, 114.1187352 22.5428508, 114.1184733 22.5431097, 114.1182753 22.5433298, 114.1181949 22.5434497, 114.1180857 22.5436124)",
5110321915,5110321916,0,119100850,False,,江背路,residential,True,19.503,"LINESTRING (114.1187846 22.5401517, 114.1187049 22.5402565, 114.1186797 22.5402977)",
5110321916,3835887163,0,119100850,False,,江背路,residential,True,46.916,"LINESTRING (114.1186797 22.5402977, 114.1184549 22.540665)",
5110321916,5110321915,0,119100850,False,,江背路,residential,False,19.503,"LINESTRING (114.1186797 22.5402977, 114.1187049 22.5402565, 114.1187846 22.5401517)",
5162777247,2474735642,0,31346628,False,,南湖路,tertiary,False,185.287,"LINESTRING (114.1154854 22.5445255, 114.1158641 22.5428963)",
5162777247,5297349091,0,31346628,False,,南湖路,tertiary,True,48.205,"LINESTRING (114.1154854 22.5445255, 114.1153752 22.5449469)",
5162777247,5162777248,0,531933762,False,,,unclassified,False,81.815,"LINESTRING (114.1154854 22.5445255, 114.1152396 22.5444707, 114.114711 22.5443528)",
5162777247,2881809593,0,531933762,False,,,unclassified,True,197.921,"LINESTRING (114.1154854 22.5445255, 114.1172386 22.5448715, 114.1173722 22.5448854)",
5162777248,8257482406,0,531933763,False,,,unclassified,False,179.934,"LINESTRING (114.114711 22.5443528, 114.1150608 22.5427672)",
5162777248,8202181823,0,531933762,False,,,unclassified,False,105.408,"LINESTRING (114.114711 22.5443528, 114.1142784 22.5442895, 114.1142122 22.544286, 114.1141453 22.5442831, 114.1139911 22.5442843, 114.1136906 22.5442986)",
5162777248,5162777247,0,531933762,False,,,unclassified,True,81.815,"LINESTRING (114.114711 22.5443528, 114.1152396 22.5444707, 114.1154854 22.5445255)",
5162777248,7205748855,0,531933763,False,,,unclassified,True,50.146,"LINESTRING (114.114711 22.5443528, 114.1147141 22.544445, 114.1146833 22.5448026)",
5297349091,5162777247,0,31346628,False,,南湖路,tertiary,False,48.205,"LINESTRING (114.1153752 22.5449469, 114.1154854 22.5445255)",
5297349091,7205748855,0,771860788,False,,,unclassified,False,72.846,"LINESTRING (114.1153752 22.5449469, 114.1146833 22.5448026)",
5297349091,2456776556,0,31346628,False,,南湖路,tertiary,True,128.55599999999998,"LINESTRING (114.1153752 22.5449469, 114.1152866 22.5452917, 114.1151214 22.5460788)",
6080269183,349120843,0,239698145,False,,嘉宾路,residential,True,155.276,"LINESTRING (114.1194515 22.5442114, 114.1182817 22.5436983, 114.1180857 22.5436124)",
6080269183,6080270288,0,647444381,False,,,residential,False,289.638,"LINESTRING (114.1194515 22.5442114, 114.1188913 22.5452197, 114.1182775 22.5451709, 114.1181026 22.5453549, 114.1176229 22.5452648, 114.1174047 22.5452244)",
6080270288,9421863566,0,218581555,True,,东门南路,primary,False,39.8,"LINESTRING (114.1174047 22.5452244, 114.1173489 22.5455786)",
6080270288,6080269183,0,647444381,False,,,residential,True,289.63800000000003,"LINESTRING (114.1174047 22.5452244, 114.1176229 22.5452648, 114.1181026 22.5453549, 114.1182775 22.5451709, 114.1188913 22.5452197, 114.1194515 22.5442114)",
6155305988,2278166635,0,352604525,True,,深南东路,primary,False,142.838,"LINESTRING (114.1185396 22.5467578, 114.1177172 22.5466282, 114.1172959 22.5465591, 114.1171688 22.5465404)",
6155305988,8396612611,0,352604528,True,,,primary_link,False,151.16500000000002,"LINESTRING (114.1185396 22.5467578, 114.1183719 22.5468544, 114.1173056 22.5466777, 114.1172534 22.5466831, 114.1172041 22.5466941, 114.1171625 22.5467126, 114.1171262 22.5467313)",
6302438897,8244777704,0,97240501,True,2,万象街,tertiary,False,23.68,"LINESTRING (114.1051164 22.541224, 114.1051105 22.5412672, 114.1051046 22.5413104, 114.1050886 22.5414354)",
6302438897,8244777751,0,478022254,True,2,嘉宾路,secondary,False,8.247,"LINESTRING (114.1051164 22.541224, 114.1050933 22.5412167, 114.1050657 22.5412053, 114.1050437 22.5411931)",
6302460390,2456776574,0,218581555,True,,东门南路,primary,False,24.254,"LINESTRING (114.1172414 22.546193, 114.1171974 22.5464073)",
6302460390,8234513338,0,352604530,True,,,primary_link,False,44.413000000000004,"LINESTRING (114.1172414 22.546193, 114.1172695 22.5462491, 114.117301 22.546292, 114.1173353 22.5463359, 114.1173763 22.5463795, 114.1174364 22.5464235, 114.1174847 22.5464456, 114.1175391 22.5464633)",
6302460415,2776964644,0,"[272771513, 996755165]",True,,深南东路,primary,False,185.04500000000002,"LINESTRING (114.1067225 22.5447378, 114.1070072 22.5447883, 114.1080258 22.5449412, 114.1084986 22.5450176)",yes
6935521575,348413330,0,996309283,True,,人民南路,secondary,False,14.921,"LINESTRING (114.1137515 22.5458629, 114.1136781 22.5459787)",
6935521575,2456776556,0,996309282,True,,深南东路,primary,False,142.718,"LINESTRING (114.1137515 22.5458629, 114.1138142 22.5458728, 114.1151214 22.5460788)",
7068586992,8244777650,0,239698144,False,,金塘街,tertiary,True,54.603,"LINESTRING (114.1018551 22.5431587, 114.1018634 22.5426677)",
7068586992,2456776584,0,882181291,True,,金塘街,tertiary,False,64.24,"LINESTRING (114.1018551 22.5431587, 114.1018492 22.5434922, 114.1018521 22.5435403, 114.1018608 22.5435871, 114.1018788 22.5436351, 114.1019093 22.5436803, 114.1019412 22.5437136)",
7145693559,8254932657,0,1059457685,True,,解放路,secondary,False,18.329,"LINESTRING (114.110351 22.5476912, 114.1102713 22.5476758, 114.1102152 22.5476637, 114.110177 22.5476546)",
7205748855,5297349091,0,771860788,False,,,unclassified,True,72.846,"LINESTRING (114.1146833 22.5448026, 114.1153752 22.5449469)",
7205748855,5162777248,0,531933763,False,,,unclassified,False,50.146,"LINESTRING (114.1146833 22.5448026, 114.1147141 22.544445, 114.114711 22.5443528)",
7205748855,8202181830,0,531933763,False,,,unclassified,True,124.174,"LINESTRING (114.1146833 22.5448026, 114.114664 22.5450259, 114.1146572 22.5450449, 114.1146413 22.5450617, 114.114622 22.5450711, 114.1137241 22.5451109)",
7236140421,564001829,0,31354891,False,,红宝路,tertiary,False,13.238,"LINESTRING (114.1003479 22.5474795, 114.1004768 22.5474801)",
7236140443,7236140473,0,"[775651004, 239574109]",False,,,residential,False,75.164,"LINESTRING (114.1046479 22.5475842, 114.1045391 22.5478239, 114.1044188 22.548089, 114.1045502 22.5481316)",
7236140443,2473513205,0,239574109,False,,,residential,True,183.317,"LINESTRING (114.1046479 22.5475842, 114.1047612 22.5473344, 114.1049155 22.5469944, 114.1050283 22.5467457, 114.1052738 22.5462049, 114.1053378 22.5460637)",
7236140443,7236140444,0,775650994,False,,,residential,True,47.234,"LINESTRING (114.1046479 22.5475842, 114.1044156 22.5475004, 114.1042183 22.5474325)",
7236140444,7236140443,0,775650994,False,,,residential,False,47.234,"LINESTRING (114.1042183 22.5474325, 114.1044156 22.5475004, 114.1046479 22.5475842)",
7236140467,7236140468,0,775651003,False,,,residential,True,46.516999999999996,"LINESTRING (114.1054542 22.5470197, 114.1053807 22.547179, 114.1052765 22.5474045)",
7236140468,8562236978,0,775651002,False,,,residential,False,28.971,"LINESTRING (114.1052765 22.5474045, 114.1055412 22.5474946)",
7236140468,7236140467,0,775651003,False,,,residential,False,46.516999999999996,"LINESTRING (114.1052765 22.5474045, 114.1053807 22.547179, 114.1054542 22.5470197)",
7236140468,7236140472,0,775651003,False,,,residential,True,101.55399999999999,"LINESTRING (114.1052765 22.5474045, 114.1052245 22.5475172, 114.1050046 22.5479933, 114.1048886 22.5482446)",
7236140472,3073056774,0,775651003,False,,,residential,True,66.383,"LINESTRING (114.1048886 22.5482446, 114.1046403 22.5487958)",
7236140472,7236140473,0,775651004,False,,,residential,True,36.954,"LINESTRING (114.1048886 22.5482446, 114.1045502 22.5481316)",
7236140472,7236140468,0,775651003,False,,,residential,False,101.554,"LINESTRING (114.1048886 22.5482446, 114.1050046 22.5479933, 114.1052245 22.5475172, 114.1052765 22.5474045)",
7236140473,7236140472,0,775651004,False,,,residential,False,36.954,"LINESTRING (114.1045502 22.5481316, 114.1048886 22.5482446)",
