u,v,key,osmid,oneway,name,highway,reversed,length,geometry,bridge,ref,lanes,maxspeed
2528818925,2528818935,0,1080294598,False,建业街,residential,True,93.242,"LINESTRING (114.0125306 22.5385823, 114.0124543 22.5386583, 114.0119294 22.5392106)",,,,
2528818935,2528818937,0,245746028,False,建业五街,residential,False,107.264,"LINESTRING (114.0119294 22.5392106, 114.0119575 22.5392756, 114.0120777 22.539465, 114.0121164 22.5395839, 114.0121548 22.5396124, 114.0121968 22.5396249, 114.0126899 22.5397172)",,,,
2528818935,2528818925,0,1080294598,False,建业街,residential,False,93.242,"LINESTRING (114.0119294 22.5392106, 114.0124543 22.5386583, 114.0125306 22.5385823)",,,,
2528818935,6562282560,0,1080294599,False,建业街,residential,True,173.07500000000002,"LINESTRING (114.0119294 22.5392106, 114.0118338 22.539288, 114.0116987 22.5393587, 114.0110666 22.5394925, 114.0110144 22.5395142, 114.0108809 22.5395878, 114.0106764 22.5397527, 114.0105065 22.5399467)",,,,
2528818937,9906899081,0,245746028,False,建业五街,residential,False,60.266,"LINESTRING (114.0126899 22.5397172, 114.013264 22.5398294)",,,,
2528818937,6824083385,0,245746032,False,竹香七路,residential,False,4.757,"LINESTRING (114.0126899 22.5397172, 114.0126753 22.5397578)",,,,
2528818937,2528818935,0,245746028,False,建业五街,residential,True,107.264,"LINESTRING (114.0126899 22.5397172, 114.0121968 22.5396249, 114.0121548 22.5396124, 114.0121164 22.5395839, 114.0120777 22.539465, 114.0119575 22.5392756, 114.0119294 22.5392106)",,,,
2528898665,2528898784,0,51190895,False,竹子林三路,residential,False,42.578,"LINESTRING (114.0009837 22.5380689, 114.0010569 22.537692)",,,,
2528898665,2528898731,0,51190895,False,竹子林三路,residential,True,57.816,"LINESTRING (114.0009837 22.5380689, 114.0008844 22.5385807)",,,,
2528898665,2528898725,0,1083453790,False,,living_street,True,47.351,"LINESTRING (114.0009837 22.5380689, 114.0005259 22.5380184)",,,,
2528898686,2528898731,0,51190895,False,竹子林三路,residential,False,126.818,"LINESTRING (114.0006665 22.5397033, 114.0008844 22.5385807)",,,,
2528898686,2528898862,0,1083453795,False,,living_street,False,44.286,"LINESTRING (114.0006665 22.5397033, 114.0002421 22.5396328)",,,,
2528898693,3841290246,0,493389662,False,紫竹五道,residential,False,18.1,"LINESTRING (114.0065913 22.5386999, 114.0067647 22.538729)",,,,
2528898693,8894945806,0,"[51190897, 493389662]",False,"['竹子林六路', '紫竹五道']",residential,"[False, True]",132.91899999999998,"LINESTRING (114.0065913 22.5386999, 114.0061756 22.538631, 114.0059395 22.5385918, 114.006052 22.5380174)",,,,
2528898693,9929041539,0,1083453783,False,,living_street,True,121.255,"LINESTRING (114.0065913 22.5386999, 114.0065162 22.5390124, 114.0063041 22.5389797, 114.0062431 22.5392541, 114.0062239 22.5395452)",,,,
2528898695,2528898734,0,493389666,False,紫众路,residential,False,86.312,"LINESTRING (114.0070584 22.5399101, 114.0062335 22.5397616)",,,,
2528898695,2528898773,0,493389666,False,紫众路,residential,True,63.263,"LINESTRING (114.0070584 22.5399101, 114.0074918 22.5399728, 114.0076677 22.5399934)",,,,
2528898715,2528898848,0,51190896,False,竹子林四路,tertiary,False,101.368,"LINESTRING (114.0023248 22.5397818, 114.0025152 22.5388873)",,,,
2528898715,2528898716,0,245755666,False,紫竹四道,residential,False,80.019,"LINESTRING (114.0023248 22.5397818, 114.0030895 22.5399197)",,,,
2528898716,2528898715,0,245755666,False,紫竹四道,residential,True,80.019,"LINESTRING (114.0030895 22.5399197, 114.0023248 22.5397818)",,,,
2528898721,2528898847,0,51190891,False,竹子林七路,residential,False,107.977,"LINESTRING (114.007648 22.5398359, 114.00808 22.5389506)",,,,
2528898721,2528898773,0,51190891,False,竹子林七路,residential,True,20.083,"LINESTRING (114.007648 22.5398359, 114.0076155 22.5399025, 114.0076238 22.5399502, 114.0076677 22.5399934)",,,,
2528898721,9929041539,0,1083453781,False,紫众道,residential,True,150.048,"LINESTRING (114.007648 22.5398359, 114.0074582 22.5397749, 114.0073186 22.5397342, 114.0062239 22.5395452)",,,,
2528898725,2528898862,0,245755663,True,,living_street,False,181.864,"LINESTRING (114.0005259 22.5380184, 114.0002421 22.5396328)",,,,
2528898725,2528898665,0,1083453790,False,,living_street,False,47.351,"LINESTRING (114.0005259 22.5380184, 114.0009837 22.5380689)",,,,
2528898731,2528898665,0,51190895,False,竹子林三路,residential,False,57.816,"LINESTRING (114.0008844 22.5385807, 114.0009837 22.5380689)",,,,
2528898731,2528898686,0,51190895,False,竹子林三路,residential,True,126.818,"LINESTRING (114.0008844 22.5385807, 114.0006665 22.5397033)",,,,
2528898731,2528898848,0,245755674,False,竹林中路,residential,False,170.921,"LINESTRING (114.0008844 22.5385807, 114.001367 22.5386714, 114.0025152 22.5388873)",,,,
2528898734,2528898695,0,493389666,False,紫众路,residential,True,86.312,"LINESTRING (114.0062335 22.5397616, 114.0070584 22.5399101)",,,,
2528898734,9929041539,0,1083453784,False,竹子林八路,residential,False,24.083,"LINESTRING (114.0062335 22.5397616, 114.0062239 22.5395452)",,,,
2528898764,2528898808,0,1083453791,True,竹子林二路,residential,False,41.706,"LINESTRING (114.0001014 22.537531, 114.0000309 22.5378334, 114.0000049 22.5378946)",,,,
2528898773,2528898721,0,51190891,False,竹子林七路,residential,False,20.083,"LINESTRING (114.0076677 22.5399934, 114.0076238 22.5399502, 114.0076155 22.5399025, 114.007648 22.5398359)",,,,
2528898773,2528898695,0,493389666,False,紫众路,residential,False,63.263,"LINESTRING (114.0076677 22.5399934, 114.0074918 22.5399728, 114.0070584 22.5399101)",,,,
2528898784,653124782,0,51190895,False,竹子林三路,residential,False,56.065,"LINESTRING (114.0010569 22.537692, 114.0011532 22.5371957)",,,,
2528898784,2528898665,0,51190895,False,竹子林三路,residential,True,42.578,"LINESTRING (114.0010569 22.537692, 114.0009837 22.5380689)",,,,
2528898784,2528898764,0,245755670,True,,living_street,False,99.752,"LINESTRING (114.0010569 22.537692, 114.0001014 22.537531)",,,,
2528898788,3841290239,0,380820581,False,,living_street,True,97.966,"LINESTRING (114.0083074 22.53763, 114.0084614 22.5377253, 114.0088965 22.5383104)",,,,
2528898788,3841290580,0,1083453786,True,竹子林七路,residential,False,65.614,"LINESTRING (114.0083074 22.53763, 114.0083134 22.5376865, 114.0083024 22.5377573, 114.008217 22.5382123)",,,,
2528898788,5726058055,0,1083453787,True,,residential,False,43.814,"LINESTRING (114.0083074 22.53763, 114.0084614 22.5376652, 114.0087137 22.5377486)",,,,
2528898808,2528898725,0,1083453793,True,,living_street,False,55.924,"LINESTRING (114.0000049 22.5378946, 114.0000604 22.5379329, 114.0001245 22.5379527, 114.0005259 22.5380184)",,,,
2528898823,2528898764,0,245755661,True,竹子林二路,residential,False,55.003,"LINESTRING (114.0001915 22.5370434, 114.0001014 22.537531)",,,,
2528898823,653124782,0,996247121,False,紫竹六道,residential,True,100.211,"LINESTRING (114.0001915 22.5370434, 114.0011532 22.5371957)",,,,
2528898828,4140523569,0,412692846,False,,living_street,False,86.625,"LINESTRING (114.0073334 22.5374406, 114.0071786 22.5382064)",,,,
2528898828,6684764218,0,493389667,True,紫竹七道,residential,False,11.96,"LINESTRING (114.0073334 22.5374406, 114.0074479 22.5374602)",,,,
2528898847,653124784,0,51190891,False,竹子林七路,residential,False,64.885,"LINESTRING (114.00808 22.5389506, 114.0081857 22.5383753)",,,,
2528898847,2528898721,0,51190891,False,竹子林七路,residential,True,107.977,"LINESTRING (114.00808 22.5389506, 114.007648 22.5398359)",,,,
2528898847,3841290239,0,"[380820589, 493389662]",False,紫竹五道,"['living_street', 'residential']",False,228.00000000000003,"LINESTRING (114.00808 22.5389506, 114.0091933 22.5391482, 114.0092833 22.5388768, 114.0092863 22.5387468, 114.0092649 22.5386676, 114.0092232 22.5385973, 114.0090107 22.5383516, 114.0088965 22.5383104)",,,,
2528898847,3841290246,0,493389662,False,紫竹五道,residential,True,137.313,"LINESTRING (114.00808 22.5389506, 114.0077408 22.5388932, 114.0067647 22.538729)",,,,
2528898848,2528898715,0,51190896,False,竹子林四路,tertiary,True,101.368,"LINESTRING (114.0025152 22.5388873, 114.0023248 22.5397818)",,,,
2528898848,2528898731,0,245755674,False,竹林中路,residential,True,170.921,"LINESTRING (114.0025152 22.5388873, 114.001367 22.5386714, 114.0008844 22.5385807)",,,,
2528898848,8894945801,0,996247124,True,竹子林四路,tertiary,False,160.34199999999998,"LINESTRING (114.0025152 22.5388873, 114.0025185 22.5387103, 114.0027578 22.5375424, 114.0027732 22.5374674)",,,,
2528898862,2528898686,0,1083453795,False,,living_street,True,44.286,"LINESTRING (114.0002421 22.5396328, 114.0006665 22.5397033)",,,,
2528903582,9906899092,0,1080043808,True,深南大道辅路,secondary,False,6.927,"LINESTRING (114.0139171 22.5381172, 114.0138506 22.5381068)",,,2,
2528903582,5433694689,0,1080863515,True,农林路,secondary,False,42.194,"LINESTRING (114.0139171 22.5381172, 114.0138735 22.5382463, 114.0138576 22.5382932, 114.0137946 22.5384794)",,,,
2529179561,2529179620,0,636701238,False,,unclassified,True,17.524,"LINESTRING (114.015971 22.5344315, 114.016141 22.534418)",,,,
2529179561,2529179621,0,"[245794168, 478032591]",False,,unclassified,False,228.428,"LINESTRING (114.015971 22.5344315, 114.0158477 22.5351008, 114.0158906 22.53519, 114.0172525 22.5354144)",,,,
2529179561,498493318,0,636701239,True,,unclassified,False,172.346,"LINESTRING (114.015971 22.5344315, 114.0152884 22.5345196, 114.0151686 22.5345329, 114.0150558 22.5345417, 114.0146235 22.5345739, 114.0145764 22.5345816, 114.0145258 22.5345943, 114.0144684 22.5346187, 114.0144174 22.5346447, 114.0143366 22.5346984)",,,,
2529179573,2529179601,0,478199395,False,,unclassified,True,158.169,"LINESTRING (114.0156037 22.5358465, 114.0171187 22.536102)",,,,
2529179583,7973259260,0,135906438,False,,unclassified,False,43.822,"LINESTRING (114.0185583 22.5363448, 114.0186355 22.5359572)",,,,
2529179583,2529179601,0,478199395,False,,unclassified,False,150.297,"LINESTRING (114.0185583 22.5363448, 114.0171187 22.536102)",,,,
2529179583,2529179614,0,135906438,False,,unclassified,True,234.053,"LINESTRING (114.0185583 22.5363448, 114.0184098 22.5370916, 114.0169769 22.5368486)",,,,
2529179594,1491785704,0,135906438,False,,unclassified,False,87.393,"LINESTRING (114.0186961 22.5356523, 114.0188499 22.5348793)",,,,
2529179594,2529179621,0,478032591,False,,unclassified,True,150.606,"LINESTRING (114.0186961 22.5356523, 114.0172525 22.5354144)",,,,
2529179594,7973259325,0,135906438,False,,unclassified,True,27.857,"LINESTRING (114.0186961 22.5356523, 114.0186914 22.535676, 114.0186471 22.5358987)",,,,
2529179601,2529179621,0,245794174,False,,unclassified,False,77.683,"LINESTRING (114.0171187 22.536102, 114.0172525 22.5354144)",,,,
2529179601,2529179614,0,245794174,False,,unclassified,True,84.286,"LINESTRING (114.0171187 22.536102, 114.0169769 22.5368486)",,,,
2529179601,2529179573,0,478199395,False,,unclassified,False,158.169,"LINESTRING (114.0171187 22.536102, 114.0156037 22.5358465)",,,,
2529179601,2529179583,0,478199395,False,,unclassified,True,150.297,"LINESTRING (114.0171187 22.536102, 114.0185583 22.5363448)",,,,
2529179606,2529179621,0,245794174,False,,unclassified,True,89.078,"LINESTRING (114.0174087 22.5346264, 114.0172525 22.5354144)",,,,
2529179606,2529179620,0,636701238,False,,unclassified,False,132.245,"LINESTRING (114.0174087 22.5346264, 114.016141 22.534418)",,,,
2529179606,1491785704,0,636701238,False,,unclassified,True,150.666,"LINESTRING (114.0174087 22.5346264, 114.0188499 22.5348793)",,,,
2529179614,2529179630,0,135906438,False,,unclassified,True,238.625,"LINESTRING (114.0169769 22.5368486, 114.0146917 22.5364609)",,,,
2529179614,2529179601,0,245794174,False,,unclassified,False,84.286,"LINESTRING (114.0169769 22.5368486, 114.0171187 22.536102)",,,,
2529179614,2529179583,0,135906438,False,,unclassified,False,234.053,"LINESTRING (114.0169769 22.5368486, 114.0184098 22.5370916, 114.0185583 22.5363448)",,,,
2529179620,2529179561,0,636701238,False,,unclassified,False,17.524,"LINESTRING (114.016141 22.534418, 114.015971 22.5344315)",,,,
2529179620,2529179606,0,636701238,False,,unclassified,True,132.245,"LINESTRING (114.016141 22.534418, 114.0174087 22.5346264)",,,,
2529179621,2529179606,0,245794174,False,,unclassified,False,89.078,"LINESTRING (114.0172525 22.5354144, 114.0174087 22.5346264)",,,,
2529179621,2529179601,0,245794174,False,,unclassified,True,77.683,"LINESTRING (114.0172525 22.5354144, 114.0171187 22.536102)",,,,
2529179621,2529179594,0,478032591,False,,unclassified,False,150.606,"LINESTRING (114.0172525 22.5354144, 114.0186961 22.5356523)",,,,
2529179621,2529179561,0,"[245794168, 478032591]",False,,unclassified,True,228.428,"LINESTRING (114.0172525 22.5354144, 114.0158906 22.53519, 114.0158477 22.5351008, 114.015971 22.5344315)",,,,
2529179630,2529179614,0,135906438,False,,unclassified,False,238.625,"LINESTRING (114.0146917 22.5364609, 114.0169769 22.5368486)",,,,
3556988999,3556989032,0,349913413,False,,residential,False,30.622,"LINESTRING (114.018154 22.5301091, 114.0184406 22.530185)",,,2,
3556989032,3556989140,0,349913413,False,,residential,False,107.844,"LINESTRING (114.0184406 22.530185, 114.01945 22.5304521)",,,2,
3556989032,3556988999,0,349913413,False,,residential,True,30.622,"LINESTRING (114.0184406 22.530185, 114.018154 22.5301091)",,,2,
3556989032,3556989177,0,349913415,False,,residential,True,43.999,"LINESTRING (114.0184406 22.530185, 114.0183417 22.53057)",,,2,
3556989083,3556989140,0,223456779,False,东涌路,residential,True,17.144,"LINESTRING (114.0193898 22.5303083, 114.01945 22.5304521)",,,2,
3556989140,3556989083,0,223456779,False,东涌路,residential,False,17.144,"LINESTRING (114.01945 22.5304521, 114.0193898 22.5303083)",,,2,
3556989140,1491785475,0,223456779,False,东涌路,residential,True,6.148,"LINESTRING (114.01945 22.5304521, 114.0194715 22.5305037)",,,2,
3556989140,3556989032,0,349913413,False,,residential,True,107.844,"LINESTRING (114.01945 22.5304521, 114.0184406 22.530185)",,,2,
3556989177,3556989196,0,349913414,False,,residential,False,59.898,"LINESTRING (114.0183417 22.53057, 114.0189026 22.5307175)",,,2,
3556989177,3556989032,0,349913415,False,,residential,False,43.999,"LINESTRING (114.0183417 22.53057, 114.0184406 22.530185)",,,2,
3556989177,3556989215,0,349913415,False,,residential,True,95.822,"LINESTRING (114.0183417 22.53057, 114.0182635 22.5308744, 114.018735 22.5309941, 114.0188318 22.5309559)",,,2,
3556989196,3556989204,0,349913414,False,,residential,False,61.541,"LINESTRING (114.0189026 22.5307175, 114.0194789 22.530869)",,,2,
3556989196,3556989177,0,349913414,False,,residential,True,59.898,"LINESTRING (114.0189026 22.5307175, 114.0183417 22.53057)",,,2,
3556989196,3556989215,0,349913415,False,,residential,False,27.552,"LINESTRING (114.0189026 22.5307175, 114.0188487 22.5309218, 114.0188318 22.5309559)",,,2,
3556989204,3556989196,0,349913414,False,,residential,True,61.541,"LINESTRING (114.0194789 22.530869, 114.0189026 22.5307175)",,,2,
3556989215,3556989227,0,349913412,False,,residential,True,70.747,"LINESTRING (114.0188318 22.5309559, 114.0194933 22.5311333)",,,2,
3556989215,3556989177,0,349913415,False,,residential,False,95.822,"LINESTRING (114.0188318 22.5309559, 114.018735 22.5309941, 114.0182635 22.5308744, 114.0183417 22.53057)",,,2,
3556989215,3556989196,0,349913415,False,,residential,True,27.552,"LINESTRING (114.0188318 22.5309559, 114.0188487 22.5309218, 114.0189026 22.5307175)",,,2,
3556989227,3556989215,0,349913412,False,,residential,False,70.747,"LINESTRING (114.0194933 22.5311333, 114.0188318 22.5309559)",,,2,
3841290239,3841290580,0,380820589,False,,living_street,False,70.634,"LINESTRING (114.0088965 22.5383104, 114.008217 22.5382123)",,,,
3841290239,2528898788,0,380820581,False,,living_street,False,97.966,"LINESTRING (114.0088965 22.5383104, 114.0084614 22.5377253, 114.0083074 22.53763)",,,,
3841290239,2528898847,0,"[380820589, 493389662]",False,紫竹五道,"['living_street', 'residential']",True,228.0,"LINESTRING (114.0088965 22.5383104, 114.0090107 22.5383516, 114.0092232 22.5385973, 114.0092649 22.5386676, 114.0092863 22.5387468, 114.0092833 22.5388768, 114.0091933 22.5391482, 114.00808 22.5389506)",,,,
3841290246,3841290252,0,380820586,False,,living_street,False,64.801,"LINESTRING (114.0067647 22.538729, 114.0068945 22.5381587)",,,,
3841290246,2528898693,0,493389662,False,紫竹五道,residential,True,18.1,"LINESTRING (114.0067647 22.538729, 114.0065913 22.5386999)",,,,
3841290246,2528898847,0,493389662,False,紫竹五道,residential,False,137.313,"LINESTRING (114.0067647 22.538729, 114.0077408 22.5388932, 114.00808 22.5389506)",,,,
3841290252,8894945806,0,245755660,False,紫竹六道,residential,False,87.942,"LINESTRING (114.0068945 22.5381587, 114.006052 22.5380174)",,,,
3841290252,4140523569,0,245755660,False,紫竹六道,residential,True,29.656,"LINESTRING (114.0068945 22.5381587, 114.0071786 22.5382064)",,,,
3841290252,3841290246,0,380820586,False,,living_street,True,64.801,"LINESTRING (114.0068945 22.5381587, 114.0067647 22.538729)",,,,
3841290580,3841290239,0,380820589,False,,living_street,True,70.634,"LINESTRING (114.008217 22.5382123, 114.0088965 22.5383104)",,,,
3841290580,653124784,0,1083453786,True,竹子林七路,residential,False,18.408,"LINESTRING (114.008217 22.5382123, 114.0081857 22.5383753)",,,,
4140523569,3841290252,0,245755660,False,紫竹六道,residential,False,29.656,"LINESTRING (114.0071786 22.5382064, 114.0068945 22.5381587)",,,,
4140523569,6684764216,0,245755660,False,紫竹六道,residential,True,13.392,"LINESTRING (114.0071786 22.5382064, 114.0073069 22.5382279)",,,,
4140523569,2528898828,0,412692846,False,,living_street,True,86.625,"LINESTRING (114.0071786 22.5382064, 114.0073334 22.5374406)",,,,
4853113674,8894945805,0,245755667,False,竹子林五路,residential,False,86.959,"LINESTRING (114.0044501 22.5369539, 114.0042932 22.5377224)",,,,
4853113674,653124803,0,493389667,True,紫竹七道,residential,False,183.055,"LINESTRING (114.0044501 22.5369539, 114.006203 22.537252)",,,,
4853113712,2458960447,0,245756012,True,,secondary,False,74.253,"LINESTRING (114.001019 22.5359123, 114.0003069 22.5357969)",,,,
4853113926,653124788,0,493389670,True,紫竹七道,residential,False,169.926,"LINESTRING (114.0029306 22.5366986, 114.0013023 22.5364276)",,,,
4853113926,8894945792,0,603067550,True,竹子林四路,tertiary,False,60.528000000000006,"LINESTRING (114.0029306 22.5366986, 114.002997 22.5363744, 114.0030064 22.5363278, 114.0030393 22.5361636)",,,,
4853113931,8894987726,0,649374609,True,,primary_link,False,105.65200000000002,"LINESTRING (114.0022777 22.5357182, 114.0025272 22.5357326, 114.0026144 22.5357303, 114.0026862 22.5357226, 114.0027538 22.5357099, 114.0028126 22.5356963, 114.0028702 22.5356787, 114.0029188 22.5356592, 114.0029606 22.5356387, 114.0029988 22.535615, 114.0030348 22.535587, 114.0030652 22.535557, 114.0030915 22.535526, 114.0031151 22.5354912, 114.0031349 22.5354546, 114.0031572 22.5354035)",,,,
4853113931,1116554193,0,996657789,True,深南大道,primary,False,82.47399999999999,"LINESTRING (114.0022777 22.5357182, 114.0029109 22.535824, 114.0029662 22.5358332, 114.0030679 22.5358502)",,,3,
4853113936,4853113942,0,493389677,True,,secondary_link,False,92.832,"LINESTRING (114.0034869 22.533718, 114.0034876 22.533548, 114.0034901 22.5335003, 114.0035104 22.5333527, 114.0035041 22.5333017, 114.0034861 22.5332634, 114.0034564 22.5332232, 114.0034188 22.5331961, 114.0031436 22.5330728)",,,,
4853113936,2402263626,0,649374608,True,红树林路,tertiary,False,61.644999999999996,"LINESTRING (114.0034869 22.533718, 114.0035702 22.5333142, 114.0035992 22.5331734)",,,,
4853113943,2402263623,0,231901254,True,白石路,secondary,False,47.93900000000001,"LINESTRING (114.0041601 22.5333774, 114.0038531 22.5332568, 114.003728 22.5332147)",,,,
4853113943,4853113948,0,493389678,True,,secondary_link,False,82.227,"LINESTRING (114.0041601 22.5333774, 114.0038857 22.5333377, 114.0038408 22.5333433, 114.0037924 22.5333674, 114.0037661 22.5333905, 114.0037317 22.533435, 114.003698 22.5335637, 114.003685 22.5335994, 114.0036226 22.5337182)",,,,
4853113948,5726058018,0,996657788,True,红树林路,tertiary,False,243.448,"LINESTRING (114.0036226 22.5337182, 114.0032426 22.5356308, 114.0032297 22.5356853, 114.003186 22.53587)",,,,
4853113949,1116553842,0,25543382,True,白石路,secondary,False,49.364,"LINESTRING (114.0031573 22.5329461, 114.0035035 22.5330064, 114.0036285 22.5330332)",,,,
4853113949,4853113952,0,493389679,True,,secondary_link,False,77.43199999999999,"LINESTRING (114.0031573 22.5329461, 114.0033801 22.5329307, 114.0034483 22.5329225, 114.0035045 22.5329004, 114.0035527 22.5328683, 114.0035957 22.5328237, 114.0036355 22.5327638, 114.0037116 22.5325925)",,,,
4853113952,6094445348,0,649374608,True,红树林路,tertiary,False,273.767,"LINESTRING (114.0037116 22.5325925, 114.0040918 22.5306495, 114.0040999 22.5305504, 114.0040865 22.5304513, 114.0040597 22.5303893, 114.0040033 22.5303398, 114.0039349 22.5303113, 114.0038514 22.5302887)",,,,
4853113956,5726058075,0,1051307491,True,白石路,secondary,False,251.163,"LINESTRING (114.0040304 22.5331765, 114.0044785 22.5333911, 114.0058476 22.5339974, 114.0059777 22.5340483, 114.006117 22.5340962, 114.0061474 22.5341043, 114.0062442 22.5341303)",,,,
5187527925,498877557,0,1051282774,True,滨河大道辅路,primary,False,200.216,"LINESTRING (114.0176864 22.5312685, 114.0178922 22.5313172, 114.0181263 22.5313735, 114.018515 22.5314561, 114.0188809 22.5315342, 114.0192212 22.5316021, 114.0195879 22.5316625)",,,,
5187527926,5187527925,0,535068819,True,,trunk_link,False,60.937,"LINESTRING (114.0170949 22.5313112, 114.0176864 22.5312685)",,,,
5187527929,498877513,0,1051282766,True,滨河大道,trunk,False,265.665,"LINESTRING (114.0198162 22.532116, 114.01947 22.5320521, 114.0191017 22.5319815, 114.0179415 22.5317121, 114.0172987 22.5315693)",,S550,,
5281990476,5726058075,0,996657785,True,金顺路,tertiary,False,15.36,"LINESTRING (114.0061885 22.5342585, 114.0062442 22.5341303)",,,,
5281990476,4853113943,0,996657787,True,白石路,secondary,False,230.36100000000002,"LINESTRING (114.0061885 22.5342585, 114.006093 22.5342255, 114.0060461 22.5342092, 114.005852 22.5341396, 114.0057194 22.5340851, 114.0051864 22.533853, 114.0041601 22.5333774)",,,,
5281990501,5517945249,0,996657784,True,白石路,secondary,False,461.12000000000006,"LINESTRING (114.0107086 22.5338873, 114.0100048 22.5339697, 114.0096674 22.5340091, 114.0081617 22.5341853, 114.0080107 22.534203, 114.007873 22.5342191, 114.0071645 22.534302, 114.0069866 22.534322, 114.0068317 22.53433, 114.0066658 22.5343265, 114.0065151 22.534318, 114.0063546 22.5342981, 114.0062539 22.5342738)",,,,
5433694685,2528903582,0,996188221,True,深南大道辅路,secondary,False,41.545,"LINESTRING (114.0143159 22.5381798, 114.0139171 22.5381172)",,,2,
5433694685,5433694689,0,563897230,True,,secondary_link,False,66.732,"LINESTRING (114.0143159 22.5381798, 114.0142159 22.5381862, 114.0141228 22.5382057, 114.0140457 22.5382354, 114.0139703 22.5382745, 114.0138746 22.5383679, 114.0137946 22.5384794)",,,,
5433694689,9906899080,0,996188224,True,农林路,secondary,False,118.87,"LINESTRING (114.0137946 22.5384794, 114.0137868 22.5385021, 114.0134752 22.5394239, 114.0134495 22.5394998)",,,,
5433694697,9906899077,0,1080863509,True,深南大道辅路,secondary,False,37.638,"LINESTRING (114.0135349 22.5380572, 114.0131736 22.5380005)",,,2,
5517945248,5517945250,0,1049968029,True,深南大道辅路,secondary,False,24.021,"LINESTRING (114.0056777 22.5361488, 114.0059079 22.536187)",,,2,
5517945248,5281990476,0,"[1054988466, 996657786, 574956523]",True,金顺路,tertiary,False,219.144,"LINESTRING (114.0056777 22.5361488, 114.0057772 22.5360664, 114.0059473 22.5353185, 114.0060998 22.5346483, 114.006139 22.534476, 114.0061613 22.5343779, 114.0061885 22.5342585)",,,,
5517945249,5281990476,0,996750294,True,白石路,secondary,False,6.929,"LINESTRING (114.0062539 22.5342738, 114.0061885 22.5342585)",,,,
5517945249,5517945250,0,"[996750296, 574956525, 996657782]",True,金顺路,tertiary,False,218.178,"LINESTRING (114.0062539 22.5342738, 114.0062326 22.5343911, 114.0061752 22.5346505, 114.0060208 22.5353353, 114.005853 22.5360783, 114.0059079 22.536187)",,,,
5517945250,498497464,0,1049968029,True,深南大道辅路,secondary,False,351.725,"LINESTRING (114.0059079 22.536187, 114.0082018 22.5365742, 114.008909 22.5366936, 114.0092768 22.5367555)",,,2,
5659860843,9199393584,0,985389861,True,深南大道,primary,False,129.452,"LINESTRING (114.0048268 22.5364765, 114.0035878 22.5362627)",,,3,
5659860844,653124803,0,51190897,False,竹子林六路,residential,True,44.862,"LINESTRING (114.0062796 22.5368548, 114.006203 22.537252)",,,,
5659860844,5659860843,0,996247116,True,深南大道辅路,secondary,False,155.839,"LINESTRING (114.0062796 22.5368548, 114.0052896 22.5366671, 114.0048268 22.5364765)",,,2,
5726058005,5726058006,0,603067549,True,竹子林四路,tertiary,False,21.653,"LINESTRING (114.0030373 22.5365176, 114.0029979 22.5367089)",,,,
5726058006,4853113674,0,493389667,True,紫竹七道,residential,False,151.614,"LINESTRING (114.0029979 22.5367089, 114.0044501 22.5369539)",,,,
5726058006,8894945802,0,603067549,True,竹子林四路,tertiary,False,87.10799999999999,"LINESTRING (114.0029979 22.5367089, 114.0028607 22.537375, 114.0028395 22.5374785)",,,,
5726058016,498497463,0,633620757,True,深南大道,primary,False,417.101,"LINESTRING (114.0043108 22.5360681, 114.0081739 22.5367077, 114.0083083 22.5367299)",,,3,
5726058016,5517945248,0,"[1054988464, 1051261209]",True,深南大道辅路,secondary,False,141.247,"LINESTRING (114.0043108 22.5360681, 114.0049686 22.5360526, 114.0050104 22.5360549, 114.0050922 22.5360595, 114.0056777 22.5361488)",,,2,
5726058018,8894945807,0,996247119,True,竹子林四路,tertiary,False,35.007,"LINESTRING (114.003186 22.53587, 114.0031134 22.5361776)",,,,
5726058018,5726058016,0,"[1051261208, 1051261207]",True,深南大道,primary,False,117.604,"LINESTRING (114.003186 22.53587, 114.0033617 22.5358997, 114.0034003 22.5359062, 114.0043108 22.5360681)",,,3,
5726058055,2528818925,0,40933459,False,,residential,False,413.78799999999995,"LINESTRING (114.0087137 22.5377486, 114.0087736 22.5378883, 114.0088133 22.5379446, 114.0088557 22.5379838, 114.0089087 22.5380065, 114.0125306 22.5385823)",,,,
5726058075,5517945249,0,996750295,True,金顺路,tertiary,False,15.988,"LINESTRING (114.0062442 22.5341303, 114.0062539 22.5342738)",,,,
5726058075,2460129078,0,1050532702,True,白石路,secondary,False,561.087,"LINESTRING (114.0062442 22.5341303, 114.0063899 22.5341649, 114.0065209 22.5341848, 114.0066682 22.5341985, 114.006816 22.5342022, 114.0069697 22.5341986, 114.007127 22.5341897, 114.0077778 22.5341107, 114.0078554 22.5341013, 114.0079929 22.5340846, 114.0107562 22.5337492, 114.0109839 22.5337294, 114.0111951 22.5337311, 114.0114043 22.5337564, 114.0116598 22.5338071)",,,,
5981068394,8393169811,0,40978183,True,深南大道,primary,False,223.804,"LINESTRING (114.013061 22.5375628, 114.013482 22.5376364, 114.0152029 22.5379333)",,,3,
5981068398,498497466,0,1051282761,True,深南大道辅路,secondary,False,19.337,"LINESTRING (114.0125742 22.5373272, 114.0127584 22.5373632)",,,2,
