u,v,key,osmid,oneway,name,highway,reversed,length,geometry,bridge,ref,lanes,maxspeed
5981068398,5981068394,0,633620758,True,,primary_link,False,56.522999999999996,"LINESTRING (114.0125742 22.5373272, 114.0126868 22.5373849, 114.0128061 22.5374518, 114.0129442 22.5375174, 114.013061 22.5375628)",,,,
5981068406,9906899093,0,892901021,True,深南大道,primary,False,7.769,"LINESTRING (114.0139138 22.538002, 114.0138393 22.5379899)",,,3,
5981068406,2528903582,0,633620759,True,深南大道,secondary,False,12.898,"LINESTRING (114.0139138 22.538002, 114.0139223 22.5380512, 114.0139171 22.5381172)",,,3,
5981068415,5981068394,0,40978183,True,深南大道,primary,False,52.293,"LINESTRING (114.0125607 22.5374754, 114.013061 22.5375628)",,,3,
5981068415,5981068406,0,633620759,True,深南大道,secondary,False,154.643,"LINESTRING (114.0125607 22.5374754, 114.0131848 22.5376973, 114.0133375 22.5377463, 114.0137355 22.5378349, 114.0137979 22.5378618, 114.013859 22.537903, 114.0138941 22.5379502, 114.0139138 22.538002)",,,3,
6003859397,6003859488,0,636701237,True,泰然八路,tertiary_link,False,94.116,"LINESTRING (114.0161634 22.5326956, 114.0161127 22.5326985, 114.0155417 22.5326091, 114.0155187 22.5326078, 114.0154969 22.53261, 114.0154801 22.532615, 114.0154619 22.5326234, 114.0154446 22.5326351, 114.015428 22.5326517, 114.0154146 22.5326671, 114.0154022 22.5326839, 114.0153941 22.5327014, 114.0153905 22.5327203, 114.0153849 22.5327873)",,,4,
6003859397,7973259300,0,854919709,False,泰然八路,tertiary,True,24.105999999999998,"LINESTRING (114.0161634 22.5326956, 114.0161881 22.5326953, 114.0162174 22.5326898, 114.0162386 22.5326807, 114.0162579 22.5326684, 114.0162748 22.5326516, 114.0162877 22.5326333, 114.016299 22.5326086, 114.0163083 22.532581, 114.0163152 22.5325593)",,,4,
6003859411,6003859488,0,40932542,True,福田立交,motorway_link,False,70.568,"LINESTRING (114.0152175 22.532173, 114.0152833 22.5324685, 114.0153099 22.5325799, 114.0153443 22.5326899, 114.0153849 22.5327873)",,,,
6003859411,6003859397,0,636701236,True,泰然八路,tertiary_link,False,124.43500000000002,"LINESTRING (114.0152175 22.532173, 114.0152698 22.5322622, 114.0154127 22.5325257, 114.0154223 22.5325377, 114.0154331 22.5325481, 114.0154484 22.5325581, 114.0154648 22.5325648, 114.0154799 22.5325694, 114.0154985 22.532574, 114.0161156 22.5326765, 114.0161634 22.5326956)",,,4,
6003859488,7973259244,0,40932542,True,福田立交,motorway_link,False,95.17099999999999,"LINESTRING (114.0153849 22.5327873, 114.0154347 22.5328932, 114.0155354 22.533108, 114.0155695 22.5331912, 114.0155849 22.5332528, 114.0155948 22.5333414, 114.0155897 22.5334279, 114.0155729 22.5335316, 114.0155514 22.5336025)",,,,
6094445348,498489684,0,996247126,True,滨海大道辅路,primary,False,49.719,"LINESTRING (114.0038514 22.5302887, 114.0033714 22.5303466)",,,3,
6562282560,2528818935,0,1080294599,False,建业街,residential,False,173.07500000000002,"LINESTRING (114.0105065 22.5399467, 114.0106764 22.5397527, 114.0108809 22.5395878, 114.0110144 22.5395142, 114.0110666 22.5394925, 114.0116987 22.5393587, 114.0118338 22.539288, 114.0119294 22.5392106)",,,,
6684764216,4140523569,0,245755660,False,紫竹六道,residential,False,13.392,"LINESTRING (114.0073069 22.5382279, 114.0071786 22.5382064)",,,,
6684764216,653124784,0,245755660,False,紫竹六道,residential,True,91.731,"LINESTRING (114.0073069 22.5382279, 114.0081857 22.5383753)",,,,
6684764216,6684764218,0,711054304,False,,living_street,True,229.42100000000002,"LINESTRING (114.0073069 22.5382279, 114.0073241 22.5381173, 114.008016 22.5382276, 114.0081146 22.5377279, 114.0077974 22.5376741, 114.0074304 22.5376119, 114.0074479 22.5374602)",,,,
6684764218,2528898788,0,493389667,True,紫竹七道,residential,False,90.421,"LINESTRING (114.0074479 22.5374602, 114.0080024 22.5375552, 114.0082355 22.5376026, 114.0083074 22.53763)",,,,
6684764218,6684764216,0,711054304,False,,living_street,False,229.42100000000002,"LINESTRING (114.0074479 22.5374602, 114.0074304 22.5376119, 114.0077974 22.5376741, 114.0081146 22.5377279, 114.008016 22.5382276, 114.0073241 22.5381173, 114.0073069 22.5382279)",,,,
6824083385,2528818937,0,245746032,False,竹香七路,residential,True,4.757,"LINESTRING (114.0126753 22.5397578, 114.0126899 22.5397172)",,,,
7793914592,7973259300,0,854919709,False,泰然八路,tertiary,False,7.555,"LINESTRING (114.0163359 22.5324941, 114.0163152 22.5325593)",,,4,
7793914592,7973259348,0,854919708,True,泰然八路,tertiary,False,165.959,"LINESTRING (114.0163359 22.5324941, 114.0164118 22.5325074, 114.0179254 22.5327626)",,,4,
7973259189,7973259338,0,636701233,False,泰然十一路,tertiary,False,7.748,"LINESTRING (114.0176484 22.53414, 114.0176622 22.5340715)",,,2,
7973259189,7973259195,0,135906440,True,泰然六路,tertiary,False,225.961,"LINESTRING (114.0176484 22.53414, 114.0174736 22.5341105, 114.015661 22.5338034, 114.0156156 22.5337978, 114.0155794 22.5337962, 114.0155449 22.5337989, 114.0155111 22.5338048, 114.0154847 22.5338147)",,,,
7973259195,498491761,0,40932542,True,福田立交,motorway_link,False,26.199,"LINESTRING (114.0154847 22.5338147, 114.0154104 22.5340401)",,,,
7973259244,7973259195,0,40932542,True,福田立交,motorway_link,False,24.570999999999998,"LINESTRING (114.0155514 22.5336025, 114.0155151 22.5337225, 114.0154847 22.5338147)",,,,
7973259244,7973259338,0,393889379,True,泰然六路,tertiary,False,229.571,"LINESTRING (114.0155514 22.5336025, 114.0155503 22.5336327, 114.0155538 22.5336526, 114.0155614 22.5336704, 114.0155754 22.5336893, 114.0155958 22.5337071, 114.0156209 22.5337216, 114.0156542 22.5337351, 114.0156886 22.5337454, 114.015726 22.5337534, 114.0176622 22.5340715)",,,,
7973259260,7973259325,0,135906438,False,,unclassified,False,6.613,"LINESTRING (114.0186355 22.5359572, 114.0186471 22.5358987)",,,,
7973259260,2529179583,0,135906438,False,,unclassified,True,43.822,"LINESTRING (114.0186355 22.5359572, 114.0185583 22.5363448)",,,,
7973259300,7793914592,0,854919709,False,泰然八路,tertiary,True,7.555,"LINESTRING (114.0163152 22.5325593, 114.0163359 22.5324941)",,,4,
7973259300,6003859397,0,854919709,False,泰然八路,tertiary,False,24.106,"LINESTRING (114.0163152 22.5325593, 114.0163083 22.532581, 114.016299 22.5326086, 114.0162877 22.5326333, 114.0162748 22.5326516, 114.0162579 22.5326684, 114.0162386 22.5326807, 114.0162174 22.5326898, 114.0161881 22.5326953, 114.0161634 22.5326956)",,,4,
7973259312,7973259334,0,856026045,True,泰然九路,tertiary,False,58.19,"LINESTRING (114.0195377 22.5349969, 114.0196365 22.5344816)",,,2,30
7973259312,1491785704,0,636701238,False,,unclassified,False,71.84100000000001,"LINESTRING (114.0195377 22.5349969, 114.0192158 22.5349419, 114.0188499 22.5348793)",,,,
7973259325,7973259260,0,135906438,False,,unclassified,True,6.613,"LINESTRING (114.0186471 22.5358987, 114.0186355 22.5359572)",,,,
7973259325,2529179594,0,135906438,False,,unclassified,False,27.857,"LINESTRING (114.0186471 22.5358987, 114.0186914 22.535676, 114.0186961 22.5356523)",,,,
7973259325,7973259331,0,393889273,True,,unclassified,False,72.581,"LINESTRING (114.0186471 22.5358987, 114.0190602 22.5359674, 114.0192421 22.5359977, 114.0193426 22.5360145)",,,,
7973259329,7973259331,0,856026045,True,泰然九路,tertiary,False,6.449,"LINESTRING (114.0193316 22.5360716, 114.0193426 22.5360145)",,,2,30
7973259329,7973259260,0,856026023,True,,unclassified,False,72.615,"LINESTRING (114.0193316 22.5360716, 114.0190497 22.5360248, 114.0186355 22.5359572)",,,,
7973259330,1491785794,0,546581816,True,泰然九路,tertiary,False,151.768,"LINESTRING (114.0194219 22.5360855, 114.0191632 22.5374293)",,,2,
7973259330,7973259329,0,854919704,True,泰然四路,tertiary,False,9.402,"LINESTRING (114.0194219 22.5360855, 114.0193316 22.5360716)",,,,
7973259331,7973259332,0,856026022,True,泰然四路,tertiary,False,9.596,"LINESTRING (114.0193426 22.5360145, 114.019436 22.5360122)",,,,
7973259331,7973259312,0,856026045,True,泰然九路,tertiary,False,114.913,"LINESTRING (114.0193426 22.5360145, 114.0195377 22.5349969)",,,2,30
7973259332,7973259330,0,546581816,True,泰然九路,tertiary,False,8.278,"LINESTRING (114.019436 22.5360122, 114.0194219 22.5360855)",,,2,
7973259334,7973259336,0,856026045,True,泰然九路,tertiary,False,9.79,"LINESTRING (114.0196365 22.5344816, 114.0196531 22.5343949)",,,2,30
7973259334,7973259189,0,135906440,True,泰然六路,tertiary,False,207.703,"LINESTRING (114.0196365 22.5344816, 114.0194613 22.5344459, 114.0176484 22.53414)",,,,
7973259335,7973259334,0,135906440,True,泰然六路,tertiary,False,9.523,"LINESTRING (114.0197279 22.534496, 114.0196365 22.5344816)",,,,
7973259335,7973259332,0,546581816,True,泰然九路,tertiary,False,171.238,"LINESTRING (114.0197279 22.534496, 114.0194598 22.5358886, 114.019436 22.5360122)",,,2,
7973259336,7973259337,0,393889379,True,泰然六路,tertiary,False,9.564,"LINESTRING (114.0196531 22.5343949, 114.0197458 22.5344031)",,,,
7973259336,7973259346,0,856026045,True,泰然九路,tertiary,False,137.995,"LINESTRING (114.0196531 22.5343949, 114.0198874 22.5331729)",,,2,30
7973259337,7973259335,0,546581816,True,泰然九路,tertiary,False,10.492,"LINESTRING (114.0197458 22.5344031, 114.0197279 22.534496)",,,2,
7973259338,7973259345,0,636701233,False,泰然十一路,tertiary,False,140.018,"LINESTRING (114.0176622 22.5340715, 114.0179108 22.5328334)",,,2,
7973259338,7973259189,0,636701233,False,泰然十一路,tertiary,True,7.748,"LINESTRING (114.0176622 22.5340715, 114.0176484 22.53414)",,,2,
7973259338,7973259336,0,393889379,True,泰然六路,tertiary,False,207.61700000000002,"LINESTRING (114.0176622 22.5340715, 114.0194342 22.5343625, 114.0196531 22.5343949)",,,,
7973259345,7973259338,0,636701233,False,泰然十一路,tertiary,True,140.018,"LINESTRING (114.0179108 22.5328334, 114.0176622 22.5340715)",,,2,
7973259345,7973259348,0,636701233,False,泰然十一路,tertiary,False,8.014,"LINESTRING (114.0179108 22.5328334, 114.0179179 22.5327983, 114.0179254 22.5327626)",,,2,
7973259345,7973259300,0,854919707,True,泰然八路,tertiary,False,166.68800000000002,"LINESTRING (114.0179108 22.5328334, 114.0163997 22.5325739, 114.0163152 22.5325593)",,,4,
7973259346,7973259345,0,854919707,True,泰然八路,tertiary,False,206.489,"LINESTRING (114.0198874 22.5331729, 114.0179108 22.5328334)",,,4,
7973259346,7973259349,0,856026045,True,泰然九路,tertiary,False,8.696,"LINESTRING (114.0198874 22.5331729, 114.0199022 22.5330959)",,,2,30
7973259347,7973259337,0,546581816,True,泰然九路,tertiary,False,137.143,"LINESTRING (114.0199796 22.5331888, 114.0197458 22.5344031)",,,2,
7973259347,7973259346,0,854919707,True,泰然八路,tertiary,False,9.633,"LINESTRING (114.0199796 22.5331888, 114.0198874 22.5331729)",,,4,
7973259348,1491785595,0,636701233,False,泰然十一路,tertiary,False,94.127,"LINESTRING (114.0179254 22.5327626, 114.0181 22.5319316)",,,2,
7973259348,7973259349,0,854919708,True,泰然八路,tertiary,False,206.385,"LINESTRING (114.0179254 22.5327626, 114.0199022 22.5330959)",,,4,
7973259348,7973259345,0,636701233,False,泰然十一路,tertiary,True,8.014,"LINESTRING (114.0179254 22.5327626, 114.0179179 22.5327983, 114.0179108 22.5328334)",,,2,
7973259349,7973259350,0,854919708,True,泰然八路,tertiary,False,9.627,"LINESTRING (114.0199022 22.5330959, 114.0199944 22.5331115)",,,4,
7973259349,1491785596,0,"[546581817, 856026045]",True,泰然九路,"['tertiary_link', 'tertiary']",False,104.721,"LINESTRING (114.0199022 22.5330959, 114.020002 22.5325754, 114.0200073 22.5325373, 114.0200083 22.532503, 114.020006 22.5324733, 114.0199998 22.5324456, 114.0199852 22.5324109, 114.0199613 22.5323749, 114.0199322 22.5323427, 114.0198976 22.5323131, 114.0198602 22.5322884, 114.019824 22.5322697, 114.0197878 22.5322547)",,,"['1', '2']",30
7973259350,7973259347,0,546581816,True,泰然九路,tertiary,False,8.729,"LINESTRING (114.0199944 22.5331115, 114.0199796 22.5331888)",,,2,
7986471703,8894937281,0,996247114,True,深南大道辅路,secondary,False,66.026,"LINESTRING (114.017129 22.5386433, 114.0167815 22.538586, 114.0164961 22.538539)",,,2,
8894937280,498497772,0,892901021,True,深南大道,primary,False,165.21,"LINESTRING (114.0170751 22.5385195, 114.0154917 22.5382574)",,,3,
8894937280,8894937281,0,961590253,True,,primary_link,False,59.504,"LINESTRING (114.0170751 22.5385195, 114.0164961 22.538539)",,,1,
8894937281,498497775,0,"[996247113, 996247114]",True,深南大道辅路,secondary,False,174.76299999999998,"LINESTRING (114.0164961 22.538539, 114.015961 22.5384509, 114.0157334 22.5384123, 114.0150438 22.5382998, 114.0148209 22.538263)",,,2,
8894945792,1116554193,0,603067550,True,竹子林四路,tertiary,False,35.02,"LINESTRING (114.0030393 22.5361636, 114.0030494 22.5361106, 114.0030539 22.5360609, 114.0030572 22.5359548, 114.0030618 22.5358951, 114.0030679 22.5358502)",,,,
8894945792,588501022,0,996247118,True,深南大道,primary,False,20.536,"LINESTRING (114.0030393 22.5361636, 114.0029006 22.5361374, 114.0028434 22.5361266)",,,3,
8894945801,8894945802,0,245755660,False,紫竹六道,residential,True,6.92,"LINESTRING (114.0027732 22.5374674, 114.0028395 22.5374785)",,,,
8894945801,653124782,0,996247123,False,紫竹六道,residential,False,169.1,"LINESTRING (114.0027732 22.5374674, 114.0011532 22.5371957)",,,,
8894945801,4853113926,0,603067550,True,竹子林四路,tertiary,False,87.00200000000001,"LINESTRING (114.0027732 22.5374674, 114.0027948 22.5373618, 114.0029306 22.5366986)",,,,
8894945802,8894945801,0,245755660,False,紫竹六道,residential,False,6.92,"LINESTRING (114.0028395 22.5374785, 114.0027732 22.5374674)",,,,
8894945802,8894945805,0,245755660,False,紫竹六道,residential,True,151.742,"LINESTRING (114.0028395 22.5374785, 114.0042932 22.5377224)",,,,
8894945802,2528898848,0,603067549,True,竹子林四路,tertiary,False,160.424,"LINESTRING (114.0028395 22.5374785, 114.0028241 22.5375529, 114.0025829 22.5387242, 114.0025152 22.5388873)",,,,
8894945805,8894945802,0,245755660,False,紫竹六道,residential,False,151.742,"LINESTRING (114.0042932 22.5377224, 114.0028395 22.5374785)",,,,
8894945805,8894945806,0,245755660,False,紫竹六道,residential,True,183.588,"LINESTRING (114.0042932 22.5377224, 114.006052 22.5380174)",,,,
8894945805,4853113674,0,245755667,False,竹子林五路,residential,True,86.959,"LINESTRING (114.0042932 22.5377224, 114.0044501 22.5369539)",,,,
8894945806,653124803,0,51190897,False,竹子林六路,residential,False,86.51,"LINESTRING (114.006052 22.5380174, 114.006203 22.537252)",,,,
8894945806,8894945805,0,245755660,False,紫竹六道,residential,False,183.588,"LINESTRING (114.006052 22.5380174, 114.0042932 22.5377224)",,,,
8894945806,3841290252,0,245755660,False,紫竹六道,residential,True,87.942,"LINESTRING (114.006052 22.5380174, 114.0068945 22.5381587)",,,,
8894945806,2528898693,0,"[51190897, 493389662]",False,"['竹子林六路', '紫竹五道']",residential,"[False, True]",132.91899999999998,"LINESTRING (114.006052 22.5380174, 114.0059395 22.5385918, 114.0061756 22.538631, 114.0065913 22.5386999)",,,,
8894945807,8894945792,0,996247118,True,深南大道,primary,False,7.768,"LINESTRING (114.0031134 22.5361776, 114.0030393 22.5361636)",,,3,
8894945807,5726058005,0,996247119,True,竹子林四路,tertiary,False,38.609,"LINESTRING (114.0031134 22.5361776, 114.0030752 22.5363395, 114.0030653 22.5363816, 114.0030373 22.5365176)",,,,
8894987726,4853113936,0,649374608,True,红树林路,tertiary,False,190.455,"LINESTRING (114.0031572 22.5354035, 114.0031946 22.535212, 114.003362 22.5343564, 114.0034869 22.533718)",,,,
9199393584,5726058005,0,493389674,True,,primary_link,False,67.88,"LINESTRING (114.0035878 22.5362627, 114.0034649 22.5362642, 114.0033652 22.5362785, 114.0032748 22.5363047, 114.0031871 22.5363436, 114.0031335 22.5363815, 114.0030965 22.5364174, 114.0030679 22.536457, 114.0030373 22.5365176)",,,,
9199393584,8894945807,0,996247118,True,深南大道,primary,False,49.636,"LINESTRING (114.0035878 22.5362627, 114.0033075 22.5362143, 114.0032404 22.5362016, 114.0031134 22.5361776)",,,3,
9899895362,9906899121,0,1080043843,True,,living_street,False,96.904,"LINESTRING (114.0168901 22.5399852, 114.0164212 22.5399056, 114.0160819 22.5398472, 114.0160332 22.5398598, 114.0160199 22.5399243)",,,,
9903478984,9906899099,0,393889383,True,香林路,tertiary,False,125.976,"LINESTRING (114.0146341 22.5397667, 114.0136969 22.5396123, 114.0136468 22.539604, 114.0134265 22.5395679)",,,2,
9903478984,9903478985,0,1080461059,False,,living_street,True,96.893,"LINESTRING (114.0146341 22.5397667, 114.0146247 22.539813, 114.0145893 22.5398189, 114.0143817 22.5397772, 114.0143362 22.5397801, 114.0142959 22.5398001, 114.0142723 22.5398202, 114.0142372 22.5398389, 114.0141486 22.5398427, 114.0139756 22.5398607, 114.0137677 22.5398025)",,,,
9903478985,9903478984,0,1080461059,False,,living_street,False,96.893,"LINESTRING (114.0137677 22.5398025, 114.0139756 22.5398607, 114.0141486 22.5398427, 114.0142372 22.5398389, 114.0142723 22.5398202, 114.0142959 22.5398001, 114.0143362 22.5397801, 114.0143817 22.5397772, 114.0145893 22.5398189, 114.0146247 22.539813, 114.0146341 22.5397667)",,,,
9906899055,9909778119,0,"[1080952209, 545225934]",True,香海路,"['living_street', 'residential']",False,144.18200000000002,"LINESTRING (114.0180447 22.5398061, 114.0179399 22.5397879, 114.0178995 22.5397661, 114.0178812 22.5397368, 114.0179834 22.5392809, 114.017971 22.5392535, 114.0179438 22.5392181, 114.0178897 22.5391757, 114.0177618 22.5391225, 114.0175274 22.5390644, 114.0173507 22.5390658)",,,,
9906899055,7986471703,0,996247112,True,农园路,secondary,False,194.836,"LINESTRING (114.0180447 22.5398061, 114.01812 22.5393793, 114.0181342 22.5392604, 114.0181351 22.5392179, 114.0181328 22.5391395, 114.018108 22.5390742, 114.0180567 22.539017, 114.0179717 22.5389777, 114.0176815 22.5388813, 114.0175382 22.5388225, 114.017129 22.5386433)",,,2,
9906899057,9906899114,0,1080867505,True,农轩路,tertiary,False,8.423,"LINESTRING (114.0158288 22.5398928, 114.0158473 22.5399666)",,,,
9906899057,9906899121,0,1080863510,True,香林路,tertiary,False,19.936,"LINESTRING (114.0158288 22.5398928, 114.0159612 22.5399146, 114.0160199 22.5399243)",,,2,
9906899064,9906899057,0,1080867512,True,农轩路,tertiary,False,8.744,"LINESTRING (114.0157767 22.539955, 114.0158288 22.5398928)",,,2,
9906899064,9903478984,0,393889383,True,香林路,tertiary,False,119.2,"LINESTRING (114.0157767 22.539955, 114.015688 22.5399404, 114.0146341 22.5397667)",,,2,
9906899077,498497519,0,1080863509,True,深南大道辅路,secondary,False,120.999,"LINESTRING (114.0131736 22.5380005, 114.0120121 22.5378182)",,,2,
9906899077,498497483,0,"[40933456, 40933137, 40933455]",True,福田立交,motorway_link,False,329.824,"LINESTRING (114.0131736 22.5380005, 114.0130217 22.5380171, 114.0128835 22.5380393, 114.0127484 22.5380863, 114.0126213 22.5381725, 114.0123571 22.5384194, 114.0120682 22.5386836, 114.0117359 22.5389874, 114.0116667 22.5390416, 114.0115982 22.5390796, 114.0115297 22.5391107, 114.0114541 22.5391342, 114.0112058 22.5391944, 114.0111352 22.5392138, 114.0109738 22.5392657, 114.0108651 22.5393059, 114.0107576 22.5393485, 114.0106591 22.5393941, 114.0104956 22.5394905)",yes,,,
9906899078,5433694697,0,563897231,True,,secondary_link,False,53.675,"LINESTRING (114.0137328 22.538461, 114.0137419 22.538374, 114.0137399 22.5383022, 114.0137215 22.5382341, 114.0136685 22.5381534, 114.0136146 22.538097, 114.0135349 22.5380572)",,,,
9906899078,9906899092,0,1080863516,True,农林路,secondary,False,41.202999999999996,"LINESTRING (114.0137328 22.538461, 114.0137933 22.5382842, 114.0138094 22.5382344, 114.0138506 22.5381068)",,,4,
9906899080,9906899099,0,1080863511,True,农林路,secondary,False,7.932,"LINESTRING (114.0134495 22.5394998, 114.0134265 22.5395679)",,,,
9906899080,9906899057,0,1080863510,True,香林路,tertiary,False,248.23499999999999,"LINESTRING (114.0134495 22.5394998, 114.0136611 22.5395353, 114.0137093 22.5395433, 114.01436 22.5396506, 114.0151874 22.539787, 114.0157006 22.5398717, 114.0158288 22.5398928)",,,2,
9906899081,2528818937,0,245746028,False,建业五街,residential,True,60.266,"LINESTRING (114.013264 22.5398294, 114.0126899 22.5397172)",,,,
9906899081,9906899088,0,1080863508,True,农林路,secondary,False,37.018,"LINESTRING (114.013264 22.5398294, 114.0133166 22.5396758, 114.0133372 22.5396157, 114.0133727 22.539512)",,,4,
9906899086,9906899078,0,1080863514,True,农林路,secondary,False,36.821,"LINESTRING (114.0136246 22.5387767, 114.0137328 22.538461)",,,4,
9906899086,9906899080,0,856798857,True,,tertiary_link,False,83.32000000000001,"LINESTRING (114.0136246 22.5387767, 114.0136347 22.5388266, 114.0136244 22.5388966, 114.0134482 22.5394205, 114.0134495 22.5394998)",,,,
9906899086,2528818925,0,1080043846,False,建业街,residential,True,114.54199999999999,"LINESTRING (114.0136246 22.5387767, 114.0134783 22.538734, 114.0134187 22.5387228, 114.0126257 22.5385973, 114.0125306 22.5385823)",,,2,
9906899088,9906899080,0,856642322,True,香林路,tertiary,False,8.003,"LINESTRING (114.0133727 22.539512, 114.0134495 22.5394998)",,,2,
9906899088,9906899086,0,1080863514,True,农林路,secondary,False,85.757,"LINESTRING (114.0133727 22.539512, 114.0134118 22.539398, 114.0135817 22.538902, 114.0136246 22.5387767)",,,4,
9906899092,5433694697,0,1080043808,True,深南大道辅路,secondary,False,32.889,"LINESTRING (114.0138506 22.5381068, 114.0135349 22.5380572)",,,2,
9906899092,9906899093,0,1080863516,True,农林路,secondary,False,13.286999999999999,"LINESTRING (114.0138506 22.5381068, 114.0138569 22.5380459, 114.0138393 22.5379899)",,,4,
9906899093,498497854,0,892901021,True,深南大道,primary,False,481.899,"LINESTRING (114.0138393 22.5379899, 114.0137016 22.5379676, 114.0127272 22.5378098, 114.0092203 22.5372276)",,,3,
9906899099,9906899088,0,1080863512,True,香林路,tertiary,False,8.317,"LINESTRING (114.0134265 22.5395679, 114.0133727 22.539512)",,,2,
9906899114,9906899064,0,393889383,True,香林路,tertiary,False,7.365,"LINESTRING (114.0158473 22.5399666, 114.0157767 22.539955)",,,2,
9909777513,9899895362,0,1080043842,True,,living_street,False,74.735,"LINESTRING (114.0170142 22.539323, 114.0169859 22.5394969, 114.0168901 22.5399852)",,,,
9909778119,9909778121,0,1081179799,True,,living_street,False,91.985,"LINESTRING (114.0173507 22.5390658, 114.0171693 22.5398759)",,,,
9909778119,9909778121,1,"[1081179801, 1080043845]",True,香海路,"['living_street', 'residential']",False,122.037,"LINESTRING (114.0173507 22.5390658, 114.017272 22.5390714, 114.0171766 22.5390787, 114.0170913 22.5395074, 114.0170272 22.5398716, 114.0171693 22.5398759)",,,,
9929041539,2528898734,0,1083453784,False,竹子林八路,residential,True,24.083,"LINESTRING (114.0062239 22.5395452, 114.0062335 22.5397616)",,,,
9929041539,2528898721,0,1083453781,False,紫众道,residential,False,150.048,"LINESTRING (114.0062239 22.5395452, 114.0073186 22.5397342, 114.0074582 22.5397749, 114.007648 22.5398359)",,,,
9929041539,2528898693,0,1083453783,False,,living_street,False,121.255,"LINESTRING (114.0062239 22.5395452, 114.0062431 22.5392541, 114.0063041 22.5389797, 114.0065162 22.5390124, 114.0065913 22.5386999)",,,,
9931665088,5659860844,0,"[996750289, 996247116, 996247117]",True,深南大道辅路,secondary,False,214.282,"LINESTRING (114.0083321 22.5372008, 114.0082189 22.5371813, 114.0080799 22.5371578, 114.007998 22.537144, 114.0067157 22.5369312, 114.0062796 22.5368548)",,,2,
9931665088,5726058055,0,1083773319,True,,residential,False,72.978,"LINESTRING (114.0083321 22.5372008, 114.0083792 22.5372537, 114.0084362 22.5373362, 114.0085363 22.5374699, 114.0086426 22.5375866, 114.0086827 22.5376706, 114.0087137 22.5377486)",,,,
