u,v,key,osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,bridge
7510401564,7510401557,0,1052079683,True,,,tertiary,False,66.49199999999999,"LINESTRING (113.9837844 22.5554883, 113.9835877 22.5555004, 113.9834453 22.5555124, 113.9833757 22.5555215, 113.9833241 22.5555337, 113.9832947 22.5555462, 113.9832646 22.5555676, 113.9832444 22.5555935, 113.9832267 22.5556242, 113.9832097 22.5556589)",1,,
7510804333,2528997078,0,270683507,False,,,unclassified,False,732.0960000000001,"LINESTRING (113.9834621 22.5537194, 113.983606 22.5536678, 113.9841243 22.5534698, 113.9843014 22.5534482, 113.9846403 22.5536917, 113.9854884 22.5543451, 113.9858322 22.5546077, 113.9859701 22.5546968, 113.9860829 22.5547494, 113.9879029 22.5551953, 113.9882048 22.5553026, 113.9882879 22.5553472, 113.9895007 22.5563913)",,,
7510804333,1722822896,0,270683507,False,,,unclassified,True,55.63999999999999,"LINESTRING (113.9834621 22.5537194, 113.9833274 22.5537455, 113.9830858 22.5538521, 113.9829497 22.5538608)",,,
7510804333,4899192440,0,"[802934362, 802934363]",False,,,unclassified,False,231.11499999999998,"LINESTRING (113.9834621 22.5537194, 113.9835417 22.5537448, 113.9836726 22.5538615, 113.9839054 22.5540729, 113.9839498 22.5541273, 113.9839712 22.5541832, 113.9839842 22.5542786, 113.9838931 22.5543133, 113.9838702 22.5543493, 113.9838832 22.5544427, 113.9839949 22.5550585, 113.9840018 22.5551051, 113.9840026 22.5551567, 113.9839995 22.5553059, 113.9839725 22.5555128)",,,
7517333525,2367048614,0,228054558,False,,,residential,False,314.1940000000001,"LINESTRING (113.9881575 22.557135, 113.988111 22.5570861, 113.9880603 22.5570428, 113.9880163 22.5570159, 113.9879581 22.5569969, 113.987895 22.5569548, 113.9878533 22.556906, 113.9878384 22.5568506, 113.9878425 22.5567775, 113.9878685 22.5567192, 113.9879278 22.5566617, 113.9880003 22.5566422, 113.9884806 22.5566191, 113.9884954 22.5566182, 113.9886204 22.5566104, 113.9887614 22.5565927, 113.9888551 22.5565604, 113.9889662 22.5565519, 113.9893965 22.5565421, 113.989518 22.556529, 113.9898759 22.5565648, 113.990011 22.5566111, 113.9901326 22.5566597, 113.9902466 22.5567081)",,,
7517333525,2367048567,0,228054558,False,,,residential,True,37.399,"LINESTRING (113.9881575 22.557135, 113.988171 22.5572251, 113.9881753 22.557296, 113.9881665 22.557384, 113.9881368 22.5574655)",,,
7517333525,2367048627,0,228054565,False,,,residential,True,201.355,"LINESTRING (113.9881575 22.557135, 113.9882174 22.5571246, 113.9883697 22.5570692, 113.9884192 22.5570587, 113.9884728 22.5570743, 113.9885218 22.557075, 113.988563 22.5570667, 113.9886042 22.5570482, 113.9886536 22.5569997, 113.9887288 22.5569791, 113.988878 22.5569718, 113.9892883 22.5569693, 113.9895887 22.5569842, 113.9898275 22.5570015, 113.9899992 22.5570167, 113.9900583 22.5570267, 113.9900641 22.5570331)",,,
7517333578,7517355789,0,228054560,False,,,residential,False,30.386000000000003,"LINESTRING (113.9892258 22.5577838, 113.9893759 22.5577494, 113.989508 22.5577032)",,,
7517333578,7517355789,1,803638047,False,,,residential,True,57.101,"LINESTRING (113.9892258 22.5577838, 113.9892565 22.5578287, 113.9892792 22.5578674, 113.9893074 22.5578986, 113.9893427 22.5579189, 113.9893831 22.5579257, 113.9894305 22.5579207, 113.9894686 22.5579008, 113.9895003 22.5578743, 113.9895156 22.5578483, 113.9895199 22.5578041, 113.989508 22.5577032)",,,
7517333578,2367048480,0,228054560,False,,,residential,True,80.59,"LINESTRING (113.9892258 22.5577838, 113.9892018 22.5577893, 113.9890457 22.557792, 113.9889412 22.5577816, 113.9888354 22.5577652, 113.9887061 22.5577229, 113.9886038 22.5577039, 113.9885364 22.5576958, 113.9884545 22.5576908)",,,
7517355789,2367048642,0,228054560,False,,,residential,False,81.236,"LINESTRING (113.989508 22.5577032, 113.9895257 22.557697, 113.9896905 22.5576055, 113.9898211 22.5575628, 113.9900319 22.5575127, 113.990126 22.5574773, 113.9902064 22.5573925)",,,
7517355789,7517333578,0,228054560,False,,,residential,True,30.386000000000003,"LINESTRING (113.989508 22.5577032, 113.9893759 22.5577494, 113.9892258 22.5577838)",,,
7517355789,7517333578,1,803638047,False,,,residential,False,57.101,"LINESTRING (113.989508 22.5577032, 113.9895199 22.5578041, 113.9895156 22.5578483, 113.9895003 22.5578743, 113.9894686 22.5579008, 113.9894305 22.5579207, 113.9893831 22.5579257, 113.9893427 22.5579189, 113.9893074 22.5578986, 113.9892792 22.5578674, 113.9892565 22.5578287, 113.9892258 22.5577838)",,,
7517355907,7517355910,0,803638056,False,,,residential,True,24.982,"LINESTRING (113.9863156 22.5567752, 113.9862983 22.5567072, 113.9862638 22.5566384, 113.9861982 22.5565877)",,,
7517355910,7517355907,0,803638056,False,,,residential,False,24.982,"LINESTRING (113.9861982 22.5565877, 113.9862638 22.5566384, 113.9862983 22.5567072, 113.9863156 22.5567752)",,,
7517355910,7517355911,0,803638057,False,,,residential,False,28.040999999999997,"LINESTRING (113.9861982 22.5565877, 113.9863814 22.5566304, 113.9864642 22.5566441)",,,
7517355910,7517355918,0,803638057,False,,,residential,True,122.283,"LINESTRING (113.9861982 22.5565877, 113.9860804 22.5565602, 113.9857182 22.5564697, 113.985483 22.5564255, 113.9853152 22.556411, 113.9851497 22.5564161, 113.9850312 22.5564333)",,,
7517355911,7517355910,0,803638057,False,,,residential,True,28.040999999999997,"LINESTRING (113.9864642 22.5566441, 113.9863814 22.5566304, 113.9861982 22.5565877)",,,
7517355918,7517355936,0,228054558,False,,,residential,False,34.099000000000004,"LINESTRING (113.9850312 22.5564333, 113.9850721 22.5563372, 113.9851595 22.5561505)",,,
7517355918,2367048494,0,228054558,False,,,residential,True,567.5360000000001,"LINESTRING (113.9850312 22.5564333, 113.9850102 22.5564827, 113.9849232 22.5567615, 113.9848926 22.5569027, 113.9848542 22.556979, 113.9848197 22.5570076, 113.984784 22.5570254, 113.9847304 22.5570332, 113.9845844 22.5570568, 113.9845135 22.5571021, 113.9844772 22.5571482, 113.9844626 22.5572045, 113.9844689 22.5572624, 113.9845415 22.5575079, 113.9846014 22.5577779, 113.9846158 22.5578519, 113.9846387 22.5579246, 113.98468 22.557984, 113.984761 22.5580224, 113.9848718 22.5580897, 113.9849994 22.5581179, 113.9855096 22.5582342, 113.9860303 22.5583428, 113.9862971 22.5583705, 113.9874449 22.5584836, 113.9875591 22.558489, 113.9876787 22.558485, 113.9881362 22.5584389)",,,
7517355918,7517355910,0,803638057,False,,,residential,False,122.28300000000002,"LINESTRING (113.9850312 22.5564333, 113.9851497 22.5564161, 113.9853152 22.556411, 113.985483 22.5564255, 113.9857182 22.5564697, 113.9860804 22.5565602, 113.9861982 22.5565877)",,,
7517355919,2367048558,0,803638058,False,,,residential,False,18.77,"LINESTRING (113.9848702 22.5576524, 113.9849335 22.5576371, 113.9850471 22.5576099)",,,
7517355936,7517355918,0,228054558,False,,,residential,True,34.099000000000004,"LINESTRING (113.9851595 22.5561505, 113.9850721 22.5563372, 113.9850312 22.5564333)",,,
7517355936,4899192440,0,245769075,False,,,tertiary,False,141.799,"LINESTRING (113.9851595 22.5561505, 113.985105 22.556129, 113.9850323 22.5560946, 113.9849745 22.5560628, 113.9848665 22.5560009, 113.984328 22.5556619, 113.9842533 22.5556174, 113.9841795 22.5555764, 113.98415 22.5555633, 113.9841098 22.5555481, 113.9840792 22.5555392, 113.9840451 22.555529, 113.9839725 22.5555128)",,,
7517355936,2528997078,0,245769075,False,,,tertiary,True,451.53200000000004,"LINESTRING (113.9851595 22.5561505, 113.985293 22.5562033, 113.9855513 22.5562752, 113.9858185 22.5563417, 113.9860934 22.5564089, 113.9862289 22.5564421, 113.9863582 22.5564691, 113.9864884 22.5564898, 113.98662 22.5565024, 113.9868119 22.5565078, 113.9869927 22.5565045, 113.9895007 22.5563913)",,,
10241989444,1116457119,0,160220796,True,,南坪快速路,trunk,False,140.668,"LINESTRING (113.9831684 22.5563058, 113.9832554 22.5575683)",3,,
10241989444,2367043550,0,228054091,True,,,trunk_link,False,320.883,"LINESTRING (113.9831684 22.5563058, 113.983248 22.5565928, 113.9832912 22.5566972, 113.9833717 22.5567962, 113.9834867 22.5568777, 113.9836155 22.5569421, 113.9837659 22.5569945, 113.9840902 22.5571155, 113.9842163 22.5571823, 113.9843185 22.5572694, 113.9843906 22.5573805, 113.9844282 22.5575167, 113.9844901 22.5578564, 113.9845304 22.5579679, 113.9845918 22.5580741, 113.9846937 22.5581707, 113.9848227 22.5582577, 113.98504 22.558337)",1,,
