u,v,key,osmid,oneway,highway,reversed,length,name,geometry,bridge,lanes
8328222727,2402263752,0,211793881,False,residential,False,461.5640000000001,云天路,"LINESTRING (113.9905802 22.5324114, 113.9889191 22.5326869, 113.9888798 22.5326827, 113.9888436 22.5326634, 113.9888255 22.5326364, 113.9888117 22.5326053, 113.988319 22.5306653, 113.9883094 22.5306084, 113.9883124 22.5305513, 113.9883277 22.5305085, 113.9883487 22.530459, 113.9884039 22.5303694, 113.9884143 22.5303501, 113.988473 22.5302416)",,
8328222727,2217490310,0,211793881,False,residential,True,253.968,云天路,"LINESTRING (113.9905802 22.5324114, 113.9928697 22.5327607, 113.9930199 22.5327836)",,
8328222727,2217490320,0,211793882,False,residential,True,318.865,云浩路,"LINESTRING (113.9905802 22.5324114, 113.9905156 22.5329615, 113.9904714 22.5332999, 113.9904708 22.5333903, 113.990483 22.5334807, 113.990521 22.5335928, 113.9909144 22.5345741, 113.9911384 22.5351671)",,
8511710819,8511710826,0,916428922,True,primary_link,False,59.917,,"LINESTRING (113.9935173 22.5306461, 113.9935309 22.5307637, 113.9935568 22.5308607, 113.9935966 22.5309326, 113.993622 22.5309907, 113.9936766 22.5310356, 113.993778 22.5310928)",,
8511710819,1116415470,0,1049950443,True,primary,False,40.98,侨城东路,"LINESTRING (113.9935173 22.5306461, 113.9934858 22.5308518, 113.9934777 22.5309042, 113.9934614 22.531011)",,
9021794178,2458960445,0,1049950448,True,secondary,False,15.697,,"LINESTRING (113.9888449 22.5362551, 113.9886978 22.5362934)",,
9649087635,9649087649,0,996263614,True,primary,False,126.293,侨城东路,"LINESTRING (113.9925687 22.5356304, 113.9926137 22.535346, 113.9927163 22.5346993, 113.9927468 22.5345066)",,
9649087635,6942405063,0,996263615,True,primary_link,False,38.461,,"LINESTRING (113.9925687 22.5356304, 113.9924017 22.5356489, 113.9923572 22.5356522, 113.9921961 22.5356644)",,
9649087649,2184437847,0,572963455,True,primary_link,False,19.619,,"LINESTRING (113.9927468 22.5345066, 113.9929322 22.5344641)",,
9649087649,2184437837,0,996263614,True,primary,False,40.064,侨城东路,"LINESTRING (113.9927468 22.5345066, 113.9927601 22.5344228, 113.9927662 22.5343842, 113.9928033 22.5341501)",,
9649087666,277183586,0,208124056,True,primary_link,False,36.927,,"LINESTRING (113.9931121 22.5355435, 113.9929804 22.5355664, 113.9928963 22.5355795, 113.992758 22.535601)",,
9649087666,9649087671,0,1049968028,True,primary_link,False,55.440000000000005,,"LINESTRING (113.9931121 22.5355435, 113.9929942 22.5355953, 113.9929066 22.535646, 113.9928334 22.5357051, 113.9927746 22.5357727, 113.9927176 22.5358647)",,1
