u,v,key,osmid,oneway,highway,reversed,length,lanes,name,geometry
5194055702,9909537900,0,"[1083773352, 633620735]",False,"['living_street', 'residential']",False,611.3309999999999,,侨香一道,"LINESTRING (113.9976091 22.5468312, 113.997421 22.5467614, 113.9972881 22.5467129, 113.9971271 22.5466758, 113.9969811 22.5466499, 113.9967672 22.5466224, 113.9966706 22.5466248, 113.9965633 22.5466595, 113.9956024 22.5470438, 113.9955112 22.5470636, 113.9954281 22.5470611, 113.9953449 22.5470389, 113.9952698 22.5469992, 113.9951679 22.5469571, 113.9950955 22.5469447, 113.9950016 22.5469472, 113.9948648 22.5469546, 113.9944896 22.546999, 113.9943158 22.5470439, 113.9941493 22.5471036, 113.9939972 22.5471766, 113.9939371 22.5472079, 113.9933786 22.5474984, 113.9930667 22.5476754, 113.992841 22.5477772, 113.9926521 22.5478885, 113.992498 22.5480481, 113.9923439 22.54835)"
5194055713,5195247204,0,532810254,True,secondary,False,64.65899999999999,,,"LINESTRING (113.9848681 22.5460058, 113.9852886 22.5456392, 113.9853261 22.5456068)"
5195247203,5195247204,0,536242189,False,unclassified,False,103.693,,,"LINESTRING (113.9846706 22.5448975, 113.9847417 22.5449744, 113.9853261 22.5456068)"
5195247203,4337209490,0,609577977,False,tertiary,False,295.68399999999997,,香山东街,"LINESTRING (113.9846706 22.5448975, 113.9848602 22.5447523, 113.9857894 22.5440259, 113.9858381 22.5439852, 113.9858892 22.5439344, 113.9859285 22.5438836, 113.9859595 22.5438355, 113.985992 22.5437725, 113.9860191 22.5437024, 113.9860351 22.5436328, 113.9860469 22.5435676, 113.9860566 22.5434698, 113.986127 22.5427937)"
5195247203,1116415399,0,609577977,False,tertiary,True,203.26700000000002,,香山东街,"LINESTRING (113.9846706 22.5448975, 113.9844578 22.5450425, 113.9843732 22.5450971, 113.9842789 22.5451517, 113.9841886 22.5451967, 113.9840959 22.5452372, 113.9840034 22.5452726, 113.9838917 22.5453125, 113.9828767 22.5456404)"
5195247204,1116415199,0,532810254,True,secondary,False,420.93199999999996,,,"LINESTRING (113.9853261 22.5456068, 113.9858631 22.5451429, 113.9863962 22.5446787, 113.9868512 22.544334, 113.9873062 22.5440904, 113.9878945 22.543902, 113.9885659 22.5437819, 113.9887736 22.5437544)"
5195247204,5195247203,0,536242189,False,unclassified,True,103.693,,,"LINESTRING (113.9853261 22.5456068, 113.9847417 22.5449744, 113.9846706 22.5448975)"
5305371259,9944029991,0,1084674481,False,residential,True,168.471,2,锦绣街,"LINESTRING (113.9937291 22.5416538, 113.9929074 22.5416495, 113.9922558 22.5416461, 113.9920887 22.5416452)"
5305371275,5305371276,0,549217293,False,residential,False,338.68899999999996,,职教路,"LINESTRING (113.9923388 22.5403351, 113.9936835 22.5403382, 113.9956366 22.5403313)"
5305371275,5305371310,0,1085245508,True,residential,False,40.707,1,职教路,"LINESTRING (113.9923388 22.5403351, 113.9922177 22.5403593, 113.9921009 22.5404132, 113.9920056 22.5405103)"
5305371276,5305371275,0,549217293,False,residential,True,338.68899999999996,,职教路,"LINESTRING (113.9956366 22.5403313, 113.9936835 22.5403382, 113.9923388 22.5403351)"
5305371285,5305371295,0,25435061,True,primary,False,44.321,,侨城东路,"LINESTRING (113.991867 22.5414155, 113.9918408 22.5415863, 113.9918296 22.5416593, 113.9918112 22.5418107)"
5305371285,9944029991,0,1085245511,True,residential,False,35.92,1,锦绣街,"LINESTRING (113.991867 22.5414155, 113.9919199 22.5415312, 113.9919877 22.5416024, 113.9920887 22.5416452)"
5305371295,1116415431,0,25435061,True,primary,False,123.41900000000001,,侨城东路,"LINESTRING (113.9918112 22.5418107, 113.991773 22.542125, 113.9917259 22.5427579, 113.9917141 22.5429168)"
5305371300,5305371310,0,25435061,True,primary,False,41.846,,侨城东路,"LINESTRING (113.9920628 22.5401377, 113.9920056 22.5405103)"
5305371300,5305371275,0,1085245509,True,residential,False,37.206999999999994,1,职教路,"LINESTRING (113.9920628 22.5401377, 113.992122 22.5402256, 113.9922177 22.5402946, 113.9923388 22.5403351)"
5305371310,5305371285,0,25435061,True,primary,False,101.655,,侨城东路,"LINESTRING (113.9920056 22.5405103, 113.991867 22.5414155)"
5981068102,1342323039,0,633620723,True,secondary,False,93.679,,,"LINESTRING (113.9991586 22.5467621, 113.9982515 22.5466732)"
5981068102,7510707069,0,802925026,False,residential,False,6.868,,鸿新路,"LINESTRING (113.9991586 22.5467621, 113.9991441 22.5468224)"
7510364982,7510401410,0,246141497,False,residential,False,161.79700000000003,2,侨香二道,"LINESTRING (113.9920023 22.5492083, 113.990682 22.5496415, 113.9905349 22.549728)"
7510364982,7510364983,0,246141497,False,residential,True,580.62,2,侨香二道,"LINESTRING (113.9920023 22.5492083, 113.9937194 22.5485996, 113.994037 22.5484882, 113.9954159 22.5480019, 113.9956921 22.5479203, 113.9959309 22.5478609, 113.9962295 22.5478206, 113.996525 22.5478142, 113.996757 22.5478347, 113.9973826 22.5479117)"
7510364983,7510364982,0,246141497,False,residential,False,580.62,2,侨香二道,"LINESTRING (113.9973826 22.5479117, 113.996757 22.5478347, 113.996525 22.5478142, 113.9962295 22.5478206, 113.9959309 22.5478609, 113.9956921 22.5479203, 113.9954159 22.5480019, 113.994037 22.5484882, 113.9937194 22.5485996, 113.9920023 22.5492083)"
7510364983,5194055702,0,633620725,False,residential,False,122.393,,安托山一路,"LINESTRING (113.9973826 22.5479117, 113.9974035 22.5477818, 113.9976091 22.5468312)"
7510401410,7510364982,0,246141497,False,residential,True,161.79700000000003,2,侨香二道,"LINESTRING (113.9905349 22.549728, 113.990682 22.5496415, 113.9920023 22.5492083)"
7510707052,2532185267,0,246141480,False,residential,False,24.764,,,"LINESTRING (113.9994592 22.5478412, 113.9996989 22.5478655)"
7510707052,2532185312,0,246141480,False,residential,True,30.445,,,"LINESTRING (113.9994592 22.5478412, 113.9991645 22.5478114)"
7510707052,7510707053,0,802925009,False,residential,True,32.594,,,"LINESTRING (113.9994592 22.5478412, 113.9994202 22.5481321)"
7510707053,7510707052,0,802925009,False,residential,False,32.594,,,"LINESTRING (113.9994202 22.5481321, 113.9994592 22.5478412)"
7510707056,7510707059,0,802925012,False,residential,False,25.596,,,"LINESTRING (113.9998736 22.547186, 113.9998958 22.5471673, 113.9999196 22.5470945, 113.9999358 22.546969)"
7510707056,2532185303,0,802925012,False,residential,True,9.968,,,"LINESTRING (113.9998736 22.547186, 113.9998552 22.5472019, 113.9998242 22.5472115, 113.9997854 22.5472164)"
7510707058,5981068102,0,633620723,True,secondary,False,81.842,,,"LINESTRING (113.9999516 22.5468351, 113.9991586 22.5467621)"
7510707058,7510707059,0,802925012,False,residential,True,14.977,,,"LINESTRING (113.9999516 22.5468351, 113.9999358 22.546969)"
7510707059,7510707058,0,802925012,False,residential,False,14.977,,,"LINESTRING (113.9999358 22.546969, 113.9999516 22.5468351)"
7510707059,2532185238,0,802925014,False,residential,True,68.77,,,"LINESTRING (113.9999358 22.546969, 113.9992723 22.5468854)"
7510707059,7510707056,0,802925012,False,residential,True,25.595999999999997,,,"LINESTRING (113.9999358 22.546969, 113.9999196 22.5470945, 113.9998958 22.5471673, 113.9998736 22.547186)"
7510707069,5981068102,0,802925026,False,residential,True,6.868,,鸿新路,"LINESTRING (113.9991441 22.5468224, 113.9991586 22.5467621)"
7510707069,2532185238,0,1080952218,False,residential,True,15.195,,,"LINESTRING (113.9991441 22.5468224, 113.9992313 22.5468509, 113.9992723 22.5468854)"
8285753033,2184437929,0,96395032,True,secondary,False,111.141,,,"LINESTRING (113.9934868 22.5449666, 113.9931673 22.5448414, 113.9924905 22.5445763)"
8285753033,8285753040,0,891434649,True,primary_link,False,66.765,,,"LINESTRING (113.9934868 22.5449666, 113.9933165 22.544664, 113.9932473 22.5445777, 113.9931244 22.5444766)"
8285753040,2184437923,0,1049950447,True,primary,False,108.85300000000001,,侨香路,"LINESTRING (113.9931244 22.5444766, 113.9925067 22.5442359, 113.9921458 22.5441006)"
8285753051,2184437943,0,208124045,True,secondary,False,573.021,,,"LINESTRING (113.9942061 22.5444856, 113.9959646 22.545176, 113.9960963 22.5452277, 113.9966275 22.5454329, 113.997171 22.5456291, 113.99794 22.5458859, 113.9984691 22.5459917, 113.9990124 22.5460453, 113.9994703 22.5460947)"
8285753051,9944073118,0,"[891434651, 891434652]",False,"['living_street', 'residential']","[False, True]",263.399,,香岭北街,"LINESTRING (113.9942061 22.5444856, 113.9945481 22.5437395, 113.996099 22.5443539)"
9199555713,1116448892,0,996263626,False,residential,True,15.122,,,"LINESTRING (113.9859894 22.5453594, 113.9860892 22.5454594)"
9199555713,2699550405,0,996263628,True,primary,False,409.68499999999995,,侨香路,"LINESTRING (113.9859894 22.5453594, 113.9860621 22.5452996, 113.9864945 22.5449433, 113.9868914 22.5446196, 113.9871141 22.5444725, 113.9873569 22.5443294, 113.9876064 22.5442178, 113.9878268 22.5441451, 113.9880947 22.5440693, 113.9883787 22.5440292, 113.989508 22.5438703)"
9702061118,1117084952,0,996263617,True,secondary,False,161.41400000000002,2,,"LINESTRING (113.9823861 22.548898, 113.9820236 22.5491756, 113.9812759 22.5496688, 113.9811243 22.5497619)"
9909537897,2184437924,0,1081152922,False,unclassified,False,146.703,,,"LINESTRING (113.9913443 22.5454935, 113.991367 22.5443636, 113.9913704 22.5443009, 113.9913772 22.5441746)"
9909537900,5194055702,0,"[1083773352, 633620735]",False,"['living_street', 'residential']",True,611.331,,侨香一道,"LINESTRING (113.9923439 22.54835, 113.992498 22.5480481, 113.9926521 22.5478885, 113.992841 22.5477772, 113.9930667 22.5476754, 113.9933786 22.5474984, 113.9939371 22.5472079, 113.9939972 22.5471766, 113.9941493 22.5471036, 113.9943158 22.5470439, 113.9944896 22.546999, 113.9948648 22.5469546, 113.9950016 22.5469472, 113.9950955 22.5469447, 113.9951679 22.5469571, 113.9952698 22.5469992, 113.9953449 22.5470389, 113.9954281 22.5470611, 113.9955112 22.5470636, 113.9956024 22.5470438, 113.9965633 22.5466595, 113.9966706 22.5466248, 113.9967672 22.5466224, 113.9969811 22.5466499, 113.9971271 22.5466758, 113.9972881 22.5467129, 113.997421 22.5467614, 113.9976091 22.5468312)"
9944029991,5305371259,0,1084674481,False,residential,False,168.471,2,锦绣街,"LINESTRING (113.9920887 22.5416452, 113.9922558 22.5416461, 113.9929074 22.5416495, 113.9937291 22.5416538)"
9944029991,5305371295,0,1085245517,True,residential,False,34.955,1,锦绣街,"LINESTRING (113.9920887 22.5416452, 113.9919853 22.5416693, 113.9918966 22.5417232, 113.9918112 22.5418107)"
9944073118,8285753051,0,"[891434651, 891434652]",False,"['living_street', 'residential']","[False, True]",263.399,,香岭北街,"LINESTRING (113.996099 22.5443539, 113.9945481 22.5437395, 113.9942061 22.5444856)"
