u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes
7979918302,7979924902,0,27164823,True,莲花路,primary,False,219.274,"LINESTRING (114.0472782 22.5598774, 114.0457739 22.5586327, 114.0456903 22.558559)",
7979924894,7979918290,0,996188197,True,莲花路,primary,False,175.04600000000002,"LINESTRING (114.0408275 22.5562864, 114.041916 22.5564036, 114.0421109 22.5564247, 114.0422936 22.5564466, 114.0425193 22.5564782)",
7979924896,2530277094,0,855693217,True,景田东路,tertiary,False,152.60699999999997,"LINESTRING (114.0403828 22.5562385, 114.0404311 22.5562337, 114.0404643 22.5562279, 114.0405012 22.5562179, 114.0405364 22.5562042, 114.0405686 22.5561887, 114.0405979 22.5561736, 114.0406226 22.5561564, 114.040651 22.5561307, 114.0406766 22.5561, 114.0406988 22.5560673, 114.040916 22.5556951, 114.0409509 22.5556215, 114.0409841 22.5555373, 114.0410139 22.5554404, 114.0410403 22.555328, 114.0410621 22.5552166, 114.0410745 22.5551206)",
7979924896,7979924894,0,996188197,True,莲花路,primary,False,45.975,"LINESTRING (114.0403828 22.5562385, 114.04058 22.5562597, 114.0408275 22.5562864)",
7979924900,7985225871,0,996625970,True,莲花路,primary,False,73.466,"LINESTRING (114.0427963 22.5567431, 114.042383 22.556682, 114.0421378 22.5566472, 114.0420895 22.5566409)",
7979924902,7979924903,0,27164823,True,莲花路,primary,False,126.15899999999999,"LINESTRING (114.0456903 22.558559, 114.0454457 22.5583437, 114.0448011 22.5577761)",
7979924902,7979924928,0,229083175,True,,primary_link,False,26.463,"LINESTRING (114.0456903 22.558559, 114.0455918 22.5585445, 114.0455351 22.5585289, 114.0454839 22.5585113, 114.0454435 22.5584948)",
7979924903,7273811043,0,27164823,True,莲花路,primary,False,93.155,"LINESTRING (114.0448011 22.5577761, 114.0442668 22.5573057, 114.0441909 22.5572408, 114.0441408 22.5572018)",
7979924928,7979924903,0,229083175,True,,primary_link,False,105.877,"LINESTRING (114.0454435 22.5584948, 114.0454093 22.5584759, 114.0453732 22.5584504, 114.044986 22.5581131, 114.0449407 22.5580642, 114.0449006 22.5580085, 114.0448688 22.5579428, 114.0448499 22.5578902, 114.0448359 22.5578448, 114.0448215 22.5578105, 114.0448011 22.5577761)",
7979925021,7979925051,0,245925458,False,,residential,False,9.041,"LINESTRING (114.0416966 22.5594182, 114.0416207 22.559377)",
7979925051,7979925021,0,245925458,False,,residential,True,9.041,"LINESTRING (114.0416207 22.559377, 114.0416966 22.5594182)",
7979925051,7979925065,0,245925457,True,商报东三路,residential,False,321.31500000000005,"LINESTRING (114.0416207 22.559377, 114.0422063 22.5583442, 114.0422304 22.5583016, 114.0429801 22.5569795, 114.042991 22.5569567, 114.0429984 22.5569338, 114.043003 22.556911, 114.0430044 22.5568876, 114.0430017 22.5568629, 114.0429964 22.5568444, 114.0429883 22.5568253, 114.0429747 22.5568055)",
7979925051,7985225810,0,245925458,False,,residential,False,106.231,"LINESTRING (114.0416207 22.559377, 114.0412379 22.5591694, 114.040726 22.5588974)",
7979925057,7979925065,0,245929533,True,,primary_link,False,24.071,"LINESTRING (114.0431939 22.5568822, 114.0429747 22.5568055)",
7979925057,7979925021,0,855757043,True,商报东三路,residential,False,323.041,"LINESTRING (114.0431939 22.5568822, 114.0431721 22.5568839, 114.0431554 22.5568888, 114.0431393 22.5568993, 114.0431246 22.5569129, 114.0431094 22.5569334, 114.0430616 22.5570203, 114.0423098 22.558341, 114.042286 22.5583829, 114.0416966 22.5594182)",
7979925065,7979924900,0,245929533,True,,primary_link,False,19.59,"LINESTRING (114.0429747 22.5568055, 114.0427963 22.5567431)",
7985225810,7985225811,0,245925469,False,回雁路,residential,False,120.985,"LINESTRING (114.040726 22.5588974, 114.0413021 22.5579483)",
7985225810,7979925051,0,245925458,False,,residential,True,106.231,"LINESTRING (114.040726 22.5588974, 114.0412379 22.5591694, 114.0416207 22.559377)",
7985225811,7985225810,0,245925469,False,回雁路,residential,True,120.985,"LINESTRING (114.0413021 22.5579483, 114.040726 22.5588974)",
7985225811,7985225863,0,856409075,True,回雁路,residential,False,162.074,"LINESTRING (114.0413021 22.5579483, 114.041304 22.5579057, 114.041329 22.5578532, 114.0413487 22.5578118, 114.0418822 22.556721, 114.0418897 22.5566939, 114.0418914 22.5566685, 114.041887 22.5566465, 114.0418773 22.5566285, 114.0418644 22.556613)",
7985225863,7985225855,0,996625970,True,莲花路,primary,False,133.041,"LINESTRING (114.0418644 22.556613, 114.0406744 22.5564772, 114.0405786 22.5564663)",
7985225871,7985225811,0,856409077,True,回雁路,residential,False,171.266,"LINESTRING (114.0420895 22.5566409, 114.0420662 22.5566424, 114.0420451 22.5566451, 114.0420217 22.5566535, 114.0420019 22.5566653, 114.0419811 22.5566812, 114.0419638 22.556699, 114.0419502 22.5567193, 114.041939 22.5567413, 114.0413954 22.5578456, 114.0413792 22.5578785, 114.041354 22.55793, 114.0413021 22.5579483)",
7985225871,7985225863,0,996625970,True,莲花路,primary,False,23.323999999999998,"LINESTRING (114.0420895 22.5566409, 114.0419398 22.5566216, 114.0418644 22.556613)",
8444060581,8444060582,0,854392422,False,商报东二路,residential,False,72.402,"LINESTRING (114.0436378 22.5513119, 114.0436238 22.5519629)",2
8444060581,7967831856,0,854392422,False,商报东二路,residential,True,54.196,"LINESTRING (114.0436378 22.5513119, 114.0436483 22.5508246)",2
8444060581,7979256744,0,855693219,False,九号路,residential,True,115.57900000000001,"LINESTRING (114.0436378 22.5513119, 114.0435878 22.5513116, 114.0425125 22.5512936)",
8444060582,7979256755,0,854392422,False,商报东二路,residential,False,161.399,"LINESTRING (114.0436238 22.5519629, 114.0435924 22.5534141)",2
8444060582,8444060581,0,854392422,False,商报东二路,residential,True,72.402,"LINESTRING (114.0436238 22.5519629, 114.0436378 22.5513119)",2
8444060582,7979256746,0,855693206,False,翠叶道,residential,True,115.88499999999999,"LINESTRING (114.0436238 22.5519629, 114.043576 22.5519619, 114.0424956 22.55194)",
9393473361,9393473363,0,1018428242,False,,residential,False,9.546,"LINESTRING (114.0434108 22.550132, 114.0434108 22.5501825, 114.0434286 22.5502138)",
9393473363,1116492738,0,908382934,False,,residential,False,21.079,"LINESTRING (114.0434286 22.5502138, 114.0436262 22.5502651)",1
9393473363,9393473361,0,1018428242,False,,residential,True,9.546,"LINESTRING (114.0434286 22.5502138, 114.0434108 22.5501825, 114.0434108 22.550132)",
