u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge
637882097,637864327,0,759964888,龍琛路 Lung Sum Avenue,secondary,True,False,54.175,"LINESTRING (114.1297733 22.503517, 114.1299302 22.5036564, 114.1301494 22.5038585)",2,,
637882117,1091173520,0,"[255289304, 147463908, 785326464, 785326463]",,unclassified,False,"[False, True]",448.2699999999999,"LINESTRING (114.1320499 22.5057234, 114.1321764 22.50577, 114.1322479 22.5057921, 114.1327406 22.5059874, 114.1335586 22.5062824, 114.133734 22.5063716, 114.134063 22.5065573, 114.1346343 22.506929, 114.1347342 22.507017, 114.1350238 22.5072851, 114.1350519 22.5073111, 114.1350759 22.5073364, 114.1355643 22.5078042, 114.1356586 22.5078809)",2,,yes
637882117,358333140,0,157735140,天平路 Tin Ping Road,tertiary,False,False,372.683,"LINESTRING (114.1320499 22.5057234, 114.1320268 22.5058218, 114.1318835 22.5064441, 114.1318604 22.5065527, 114.1318165 22.5066921, 114.1317665 22.5068102, 114.131702 22.5069727, 114.1316562 22.5070659, 114.1316047 22.5071426, 114.1314825 22.5072958, 114.1313666 22.5074149, 114.131148 22.5075661, 114.1309198 22.5076898, 114.1308328 22.5077329, 114.1301372 22.5080776, 114.1299519 22.5081786)",,,
637882117,358334697,0,"[443149130, 443149131, 443153038]",天平路 Tin Ping Road,tertiary,False,True,553.8979999999999,"LINESTRING (114.1320499 22.5057234, 114.1320723 22.5056462, 114.1321013 22.5055336, 114.1321984 22.5051569, 114.132305 22.5049438, 114.1324089 22.5048159, 114.1325158 22.5047201, 114.1328715 22.5045365, 114.1330988 22.5044123, 114.1331833 22.504361, 114.1336391 22.5040518, 114.133757 22.5039596, 114.1344703 22.5033187, 114.1345889 22.5032177, 114.1351319 22.5027346, 114.1351515 22.5027172, 114.1355569 22.5023673, 114.1355932 22.502336, 114.135604 22.5023268, 114.1356367 22.5022984, 114.1357009 22.502239)",2,,
637882117,5221716285,0,"[660088940, 539664782]",龍琛路 Lung Sum Avenue,tertiary,False,"[False, True]",150.389,"LINESTRING (114.1320499 22.5057234, 114.1318871 22.5056542, 114.1318651 22.5056417, 114.1317622 22.5055832, 114.1316635 22.5054862, 114.131537 22.5053152, 114.131405 22.5050743, 114.1312406 22.5048265, 114.1311435 22.5047056)",,,
1091173520,1110130540,0,95779642,,unclassified,False,False,38.65,"LINESTRING (114.1356586 22.5078809, 114.1358846 22.5081588)",1,,
1091173520,637882117,0,"[785326464, 147463908, 785326463, 255289304]",,unclassified,False,"[False, True]",448.27000000000004,"LINESTRING (114.1356586 22.5078809, 114.1355643 22.5078042, 114.1350759 22.5073364, 114.1350519 22.5073111, 114.1350238 22.5072851, 114.1347342 22.507017, 114.1346343 22.506929, 114.134063 22.5065573, 114.133734 22.5063716, 114.1335586 22.5062824, 114.1327406 22.5059874, 114.1322479 22.5057921, 114.1321764 22.50577, 114.1320499 22.5057234)",2,,yes
1110130540,1091173520,0,95779642,,unclassified,False,True,38.65,"LINESTRING (114.1358846 22.5081588, 114.1356586 22.5078809)",1,,
1449544112,5226359228,0,31976718,龍琛路 Lung Sum Avenue,secondary,True,False,17.55,"LINESTRING (114.1270373 22.5030626, 114.1271592 22.5030393, 114.1272051 22.5030333)",,circular,
1449544271,1449544112,0,131743029,龍琛路 Lung Sum Avenue,secondary,True,False,50.651,"LINESTRING (114.1267663 22.5027644, 114.1267631 22.5028383, 114.1267716 22.5029044, 114.126795 22.5029537, 114.1268455 22.5030107, 114.1269191 22.5030473, 114.1269782 22.503055, 114.1270373 22.5030626)",,circular,
1449544271,637882051,0,131743035,新運路 San Wan Road,secondary,True,False,42.662,"LINESTRING (114.1267663 22.5027644, 114.1266988 22.5028809, 114.1266731 22.5029411, 114.126661 22.5030096, 114.1266702 22.5031267)",,,
1449544294,1449544271,0,"[443149129, 837568740, 248038462]",新運路 San Wan Road,secondary,True,False,186.135,"LINESTRING (114.1280443 22.5015833, 114.1277878 22.5018052, 114.1273678 22.5021722, 114.1273312 22.5022074, 114.1273204 22.5022178, 114.1272042 22.5023216, 114.1271321 22.502386, 114.1268211 22.5026766, 114.1267663 22.5027644)",,circular,
1449544316,7369001381,0,"[50181752, 50181756, 930768612]","['龍運街 Lung Wan Street', '新運路 San Wan Road']",secondary,True,False,246.24900000000002,"LINESTRING (114.1284793 22.5017626, 114.1284756 22.5017144, 114.1284695 22.5016357, 114.1284666 22.5016117, 114.1284619 22.5015739, 114.1284575 22.5015298, 114.1284521 22.5014761, 114.1284599 22.5013855, 114.1284681 22.5013674, 114.1284853 22.5013298, 114.1285508 22.5012583, 114.1297615 22.5002426, 114.129772 22.5002338, 114.1297791 22.500228, 114.129801 22.50021, 114.1298111 22.5002009, 114.1298191 22.5001942, 114.1298254 22.5001889, 114.1298346 22.5001816, 114.1298475 22.5001713, 114.1298637 22.5001575, 114.1299006 22.5001298)",,,
1449544316,1449544294,0,131743039,新運路 San Wan Road,secondary,True,False,55.18899999999999,"LINESTRING (114.1284793 22.5017626, 114.1284373 22.501685, 114.1284074 22.5016347, 114.1283642 22.501604, 114.1283467 22.5015915, 114.1282744 22.5015759, 114.1282375 22.5015759, 114.1281751 22.5015759, 114.1280443 22.5015833)",,circular,
1599358635,637882077,0,528893612,馬適路 Ma Sik Road,secondary,True,False,13.109,"LINESTRING (114.1344963 22.5004229, 114.1344464 22.5003767, 114.1344061 22.5003395)",,intersection,
1599358687,637882095,0,846858426,馬會道 Jockey Club Road,primary,True,False,280.744,"LINESTRING (114.1340842 22.5006242, 114.1335448 22.5011633, 114.1328628 22.5019559, 114.1322868 22.5025236)",,,
1599358786,1599358786,0,146667525,智順里 Chi Shun Lane,residential,True,False,55.78900000000001,"LINESTRING (114.1328804 22.5013273, 114.1328584 22.5013621, 114.1328553 22.5013876, 114.132861 22.5014126, 114.1328749 22.5014348, 114.1328956 22.5014518, 114.132921 22.5014619, 114.1329486 22.5014642, 114.1329756 22.5014583, 114.1330105 22.5014341, 114.1330283 22.5013973, 114.1330246 22.5013571, 114.1330003 22.5013236, 114.1329614 22.5013053, 114.1329178 22.5013066, 114.1328804 22.5013273)",,,
1599358786,7369001322,0,788169174,智順里 Chi Shun Lane,residential,False,True,48.299,"LINESTRING (114.1328804 22.5013273, 114.1327749 22.5012477, 114.1325163 22.5010525)",,,
1599358847,358334697,0,146667670,天平路 Tin Ping Road,tertiary,False,False,8.048,"LINESTRING (114.1357636 22.5021956, 114.1357009 22.502239)",,,
1599358847,1599358635,0,448169053,馬適路 Ma Sik Road,secondary,True,False,236.374,"LINESTRING (114.1357636 22.5021956, 114.135695 22.5020952, 114.1356574 22.5020412, 114.1351859 22.501337, 114.1348493 22.5008599, 114.1344963 22.5004229)",2,,
1599358895,7491047783,0,146667529,智賢里 Chi Yin Lane,residential,False,False,97.285,"LINESTRING (114.1305358 22.5027358, 114.1305952 22.502787, 114.1306522 22.5028277, 114.1306731 22.5028415, 114.1306963 22.50285, 114.1307275 22.5028511, 114.1307565 22.5028457, 114.1307866 22.5028286, 114.1310022 22.5026181, 114.1310346 22.5025866, 114.1310934 22.5025291, 114.1311351 22.5025067, 114.1311802 22.5025013, 114.1312184 22.5025142, 114.1312717 22.5025505)",,,
1599358895,637882094,0,147463678,智昌路 Chi Cheong Road,tertiary,False,False,119.209,"LINESTRING (114.1305358 22.5027358, 114.1307117 22.5025599, 114.1309128 22.5023588, 114.1311063 22.5021652, 114.1313207 22.5019462)",,,
1599358895,1606824184,0,147463678,智昌路 Chi Cheong Road,tertiary,False,True,109.729,"LINESTRING (114.1305358 22.5027358, 114.1303781 22.5028954, 114.1303561 22.5029177, 114.1299687 22.5033096, 114.1299501 22.5033293, 114.1298204 22.5034685)",,,
1599359017,5221712401,0,50177996,馬會道 Jockey Club Road,secondary,True,False,22.318,"LINESTRING (114.1264615 22.5096881, 114.1264128 22.5094925)",2,,
1599359017,5221712404,0,539664756,天平路 Tin Ping Road,tertiary,True,False,33.855,"LINESTRING (114.1264615 22.5096881, 114.126527 22.5096296, 114.1265678 22.509594, 114.1265739 22.5095887, 114.1265909 22.5095848, 114.1267446 22.5095578)",,,
1606823930,7572063361,0,147463891,,residential,False,False,20.798000000000002,"LINESTRING (114.1233774 22.5014435, 114.1234 22.5014343, 114.1234233 22.5014269, 114.1234645 22.5014179, 114.1235189 22.5014167, 114.1235746 22.5014247)",2,,
1606823930,7572431450,0,809940907,,residential,False,False,160.24200000000002,"LINESTRING (114.1233774 22.5014435, 114.1233613 22.501283, 114.1233561 22.5012316, 114.1233368 22.5012081, 114.1233114 22.5011884, 114.1231888 22.5011462, 114.1230155 22.5011066, 114.1229793 22.5011066, 114.1227925 22.5011066, 114.1227377 22.5010905, 114.1225988 22.5010398, 114.1225404 22.5010355, 114.1223174 22.5011304, 114.122252 22.5011455, 114.1221598 22.5011627, 114.1221294 22.5011757, 114.1221076 22.501189)",1,,
1606823930,7572431495,0,809940907,,residential,False,True,186.51299999999995,"LINESTRING (114.1233774 22.5014435, 114.1233795 22.5014644, 114.1233947 22.501532, 114.123413 22.5016663, 114.123411 22.5017086, 114.1233914 22.5017482, 114.1232677 22.5018819, 114.1232515 22.5018945, 114.1231324 22.5019867, 114.1231229 22.5019941, 114.1231101 22.5020286, 114.1230981 22.5021218, 114.1230961 22.5021375, 114.1230902 22.5021731, 114.1230686 22.5022317, 114.1230389 22.5023122, 114.1230202 22.502363, 114.1230017 22.5023892, 114.1229922 22.5024029, 114.1229817 22.5024417, 114.1229817 22.502487, 114.1229814 22.5025023, 114.1229805 22.5025549, 114.1229641 22.5025808, 114.1229537 22.5025865, 114.1226264 22.502593, 114.1225644 22.502609, 114.122537 22.5026231)",1,,
1606824172,5084650541,0,521924022,彩園路 Choi Yuen Road,unclassified,True,False,14.107,"LINESTRING (114.1228099 22.5032338, 114.1227016 22.5033118)",,,
1606824184,637882097,0,147463683,智昌路 Chi Cheong Road,tertiary,False,True,7.245,"LINESTRING (114.1298204 22.5034685, 114.1297733 22.503517)",,,
1606824184,1599358895,0,147463678,智昌路 Chi Cheong Road,tertiary,False,False,109.729,"LINESTRING (114.1298204 22.5034685, 114.1299501 22.5033293, 114.1299687 22.5033096, 114.1303561 22.5029177, 114.1303781 22.5028954, 114.1305358 22.5027358)",,,
1606824184,637882088,0,"[248015419, 147463755]","['龍琛路 Lung Sum Avenue', '龍運街 Lung Wan Street']",secondary,True,False,146.874,"LINESTRING (114.1298204 22.5034685, 114.1295657 22.5032444, 114.1295276 22.503211, 114.12934 22.50305, 114.1290675 22.5028236, 114.1290082 22.5027767, 114.1287614 22.5025815)",2,,
1606824210,637864413,0,521921716,馬會道 Jockey Club Road,primary,True,False,9.33,"LINESTRING (114.1306085 22.504147, 114.1305479 22.5042095)",,,
1606824210,1606824184,0,147463753,龍琛路 Lung Sum Avenue,secondary,True,False,110.701,"LINESTRING (114.1306085 22.504147, 114.1305119 22.504075, 114.1298204 22.5034685)",2,,
1606824214,6694206553,0,"[147463780, 147463781, 50177991]",寶石湖路 Po Shek Wu Road,primary,True,False,266.825,"LINESTRING (114.1236791 22.5042317, 114.1237847 22.5043692, 114.1239655 22.5045779, 114.1242764 22.5048841, 114.1246184 22.5052215, 114.1250957 22.5057416, 114.1253346 22.5059768, 114.1253924 22.5060326)",2,,yes
1606824240,5377802903,0,147463948,,residential,False,True,74.83,"LINESTRING (114.125939 22.5043235, 114.1259258 22.5043044, 114.1258952 22.5042395, 114.1258874 22.5041572, 114.1258404 22.5036622)",,,
1606824240,1606824240,0,"[557635873, 147463844]",,residential,True,False,54.048,"LINESTRING (114.125939 22.5043235, 114.1259719 22.5043687, 114.1260308 22.5043984, 114.1260794 22.5044069, 114.1261104 22.504403, 114.126138 22.5043909, 114.1261563 22.504366, 114.1261624 22.5043476, 114.1261429 22.5043248, 114.125939 22.5043235)",,,
1606824249,1606824259,0,147463701,彩暉街 Choi Fai Street,residential,False,False,27.281,"LINESTRING (114.1229745 22.5045286, 114.1231628 22.5047016)",,,
1606824249,1606824214,0,147463699,彩暉街 Choi Fai Street,residential,True,False,82.24000000000001,"LINESTRING (114.1229745 22.5045286, 114.123099 22.5044969, 114.1233042 22.5043599, 114.1235081 22.5042374, 114.1235708 22.5042243, 114.1236239 22.5042179, 114.1236791 22.5042317)",,,
1606824249,1606824271,0,147463701,彩暉街 Choi Fai Street,residential,False,True,203.731,"LINESTRING (114.1229745 22.5045286, 114.1228859 22.504451, 114.1228096 22.5043794, 114.1227418 22.5043293, 114.1227259 22.5043272, 114.1226204 22.5043133, 114.122494 22.5043409, 114.1215518 22.5051528, 114.121457 22.5052275)",,,
1606824250,1606824271,0,147463704,彩發街 Choi Fat Street,residential,False,True,81.219,"LINESTRING (114.1209333 22.5046803, 114.1210362 22.5047872, 114.121457 22.5052275)",,,
1606824250,5043670116,0,"[147463712, 147463729]","['彩順街 Choi Shun Street', '彩園路 Choi Yuen Road']",residential,False,True,196.281,"LINESTRING (114.1209333 22.5046803, 114.1203473 22.5051598, 114.1202272 22.5052524, 114.1200772 22.5053681, 114.1200129 22.5054201, 114.1201054 22.5055185, 114.1204656 22.5059019)",,,
1606824250,5084650541,0,1017552251,彩園路 Choi Yuen Road,unclassified,False,False,237.293,"LINESTRING (114.1209333 22.5046803, 114.1212938 22.504378, 114.1222961 22.5035667, 114.1227016 22.5033118)",,,
1606824259,1606824249,0,147463701,彩暉街 Choi Fai Street,residential,False,True,27.281,"LINESTRING (114.1231628 22.5047016, 114.1229745 22.5045286)",,,
1606824271,598635647,0,147463704,彩發街 Choi Fat Street,residential,False,True,55.688,"LINESTRING (114.121457 22.5052275, 114.121805 22.5056115)",,,
1606824271,1606824249,0,147463701,彩暉街 Choi Fai Street,residential,False,False,203.73100000000002,"LINESTRING (114.121457 22.5052275, 114.1215518 22.5051528, 114.122494 22.5043409, 114.1226204 22.5043133, 114.1227259 22.5043272, 114.1227418 22.5043293, 114.1228096 22.5043794, 114.1228859 22.504451, 114.1229745 22.5045286)",,,
1606824271,1606824250,0,147463704,彩發街 Choi Fat Street,residential,False,False,81.219,"LINESTRING (114.121457 22.5052275, 114.1210362 22.5047872, 114.1209333 22.5046803)",,,
1606824309,598635647,0,147463707,彩發街 Choi Fat Street,residential,False,False,97.912,"LINESTRING (114.1212017 22.5062597, 114.121732 22.5058119, 114.121763 22.5057694, 114.1218005 22.5056937, 114.121805 22.5056115)",,,
1606824309,598635650,0,147463709,彩發街 Choi Fat Street,residential,True,False,38.688,"LINESTRING (114.1212017 22.5062597, 114.1211098 22.5063373, 114.1210883 22.5064067, 114.1211527 22.506476, 114.1212278 22.506476)",,,
1606824347,1606824353,0,50177987,新豐路 San Fung Avenue,tertiary,True,False,102.277,"LINESTRING (114.1270853 22.506832, 114.1271007 22.5070137, 114.1271048 22.5070642, 114.1271264 22.5071615, 114.1271544 22.5071974, 114.1272157 22.5072348, 114.1272773 22.5072451, 114.1273408 22.5072359, 114.1273881 22.5072092, 114.1274309 22.5071578, 114.1274789 22.5070739, 114.1275516 22.5069428)",,,
1606824353,637864260,0,801933075,,tertiary,True,False,36.513000000000005,"LINESTRING (114.1275516 22.5069428, 114.1275793 22.5069168, 114.1276163 22.5069026, 114.1276471 22.5068962, 114.127681 22.5069033, 114.127711 22.5069175, 114.1277357 22.5069396, 114.1277557 22.5069709, 114.1277765 22.5070157, 114.1277825 22.5070348, 114.1277834 22.5070605)",,,
1606824353,7500882174,0,957107457,新豐路 San Fung Avenue,tertiary_link,True,False,15.876,"LINESTRING (114.1275516 22.5069428, 114.1275544 22.5069222, 114.1275498 22.5069023, 114.1275352 22.5068774, 114.1275067 22.5068453, 114.1274793 22.506826)",,,
1606824362,1606824569,0,147463676,卓運街 Cheuk Wan Street,residential,False,False,96.946,"LINESTRING (114.121559 22.5069481, 114.121633 22.5070265, 114.1221795 22.507605)",,,
1606824362,1606824636,0,"[147463810, 147463796]","['新寶街 San Po Street', '新運路 San Wan Road']",unclassified,False,False,195.465,"LINESTRING (114.121559 22.5069481, 114.1208593 22.507521, 114.1214925 22.5081972)",,,
1606824362,637882055,0,147463810,新運路 San Wan Road,unclassified,False,True,591.086,"LINESTRING (114.121559 22.5069481, 114.1227541 22.5059244, 114.1243612 22.5045957, 114.1244478 22.5045199, 114.1244525 22.5045159, 114.1255099 22.5036129, 114.1258125 22.5033686)",,,
1606824413,637882059,0,147463816,上水東慶路 Sheung Shui Tung Hing Road,unclassified,False,True,401.645,"LINESTRING (114.1246629 22.5071837, 114.1246463 22.507179, 114.1244081 22.5071012, 114.1243533 22.5071037, 114.1243077 22.5071174, 114.1241265 22.5072914, 114.123851 22.5074074, 114.1236731 22.5074317, 114.123611 22.5074396, 114.1234565 22.5074644, 114.1233775 22.5074871, 114.1232851 22.5075319, 114.1232141 22.507587, 114.1231578 22.5076724, 114.1231272 22.5077817, 114.1231266 22.5079446, 114.123146 22.5080918, 114.1231336 22.5082032, 114.1230818 22.5083216, 114.123007 22.5084136, 114.1229235 22.508471, 114.1223169 22.5086812, 114.122239 22.5087011, 114.1221677 22.5087084, 114.1220708 22.5087, 114.1219833 22.5086583, 114.1218778 22.5085713, 114.1218045 22.5085074)",,,
1606824569,1606824636,0,147463750,嘉富坊 Ka Fu Close,residential,False,True,96.523,"LINESTRING (114.1221795 22.507605, 114.1214925 22.5081972)",,,
1606824569,1606824362,0,147463676,卓運街 Cheuk Wan Street,residential,False,True,96.946,"LINESTRING (114.1221795 22.507605, 114.121633 22.5070265, 114.121559 22.5069481)",,,
1606824569,5472782249,0,147463750,嘉富坊 Ka Fu Close,residential,False,False,293.603,"LINESTRING (114.1221795 22.507605, 114.1230377 22.5068929, 114.1231379 22.5068072, 114.1233171 22.5066387, 114.1238273 22.5061724, 114.1240435 22.5060147, 114.1241027 22.5060066, 114.1241414 22.5060094, 114.1241897 22.5060268, 114.1243118 22.5061343)",,,
1606824636,1606824569,0,147463750,嘉富坊 Ka Fu Close,residential,False,False,96.523,"LINESTRING (114.1214925 22.5081972, 114.1221795 22.507605)",,,
1606824636,637882059,0,147463796,新寶街 San Po Street,unclassified,False,False,47.096999999999994,"LINESTRING (114.1214925 22.5081972, 114.1217214 22.5084311, 114.1218045 22.5085074)",,,
1606824636,1606824362,0,"[147463810, 147463796]","['新寶街 San Po Street', '新運路 San Wan Road']",unclassified,False,True,195.465,"LINESTRING (114.1214925 22.5081972, 114.1208593 22.507521, 114.121559 22.5069481)",,,
1606824701,1606824734,0,147463741,鳳南里 Fung Nam Lane,residential,False,True,52.06999999999999,"LINESTRING (114.127476 22.5087166, 114.1270924 22.5088113, 114.1270659 22.5088178, 114.1269863 22.5088375)",,,
1606824701,358333211,0,147463742,鳳南路 Fung Nam Road,residential,False,False,75.62,"LINESTRING (114.127476 22.5087166, 114.12761 22.5092247, 114.127655 22.5093762)",,,
1606824701,358333140,0,"[31976873, 668664444, 147463742]",鳳南路 Fung Nam Road,residential,False,True,407.89500000000004,"LINESTRING (114.127476 22.5087166, 114.12741 22.5083814, 114.1274039 22.5082518, 114.1274181 22.5081739, 114.1274476 22.5080687, 114.127522 22.5079763, 114.1276015 22.507918, 114.1278298 22.5078012, 114.1281639 22.5076346, 114.1282077 22.5076142, 114.1283833 22.5075324, 114.12842 22.5075165, 114.1289406 22.5072716, 114.129028 22.5072594, 114.12915 22.5072603, 114.1292435 22.5072828, 114.1293717 22.5073606, 114.1294702 22.5074612, 114.129584 22.5076293, 114.1295975 22.5076489, 114.1298289 22.5079852, 114.1299519 22.5081786)",,,
1606824734,1606824701,0,147463741,鳳南里 Fung Nam Lane,residential,False,False,52.06999999999999,"LINESTRING (114.1269863 22.5088375, 114.1270659 22.5088178, 114.1270924 22.5088113, 114.127476 22.5087166)",,,
2418770847,598635496,0,521924021,彩園路 Choi Yuen Road,secondary,True,False,63.689,"LINESTRING (114.1241717 22.5030702, 114.124044 22.5030976, 114.123773 22.5031171, 114.1237416 22.503117, 114.1236873 22.5031171, 114.123556 22.5031204)",,,
2418770847,7151183331,0,"[147463714, 975183754, 765688273, 668664439, 765696343]",彩園路 Choi Yuen Road,secondary,False,True,441.588,"LINESTRING (114.1241717 22.5030702, 114.1242722 22.5030256, 114.1243477 22.5029911, 114.1245733 22.5028847, 114.124672 22.5028313, 114.1248111 22.5027606, 114.1250464 22.5026396, 114.1250539 22.5026358, 114.125304 22.5025129, 114.125506 22.5024112, 114.1258096 22.5022462, 114.1258628 22.502218, 114.1262315 22.5020224, 114.1263768 22.501952, 114.1266744 22.5017856, 114.1268983 22.5016356, 114.127113 22.5014716, 114.127143 22.5014483, 114.1273147 22.5013047, 114.1273403 22.5012834, 114.1273589 22.5012679, 114.1274421 22.5011984, 114.1274575 22.5011855, 114.1275033 22.5011473, 114.1275421 22.5011149, 114.1276583 22.5010086, 114.1277597 22.5009213)",2,,
2609917525,637882094,0,147463684,智明街 Chi Ming Street,residential,False,True,95.75400000000002,"LINESTRING (114.1319852 22.50255, 114.1315702 22.5021693, 114.1314074 22.5020256, 114.1313818 22.5020008, 114.1313207 22.5019462)",,,
2609917525,2609917661,0,255289098,智明街 Chi Ming Street,residential,True,False,30.899,"LINESTRING (114.1319852 22.50255, 114.1320068 22.5026309, 114.1320159 22.5027278, 114.1319922 22.5028226)",,,
2609917661,1606824210,0,846858426,馬會道 Jockey Club Road,primary,True,False,204.692,"LINESTRING (114.1319922 22.5028226, 114.1314765 22.5033219, 114.1314536 22.5033446, 114.1311856 22.5036097, 114.1306832 22.5040768, 114.1306085 22.504147)",,,
5043670116,1606824250,0,"[147463712, 147463729]","['彩園路 Choi Yuen Road', '彩順街 Choi Shun Street']",residential,False,False,196.281,"LINESTRING (114.1204656 22.5059019, 114.1201054 22.5055185, 114.1200129 22.5054201, 114.1200772 22.5053681, 114.1202272 22.5052524, 114.1203473 22.5051598, 114.1209333 22.5046803)",,,
5084650532,5084650536,0,521924019,彩園路 Choi Yuen Road,secondary,True,False,15.049,"LINESTRING (114.1234074 22.5031936, 114.1235537 22.5032005)",,,
5084650532,1606824214,0,147463781,寶石湖路 Po Shek Wu Road,primary,True,False,120.227,"LINESTRING (114.1234074 22.5031936, 114.1234053 22.5033356, 114.1234366 22.5036, 114.123468 22.5037392, 114.1234869 22.5038035, 114.1235269 22.5039216, 114.123554 22.5039879, 114.1236791 22.5042317)",,,
5084650536,598635496,0,521924017,寶石湖路 Po Shek Wu Road,primary,True,False,8.91,"LINESTRING (114.1235537 22.5032005, 114.123556 22.5031204)",,,
5084650536,2418770847,0,521924020,彩園路 Choi Yuen Road,secondary,True,False,66.128,"LINESTRING (114.1235537 22.5032005, 114.1236779 22.5032007, 114.1237434 22.5031942, 114.1240219 22.5031444, 114.1241717 22.5030702)",,,
5084650541,5084650532,0,521924023,彩園路 Choi Yuen Road,unclassified,True,False,74.86200000000001,"LINESTRING (114.1227016 22.5033118, 114.1228692 22.5032576, 114.1231102 22.5031893, 114.1232419 22.5031769, 114.1232915 22.5031783, 114.1234074 22.5031936)",,,
5084650541,1606824250,0,1017552251,彩園路 Choi Yuen Road,unclassified,False,True,237.293,"LINESTRING (114.1227016 22.5033118, 114.1222961 22.5035667, 114.1212938 22.504378, 114.1209333 22.5046803)",,,
5138656102,5138656090,0,528899485,粉嶺樓路 Fan Leng Lau Road,tertiary,True,False,11.99,"LINESTRING (114.1399327 22.5024176, 114.1399897 22.5025117)",2,,
5138656102,1599358847,0,146667592,馬適路 Ma Sik Road,secondary,True,False,521.0409999999999,"LINESTRING (114.1399327 22.5024176, 114.1398361 22.5024676, 114.1392488 22.5027714, 114.1379186 22.5034596, 114.1378451 22.5034854, 114.1377642 22.50351, 114.1377213 22.5035192, 114.1376813 22.5035277, 114.137625 22.503535, 114.137597 22.5035386, 114.137512 22.5035424, 114.1374271 22.5035392, 114.1373381 22.5035283, 114.1372596 22.5035119, 114.1371784 22.503488, 114.1371 22.5034574, 114.1370248 22.5034205, 114.1369535 22.5033776, 114.1368867 22.5033289, 114.1368258 22.5032745, 114.1364488 22.5028966, 114.1359665 22.5024131, 114.1359351 22.5023819, 114.1358833 22.5023306, 114.1358642 22.5023098, 114.1357636 22.5021956)",2,,
5221254563,7502520963,0,146667669,天平里 Tin Ping Lane,residential,False,False,67.332,"LINESTRING (114.1322335 22.5026921, 114.1323062 22.5027517, 114.1323306 22.502773, 114.1325458 22.5029565, 114.1325612 22.5029695, 114.1327107 22.503107)",,,
5221254563,637882076,0,147463748,馬會道 Jockey Club Road,primary,True,False,330.724,"LINESTRING (114.1322335 22.5026921, 114.1323461 22.5025801, 114.1329385 22.5019942, 114.1336186 22.5012092, 114.134319 22.5005661, 114.1344073 22.5005051)",,,
5221712401,637864527,0,668664449,馬會道 Jockey Club Road,secondary,True,False,212.57800000000003,"LINESTRING (114.1264128 22.5094925, 114.1264091 22.5094814, 114.1263544 22.5092472, 114.1263485 22.5090379, 114.1263634 22.5088067, 114.1263747 22.5087421, 114.1264062 22.5085615, 114.1264911 22.5083142, 114.1266053 22.5080545, 114.1266964 22.5078821, 114.1268737 22.5077072)",2,,
5221712404,5221712401,0,539664755,天平路 Tin Ping Road,tertiary,True,False,35.1,"LINESTRING (114.1267446 22.5095578, 114.1266611 22.5095565, 114.1265712 22.5095378, 114.1265444 22.5095322, 114.1265243 22.509528, 114.1264128 22.5094925)",,,
5221712404,358333211,0,800614954,天平路 Tin Ping Road,tertiary,False,True,95.675,"LINESTRING (114.1267446 22.5095578, 114.1274111 22.5094247, 114.127655 22.5093762)",,,
5221716285,6028023399,0,539664784,龍琛路 Lung Sum Avenue,tertiary,True,False,72.859,"LINESTRING (114.1311435 22.5047056, 114.1310813 22.5045865, 114.1307946 22.504305, 114.1307889 22.5042996, 114.1307639 22.5042786, 114.1306857 22.5042128)",2,,
5221716285,637882117,0,"[660088940, 539664782]",龍琛路 Lung Sum Avenue,tertiary,False,"[False, True]",150.38899999999998,"LINESTRING (114.1311435 22.5047056, 114.1312406 22.5048265, 114.131405 22.5050743, 114.131537 22.5053152, 114.1316635 22.5054862, 114.1317622 22.5055832, 114.1318651 22.5056417, 114.1318871 22.5056542, 114.1320499 22.5057234)",,,
5226359228,6611408864,0,"[248037417, 31976718]",龍琛路 Lung Sum Avenue,secondary,True,False,144.96599999999998,"LINESTRING (114.1272051 22.5030333, 114.1272516 22.5030272, 114.1272924 22.5030229, 114.1273579 22.5030201, 114.1275076 22.5030205, 114.127611 22.5030217, 114.1280005 22.5029936, 114.1282869 22.5029729, 114.1283038 22.5029717, 114.1283155 22.5029708, 114.1285019 22.5029538, 114.1286119 22.5029443)",2,circular,
5226359296,637864671,0,680842299,新豐路 San Fung Avenue,tertiary,False,False,8.744,"LINESTRING (114.1268983 22.5053945, 114.1268957 22.5053159)",,,
5226359296,637864177,0,"[147463792, 147463788]",新豐路 San Fung Avenue,tertiary,False,True,37.668,"LINESTRING (114.1268983 22.5053945, 114.1269005 22.5054629, 114.1269371 22.5057311)",,,
5226359296,637864176,0,801925727,新康街 San Hong Street,unclassified,True,False,67.331,"LINESTRING (114.1268983 22.5053945, 114.1270302 22.5053929, 114.1273911 22.5053638, 114.1274664 22.5053548, 114.1274812 22.5053462, 114.1275386 22.5053128)",,,
5377802903,1606824240,0,147463948,,residential,False,False,74.82999999999998,"LINESTRING (114.1258404 22.5036622, 114.1258874 22.5041572, 114.1258952 22.5042395, 114.1259258 22.5043044, 114.125939 22.5043235)",,,
5377802903,637882055,0,147463948,,residential,False,True,32.772,"LINESTRING (114.1258404 22.5036622, 114.1258177 22.5034229, 114.1258125 22.5033686)",,,
5377802903,637882053,0,557635870,,residential,True,False,62.312000000000005,"LINESTRING (114.1258404 22.5036622, 114.1258956 22.5035081, 114.1259627 22.5033694, 114.1260109 22.5033241, 114.1260525 22.5032851, 114.1261616 22.5032064)",,,
