u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes,tunnel
6562282567,6562282573,0,698827759,False,,living_street,True,44.218,"LINESTRING (114.0109432 22.5415373, 114.0113483 22.541672)",,
6562282567,6562282569,0,1080294601,False,竹香三路,residential,False,27.839,"LINESTRING (114.0109432 22.5415373, 114.0110296 22.5413)",,
6562282567,6562282565,0,1080294601,False,竹香三路,residential,True,30.782,"LINESTRING (114.0109432 22.5415373, 114.0108544 22.5418017)",,
6562282568,6562269874,0,698827748,False,,living_street,False,24.923,"LINESTRING (114.0123952 22.5416881, 114.0124694 22.5414747)",,
6562282568,6562282566,0,698827748,False,,living_street,True,33.171,"LINESTRING (114.0123952 22.5416881, 114.012296 22.541972)",,
6562282568,6562282571,0,698827760,False,,living_street,False,59.065,"LINESTRING (114.0123952 22.5416881, 114.0118473 22.5415266)",,
6562282569,6562282572,0,698827760,False,,living_street,True,43.437,"LINESTRING (114.0110296 22.5413, 114.0114368 22.5414056)",,
6562282569,2528818921,0,1080294601,False,竹香三路,residential,False,27.847,"LINESTRING (114.0110296 22.5413, 114.0110973 22.5410575)",,
6562282569,6562282567,0,1080294601,False,竹香三路,residential,True,27.839,"LINESTRING (114.0110296 22.5413, 114.0109432 22.5415373)",,
6562282571,6562269867,0,698827749,False,,living_street,False,25.464,"LINESTRING (114.0118473 22.5415266, 114.0119229 22.5413085)",,
6562282571,6562282574,0,698827749,False,,living_street,True,31.922,"LINESTRING (114.0118473 22.5415266, 114.0117542 22.5418005)",,
6562282571,6562282572,0,698827760,False,,living_street,False,44.253,"LINESTRING (114.0118473 22.5415266, 114.0114368 22.5414056)",,
6562282571,6562282568,0,698827760,False,,living_street,True,59.065,"LINESTRING (114.0118473 22.5415266, 114.0123952 22.5416881)",,
6562282572,6562269870,0,698827750,False,,living_street,False,25.871,"LINESTRING (114.0114368 22.5414056, 114.0115115 22.5411834)",,
6562282572,6562282573,0,698827750,False,,living_street,True,30.985,"LINESTRING (114.0114368 22.5414056, 114.0113483 22.541672)",,
6562282572,6562282569,0,698827760,False,,living_street,False,43.437,"LINESTRING (114.0114368 22.5414056, 114.0110296 22.5413)",,
6562282572,6562282571,0,698827760,False,,living_street,True,44.253,"LINESTRING (114.0114368 22.5414056, 114.0118473 22.5415266)",,
6562282573,6562282572,0,698827750,False,,living_street,False,30.985,"LINESTRING (114.0113483 22.541672, 114.0114368 22.5414056)",,
6562282573,6562282576,0,698827750,False,,living_street,True,30.486,"LINESTRING (114.0113483 22.541672, 114.0112612 22.5419341)",,
6562282573,6562282567,0,698827759,False,,living_street,False,44.218,"LINESTRING (114.0113483 22.541672, 114.0109432 22.5415373)",,
6562282573,6562282574,0,698827759,False,,living_street,True,44.067,"LINESTRING (114.0113483 22.541672, 114.0117542 22.5418005)",,
6562282574,6562282571,0,698827749,False,,living_street,False,31.922,"LINESTRING (114.0117542 22.5418005, 114.0118473 22.5415266)",,
6562282574,6562282575,0,698827749,False,,living_street,True,30.603,"LINESTRING (114.0117542 22.5418005, 114.011665 22.5420631)",,
6562282574,6562282573,0,698827759,False,,living_street,False,44.067,"LINESTRING (114.0117542 22.5418005, 114.0113483 22.541672)",,
6562282574,6562282566,0,698827759,False,,living_street,True,58.82,"LINESTRING (114.0117542 22.5418005, 114.012296 22.541972)",,
6562282575,6562282574,0,698827749,False,,living_street,False,30.603,"LINESTRING (114.011665 22.5420631, 114.0117542 22.5418005)",,
6562282575,6562282577,0,698827749,False,,living_street,True,32.062,"LINESTRING (114.011665 22.5420631, 114.0115715 22.5423382)",,
6562282575,6562282576,0,698827758,False,,living_street,False,43.881,"LINESTRING (114.011665 22.5420631, 114.0112612 22.5419341)",,
6562282575,6562282564,0,698827758,False,,living_street,True,58.583,"LINESTRING (114.011665 22.5420631, 114.0122041 22.5422353)",,
6562282576,6562282573,0,698827750,False,,living_street,False,30.486,"LINESTRING (114.0112612 22.5419341, 114.0113483 22.541672)",,
6562282576,6562282578,0,698827750,False,,living_street,True,32.16,"LINESTRING (114.0112612 22.5419341, 114.011169 22.5422105)",,
6562282576,6562282565,0,698827758,False,,living_street,False,44.296,"LINESTRING (114.0112612 22.5419341, 114.0108544 22.5418017)",,
6562282576,6562282575,0,698827758,False,,living_street,True,43.881,"LINESTRING (114.0112612 22.5419341, 114.011665 22.5420631)",,
6562282577,6562282575,0,698827749,False,,living_street,False,32.062,"LINESTRING (114.0115715 22.5423382, 114.011665 22.5420631)",,
6562282577,2528818863,0,698827749,False,,living_street,True,37.473,"LINESTRING (114.0115715 22.5423382, 114.0114837 22.5426653)",,
6562282577,6562282578,0,698827757,False,,living_street,False,43.707,"LINESTRING (114.0115715 22.5423382, 114.011169 22.5422105)",,
6562282577,6562282562,0,698827757,False,,living_street,True,58.323,"LINESTRING (114.0115715 22.5423382, 114.0121086 22.5425086)",,
6562282578,6562282576,0,698827750,False,,living_street,False,32.16,"LINESTRING (114.011169 22.5422105, 114.0112612 22.5419341)",,
6562282578,6562269869,0,698827750,False,,living_street,True,38.499,"LINESTRING (114.011169 22.5422105, 114.0110743 22.5425455)",,
6562282578,6562282563,0,698827757,False,,living_street,False,43.884,"LINESTRING (114.011169 22.5422105, 114.0107655 22.5420806)",,
6562282578,6562282577,0,698827757,False,,living_street,True,43.707,"LINESTRING (114.011169 22.5422105, 114.0115715 22.5423382)",,
6824083306,2528818956,0,245746016,False,红荔西路,secondary,False,86.061,"LINESTRING (114.0092027 22.5419976, 114.0100015 22.5422315)",,
6824083306,9903471998,0,245746016,False,红荔西路,secondary,True,70.856,"LINESTRING (114.0092027 22.5419976, 114.008545 22.5418051)",,
6824083306,5187498614,0,728214522,False,建业六街,residential,False,266.73900000000003,"LINESTRING (114.0092027 22.5419976, 114.0086409 22.5435972, 114.0084013 22.5442794)",,
7510707047,2532185279,0,246141476,False,,residential,False,95.478,"LINESTRING (114.0007328 22.54744, 114.0006173 22.548292)",,
7510707047,2532185335,0,246141476,False,,residential,True,57.797,"LINESTRING (114.0007328 22.54744, 114.0008014 22.5469241)",,
7510707047,7510707066,0,802925007,False,,residential,True,70.595,"LINESTRING (114.0007328 22.54744, 114.000173 22.5473801, 114.0001052 22.5473568, 114.0000662 22.5473257)",,
7510707051,7510707066,0,802925008,False,,residential,True,12.427,"LINESTRING (114.0000521 22.5474367, 114.0000662 22.5473257)",,
7510707057,2528997197,0,802925008,False,,residential,True,15.468,"LINESTRING (114.0000893 22.546987, 114.0001166 22.5468502)",,
7510707057,7510707064,0,802925011,False,,residential,False,6.305,"LINESTRING (114.0000893 22.546987, 114.0000283 22.5469806)",,
7510707057,7510707065,0,802925008,False,,residential,False,34.586,"LINESTRING (114.0000893 22.546987, 114.0000589 22.5472201, 114.0000558 22.5472963)",,
7510707063,7510707064,0,802925014,False,,residential,True,21.92,"LINESTRING (114.0000045 22.5471765, 114.0000283 22.5469806)",,
7510707064,2528997197,0,802925011,False,,residential,False,17.102,"LINESTRING (114.0000283 22.5469806, 114.0001166 22.5468502)",,
7510707064,7510707057,0,802925011,False,,residential,True,6.305,"LINESTRING (114.0000283 22.5469806, 114.0000893 22.546987)",,
7510707064,7510707063,0,802925014,False,,residential,False,21.92,"LINESTRING (114.0000283 22.5469806, 114.0000045 22.5471765)",,
7510707065,7510707066,0,802925008,False,,residential,False,3.439,"LINESTRING (114.0000558 22.5472963, 114.0000662 22.5473257)",,
7510707065,7510707057,0,802925008,False,,residential,True,34.586,"LINESTRING (114.0000558 22.5472963, 114.0000589 22.5472201, 114.0000893 22.546987)",,
7510707066,7510707051,0,802925008,False,,residential,False,12.427,"LINESTRING (114.0000662 22.5473257, 114.0000521 22.5474367)",,
7510707066,7510707065,0,802925008,False,,residential,True,3.439,"LINESTRING (114.0000662 22.5473257, 114.0000558 22.5472963)",,
7510707066,7510707047,0,802925007,False,,residential,False,70.595,"LINESTRING (114.0000662 22.5473257, 114.0001052 22.5473568, 114.000173 22.5473801, 114.0007328 22.54744)",,
7987093029,9906912237,0,246141489,False,春田路,residential,False,221.04700000000003,"LINESTRING (114.0149916 22.5482119, 114.0148864 22.5481453, 114.014842 22.5481171, 114.0133317 22.5471599, 114.0132844 22.5471346, 114.0132111 22.5470955)",,
7987093029,7987093033,0,1080860971,True,农园路,secondary,False,318.44399999999996,"LINESTRING (114.0149916 22.5482119, 114.0150858 22.5480783, 114.0162324 22.546452, 114.0163842 22.5462116, 114.0165034 22.5460044, 114.0165373 22.5459389, 114.0165712 22.5458735, 114.0166161 22.5457763)",2,
7987093033,9906874968,0,1080860971,True,农园路,secondary,False,128.365,"LINESTRING (114.0166161 22.5457763, 114.0166837 22.5456302, 114.0168177 22.5453001, 114.0169268 22.5449742, 114.0170153 22.5446836)",2,
7987093033,9906911249,0,1080860985,False,丰田路,residential,False,245.75700000000003,"LINESTRING (114.0166161 22.5457763, 114.0164907 22.5457452, 114.016428 22.5457296, 114.0145048 22.54525, 114.014462 22.5452378, 114.0143078 22.5451938)",2,
7987093225,2532185284,0,246141498,False,,living_street,True,167.048,"LINESTRING (114.0135703 22.5449756, 114.0132895 22.5457887, 114.0132003 22.545835, 114.0130105 22.5463609)",,
7987093225,9906911275,0,1080860985,False,丰田路,residential,False,194.231,"LINESTRING (114.0135703 22.5449756, 114.0119999 22.5445033, 114.0119473 22.5444876, 114.0117718 22.5444352)",2,
7987093225,9906911248,0,1080860985,False,丰田路,residential,True,72.921,"LINESTRING (114.0135703 22.5449756, 114.0140655 22.5451246, 114.0141134 22.5451383, 114.0142463 22.5451762)",2,
7987093241,2532185269,0,246141479,False,,living_street,False,85.144,"LINESTRING (114.0109065 22.5450977, 114.011214 22.5443866)",,
7987093241,2532185269,1,856642332,False,,living_street,True,187.102,"LINESTRING (114.0109065 22.5450977, 114.0108703 22.5450753, 114.0108426 22.5450625, 114.0108132 22.5450559, 114.0104552 22.5450376, 114.0104312 22.545032, 114.010409 22.5450215, 114.0103916 22.545006, 114.0103796 22.544986, 114.0103775 22.5449649, 114.0103799 22.5449404, 114.0106252 22.5444392, 114.0106443 22.5444131, 114.0106644 22.5443955, 114.0106962 22.5443828, 114.0107299 22.5443778, 114.01077 22.5443775, 114.011214 22.5443866)",,
7987093241,2532185343,0,246141479,False,,living_street,True,12.942,"LINESTRING (114.0109065 22.5450977, 114.0108626 22.5452068)",,
7987093250,9906911281,0,96334002,True,红荔西路,secondary,False,83.802,"LINESTRING (114.0135677 22.543435, 114.012792 22.5432011)",4,
7987093250,2532185304,0,246141474,False,,residential,False,68.432,"LINESTRING (114.0135677 22.543435, 114.0133655 22.5440214)",,
7987093265,7987093274,0,96337886,True,,secondary_link,False,79.39599999999999,"LINESTRING (114.0166054 22.5439988, 114.0167568 22.5439864, 114.0168952 22.5439538, 114.0170135 22.5439013, 114.0171016 22.543838, 114.0171723 22.5437681, 114.0172366 22.5436618)",1,
7987093265,9906876239,0,1080867518,True,红荔西路,secondary,False,56.848,"LINESTRING (114.0166054 22.5439988, 114.016986 22.5440691, 114.0170447 22.5440788, 114.0171488 22.5440961)",4,
7987093274,9906899032,0,996247112,True,农园路,secondary,False,180.373,"LINESTRING (114.0172366 22.5436618, 114.0173292 22.5432035, 114.0175195 22.5422614, 114.0175398 22.5421944, 114.017577 22.5420711)",2,
7987093282,9902028281,0,1080863506,True,红荔西路,secondary,False,79.601,"LINESTRING (114.0127639 22.5430802, 114.0135011 22.5433013)",4,
7987093283,9906911241,0,393889270,True,农轩路,tertiary,False,30.482,"LINESTRING (114.0149171 22.5434085, 114.0148844 22.5435015, 114.014864 22.5435644, 114.0148295 22.5436704)",,
7987093283,7987093294,0,856642333,True,,secondary_link,False,47.282000000000004,"LINESTRING (114.0149171 22.5434085, 114.0149209 22.5434779, 114.0149379 22.5435297, 114.0149654 22.5435865, 114.0150121 22.5436482, 114.0150791 22.5436948, 114.0151637 22.5437322)",,
7987093294,7987093265,0,1080867506,True,红荔西路,secondary,False,150.99900000000002,"LINESTRING (114.0151637 22.5437322, 114.0155344 22.5438007, 114.0166054 22.5439988)",4,
7987093309,9906911239,0,856642329,True,农轩路,tertiary,False,35.885999999999996,"LINESTRING (114.0146269 22.54407, 114.0146726 22.5439374, 114.0146913 22.543881, 114.0147309 22.5437619)",2,
7987093309,7987093319,0,856642334,True,,secondary_link,False,51.603,"LINESTRING (114.0146269 22.54407, 114.0146282 22.5439837, 114.0146188 22.543922, 114.0145953 22.5438626, 114.0145556 22.5437985, 114.0144919 22.5437383, 114.0144058 22.5436878)",,
7987093319,7987093250,0,96334002,True,红荔西路,secondary,False,90.546,"LINESTRING (114.0144058 22.5436878, 114.0135677 22.543435)",4,
7987093330,9906899107,0,856642335,True,,secondary_link,False,60.282999999999994,"LINESTRING (114.0143376 22.5435522, 114.0144447 22.5435663, 114.0145287 22.543569, 114.0146098 22.5435606, 114.0146863 22.5435364, 114.0147495 22.5435027, 114.0148086 22.5434535, 114.014855 22.5433936)",,
7987093330,9906911240,0,1080867511,True,红荔西路,secondary,False,45.562999999999995,"LINESTRING (114.0143376 22.5435522, 114.0145736 22.543623, 114.0146454 22.5436363, 114.0147653 22.5436585)",4,
7987093361,9906911249,0,393889270,True,农轩路,tertiary,False,127.97399999999999,"LINESTRING (114.0146874 22.5440976, 114.0143726 22.5450067, 114.0143573 22.5450509, 114.0143078 22.5451938)",,
7988360992,6562269874,0,698827751,False,建业二街,residential,False,22.615,"LINESTRING (114.0126786 22.5415382, 114.0124694 22.5414747)",,
8481330415,9906899106,0,996188228,False,,tertiary_link,True,6.729,"LINESTRING (114.0150572 22.543009, 114.0149983 22.5429825)",1,
8481330415,7987093283,0,1080867507,True,农轩路,tertiary,False,46.694,"LINESTRING (114.0150572 22.543009, 114.0149171 22.5434085)",,
8986992861,9906911296,0,1080867504,True,农林路,secondary,False,18.622,"LINESTRING (114.0066007 22.549376, 114.0067585 22.5492935)",4,
8986992861,582492781,0,633620741,True,侨香路,primary,False,64.677,"LINESTRING (114.0066007 22.549376, 114.0064426 22.5492105, 114.006174 22.5489483)",,
8986992863,8986992870,0,96334315,True,农林路,secondary,False,99.546,"LINESTRING (114.0081281 22.5486761, 114.0072841 22.5491164)",4,
8986992870,2528997176,0,245769067,True,,primary_link,False,77.33600000000001,"LINESTRING (114.0072841 22.5491164, 114.0072461 22.5491436, 114.007216 22.5491721, 114.0071878 22.5492068, 114.0071616 22.5492476, 114.0071382 22.5492941, 114.0071207 22.5493399, 114.0071038 22.5493988, 114.0070956 22.5494494, 114.0070882 22.5495149, 114.0070982 22.5496106, 114.0071275 22.5497546)",,
8986992870,5269756013,0,996657790,True,农林路,secondary,False,54.480000000000004,"LINESTRING (114.0072841 22.5491164, 114.0070235 22.5492523, 114.0069795 22.549276, 114.0068237 22.5493598)",,
8986992871,8986992861,0,996750288,True,侨香路,primary,False,9.799,"LINESTRING (114.0066623 22.5494433, 114.0066007 22.549376)",,
8986992871,8986992876,0,971043221,True,侨香三道,tertiary,False,49.498000000000005,"LINESTRING (114.0066623 22.5494433, 114.0065082 22.5495337, 114.0064648 22.5495592, 114.0062607 22.5496893)",2,
8986992882,1342322984,0,633620739,True,,secondary_link,False,106.964,"LINESTRING (114.0061883 22.549644, 114.0062071 22.5495953, 114.0062151 22.5495619, 114.0062186 22.5495278, 114.0062184 22.5494926, 114.0062119 22.5494436, 114.0061951 22.5493922, 114.0061623 22.5493416, 114.0056742 22.5488809)",,
8986992882,8986992861,0,971043222,True,侨香三道,tertiary,False,51.788999999999994,"LINESTRING (114.0061883 22.549644, 114.006397 22.549512, 114.006462 22.5494696, 114.0066007 22.549376)",2,
8986992902,1342323044,0,633620723,True,,secondary,False,90.899,"LINESTRING (114.0039859 22.5475441, 114.0038247 22.5474649, 114.0036464 22.5473906, 114.003472 22.5473276, 114.0031659 22.5472425)",,
8986992910,8986992902,0,633620723,True,,secondary,False,26.189999999999998,"LINESTRING (114.0042056 22.5476636, 114.0040244 22.547563, 114.0039859 22.5475441)",,
9899895361,9909778120,0,1080863510,True,香林路,tertiary,False,26.426,"LINESTRING (114.0168744 22.5400652, 114.0171272 22.5401095)",2,
9902028237,9902028240,0,1080294574,False,,living_street,False,60.346,"LINESTRING (114.0134773 22.540249, 114.0140487 22.5403755)",,
9902028237,9902028241,0,"[1080294572, 1080294575]",False,,living_street,False,102.013,"LINESTRING (114.0134773 22.540249, 114.013586 22.5398897, 114.0141561 22.5400278)",,
9902028237,9906899089,0,"[1080294570, 1080294572]",False,,living_street,True,97.03699999999999,"LINESTRING (114.0134773 22.540249, 114.0132424 22.540861, 114.0130111 22.5407958)",,
9902028240,9902028237,0,1080294574,False,,living_street,True,60.346,"LINESTRING (114.0140487 22.5403755, 114.0134773 22.540249)",,
9902028240,9902028242,0,1080294577,False,,living_street,False,21.525,"LINESTRING (114.0140487 22.5403755, 114.0141201 22.5401935)",,
9902028240,9902028243,0,"[1080294576, 1080294574]",False,,living_street,False,66.591,"LINESTRING (114.0140487 22.5403755, 114.0144626 22.5404976, 114.0145338 22.5403113)",,
9902028241,9902028242,0,1080294577,False,,living_street,True,18.792,"LINESTRING (114.0141561 22.5400278, 114.0141201 22.5401935)",,
9902028241,9902028243,0,"[1080294576, 1080294575]",False,,living_street,"[False, True]",64.37100000000001,"LINESTRING (114.0141561 22.5400278, 114.0145869 22.5401591, 114.0145338 22.5403113)",,
9902028241,9902028237,0,"[1080294572, 1080294575]",False,,living_street,True,102.013,"LINESTRING (114.0141561 22.5400278, 114.013586 22.5398897, 114.0134773 22.540249)",,
9902028242,9902028241,0,1080294577,False,,living_street,False,18.792,"LINESTRING (114.0141201 22.5401935, 114.0141561 22.5400278)",,
9902028242,9902028240,0,1080294577,False,,living_street,True,21.525,"LINESTRING (114.0141201 22.5401935, 114.0140487 22.5403755)",,
9902028242,9902028243,0,1080294578,False,,living_street,False,44.461,"LINESTRING (114.0141201 22.5401935, 114.0145338 22.5403113)",,
9902028243,9902028242,0,1080294578,False,,living_street,True,44.461,"LINESTRING (114.0145338 22.5403113, 114.0141201 22.5401935)",,
9902028243,9902028241,0,"[1080294576, 1080294575]",False,,living_street,"[False, True]",64.37100000000001,"LINESTRING (114.0145338 22.5403113, 114.0145869 22.5401591, 114.0141561 22.5400278)",,
9902028243,9902028240,0,"[1080294576, 1080294574]",False,,living_street,True,66.591,"LINESTRING (114.0145338 22.5403113, 114.0144626 22.5404976, 114.0140487 22.5403755)",,
9902028280,9902028288,0,1080294583,False,,living_street,False,134.41400000000002,"LINESTRING (114.0128632 22.5423264, 114.013202 22.5424063, 114.0137084 22.5425785, 114.0137262 22.5425868, 114.0137385 22.5425998, 114.0137406 22.5426175, 114.0137383 22.5426316, 114.0136305 22.5429354)",,
9902028281,9902028288,0,1080294583,False,,living_street,True,42.802,"LINESTRING (114.0135011 22.5433013, 114.0136305 22.5429354)",,
9902028281,9906911252,0,1080863506,True,红荔西路,secondary,False,15.281,"LINESTRING (114.0135011 22.5433013, 114.0136426 22.5433438)",4,
9902028287,9902028288,0,1080294584,False,,living_street,False,82.634,"LINESTRING (114.0128883 22.5426658, 114.0128981 22.5426853, 114.0129283 22.5426982, 114.0131447 22.5427605, 114.0136305 22.5429354)",,
9902028288,9902028281,0,1080294583,False,,living_street,False,42.802,"LINESTRING (114.0136305 22.5429354, 114.0135011 22.5433013)",,
9902028288,9902028280,0,1080294583,False,,living_street,True,134.414,"LINESTRING (114.0136305 22.5429354, 114.0137383 22.5426316, 114.0137406 22.5426175, 114.0137385 22.5425998, 114.0137262 22.5425868, 114.0137084 22.5425785, 114.013202 22.5424063, 114.0128632 22.5423264)",,
9902028288,9902028287,0,1080294584,False,,living_street,True,82.634,"LINESTRING (114.0136305 22.5429354, 114.0131447 22.5427605, 114.0129283 22.5426982, 114.0128981 22.5426853, 114.0128883 22.5426658)",,
9903471992,9903471998,0,1080461021,False,建业四街,residential,False,161.615,"LINESTRING (114.0079713 22.5431416, 114.0081161 22.5427232, 114.0081768 22.5426154, 114.0082515 22.5425335, 114.0083402 22.5424213, 114.008429 22.5422359, 114.008545 22.5418051)",,
9903471998,6824083306,0,245746016,False,红荔西路,secondary,False,70.856,"LINESTRING (114.008545 22.5418051, 114.0092027 22.5419976)",,
9903471998,2528818954,0,245746016,False,红荔西路,secondary,True,30.121,"LINESTRING (114.008545 22.5418051, 114.0082654 22.5417233)",,
9903471998,9903471992,0,1080461021,False,建业四街,residential,True,161.615,"LINESTRING (114.008545 22.5418051, 114.008429 22.5422359, 114.0083402 22.5424213, 114.0082515 22.5425335, 114.0081768 22.5426154, 114.0081161 22.5427232, 114.0079713 22.5431416)",,
9903478939,9906876118,0,912997180,True,,secondary_link,False,10.232,"LINESTRING (114.0178482 22.544306, 114.0178668 22.5442156)",1,
9903478939,9906876120,0,96334002,True,红荔西路,secondary,False,59.99,"LINESTRING (114.0178482 22.544306, 114.0174805 22.5442442, 114.0173919 22.5442293, 114.0172735 22.5442094)",4,
9903478939,7987093012,0,96337893,True,,secondary_link,False,88.05100000000002,"LINESTRING (114.0178482 22.544306, 114.0176798 22.5443227, 114.017524 22.5443588, 114.0173966 22.5444276, 114.0173127 22.544489, 114.0172241 22.5445809, 114.0171534 22.544692)",1,
9906874968,9906874971,0,96337904,True,,secondary_link,False,85.815,"LINESTRING (114.0170153 22.5446836, 114.0170025 22.5445484, 114.0169727 22.5444383, 114.0169175 22.5443395, 114.0168411 22.5442523, 114.016734 22.5441696, 114.0165719 22.5440885)",1,
9906874968,9906876119,0,1080860971,True,农园路,secondary,False,56.664,"LINESTRING (114.0170153 22.5446836, 114.0170926 22.544374, 114.0171046 22.5443149, 114.0171308 22.5441854)",2,
9906874971,9906899143,0,96334002,True,红荔西路,secondary,False,138.386,"LINESTRING (114.0165719 22.5440885, 114.0152486 22.5438537)",4,
9906876118,9906876217,0,1080863507,True,红荔西路,secondary,False,107.523,"LINESTRING (114.0178668 22.5442156, 114.0188972 22.544387)",4,
9906876119,9906876239,0,1080860971,True,农园路,secondary,False,10.1,"LINESTRING (114.0171308 22.5441854, 114.0171488 22.5440961)",2,
9906876119,9906874971,0,96334002,True,红荔西路,secondary,False,58.400999999999996,"LINESTRING (114.0171308 22.5441854, 114.0170293 22.5441683, 114.0169681 22.544158, 114.0165719 22.5440885)",4,
9906876120,9906876119,0,96334002,True,红荔西路,secondary,False,14.896,"LINESTRING (114.0172735 22.5442094, 114.0171308 22.5441854)",4,
9906876120,7987093012,0,1051307463,True,农园路,secondary,False,55.074,"LINESTRING (114.0172735 22.5442094, 114.0172456 22.5443348, 114.0172251 22.5444269, 114.0171534 22.544692)",2,
9906876127,9903478939,0,96334002,True,红荔西路,secondary,False,107.45499999999998,"LINESTRING (114.0188776 22.5444791, 114.0184922 22.5444143, 114.0178482 22.544306)",4,
9906876221,9906876118,0,96337909,True,,secondary_link,False,87.102,"LINESTRING (114.0173983 22.5436293, 114.0174054 22.5437674, 114.0174383 22.5438697, 114.0174934 22.5439573, 114.0175814 22.5440579, 114.0177106 22.5441401, 114.0178668 22.5442156)",,
9906876221,9906876240,0,1051307463,True,农园路,secondary,False,55.641000000000005,"LINESTRING (114.0173983 22.5436293, 114.0173406 22.5439079, 114.017325 22.543978, 114.0172934 22.5441202)",2,
9906876239,9906876240,0,1080867518,True,红荔西路,secondary,False,15.09,"LINESTRING (114.0171488 22.5440961, 114.0172934 22.5441202)",4,
9906876239,7987093274,0,1080860971,True,农园路,secondary,False,49.126999999999995,"LINESTRING (114.0171488 22.5440961, 114.0171776 22.5439538, 114.0171896 22.5438941, 114.0172366 22.5436618)",2,
9906876240,9906876120,0,1051307463,True,农园路,secondary,False,10.127,"LINESTRING (114.0172934 22.5441202, 114.0172735 22.5442094)",2,
9906876240,9906876118,0,1080867518,True,红荔西路,secondary,False,59.835,"LINESTRING (114.0172934 22.5441202, 114.0174088 22.5441394, 114.0174985 22.5441543, 114.0178668 22.5442156)",4,
9906899020,9906899123,0,96334038,True,香轩路,tertiary,False,7.908,"LINESTRING (114.0154388 22.5416858, 114.0155147 22.5416738)",2,
9906899031,9906899033,0,96334038,True,香轩路,tertiary,False,11.378,"LINESTRING (114.0175945 22.5420129, 114.0177026 22.5420353)",2,
9906899031,9906899065,0,996247112,True,农园路,secondary,False,191.856,"LINESTRING (114.0175945 22.5420129, 114.0176209 22.5419254, 114.0176423 22.5418543, 114.0179101 22.5404914, 114.0179235 22.5404233, 114.017944 22.5403186)",2,
9906899032,9906899031,0,996247112,True,农园路,secondary,False,6.716,"LINESTRING (114.017577 22.5420711, 114.0175945 22.5420129)",2,
9906899032,9906899122,0,837565285,True,香轩路,tertiary,False,216.879,"LINESTRING (114.017577 22.5420711, 114.0174752 22.5420502, 114.017403 22.5420354, 114.0156593 22.5417556, 114.015604 22.5417468, 114.015498 22.5417297)",2,
9906899033,9906899034,0,1080863505,True,农园路,secondary,False,6.731,"LINESTRING (114.0177026 22.5420353, 114.0176968 22.5420956)",2,
9906899034,9906899032,0,837565285,True,香轩路,tertiary,False,12.601,"LINESTRING (114.0176968 22.5420956, 114.017577 22.5420711)",2,
9906899034,9906876221,0,1080863505,True,农园路,secondary,False,173.357,"LINESTRING (114.0176968 22.5420956, 114.0176844 22.5422237, 114.0176803 22.542266, 114.0173983 22.5436293)",2,
9906899065,9906899072,0,996247112,True,农园路,secondary,False,7.481,"LINESTRING (114.017944 22.5403186, 114.017957 22.5402524)",2,
9906899066,9906899065,0,393889383,True,香林路,tertiary,False,7.515,"LINESTRING (114.0180154 22.5403334, 114.017944 22.5403186)",2,
9906899066,9906899033,0,1080863505,True,农园路,secondary,False,192.01000000000002,"LINESTRING (114.0180154 22.5403334, 114.0179958 22.5404351, 114.0179834 22.5404995, 114.0177175 22.5418804, 114.017712 22.5419372, 114.0177026 22.5420353)",2,
9906899071,9906899066,0,1080863505,True,农园路,secondary,False,7.374,"LINESTRING (114.0180279 22.5402681, 114.0180154 22.5403334)",2,
9906899071,9929029809,0,1051307462,True,香林路,tertiary,False,125.76899999999999,"LINESTRING (114.0180279 22.5402681, 114.0181542 22.5402961, 114.0182082 22.5403081, 114.0192303 22.5404814)",2,
9906899072,9906899071,0,1080863510,True,香林路,tertiary,False,7.488,"LINESTRING (114.017957 22.5402524, 114.0180279 22.5402681)",2,
9906899089,9902028237,0,"[1080294570, 1080294572]",False,,living_street,False,97.03699999999999,"LINESTRING (114.0130111 22.5407958, 114.0132424 22.540861, 114.0134773 22.540249)",,
9906899089,9906911255,0,1080867509,True,农林路,secondary,False,197.74699999999999,"LINESTRING (114.0130111 22.5407958, 114.012791 22.5414465, 114.0127752 22.5414933, 114.012437 22.5424933)",4,
9906899106,8481330415,0,996188228,False,,tertiary_link,False,6.729,"LINESTRING (114.0149983 22.5429825, 114.0150572 22.543009)",1,
9906899106,9906911252,0,1080461057,False,,living_street,True,193.067,"LINESTRING (114.0149983 22.5429825, 114.0139907 22.5427023, 114.0139345 22.5427042, 114.0138863 22.5427289, 114.013853 22.5427514, 114.0136426 22.5433438)",,
9906899106,9906899020,0,1080867512,True,农轩路,tertiary,False,151.137,"LINESTRING (114.0149983 22.5429825, 114.0153704 22.5419149, 114.0153886 22.5418539, 114.0154388 22.5416858)",2,
9906899107,9906899106,0,1080867513,True,农轩路,tertiary,False,48.023,"LINESTRING (114.014855 22.5433936, 114.0149983 22.5429825)",2,
9906899122,9906899020,0,837565285,True,香轩路,tertiary,False,7.797,"LINESTRING (114.015498 22.5417297, 114.0154388 22.5416858)",2,
9906899122,8481330415,0,1080867505,True,农轩路,tertiary,False,149.3,"LINESTRING (114.015498 22.5417297, 114.0154582 22.5418627, 114.01544 22.5419233, 114.0153654 22.5421348, 114.0153224 22.542257, 114.015127 22.542811, 114.0150572 22.543009)",,
