u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes,tunnel
9906899123,9906899122,0,1080867505,True,农轩路,tertiary,False,6.448,"LINESTRING (114.0155147 22.5416738, 114.015498 22.5417297)",,
9906899123,9906899031,0,96334038,True,香轩路,tertiary,False,216.92000000000002,"LINESTRING (114.0155147 22.5416738, 114.0156162 22.54169, 114.0156724 22.5416989, 114.0174172 22.5419761, 114.0174887 22.5419909, 114.0175945 22.5420129)",2,
9906899143,9906911242,0,96334002,True,红荔西路,secondary,False,47.331,"LINESTRING (114.0152486 22.5438537, 114.0149718 22.5438046, 114.0149067 22.5437931, 114.014796 22.5437734)",4,
9906899143,7987093361,0,1080863517,True,,secondary_link,False,68.43,"LINESTRING (114.0152486 22.5438537, 114.0150943 22.5438581, 114.0149733 22.5438719, 114.0148699 22.5439076, 114.0147967 22.5439565, 114.0147411 22.54401, 114.0146874 22.5440976)",2,
9906911239,9906911240,0,856642329,True,农轩路,tertiary,False,12.028,"LINESTRING (114.0147309 22.5437619, 114.0147653 22.5436585)",2,
9906911239,7987093319,0,96334002,True,红荔西路,secondary,False,34.456,"LINESTRING (114.0147309 22.5437619, 114.0146009 22.5437388, 114.0145376 22.5437276, 114.0144058 22.5436878)",4,
9906911240,9906911241,0,1080867517,True,红荔西路,secondary,False,6.725,"LINESTRING (114.0147653 22.5436585, 114.0148295 22.5436704)",4,
9906911240,9906899107,0,1080867516,True,农轩路,tertiary,False,30.863,"LINESTRING (114.0147653 22.5436585, 114.0148005 22.5435527, 114.0148212 22.5434904, 114.014855 22.5433936)",2,
9906911241,9906911242,0,393889270,True,农轩路,tertiary,False,11.959,"LINESTRING (114.0148295 22.5436704, 114.014796 22.5437734)",,
9906911241,7987093294,0,1080867517,True,红荔西路,secondary,False,35.003,"LINESTRING (114.0148295 22.5436704, 114.0149356 22.54369, 114.0149946 22.5437009, 114.0151637 22.5437322)",4,
9906911242,9906911239,0,96334002,True,红荔西路,secondary,False,6.807,"LINESTRING (114.014796 22.5437734, 114.0147309 22.5437619)",4,
9906911242,7987093361,0,393889270,True,农轩路,tertiary,False,37.736999999999995,"LINESTRING (114.014796 22.5437734, 114.0147581 22.5438901, 114.0147413 22.543942, 114.0146874 22.5440976)",,
9906911248,9906911249,0,1080860985,False,丰田路,residential,True,6.612,"LINESTRING (114.0142463 22.5451762, 114.0143078 22.5451938)",2,
9906911248,7987093309,0,856642329,True,农轩路,tertiary,False,129.066,"LINESTRING (114.0142463 22.5451762, 114.0142952 22.5450341, 114.0143108 22.5449885, 114.0146269 22.54407)",2,
9906911248,7987093225,0,1080860985,False,丰田路,residential,False,72.921,"LINESTRING (114.0142463 22.5451762, 114.0141134 22.5451383, 114.0140655 22.5451246, 114.0135703 22.5449756)",2,
9906911249,9906911248,0,1080860985,False,丰田路,residential,False,6.612,"LINESTRING (114.0143078 22.5451938, 114.0142463 22.5451762)",2,
9906911249,9906912237,0,393889270,True,农轩路,tertiary,False,240.75600000000003,"LINESTRING (114.0143078 22.5451938, 114.0142614 22.5453276, 114.0142388 22.545393, 114.0141461 22.5456322, 114.0140758 22.5457781, 114.0139866 22.5459538, 114.0138756 22.5461381, 114.0137626 22.5463118, 114.0133293 22.5469276, 114.0132954 22.5469757, 114.0132111 22.5470955)",,
9906911249,7987093033,0,1080860985,False,丰田路,residential,True,245.75700000000003,"LINESTRING (114.0143078 22.5451938, 114.014462 22.5452378, 114.0145048 22.54525, 114.016428 22.5457296, 114.0164907 22.5457452, 114.0166161 22.5457763)",2,
9906911251,9906911269,0,1080867510,True,红荔西路,secondary,False,8.432,"LINESTRING (114.012208 22.5429135, 114.0122861 22.5429369)",4,
9906911251,2528818863,0,245746016,False,红荔西路,secondary,True,79.607,"LINESTRING (114.012208 22.5429135, 114.0120748 22.5428474, 114.0120305 22.5428253, 114.0114837 22.5426653)",,
9906911251,7988360992,0,1080863508,True,农林路,secondary,False,160.381,"LINESTRING (114.012208 22.5429135, 114.0122531 22.5427808, 114.0122681 22.5427365, 114.0126786 22.5415382)",4,
9906911252,7987093330,0,1080863506,True,红荔西路,secondary,False,75.043,"LINESTRING (114.0136426 22.5433438, 114.0143376 22.5435522)",4,
9906911252,9906899106,0,1080461057,False,,living_street,False,193.067,"LINESTRING (114.0136426 22.5433438, 114.013853 22.5427514, 114.0138863 22.5427289, 114.0139345 22.5427042, 114.0139907 22.5427023, 114.0149983 22.5429825)",,
9906911255,9906911269,0,96334315,True,农林路,secondary,False,51.70400000000001,"LINESTRING (114.012437 22.5424933, 114.0123492 22.5427529, 114.0123323 22.5428022, 114.0122861 22.5429369)",4,
9906911255,7987093282,0,1080866847,True,,secondary_link,False,79.39,"LINESTRING (114.012437 22.5424933, 114.0124269 22.5425959, 114.0124337 22.5426804, 114.0124543 22.5427607, 114.012488 22.5428392, 114.0125307 22.5429107, 114.0125885 22.5429752, 114.0126552 22.5430255, 114.0127639 22.5430802)",1,
9906911268,9906911251,0,96334002,True,红荔西路,secondary,False,14.544,"LINESTRING (114.0122514 22.543038, 114.012208 22.5429135)",4,
9906911268,9906911283,0,96334315,True,农林路,secondary,False,50.406,"LINESTRING (114.0122514 22.543038, 114.0122108 22.5431561, 114.012103 22.5434701)",4,
9906911269,9906911268,0,96334315,True,农林路,secondary,False,11.793,"LINESTRING (114.0122861 22.5429369, 114.0122514 22.543038)",4,
9906911269,7987093282,0,1080867510,True,红荔西路,secondary,False,51.592,"LINESTRING (114.0122861 22.5429369, 114.0127639 22.5430802)",4,
9906911275,1116503150,0,1080860985,False,丰田路,residential,False,7.86,"LINESTRING (114.0117718 22.5444352, 114.011699 22.5444134)",2,
9906911275,9906912250,0,96334315,True,农林路,secondary,False,452.709,"LINESTRING (114.0117718 22.5444352, 114.0117055 22.5446285, 114.0116849 22.5446885, 114.0115824 22.5449262, 114.0114596 22.5451747, 114.011287 22.5454714, 114.0110809 22.5457823, 114.0103204 22.5468582, 114.0101356 22.5470877, 114.0098993 22.5473499, 114.0096247 22.5476182, 114.0095827 22.5476566, 114.0093984 22.547825)",4,
9906911275,7987093225,0,1080860985,False,丰田路,residential,True,194.231,"LINESTRING (114.0117718 22.5444352, 114.0119473 22.5444876, 114.0119999 22.5445033, 114.0135703 22.5449756)",2,
9906911281,9906911268,0,96334002,True,红荔西路,secondary,False,58.406,"LINESTRING (114.012792 22.5432011, 114.0122514 22.543038)",4,
9906911281,9906911283,0,1080866846,True,,secondary_link,False,82.921,"LINESTRING (114.012792 22.5432011, 114.012654 22.5431868, 114.0125456 22.5431889, 114.0124517 22.5432047, 114.0123571 22.5432399, 114.0122542 22.5432962, 114.0121752 22.5433665, 114.012103 22.5434701)",,
9906911283,9906911275,0,96334315,True,农林路,secondary,False,112.575,"LINESTRING (114.012103 22.5434701, 114.0118273 22.5442736, 114.0118079 22.54433, 114.0117718 22.5444352)",4,
9906911296,5269756013,0,996657791,True,侨香路,primary,False,9.959,"LINESTRING (114.0067585 22.5492935, 114.0068237 22.5493598)",,
9906911296,9906911299,0,1080867504,True,农林路,secondary,False,87.118,"LINESTRING (114.0067585 22.5492935, 114.0069242 22.5492068, 114.0069864 22.5491742, 114.0074966 22.5489073)",4,
9906911297,2532185343,0,246141484,False,竹香一路,residential,False,45.274,"LINESTRING (114.0112908 22.5452965, 114.0111216 22.545243, 114.0109962 22.5452229, 114.0108626 22.5452068)",,
9906911297,1116503150,0,1080863508,True,农林路,secondary,False,107.03800000000001,"LINESTRING (114.0112908 22.5452965, 114.0113734 22.5451554, 114.0115018 22.544915, 114.0116141 22.5446637, 114.0116332 22.5446074, 114.011699 22.5444134)",4,
9906911299,1116503122,0,1080863508,True,农林路,secondary,False,218.697,"LINESTRING (114.0074966 22.5489073, 114.0080341 22.5486261, 114.0082168 22.5485305, 114.0085196 22.5483719, 114.0088292 22.5481757, 114.0091134 22.5479634, 114.0091417 22.5479381, 114.0092662 22.5478267)",4,
9906912233,9906912234,0,856642329,True,农轩路,tertiary,False,7.024,"LINESTRING (114.0116451 22.5491239, 114.0116914 22.5490774)",2,
9906912233,2532185255,0,856642328,True,泽田路,residential,False,162.663,"LINESTRING (114.0116451 22.5491239, 114.0114992 22.5490355, 114.0114483 22.5490047, 114.0103207 22.5483215)",2,
9906912234,9906912236,0,119460298,True,泽田路,residential,False,7.431,"LINESTRING (114.0116914 22.5490774, 114.0117518 22.5491142)",,
9906912234,2532185287,0,856642329,True,农轩路,tertiary,False,269.773,"LINESTRING (114.0116914 22.5490774, 114.0118045 22.5489636, 114.0118421 22.5489258, 114.0130801 22.5471635, 114.0131127 22.5471169, 114.0131505 22.5470631)",2,
9906912235,9906912233,0,1080867515,True,泽田路,residential,False,7.495,"LINESTRING (114.0117061 22.5491609, 114.0116451 22.5491239)",2,
9906912236,9906912235,0,393889270,True,农轩路,tertiary,False,6.999,"LINESTRING (114.0117518 22.5491142, 114.0117061 22.5491609)",,
9906912237,2532185287,0,246141489,False,春田路,residential,False,7.191,"LINESTRING (114.0132111 22.5470955, 114.0131505 22.5470631)",,
9906912237,7987093029,0,246141489,False,春田路,residential,True,221.04700000000003,"LINESTRING (114.0132111 22.5470955, 114.0132844 22.5471346, 114.0133317 22.5471599, 114.014842 22.5481171, 114.0148864 22.5481453, 114.0149916 22.5482119)",,
9906912237,9906912236,0,393889270,True,农轩路,tertiary,False,270.15500000000003,"LINESTRING (114.0132111 22.5470955, 114.0131707 22.5471531, 114.013137 22.5472009, 114.0118954 22.5489675, 114.0118609 22.5490028, 114.0117518 22.5491142)",,
9906912248,2532185255,0,246141499,False,,living_street,True,7.256,"LINESTRING (114.0103589 22.5482666, 114.0103207 22.5483215)",,
9906912248,9906912234,0,119460298,True,泽田路,residential,False,163.87,"LINESTRING (114.0103589 22.5482666, 114.0114816 22.5489498, 114.0115308 22.5489797, 114.0116914 22.5490774)",,
9906912248,2532185224,0,246141499,False,,living_street,False,117.37,"LINESTRING (114.0103589 22.5482666, 114.0107002 22.547776, 114.0111806 22.5479382)",,
9906912250,1116503122,0,1080866848,False,泽田路,residential,True,13.578,"LINESTRING (114.0093984 22.547825, 114.0092662 22.5478267)",2,
9906912250,8986992863,0,96334315,True,农林路,secondary,False,161.90099999999998,"LINESTRING (114.0093984 22.547825, 114.0091754 22.5480289, 114.0089507 22.5481904, 114.008713 22.5483516, 114.008439 22.5485203, 114.0083021 22.5485854, 114.0081281 22.5486761)",4,
9906912250,9906912248,0,119460298,True,泽田路,residential,False,113.52799999999999,"LINESTRING (114.0093984 22.547825, 114.0095259 22.5478058, 114.0096345 22.5478319, 114.0096976 22.5478642, 114.0103589 22.5482666)",,
9907679306,5198341346,0,1081152924,False,,residential,True,209.628,"LINESTRING (114.0039675 22.5486926, 114.0019264 22.548668)",,
9907679306,8986992902,0,971043224,True,安托山六路,tertiary,False,127.72200000000001,"LINESTRING (114.0039675 22.5486926, 114.0039842 22.54773, 114.0039848 22.5476623, 114.0039859 22.5475441)",2,
9909778120,9906899072,0,1080863510,True,香林路,tertiary,False,86.715,"LINESTRING (114.0171272 22.5401095, 114.0178044 22.5402186, 114.017869 22.5402329, 114.017957 22.5402524)",2,
9929041529,6562269871,0,1083453776,False,紫众道,residential,False,133.207,"LINESTRING (114.0085308 22.5400141, 114.0096511 22.5406178)",,yes
